"plh0033","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","1-pers.-HH","no migration background","170","0.153809880488942","0.132313736970234","0.17530602400765","1"
"Big worries","1984","1-pers.-HH","direct migration background","59","0.252775225933906","0.197327342306736","0.308223109561076","1"
"Big worries","1984","1-pers.-HH","indirect migration background","1","","","","1"
"Big worries","1984","(Married) couple without C. ","no migration background","299","0.137069526086051","0.12269825739246","0.151440794779641","1"
"Big worries","1984","(Married) couple without C. ","direct migration background","108","0.177586397192203","0.142776111607587","0.212396682776818","1"
"Big worries","1984","(Married) couple without C. ","indirect migration background","2","","","","1"
"Big worries","1984","Single parent ","no migration background","145","0.321946886067133","0.278241012736784","0.365652759397482","1"
"Big worries","1984","Single parent ","direct migration background","54","0.345451327649654","0.263074035427463","0.427828619871845","1"
"Big worries","1984","Single parent ","indirect migration background","3","","","","1"
"Big worries","1984","Couple + C. LE 16 ","no migration background","303","0.166479392841753","0.149509336117846","0.18344944956566","1"
"Big worries","1984","Couple + C. LE 16 ","direct migration background","360","0.312143366722994","0.28563761885055","0.338649114595438","1"
"Big worries","1984","Couple + C. LE 16 ","indirect migration background","2","","","","1"
"Big worries","1984","Couple + C. GT 16 ","no migration background","288","0.201559786314978","0.180839774882177","0.22227979774778","1"
"Big worries","1984","Couple + C. GT 16 ","direct migration background","107","0.211351256838232","0.174322948123704","0.248379565552761","1"
"Big worries","1984","Couple + C. GT 16 ","indirect migration background","11","","","","1"
"Big worries","1984","Couple + C. LE and GT 16","no migration background","190","0.197129792377424","0.172410538709549","0.221849046045299","1"
"Big worries","1984","Couple + C. LE and GT 16","direct migration background","217","0.282916703280668","0.248937726067747","0.316895680493589","1"
"Big worries","1984","Couple + C. LE and GT 16","indirect migration background","9","","","","1"
"No worries","1984","(Married) couple without C. ","indirect migration background","3","","","","3"
"No worries","1984","(Married) couple without C. ","direct migration background","163","0.36626388866662","0.322379619126382","0.410148158206857","3"
"No worries","1984","(Married) couple without C. ","no migration background","1045","0.477796305549626","0.456923630388636","0.498668980710615","3"
"No worries","1984","Couple + C. GT 16 ","indirect migration background","14","","","","3"
"No worries","1984","Couple + C. LE and GT 16","no migration background","310","0.306628071833475","0.277978005350522","0.335278138316428","3"
