"plh0033","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","1987","Not Employed","higher education","15","","",""
"Big worries","1987","Employed","in school","1","","",""
"Big worries","1987","Employed","inadequately","112","0.255321735706376","0.215731930430616","0.294911540982137"
"Big worries","1987","Employed","general elemantary","320","0.204549321355997","0.184264328741744","0.224834313970251"
"Big worries","1987","Employed","middle vocational","556","0.160330369671148","0.147905615428826","0.17275512391347"
"Big worries","1987","Employed","vocational + Abi","31","0.132677858082515","0.0860130466988082","0.179342669466222"
"Big worries","1987","Employed","higher vocational","47","0.111019932037581","0.0802331295313059","0.141806734543855"
"Big worries","1987","Employed","higher education","56","0.091137827117557","0.0681090532609897","0.114166600974124"
"Some worries","1987","Not Employed","in school","80","0.431282483695299","0.357695215781858","0.50486975160874"
"Some worries","1987","Not Employed","inadequately","120","0.358286506305433","0.30242139284658","0.414151619764286"
"Some worries","1987","Not Employed","general elemantary","532","0.380684967182614","0.354167695748472","0.407202238616757"
"Some worries","1987","Not Employed","middle vocational","620","0.376159127070889","0.352135958375918","0.40018229576586"
"Some worries","1987","Not Employed","vocational + Abi","23","","",""
"Some worries","1987","Not Employed","higher vocational","59","0.359107304797557","0.283825404646697","0.434389204948417"
"Some worries","1987","Not Employed","higher education","33","0.195721459594774","0.129284420201849","0.262158498987699"
"Some worries","1987","Employed","in school","7","","",""
"Some worries","1987","Employed","inadequately","217","0.471699733299414","0.426375719511835","0.517023747086993"
"Some worries","1987","Employed","general elemantary","768","0.510710463208514","0.485571952430261","0.535848973986767"
"Some worries","1987","Employed","middle vocational","1731","0.513699527443871","0.496774373933634","0.530624680954107"
"Some worries","1987","Employed","vocational + Abi","106","0.526641841413194","0.457958299063871","0.595325383762517"
"Some worries","1987","Employed","higher vocational","195","0.486784626098197","0.437802644478832","0.535766607717561"
"Some worries","1987","Employed","higher education","221","0.359789770544489","0.321387387416914","0.398192153672064"
"No worries","1987","Not Employed","in school","69","0.40928239671227","0.336223189313302","0.482341604111239"
"No worries","1987","Not Employed","inadequately","71","0.301972688053146","0.248482402838786","0.355462973267506"
"No worries","1987","Not Employed","general elemantary","538","0.475665250940197","0.448391479753313","0.50293902212708"
"No worries","1987","Not Employed","middle vocational","683","0.481152489700904","0.456374343365305","0.505930636036502"
"No worries","1987","Not Employed","vocational + Abi","35","0.545047772131369","0.430025478037888","0.660070066224849"
"No worries","1987","Not Employed","higher vocational","84","0.576936657665334","0.499409732947573","0.654463582383094"
"No worries","1987","Not Employed","higher education","89","0.709525348237276","0.633505694857068","0.785545001617485"
"No worries","1987","Employed","in school","4","","",""
"No worries","1987","Employed","inadequately","137","0.27297853099421","0.232530908703884","0.313426153284535"
"No worries","1987","Employed","general elemantary","431","0.284740215435488","0.262045459713919","0.307434971157058"
"No worries","1987","Employed","middle vocational","1063","0.325970102884981","0.310097280649174","0.341842925120788"
"No worries","1987","Employed","vocational + Abi","66","0.340680300504291","0.275484201753474","0.405876399255109"
"No worries","1987","Employed","higher vocational","158","0.402195441864223","0.354142909642379","0.450247974086066"
"No worries","1987","Employed","higher education","323","0.549072402337954","0.509257955931133","0.588886848744775"
"Big worries","1988","Not Employed","in school","19","","",""
"Big worries","1988","Not Employed","inadequately","94","0.333663925823626","0.279673646866185","0.387654204781067"
"Big worries","1988","Not Employed","general elemantary","244","0.17950185410261","0.157697266268545","0.201306441936676"
"Big worries","1988","Not Employed","middle vocational","242","0.147351958049198","0.129281309931648","0.165422606166748"
"Big worries","1988","Not Employed","vocational + Abi","11","","",""
"Big worries","1988","Not Employed","higher vocational","14","","",""
"Big worries","1988","Not Employed","higher education","14","","",""
"Big worries","1988","Employed","in school","1","","",""
"Big worries","1988","Employed","inadequately","97","0.240631639697033","0.198529602342203","0.282733677051863"
"Big worries","1988","Employed","general elemantary","348","0.212621247283417","0.191970175485115","0.233272319081718"
"Big worries","1988","Employed","middle vocational","534","0.148540547786007","0.136251250317362","0.160829845254651"
"Big worries","1988","Employed","vocational + Abi","31","0.0919586038247428","0.0516067040428661","0.13231050360662"
"Big worries","1988","Employed","higher vocational","36","0.0960113393937251","0.0665833573865369","0.125439321400913"
"Big worries","1988","Employed","higher education","57","0.0952480088649603","0.071148766478268","0.119347251251653"
"Some worries","1988","Not Employed","in school","74","0.43133766218347","0.352861401934697","0.509813922432244"
"Some worries","1988","Not Employed","inadequately","124","0.41652020244539","0.360072635404132","0.472967769486649"
"Some worries","1988","Not Employed","general elemantary","474","0.372416603121381","0.344948741530381","0.399884464712381"
"Some worries","1988","Not Employed","middle vocational","571","0.367328861454242","0.342751943940212","0.391905778968272"
"Some worries","1988","Not Employed","vocational + Abi","28","","",""
"Some worries","1988","Not Employed","higher vocational","51","0.323690169164527","0.248310393902813","0.399069944426241"
"Some worries","1988","Not Employed","higher education","35","0.228048044981083","0.155923227472284","0.300172862489882"
"Some worries","1988","Employed","in school","4","","",""
"Some worries","1988","Employed","inadequately","198","0.463878755159425","0.414761481984417","0.512996028334434"
"Some worries","1988","Employed","general elemantary","771","0.51744896271165","0.492228514100839","0.542669411322462"
"Some worries","1988","Employed","middle vocational","1650","0.505075082445412","0.487798008501913","0.522352156388911"
"Some worries","1988","Employed","vocational + Abi","107","0.552323416768388","0.482885945721426","0.62176088781535"
"Some worries","1988","Employed","higher vocational","203","0.536468011856878","0.486656525984544","0.586279497729212"
"Some worries","1988","Employed","higher education","223","0.380571330787852","0.340712518939521","0.420430142636183"
"No worries","1988","Not Employed","in school","60","0.42844359849129","0.350032280941874","0.506854916040706"
"No worries","1988","Not Employed","inadequately","75","0.249815871730984","0.200247091713459","0.299384651748508"
"No worries","1988","Not Employed","general elemantary","472","0.448081542776009","0.419826849520079","0.476336236031938"
"No worries","1988","Not Employed","middle vocational","665","0.48531918049656","0.459839522538625","0.510798838454496"
"No worries","1988","Not Employed","vocational + Abi","30","0.565534979516894","0.448576775723438","0.682493183310349"
"No worries","1988","Not Employed","higher vocational","83","0.578624882283411","0.499073042223981","0.658176722342841"
"No worries","1988","Not Employed","higher education","81","0.67852750862406","0.598242944746661","0.758812072501458"
"No worries","1988","Employed","in school","2","","",""
"No worries","1988","Employed","inadequately","101","0.295489605143542","0.250551443238935","0.340427767048148"
"No worries","1988","Employed","general elemantary","389","0.269929790004933","0.247524264081816","0.29233531592805"
"No worries","1988","Employed","middle vocational","1033","0.346384369768581","0.329942056495705","0.362826683041457"
"No worries","1988","Employed","vocational + Abi","59","0.355717979406869","0.28886728969551","0.422568669118229"
"No worries","1988","Employed","higher vocational","146","0.367520648749396","0.319361170382912","0.415680127115881"
"No worries","1988","Employed","higher education","290","0.524180660347188","0.483181760328802","0.565179560365573"
"Big worries","1989","Not Employed","in school","22","","",""
"Big worries","1989","Not Employed","inadequately","95","0.338240761200772","0.2827259371783","0.393755585223244"
"Big worries","1989","Not Employed","general elemantary","211","0.147610430281983","0.126873592901843","0.168347267662122"
"Big worries","1989","Not Employed","middle vocational","193","0.114484090677955","0.0979584204593571","0.131009760896554"
"Big worries","1989","Not Employed","vocational + Abi","9","","",""
"Big worries","1989","Not Employed","higher vocational","11","","",""
"Big worries","1989","Not Employed","higher education","9","","",""
"Big worries","1989","Employed","in school","1","","",""
"Big worries","1989","Employed","inadequately","85","0.237600297626507","0.193996692549904","0.28120390270311"
"Big worries","1989","Employed","general elemantary","276","0.179434066725079","0.159504296674608","0.19936383677555"
"Big worries","1989","Employed","middle vocational","442","0.123701059072885","0.112192533828739","0.135209584317032"
"Big worries","1989","Employed","vocational + Abi","26","","",""
"Big worries","1989","Employed","higher vocational","32","0.0850840756369281","0.0566165550248486","0.113551596249008"
"Big worries","1989","Employed","higher education","30","0.0452228874316523","0.0281193199484238","0.0623264549148808"
"Some worries","1989","Not Employed","in school","61","0.376143604965742","0.299635598213798","0.452651611717686"
"Some worries","1989","Not Employed","inadequately","113","0.357618914263147","0.301377970208849","0.413859858317445"
"Some worries","1989","Not Employed","general elemantary","436","0.378251413565276","0.349900789804388","0.406602037326164"
"Some worries","1989","Not Employed","middle vocational","571","0.384155778417323","0.358910657873682","0.409400898960964"
"Some worries","1989","Not Employed","vocational + Abi","24","","",""
"Some worries","1989","Not Employed","higher vocational","43","0.311856459521438","0.234844605008053","0.388868314034822"
"Some worries","1989","Not Employed","higher education","33","0.224461188909437","0.149811179684323","0.29911119813455"
"Some worries","1989","Employed","in school","10","","",""
"Some worries","1989","Employed","inadequately","177","0.477394466752392","0.426222366665601","0.528566566839183"
"Some worries","1989","Employed","general elemantary","709","0.4822711976122","0.456318056841581","0.508224338382819"
"Some worries","1989","Employed","middle vocational","1535","0.482674734510614","0.465207829832885","0.500141639188343"
"Some worries","1989","Employed","vocational + Abi","95","0.435517224559328","0.368615875010595","0.50241857410806"
"Some worries","1989","Employed","higher vocational","166","0.467024657743284","0.416119900355579","0.51792941513099"
"Some worries","1989","Employed","higher education","210","0.355297247676076","0.315903051315342","0.394691444036811"
"No worries","1989","Not Employed","in school","71","0.489987568301009","0.411034203651462","0.568940932950556"
"No worries","1989","Not Employed","inadequately","71","0.304140324536081","0.250158963905949","0.358121685166212"
"No worries","1989","Not Employed","general elemantary","477","0.474138156152742","0.444946870781462","0.503329441524021"
"No worries","1989","Not Employed","middle vocational","662","0.501360130904721","0.475408973866097","0.527311287943346"
"No worries","1989","Not Employed","vocational + Abi","43","0.678770523177936","0.57378957835104","0.783751468004832"
"No worries","1989","Not Employed","higher vocational","85","0.609824090390573","0.528732987903066","0.69091519287808"
"No worries","1989","Not Employed","higher education","78","0.692369728621625","0.609796163040715","0.774943294202535"
"No worries","1989","Employed","in school","7","","",""
"No worries","1989","Employed","inadequately","104","0.285005235621101","0.238758040478757","0.331252430763445"
"No worries","1989","Employed","general elemantary","439","0.338294735662721","0.313720896522457","0.362868574802985"
"No worries","1989","Employed","middle vocational","1167","0.393624206416501","0.376546928375523","0.410701484457478"
"No worries","1989","Employed","vocational + Abi","90","0.475638312148214","0.408253696681779","0.543022927614649"
"No worries","1989","Employed","higher vocational","171","0.447891266619788","0.397153246824983","0.498629286414592"
"No worries","1989","Employed","higher education","327","0.599479864892271","0.559147281637718","0.639812448146825"
"Big worries","1990","Not Employed","in school","19","","",""
"Big worries","1990","Not Employed","inadequately","87","0.324853854308049","0.268784752076576","0.380922956539522"
"Big worries","1990","Not Employed","general elemantary","182","0.145698988699321","0.124599123572446","0.166798853826196"
"Big worries","1990","Not Employed","middle vocational","170","0.102857530767633","0.0868995760457322","0.118815485489533"
"Big worries","1990","Not Employed","vocational + Abi","23","","",""
"Big worries","1990","Not Employed","higher vocational","10","","",""
"Big worries","1990","Not Employed","higher education","11","","",""
"Big worries","1990","Employed","in school","2","","",""
"Big worries","1990","Employed","inadequately","97","0.280859800207762","0.234690959068214","0.327028641347311"
"Big worries","1990","Employed","general elemantary","286","0.197153232144174","0.176101428157509","0.218205036130839"
"Big worries","1990","Employed","middle vocational","438","0.123903837651455","0.112313248743437","0.135494426559474"
"Big worries","1990","Employed","vocational + Abi","20","","",""
"Big worries","1990","Employed","higher vocational","37","0.0934611627445434","0.0639217081590326","0.123000617330054"
"Big worries","1990","Employed","higher education","32","0.0472506635479343","0.0297555344923187","0.0647457926035499"
"Some worries","1990","Not Employed","in school","62","0.400024053209529","0.32055800141472","0.479490105004338"
"Some worries","1990","Not Employed","inadequately","111","0.374402913397885","0.316460355614212","0.432345471181558"
"Some worries","1990","Not Employed","general elemantary","418","0.377687332086507","0.348692774902581","0.406681889270432"
"Some worries","1990","Not Employed","middle vocational","519","0.355366255508738","0.330222908784104","0.380509602233372"
"Some worries","1990","Not Employed","vocational + Abi","29","","",""
"Some worries","1990","Not Employed","higher vocational","35","0.251414418671795","0.179033453959248","0.323795383384343"
"Some worries","1990","Not Employed","higher education","34","0.245926131486797","0.172182974194827","0.319669288778768"
"Some worries","1990","Employed","in school","6","","",""
"Some worries","1990","Employed","inadequately","179","0.502168558528239","0.450804028495607","0.553533088560871"
"Some worries","1990","Employed","general elemantary","657","0.46172142966148","0.435342048913812","0.488100810409148"
"Some worries","1990","Employed","middle vocational","1461","0.463507403929243","0.445964663433339","0.481050144425147"
"Some worries","1990","Employed","vocational + Abi","97","0.474521074100597","0.406496109814456","0.542546038386739"
"Some worries","1990","Employed","higher vocational","171","0.45852653242022","0.407959845380437","0.509093219460003"
"Some worries","1990","Employed","higher education","197","0.351676194782168","0.312303844783333","0.391048544781002"
"No worries","1990","Not Employed","in school","65","0.471106176350646","0.390137822496272","0.552074530205021"
"No worries","1990","Not Employed","inadequately","70","0.300743232294066","0.245840119910265","0.355646344677867"
"No worries","1990","Not Employed","general elemantary","474","0.476613679214172","0.446743324109583","0.506484034318761"
"No worries","1990","Not Employed","middle vocational","703","0.541776213723629","0.515601782385781","0.567950645061477"
"No worries","1990","Not Employed","vocational + Abi","32","0.523501664724383","0.416695043799464","0.630308285649303"
"No worries","1990","Not Employed","higher vocational","93","0.691799857990163","0.614760048647528","0.768839667332797"
"No worries","1990","Not Employed","higher education","86","0.686638174468979","0.607205449776375","0.766070899161583"
"No worries","1990","Employed","in school","7","","",""
"No worries","1990","Employed","inadequately","88","0.216971641263999","0.174628055557799","0.259315226970199"
"No worries","1990","Employed","general elemantary","429","0.341125338194346","0.316039453131756","0.366211223256936"
"No worries","1990","Employed","middle vocational","1205","0.412588758419302","0.395269987930213","0.429907528908391"
"No worries","1990","Employed","vocational + Abi","90","0.448243693347624","0.38049613226563","0.515991254429617"
"No worries","1990","Employed","higher vocational","165","0.448012304835237","0.397545786434072","0.498478823236402"
"No worries","1990","Employed","higher education","336","0.601073141669898","0.56069613061866","0.641450152721135"
"Big worries","1991","Not Employed","in school","17","","",""
"Big worries","1991","Not Employed","inadequately","59","0.225791076660198","0.174373251137651","0.277208902182745"
"Big worries","1991","Not Employed","general elemantary","164","0.1246433804094","0.104461226062218","0.144825534756583"
"Big worries","1991","Not Employed","middle vocational","173","0.106228805548538","0.090099769591087","0.12235784150599"
"Big worries","1991","Not Employed","vocational + Abi","13","","",""
"Big worries","1991","Not Employed","higher vocational","16","","",""
"Big worries","1991","Not Employed","higher education","8","","",""
"Big worries","1991","Employed","in school","3","","",""
"Big worries","1991","Employed","inadequately","67","0.201052888264187","0.159879977316273","0.242225799212102"
"Big worries","1991","Employed","general elemantary","208","0.138945685084514","0.120576184755896","0.157315185413132"
"Big worries","1991","Employed","middle vocational","357","0.104758411689878","0.0939919707327129","0.115524852647043"
"Big worries","1991","Employed","vocational + Abi","18","","",""
"Big worries","1991","Employed","higher vocational","36","0.108730416126103","0.0773482975503141","0.140112534701893"
"Big worries","1991","Employed","higher education","31","0.0432413849407263","0.0266594517842806","0.059823318097172"
"Some worries","1991","Not Employed","in school","46","0.371697869298357","0.288943345250652","0.454452393346061"
"Some worries","1991","Not Employed","inadequately","114","0.427910801596094","0.367063723036197","0.488757880155992"
"Some worries","1991","Not Employed","general elemantary","413","0.38563369283506","0.35589365036461","0.41537373530551"
"Some worries","1991","Not Employed","middle vocational","547","0.363153983063013","0.337980882625643","0.388327083500383"
"Some worries","1991","Not Employed","vocational + Abi","25","","",""
"Some worries","1991","Not Employed","higher vocational","41","0.300069373792777","0.223046987222513","0.37709176036304"
"Some worries","1991","Not Employed","higher education","35","0.266707479425232","0.192923041547047","0.340491917303417"
"Some worries","1991","Employed","in school","6","","",""
"Some worries","1991","Employed","inadequately","186","0.541420496549992","0.490232036381629","0.592608956718355"
"Some worries","1991","Employed","general elemantary","687","0.494485059427279","0.467932699760765","0.521037419093792"
"Some worries","1991","Employed","middle vocational","1519","0.471911015842873","0.454360446980857","0.489461584704888"
"Some worries","1991","Employed","vocational + Abi","115","0.525639335927333","0.461385011502865","0.589893660351801"
"Some worries","1991","Employed","higher vocational","168","0.448145298012333","0.398012264207034","0.498278331817633"
"Some worries","1991","Employed","higher education","212","0.358971283109969","0.319864439169789","0.398078127050148"
"No worries","1991","Not Employed","in school","68","0.550443182144838","0.465258602266593","0.635627762023083"
"No worries","1991","Not Employed","inadequately","81","0.346298121743707","0.287785956817475","0.40481028666994"
"No worries","1991","Not Employed","general elemantary","452","0.48972292675554","0.459179437439059","0.52026641607202"
"No worries","1991","Not Employed","middle vocational","682","0.530617211388448","0.504493893754918","0.556740529021979"
"No worries","1991","Not Employed","vocational + Abi","34","0.547567495155596","0.432599337449113","0.662535652862078"
"No worries","1991","Not Employed","higher vocational","79","0.603380106823735","0.521163153888413","0.685597059759058"
"No worries","1991","Not Employed","higher education","95","0.662494975375457","0.583601704221455","0.741388246529459"
"No worries","1991","Employed","in school","9","","",""
