"plh0033","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Employed","college entrance qualification","94","0.112528381758822","0.0913584488383853","0.133698314679259"
"Big worries","1984","Employed","lower secondary degree","754","0.216932650683217","0.203181544650944","0.230683756715491"
"Big worries","1984","Employed","no degree/no degree yet","207","0.288712742597889","0.25547324312254","0.321952242073238"
"Big worries","1984","Employed","Other degree","311","0.286892201403446","0.260426181972186","0.313358220834706"
"Big worries","1984","Employed","secondary school degree","171","0.135162800110229","0.116476497490133","0.153849102730325"
"Big worries","1984","Not Employed","college entrance qualification","86","0.200327778367857","0.162095195763899","0.238560360971816"
"Big worries","1984","Not Employed","lower secondary degree","510","0.180188916437988","0.165386959426424","0.194990873449551"
"Big worries","1984","Not Employed","no degree/no degree yet","170","0.23863021424815","0.203607282924557","0.273653145571742"
"Big worries","1984","Not Employed","Other degree","112","0.327186701143392","0.275699669478228","0.378673732808555"
"Big worries","1984","Not Employed","secondary school degree","79","0.120067021210506","0.0952126905570039","0.144921351864008"
"No worries","1984","Employed","college entrance qualification","441","0.518391318252043","0.484918889789836","0.551863746714251"
"No worries","1984","Employed","lower secondary degree","1028","0.304234385049774","0.288884283925242","0.319584486174307"
"No worries","1984","Employed","no degree/no degree yet","227","0.301185134580604","0.267534224122157","0.334836045039052"
"No worries","1984","Employed","Other degree","302","0.264294209957444","0.23849255435643","0.290095865558459"
"No worries","1984","Employed","secondary school degree","510","0.400296888662441","0.373518350514276","0.427075426810605"
"No worries","1984","Not Employed","college entrance qualification","172","0.43600194424729","0.388633397655226","0.483370490839353"
"No worries","1984","Not Employed","lower secondary degree","1073","0.443937073114055","0.424802407073384","0.463071739154725"
"No worries","1984","Not Employed","no degree/no degree yet","156","0.314537945818793","0.276385692767695","0.352690198869892"
"No worries","1984","Not Employed","Other degree","75","0.285900884318032","0.236317091246126","0.335484677389938"
"No worries","1984","Not Employed","secondary school degree","317","0.506755108499625","0.468525859023661","0.544984357975589"
"Some worries","1984","Employed","college entrance qualification","321","0.369080299989134","0.336753800044062","0.401406799934207"
"Some worries","1984","Employed","lower secondary degree","1669","0.478832964267008","0.46216601547768","0.495499913056336"
"Some worries","1984","Employed","no degree/no degree yet","280","0.410102122821507","0.374024874103888","0.446179371539125"
"Some worries","1984","Employed","Other degree","509","0.44881358863911","0.419710846427479","0.47791633085074"
"Some worries","1984","Employed","secondary school degree","605","0.464540311227331","0.437281764333624","0.491798858121037"
"Some worries","1984","Not Employed","college entrance qualification","163","0.363670277384853","0.317718527783675","0.409622026986031"
"Some worries","1984","Not Employed","lower secondary degree","1007","0.375874010447958","0.357220718322673","0.394527302573242"
"Some worries","1984","Not Employed","no degree/no degree yet","243","0.446831839933057","0.405981789116175","0.487681890749938"
"Some worries","1984","Not Employed","Other degree","132","0.386912414538576","0.333465782527829","0.440359046549324"
"Some worries","1984","Not Employed","secondary school degree","261","0.37317787028987","0.336195434872965","0.410160305706775"
"Big worries","1985","Employed","college entrance qualification","104","0.118880327263175","0.0969412985161715","0.140819356010179"
"Big worries","1985","Employed","lower secondary degree","650","0.203777478752056","0.18965927414951","0.217895683354601"
"Big worries","1985","Employed","no degree/no degree yet","121","0.23875016336091","0.203314045281743","0.274186281440077"
"Big worries","1985","Employed","Other degree","245","0.262987055547891","0.234976628577234","0.290997482518547"
"Big worries","1985","Employed","secondary school degree","180","0.142779501832513","0.123212327581354","0.162346676083672"
"Big worries","1985","Not Employed","college entrance qualification","74","0.190639659096951","0.151554686253315","0.229724631940586"
"Big worries","1985","Not Employed","lower secondary degree","485","0.200530644781647","0.184088346712711","0.216972942850582"
"Big worries","1985","Not Employed","no degree/no degree yet","155","0.244514478257135","0.20750196516912","0.28152699134515"
"Big worries","1985","Not Employed","Other degree","105","0.410675814112939","0.351332359672755","0.470019268553124"
"Big worries","1985","Not Employed","secondary school degree","94","0.140292015823699","0.113194756399278","0.16738927524812"
"No worries","1985","Employed","college entrance qualification","416","0.507334022989277","0.473444283373985","0.541223762604568"
"No worries","1985","Employed","lower secondary degree","943","0.305731307383225","0.289583338720511","0.32187927604594"
"No worries","1985","Employed","no degree/no degree yet","167","0.294597966897021","0.256706281623448","0.332489652170593"
"No worries","1985","Employed","Other degree","231","0.236343506718188","0.209314141481541","0.263372871954835"
"No worries","1985","Employed","secondary school degree","436","0.35909147293268","0.332259693284861","0.385923252580498"
"No worries","1985","Not Employed","college entrance qualification","157","0.445199534417341","0.395748203176612","0.494650865658071"
"No worries","1985","Not Employed","lower secondary degree","900","0.420844096788009","0.400570556489193","0.441117637086825"
"No worries","1985","Not Employed","no degree/no degree yet","155","0.343058825600666","0.302176955807058","0.383940695394274"
"No worries","1985","Not Employed","Other degree","55","0.216122670010634","0.166472545488192","0.265772794533076"
"No worries","1985","Not Employed","secondary school degree","272","0.449261204781026","0.410450126824157","0.488072282737896"
"Some worries","1985","Employed","college entrance qualification","316","0.373785649747548","0.340989884266715","0.40658141522838"
"Some worries","1985","Employed","lower secondary degree","1534","0.490491213864719","0.472969539480875","0.508012888248563"
"Some worries","1985","Employed","no degree/no degree yet","268","0.46665186974207","0.425183917582615","0.508119821901524"
"Some worries","1985","Employed","Other degree","473","0.500669437733921","0.468857904617191","0.532480970850651"
"Some worries","1985","Employed","secondary school degree","612","0.498129025234807","0.47016395776939","0.526094092700223"
"Some worries","1985","Not Employed","college entrance qualification","157","0.364160806485708","0.316280990062031","0.412040622909385"
"Some worries","1985","Not Employed","lower secondary degree","893","0.378625258430344","0.358706933156166","0.398543583704522"
"Some worries","1985","Not Employed","no degree/no degree yet","208","0.412426696142199","0.370034333319019","0.454819058965379"
"Some worries","1985","Not Employed","Other degree","104","0.373201515876427","0.314859450997884","0.43154358075497"
"Some worries","1985","Not Employed","secondary school degree","265","0.410446779395275","0.372065155483048","0.448828403307502"
"Big worries","1986","Employed","college entrance qualification","87","0.0991424281754009","0.0792151005062653","0.119069755844536"
"Big worries","1986","Employed","lower secondary degree","574","0.181626494071652","0.167851152460751","0.195401835682553"
"Big worries","1986","Employed","no degree/no degree yet","116","0.251753951908965","0.214269182749984","0.289238721067946"
"Big worries","1986","Employed","Other degree","223","0.248458688953713","0.220382967920419","0.276534409987007"
"Big worries","1986","Employed","secondary school degree","154","0.123118668355583","0.10468123164293","0.141556105068236"
"Big worries","1986","Not Employed","college entrance qualification","61","0.150491895509131","0.114776287673034","0.186207503345229"
"Big worries","1986","Not Employed","lower secondary degree","348","0.155230812576412","0.139661002419649","0.170800622733175"
