"plh0033","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","West Germany","2528","0.184445157245571","0.177526836311512","0.19136347817963","1"
"Big worries","1984","East Germany","","","","","1"
"No worries","1984","West Germany","4320","0.39284743151236","0.384135762472826","0.401559100551895","3"
"No worries","1984","East Germany","","","","","3"
"Some worries","1984","West Germany","5225","0.422707411242069","0.413895737415715","0.431519085068422","2"
"Some worries","1984","East Germany","","","","","2"
"Big worries","1985","West Germany","2245","0.187059947682179","0.179744917865382","0.194374977498976","1"
"Big worries","1985","East Germany","","","","","1"
"No worries","1985","West Germany","3778","0.377805235165105","0.368710425849453","0.386900044480757","3"
"No worries","1985","East Germany","","","","","3"
"Some worries","1985","West Germany","4894","0.435134817152716","0.425834864094887","0.444434770210546","2"
"Some worries","1985","East Germany","","","","","2"
"Big worries","1986","West Germany","1875","0.155350607922947","0.148411714667409","0.162289501178484","1"
"Big worries","1986","East Germany","","","","","1"
"No worries","1986","West Germany","4183","0.44187108028478","0.432358232589113","0.451383927980448","3"
"No worries","1986","East Germany","","","","","3"
"Some worries","1986","West Germany","4411","0.402778311792273","0.393383321944016","0.412173301640529","2"
"Some worries","1986","East Germany","","","","","2"
"Big worries","1987","West Germany","1789","0.152676201263057","0.145744238845684","0.159608163680429","1"
"Big worries","1987","East Germany","","","","","1"
"No worries","1987","West Germany","3795","0.405602540113696","0.396139413959137","0.415065666268255","3"
"No worries","1987","East Germany","","","","","3"
"Some worries","1987","West Germany","4758","0.441721258623247","0.432150518582386","0.451291998664109","2"
"Some worries","1987","East Germany","","","","","2"
"Big worries","1988","West Germany","1776","0.154049137470201","0.146932711129789","0.161165563810614","1"
"Big worries","1988","East Germany","","","","","1"
"No worries","1988","West Germany","3526","0.403053235761937","0.393383630143317","0.412722841380558","3"
"No worries","1988","East Germany","","","","","3"
"Some worries","1988","West Germany","4583","0.442897626767861","0.433105456982666","0.452689796553057","2"
"Some worries","1988","East Germany","","","","","2"
"Big worries","1989","West Germany","1470","0.12593706454614","0.119285321974295","0.132588807117985","1"
"Big worries","1989","East Germany","","","","","1"
"No worries","1989","West Germany","3831","0.447702740766109","0.437733350014148","0.457672131518071","3"
"No worries","1989","East Germany","","","","","3"
"Some worries","1989","West Germany","4256","0.42636019468775","0.416445136578802","0.436275252796699","2"
"Some worries","1989","East Germany","","","","","2"
"Big worries","1990","West Germany","1445","0.12572902814397","0.11902278600521","0.132435270282729","1"
"Big worries","1990","East Germany","1317","0.282717500799206","0.269464240040545","0.295970761557867","1"
"No worries","1990","West Germany","3897","0.461331457061476","0.451248085674455","0.471414828448497","3"
"No worries","1990","East Germany","539","0.139609906177147","0.129409743520579","0.149810068833716","3"
"Some worries","1990","West Germany","4047","0.412939514794555","0.402980346584481","0.422898683004629","2"
"Some worries","1990","East Germany","2579","0.577672593023647","0.563135860695989","0.592209325351305","2"
"Big worries","1991","West Germany","1208","0.108343577503739","0.102061661316507","0.114625493690972","1"
"Big worries","1991","East Germany","1610","0.377789965006159","0.363026634620305","0.392553295392013","1"
"No worries","1991","West Germany","3981","0.465914058658971","0.455831975818931","0.475996141499011","3"
"No worries","1991","East Germany","406","0.115354521083315","0.105627215358346","0.125081826808284","3"
"Some worries","1991","West Germany","4215","0.42574236383729","0.415748841124971","0.435735886549609","2"
"Some worries","1991","East Germany","2127","0.506855513910526","0.491631828431307","0.522079199389745","2"
"Big worries","1992","West Germany","1486","0.134146305551567","0.127219735478065","0.141072875625069","1"
"Big worries","1992","East Germany","1253","0.304688187952044","0.290350703736732","0.319025672167356","1"
"No worries","1992","West Germany","3371","0.393143669319408","0.383216505161672","0.403070833477143","3"
"No worries","1992","East Germany","484","0.143393039430701","0.132475866873124","0.154310211988278","3"
"Some worries","1992","West Germany","4443","0.472710025129025","0.462563232603082","0.482856817654968","2"
"Some worries","1992","East Germany","2222","0.551918772617255","0.536428063536904","0.567409481697607","2"
"Big worries","1993","West Germany","1617","0.143855670526315","0.136706207852013","0.151005133200616","1"
"Big worries","1993","East Germany","1071","0.279167987291183","0.264944391144928","0.293391583437438","1"
"No worries","1993","West Germany","3031","0.365152306152218","0.355343679253825","0.374960933050611","3"
"No worries","1993","East Germany","617","0.177784575879747","0.165661874089476","0.189907277670018","3"
"Some worries","1993","West Germany","4608","0.490992023321467","0.480807612012578","0.501176434630357","2"
"Some worries","1993","East Germany","2133","0.54304743682907","0.527252641045339","0.558842232612802","2"
"Big worries","1994","West Germany","1817","0.17395991604829","0.166167155975283","0.181752676121298","1"
"Big worries","1994","East Germany","995","0.251212317994384","0.237378823252886","0.265045812735883","1"
"No worries","1994","West Germany","2708","0.331367881431572","0.321691455596678","0.341044307266467","3"
"No worries","1994","East Germany","531","0.17260512450997","0.160551563948067","0.184658685071873","3"
"Some worries","1994","West Germany","4565","0.494672202520137","0.48439413427368","0.504950270766594","2"
"Some worries","1994","East Germany","2250","0.576182557495645","0.560420911651904","0.591944203339386","2"
"Big worries","1995","West Germany","1815","0.159920714675291","0.152579106561367","0.167262322789214","1"
"Big worries","1995","East Germany","901","0.238338565366282","0.22455399602022","0.252123134712345","1"
"No worries","1995","West Germany","3036","0.362983644941421","0.353352065307105","0.372615224575737","3"
"No worries","1995","East Germany","675","0.210917978340101","0.197719224380957","0.224116732299244","3"
"Some worries","1995","West Germany","4724","0.477095640383288","0.467091205655639","0.487100075110938","2"
"Some worries","1995","East Germany","2094","0.550743456293617","0.534650459025193","0.566836453562041","2"
"Big worries","1996","West Germany","1726","0.153281886472769","0.145992869942894","0.160570903002644","1"
