"plh0033","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","Employed","(Married) couple without C. ","226","0.142530078529435","0.124731443456902","0.160328713601968","1"
"Big worries","1984","Employed","1-pers.-HH","114","0.165969741928159","0.137902381778805","0.194037102077513","1"
"Big worries","1984","Employed","Couple + C. GT 16 ","260","0.20814139791341","0.185813425674711","0.230469370152109","1"
"Big worries","1984","Employed","Couple + C. LE 16 ","454","0.182589495644767","0.166319895983077","0.198859095306457","1"
"Big worries","1984","Employed","Couple + C. LE and GT 16","261","0.20322986013703","0.179503712084592","0.226956008189468","1"
"Big worries","1984","Employed","Single parent ","126","0.327794509119157","0.278475955195954","0.377113063042361","1"
"Big worries","1984","Not Employed","(Married) couple without C. ","183","0.137914699458673","0.118331997735423","0.157497401181924","1"
"Big worries","1984","Not Employed","1-pers.-HH","116","0.158539800985491","0.130439453762124","0.186640148208857","1"
"Big worries","1984","Not Employed","Couple + C. GT 16 ","146","0.19363251550594","0.163954819469571","0.223310211542309","1"
"Big worries","1984","Not Employed","Couple + C. LE 16 ","211","0.205286925773382","0.178585190988062","0.231988660558701","1"
"Big worries","1984","Not Employed","Couple + C. LE and GT 16","155","0.217107883070414","0.184064366828869","0.25015139931196","1"
"Big worries","1984","Not Employed","Single parent ","76","0.320091521438293","0.259404268913768","0.380778773962818","1"
"No worries","1984","Not Employed","1-pers.-HH","332","0.538540732773134","0.500187523767646","0.576893941778623","3"
"No worries","1984","Not Employed","Couple + C. GT 16 ","235","0.37637839300775","0.339991292203795","0.412765493811705","3"
"No worries","1984","Not Employed","Couple + C. LE and GT 16","173","0.31898392976033","0.281627911312161","0.356339948208499","3"
"No worries","1984","Not Employed","Single parent ","58","0.273851232601186","0.215840905450723","0.331861559751648","3"
"No worries","1984","Employed","(Married) couple without C. ","611","0.421200875025903","0.396062768949647","0.44633898110216","3"
"No worries","1984","Employed","1-pers.-HH","303","0.454159244538787","0.416598580319969","0.491719908757605","3"
"No worries","1984","Employed","Couple + C. GT 16 ","412","0.329035601834845","0.303194119955446","0.354877083714244","3"
"No worries","1984","Employed","Couple + C. LE 16 ","683","0.32830307696282","0.308526868979063","0.348079284946578","3"
"No worries","1984","Employed","Couple + C. LE and GT 16","319","0.29527761531927","0.268381395366243","0.322173835272297","3"
"No worries","1984","Employed","Single parent ","78","0.257248789332919","0.211322979517949","0.303174599147889","3"
"No worries","1984","Not Employed","(Married) couple without C. ","600","0.51501314203596","0.486629615668553","0.543396668403367","3"
"No worries","1984","Not Employed","Couple + C. LE 16 ","257","0.325841564185662","0.294857535856513","0.35682559251481","3"
"Some worries","1984","Employed","Couple + C. LE 16 ","1029","0.489107427392413","0.468055794485867","0.510159060298958","2"
"Some worries","1984","Employed","(Married) couple without C. ","645","0.436269046444662","0.411020456423455","0.461517636465869","2"
"Some worries","1984","Employed","1-pers.-HH","258","0.379871013533054","0.343256328861971","0.416485698204138","2"
"Some worries","1984","Employed","Couple + C. GT 16 ","598","0.462823000251745","0.435400162014919","0.490245838488572","2"
"Some worries","1984","Employed","Couple + C. LE and GT 16","525","0.5014925245437","0.472012012569375","0.530973036518025","2"
"Some worries","1984","Employed","Single parent ","144","0.414956701547924","0.363189598148913","0.466723804946935","2"
"Some worries","1984","Not Employed","(Married) couple without C. ","408","0.347072158505366","0.320036640663019","0.374107676347714","2"
"Some worries","1984","Not Employed","1-pers.-HH","201","0.302919466241375","0.267566096801844","0.338272835680906","2"
"Some worries","1984","Not Employed","Single parent ","93","0.406057245960521","0.342171923828466","0.469942568092576","2"
"Some worries","1984","Not Employed","Couple + C. GT 16 ","300","0.42998909148631","0.392806056302145","0.467172126670475","2"
"Some worries","1984","Not Employed","Couple + C. LE 16 ","411","0.468871510040957","0.435881657474271","0.501861362607642","2"
"Some worries","1984","Not Employed","Couple + C. LE and GT 16","270","0.463908187169256","0.423938283188188","0.503878091150324","2"
"Big worries","1985","Employed","(Married) couple without C. ","201","0.143671119638374","0.12483458483609","0.162507654440657","1"
"Big worries","1985","Employed","1-pers.-HH","93","0.155325285278989","0.126269892393335","0.184380678164642","1"
"Big worries","1985","Employed","Couple + C. GT 16 ","288","0.202861397971835","0.181167991550092","0.224554804393578","1"
"Big worries","1985","Employed","Couple + C. LE 16 ","380","0.184810378656964","0.167311521410227","0.202309235903701","1"
"Big worries","1985","Employed","Couple + C. LE and GT 16","191","0.195223113133685","0.170017941861836","0.220428284405534","1"
"Big worries","1985","Employed","Single parent ","78","0.222948541927921","0.177835571610323","0.26806151224552","1"
"Big worries","1985","Not Employed","(Married) couple without C. ","180","0.156903400847907","0.135110700395704","0.17869610130011","1"
"Big worries","1985","Not Employed","1-pers.-HH","106","0.172945408942351","0.141452352186362","0.20443846569834","1"
"Big worries","1985","Not Employed","Couple + C. GT 16 ","168","0.225183387563156","0.193695583162907","0.256671191963405","1"
"Big worries","1985","Not Employed","Couple + C. LE 16 ","194","0.219481067205903","0.190170517813759","0.248791616598047","1"
"Big worries","1985","Not Employed","Couple + C. LE and GT 16","128","0.240345996060409","0.20369049158329","0.277001500537529","1"
"Big worries","1985","Not Employed","Single parent ","63","0.288039340593212","0.226791279356457","0.349287401829967","1"
"No worries","1985","Not Employed","Couple + C. GT 16 ","235","0.363944905378754","0.32767554197101","0.400214268786499","3"
"No worries","1985","Not Employed","1-pers.-HH","257","0.48368340689097","0.4420701368925","0.525296676889439","3"
"No worries","1985","Not Employed","Couple + C. LE and GT 16","143","0.276572839885649","0.238200789245274","0.314944890526023","3"
"No worries","1985","Not Employed","Single parent ","53","0.283524903155431","0.222566357237575","0.344483449073287","3"
"No worries","1985","Employed","(Married) couple without C. ","515","0.391116290877513","0.364909363289822","0.417323218465204","3"
"No worries","1985","Employed","1-pers.-HH","244","0.415063088876208","0.375538032684608","0.454588145067807","3"
"No worries","1985","Employed","Couple + C. GT 16 ","425","0.333936022869452","0.308494053009965","0.359377992728939","3"
"No worries","1985","Employed","Couple + C. LE 16 ","548","0.310556494780024","0.289695412336204","0.331417577223845","3"
"No worries","1985","Employed","Couple + C. LE and GT 16","273","0.30766742601841","0.278319025977249","0.33701582605957","3"
"No worries","1985","Employed","Single parent ","101","0.296531854758074","0.247028787410922","0.346034922105225","3"
"No worries","1985","Not Employed","(Married) couple without C. ","508","0.490344414477048","0.46039107748583","0.520297751468266","3"
"No worries","1985","Not Employed","Couple + C. LE 16 ","232","0.32078790302877","0.287732275699406","0.353843530358135","3"
"Some worries","1985","Employed","(Married) couple without C. ","616","0.465212589484113","0.438426316187169","0.491998862781058","2"
"Some worries","1985","Employed","Couple + C. LE 16 ","962","0.504633126563012","0.482092366950952","0.527173886175072","2"
"Some worries","1985","Employed","1-pers.-HH","260","0.429611625844804","0.389903053714761","0.469320197974847","2"
"Some worries","1985","Employed","Couple + C. GT 16 ","607","0.463202579158713","0.436302607642961","0.490102550674465","2"
"Some worries","1985","Employed","Couple + C. LE and GT 16","486","0.497109460847905","0.465315177863744","0.528903743832066","2"
"Some worries","1985","Employed","Single parent ","148","0.480519603314005","0.426367621981579","0.53467158464643","2"
"Some worries","1985","Not Employed","(Married) couple without C. ","382","0.352752184675045","0.324121854608034","0.381382514742056","2"
"Some worries","1985","Not Employed","1-pers.-HH","191","0.343371184166679","0.303831326597213","0.382911041736145","2"
"Some worries","1985","Not Employed","Single parent ","94","0.428435756251357","0.361506835157924","0.49536467734479","2"
"Some worries","1985","Not Employed","Couple + C. GT 16 ","273","0.41087170705809","0.373783759396894","0.447959654719286","2"
"Some worries","1985","Not Employed","Couple + C. LE 16 ","340","0.459731029765326","0.424437863056694","0.495024196473959","2"
"Some worries","1985","Not Employed","Couple + C. LE and GT 16","251","0.483081164053942","0.440213080313377","0.525949247794506","2"
"Big worries","1986","Employed","(Married) couple without C. ","181","0.125223703411369","0.107665764225167","0.142781642597571","1"
"Big worries","1986","Employed","1-pers.-HH","84","0.132091823440768","0.104344254810378","0.159839392071157","1"
"Big worries","1986","Employed","Couple + C. GT 16 ","237","0.160241547443775","0.140922399805588","0.179560695081962","1"
"Big worries","1986","Employed","Couple + C. LE 16 ","299","0.157818547807733","0.140579297760891","0.175057797854576","1"
"Big worries","1986","Employed","Couple + C. LE and GT 16","198","0.18067964356426","0.155402117149332","0.205957169979188","1"
"Big worries","1986","Employed","Single parent ","77","0.237381759245535","0.190170230826587","0.284593287664483","1"
"Big worries","1986","Not Employed","(Married) couple without C. ","100","0.0916646522965263","0.0736720627024484","0.109657241890604","1"
"Big worries","1986","Not Employed","1-pers.-HH","84","0.1379902282743","0.108432060653659","0.16754839589494","1"
"Big worries","1986","Not Employed","Couple + C. GT 16 ","140","0.187006200990285","0.157699613252838","0.216312788727731","1"
"Big worries","1986","Not Employed","Couple + C. LE 16 ","139","0.181709799279978","0.152335876703658","0.211083721856299","1"
"Big worries","1986","Not Employed","Couple + C. LE and GT 16","117","0.198097773503582","0.162986547169385","0.233208999837778","1"
"Big worries","1986","Not Employed","Single parent ","50","0.253994919493912","0.192741458369897","0.315248380617928","1"
"No worries","1986","Not Employed","1-pers.-HH","294","0.597980149322361","0.55595934323949","0.640000955405231","3"
"No worries","1986","Employed","1-pers.-HH","267","0.494886584094776","0.453913621355464","0.535859546834088","3"
"No worries","1986","Employed","Couple + C. GT 16 ","512","0.386349535453301","0.360706234154924","0.411992836751678","3"
"No worries","1986","Not Employed","Couple + C. LE and GT 16","166","0.35119662227497","0.309145537093083","0.393247707456857","3"
"No worries","1986","Employed","Single parent ","81","0.272667099672653","0.223252670843054","0.322081528502252","3"
"No worries","1986","Not Employed","(Married) couple without C. ","566","0.595668598887005","0.565067240342648","0.626269957431362","3"
"No worries","1986","Not Employed","Couple + C. GT 16 ","274","0.415903031079416","0.378857813176192","0.45294824898264","3"
"No worries","1986","Not Employed","Single parent ","61","0.33273030523187","0.266425637081921","0.399034973381819","3"
"No worries","1986","Employed","Couple + C. LE and GT 16","265","0.324763826785079","0.293998271166662","0.355529382403496","3"
"No worries","1986","Not Employed","Couple + C. LE 16 ","225","0.350655963221552","0.314306572225139","0.387005354217965","3"
"No worries","1986","Employed","(Married) couple without C. ","608","0.46895998888237","0.442486371804322","0.495433605960418","3"
"No worries","1986","Employed","Couple + C. LE 16 ","614","0.362421472826214","0.33969090353631","0.385152042116117","3"
"Some worries","1986","Employed","Couple + C. LE 16 ","805","0.479759979366053","0.456136144457961","0.503383814274145","2"
"Some worries","1986","Employed","(Married) couple without C. ","576","0.405816307706261","0.379766358729741","0.431866256682781","2"
"Some worries","1986","Employed","1-pers.-HH","221","0.373021592464456","0.333389832877094","0.412653352051818","2"
"Some worries","1986","Employed","Couple + C. GT 16 ","636","0.453408917102924","0.427190920430371","0.479626913775476","2"
"Some worries","1986","Employed","Couple + C. LE and GT 16","427","0.494556529650661","0.461709405420201","0.527403653881121","2"
"Some worries","1986","Employed","Single parent ","154","0.489951141081812","0.434481791832085","0.545420490331539","2"
"Some worries","1986","Not Employed","(Married) couple without C. ","322","0.312666748816468","0.283760339716448","0.341573157916489","2"
"Some worries","1986","Not Employed","1-pers.-HH","145","0.26402962240334","0.226250336807329","0.301808907999351","2"
"Some worries","1986","Not Employed","Couple + C. GT 16 ","266","0.397090767930299","0.360314767419324","0.433866768441275","2"
"Some worries","1986","Not Employed","Couple + C. LE 16 ","298","0.46763423749847","0.42962603728847","0.50564243770847","2"
"Some worries","1986","Not Employed","Couple + C. LE and GT 16","212","0.450705604221448","0.406873274459861","0.494537933983035","2"
"Some worries","1986","Not Employed","Single parent ","83","0.413274775274218","0.343982622339387","0.482566928209048","2"
"Big worries","1987","Employed","(Married) couple without C. ","174","0.118837800467613","0.101563185485091","0.136112415450135","1"
"Big worries","1987","Employed","1-pers.-HH","93","0.13753706178288","0.109410480934039","0.16566364263172","1"
"Big worries","1987","Employed","Couple + C. GT 16 ","257","0.172719550724141","0.153154965476527","0.192284135971755","1"
"Big worries","1987","Employed","Couple + C. LE 16 ","281","0.162906468162609","0.145388348537675","0.180424587787542","1"
"Big worries","1987","Employed","Couple + C. LE and GT 16","157","0.165164471739583","0.139917670730424","0.190411272748741","1"
"Big worries","1987","Employed","Single parent ","85","0.248110447913454","0.201720324733421","0.294500571093487","1"
"Big worries","1987","Not Employed","(Married) couple without C. ","101","0.0964281970175967","0.0777754021917766","0.115080991843417","1"
"Big worries","1987","Not Employed","1-pers.-HH","65","0.103212439343529","0.0769875521696187","0.12943732651744","1"
"Big worries","1987","Not Employed","Couple + C. GT 16 ","145","0.20109546826278","0.171296291047106","0.230894645478455","1"
"Big worries","1987","Not Employed","Couple + C. LE 16 ","140","0.198601254071977","0.167423983586572","0.229778524557383","1"
"Big worries","1987","Not Employed","Couple + C. LE and GT 16","92","0.196541932397828","0.158309382722798","0.234774482072859","1"
"Big worries","1987","Not Employed","Single parent ","39","0.18923739023084","0.132794069350587","0.245680711111093","1"
"No worries","1987","Not Employed","Single parent ","57","0.346346362813574","0.277783114728069","0.41490961089908","3"
"No worries","1987","Not Employed","1-pers.-HH","293","0.59576048244103","0.553458760208236","0.638062204673824","3"
"No worries","1987","Not Employed","Couple + C. LE and GT 16","131","0.313535624679488","0.268900526799119","0.358170722559858","3"
"No worries","1987","Employed","(Married) couple without C. ","548","0.412949042180749","0.386665174210365","0.439232910151133","3"
