"plh0033","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","lower secondary degree","1-pers.-HH","122","0.167171974507174","0.139023451857611","0.195320497156736"
"Big worries","1984","lower secondary degree","(Married) couple without C. ","269","0.163441842107103","0.145232250913353","0.181651433300852"
"Big worries","1984","lower secondary degree","Single parent ","116","0.348246133162253","0.295883739585592","0.400608526738914"
"Big worries","1984","lower secondary degree","Couple + C. LE 16 ","253","0.202901931015115","0.18093905913488","0.224864802895351"
"Big worries","1984","lower secondary degree","Couple + C. GT 16 ","215","0.222847690910242","0.196604498302893","0.249090883517592"
"Big worries","1984","lower secondary degree","Couple + C. LE and GT 16","198","0.232259819656054","0.202776311362903","0.261743327949206"
"Big worries","1984","secondary school degree","1-pers.-HH","35","0.14848078141486","0.103588474940995","0.193373087888726"
"Big worries","1984","secondary school degree","(Married) couple without C. ","29","","",""
"Big worries","1984","secondary school degree","Single parent ","27","","",""
"Big worries","1984","secondary school degree","Couple + C. LE 16 ","52","0.110330855586237","0.0817001578178204","0.138961553354654"
"Big worries","1984","secondary school degree","Couple + C. GT 16 ","55","0.148440029988279","0.112015774459934","0.184864285516623"
"Big worries","1984","secondary school degree","Couple + C. LE and GT 16","35","0.138465153991593","0.0962383512231616","0.180691956760024"
"Big worries","1984","college entrance qualification","1-pers.-HH","24","","",""
"Big worries","1984","college entrance qualification","(Married) couple without C. ","25","","",""
"Big worries","1984","college entrance qualification","Single parent ","13","","",""
"Big worries","1984","college entrance qualification","Couple + C. LE 16 ","37","0.131128567825292","0.0922799555241667","0.169977180126417"
"Big worries","1984","college entrance qualification","Couple + C. GT 16 ","40","0.201848768649648","0.147561987719197","0.256135549580099"
"Big worries","1984","college entrance qualification","Couple + C. LE and GT 16","17","","",""
"Big worries","1984","Other degree","1-pers.-HH","30","0.299741982554524","0.214893923436033","0.384590041673015"
"Big worries","1984","Other degree","(Married) couple without C. ","50","0.214500263140734","0.156739335066568","0.272261191214901"
"Big worries","1984","Other degree","Single parent ","20","","",""
"Big worries","1984","Other degree","Couple + C. LE 16 ","194","0.335136264766516","0.297799134026974","0.372473395506058"
"Big worries","1984","Other degree","Couple + C. GT 16 ","39","0.234192592255164","0.169574746202244","0.298810438308084"
"Big worries","1984","Other degree","Couple + C. LE and GT 16","63","0.266284890297719","0.209035964343006","0.323533816252432"
"Big worries","1984","no degree/no degree yet","1-pers.-HH","17","","",""
"Big worries","1984","no degree/no degree yet","(Married) couple without C. ","33","0.26122635669866","0.189722694909611","0.33273001848771"
"Big worries","1984","no degree/no degree yet","Single parent ","25","","",""
"Big worries","1984","no degree/no degree yet","Couple + C. LE 16 ","112","0.360866859495786","0.310838572947435","0.410895146044136"
"Big worries","1984","no degree/no degree yet","Couple + C. GT 16 ","54","0.200750297259622","0.149206852645121","0.252293741874124"
"Big worries","1984","no degree/no degree yet","Couple + C. LE and GT 16","96","0.23396747266982","0.186687841470439","0.281247103869201"
"Some worries","1984","lower secondary degree","1-pers.-HH","232","0.335264120807608","0.29965064974338","0.370877591871836"
"Some worries","1984","lower secondary degree","(Married) couple without C. ","624","0.39213628397828","0.368093091830009","0.416179476126551"
"Some worries","1984","lower secondary degree","Single parent ","130","0.404869503732688","0.350918669264743","0.458820338200632"
"Some worries","1984","lower secondary degree","Couple + C. LE 16 ","687","0.527165738145568","0.499899939892272","0.554431536398864"
