"plh0033","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Full Time","in school","","","",""
"Big worries","1984","Full Time","inadequately","141","0.282895196439223","0.243689586588353","0.322100806290093"
"Big worries","1984","Full Time","general elemantary","280","0.237251725102287","0.212654654756274","0.261848795448301"
"Big worries","1984","Full Time","middle vocational","541","0.175494294024292","0.16170200599106","0.189286582057525"
"Big worries","1984","Full Time","vocational + Abi","34","0.116034761479352","0.0691174382985283","0.162952084660177"
"Big worries","1984","Full Time","higher vocational","61","0.180583025614919","0.140735852333132","0.220430198896705"
"Big worries","1984","Full Time","higher education","39","0.0759169801707687","0.0518689177843797","0.0999650425571576"
"Big worries","1984","Part Time","in school","2","","",""
"Big worries","1984","Part Time","inadequately","44","0.334627580784052","0.249848661815891","0.419406499752213"
"Big worries","1984","Part Time","general elemantary","145","0.238013881604059","0.202161078089377","0.27386668511874"
"Big worries","1984","Part Time","middle vocational","201","0.225733435004429","0.197937492750286","0.253529377258572"
"Big worries","1984","Part Time","vocational + Abi","11","","",""
"Big worries","1984","Part Time","higher vocational","21","","",""
"Big worries","1984","Part Time","higher education","20","","",""
"Big worries","1984","Not Working","in school","31","0.173955141283438","0.117631085803331","0.230279196763545"
"Big worries","1984","Not Working","inadequately","131","0.318197218673446","0.271242443547886","0.365151993799007"
"Big worries","1984","Not Working","general elemantary","373","0.188068083882314","0.169717859787579","0.206418307977049"
"Big worries","1984","Not Working","middle vocational","350","0.166095316775277","0.149177461860628","0.183013171689926"
"Big worries","1984","Not Working","vocational + Abi","15","","",""
"Big worries","1984","Not Working","higher vocational","32","0.169532527929061","0.115019509581863","0.224045546276259"
"Big worries","1984","Not Working","higher education","27","","",""
"Some worries","1984","Full Time","in school","1","","",""
"Some worries","1984","Full Time","inadequately","194","0.37402144227632","0.331903020413831","0.416139864138809"
"Some worries","1984","Full Time","general elemantary","545","0.465589602785068","0.436747483886149","0.494431721683986"
"Some worries","1984","Full Time","middle vocational","1390","0.475025886781371","0.45691934261983","0.493132430942912"
"Some worries","1984","Full Time","vocational + Abi","87","0.498516637634383","0.425269666847735","0.571763608421031"
"Some worries","1984","Full Time","higher vocational","164","0.446780749061201","0.395281316269468","0.498280181852933"
"Some worries","1984","Full Time","higher education","155","0.323691009532435","0.281210175806269","0.366171843258601"
"Some worries","1984","Part Time","in school","3","","",""
"Some worries","1984","Part Time","inadequately","44","0.479310674302762","0.389552812558264","0.56906853604726"
"Some worries","1984","Part Time","general elemantary","250","0.482083517488461","0.44001671953602","0.524150315440902"
"Some worries","1984","Part Time","middle vocational","428","0.478753558150742","0.445539972619343","0.51196714368214"
"Some worries","1984","Part Time","vocational + Abi","23","","",""
"Some worries","1984","Part Time","higher vocational","48","0.438342613209304","0.344763527660906","0.531921698757703"
"Some worries","1984","Part Time","higher education","61","0.367909582790861","0.294104491787903","0.441714673793818"
"Some worries","1984","Not Working","in school","89","0.507521800578061","0.433237964481871","0.58180563667425"
"Some worries","1984","Not Working","inadequately","147","0.376311469249955","0.327473252560472","0.425149685939437"
"Some worries","1984","Not Working","general elemantary","709","0.388065890676328","0.365182041204483","0.410949740148172"
"Some worries","1984","Not Working","middle vocational","736","0.377761527111047","0.355722334074917","0.399800720147177"
"Some worries","1984","Not Working","vocational + Abi","31","0.366764525973093","0.260494490594613","0.473034561351573"
"Some worries","1984","Not Working","higher vocational","63","0.3269730270296","0.258820086933865","0.395125967125336"
"Some worries","1984","Not Working","higher education","36","0.238218059593513","0.170496184449185","0.305939934737842"
"No worries","1984","Full Time","in school","","","",""
"No worries","1984","Full Time","inadequately","172","0.343083361284457","0.301759673604129","0.384407048964785"
"No worries","1984","Full Time","general elemantary","324","0.297158672112645","0.270733919724293","0.323583424500996"
"No worries","1984","Full Time","middle vocational","991","0.349479819194337","0.332191633312485","0.366768005076188"
"No worries","1984","Full Time","vocational + Abi","58","0.385448600886265","0.314149522169637","0.456747679602893"
"No worries","1984","Full Time","higher vocational","133","0.372636225323881","0.322551092173452","0.42272135847431"
"No worries","1984","Full Time","higher education","272","0.600392010296796","0.555919702561789","0.644864318031803"
"No worries","1984","Part Time","in school","3","","",""
"No worries","1984","Part Time","inadequately","31","0.186061744913185","0.116142152901471","0.255981336924899"
"No worries","1984","Part Time","general elemantary","147","0.27990260090748","0.242106453341628","0.317698748473332"
"No worries","1984","Part Time","middle vocational","240","0.29551300684483","0.26517668013665","0.325849333553009"
"No worries","1984","Part Time","vocational + Abi","17","","",""
"No worries","1984","Part Time","higher vocational","39","0.354766368246963","0.264533256939768","0.444999479554157"
"No worries","1984","Part Time","higher education","83","0.500890144274586","0.424366528384943","0.577413760164229"
"No worries","1984","Not Working","in school","54","0.318523058138501","0.249297018269016","0.387749098007986"
"No worries","1984","Not Working","inadequately","100","0.305491312076599","0.259056845120402","0.351925779032796"
"No worries","1984","Not Working","general elemantary","660","0.423866025441358","0.400660037481181","0.447072013401535"
"No worries","1984","Not Working","middle vocational","773","0.456143156113676","0.433501860412243","0.478784451815109"
"No worries","1984","Not Working","vocational + Abi","33","0.472136169067957","0.362050918837247","0.582221419298667"
"No worries","1984","Not Working","higher vocational","87","0.503494445041338","0.430855120914101","0.576133769168575"
"No worries","1984","Not Working","higher education","89","0.620365949307209","0.543216496060816","0.697515402553601"
"Big worries","1985","Full Time","in school","","","",""
"Big worries","1985","Full Time","inadequately","75","0.204375116543622","0.164758740764358","0.243991492322885"
"Big worries","1985","Full Time","general elemantary","239","0.237679217591336","0.211137189581776","0.264221245600896"
"Big worries","1985","Full Time","middle vocational","459","0.172075638851409","0.157411410197745","0.186739867505073"
"Big worries","1985","Full Time","vocational + Abi","30","0.106180142450864","0.0570434104795647","0.155316874422163"
"Big worries","1985","Full Time","higher vocational","34","0.0963116313182525","0.0651358328405983","0.127487429795907"
"Big worries","1985","Full Time","higher education","40","0.087118251200022","0.0614031084309241","0.11283339396912"
"Big worries","1985","Part Time","in school","2","","",""
"Big worries","1985","Part Time","inadequately","38","0.3404597661834","0.24758416536959","0.43333536699721"
"Big worries","1985","Part Time","general elemantary","127","0.221883754217618","0.18664159924597","0.257125909189267"
"Big worries","1985","Part Time","middle vocational","208","0.227138986372568","0.199581592096372","0.254696380648763"
"Big worries","1985","Part Time","vocational + Abi","14","","",""
"Big worries","1985","Part Time","higher vocational","20","","",""
"Big worries","1985","Part Time","higher education","18","","",""
"Big worries","1985","Not Working","in school","28","","",""
