"plh0033","year","migback","n","percent","lower_confidence","upper_confidence"
"No worries","1999","no migration background","3305","0.343939466223175","0.335019005155171","0.352859927291179"
"Some worries","1999","direct migration background","1135","0.492558797101564","0.47172456809067","0.513393026112459"
"Some worries","1999","indirect migration background","288","0.488432224436482","0.448699344426021","0.528165104446943"
"Some worries","1999","no migration background","5765","0.500548356034268","0.491158821094327","0.50993789097421"
"Big worries","2000","direct migration background","848","0.246457969370948","0.23178128007059","0.261134658671305"
"Big worries","2000","indirect migration background","176","0.196886753763835","0.169719557691936","0.224053949835734"
"Big worries","2000","no migration background","3260","0.153865471277125","0.148852559924211","0.158878382630039"
"No worries","2000","direct migration background","814","0.262717978768426","0.247729255346478","0.277706702190373"
"No worries","2000","indirect migration background","227","0.284672420121291","0.253842432163949","0.315502408078632"
"No worries","2000","no migration background","7190","0.384954255828961","0.378194079849001","0.391714431808922"
"Some worries","2000","direct migration background","1650","0.490824051860627","0.473798555369301","0.507849548351952"
"Some worries","2000","indirect migration background","420","0.518440826114874","0.484304042380624","0.552577609849124"
"Some worries","2000","no migration background","9452","0.461180272893914","0.454254681978149","0.468105863809679"
"Big worries","2001","direct migration background","695","0.236296090061005","0.220895957536568","0.251696222585442"
"Big worries","2001","indirect migration background","158","0.200391582182449","0.172081189270329","0.22870197509457"
"Big worries","2001","no migration background","2907","0.153288097743619","0.148053082133639","0.158523113353599"
"No worries","2001","direct migration background","731","0.259846003009204","0.243947627587218","0.27574437843119"
"No worries","2001","indirect migration background","244","0.307219976435465","0.274592019165755","0.339847933705175"
"No worries","2001","no migration background","6601","0.389358739711653","0.38227334632111","0.396444133102195"
"Some worries","2001","direct migration background","1497","0.503857906929791","0.485732375040474","0.521983438819108"
"Some worries","2001","indirect migration background","366","0.492388441382085","0.45703048488916","0.527746397875011"
"Some worries","2001","no migration background","8685","0.457353162544728","0.450114131940771","0.464592193148685"
"Big worries","2002","direct migration background","795","0.290475618520381","0.273648180022689","0.307303057018072"
"Big worries","2002","indirect migration background","172","0.229887375835042","0.200321348419126","0.259453403250958"
"Big worries","2002","no migration background","3236","0.176616757138346","0.171257629640259","0.181975884636432"
"No worries","2002","direct migration background","582","0.19890769484406","0.18411161794667","0.213703771741449"
"No worries","2002","indirect migration background","216","0.237737430125784","0.207824471396955","0.267650388854614"
"No worries","2002","no migration background","6552","0.322857167509908","0.316286303439377","0.32942803158044"
"Some worries","2002","direct migration background","1419","0.51061668663556","0.492087703434302","0.529145669836818"
"Some worries","2002","indirect migration background","390","0.532375194039173","0.497314866525406","0.567435521552941"
"Some worries","2002","no migration background","9663","0.500526075351746","0.493499448547655","0.507552702155837"
"Big worries","2003","direct migration background","907","0.360949720441877","0.342548903739451","0.379350537144303"
"Big worries","2003","indirect migration background","230","0.318430598087103","0.28577879615721","0.351082400016995"
"Big worries","2003","no migration background","4013","0.221872321448677","0.215927019076267","0.227817623821087"
"No worries","2003","direct migration background","465","0.166757816495605","0.152476279349601","0.181039353641608"
"No worries","2003","indirect migration background","172","0.199294285446578","0.171296182795754","0.227292388097401"
"No worries","2003","no migration background","5222","0.27371596114399","0.267336261049804","0.280095661238176"
"Some worries","2003","direct migration background","1245","0.472292463062519","0.453165395772772","0.491419530352265"
"Some worries","2003","indirect migration background","380","0.48227511646632","0.447253058595912","0.517297174336727"
"Some worries","2003","no migration background","9528","0.504411717407333","0.497257699056124","0.511565735758542"
"Big worries","2004","direct migration background","885","0.364657047571896","0.345875305164049","0.383438789979742"
"Big worries","2004","indirect migration background","217","0.278748924450764","0.247619666560486","0.309878182341042"
"Big worries","2004","no migration background","4308","0.254170862243863","0.24786059810327","0.260481126384456"
"No worries","2004","direct migration background","413","0.152829019015707","0.138788669665162","0.166869368366252"
"No worries","2004","indirect migration background","167","0.185615043546007","0.158622712762091","0.212607374329923"
"No worries","2004","no migration background","4618","0.237048185069855","0.230884621820332","0.243211748319377"
"Some worries","2004","direct migration background","1225","0.482513933412398","0.463015769113446","0.502012097711349"
"Some worries","2004","indirect migration background","413","0.535636032003229","0.501011566400685","0.570260497605773"
"Some worries","2004","no migration background","9362","0.508780952686282","0.50153545860807","0.516026446764495"
"Big worries","2005","direct migration background","910","0.409281440859091","0.389498058007637","0.429064823710546"
"Big worries","2005","indirect migration background","244","0.306788388650261","0.275339127935772","0.33823764936475"
"Big worries","2005","no migration background","4109","0.251628774827409","0.245202718591907","0.25805483106291"
"No worries","2005","direct migration background","355","0.14871285475474","0.134397190150562","0.163028519358919"
"No worries","2005","indirect migration background","140","0.141206035545462","0.117457918037225","0.164954153053698"
"No worries","2005","no migration background","4389","0.237312156060388","0.231012175131438","0.243612136989338"
"Some worries","2005","direct migration background","1108","0.442005704386169","0.422024206628618","0.461987202143719"
"Some worries","2005","indirect migration background","442","0.552005575804278","0.518092584071948","0.585918567536607"
"Some worries","2005","no migration background","9020","0.511059069112204","0.503656719766091","0.518461418458317"
"Big worries","2006","direct migration background","905","0.406435283819176","0.386690006385685","0.426180561252666"
"Big worries","2006","indirect migration background","274","0.35593112286914","0.323059705869051","0.388802539869228"
"Big worries","2006","no migration background","4240","0.248671572328197","0.242484143987913","0.254859000668481"
"No worries","2006","direct migration background","398","0.15247365065201","0.138022331110554","0.166924970193466"
"No worries","2006","indirect migration background","141","0.153717170795542","0.128955026924653","0.178479314666432"
"No worries","2006","no migration background","5119","0.257804261407372","0.251542644759791","0.264065878054953"
"Some worries","2006","direct migration background","1074","0.441091065528814","0.421130715323158","0.461051415734471"
"Some worries","2006","indirect migration background","400","0.490351706335318","0.456030825974556","0.52467258669608"
"Some worries","2006","no migration background","9388","0.493524166264431","0.486367417411139","0.500680915117723"
"Big worries","2007","direct migration background","721","0.368259644901254","0.347693887066346","0.388825402736162"
"Big worries","2007","indirect migration background","227","0.323187808399096","0.290428948298848","0.355946668499345"
"Big worries","2007","no migration background","3750","0.231090557193095","0.224861190903183","0.237319923483007"
"No worries","2007","direct migration background","358","0.150072245018509","0.134844361783633","0.165300128253385"
"No worries","2007","indirect migration background","162","0.169715666763407","0.143422578521515","0.196008755005298"
"No worries","2007","no migration background","5090","0.277080780588593","0.270466794790924","0.283694766386261"
"Some worries","2007","direct migration background","1034","0.481668110080236","0.460363369318336","0.502972850842137"
"Some worries","2007","indirect migration background","394","0.507096524837497","0.472078353186337","0.542114696488657"
"Some worries","2007","no migration background","8750","0.491828662218312","0.484440657374002","0.499216667062622"
"Big worries","2008","direct migration background","568","0.331053067324044","0.309931925833258","0.35217420881483"
"Big worries","2008","indirect migration background","180","0.28457623832614","0.25272679108486","0.316425685567421"
"Big worries","2008","no migration background","3033","0.195867251190424","0.189842694713179","0.20189180766767"
"No worries","2008","direct migration background","374","0.167624814018265","0.15085989494107","0.18438973309546"
"No worries","2008","indirect migration background","173","0.188912779402047","0.161282495316516","0.216543063487578"
"No worries","2008","no migration background","5264","0.297567326781922","0.290627074381443","0.304507579182401"
"Some worries","2008","direct migration background","965","0.501322118657691","0.478881169048636","0.523763068266746"
"Some worries","2008","indirect migration background","418","0.526510982271813","0.491267438202533","0.561754526341093"
"Some worries","2008","no migration background","8373","0.506565422027654","0.498975927504704","0.514154916550604"
"Big worries","2009","direct migration background","556","0.343551391264639","0.320713316165777","0.3663894663635"
"Big worries","2009","indirect migration background","192","0.282260449080511","0.249152874194644","0.315368023966377"
"Big worries","2009","no migration background","3313","0.224030631976718","0.2175035313672","0.230557732586237"
"No worries","2009","direct migration background","271","0.139439798362987","0.122780861718673","0.156098735007301"
"No worries","2009","indirect migration background","147","0.180864618011927","0.152552421300383","0.209176814723471"
"No worries","2009","no migration background","4081","0.246545318400739","0.239798154435401","0.253292482366076"
"Some worries","2009","direct migration background","834","0.517008810372374","0.492977256604583","0.541040364140166"
"Some worries","2009","indirect migration background","371","0.536874932907562","0.500197019214782","0.573552846600343"
"Some worries","2009","no migration background","8281","0.529424049622543","0.521610272613091","0.537237826631995"
"Big worries","2010","direct migration background","1129","0.355174725995543","0.337717840960808","0.372631611030278"
"Big worries","2010","indirect migration background","370","0.322366468860094","0.295341795610737","0.349391142109451"
"Big worries","2010","no migration background","4533","0.214233440918237","0.20854010192128","0.219926779915195"
"No worries","2010","direct migration background","442","0.15776330332141","0.14446657563462","0.171060031008199"
"No worries","2010","indirect migration background","223","0.184993555394281","0.162541975993363","0.207445134795199"
"No worries","2010","no migration background","5506","0.288710846606917","0.282422575109694","0.294999118104139"
"Some worries","2010","direct migration background","1316","0.487061970683047","0.468829343178772","0.505294598187322"
"Some worries","2010","indirect migration background","556","0.492639975745625","0.463732443118795","0.521547508372454"
"Some worries","2010","no migration background","9911","0.497055712474846","0.49011763547236","0.503993789477332"
"Big worries","2011","direct migration background","942","0.269794212881926","0.254449311383473","0.285139114380379"
"Big worries","2011","indirect migration background","308","0.240670633974966","0.217414506796277","0.263926761153654"
"Big worries","2011","no migration background","4444","0.178580825902634","0.173704610160089","0.183457041645178"
"No worries","2011","direct migration background","713","0.234093195675343","0.219454327029378","0.248732064321308"
"No worries","2011","indirect migration background","326","0.240749492145169","0.217490763057143","0.264008221233196"
"No worries","2011","no migration background","7976","0.345622619792376","0.339567840753164","0.351677398831588"
"Some worries","2011","direct migration background","1559","0.496112591442731","0.478827088010904","0.513398094874559"
"Some worries","2011","indirect migration background","664","0.518579873879865","0.491397918525029","0.5457618292347"
"Some worries","2011","no migration background","11279","0.47579655430499","0.46943821554612","0.482154893063861"
"Big worries","2012","direct migration background","881","0.27656942120512","0.260653168927232","0.292485673483008"
"Big worries","2012","indirect migration background","314","0.243093735760987","0.219567059521566","0.266620412000408"
"Big worries","2012","no migration background","4251","0.179299477109305","0.174375437230568","0.184223516988042"
"No worries","2012","direct migration background","646","0.233313104471038","0.218263714741837","0.248362494200238"
"No worries","2012","indirect migration background","296","0.251999644942073","0.228187226320288","0.275812063563858"
"No worries","2012","no migration background","7686","0.338560748305804","0.3324863540005","0.344635142611107"
"Some worries","2012","direct migration background","1507","0.490117474323842","0.472329542329589","0.507905406318096"
"Some worries","2012","indirect migration background","667","0.504906619296941","0.477484454622784","0.532328783971097"
"Some worries","2012","no migration background","11377","0.482139774584891","0.475725722928973","0.488553826240809"
"Big worries","2013","direct migration background","1425","0.217281109953979","0.207171285816339","0.227390934091619"
"Big worries","2013","indirect migration background","408","0.191907609103709","0.17519165781405","0.208623560393368"
"Big worries","2013","no migration background","3397","0.148895489864084","0.144204036737251","0.153586942990918"
"No worries","2013","direct migration background","1599","0.281571952665398","0.270546002034608","0.292597903296188"
"No worries","2013","indirect migration background","674","0.31594670897603","0.296213106416289","0.335680311535771"
"No worries","2013","no migration background","8221","0.380329954363947","0.37393208038465","0.386727828343243"
"Some worries","2013","direct migration background","3368","0.501146937380623","0.488889531431359","0.513404343329887"
"Some worries","2013","indirect migration background","1050","0.492145681920261","0.470924434686976","0.513366929153547"
"Some worries","2013","no migration background","10500","0.470774555771969","0.46419643241553","0.477352679128409"
"Big worries","2014","direct migration background","1273","0.242805531579604","0.231038865368357","0.25457219779085"
"Big worries","2014","indirect migration background","388","0.214342504445667","0.195310779902589","0.233374228988745"
"Big worries","2014","no migration background","2990","0.135804081993493","0.131080861757897","0.140527302229089"
"No worries","2014","direct migration background","1174","0.269524452822779","0.257347956078566","0.281700949566992"
"No worries","2014","indirect migration background","530","0.299826041774555","0.278576722771518","0.321075360777591"
"No worries","2014","no migration background","7857","0.403183744025531","0.396420617571793","0.409946870479269"
"Some worries","2014","direct migration background","2654","0.487670015597617","0.473953040723236","0.501386990471999"
"Some worries","2014","indirect migration background","868","0.485831453779779","0.462652014243558","0.509010893315999"
"Some worries","2014","no migration background","9362","0.461012173980976","0.454139569450558","0.467884778511394"
"Big worries","2015","direct migration background","1435","0.23854814402804","0.227681377363968","0.249414910692111"
"Big worries","2015","indirect migration background","338","0.177061908306117","0.158830374784382","0.195293441827852"
"Big worries","2015","no migration background","2648","0.129905987368887","0.125150251002933","0.134661723734841"
"No worries","2015","direct migration background","1388","0.276252860966122","0.264851992944762","0.287653728987483"
"No worries","2015","indirect migration background","494","0.302944732172143","0.280996863302605","0.324892601041682"
"No worries","2015","no migration background","7691","0.416029810877922","0.409057485248641","0.423002136507202"
"Some worries","2015","direct migration background","3086","0.485198995005838","0.472456022813811","0.497941967197865"
"Some worries","2015","indirect migration background","852","0.51999335952174","0.496131759094173","0.543854959949306"
"Some worries","2015","no migration background","8859","0.454064201753191","0.447021334290544","0.461107069215838"
"Big worries","2016","direct migration background","2452","0.236791418348167","0.228124868956527","0.245457967739808"
"Big worries","2016","indirect migration background","283","0.151354702938866","0.133592747298759","0.169116658578973"
"Big worries","2016","no migration background","2265","0.122731050177666","0.117923074627081","0.127539025728251"
"No worries","2016","direct migration background","2354","0.295898836654244","0.286593528189119","0.305204145119369"
"No worries","2016","indirect migration background","533","0.346224379480655","0.322645514246315","0.369803244714996"
"No worries","2016","no migration background","7752","0.444745176757995","0.437463683703659","0.45202666981233"
"Some worries","2016","direct migration background","4437","0.467309744997589","0.457138329175151","0.477481160820026"
"Some worries","2016","indirect migration background","748","0.502420917580479","0.47764129825569","0.527200536905268"
"Some worries","2016","no migration background","7875","0.432523773064339","0.425264427441984","0.439783118686695"
"Big worries","2017","direct migration background","2985","0.254077844368786","0.245606084791841","0.262549603945732"
"Big worries","2017","indirect migration background","322","0.160122980796516","0.142695660369411","0.177550301223622"
"Big worries","2017","no migration background","2548","0.12623133279955","0.121655300980794","0.130807364618307"
"No worries","2017","direct migration background","2361","0.264512945180051","0.255929642001341","0.273096248358762"
"No worries","2017","indirect migration background","578","0.355183235340139","0.33244062430312","0.377925846377157"
"No worries","2017","no migration background","8403","0.419155890638817","0.41235720751556","0.425954573762074"
"Some worries","2017","direct migration background","4798","0.481409210451162","0.471685924280233","0.491132496622092"
"Some worries","2017","indirect migration background","801","0.484693783863345","0.460943852990197","0.508443714736494"
"Some worries","2017","no migration background","9283","0.454612776561633","0.4477518856106","0.461473667512665"
"Big worries","2018","direct migration background","2142","0.182443746111177","0.174331574456715","0.190555917765638"
"Big worries","2018","indirect migration background","242","0.115020094568626","0.0999027103458872","0.130137478791365"
"Big worries","2018","no migration background","1763","0.0831263147888963","0.0792587970263386","0.086993832551454"
"No worries","2018","direct migration background","2363","0.331506665093614","0.321618664317528","0.341394665869701"
"No worries","2018","indirect migration background","602","0.365055641813355","0.342243269397161","0.387868014229549"
"No worries","2018","no migration background","9466","0.497833023476944","0.490828570491329","0.504837476462558"
"Some worries","2018","direct migration background","4202","0.486049588795209","0.475551391803702","0.496547785786716"
"Some worries","2018","indirect migration background","867","0.519924263618019","0.496251552012163","0.543596975223875"
"Some worries","2018","no migration background","8345","0.41904066173416","0.412128573857048","0.425952749611272"
"Big worries","2019","direct migration background","1675","0.207189966930933","0.198119123903768","0.216260809958099"
"Big worries","2019","indirect migration background","283","0.16888531797954","0.15106540113075","0.186705234828329"
"Big worries","2019","no migration background","2057","0.100774773481114","0.0966260548454878","0.10492349211674"
"No worries","2019","direct migration background","2310","0.290790071776561","0.28062627640483","0.300953867148292"
"No worries","2019","indirect migration background","590","0.34693241331841","0.324292187658248","0.369572638978572"
"No worries","2019","no migration background","9280","0.462868858317971","0.455997019356693","0.46974069727925"
"Some worries","2019","direct migration background","3684","0.502019961292506","0.490829572326929","0.513210350258082"
"Some worries","2019","indirect migration background","825","0.48418226870205","0.460412124188617","0.507952413215484"
"Some worries","2019","no migration background","8888","0.436356368200915","0.429521552830803","0.443191183571027"
