"plh0033","year","education","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","college entrance qualification","180","0.14272617372038","0.123541066259884","0.161911281180877"
"Big worries","1984","lower secondary degree","1264","0.199479613442445","0.189402662823731","0.209556564061159"
"Big worries","1984","no degree/no degree yet","377","0.2570343137485","0.233122380288798","0.280946247208202"
"Big worries","1984","Other degree","423","0.296412974953212","0.27283407082058","0.319991879085844"
"Big worries","1984","secondary school degree","250","0.129587793292646","0.114654478349897","0.144521108235394"
"No worries","1984","college entrance qualification","613","0.490054253623714","0.462636194364033","0.517472312883395"
"No worries","1984","lower secondary degree","2101","0.370592262590173","0.358413367604573","0.382771157575772"
"No worries","1984","no degree/no degree yet","383","0.309631115538163","0.284332446934065","0.334929784142261"
"No worries","1984","Other degree","377","0.269399429158038","0.246493155768062","0.292305702548014"
"No worries","1984","secondary school degree","827","0.439612866017604","0.417543443681401","0.461682288353808"
"Some worries","1984","college entrance qualification","484","0.367219572655906","0.340780752446116","0.393658392865695"
"Some worries","1984","lower secondary degree","2676","0.429928123967382","0.417444047820646","0.442412200114119"
"Some worries","1984","no degree/no degree yet","523","0.433334570713337","0.406219559345262","0.460449582081411"
"Some worries","1984","Other degree","641","0.43418759588875","0.408596373036276","0.459778818741225"
"Some worries","1984","secondary school degree","866","0.43079934068975","0.408781136093381","0.452817545286119"
"Big worries","1985","college entrance qualification","178","0.142461451406389","0.122880540545877","0.162042362266901"
"Big worries","1985","lower secondary degree","1135","0.20224407856418","0.191535713523329","0.212952443605032"
"Big worries","1985","no degree/no degree yet","276","0.242674387307619","0.217035495855113","0.268313278760126"
"Big worries","1985","Other degree","350","0.298917969591211","0.273156055936798","0.324679883245624"
"Big worries","1985","secondary school degree","274","0.141848129037602","0.125988162053373","0.157708096021831"
"No worries","1985","college entrance qualification","573","0.486915757501745","0.458914429081395","0.514917085922096"
"No worries","1985","lower secondary degree","1843","0.360096259366867","0.347299002967999","0.372893515765734"
"No worries","1985","no degree/no degree yet","322","0.327589096914483","0.299520025648886","0.35565816818008"
"No worries","1985","Other degree","286","0.231424018243355","0.207690325818931","0.25515771066778"
"No worries","1985","secondary school degree","708","0.392853124202448","0.370652234250413","0.415054014154483"
"Some worries","1985","college entrance qualification","473","0.370622791091866","0.343565834222937","0.397679747960794"
"Some worries","1985","lower secondary degree","2427","0.437659662068953","0.424433978706823","0.450885345431083"
"Some worries","1985","no degree/no degree yet","476","0.429736515777898","0.400130166313383","0.459342865242412"
"Some worries","1985","Other degree","577","0.469658012165434","0.441572227326932","0.497743797003936"
"Some worries","1985","secondary school degree","877","0.46529874675995","0.442624652980304","0.487972840539597"
"Big worries","1986","college entrance qualification","148","0.115772665627649","0.0980286522429301","0.133516679012369"
"Big worries","1986","lower secondary degree","922","0.169201617956426","0.158898532570073","0.179504703342778"
"Big worries","1986","no degree/no degree yet","241","0.202621613489533","0.177978376271619","0.227264850707447"
"Big worries","1986","Other degree","305","0.266783098060273","0.241254390581725","0.292311805538821"
"Big worries","1986","secondary school degree","223","0.115613739689328","0.100890793920035","0.130336685458621"
"No worries","1986","college entrance qualification","622","0.511900576799185","0.484179261754453","0.539621891843917"
"No worries","1986","lower secondary degree","2026","0.426834774831041","0.413242659961149","0.440426889700933"
"No worries","1986","no degree/no degree yet","333","0.393263176386861","0.363315408303623","0.423210944470099"
"No worries","1986","Other degree","335","0.283337531966501","0.257327384102119","0.309347679830884"
"No worries","1986","secondary school degree","820","0.476754631289872","0.453757738998329","0.499751523581414"
"Some worries","1986","college entrance qualification","479","0.372326757573166","0.3455168199492","0.399136695197131"
"Some worries","1986","lower secondary degree","2139","0.403963607212534","0.390479421295322","0.417447793129745"
