"plh0033","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"Big worries","1985","Full Time","Rural Area","188","0.189943967742219","0.165220741843752","0.214667193640687"
"Big worries","1985","Full Time","Urban Area","698","0.159112386893007","0.147722698871953","0.170502074914061"
"Big worries","1985","Not Working","Rural Area","200","0.199864166495324","0.173694318621659","0.226034014368989"
"Big worries","1985","Not Working","Urban Area","729","0.194022329771445","0.180416403823667","0.207628255719223"
"Big worries","1985","Part Time","Rural Area","90","0.229917660855626","0.187666334088114","0.272168987623138"
"Big worries","1985","Part Time","Urban Area","340","0.212507143901387","0.191559298637523","0.23345498916525"
"No worries","1985","Full Time","Rural Area","284","0.304810438833129","0.27579685393907","0.333824023727187"
"No worries","1985","Full Time","Urban Area","1398","0.37512759581582","0.360051946202079","0.39020324542956"
"No worries","1985","Not Working","Rural Area","338","0.411552004746806","0.379347377698984","0.443756631794627"
"No worries","1985","Not Working","Urban Area","1225","0.422705704796109","0.405709246698749","0.439702162893469"
"No worries","1985","Part Time","Rural Area","109","0.29459513766238","0.2488212694526","0.340369005872159"
"No worries","1985","Part Time","Urban Area","424","0.314870154042565","0.291086341653211","0.338653966431918"
"Some worries","1985","Full Time","Rural Area","495","0.505245593424652","0.47373323143363","0.536757955415673"
"Some worries","1985","Full Time","Urban Area","1866","0.465760017291174","0.450227560599922","0.481292473982425"
"Some worries","1985","Not Working","Rural Area","359","0.38858382875787","0.356685884732047","0.420481772783694"
"Some worries","1985","Not Working","Urban Area","1291","0.383271965432446","0.366544077409704","0.399999853455188"
"Some worries","1985","Part Time","Rural Area","182","0.475487201481994","0.425341574713573","0.525632828250415"
"Some worries","1985","Part Time","Urban Area","701","0.472622702056049","0.447057614559248","0.498187789552849"
"Big worries","1986","Full Time","Rural Area","183","0.185389071792589","0.160742098969069","0.210036044616109"
"Big worries","1986","Full Time","Urban Area","624","0.136270352239173","0.125426351917974","0.147114352560371"
"Big worries","1986","Not Working","Rural Area","130","0.146426184536474","0.121695099105707","0.17115726996724"
"Big worries","1986","Not Working","Urban Area","568","0.150713182148642","0.138065848643813","0.16336051565347"
"Big worries","1986","Part Time","Rural Area","85","0.221912337566463","0.18061916235062","0.263205512782307"
"Big worries","1986","Part Time","Urban Area","285","0.179542158167613","0.159586667632609","0.199497648702617"
"No worries","1986","Full Time","Rural Area","314","0.331030956086855","0.301185122015475","0.360876790158235"
"No worries","1986","Full Time","Urban Area","1516","0.431230677482937","0.415576767745032","0.446884587220843"
"No worries","1986","Not Working","Rural Area","348","0.470784849979254","0.435867551434439","0.50570214852407"
"No worries","1986","Not Working","Urban Area","1375","0.511104325477732","0.493433410590609","0.528775240364854"
"No worries","1986","Part Time","Rural Area","115","0.299135895669211","0.253634526568136","0.344637264770287"
"No worries","1986","Part Time","Urban Area","515","0.390088867654603","0.364727883042814","0.415449852266392"
"Some worries","1986","Full Time","Rural Area","458","0.483579972120557","0.451885604091311","0.515274340149802"
"Some worries","1986","Full Time","Urban Area","1705","0.43249897027789","0.416839546226722","0.448158394329057"
"Some worries","1986","Not Working","Rural Area","307","0.382788965484272","0.348786546966291","0.416791384002253"
"Some worries","1986","Not Working","Urban Area","1131","0.338182492373627","0.321458465930195","0.354906518817058"
"Some worries","1986","Part Time","Rural Area","189","0.478951766764325","0.429308752440354","0.528594781088296"
"Some worries","1986","Part Time","Urban Area","621","0.430368974177784","0.404625429386667","0.456112518968902"
"Big worries","1987","Full Time","Rural Area","154","0.168842996758234","0.145231804685215","0.192454188831253"
"Big worries","1987","Full Time","Urban Area","619","0.140193613927127","0.129265011189746","0.151122216664507"
"Big worries","1987","Not Working","Rural Area","103","0.112211419241892","0.0895470696941409","0.134875768789644"
"Big worries","1987","Not Working","Urban Area","545","0.151153217987767","0.138255715588119","0.164050720387415"
"Big worries","1987","Part Time","Rural Area","87","0.214703436679891","0.174712928231584","0.254693945128197"
"Big worries","1987","Part Time","Urban Area","281","0.187067065061825","0.166529486866398","0.207604643257253"
"No worries","1987","Full Time","Rural Area","322","0.323179134496637","0.293701449050088","0.352656819943185"
"No worries","1987","Full Time","Urban Area","1373","0.380864725460084","0.365579271533579","0.396150179386589"
"No worries","1987","Not Working","Rural Area","340","0.509708896046996","0.473811903238856","0.545605888855136"
"No worries","1987","Not Working","Urban Area","1242","0.481591026281367","0.463599926445596","0.499582126117139"
"No worries","1987","Part Time","Rural Area","99","0.236542344441738","0.195155005373464","0.277929683510011"
"No worries","1987","Part Time","Urban Area","419","0.315223231197221","0.290754760761252","0.339691701633191"
"Some worries","1987","Full Time","Rural Area","491","0.507977868745129","0.476467784179118","0.53948795331114"
"Some worries","1987","Full Time","Urban Area","1885","0.478941660612789","0.463216877144742","0.494666444080835"
"Some worries","1987","Not Working","Rural Area","302","0.378079684711111","0.34325966621821","0.412899703204013"
"Some worries","1987","Not Working","Urban Area","1176","0.367255755730866","0.349898515577043","0.384612995884689"
"Some worries","1987","Part Time","Rural Area","219","0.548754218878371","0.500290571869213","0.59721786588753"
"Some worries","1987","Part Time","Urban Area","685","0.497709703740954","0.471377412340982","0.524041995140925"
"Big worries","1988","Full Time","Rural Area","156","0.16844291943206","0.143771486664632","0.193114352199487"
"Big worries","1988","Full Time","Urban Area","581","0.133768316864758","0.122761235456618","0.144775398272898"
"Big worries","1988","Not Working","Rural Area","120","0.156843620451487","0.129749033276953","0.183938207626021"
"Big worries","1988","Not Working","Urban Area","528","0.157429683329803","0.143970781870334","0.170888584789273"
"Big worries","1988","Part Time","Rural Area","92","0.203113399762155","0.164637304114321","0.241589495409988"
"Big worries","1988","Part Time","Urban Area","299","0.16792424394658","0.148357785759765","0.187490702133395"
"No worries","1988","Full Time","Rural Area","259","0.29715805752435","0.267031844057102","0.327284270991598"
"No worries","1988","Full Time","Urban Area","1247","0.386510415230652","0.370764688398826","0.402256142062479"
"No worries","1988","Not Working","Rural Area","303","0.467542744910728","0.430367992958049","0.504717496863406"
"No worries","1988","Not Working","Urban Area","1176","0.479734315054586","0.46127242296384","0.498196207145332"
"No worries","1988","Part Time","Rural Area","132","0.330761349878661","0.285765616891275","0.375757082866046"
