"plh0033","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","16-34 y.","Schleswig-Holstein","23","","","","1"
"Big worries","1984","16-34 y.","Hamburg","31","0.249981339359782","0.169429320159049","0.330533358560515","1"
"Big worries","1984","16-34 y.","Lower Saxony","115","0.253474067943775","0.212920770511633","0.294027365375918","1"
"Big worries","1984","16-34 y.","Bremen","14","","","","1"
"Big worries","1984","16-34 y.","North Rhine-Westphalia","314","0.227627252230889","0.204548407618215","0.250706096843563","1"
"Big worries","1984","16-34 y.","Hesse","125","0.236491663370206","0.1995402508525","0.273443075887911","1"
"Big worries","1984","16-34 y.","Rhineland-Palatinate,Saarland","77","0.239591246591253","0.192304988356514","0.286877504825991","1"
"Big worries","1984","16-34 y.","Baden-Württemberg","179","0.172223035136245","0.146765167490399","0.197680902782092","1"
"Big worries","1984","16-34 y.","Bavaria","158","0.181731401802878","0.15416994929037","0.209292854315386","1"
"Big worries","1984","16-34 y.","Berlin","27","","","","1"
"Big worries","1984","16-34 y.","Brandenburg","","","","","1"
"Big worries","1984","16-34 y.","Mecklenburg-Western Pomerania","","","","","1"
"Big worries","1984","16-34 y.","Saxony","","","","","1"
"Big worries","1984","16-34 y.","Saxony-Anhalt","","","","","1"
"Big worries","1984","16-34 y.","Thuringia","","","","","1"
"Big worries","1984","35-65 y.","Schleswig-Holstein","33","0.142295521199486","0.0943555839067895","0.190235458492182","1"
"Big worries","1984","35-65 y.","Hamburg","40","0.236047785343128","0.168315975635804","0.303779595050452","1"
"Big worries","1984","35-65 y.","Lower Saxony","113","0.169507667617953","0.139974180139223","0.199041155096682","1"
"Big worries","1984","35-65 y.","Bremen","31","0.417238673686735","0.299166290468512","0.535311056904958","1"
"Big worries","1984","35-65 y.","North Rhine-Westphalia","426","0.237124954307032","0.216762673680232","0.257487234933831","1"
"Big worries","1984","35-65 y.","Hesse","123","0.175904056803949","0.146126087010799","0.2056820265971","1"
"Big worries","1984","35-65 y.","Rhineland-Palatinate,Saarland","90","0.209474102425508","0.170648778695407","0.24829942615561","1"
"Big worries","1984","35-65 y.","Baden-Württemberg","207","0.145750205407922","0.125727401301518","0.165773009514327","1"
"Big worries","1984","35-65 y.","Bavaria","203","0.168853170207155","0.146541743175296","0.191164597239014","1"
"Big worries","1984","35-65 y.","Berlin","65","0.232252555463035","0.177199261129039","0.28730584979703","1"
"Big worries","1984","35-65 y.","Brandenburg","","","","","1"
"Big worries","1984","35-65 y.","Mecklenburg-Western Pomerania","","","","","1"
"Big worries","1984","35-65 y.","Saxony","","","","","1"
"Big worries","1984","35-65 y.","Saxony-Anhalt","","","","","1"
"Big worries","1984","35-65 y.","Thuringia","","","","","1"
"Big worries","1984","66 and older","Schleswig-Holstein","4","","","","1"
"Big worries","1984","66 and older","Hamburg","2","","","","1"
"Big worries","1984","66 and older","Lower Saxony","13","","","","1"
"Big worries","1984","66 and older","Bremen","11","","","","1"
"Big worries","1984","66 and older","North Rhine-Westphalia","27","","","","1"
"Big worries","1984","66 and older","Hesse","10","","","","1"
"Big worries","1984","66 and older","Rhineland-Palatinate,Saarland","23","","","","1"
"Big worries","1984","66 and older","Baden-Württemberg","18","","","","1"
"Big worries","1984","66 and older","Bavaria","20","","","","1"
"Big worries","1984","66 and older","Berlin","6","","","","1"
"Big worries","1984","66 and older","Brandenburg","","","","","1"
"Big worries","1984","66 and older","Mecklenburg-Western Pomerania","","","","","1"
"Big worries","1984","66 and older","Saxony","","","","","1"
"Big worries","1984","66 and older","Saxony-Anhalt","","","","","1"
"Big worries","1984","66 and older","Thuringia","","","","","1"
"No worries","1984","35-65 y.","Bremen","21","","","","3"
"No worries","1984","16-34 y.","Hesse","163","0.371360049328725","0.329344038728957","0.413376059928492","3"
"No worries","1984","35-65 y.","Lower Saxony","217","0.360495179536886","0.322701089931211","0.398289269142561","3"
