"plh0033","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","16-34 y.","lower secondary degree","459","0.240939197232261","0.221248503984131","0.260629890480391"
"Big worries","1984","16-34 y.","secondary school degree","159","0.163466794325986","0.140672356878747","0.186261231773225"
"Big worries","1984","16-34 y.","college entrance qualification","115","0.182253883797067","0.152956231868155","0.211551535725978"
"Big worries","1984","16-34 y.","Other degree","176","0.356521945767721","0.31527486518534","0.397769026350102"
"Big worries","1984","16-34 y.","no degree/no degree yet","145","0.242624953741144","0.205493979930397","0.279755927551892"
"Big worries","1984","35-65 y.","lower secondary degree","693","0.215849209024005","0.201743916725889","0.22995450132212"
"Big worries","1984","35-65 y.","secondary school degree","78","0.10576333769516","0.0837976698298533","0.127729005560467"
"Big worries","1984","35-65 y.","college entrance qualification","59","0.114001385895345","0.0865796573716291","0.141423114419062"
"Big worries","1984","35-65 y.","Other degree","246","0.265740593140684","0.237150397134617","0.294330789146751"
"Big worries","1984","35-65 y.","no degree/no degree yet","230","0.315558064628389","0.282386163266875","0.348729965989902"
"Big worries","1984","66 and older","lower secondary degree","112","0.114922914500675","0.0947587486243066","0.135087080377043"
"Big worries","1984","66 and older","secondary school degree","13","","",""
"Big worries","1984","66 and older","college entrance qualification","6","","",""
"Big worries","1984","66 and older","Other degree","1","","",""
"Big worries","1984","66 and older","no degree/no degree yet","2","","",""
"Some worries","1984","16-34 y.","lower secondary degree","891","0.496062199631778","0.473041128344434","0.519083270919122"
"Some worries","1984","16-34 y.","secondary school degree","502","0.492033517188355","0.461216728124572","0.522850306252137"
"Some worries","1984","16-34 y.","college entrance qualification","282","0.412935894484301","0.375570527197158","0.450301261771445"
"Some worries","1984","16-34 y.","Other degree","239","0.446720350657018","0.403907570765476","0.48953313054856"
"Some worries","1984","16-34 y.","no degree/no degree yet","220","0.4682766725102","0.425054436611512","0.511498908408888"
"Some worries","1984","35-65 y.","lower secondary degree","1473","0.445392768363739","0.428352696899677","0.462432839827802"
"Some worries","1984","35-65 y.","secondary school degree","319","0.416590291596554","0.38137818554296","0.451802397650148"
"Some worries","1984","35-65 y.","college entrance qualification","184","0.358746435968663","0.317362486629903","0.400130385307423"
"Some worries","1984","35-65 y.","Other degree","402","0.440563557578882","0.408431163460683","0.47269595169708"
"Some worries","1984","35-65 y.","no degree/no degree yet","297","0.37024276053005","0.33577664891285","0.404708872147251"
"Some worries","1984","66 and older","lower secondary degree","312","0.321573034676999","0.292042061445357","0.351104007908641"
"Some worries","1984","66 and older","secondary school degree","45","0.255424437152155","0.191538217946906","0.319310656357403"
"Some worries","1984","66 and older","college entrance qualification","18","","",""
"Some worries","1984","66 and older","Other degree","","","",""
"Some worries","1984","66 and older","no degree/no degree yet","6","","",""
"No worries","1984","16-34 y.","lower secondary degree","462","0.26299860313596","0.242727383893596","0.283269822378325"
"No worries","1984","16-34 y.","secondary school degree","350","0.34449968848566","0.31520739470157","0.373791982269749"
"No worries","1984","16-34 y.","college entrance qualification","270","0.404810221718632","0.367559161217795","0.442061282219469"
"No worries","1984","16-34 y.","Other degree","103","0.196757703575261","0.162522543074758","0.230992864075764"
"No worries","1984","16-34 y.","no degree/no degree yet","147","0.289098373748656","0.249830201375671","0.328366546121641"
"No worries","1984","35-65 y.","lower secondary degree","1102","0.338758022612256","0.322531253017072","0.35498479220744"
"No worries","1984","35-65 y.","secondary school degree","356","0.477646370708286","0.44196954947299","0.513323191943583"
"No worries","1984","35-65 y.","college entrance qualification","273","0.527252178135992","0.484175004602841","0.570329351669143"
"No worries","1984","35-65 y.","Other degree","269","0.293695849280434","0.264217157463615","0.323174541097253"
"No worries","1984","35-65 y.","no degree/no degree yet","227","0.314199174841561","0.281065932284946","0.347332417398176"
"No worries","1984","66 and older","lower secondary degree","537","0.563504050822326","0.532147735203896","0.594860366440755"
"No worries","1984","66 and older","secondary school degree","121","0.66505948432802","0.595918483224628","0.734200485431413"
"No worries","1984","66 and older","college entrance qualification","70","0.752893526317435","0.665698240163028","0.840088812471842"
"No worries","1984","66 and older","Other degree","5","","",""
"No worries","1984","66 and older","no degree/no degree yet","9","","",""
"Big worries","1985","16-34 y.","lower secondary degree","377","0.218322786147549","0.198168863634156","0.238476708660943"
"Big worries","1985","16-34 y.","secondary school degree","171","0.169152680354318","0.145560815189537","0.1927445455191"
