"plh0189","year","e11103","n","percent","lower_confidence","upper_confidence"
"True entirely","1995","Not Working","460","0.122415170386819","0.113143789730492","0.131686551043146"
"Tends to agree","1995","Full Time","568","0.107161716171517","0.0992676286157255","0.115055803727308"
"Tends to agree","1995","Part Time","355","0.146863001062278","0.13323349954773","0.160492502576825"
"Tends to agree","1995","Not Working","770","0.178326333570321","0.167498547600698","0.189154119539944"
"Rather not true","1995","Full Time","1972","0.348504255222236","0.336343640162516","0.360664870281956"
"Rather not true","1995","Part Time","857","0.357039499295947","0.338590846237551","0.375488152354343"
"Rather not true","1995","Not Working","1427","0.290322555835398","0.277482907519369","0.303162204151428"
"Totally disagree","1995","Full Time","3058","0.487111014469968","0.474354813049997","0.49986721588994"
"Totally disagree","1995","Part Time","1214","0.422351708032219","0.403332901583234","0.441370514481203"
"Totally disagree","1995","Not Working","2144","0.408935940207462","0.395029141939159","0.422842738475764"
"True entirely","1996","Full Time","273","0.0496982781314204","0.0440786897785904","0.0553178664842505"
"True entirely","1996","Part Time","153","0.0585479710106688","0.0496791562168546","0.0674167858044829"
"True entirely","1996","Not Working","395","0.107075454467997","0.0981842451990766","0.115966663736918"
"Tends to agree","1996","Full Time","552","0.107032747887463","0.0990384711467248","0.115027024628201"
"Tends to agree","1996","Part Time","358","0.148769730826748","0.135326879946729","0.162212581706767"
"Tends to agree","1996","Not Working","729","0.174243610226223","0.163336419931997","0.185150800520449"
"Rather not true","1996","Full Time","1951","0.34804818912432","0.335730463904772","0.360365914343868"
"Rather not true","1996","Part Time","884","0.351835082584371","0.333795649101596","0.369874516067146"
"Rather not true","1996","Not Working","1480","0.311197141192285","0.297884207831455","0.324510074553116"
"Totally disagree","1996","Full Time","2969","0.495220784856796","0.48229213306931","0.508149436644283"
"Totally disagree","1996","Part Time","1297","0.440847215578212","0.422092095015707","0.459602336140717"
"Totally disagree","1996","Not Working","2042","0.407483794113494","0.393354717647379","0.421612870579609"
"True entirely","1997","Full Time","301","0.062545619284756","0.0561956570084113","0.0688955815611008"
"True entirely","1997","Part Time","157","0.0787782678411085","0.0683141121568275","0.0892424235253895"
"True entirely","1997","Not Working","366","0.106596303257391","0.0977784428054283","0.115414163709353"
"Tends to agree","1997","Full Time","466","0.0950628315151731","0.0873713108453962","0.10275435218495"
"Tends to agree","1997","Part Time","318","0.132953456928326","0.119765123640628","0.146141790216024"
"Tends to agree","1997","Not Working","694","0.168949665593217","0.158242842926178","0.179656488260256"
"Rather not true","1997","Full Time","1759","0.315802387758169","0.303612601034708","0.32799217448163"
"Rather not true","1997","Part Time","805","0.321367511203254","0.303227514672042","0.339507507734465"
"Rather not true","1997","Not Working","1419","0.290054965111456","0.277088523991364","0.303021406231547"
"Totally disagree","1997","Full Time","3060","0.526589161441902","0.513495754024995","0.539682568858809"
"Totally disagree","1997","Part Time","1266","0.466900764027312","0.447521592188301","0.486279935866322"
"Totally disagree","1997","Not Working","2226","0.434399066037937","0.420235657658486","0.448562474417388"
"True entirely","1998","Full Time","","","",""
"True entirely","1998","Part Time","","","",""
"True entirely","1998","Not Working","","","",""
"Tends to agree","1998","Full Time","","","",""
"Tends to agree","1998","Part Time","","","",""
"Tends to agree","1998","Not Working","","","",""
"Rather not true","1998","Full Time","","","",""
"Rather not true","1998","Part Time","","","",""
"Rather not true","1998","Not Working","","","",""
"Totally disagree","1998","Full Time","","","",""
"Totally disagree","1998","Part Time","","","",""
"Totally disagree","1998","Not Working","","","",""
"True entirely","1999","Full Time","","","",""
"True entirely","1999","Part Time","","","",""
"True entirely","1999","Not Working","","","",""
"Tends to agree","1999","Full Time","","","",""
"Tends to agree","1999","Part Time","","","",""
"Tends to agree","1999","Not Working","","","",""
"Rather not true","1999","Full Time","","","",""
"Rather not true","1999","Part Time","","","",""
"Rather not true","1999","Not Working","","","",""
"Totally disagree","1999","Full Time","","","",""
"Totally disagree","1999","Part Time","","","",""
"Totally disagree","1999","Not Working","","","",""
"True entirely","2000","Full Time","","","",""
"True entirely","2000","Part Time","","","",""
"True entirely","2000","Not Working","","","",""
"Tends to agree","2000","Full Time","","","",""
"Tends to agree","2000","Part Time","","","",""
"Tends to agree","2000","Not Working","","","",""
"Rather not true","2000","Full Time","","","",""
"Rather not true","2000","Part Time","","","",""
"Rather not true","2000","Not Working","","","",""
"Totally disagree","2000","Full Time","","","",""
"Totally disagree","2000","Part Time","","","",""
"Totally disagree","2000","Not Working","","","",""
"True entirely","2001","Full Time","","","",""
"True entirely","2001","Part Time","","","",""
"True entirely","2001","Not Working","","","",""
"Tends to agree","2001","Full Time","","","",""
"Tends to agree","2001","Part Time","","","",""
"Tends to agree","2001","Not Working","","","",""
"Rather not true","2001","Full Time","","","",""
"Rather not true","2001","Part Time","","","",""
"Rather not true","2001","Not Working","","","",""
"Totally disagree","2001","Full Time","","","",""
"Totally disagree","2001","Part Time","","","",""
"Totally disagree","2001","Not Working","","","",""
"True entirely","2002","Full Time","","","",""
"True entirely","2002","Part Time","","","",""
"True entirely","2002","Not Working","","","",""
"Tends to agree","2002","Full Time","","","",""
"Tends to agree","2002","Part Time","","","",""
"Tends to agree","2002","Not Working","","","",""
"Rather not true","2002","Full Time","","","",""
"Rather not true","2002","Part Time","","","",""
"Rather not true","2002","Not Working","","","",""
"Totally disagree","2002","Full Time","","","",""
"Totally disagree","2002","Part Time","","","",""
"Totally disagree","2002","Not Working","","","",""
"True entirely","2003","Full Time","","","",""
"True entirely","2003","Part Time","","","",""
"True entirely","2003","Not Working","","","",""
"Tends to agree","2003","Full Time","","","",""
"Tends to agree","2003","Part Time","","","",""
"Tends to agree","2003","Not Working","","","",""
"Rather not true","2003","Full Time","","","",""
"Rather not true","2003","Part Time","","","",""
"Rather not true","2003","Not Working","","","",""
"Totally disagree","2003","Full Time","","","",""
"Totally disagree","2003","Part Time","","","",""
"Totally disagree","2003","Not Working","","","",""
"True entirely","2004","Full Time","","","",""
"True entirely","2004","Part Time","","","",""
"True entirely","2004","Not Working","","","",""
"Tends to agree","2004","Full Time","","","",""
"Tends to agree","2004","Part Time","","","",""
"Tends to agree","2004","Not Working","","","",""
"Rather not true","2004","Full Time","","","",""
"Rather not true","2004","Part Time","","","",""
"Rather not true","2004","Not Working","","","",""
"Totally disagree","2004","Full Time","","","",""
"Totally disagree","2004","Part Time","","","",""
"Totally disagree","2004","Not Working","","","",""
"True entirely","2005","Full Time","","","",""
"True entirely","2005","Part Time","","","",""
"True entirely","2005","Not Working","","","",""
"Tends to agree","2005","Full Time","","","",""
"Tends to agree","2005","Part Time","","","",""
"Tends to agree","2005","Not Working","","","",""
"Rather not true","2005","Full Time","","","",""
"Rather not true","2005","Part Time","","","",""
"Rather not true","2005","Not Working","","","",""
"Totally disagree","2005","Full Time","","","",""
"Totally disagree","2005","Part Time","","","",""
"Totally disagree","2005","Not Working","","","",""
"True entirely","2006","Full Time","","","",""
"True entirely","2006","Part Time","","","",""
"True entirely","2006","Not Working","","","",""
"Tends to agree","2006","Full Time","","","",""
"Tends to agree","2006","Part Time","","","",""
"Tends to agree","2006","Not Working","","","",""
"Rather not true","2006","Full Time","","","",""
"Rather not true","2006","Part Time","","","",""
"Rather not true","2006","Not Working","","","",""
"Totally disagree","2006","Full Time","","","",""
"Totally disagree","2006","Part Time","","","",""
"Totally disagree","2006","Not Working","","","",""
"True entirely","2007","Full Time","","","",""
"True entirely","2007","Part Time","","","",""
"True entirely","2007","Not Working","","","",""
"Tends to agree","2007","Full Time","","","",""
"Tends to agree","2007","Part Time","","","",""
"Tends to agree","2007","Not Working","","","",""
"Rather not true","2007","Full Time","","","",""
"Rather not true","2007","Part Time","","","",""
"Rather not true","2007","Not Working","","","",""
"Totally disagree","2007","Full Time","","","",""
"Totally disagree","2007","Part Time","","","",""
"Totally disagree","2007","Not Working","","","",""
"True entirely","2008","Full Time","303","0.054790881464999","0.0496333199162853","0.0599484430137127"
"True entirely","2008","Part Time","236","0.0671669027536893","0.0597800541756178","0.0745537513317609"
"True entirely","2008","Not Working","664","0.102584275102262","0.0957018525535848","0.109466697650939"
"Tends to agree","2008","Full Time","822","0.126970812116518","0.119425231647836","0.134516392585201"
"Tends to agree","2008","Part Time","588","0.155169062380791","0.144484246700284","0.165853878061297"
"Tends to agree","2008","Not Working","1182","0.179813882095095","0.171102803862632","0.188524960327558"
"Rather not true","2008","Full Time","3118","0.427185199759472","0.415974272400055","0.438396127118888"
"Rather not true","2008","Part Time","1796","0.405804319482895","0.391313176552115","0.420295462413675"
"Rather not true","2008","Not Working","2616","0.348240047473448","0.337433491911408","0.359046603035487"
"Totally disagree","2008","Full Time","3236","0.391053106659011","0.37999364711719","0.402112566200832"
"Totally disagree","2008","Part Time","1791","0.371859715382625","0.357597156451064","0.386122274314186"
"Totally disagree","2008","Not Working","3004","0.369361795329196","0.358414162504765","0.380309428153626"
"True entirely","2009","Full Time","","","",""
"True entirely","2009","Part Time","","","",""
"True entirely","2009","Not Working","","","",""
"Tends to agree","2009","Full Time","","","",""
"Tends to agree","2009","Part Time","","","",""
"Tends to agree","2009","Not Working","","","",""
"Rather not true","2009","Full Time","","","",""
"Rather not true","2009","Part Time","","","",""
"Rather not true","2009","Not Working","","","",""
"Totally disagree","2009","Full Time","","","",""
"Totally disagree","2009","Part Time","","","",""
"Totally disagree","2009","Not Working","","","",""
"True entirely","2010","Full Time","","","",""
"True entirely","2010","Part Time","","","",""
"True entirely","2010","Not Working","","","",""
"Tends to agree","2010","Full Time","","","",""
"Tends to agree","2010","Part Time","","","",""
"Tends to agree","2010","Not Working","","","",""
"Rather not true","2010","Full Time","","","",""
"Rather not true","2010","Part Time","","","",""
"Rather not true","2010","Not Working","","","",""
"Totally disagree","2010","Full Time","","","",""
"Totally disagree","2010","Part Time","","","",""
"Totally disagree","2010","Not Working","","","",""
"True entirely","2011","Full Time","","","",""
"True entirely","2011","Part Time","","","",""
"True entirely","2011","Not Working","","","",""
"Tends to agree","2011","Full Time","","","",""
"Tends to agree","2011","Part Time","","","",""
"Tends to agree","2011","Not Working","","","",""
"Rather not true","2011","Full Time","","","",""
"Rather not true","2011","Part Time","","","",""
"Rather not true","2011","Not Working","","","",""
"Totally disagree","2011","Full Time","","","",""
"Totally disagree","2011","Part Time","","","",""
"Totally disagree","2011","Not Working","","","",""
"True entirely","2012","Full Time","","","",""
"True entirely","2012","Part Time","","","",""
"True entirely","2012","Not Working","","","",""
"Tends to agree","2012","Full Time","","","",""
"Tends to agree","2012","Part Time","","","",""
"Tends to agree","2012","Not Working","","","",""
"Rather not true","2012","Full Time","","","",""
"Rather not true","2012","Part Time","","","",""
"Rather not true","2012","Not Working","","","",""
"Totally disagree","2012","Full Time","","","",""
"Totally disagree","2012","Part Time","","","",""
"Totally disagree","2012","Not Working","","","",""
"True entirely","2013","Full Time","211","0.0336258198009941","0.0293956874599676","0.0378559521420205"
"True entirely","2013","Part Time","192","0.0504726519750813","0.0441332287562448","0.0568120751939179"
"True entirely","2013","Not Working","488","0.0735204788504612","0.0675506349338767","0.0794903227670457"
"Tends to agree","2013","Full Time","568","0.0883916486369741","0.0817304157159853","0.0950528815579628"
"Tends to agree","2013","Part Time","471","0.108150834601676","0.0991573377311515","0.1171443314722"
"Tends to agree","2013","Not Working","1094","0.166951955358174","0.158421510488659","0.17548240022769"
"Rather not true","2013","Full Time","2850","0.423978818068576","0.412382071617134","0.435575564520018"
"Rather not true","2013","Part Time","1895","0.437922593043313","0.423555639567261","0.452289546519365"
"Rather not true","2013","Not Working","2700","0.367701790173548","0.35667244447686","0.378731135870237"
"Totally disagree","2013","Full Time","3347","0.454003713493455","0.442320309286326","0.465687117700585"
"Totally disagree","2013","Part Time","2023","0.40345392037993","0.389247426353622","0.417660414406238"
"Totally disagree","2013","Not Working","3060","0.391825775617816","0.380659678344441","0.402991872891191"
"True entirely","2014","Full Time","","","",""
"True entirely","2014","Part Time","","","",""
"True entirely","2014","Not Working","","","",""
"Tends to agree","2014","Full Time","","","",""
"Tends to agree","2014","Part Time","","","",""
"Tends to agree","2014","Not Working","","","",""
"Rather not true","2014","Full Time","","","",""
"Rather not true","2014","Part Time","","","",""
"Rather not true","2014","Not Working","","","",""
"Totally disagree","2014","Full Time","","","",""
"Totally disagree","2014","Part Time","","","",""
"Totally disagree","2014","Not Working","","","",""
"True entirely","2015","Full Time","","","",""
"True entirely","2015","Part Time","","","",""
"True entirely","2015","Not Working","","","",""
"Tends to agree","2015","Full Time","","","",""
"Tends to agree","2015","Part Time","","","",""
"Tends to agree","2015","Not Working","","","",""
"Rather not true","2015","Full Time","","","",""
"Rather not true","2015","Part Time","","","",""
"Rather not true","2015","Not Working","","","",""
"Totally disagree","2015","Full Time","","","",""
"Totally disagree","2015","Part Time","","","",""
"Totally disagree","2015","Not Working","","","",""
"True entirely","2016","Full Time","","","",""
"True entirely","2016","Part Time","","","",""
"True entirely","2016","Not Working","","","",""
"Tends to agree","2016","Full Time","","","",""
"Tends to agree","2016","Part Time","","","",""
"Tends to agree","2016","Not Working","","","",""
"Rather not true","2016","Full Time","","","",""
"Rather not true","2016","Part Time","","","",""
"Rather not true","2016","Not Working","","","",""
"Totally disagree","2016","Full Time","","","",""
"Totally disagree","2016","Part Time","","","",""
"Totally disagree","2016","Not Working","","","",""
"True entirely","2017","Full Time","","","",""
"True entirely","2017","Part Time","","","",""
"True entirely","2017","Not Working","","","",""
"Tends to agree","2017","Full Time","","","",""
"Tends to agree","2017","Part Time","","","",""
"Tends to agree","2017","Not Working","","","",""
"Rather not true","2017","Full Time","","","",""
"Rather not true","2017","Part Time","","","",""
"Rather not true","2017","Not Working","","","",""
"Totally disagree","2017","Full Time","","","",""
"Totally disagree","2017","Part Time","","","",""
"Totally disagree","2017","Not Working","","","",""
"True entirely","2018","Full Time","354","0.0372558688444782","0.0335286162390879","0.0409831214498686"
"True entirely","2018","Part Time","331","0.0462615249309302","0.0415206527727225","0.0510023970891378"
"True entirely","2018","Not Working","664","0.0885095558342345","0.082358859870383","0.094660251798086"
"Tends to agree","2018","Full Time","1053","0.112977043140805","0.106746892165839","0.119207194115771"
"Tends to agree","2018","Part Time","978","0.134670929404058","0.126966132483085","0.14237572632503"
"Tends to agree","2018","Not Working","1340","0.181112688463475","0.172773195841021","0.189452181085928"
"Rather not true","2018","Full Time","3696","0.394437690221533","0.38481924976214","0.404056130680926"
"Rather not true","2018","Part Time","2932","0.396133395236409","0.38509451923076","0.407172271242057"
"Rather not true","2018","Not Working","2913","0.357199308858155","0.346822911566215","0.367575706150096"
"Totally disagree","2018","Full Time","4815","0.455329397793184","0.445528500180791","0.465130295405577"
"Totally disagree","2018","Part Time","3300","0.422934150428604","0.411783949727453","0.434084351129754"
"Totally disagree","2018","Not Working","3275","0.373178446844135","0.362705151366595","0.383651742321676"
