"plh0189","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Rather not true","1990","Schleswig-Holstein","East Germany","","","",""
"Rather not true","1990","Hamburg","West Germany","","","",""
"Rather not true","1990","Hamburg","East Germany","","","",""
"Rather not true","1990","Lower Saxony","West Germany","","","",""
"Rather not true","1990","Lower Saxony","East Germany","","","",""
"Rather not true","1990","Bremen","West Germany","","","",""
"Rather not true","1990","Bremen","East Germany","","","",""
"Rather not true","1990","North Rhine-Westphalia","West Germany","","","",""
"Rather not true","1990","North Rhine-Westphalia","East Germany","","","",""
"Rather not true","1990","Hesse","West Germany","","","",""
"Rather not true","1990","Hesse","East Germany","","","",""
"Rather not true","1990","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Rather not true","1990","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rather not true","1990","Baden-Württemberg","West Germany","","","",""
"Rather not true","1990","Baden-Württemberg","East Germany","","","",""
"Rather not true","1990","Bavaria","West Germany","","","",""
"Rather not true","1990","Bavaria","East Germany","","","",""
"Rather not true","1990","Berlin","West Germany","","","",""
"Rather not true","1990","Berlin","East Germany","50","0.162771623340194","0.120645800182706","0.204897446497681"
"Rather not true","1990","Brandenburg","West Germany","","","",""
"Rather not true","1990","Brandenburg","East Germany","155","0.219046221292754","0.189043046708024","0.249049395877484"
"Rather not true","1990","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rather not true","1990","Mecklenburg-Western Pomerania","East Germany","115","0.217177813106999","0.181215990634104","0.253139635579894"
"Rather not true","1990","Saxony","West Germany","","","",""
"Rather not true","1990","Saxony","East Germany","280","0.217054632242166","0.194916231866537","0.239193032617795"
"Rather not true","1990","Saxony-Anhalt","West Germany","","","",""
"Rather not true","1990","Saxony-Anhalt","East Germany","151","0.179117176803016","0.152694121603922","0.205540232002111"
"Rather not true","1990","Thuringia","West Germany","","","",""
"Rather not true","1990","Thuringia","East Germany","136","0.180271126089422","0.152592967764403","0.207949284414441"
"Totally disagree","1990","Schleswig-Holstein","West Germany","","","",""
"Totally disagree","1990","Schleswig-Holstein","East Germany","","","",""
"Totally disagree","1990","Hamburg","West Germany","","","",""
"Totally disagree","1990","Hamburg","East Germany","","","",""
"Totally disagree","1990","Lower Saxony","West Germany","","","",""
"Totally disagree","1990","Lower Saxony","East Germany","","","",""
"Totally disagree","1990","Bremen","West Germany","","","",""
"Totally disagree","1990","Bremen","East Germany","","","",""
"Totally disagree","1990","North Rhine-Westphalia","West Germany","","","",""
"Totally disagree","1990","North Rhine-Westphalia","East Germany","","","",""
"Totally disagree","1990","Hesse","West Germany","","","",""
"Totally disagree","1990","Hesse","East Germany","","","",""
"Totally disagree","1990","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Totally disagree","1990","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Totally disagree","1990","Baden-Württemberg","West Germany","","","",""
"Totally disagree","1990","Baden-Württemberg","East Germany","","","",""
"Totally disagree","1990","Bavaria","West Germany","","","",""
"Totally disagree","1990","Bavaria","East Germany","","","",""
"Totally disagree","1990","Berlin","West Germany","","","",""
"Totally disagree","1990","Berlin","East Germany","177","0.546730903563756","0.489923891152925","0.603537915974587"
"Totally disagree","1990","Brandenburg","West Germany","","","",""
"Totally disagree","1990","Brandenburg","East Germany","435","0.574766026640345","0.538903062402484","0.610628990878206"
"Totally disagree","1990","Mecklenburg-Western Pomerania","West Germany","","","",""
"Totally disagree","1990","Mecklenburg-Western Pomerania","East Germany","324","0.649802394932049","0.608197000688606","0.691407789175493"
"Totally disagree","1990","Saxony","West Germany","","","",""
"Totally disagree","1990","Saxony","East Germany","804","0.576703871213695","0.550170370034251","0.60323737239314"
"Totally disagree","1990","Saxony-Anhalt","West Germany","","","",""
"Totally disagree","1990","Saxony-Anhalt","East Germany","517","0.627873827584859","0.594565323521224","0.661182331648494"
"Totally disagree","1990","Thuringia","West Germany","","","",""
"Totally disagree","1990","Thuringia","East Germany","488","0.648240059822801","0.613858141095116","0.682621978550486"
"True entirely","1991","Schleswig-Holstein","West Germany","","","",""
"True entirely","1991","Schleswig-Holstein","East Germany","","","",""
"True entirely","1991","Hamburg","West Germany","","","",""
"True entirely","1991","Hamburg","East Germany","","","",""
"True entirely","1991","Lower Saxony","West Germany","","","",""
"True entirely","1991","Lower Saxony","East Germany","","","",""
"True entirely","1991","Bremen","West Germany","","","",""
"True entirely","1991","Bremen","East Germany","","","",""
"True entirely","1991","North Rhine-Westphalia","West Germany","","","",""
"True entirely","1991","North Rhine-Westphalia","East Germany","","","",""
"True entirely","1991","Hesse","West Germany","","","",""
"True entirely","1991","Hesse","East Germany","","","",""
"True entirely","1991","Rhineland-Palatinate,Saarland","West Germany","","","",""
"True entirely","1991","Rhineland-Palatinate,Saarland","East Germany","","","",""
"True entirely","1991","Baden-Württemberg","West Germany","","","",""
"True entirely","1991","Baden-Württemberg","East Germany","","","",""
"True entirely","1991","Bavaria","West Germany","1","","",""
"True entirely","1991","Bavaria","East Germany","","","",""
"True entirely","1991","Berlin","West Germany","1","","",""
"True entirely","1991","Berlin","East Germany","21","","",""
"True entirely","1991","Brandenburg","West Germany","","","",""
"True entirely","1991","Brandenburg","East Germany","45","0.0725741592835638","0.0530314685335344","0.0921168500335933"
"True entirely","1991","Mecklenburg-Western Pomerania","West Germany","","","",""
"True entirely","1991","Mecklenburg-Western Pomerania","East Germany","31","0.0649621896141899","0.0426331482445975","0.0872912309837823"
"True entirely","1991","Saxony","West Germany","","","",""
"True entirely","1991","Saxony","East Germany","106","0.0901159673903972","0.0740807835596256","0.106151151221169"
"True entirely","1991","Saxony-Anhalt","West Germany","","","",""
"True entirely","1991","Saxony-Anhalt","East Germany","69","0.095633516611255","0.0751519679112091","0.116115065311301"
"True entirely","1991","Thuringia","West Germany","","","",""
"True entirely","1991","Thuringia","East Germany","59","0.0884853249963631","0.0673254790519996","0.109645170940727"
"Tends to agree","1991","Schleswig-Holstein","West Germany","","","",""
"Tends to agree","1991","Schleswig-Holstein","East Germany","","","",""
"Tends to agree","1991","Hamburg","West Germany","","","",""
"Tends to agree","1991","Hamburg","East Germany","","","",""
"Tends to agree","1991","Lower Saxony","West Germany","1","","",""
"Tends to agree","1991","Lower Saxony","East Germany","","","",""
"Tends to agree","1991","Bremen","West Germany","","","",""
"Tends to agree","1991","Bremen","East Germany","","","",""
"Tends to agree","1991","North Rhine-Westphalia","West Germany","","","",""
"Tends to agree","1991","North Rhine-Westphalia","East Germany","","","",""
"Tends to agree","1991","Hesse","West Germany","","","",""
"Tends to agree","1991","Hesse","East Germany","","","",""
"Tends to agree","1991","Rhineland-Palatinate,Saarland","West Germany","1","","",""
"Tends to agree","1991","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Tends to agree","1991","Baden-Württemberg","West Germany","2","","",""
"Tends to agree","1991","Baden-Württemberg","East Germany","","","",""
"Tends to agree","1991","Bavaria","West Germany","","","",""
"Tends to agree","1991","Bavaria","East Germany","","","",""
"Tends to agree","1991","Berlin","West Germany","","","",""
"Tends to agree","1991","Berlin","East Germany","24","","",""
"Tends to agree","1991","Brandenburg","West Germany","","","",""
"Tends to agree","1991","Brandenburg","East Germany","62","0.120474807430937","0.0959544939076134","0.144995120954261"
"Tends to agree","1991","Mecklenburg-Western Pomerania","West Germany","","","",""
"Tends to agree","1991","Mecklenburg-Western Pomerania","East Germany","47","0.115574649657403","0.0866087482280657","0.14454055108674"
"Tends to agree","1991","Saxony","West Germany","","","",""
"Tends to agree","1991","Saxony","East Germany","111","0.108221563263474","0.090824921052253","0.125618205474695"
"Tends to agree","1991","Saxony-Anhalt","West Germany","","","",""
"Tends to agree","1991","Saxony-Anhalt","East Germany","76","0.115945446875771","0.0936481671506455","0.138242726600896"
"Tends to agree","1991","Thuringia","West Germany","","","",""
"Tends to agree","1991","Thuringia","East Germany","59","0.0959608727645918","0.0740158643312039","0.11790588119798"
"Rather not true","1991","Schleswig-Holstein","West Germany","","","",""
"Rather not true","1991","Schleswig-Holstein","East Germany","","","",""
"Rather not true","1991","Hamburg","West Germany","","","",""
"Rather not true","1991","Hamburg","East Germany","","","",""
"Rather not true","1991","Lower Saxony","West Germany","","","",""
"Rather not true","1991","Lower Saxony","East Germany","","","",""
"Rather not true","1991","Bremen","West Germany","","","",""
"Rather not true","1991","Bremen","East Germany","","","",""
"Rather not true","1991","North Rhine-Westphalia","West Germany","2","","",""
"Rather not true","1991","North Rhine-Westphalia","East Germany","","","",""
"Rather not true","1991","Hesse","West Germany","1","","",""
"Rather not true","1991","Hesse","East Germany","","","",""
"Rather not true","1991","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Rather not true","1991","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rather not true","1991","Baden-Württemberg","West Germany","4","","",""
"Rather not true","1991","Baden-Württemberg","East Germany","","","",""
"Rather not true","1991","Bavaria","West Germany","3","","",""
"Rather not true","1991","Bavaria","East Germany","","","",""
"Rather not true","1991","Berlin","West Germany","1","","",""
"Rather not true","1991","Berlin","East Germany","57","0.23836974947984","0.187451951506941","0.289287547452739"
"Rather not true","1991","Brandenburg","West Germany","","","",""
"Rather not true","1991","Brandenburg","East Germany","166","0.258570086245347","0.225588013223296","0.291552159267399"
"Rather not true","1991","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rather not true","1991","Mecklenburg-Western Pomerania","East Germany","105","0.223825750629126","0.186063331825465","0.261588169432787"
"Rather not true","1991","Saxony","West Germany","","","",""
"Rather not true","1991","Saxony","East Germany","333","0.28016320558012","0.255015253939798","0.305311157220442"
"Rather not true","1991","Saxony-Anhalt","West Germany","","","",""
"Rather not true","1991","Saxony-Anhalt","East Germany","166","0.216847418617474","0.18814715932307","0.245547677911879"
"Rather not true","1991","Thuringia","West Germany","","","",""
"Rather not true","1991","Thuringia","East Germany","165","0.251323747804209","0.219004679210001","0.283642816398417"
"Totally disagree","1991","Schleswig-Holstein","West Germany","3","","",""
"Totally disagree","1991","Schleswig-Holstein","East Germany","","","",""
"Totally disagree","1991","Hamburg","West Germany","","","",""
"Totally disagree","1991","Hamburg","East Germany","","","",""
"Totally disagree","1991","Lower Saxony","West Germany","","","",""
"Totally disagree","1991","Lower Saxony","East Germany","","","",""
"Totally disagree","1991","Bremen","West Germany","","","",""
"Totally disagree","1991","Bremen","East Germany","","","",""
"Totally disagree","1991","North Rhine-Westphalia","West Germany","5","","",""
"Totally disagree","1991","North Rhine-Westphalia","East Germany","","","",""
"Totally disagree","1991","Hesse","West Germany","4","","",""
"Totally disagree","1991","Hesse","East Germany","","","",""
"Totally disagree","1991","Rhineland-Palatinate,Saarland","West Germany","2","","",""
"Totally disagree","1991","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Totally disagree","1991","Baden-Württemberg","West Germany","2","","",""
"Totally disagree","1991","Baden-Württemberg","East Germany","","","",""
"Totally disagree","1991","Bavaria","West Germany","4","","",""
"Totally disagree","1991","Bavaria","East Germany","","","",""
"Totally disagree","1991","Berlin","West Germany","1","","",""
"Totally disagree","1991","Berlin","East Germany","167","0.575302334622726","0.516233288725806","0.634371380519646"
"Totally disagree","1991","Brandenburg","West Germany","","","",""
"Totally disagree","1991","Brandenburg","East Germany","404","0.548380947040152","0.510893914503128","0.585867979577175"
"Totally disagree","1991","Mecklenburg-Western Pomerania","West Germany","","","",""
"Totally disagree","1991","Mecklenburg-Western Pomerania","East Germany","285","0.595637410099281","0.551174116213599","0.640100703984964"
"Totally disagree","1991","Saxony","West Germany","","","",""
"Totally disagree","1991","Saxony","East Germany","675","0.521499263766009","0.493525673999147","0.54947285353287"
"Totally disagree","1991","Saxony-Anhalt","West Germany","","","",""
"Totally disagree","1991","Saxony-Anhalt","East Germany","481","0.5715736178955","0.537110093295116","0.606037142495884"
"Totally disagree","1991","Thuringia","West Germany","","","",""
"Totally disagree","1991","Thuringia","East Germany","409","0.564230054434836","0.527285384681925","0.601174724187747"
"True entirely","1992","Schleswig-Holstein","West Germany","18","","",""
"True entirely","1992","Schleswig-Holstein","East Germany","","","",""
"True entirely","1992","Hamburg","West Germany","3","","",""
"True entirely","1992","Hamburg","East Germany","","","",""
"True entirely","1992","Lower Saxony","West Germany","42","0.0608885310985009","0.0447079754530932","0.0770690867439087"
"True entirely","1992","Lower Saxony","East Germany","","","",""
"True entirely","1992","Bremen","West Germany","8","","",""
"True entirely","1992","Bremen","East Germany","","","",""
"True entirely","1992","North Rhine-Westphalia","West Germany","147","0.0867546498044416","0.0740748353237635","0.0994344642851197"
"True entirely","1992","North Rhine-Westphalia","East Germany","","","",""
"True entirely","1992","Hesse","West Germany","41","0.0740285010625438","0.0539932652232425","0.0940637369018451"
"True entirely","1992","Hesse","East Germany","","","",""
"True entirely","1992","Rhineland-Palatinate,Saarland","West Germany","34","0.0795583030287998","0.0567974217244311","0.102319184333169"
"True entirely","1992","Rhineland-Palatinate,Saarland","East Germany","","","",""
"True entirely","1992","Baden-Württemberg","West Germany","105","0.118955984494552","0.0999196638157017","0.137992305173402"
"True entirely","1992","Baden-Württemberg","East Germany","","","",""
"True entirely","1992","Bavaria","West Germany","95","0.0809753369081299","0.0661972494398281","0.0957534243764316"
"True entirely","1992","Bavaria","East Germany","","","",""
"True entirely","1992","Berlin","West Germany","12","","",""
"True entirely","1992","Berlin","East Germany","28","","",""
"True entirely","1992","Brandenburg","West Germany","","","",""
"True entirely","1992","Brandenburg","East Germany","54","0.0776557200884923","0.0573148032923598","0.0979966368846247"
"True entirely","1992","Mecklenburg-Western Pomerania","West Germany","","","",""
"True entirely","1992","Mecklenburg-Western Pomerania","East Germany","27","","",""
"True entirely","1992","Saxony","West Germany","","","",""
"True entirely","1992","Saxony","East Germany","89","0.0771382812915707","0.0617510531253938","0.0925255094577476"
"True entirely","1992","Saxony-Anhalt","West Germany","","","",""
"True entirely","1992","Saxony-Anhalt","East Germany","82","0.112917292851704","0.090663713887314","0.135170871816095"
"True entirely","1992","Thuringia","West Germany","","","",""
"True entirely","1992","Thuringia","East Germany","48","0.084219803713998","0.0633615823915073","0.105078025036489"
"Tends to agree","1992","Schleswig-Holstein","West Germany","29","","",""
"Tends to agree","1992","Schleswig-Holstein","East Germany","","","",""
"Tends to agree","1992","Hamburg","West Germany","8","","",""
"Tends to agree","1992","Hamburg","East Germany","","","",""
"Tends to agree","1992","Lower Saxony","West Germany","107","0.164506951121455","0.139420995026154","0.189592907216756"
"Tends to agree","1992","Lower Saxony","East Germany","","","",""
"Tends to agree","1992","Bremen","West Germany","11","","",""
"Tends to agree","1992","Bremen","East Germany","","","",""
"Tends to agree","1992","North Rhine-Westphalia","West Germany","169","0.0997619260376912","0.0862619224166781","0.113261929658704"
"Tends to agree","1992","North Rhine-Westphalia","East Germany","","","",""
"Tends to agree","1992","Hesse","West Germany","67","0.121689085105093","0.0966714574656101","0.146706712744575"
"Tends to agree","1992","Hesse","East Germany","","","",""
"Tends to agree","1992","Rhineland-Palatinate,Saarland","West Germany","71","0.144940409097734","0.115330224905263","0.174550593290206"
"Tends to agree","1992","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Tends to agree","1992","Baden-Württemberg","West Germany","118","0.121883549411695","0.102646446661248","0.141120652162141"
"Tends to agree","1992","Baden-Württemberg","East Germany","","","",""
"Tends to agree","1992","Bavaria","West Germany","152","0.133701854576665","0.115265261265903","0.152138447887428"
"Tends to agree","1992","Bavaria","East Germany","","","",""
"Tends to agree","1992","Berlin","West Germany","28","","",""
"Tends to agree","1992","Berlin","East Germany","21","","",""
"Tends to agree","1992","Brandenburg","West Germany","","","",""
"Tends to agree","1992","Brandenburg","East Germany","63","0.107552797864817","0.0840055914514526","0.131100004278181"
"Tends to agree","1992","Mecklenburg-Western Pomerania","West Germany","","","",""
"Tends to agree","1992","Mecklenburg-Western Pomerania","East Germany","58","0.151930666174736","0.117519582401571","0.186341749947901"
"Tends to agree","1992","Saxony","West Germany","","","",""
"Tends to agree","1992","Saxony","East Germany","120","0.123121280789134","0.104171969664086","0.142070591914181"
"Tends to agree","1992","Saxony-Anhalt","West Germany","","","",""
"Tends to agree","1992","Saxony-Anhalt","East Germany","74","0.111769036979958","0.0896145707877783","0.133923503172138"
"Tends to agree","1992","Thuringia","West Germany","","","",""
"Tends to agree","1992","Thuringia","East Germany","60","0.0989313022808853","0.0765069271747404","0.12135567738703"
"Rather not true","1992","Schleswig-Holstein","West Germany","65","0.281129311538739","0.22448988331551","0.337768739761968"
"Rather not true","1992","Schleswig-Holstein","East Germany","","","",""
"Rather not true","1992","Hamburg","West Germany","25","","",""
"Rather not true","1992","Hamburg","East Germany","","","",""
"Rather not true","1992","Lower Saxony","West Germany","232","0.276350908025393","0.246091420446285","0.3066103956045"
"Rather not true","1992","Lower Saxony","East Germany","","","",""
"Rather not true","1992","Bremen","West Germany","14","","",""
"Rather not true","1992","Bremen","East Germany","","","",""
"Rather not true","1992","North Rhine-Westphalia","West Germany","519","0.280484508132998","0.260247453778522","0.300721562487473"
"Rather not true","1992","North Rhine-Westphalia","East Germany","","","",""
"Rather not true","1992","Hesse","West Germany","182","0.280009391699801","0.24564996679908","0.314368816600522"
"Rather not true","1992","Hesse","East Germany","","","",""
"Rather not true","1992","Rhineland-Palatinate,Saarland","West Germany","125","0.229773048526738","0.194389036417656","0.26515706063582"
"Rather not true","1992","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rather not true","1992","Baden-Württemberg","West Germany","376","0.319492743595873","0.29207460665363","0.346910880538117"
"Rather not true","1992","Baden-Württemberg","East Germany","","","",""
"Rather not true","1992","Bavaria","West Germany","394","0.299628361236697","0.274812234247758","0.324444488225636"
"Rather not true","1992","Bavaria","East Germany","","","",""
"Rather not true","1992","Berlin","West Germany","56","0.272588365093468","0.21374729941519","0.331429430771746"
"Rather not true","1992","Berlin","East Germany","57","0.229896160526385","0.180611748603979","0.279180572448791"
"Rather not true","1992","Brandenburg","West Germany","","","",""
"Rather not true","1992","Brandenburg","East Germany","177","0.272997252511329","0.23913744907778","0.306857055944878"
"Rather not true","1992","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rather not true","1992","Mecklenburg-Western Pomerania","East Germany","110","0.26420480496863","0.22193708906857","0.30647252086869"
"Rather not true","1992","Saxony","West Germany","","","",""
"Rather not true","1992","Saxony","East Germany","325","0.291363817913301","0.265158672732338","0.317568963094263"
"Rather not true","1992","Saxony-Anhalt","West Germany","","","",""
"Rather not true","1992","Saxony-Anhalt","East Germany","202","0.262505954461849","0.231568368696394","0.293443540227305"
"Rather not true","1992","Thuringia","West Germany","","","",""
"Rather not true","1992","Thuringia","East Germany","188","0.286874102975557","0.252903495627215","0.320844710323899"
"Totally disagree","1992","Schleswig-Holstein","West Germany","130","0.503203976613999","0.440209641606726","0.566198311621272"
"Totally disagree","1992","Schleswig-Holstein","East Germany","","","",""
"Totally disagree","1992","Hamburg","West Germany","77","0.612680251367177","0.522862819981719","0.702497682752634"
"Totally disagree","1992","Hamburg","East Germany","","","",""
"Totally disagree","1992","Lower Saxony","West Germany","458","0.498253609754651","0.464421080514426","0.532086138994876"
"Totally disagree","1992","Lower Saxony","East Germany","","","",""
"Totally disagree","1992","Bremen","West Germany","54","0.586790114882256","0.483319933478672","0.69026029628584"
"Totally disagree","1992","Bremen","East Germany","","","",""
"Totally disagree","1992","North Rhine-Westphalia","West Germany","1058","0.532998916024869","0.510524164900352","0.555473667149387"
"Totally disagree","1992","North Rhine-Westphalia","East Germany","","","",""
"Totally disagree","1992","Hesse","West Germany","366","0.524273022132562","0.486056266373933","0.562489777891192"
"Totally disagree","1992","Hesse","East Germany","","","",""
"Totally disagree","1992","Rhineland-Palatinate,Saarland","West Germany","313","0.545728239346728","0.50384943634074","0.587607042352716"
"Totally disagree","1992","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Totally disagree","1992","Baden-Württemberg","West Germany","512","0.43966772249788","0.410481615275958","0.468853829719803"
"Totally disagree","1992","Baden-Württemberg","East Germany","","","",""
"Totally disagree","1992","Bavaria","West Germany","668","0.485694447278508","0.458619323948198","0.512769570608817"
"Totally disagree","1992","Bavaria","East Germany","","","",""
"Totally disagree","1992","Berlin","West Germany","124","0.539995388230109","0.474136731442443","0.605854045017776"
"Totally disagree","1992","Berlin","East Germany","174","0.585386512844443","0.527681685741633","0.643091339947253"
"Totally disagree","1992","Brandenburg","West Germany","","","",""
"Totally disagree","1992","Brandenburg","East Germany","371","0.541794229535362","0.503925151394433","0.579663307676291"
"Totally disagree","1992","Mecklenburg-Western Pomerania","West Germany","","","",""
"Totally disagree","1992","Mecklenburg-Western Pomerania","East Germany","223","0.522171160284404","0.474285820848782","0.570056499720025"
"Totally disagree","1992","Saxony","West Germany","","","",""
"Totally disagree","1992","Saxony","East Germany","621","0.508376620005995","0.479545192369313","0.537208047642677"
"Totally disagree","1992","Saxony-Anhalt","West Germany","","","",""
"Totally disagree","1992","Saxony-Anhalt","East Germany","419","0.512807715706488","0.477662593485821","0.547952837927156"
"Totally disagree","1992","Thuringia","West Germany","","","",""
"Totally disagree","1992","Thuringia","East Germany","385","0.52997479102956","0.492489342063195","0.567460239995925"
"True entirely","1993","Schleswig-Holstein","West Germany","24","","",""
"True entirely","1993","Schleswig-Holstein","East Germany","","","",""
"True entirely","1993","Hamburg","West Germany","4","","",""
"True entirely","1993","Hamburg","East Germany","","","",""
"True entirely","1993","Lower Saxony","West Germany","93","0.107564214868732","0.0881264834847037","0.12700194625276"
"True entirely","1993","Lower Saxony","East Germany","","","",""
"True entirely","1993","Bremen","West Germany","13","","",""
"True entirely","1993","Bremen","East Germany","","","",""
"True entirely","1993","North Rhine-Westphalia","West Germany","184","0.0784988694796995","0.0679770494884186","0.0890206894709803"
"True entirely","1993","North Rhine-Westphalia","East Germany","","","",""
"True entirely","1993","Hesse","West Germany","62","0.0938099502466306","0.0750812625438804","0.112538637949381"
"True entirely","1993","Hesse","East Germany","","","",""
"True entirely","1993","Rhineland-Palatinate,Saarland","West Germany","49","0.0956997152818733","0.0728547747700131","0.118544655793734"
"True entirely","1993","Rhineland-Palatinate,Saarland","East Germany","","","",""
"True entirely","1993","Baden-Württemberg","West Germany","128","0.0888322625072872","0.0755969731351436","0.102067551879431"
"True entirely","1993","Baden-Württemberg","East Germany","","","",""
"True entirely","1993","Bavaria","West Germany","131","0.0952013553116511","0.080909516151629","0.109493194471673"
"True entirely","1993","Bavaria","East Germany","","","",""
"True entirely","1993","Berlin","West Germany","24","","",""
"True entirely","1993","Berlin","East Germany","25","","",""
"True entirely","1993","Brandenburg","West Germany","","","",""
"True entirely","1993","Brandenburg","East Germany","48","0.0844128288643934","0.0627214336013294","0.106104224127457"
"True entirely","1993","Mecklenburg-Western Pomerania","West Germany","","","",""
"True entirely","1993","Mecklenburg-Western Pomerania","East Germany","33","0.0890760854416712","0.0613338027466561","0.116818368136686"
"True entirely","1993","Saxony","West Germany","","","",""
"True entirely","1993","Saxony","East Germany","68","0.0650128553240192","0.0505153424992176","0.0795103681488209"
"True entirely","1993","Saxony-Anhalt","West Germany","","","",""
"True entirely","1993","Saxony-Anhalt","East Germany","58","0.0878657122900899","0.0674959835268558","0.108235441053324"
"True entirely","1993","Thuringia","West Germany","","","",""
"True entirely","1993","Thuringia","East Germany","40","0.076477094980635","0.0562325218774945","0.0967216680837755"
"Tends to agree","1993","Schleswig-Holstein","West Germany","42","0.164852400210135","0.121924820958863","0.207779979461407"
"Tends to agree","1993","Schleswig-Holstein","East Germany","","","",""
"Tends to agree","1993","Hamburg","West Germany","15","","",""
"Tends to agree","1993","Hamburg","East Germany","","","",""
"Tends to agree","1993","Lower Saxony","West Germany","126","0.147519924384297","0.125271941517441","0.169767907251152"
"Tends to agree","1993","Lower Saxony","East Germany","","","",""
