"plh0189","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","Baden-Württemberg","1-pers.-HH","","","",""
"True entirely","1990","Baden-Württemberg","(Married) couple without C. ","","","",""
"True entirely","1990","Baden-Württemberg","Single parent ","","","",""
"True entirely","1990","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"True entirely","1990","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"True entirely","1990","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"True entirely","1990","Bavaria","1-pers.-HH","","","",""
"True entirely","1990","Bavaria","(Married) couple without C. ","","","",""
"True entirely","1990","Bavaria","Single parent ","","","",""
"True entirely","1990","Bavaria","Couple + C. LE 16 ","","","",""
"True entirely","1990","Bavaria","Couple + C. GT 16 ","","","",""
"True entirely","1990","Bavaria","Couple + C. LE and GT 16","","","",""
"True entirely","1990","Berlin","1-pers.-HH","11","","",""
"True entirely","1990","Berlin","(Married) couple without C. ","11","","",""
"True entirely","1990","Berlin","Single parent ","3","","",""
"True entirely","1990","Berlin","Couple + C. LE 16 ","9","","",""
"True entirely","1990","Berlin","Couple + C. GT 16 ","3","","",""
"True entirely","1990","Berlin","Couple + C. LE and GT 16","1","","",""
"True entirely","1990","Brandenburg","1-pers.-HH","10","","",""
"True entirely","1990","Brandenburg","(Married) couple without C. ","18","","",""
"True entirely","1990","Brandenburg","Single parent ","9","","",""
"True entirely","1990","Brandenburg","Couple + C. LE 16 ","27","","",""
"True entirely","1990","Brandenburg","Couple + C. GT 16 ","7","","",""
"True entirely","1990","Brandenburg","Couple + C. LE and GT 16","8","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","1-pers.-HH","4","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","1","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","Single parent ","","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","7","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","7","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","2","","",""
"True entirely","1990","Saxony","1-pers.-HH","18","","",""
"True entirely","1990","Saxony","(Married) couple without C. ","25","","",""
"True entirely","1990","Saxony","Single parent ","8","","",""
"True entirely","1990","Saxony","Couple + C. LE 16 ","26","","",""
"True entirely","1990","Saxony","Couple + C. GT 16 ","20","","",""
"True entirely","1990","Saxony","Couple + C. LE and GT 16","9","","",""
"True entirely","1990","Saxony-Anhalt","1-pers.-HH","14","","",""
"True entirely","1990","Saxony-Anhalt","(Married) couple without C. ","10","","",""
"True entirely","1990","Saxony-Anhalt","Single parent ","2","","",""
"True entirely","1990","Saxony-Anhalt","Couple + C. LE 16 ","15","","",""
"True entirely","1990","Saxony-Anhalt","Couple + C. GT 16 ","16","","",""
"True entirely","1990","Saxony-Anhalt","Couple + C. LE and GT 16","4","","",""
"True entirely","1990","Thuringia","1-pers.-HH","11","","",""
"True entirely","1990","Thuringia","(Married) couple without C. ","12","","",""
"True entirely","1990","Thuringia","Single parent ","4","","",""
"True entirely","1990","Thuringia","Couple + C. LE 16 ","11","","",""
"True entirely","1990","Thuringia","Couple + C. GT 16 ","7","","",""
"True entirely","1990","Thuringia","Couple + C. LE and GT 16","7","","",""
"Tends to agree","1990","Schleswig-Holstein","1-pers.-HH","","","",""
"Tends to agree","1990","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Tends to agree","1990","Schleswig-Holstein","Single parent ","","","",""
"Tends to agree","1990","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Tends to agree","1990","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Tends to agree","1990","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Tends to agree","1990","Hamburg","1-pers.-HH","","","",""
"Tends to agree","1990","Hamburg","(Married) couple without C. ","","","",""
"Tends to agree","1990","Hamburg","Single parent ","","","",""
"Tends to agree","1990","Hamburg","Couple + C. LE 16 ","","","",""
"Tends to agree","1990","Hamburg","Couple + C. GT 16 ","","","",""
"Tends to agree","1990","Hamburg","Couple + C. LE and GT 16","","","",""
"Tends to agree","1990","Lower Saxony","1-pers.-HH","","","",""
"Tends to agree","1990","Lower Saxony","(Married) couple without C. ","","","",""
"Tends to agree","1990","Lower Saxony","Single parent ","","","",""
"Tends to agree","1990","Lower Saxony","Couple + C. LE 16 ","","","",""
"Tends to agree","1990","Lower Saxony","Couple + C. GT 16 ","","","",""
"Tends to agree","1990","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Tends to agree","1990","Bremen","1-pers.-HH","","","",""
"Tends to agree","1990","Bremen","(Married) couple without C. ","","","",""
"Tends to agree","1990","Bremen","Single parent ","","","",""
"Tends to agree","1990","Bremen","Couple + C. LE 16 ","","","",""
"Tends to agree","1990","Bremen","Couple + C. GT 16 ","","","",""
"Tends to agree","1990","Bremen","Couple + C. LE and GT 16","","","",""
"Tends to agree","1990","North Rhine-Westphalia","1-pers.-HH","","","",""
"Tends to agree","1990","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Tends to agree","1990","North Rhine-Westphalia","Single parent ","","","",""
"Tends to agree","1990","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Tends to agree","1990","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Tends to agree","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Tends to agree","1990","Hesse","1-pers.-HH","","","",""
"Tends to agree","1990","Hesse","(Married) couple without C. ","","","",""
"Tends to agree","1990","Hesse","Single parent ","","","",""
"Tends to agree","1990","Hesse","Couple + C. LE 16 ","","","",""
"Tends to agree","1990","Hesse","Couple + C. GT 16 ","","","",""
"Tends to agree","1990","Hesse","Couple + C. LE and GT 16","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Tends to agree","1990","Baden-Württemberg","1-pers.-HH","","","",""
"Tends to agree","1990","Baden-Württemberg","(Married) couple without C. ","","","",""
"Tends to agree","1990","Baden-Württemberg","Single parent ","","","",""
"Tends to agree","1990","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Tends to agree","1990","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Tends to agree","1990","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Tends to agree","1990","Bavaria","1-pers.-HH","","","",""
"Tends to agree","1990","Bavaria","(Married) couple without C. ","","","",""
"Tends to agree","1990","Bavaria","Single parent ","","","",""
"Tends to agree","1990","Bavaria","Couple + C. LE 16 ","","","",""
"Tends to agree","1990","Bavaria","Couple + C. GT 16 ","","","",""
"Tends to agree","1990","Bavaria","Couple + C. LE and GT 16","","","",""
"Tends to agree","1990","Berlin","1-pers.-HH","8","","",""
"Tends to agree","1990","Berlin","(Married) couple without C. ","4","","",""
"Tends to agree","1990","Berlin","Single parent ","4","","",""
"Tends to agree","1990","Berlin","Couple + C. LE 16 ","3","","",""
"Tends to agree","1990","Berlin","Couple + C. GT 16 ","","","",""
"Tends to agree","1990","Berlin","Couple + C. LE and GT 16","6","","",""
"Tends to agree","1990","Brandenburg","1-pers.-HH","9","","",""
"Tends to agree","1990","Brandenburg","(Married) couple without C. ","5","","",""
"Tends to agree","1990","Brandenburg","Single parent ","5","","",""
"Tends to agree","1990","Brandenburg","Couple + C. LE 16 ","13","","",""
"Tends to agree","1990","Brandenburg","Couple + C. GT 16 ","13","","",""
"Tends to agree","1990","Brandenburg","Couple + C. LE and GT 16","5","","",""
"Tends to agree","1990","Mecklenburg-Western Pomerania","1-pers.-HH","8","","",""
"Tends to agree","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","4","","",""
"Tends to agree","1990","Mecklenburg-Western Pomerania","Single parent ","2","","",""
"Tends to agree","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","13","","",""
"Tends to agree","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","15","","",""
"Tends to agree","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","3","","",""
"Tends to agree","1990","Saxony","1-pers.-HH","29","","",""
"Tends to agree","1990","Saxony","(Married) couple without C. ","22","","",""
"Tends to agree","1990","Saxony","Single parent ","18","","",""
"Tends to agree","1990","Saxony","Couple + C. LE 16 ","27","","",""
"Tends to agree","1990","Saxony","Couple + C. GT 16 ","20","","",""
"Tends to agree","1990","Saxony","Couple + C. LE and GT 16","4","","",""
"Tends to agree","1990","Saxony-Anhalt","1-pers.-HH","17","","",""
"Tends to agree","1990","Saxony-Anhalt","(Married) couple without C. ","14","","",""
"Tends to agree","1990","Saxony-Anhalt","Single parent ","9","","",""
"Tends to agree","1990","Saxony-Anhalt","Couple + C. LE 16 ","20","","",""
"Tends to agree","1990","Saxony-Anhalt","Couple + C. GT 16 ","6","","",""
"Tends to agree","1990","Saxony-Anhalt","Couple + C. LE and GT 16","3","","",""
"Tends to agree","1990","Thuringia","1-pers.-HH","12","","",""
"Tends to agree","1990","Thuringia","(Married) couple without C. ","6","","",""
"Tends to agree","1990","Thuringia","Single parent ","4","","",""
"Tends to agree","1990","Thuringia","Couple + C. LE 16 ","15","","",""
"Tends to agree","1990","Thuringia","Couple + C. GT 16 ","15","","",""
"Tends to agree","1990","Thuringia","Couple + C. LE and GT 16","2","","",""
"Rather not true","1990","Schleswig-Holstein","1-pers.-HH","","","",""
"Rather not true","1990","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Rather not true","1990","Schleswig-Holstein","Single parent ","","","",""
"Rather not true","1990","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Rather not true","1990","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Rather not true","1990","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Rather not true","1990","Hamburg","1-pers.-HH","","","",""
"Rather not true","1990","Hamburg","(Married) couple without C. ","","","",""
"Rather not true","1990","Hamburg","Single parent ","","","",""
"Rather not true","1990","Hamburg","Couple + C. LE 16 ","","","",""
"Rather not true","1990","Hamburg","Couple + C. GT 16 ","","","",""
"Rather not true","1990","Hamburg","Couple + C. LE and GT 16","","","",""
"Rather not true","1990","Lower Saxony","1-pers.-HH","","","",""
"Rather not true","1990","Lower Saxony","(Married) couple without C. ","","","",""
"Rather not true","1990","Lower Saxony","Single parent ","","","",""
"Rather not true","1990","Lower Saxony","Couple + C. LE 16 ","","","",""
"Rather not true","1990","Lower Saxony","Couple + C. GT 16 ","","","",""
"Rather not true","1990","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Rather not true","1990","Bremen","1-pers.-HH","","","",""
"Rather not true","1990","Bremen","(Married) couple without C. ","","","",""
"Rather not true","1990","Bremen","Single parent ","","","",""
"Rather not true","1990","Bremen","Couple + C. LE 16 ","","","",""
"Rather not true","1990","Bremen","Couple + C. GT 16 ","","","",""
"Rather not true","1990","Bremen","Couple + C. LE and GT 16","","","",""
"Rather not true","1990","North Rhine-Westphalia","1-pers.-HH","","","",""
"Rather not true","1990","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Rather not true","1990","North Rhine-Westphalia","Single parent ","","","",""
"Rather not true","1990","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Rather not true","1990","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Rather not true","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Rather not true","1990","Hesse","1-pers.-HH","","","",""
"Rather not true","1990","Hesse","(Married) couple without C. ","","","",""
"Rather not true","1990","Hesse","Single parent ","","","",""
"Rather not true","1990","Hesse","Couple + C. LE 16 ","","","",""
"Rather not true","1990","Hesse","Couple + C. GT 16 ","","","",""
"Rather not true","1990","Hesse","Couple + C. LE and GT 16","","","",""
"Rather not true","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Rather not true","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Rather not true","1990","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Rather not true","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Rather not true","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Rather not true","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Rather not true","1990","Baden-Württemberg","1-pers.-HH","","","",""
"Rather not true","1990","Baden-Württemberg","(Married) couple without C. ","","","",""
"Rather not true","1990","Baden-Württemberg","Single parent ","","","",""
"Rather not true","1990","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Rather not true","1990","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Rather not true","1990","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Rather not true","1990","Bavaria","1-pers.-HH","","","",""
"Rather not true","1990","Bavaria","(Married) couple without C. ","","","",""
"Rather not true","1990","Bavaria","Single parent ","","","",""
"Rather not true","1990","Bavaria","Couple + C. LE 16 ","","","",""
"Rather not true","1990","Bavaria","Couple + C. GT 16 ","","","",""
"Rather not true","1990","Bavaria","Couple + C. LE and GT 16","","","",""
"Rather not true","1990","Berlin","1-pers.-HH","11","","",""
"Rather not true","1990","Berlin","(Married) couple without C. ","6","","",""
"Rather not true","1990","Berlin","Single parent ","2","","",""
"Rather not true","1990","Berlin","Couple + C. LE 16 ","25","","",""
"Rather not true","1990","Berlin","Couple + C. GT 16 ","3","","",""
"Rather not true","1990","Berlin","Couple + C. LE and GT 16","2","","",""
"Rather not true","1990","Brandenburg","1-pers.-HH","16","","",""
"Rather not true","1990","Brandenburg","(Married) couple without C. ","28","","",""
"Rather not true","1990","Brandenburg","Single parent ","7","","",""
"Rather not true","1990","Brandenburg","Couple + C. LE 16 ","42","0.161519918524295","0.115438645593625","0.207601191454964"
"Rather not true","1990","Brandenburg","Couple + C. GT 16 ","41","0.29466981806703","0.220720235857207","0.368619400276853"
"Rather not true","1990","Brandenburg","Couple + C. LE and GT 16","15","","",""
"Rather not true","1990","Mecklenburg-Western Pomerania","1-pers.-HH","6","","",""
"Rather not true","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","13","","",""
"Rather not true","1990","Mecklenburg-Western Pomerania","Single parent ","5","","",""
"Rather not true","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","34","0.194466911853482","0.133706761516524","0.25522706219044"
"Rather not true","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","42","0.292878791336228","0.216674627712641","0.369082954959816"
"Rather not true","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","11","","",""
"Rather not true","1990","Saxony","1-pers.-HH","27","","",""
"Rather not true","1990","Saxony","(Married) couple without C. ","54","0.186154091161654","0.143640524632635","0.228667657690673"
"Rather not true","1990","Saxony","Single parent ","17","","",""
"Rather not true","1990","Saxony","Couple + C. LE 16 ","80","0.181484108240371","0.145471497101206","0.217496719379536"
"Rather not true","1990","Saxony","Couple + C. GT 16 ","49","0.23417852651494","0.176902121948073","0.291454931081807"
"Rather not true","1990","Saxony","Couple + C. LE and GT 16","18","","",""
"Rather not true","1990","Saxony-Anhalt","1-pers.-HH","11","","",""
"Rather not true","1990","Saxony-Anhalt","(Married) couple without C. ","29","","",""
"Rather not true","1990","Saxony-Anhalt","Single parent ","12","","",""
"Rather not true","1990","Saxony-Anhalt","Couple + C. LE 16 ","51","0.185531225329668","0.139163911723947","0.231898538935388"
"Rather not true","1990","Saxony-Anhalt","Couple + C. GT 16 ","31","0.186400137700765","0.125869105954331","0.2469311694472"
"Rather not true","1990","Saxony-Anhalt","Couple + C. LE and GT 16","8","","",""
"Rather not true","1990","Thuringia","1-pers.-HH","11","","",""
"Rather not true","1990","Thuringia","(Married) couple without C. ","29","","",""
"Rather not true","1990","Thuringia","Single parent ","7","","",""
"Rather not true","1990","Thuringia","Couple + C. LE 16 ","33","0.115262889094684","0.0754382831591345","0.155087495030234"
"Rather not true","1990","Thuringia","Couple + C. GT 16 ","28","","",""
"Rather not true","1990","Thuringia","Couple + C. LE and GT 16","10","","",""
"Totally disagree","1990","Schleswig-Holstein","1-pers.-HH","","","",""
"Totally disagree","1990","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Totally disagree","1990","Schleswig-Holstein","Single parent ","","","",""
"Totally disagree","1990","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Totally disagree","1990","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Totally disagree","1990","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Totally disagree","1990","Hamburg","1-pers.-HH","","","",""
"Totally disagree","1990","Hamburg","(Married) couple without C. ","","","",""
"Totally disagree","1990","Hamburg","Single parent ","","","",""
"Totally disagree","1990","Hamburg","Couple + C. LE 16 ","","","",""
"Totally disagree","1990","Hamburg","Couple + C. GT 16 ","","","",""
"Totally disagree","1990","Hamburg","Couple + C. LE and GT 16","","","",""
"Totally disagree","1990","Lower Saxony","1-pers.-HH","","","",""
"Totally disagree","1990","Lower Saxony","(Married) couple without C. ","","","",""
"Totally disagree","1990","Lower Saxony","Single parent ","","","",""
"Totally disagree","1990","Lower Saxony","Couple + C. LE 16 ","","","",""
"Totally disagree","1990","Lower Saxony","Couple + C. GT 16 ","","","",""
"Totally disagree","1990","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Totally disagree","1990","Bremen","1-pers.-HH","","","",""
"Totally disagree","1990","Bremen","(Married) couple without C. ","","","",""
"Totally disagree","1990","Bremen","Single parent ","","","",""
"Totally disagree","1990","Bremen","Couple + C. LE 16 ","","","",""
"Totally disagree","1990","Bremen","Couple + C. GT 16 ","","","",""
"Totally disagree","1990","Bremen","Couple + C. LE and GT 16","","","",""
"Totally disagree","1990","North Rhine-Westphalia","1-pers.-HH","","","",""
"Totally disagree","1990","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Totally disagree","1990","North Rhine-Westphalia","Single parent ","","","",""
"Totally disagree","1990","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Totally disagree","1990","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Totally disagree","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Totally disagree","1990","Hesse","1-pers.-HH","","","",""
"Totally disagree","1990","Hesse","(Married) couple without C. ","","","",""
"Totally disagree","1990","Hesse","Single parent ","","","",""
"Totally disagree","1990","Hesse","Couple + C. LE 16 ","","","",""
"Totally disagree","1990","Hesse","Couple + C. GT 16 ","","","",""
"Totally disagree","1990","Hesse","Couple + C. LE and GT 16","","","",""
"Totally disagree","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Totally disagree","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Totally disagree","1990","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Totally disagree","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Totally disagree","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Totally disagree","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Totally disagree","1990","Baden-Württemberg","1-pers.-HH","","","",""
"Totally disagree","1990","Baden-Württemberg","(Married) couple without C. ","","","",""
"Totally disagree","1990","Baden-Württemberg","Single parent ","","","",""
"Totally disagree","1990","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Totally disagree","1990","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Totally disagree","1990","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Totally disagree","1990","Bavaria","1-pers.-HH","","","",""
"Totally disagree","1990","Bavaria","(Married) couple without C. ","","","",""
"Totally disagree","1990","Bavaria","Single parent ","","","",""
"Totally disagree","1990","Bavaria","Couple + C. LE 16 ","","","",""
"Totally disagree","1990","Bavaria","Couple + C. GT 16 ","","","",""
"Totally disagree","1990","Bavaria","Couple + C. LE and GT 16","","","",""
"Totally disagree","1990","Berlin","1-pers.-HH","10","","",""
"Totally disagree","1990","Berlin","(Married) couple without C. ","40","0.674691442245407","0.557124961420941","0.792257923069873"
"Totally disagree","1990","Berlin","Single parent ","8","","",""
"Totally disagree","1990","Berlin","Couple + C. LE 16 ","74","0.660793086548627","0.572718280702462","0.748867892394791"
"Totally disagree","1990","Berlin","Couple + C. GT 16 ","23","","",""
"Totally disagree","1990","Berlin","Couple + C. LE and GT 16","19","","",""
"Totally disagree","1990","Brandenburg","1-pers.-HH","15","","",""
"Totally disagree","1990","Brandenburg","(Married) couple without C. ","99","0.669158875220592","0.593862021936743","0.74445572850444"
"Totally disagree","1990","Brandenburg","Single parent ","9","","",""
"Totally disagree","1990","Brandenburg","Couple + C. LE 16 ","163","0.686270359016089","0.628168444127587","0.744372273904591"
"Totally disagree","1990","Brandenburg","Couple + C. GT 16 ","85","0.563138921283116","0.482684278238384","0.643593564327848"
"Totally disagree","1990","Brandenburg","Couple + C. LE and GT 16","39","0.556432068060672","0.437473196530674","0.675390939590671"
"Totally disagree","1990","Mecklenburg-Western Pomerania","1-pers.-HH","11","","",""
"Totally disagree","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","80","0.803532005753897","0.724866824280672","0.882197187227122"
"Totally disagree","1990","Mecklenburg-Western Pomerania","Single parent ","9","","",""
"Totally disagree","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","109","0.700549788873989","0.630236711842415","0.770862865905563"
"Totally disagree","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","73","0.55192150766423","0.468648640943759","0.635194374384702"
"Totally disagree","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","20","","",""
"Totally disagree","1990","Saxony","1-pers.-HH","25","","",""
"Totally disagree","1990","Saxony","(Married) couple without C. ","221","0.663550139703203","0.611942118918002","0.715158160488404"
"Totally disagree","1990","Saxony","Single parent ","11","","",""
"Totally disagree","1990","Saxony","Couple + C. LE 16 ","307","0.701554281304366","0.658799462619644","0.744309099989088"
"Totally disagree","1990","Saxony","Couple + C. GT 16 ","121","0.583632900145548","0.516960432511796","0.650305367779301"
"Totally disagree","1990","Saxony","Couple + C. LE and GT 16","50","0.644839751797264","0.540621530184009","0.749057973410519"
"Totally disagree","1990","Saxony-Anhalt","1-pers.-HH","28","","",""
"Totally disagree","1990","Saxony-Anhalt","(Married) couple without C. ","105","0.676715519106695","0.603784036186314","0.749647002027076"
"Totally disagree","1990","Saxony-Anhalt","Single parent ","17","","",""
"Totally disagree","1990","Saxony-Anhalt","Couple + C. LE 16 ","184","0.671490286706624","0.615468083567042","0.727512489846206"
"Totally disagree","1990","Saxony-Anhalt","Couple + C. GT 16 ","106","0.694303906878721","0.622694631749167","0.765913182008274"
"Totally disagree","1990","Saxony-Anhalt","Couple + C. LE and GT 16","39","0.710910597208722","0.589997097611119","0.831824096806325"
"Totally disagree","1990","Thuringia","1-pers.-HH","13","","",""
"Totally disagree","1990","Thuringia","(Married) couple without C. ","114","0.720901747245933","0.651614748312397","0.79018874617947"
"Totally disagree","1990","Thuringia","Single parent ","15","","",""
"Totally disagree","1990","Thuringia","Couple + C. LE 16 ","188","0.776084938842521","0.724097802518274","0.828072075166769"
"Totally disagree","1990","Thuringia","Couple + C. GT 16 ","89","0.656427225340885","0.577478821391507","0.735375629290263"
"Totally disagree","1990","Thuringia","Couple + C. LE and GT 16","34","0.669898900322603","0.543297568555522","0.796500232089683"
"True entirely","1991","Schleswig-Holstein","1-pers.-HH","","","",""
"True entirely","1991","Schleswig-Holstein","(Married) couple without C. ","","","",""
"True entirely","1991","Schleswig-Holstein","Single parent ","","","",""
"True entirely","1991","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"True entirely","1991","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"True entirely","1991","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"True entirely","1991","Hamburg","1-pers.-HH","","","",""
"True entirely","1991","Hamburg","(Married) couple without C. ","","","",""
"True entirely","1991","Hamburg","Single parent ","","","",""
"True entirely","1991","Hamburg","Couple + C. LE 16 ","","","",""
"True entirely","1991","Hamburg","Couple + C. GT 16 ","","","",""
"True entirely","1991","Hamburg","Couple + C. LE and GT 16","","","",""
"True entirely","1991","Lower Saxony","1-pers.-HH","","","",""
"True entirely","1991","Lower Saxony","(Married) couple without C. ","","","",""
"True entirely","1991","Lower Saxony","Single parent ","","","",""
"True entirely","1991","Lower Saxony","Couple + C. LE 16 ","","","",""
