"plh0189","year","age_gr","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","16-34 y.","135","0.0780808480057879","0.065285504618616","0.0908761913929598"
"True entirely","1990","35-65 y.","195","0.0914248030818114","0.0796230098455379","0.103226596318085"
"True entirely","1990","66 and older","54","0.140160415452799","0.107424263860807","0.172896567044791"
"Tends to agree","1990","16-34 y.","145","0.0912438766703903","0.07751108582227","0.104976667518511"
"Tends to agree","1990","35-65 y.","179","0.0875104113521531","0.0759391855633293","0.0990816371409769"
"Tends to agree","1990","66 and older","72","0.170498561246366","0.135035587649921","0.205961534842812"
"Rather not true","1990","16-34 y.","388","0.227381340661005","0.207392239131815","0.247370442190195"
"Rather not true","1990","35-65 y.","411","0.180288593725323","0.164546947019211","0.196030240431435"
"Rather not true","1990","66 and older","88","0.204070013648915","0.166065669008082","0.242074358289748"
"Totally disagree","1990","16-34 y.","1021","0.603293934662817","0.579962998463817","0.626624870861817"
"Totally disagree","1990","35-65 y.","1506","0.640776191840712","0.62113032092163","0.660422062759794"
"Totally disagree","1990","66 and older","218","0.485271009651919","0.438142065987216","0.532399953316623"
"True entirely","1991","16-34 y.","98","0.0582348190857852","0.0465308651617471","0.0699387730098234"
"True entirely","1991","35-65 y.","185","0.0856055085537623","0.0739698366139801","0.0972411804935446"
"True entirely","1991","66 and older","50","0.135012941989291","0.101606704081989","0.168419179896593"
"Tends to agree","1991","16-34 y.","120","0.08482566429723","0.0709009762557911","0.0987503523386689"
"Tends to agree","1991","35-65 y.","196","0.109412489715948","0.0964303714203034","0.122394608011593"
"Tends to agree","1991","66 and older","67","0.165443078556638","0.129119607105843","0.201766550007433"
"Rather not true","1991","16-34 y.","423","0.282454594453218","0.259955297951022","0.304953890955414"
"Rather not true","1991","35-65 y.","475","0.222033029210056","0.204748275991883","0.23931778242823"
"Rather not true","1991","66 and older","105","0.276975160633509","0.23322979158066","0.320720529686358"
"Totally disagree","1991","16-34 y.","897","0.574484922163766","0.549775265131636","0.599194579195897"
"Totally disagree","1991","35-65 y.","1365","0.582948972520233","0.562442843757706","0.60345510128276"
"Totally disagree","1991","66 and older","180","0.422568818820562","0.374281409651786","0.470856227989338"
"True entirely","1992","16-34 y.","186","0.0449385827707522","0.0384672948939543","0.0514098706475502"
"True entirely","1992","35-65 y.","494","0.0930797403335923","0.0854917127432416","0.100667767923943"
"True entirely","1992","66 and older","153","0.128608210836942","0.111196357563743","0.146020064110141"
"Tends to agree","1992","16-34 y.","337","0.0964578974981056","0.0872362508634648","0.105679544132746"
"Tends to agree","1992","35-65 y.","563","0.107437096038403","0.0993496142629446","0.115524577813861"
"Tends to agree","1992","66 and older","256","0.205524396054186","0.184507145962935","0.226541646145437"
"Rather not true","1992","16-34 y.","1290","0.341830111713269","0.327013819093803","0.356646404332734"
"Rather not true","1992","35-65 y.","1418","0.261991508052567","0.250507564348242","0.273475451756892"
"Rather not true","1992","66 and older","339","0.23118065791277","0.209253021728435","0.253108294097105"
"Totally disagree","1992","16-34 y.","2124","0.516773408017873","0.501163840331367","0.53238297570438"
"Totally disagree","1992","35-65 y.","3157","0.537491655575438","0.524470113535695","0.550513197615182"
"Totally disagree","1992","66 and older","672","0.434686735196101","0.408903542129668","0.460469928262535"
"True entirely","1993","16-34 y.","276","0.0590829775490724","0.052477889783654","0.0656880653144908"
"True entirely","1993","35-65 y.","533","0.0857636896479683","0.0790687846945387","0.0924585946013978"
"True entirely","1993","66 and older","175","0.147934540597339","0.129858834840149","0.16601024635453"
"Tends to agree","1993","16-34 y.","558","0.123184063299906","0.113977379598603","0.132390747001209"
"Tends to agree","1993","35-65 y.","829","0.129565537042298","0.121536263697822","0.137594810386775"
"Tends to agree","1993","66 and older","259","0.188742651190627","0.168820403436507","0.208664898944747"
"Rather not true","1993","16-34 y.","1439","0.312345618032679","0.299362632919696","0.325328603145663"
"Rather not true","1993","35-65 y.","1815","0.281457735513576","0.270705563385321","0.29220990764183"
"Rather not true","1993","66 and older","383","0.251179784347942","0.229099477166247","0.273260091529637"
"Totally disagree","1993","16-34 y.","2622","0.505387341118342","0.49138126325475","0.519393418981935"
"Totally disagree","1993","35-65 y.","3543","0.503213037796158","0.491258728405296","0.515167347187019"
"Totally disagree","1993","66 and older","665","0.412143023864092","0.387082865913633","0.437203181814551"
"True entirely","1994","16-34 y.","","","",""
"True entirely","1994","35-65 y.","","","",""
"True entirely","1994","66 and older","","","",""
"Tends to agree","1994","16-34 y.","","","",""
"Tends to agree","1994","35-65 y.","","","",""
"Tends to agree","1994","66 and older","","","",""
"Rather not true","1994","16-34 y.","","","",""
"Rather not true","1994","35-65 y.","","","",""
"Rather not true","1994","66 and older","","","",""
"Totally disagree","1994","16-34 y.","","","",""
"Totally disagree","1994","35-65 y.","","","",""
"Totally disagree","1994","66 and older","","","",""
"True entirely","1995","16-34 y.","266","0.0542497717033827","0.0479256542629105","0.0605738891438549"
"True entirely","1995","35-65 y.","482","0.0853498224950588","0.0787187354888673","0.0919809095012503"
"True entirely","1995","66 and older","177","0.146002436456198","0.128378039268701","0.163626833643694"
"Tends to agree","1995","16-34 y.","559","0.127009922904526","0.117713064397457","0.136306781411595"
"Tends to agree","1995","35-65 y.","856","0.133351173047367","0.125282987066344","0.14141935902839"
"Tends to agree","1995","66 and older","278","0.201027450661557","0.181024248879898","0.221030652443216"
"Rather not true","1995","16-34 y.","1742","0.37713878951979","0.363606883105803","0.390670695933778"
"Rather not true","1995","35-65 y.","2108","0.322244516549363","0.311153146590988","0.333335886507738"
"Rather not true","1995","66 and older","406","0.254270367273437","0.232536126207723","0.276004608339151"
"Totally disagree","1995","16-34 y.","2361","0.441601515872301","0.42773714604482","0.455465885699781"
"Totally disagree","1995","35-65 y.","3374","0.459054487908211","0.44722775514743","0.470881220668993"
"Totally disagree","1995","66 and older","681","0.398699745608808","0.374261243852227","0.423138247365389"
"True entirely","1996","16-34 y.","201","0.04084670847778","0.0352278504519979","0.0464655665035621"
"True entirely","1996","35-65 y.","454","0.0757633394293165","0.0694506073946688","0.0820760714639642"
"True entirely","1996","66 and older","166","0.126169708420617","0.10972435127093","0.142615065570303"
"Tends to agree","1996","16-34 y.","575","0.133890979046353","0.124224073956517","0.143557884136189"
"Tends to agree","1996","35-65 y.","792","0.130481794270141","0.122446338694062","0.13851724984622"
"Tends to agree","1996","66 and older","272","0.189452955822241","0.170044453759087","0.208861457885394"
"Rather not true","1996","16-34 y.","1699","0.37768563173176","0.363923184688594","0.391448078774925"
"Rather not true","1996","35-65 y.","2191","0.328549956969275","0.317345165846506","0.339754748092045"
"Rather not true","1996","66 and older","425","0.279042777041651","0.25682797981347","0.301257574269831"
"Totally disagree","1996","16-34 y.","2292","0.447576680744108","0.433461214032396","0.461692147455819"
"Totally disagree","1996","35-65 y.","3313","0.465204909331267","0.453305865750799","0.477103952911735"
"Totally disagree","1996","66 and older","703","0.405334558715492","0.381018377071815","0.429650740359169"
"True entirely","1997","16-34 y.","202","0.0483036346573956","0.0421211049187001","0.0544861643960911"
"True entirely","1997","35-65 y.","462","0.0843179578962419","0.0776320557527386","0.0910038600397453"
"True entirely","1997","66 and older","160","0.138217484310672","0.121210583341672","0.155224385279673"
"Tends to agree","1997","16-34 y.","481","0.111222156896015","0.102156080604357","0.120288233187672"
"Tends to agree","1997","35-65 y.","741","0.127813696707065","0.119779897804108","0.135847495610022"
"Tends to agree","1997","66 and older","256","0.181705669907369","0.162704345966612","0.200706993848125"
"Rather not true","1997","16-34 y.","1607","0.368905175348281","0.354991822902767","0.382818527793795"
"Rather not true","1997","35-65 y.","1969","0.290578885076514","0.279654130000946","0.301503640152081"
