"plh0189","year","age_gr","n","percent","lower_confidence","upper_confidence"
"Rather not true","1997","66 and older","407","0.251936111736595","0.230543716798243","0.273328506674946"
"Totally disagree","1997","16-34 y.","2330","0.471569033098309","0.457174622975619","0.485963443220999"
"Totally disagree","1997","35-65 y.","3463","0.49728946032018","0.485258750545786","0.509320170094573"
"Totally disagree","1997","66 and older","759","0.428140734045364","0.403757982836235","0.452523485254493"
"True entirely","1998","16-34 y.","","","",""
"True entirely","1998","35-65 y.","","","",""
"True entirely","1998","66 and older","","","",""
"Tends to agree","1998","16-34 y.","","","",""
"Tends to agree","1998","35-65 y.","","","",""
"Tends to agree","1998","66 and older","","","",""
"Rather not true","1998","16-34 y.","","","",""
"Rather not true","1998","35-65 y.","","","",""
"Rather not true","1998","66 and older","","","",""
"Totally disagree","1998","16-34 y.","","","",""
"Totally disagree","1998","35-65 y.","","","",""
"Totally disagree","1998","66 and older","","","",""
"True entirely","1999","16-34 y.","","","",""
"True entirely","1999","35-65 y.","","","",""
"True entirely","1999","66 and older","","","",""
"Tends to agree","1999","16-34 y.","","","",""
"Tends to agree","1999","35-65 y.","","","",""
"Tends to agree","1999","66 and older","","","",""
"Rather not true","1999","16-34 y.","","","",""
"Rather not true","1999","35-65 y.","","","",""
"Rather not true","1999","66 and older","","","",""
"Totally disagree","1999","16-34 y.","","","",""
"Totally disagree","1999","35-65 y.","","","",""
"Totally disagree","1999","66 and older","","","",""
"True entirely","2000","16-34 y.","","","",""
"True entirely","2000","35-65 y.","","","",""
"True entirely","2000","66 and older","","","",""
"Tends to agree","2000","16-34 y.","","","",""
"Tends to agree","2000","35-65 y.","","","",""
"Tends to agree","2000","66 and older","","","",""
"Rather not true","2000","16-34 y.","","","",""
"Rather not true","2000","35-65 y.","","","",""
"Rather not true","2000","66 and older","","","",""
"Totally disagree","2000","16-34 y.","","","",""
"Totally disagree","2000","35-65 y.","","","",""
"Totally disagree","2000","66 and older","","","",""
"True entirely","2001","16-34 y.","","","",""
"True entirely","2001","35-65 y.","","","",""
"True entirely","2001","66 and older","","","",""
"Tends to agree","2001","16-34 y.","","","",""
"Tends to agree","2001","35-65 y.","","","",""
"Tends to agree","2001","66 and older","","","",""
"Rather not true","2001","16-34 y.","","","",""
"Rather not true","2001","35-65 y.","","","",""
"Rather not true","2001","66 and older","","","",""
"Totally disagree","2001","16-34 y.","","","",""
"Totally disagree","2001","35-65 y.","","","",""
"Totally disagree","2001","66 and older","","","",""
"True entirely","2002","16-34 y.","","","",""
"True entirely","2002","35-65 y.","","","",""
"True entirely","2002","66 and older","","","",""
"Tends to agree","2002","16-34 y.","","","",""
"Tends to agree","2002","35-65 y.","","","",""
"Tends to agree","2002","66 and older","","","",""
"Rather not true","2002","16-34 y.","","","",""
"Rather not true","2002","35-65 y.","","","",""
"Rather not true","2002","66 and older","","","",""
"Totally disagree","2002","16-34 y.","","","",""
"Totally disagree","2002","35-65 y.","","","",""
"Totally disagree","2002","66 and older","","","",""
"True entirely","2003","16-34 y.","","","",""
"True entirely","2003","35-65 y.","","","",""
"True entirely","2003","66 and older","","","",""
"Tends to agree","2003","16-34 y.","","","",""
"Tends to agree","2003","35-65 y.","","","",""
"Tends to agree","2003","66 and older","","","",""
"Rather not true","2003","16-34 y.","","","",""
"Rather not true","2003","35-65 y.","","","",""
"Rather not true","2003","66 and older","","","",""
"Totally disagree","2003","16-34 y.","","","",""
"Totally disagree","2003","35-65 y.","","","",""
"Totally disagree","2003","66 and older","","","",""
"True entirely","2004","16-34 y.","","","",""
"True entirely","2004","35-65 y.","","","",""
"True entirely","2004","66 and older","","","",""
"Tends to agree","2004","16-34 y.","","","",""
"Tends to agree","2004","35-65 y.","","","",""
"Tends to agree","2004","66 and older","","","",""
"Rather not true","2004","16-34 y.","","","",""
"Rather not true","2004","35-65 y.","","","",""
"Rather not true","2004","66 and older","","","",""
"Totally disagree","2004","16-34 y.","","","",""
"Totally disagree","2004","35-65 y.","","","",""
"Totally disagree","2004","66 and older","","","",""
"True entirely","2005","16-34 y.","","","",""
"True entirely","2005","35-65 y.","","","",""
"True entirely","2005","66 and older","","","",""
"Tends to agree","2005","16-34 y.","","","",""
"Tends to agree","2005","35-65 y.","","","",""
"Tends to agree","2005","66 and older","","","",""
"Rather not true","2005","16-34 y.","","","",""
"Rather not true","2005","35-65 y.","","","",""
"Rather not true","2005","66 and older","","","",""
"Totally disagree","2005","16-34 y.","","","",""
"Totally disagree","2005","35-65 y.","","","",""
"Totally disagree","2005","66 and older","","","",""
"True entirely","2006","16-34 y.","","","",""
"True entirely","2006","35-65 y.","","","",""
"True entirely","2006","66 and older","","","",""
"Tends to agree","2006","16-34 y.","","","",""
"Tends to agree","2006","35-65 y.","","","",""
"Tends to agree","2006","66 and older","","","",""
"Rather not true","2006","16-34 y.","","","",""
"Rather not true","2006","35-65 y.","","","",""
"Rather not true","2006","66 and older","","","",""
"Totally disagree","2006","16-34 y.","","","",""
"Totally disagree","2006","35-65 y.","","","",""
"Totally disagree","2006","66 and older","","","",""
"True entirely","2007","16-34 y.","","","",""
"True entirely","2007","35-65 y.","","","",""
"True entirely","2007","66 and older","","","",""
"Tends to agree","2007","16-34 y.","","","",""
"Tends to agree","2007","35-65 y.","","","",""
"Tends to agree","2007","66 and older","","","",""
"Rather not true","2007","16-34 y.","","","",""
"Rather not true","2007","35-65 y.","","","",""
"Rather not true","2007","66 and older","","","",""
"Totally disagree","2007","16-34 y.","","","",""
"Totally disagree","2007","35-65 y.","","","",""
"Totally disagree","2007","66 and older","","","",""
"True entirely","2008","16-34 y.","193","0.0554587531588674","0.0486698167626742","0.0622476895550605"
"True entirely","2008","35-65 y.","580","0.0690695959609786","0.0642546234748263","0.0738845684471308"
"True entirely","2008","66 and older","430","0.113450491953079","0.104010793035406","0.122890190870752"
"Tends to agree","2008","16-34 y.","604","0.141993264949631","0.13163980646355","0.152346723435713"
"Tends to agree","2008","35-65 y.","1354","0.151000034012276","0.144201205238095","0.157798862786457"
"Tends to agree","2008","66 and older","634","0.172830270137715","0.161576172590072","0.184084367685358"
"Rather not true","2008","16-34 y.","1879","0.435120655904742","0.420414846849059","0.449826464960426"
"Rather not true","2008","35-65 y.","4204","0.398443397700553","0.38914702961522","0.407739765785885"
"Rather not true","2008","66 and older","1447","0.331901137938467","0.317885005548783","0.345917270328152"
"Totally disagree","2008","16-34 y.","1690","0.367427325986759","0.353126959585009","0.381727692388509"
"Totally disagree","2008","35-65 y.","4516","0.381486972326193","0.372263254120618","0.390710690531768"
"Totally disagree","2008","66 and older","1825","0.381818099970739","0.367357382108099","0.396278817833379"
"True entirely","2009","16-34 y.","","","",""
"True entirely","2009","35-65 y.","","","",""
"True entirely","2009","66 and older","","","",""
"Tends to agree","2009","16-34 y.","","","",""
"Tends to agree","2009","35-65 y.","","","",""
"Tends to agree","2009","66 and older","","","",""
"Rather not true","2009","16-34 y.","","","",""
"Rather not true","2009","35-65 y.","","","",""
"Rather not true","2009","66 and older","","","",""
"Totally disagree","2009","16-34 y.","","","",""
"Totally disagree","2009","35-65 y.","","","",""
"Totally disagree","2009","66 and older","","","",""
"True entirely","2010","16-34 y.","","","",""
"True entirely","2010","35-65 y.","","","",""
"True entirely","2010","66 and older","","","",""
"Tends to agree","2010","16-34 y.","","","",""
"Tends to agree","2010","35-65 y.","","","",""
"Tends to agree","2010","66 and older","","","",""
"Rather not true","2010","16-34 y.","","","",""
"Rather not true","2010","35-65 y.","","","",""
"Rather not true","2010","66 and older","","","",""
"Totally disagree","2010","16-34 y.","","","",""
"Totally disagree","2010","35-65 y.","","","",""
"Totally disagree","2010","66 and older","","","",""
"True entirely","2011","16-34 y.","","","",""
"True entirely","2011","35-65 y.","","","",""
"True entirely","2011","66 and older","","","",""
"Tends to agree","2011","16-34 y.","","","",""
"Tends to agree","2011","35-65 y.","","","",""
"Tends to agree","2011","66 and older","","","",""
"Rather not true","2011","16-34 y.","","","",""
"Rather not true","2011","35-65 y.","","","",""
"Rather not true","2011","66 and older","","","",""
"Totally disagree","2011","16-34 y.","","","",""
"Totally disagree","2011","35-65 y.","","","",""
"Totally disagree","2011","66 and older","","","",""
"True entirely","2012","16-34 y.","","","",""
"True entirely","2012","35-65 y.","","","",""
"True entirely","2012","66 and older","","","",""
"Tends to agree","2012","16-34 y.","","","",""
"Tends to agree","2012","35-65 y.","","","",""
"Tends to agree","2012","66 and older","","","",""
"Rather not true","2012","16-34 y.","","","",""
"Rather not true","2012","35-65 y.","","","",""
"Rather not true","2012","66 and older","","","",""
"Totally disagree","2012","16-34 y.","","","",""
"Totally disagree","2012","35-65 y.","","","",""
"Totally disagree","2012","66 and older","","","",""
"True entirely","2013","16-34 y.","111","0.0342422262588436","0.02838111804007","0.0401033344776171"
"True entirely","2013","35-65 y.","446","0.0486594459574588","0.0444893429589691","0.0528295489559485"
"True entirely","2013","66 and older","334","0.0748084185153693","0.0674979935895625","0.0821188434411761"
"Tends to agree","2013","16-34 y.","359","0.096879365662309","0.0873458482656424","0.106412883058976"
"Tends to agree","2013","35-65 y.","1083","0.116177346584274","0.10996667609841","0.122388017070138"
"Tends to agree","2013","66 and older","691","0.157337413530839","0.147219419758638","0.16745540730304"
"Rather not true","2013","16-34 y.","1628","0.445493199796608","0.429474081245448","0.461512318347768"
"Rather not true","2013","35-65 y.","4084","0.414087296166879","0.404540500934363","0.423634091399395"
"Rather not true","2013","66 and older","1733","0.358616265597199","0.345289476914718","0.37194305427968"
"Totally disagree","2013","16-34 y.","1600","0.423385208282239","0.407460357645621","0.439310058918857"
"Totally disagree","2013","35-65 y.","4613","0.421075911291388","0.411506478298116","0.43064534428466"
"Totally disagree","2013","66 and older","2217","0.409237902356593","0.395574911258232","0.422900893454954"
"True entirely","2014","16-34 y.","","","",""
"True entirely","2014","35-65 y.","","","",""
"True entirely","2014","66 and older","","","",""
"Tends to agree","2014","16-34 y.","","","",""
"Tends to agree","2014","35-65 y.","","","",""
"Tends to agree","2014","66 and older","","","",""
"Rather not true","2014","16-34 y.","","","",""
"Rather not true","2014","35-65 y.","","","",""
"Rather not true","2014","66 and older","","","",""
"Totally disagree","2014","16-34 y.","","","",""
"Totally disagree","2014","35-65 y.","","","",""
"Totally disagree","2014","66 and older","","","",""
"True entirely","2015","16-34 y.","","","",""
"True entirely","2015","35-65 y.","","","",""
"True entirely","2015","66 and older","","","",""
"Tends to agree","2015","16-34 y.","","","",""
"Tends to agree","2015","35-65 y.","","","",""
"Tends to agree","2015","66 and older","","","",""
"Rather not true","2015","16-34 y.","","","",""
"Rather not true","2015","35-65 y.","","","",""
"Rather not true","2015","66 and older","","","",""
"Totally disagree","2015","16-34 y.","","","",""
"Totally disagree","2015","35-65 y.","","","",""
"Totally disagree","2015","66 and older","","","",""
"True entirely","2016","16-34 y.","","","",""
"True entirely","2016","35-65 y.","","","",""
"True entirely","2016","66 and older","","","",""
"Tends to agree","2016","16-34 y.","","","",""
"Tends to agree","2016","35-65 y.","","","",""
"Tends to agree","2016","66 and older","","","",""
"Rather not true","2016","16-34 y.","","","",""
"Rather not true","2016","35-65 y.","","","",""
"Rather not true","2016","66 and older","","","",""
"Totally disagree","2016","16-34 y.","","","",""
"Totally disagree","2016","35-65 y.","","","",""
"Totally disagree","2016","66 and older","","","",""
"True entirely","2017","16-34 y.","","","",""
"True entirely","2017","35-65 y.","","","",""
"True entirely","2017","66 and older","","","",""
"Tends to agree","2017","16-34 y.","","","",""
"Tends to agree","2017","35-65 y.","","","",""
"Tends to agree","2017","66 and older","","","",""
"Rather not true","2017","16-34 y.","","","",""
"Rather not true","2017","35-65 y.","","","",""
"Rather not true","2017","66 and older","","","",""
"Totally disagree","2017","16-34 y.","","","",""
"Totally disagree","2017","35-65 y.","","","",""
"Totally disagree","2017","66 and older","","","",""
"True entirely","2018","16-34 y.","232","0.0341254516503322","0.0295197387058448","0.0387311645948196"
"True entirely","2018","35-65 y.","759","0.0563157013545893","0.0525814317831224","0.0600499709260562"
"True entirely","2018","66 and older","358","0.0804873788341252","0.0729782525195695","0.087996505148681"
"Tends to agree","2018","16-34 y.","878","0.154041936006741","0.144884134986193","0.163199737027289"
"Tends to agree","2018","35-65 y.","1800","0.129555682148715","0.124115965444056","0.134995398853375"
"Tends to agree","2018","66 and older","693","0.15738820424827","0.147336342014126","0.167440066482415"
"Rather not true","2018","16-34 y.","2445","0.428020922302644","0.415468721668755","0.440573122936533"
"Rather not true","2018","35-65 y.","5325","0.37218327218067","0.364353080040074","0.380013464321266"
"Rather not true","2018","66 and older","1771","0.360363897247566","0.347111825084608","0.373615969410524"
"Totally disagree","2018","16-34 y.","2414","0.383811690040283","0.371474588815268","0.396148791265299"
"Totally disagree","2018","35-65 y.","6756","0.441945344316026","0.433900823087279","0.449989865544772"
"Totally disagree","2018","66 and older","2220","0.401760519670038","0.388228337544677","0.4152927017954"
