"plh0189","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","1-pers.-HH","West Germany","","","","","3"
"Rather not true","1990","1-pers.-HH","East Germany","82","0.248486233557487","0.202211351086085","0.294761116028889","3"
"Rather not true","1990","(Married) couple without C. ","West Germany","","","","","3"
"Rather not true","1990","(Married) couple without C. ","East Germany","159","0.168790780852139","0.144972203111532","0.192609358592746","3"
"Rather not true","1990","Single parent ","West Germany","","","","","3"
"Rather not true","1990","Single parent ","East Germany","50","0.244952085526351","0.183313152192016","0.306591018860687","3"
"Rather not true","1990","Couple + C. LE 16 ","West Germany","","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","East Germany","265","0.172973156716511","0.153677744063138","0.192268569369883","3"
"Rather not true","1990","Couple + C. GT 16 ","West Germany","","","","","3"
"Rather not true","1990","Couple + C. GT 16 ","East Germany","194","0.236587245911616","0.207499066860653","0.265675424962579","3"
"Rather not true","1990","Couple + C. LE and GT 16","West Germany","","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","East Germany","64","0.197841533752272","0.154125417683482","0.241557649821061","3"
"Tends to agree","1990","1-pers.-HH","West Germany","","","","","2"
"Tends to agree","1990","1-pers.-HH","East Germany","83","0.247157680494119","0.200965894446819","0.293349466541419","2"
"Tends to agree","1990","(Married) couple without C. ","West Germany","","","","","2"
"Tends to agree","1990","Single parent ","West Germany","","","","","2"
"Tends to agree","1990","(Married) couple without C. ","East Germany","55","0.0585540974781348","0.0436240008377937","0.0734841941184759","2"
"Tends to agree","1990","Single parent ","East Germany","42","0.211461092015182","0.152934385371436","0.269987798658928","2"
"Tends to agree","1990","Couple + C. LE 16 ","West Germany","","","","","2"
"Tends to agree","1990","Couple + C. LE 16 ","East Germany","91","0.064729465660756","0.0521771298509586","0.0772818014705534","2"
"Tends to agree","1990","Couple + C. GT 16 ","West Germany","","","","","2"
"Tends to agree","1990","Couple + C. GT 16 ","East Germany","69","0.0804506231694019","0.0618343219123415","0.0990669244264624","2"
"Tends to agree","1990","Couple + C. LE and GT 16","East Germany","23","","","","2"
"Tends to agree","1990","Couple + C. LE and GT 16","West Germany","","","","","2"
"Totally disagree","1990","1-pers.-HH","East Germany","102","0.289067686304217","0.240523235973834","0.3376121366346","4"
"Totally disagree","1990","1-pers.-HH","West Germany","","","","","4"
"Totally disagree","1990","(Married) couple without C. ","West Germany","","","","","4"
"Totally disagree","1990","(Married) couple without C. ","East Germany","659","0.692181331917435","0.662828925855859","0.721533737979011","4"
"Totally disagree","1990","Single parent ","East Germany","69","0.386531430633485","0.316737789949399","0.45632507131757","4"
"Totally disagree","1990","Couple + C. LE 16 ","West Germany","","","","","4"
"Totally disagree","1990","Single parent ","West Germany","","","","","4"
"Totally disagree","1990","Couple + C. LE 16 ","East Germany","1025","0.703095620263392","0.679786793686724","0.726404446840061","4"
"Totally disagree","1990","Couple + C. GT 16 ","West Germany","","","","","4"
"Totally disagree","1990","Couple + C. GT 16 ","East Germany","497","0.616836214810538","0.583561194899642","0.650111234721435","4"
"Totally disagree","1990","Couple + C. LE and GT 16","West Germany","","","","","4"
"Totally disagree","1990","Couple + C. LE and GT 16","East Germany","201","0.630570671464231","0.577606117598107","0.683535225330355","4"
"True entirely","1990","1-pers.-HH","West Germany","","","","","1"
"True entirely","1990","1-pers.-HH","East Germany","68","0.215288399644177","0.171274379425198","0.259302419863156","1"
"True entirely","1990","(Married) couple without C. ","West Germany","","","","","1"
"True entirely","1990","(Married) couple without C. ","East Germany","77","0.0804737897522916","0.0631758025345354","0.0977717769700478","1"
"True entirely","1990","Single parent ","West Germany","","","","","1"
"True entirely","1990","Single parent ","East Germany","26","","","","1"
"True entirely","1990","Couple + C. LE 16 ","West Germany","","","","","1"
"True entirely","1990","Couple + C. LE 16 ","East Germany","95","0.0592017573593409","0.0471619244340674","0.0712415902846144","1"
"True entirely","1990","Couple + C. GT 16 ","West Germany","","","","","1"
"True entirely","1990","Couple + C. GT 16 ","East Germany","60","0.0661259161084438","0.0491172139032345","0.083134618313653","1"
"True entirely","1990","Couple + C. LE and GT 16","West Germany","","","","","1"
"True entirely","1990","Couple + C. LE and GT 16","East Germany","31","0.0954739919156754","0.0632257665945454","0.127722217236805","1"
"Rather not true","1991","Couple + C. GT 16 ","East Germany","214","0.275689001936775","0.245009977380413","0.306368026493137","3"
"Rather not true","1991","Couple + C. LE and GT 16","West Germany","","","","","3"
"Rather not true","1991","1-pers.-HH","West Germany","1","","","","3"
"Rather not true","1991","1-pers.-HH","East Germany","82","0.319565884146512","0.266443754154337","0.372688014138686","3"
"Rather not true","1991","(Married) couple without C. ","West Germany","5","","","","3"
"Rather not true","1991","(Married) couple without C. ","East Germany","187","0.21062826260333","0.183657082926188","0.237599442280473","3"
"Rather not true","1991","Single parent ","West Germany","","","","","3"
"Rather not true","1991","Single parent ","East Germany","56","0.333821338361807","0.263140378014485","0.40450229870913","3"
"Rather not true","1991","Couple + C. LE 16 ","West Germany","3","","","","3"
"Rather not true","1991","Couple + C. LE 16 ","East Germany","301","0.217502569871291","0.195487717753892","0.239517421988691","3"
"Rather not true","1991","Couple + C. GT 16 ","West Germany","1","","","","3"
"Rather not true","1991","Couple + C. LE and GT 16","East Germany","75","0.246240973235437","0.199257701898537","0.293224244572337","3"
"Tends to agree","1991","1-pers.-HH","West Germany","","","","","2"
"Tends to agree","1991","(Married) couple without C. ","East Germany","70","0.0855370785399103","0.0670375317029357","0.104036625376885","2"
"Tends to agree","1991","Single parent ","East Germany","31","0.196931052405552","0.137325934229773","0.256536170581332","2"
"Tends to agree","1991","Couple + C. LE 16 ","West Germany","3","","","","2"
"Tends to agree","1991","Couple + C. LE 16 ","East Germany","82","0.0655477262638634","0.0523408686870351","0.0787545838406918","2"
"Tends to agree","1991","1-pers.-HH","East Germany","81","0.24839412070857","0.199171132411651","0.29761710900549","2"
"Tends to agree","1991","(Married) couple without C. ","West Germany","","","","","2"
"Tends to agree","1991","Single parent ","West Germany","","","","","2"
"Tends to agree","1991","Couple + C. GT 16 ","East Germany","55","0.065732185520643","0.0487186717617149","0.0827456992795711","2"
"Tends to agree","1991","Couple + C. GT 16 ","West Germany","1","","","","2"
"Tends to agree","1991","Couple + C. LE and GT 16","West Germany","","","","","2"
"Tends to agree","1991","Couple + C. LE and GT 16","East Germany","21","","","","2"
"Totally disagree","1991","(Married) couple without C. ","East Germany","555","0.633682141896267","0.601813349082006","0.665550934710528","4"
"Totally disagree","1991","1-pers.-HH","West Germany","3","","","","4"
"Totally disagree","1991","(Married) couple without C. ","West Germany","13","","","","4"
"Totally disagree","1991","1-pers.-HH","East Germany","81","0.266494216797976","0.216127006045545","0.316861427550407","4"
"Totally disagree","1991","Single parent ","West Germany","","","","","4"
"Totally disagree","1991","Single parent ","East Germany","60","0.311513317696165","0.24210106856239","0.380925566829941","4"
"Totally disagree","1991","Couple + C. LE 16 ","West Germany","1","","","","4"
"Totally disagree","1991","Couple + C. LE 16 ","East Germany","882","0.661736172292509","0.636489023871461","0.686983320713557","4"
"Totally disagree","1991","Couple + C. GT 16 ","West Germany","","","","","4"
"Totally disagree","1991","Couple + C. GT 16 ","East Germany","489","0.592762481041706","0.559031145896445","0.626493816186968","4"
"Totally disagree","1991","Couple + C. LE and GT 16","West Germany","","","","","4"
"Totally disagree","1991","Couple + C. LE and GT 16","East Germany","206","0.626042973914007","0.573276296153528","0.678809651674485","4"
"True entirely","1991","1-pers.-HH","West Germany","1","","","","1"
"True entirely","1991","1-pers.-HH","East Germany","52","0.165545778346942","0.12320463817433","0.207886918519554","1"
"True entirely","1991","(Married) couple without C. ","West Germany","","","","","1"
"True entirely","1991","(Married) couple without C. ","East Germany","66","0.0701525169604925","0.0532586790999047","0.0870463548210804","1"
"True entirely","1991","Single parent ","West Germany","","","","","1"
"True entirely","1991","Single parent ","East Germany","24","","","","1"
"True entirely","1991","Couple + C. LE 16 ","West Germany","1","","","","1"
"True entirely","1991","Couple + C. LE 16 ","East Germany","84","0.0552135315723362","0.0430255521683915","0.0674015109762808","1"
"True entirely","1991","Couple + C. GT 16 ","West Germany","","","","","1"
"True entirely","1991","Couple + C. GT 16 ","East Germany","57","0.0658163315008758","0.0487926981184156","0.0828399648833361","1"
"True entirely","1991","Couple + C. LE and GT 16","West Germany","","","","","1"
"True entirely","1991","Couple + C. LE and GT 16","East Germany","21","","","","1"
"Rather not true","1992","Couple + C. GT 16 ","East Germany","233","0.298490546842209","0.266106399729006","0.330874693955412","3"
"Rather not true","1992","Couple + C. LE and GT 16","West Germany","128","0.321602299699872","0.275942203641929","0.367262395757815","3"
"Rather not true","1992","1-pers.-HH","East Germany","92","0.331697365851198","0.278596424845939","0.384798306856457","3"
"Rather not true","1992","(Married) couple without C. ","West Germany","500","0.247069368468822","0.228307028215063","0.265831708722581","3"
"Rather not true","1992","Single parent ","West Germany","132","0.369328672367682","0.319543209869475","0.419114134865888","3"
"Rather not true","1992","1-pers.-HH","West Germany","278","0.28583076048476","0.256459593524263","0.315201927445257","3"
"Rather not true","1992","(Married) couple without C. ","East Germany","210","0.230592151515942","0.203299978815081","0.257884324216804","3"
"Rather not true","1992","Single parent ","East Germany","63","0.363028076526609","0.292385205365775","0.433670947687444","3"
"Rather not true","1992","Couple + C. LE 16 ","West Germany","411","0.271194359891168","0.248770735692438","0.293617984089898","3"
"Rather not true","1992","Couple + C. LE 16 ","East Germany","277","0.237615641114273","0.213643848011368","0.261587434217178","3"
"Rather not true","1992","Couple + C. GT 16 ","West Germany","421","0.299482497393099","0.275634144785847","0.323330850000351","3"
"Rather not true","1992","Couple + C. LE and GT 16","East Germany","107","0.337860498366531","0.286199402655614","0.389521594077447","3"
"Tends to agree","1992","1-pers.-HH","West Germany","212","0.228540278021618","0.201243954724028","0.255836601319208","2"
"Tends to agree","1992","1-pers.-HH","East Germany","80","0.248902383682863","0.200137483535191","0.297667283830535","2"
"Tends to agree","1992","(Married) couple without C. ","West Germany","150","0.0864250733612101","0.074201673010735","0.0986484737116852","2"
"Tends to agree","1992","(Married) couple without C. ","East Germany","62","0.0711188611061269","0.0544651888738495","0.0877725333384043","2"
"Tends to agree","1992","Single parent ","East Germany","36","0.193646843311678","0.13559634581718","0.251697340806177","2"
"Tends to agree","1992","Couple + C. LE 16 ","West Germany","107","0.0772652480938064","0.063797649683031","0.0907328465045819","2"
"Tends to agree","1992","Couple + C. LE 16 ","East Germany","84","0.0679511051827909","0.0537770659773064","0.0821251443882755","2"
