"plh0171","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"10 Completely satisfied","1984","Couple + C. LE 16 ","indirect migration background","5","","","","10"
"10 Completely satisfied","1984","Couple + C. GT 16 ","no migration background","319","0.216884446717524","0.195766433511133","0.238002459923915","10"
"10 Completely satisfied","1984","Couple + C. GT 16 ","direct migration background","134","0.219602575305801","0.182452001184372","0.256753149427229","10"
"10 Completely satisfied","1984","Couple + C. GT 16 ","indirect migration background","20","","","","10"
"10 Completely satisfied","1984","Couple + C. LE and GT 16","no migration background","260","0.263218820528016","0.235992259374304","0.290445381681728","10"
"10 Completely satisfied","1984","Couple + C. LE and GT 16","direct migration background","215","0.304872151490082","0.270220457876412","0.339523845103752","10"
"10 Completely satisfied","1984","Couple + C. LE and GT 16","indirect migration background","19","","","","10"
"2 on Scale 1 to 10","1984","Couple + C. LE 16 ","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1984","1-pers.-HH","no migration background","47","0.0491854646208163","0.0363414601992838","0.0620294690423488","2"
"2 on Scale 1 to 10","1984","1-pers.-HH","direct migration background","4","","","","2"
"2 on Scale 1 to 10","1984","1-pers.-HH","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1984","(Married) couple without C. ","no migration background","82","0.0384918784564938","0.0305072136218911","0.0464765432910966","2"
"2 on Scale 1 to 10","1984","(Married) couple without C. ","direct migration background","23","","","","2"
"2 on Scale 1 to 10","1984","(Married) couple without C. ","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1984","Single parent ","no migration background","3","","","","2"
"2 on Scale 1 to 10","1984","Single parent ","direct migration background","3","","","","2"
"2 on Scale 1 to 10","1984","Single parent ","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. LE 16 ","no migration background","37","0.0198868482500667","0.0135506353510824","0.026223061149051","2"
"2 on Scale 1 to 10","1984","Couple + C. LE 16 ","direct migration background","31","0.0268534970299498","0.0176649529731839","0.0360420410867157","2"
"2 on Scale 1 to 10","1984","Couple + C. GT 16 ","no migration background","35","0.0244024097326882","0.0164960304403321","0.0323087890250442","2"
"2 on Scale 1 to 10","1984","Couple + C. GT 16 ","direct migration background","15","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. GT 16 ","indirect migration background","2","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. LE and GT 16","no migration background","17","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. LE and GT 16","direct migration background","28","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. LE and GT 16","indirect migration background","1","","","","2"
"3 on Scale 1 to 10","1984","Couple + C. LE 16 ","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1984","1-pers.-HH","no migration background","66","0.0646041625337627","0.0500038511502998","0.0792044739172255","3"
"3 on Scale 1 to 10","1984","1-pers.-HH","direct migration background","13","","","","3"
"3 on Scale 1 to 10","1984","1-pers.-HH","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1984","(Married) couple without C. ","no migration background","126","0.0593575985826561","0.0495503745445171","0.0691648226207951","3"
"3 on Scale 1 to 10","1984","(Married) couple without C. ","direct migration background","17","","","","3"
"3 on Scale 1 to 10","1984","(Married) couple without C. ","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1984","Single parent ","no migration background","20","","","","3"
"3 on Scale 1 to 10","1984","Single parent ","direct migration background","4","","","","3"
"3 on Scale 1 to 10","1984","Single parent ","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1984","Couple + C. LE 16 ","no migration background","38","0.0213844926369873","0.0148190472210509","0.0279499380529236","3"
"3 on Scale 1 to 10","1984","Couple + C. LE 16 ","direct migration background","42","0.0299152650893016","0.02023229864467","0.0395982315339333","3"
"3 on Scale 1 to 10","1984","Couple + C. GT 16 ","no migration background","50","0.0346388444682312","0.0252685651783454","0.0440091237581171","3"
"3 on Scale 1 to 10","1984","Couple + C. GT 16 ","direct migration background","21","","","","3"
"3 on Scale 1 to 10","1984","Couple + C. GT 16 ","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1984","Couple + C. LE and GT 16","no migration background","25","","","","3"
"3 on Scale 1 to 10","1984","Couple + C. LE and GT 16","direct migration background","27","","","","3"
"3 on Scale 1 to 10","1984","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1984","1-pers.-HH","direct migration background","12","","","","4"
"4 on Scale 1 to 10","1984","1-pers.-HH","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1984","(Married) couple without C. ","no migration background","108","0.0504424572740779","0.0413589321685331","0.0595259823796227","4"
"4 on Scale 1 to 10","1984","Single parent ","no migration background","18","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. LE 16 ","direct migration background","42","0.0421486514956362","0.0307278110735571","0.0535694919177152","4"
"4 on Scale 1 to 10","1984","Couple + C. LE 16 ","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1984","1-pers.-HH","no migration background","65","0.0615811211426315","0.0473034848381747","0.0758587574470884","4"
"4 on Scale 1 to 10","1984","Couple + C. GT 16 ","direct migration background","11","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. GT 16 ","indirect migration background","1","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. LE and GT 16","direct migration background","28","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. GT 16 ","no migration background","63","0.0434981463408735","0.0330460305816513","0.0539502621000957","4"
"4 on Scale 1 to 10","1984","(Married) couple without C. ","direct migration background","21","","","","4"
"4 on Scale 1 to 10","1984","(Married) couple without C. ","indirect migration background","1","","","","4"
"4 on Scale 1 to 10","1984","Single parent ","direct migration background","9","","","","4"
"4 on Scale 1 to 10","1984","Single parent ","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. LE 16 ","no migration background","45","0.0236645738033932","0.0167660281847007","0.0305631194220856","4"
"4 on Scale 1 to 10","1984","Couple + C. LE and GT 16","no migration background","36","0.0366049087129194","0.0249947825579464","0.0482150348678924","4"
"5 on Scale 1 to 10","1984","1-pers.-HH","no migration background","186","0.176755734877185","0.154099629035741","0.199411840718629","5"
"5 on Scale 1 to 10","1984","1-pers.-HH","direct migration background","34","0.169165658389265","0.121536497120194","0.216794819658337","5"
"5 on Scale 1 to 10","1984","1-pers.-HH","indirect migration background","","","","","5"
"5 on Scale 1 to 10","1984","(Married) couple without C. ","no migration background","408","0.188474107926163","0.172242083107163","0.204706132745164","5"
"5 on Scale 1 to 10","1984","(Married) couple without C. ","direct migration background","81","0.179650095354838","0.1447197891505","0.214580401559176","5"
"5 on Scale 1 to 10","1984","Single parent ","indirect migration background","3","","","","5"
"5 on Scale 1 to 10","1984","Couple + C. LE 16 ","no migration background","217","0.116204981571657","0.101660547724645","0.13074941541867","5"
"5 on Scale 1 to 10","1984","Couple + C. LE 16 ","direct migration background","141","0.113367422392393","0.0953466607590303","0.131388184025756","5"
"5 on Scale 1 to 10","1984","Couple + C. LE 16 ","indirect migration background","6","","","","5"
"5 on Scale 1 to 10","1984","Couple + C. GT 16 ","no migration background","227","0.155569888157537","0.136997380183206","0.174142396131868","5"
"5 on Scale 1 to 10","1984","Couple + C. GT 16 ","direct migration background","61","0.190669392390254","0.155416693189509","0.225922091590999","5"
"5 on Scale 1 to 10","1984","Couple + C. GT 16 ","indirect migration background","1","","","","5"
"5 on Scale 1 to 10","1984","Couple + C. LE and GT 16","no migration background","120","0.12023399519758","0.100126300273221","0.14034169012194","5"
"5 on Scale 1 to 10","1984","Couple + C. LE and GT 16","direct migration background","76","0.0954340634480136","0.0733181405748241","0.117549986321203","5"
"5 on Scale 1 to 10","1984","Couple + C. LE and GT 16","indirect migration background","1","","","","5"
"5 on Scale 1 to 10","1984","(Married) couple without C. ","indirect migration background","3","","","","5"
"5 on Scale 1 to 10","1984","Single parent ","no migration background","66","0.149788129381368","0.116556739279858","0.183019519482878","5"
"5 on Scale 1 to 10","1984","Single parent ","direct migration background","21","","","","5"
"6 on Scale 1 to 10","1984","1-pers.-HH","no migration background","66","0.063423944223081","0.048948486686574","0.077899401759588","6"
"6 on Scale 1 to 10","1984","Couple + C. LE 16 ","no migration background","104","0.0559237511581256","0.0454955270429222","0.066351975273329","6"
"6 on Scale 1 to 10","1984","Couple + C. LE 16 ","direct migration background","85","0.0584507507580957","0.0451163430051541","0.0717851585110372","6"
"6 on Scale 1 to 10","1984","Couple + C. LE and GT 16","indirect migration background","","","","","6"
"6 on Scale 1 to 10","1984","Couple + C. LE 16 ","indirect migration background","","","","","6"
"6 on Scale 1 to 10","1984","1-pers.-HH","direct migration background","21","","","","6"
"6 on Scale 1 to 10","1984","1-pers.-HH","indirect migration background","","","","","6"
"6 on Scale 1 to 10","1984","(Married) couple without C. ","no migration background","165","0.0745691772314746","0.0636661445159319","0.0854722099470173","6"
"6 on Scale 1 to 10","1984","(Married) couple without C. ","direct migration background","23","","","","6"
"6 on Scale 1 to 10","1984","(Married) couple without C. ","indirect migration background","","","","","6"
"6 on Scale 1 to 10","1984","Single parent ","no migration background","26","","","","6"
"6 on Scale 1 to 10","1984","Single parent ","direct migration background","8","","","","6"
"6 on Scale 1 to 10","1984","Single parent ","indirect migration background","","","","","6"
"6 on Scale 1 to 10","1984","Couple + C. GT 16 ","no migration background","113","0.0768385657425644","0.0631910256295849","0.0904861058555439","6"
"6 on Scale 1 to 10","1984","Couple + C. GT 16 ","direct migration background","28","","","","6"
"6 on Scale 1 to 10","1984","Couple + C. GT 16 ","indirect migration background","1","","","","6"
"6 on Scale 1 to 10","1984","Couple + C. LE and GT 16","no migration background","57","0.0548727737464543","0.0407932276491604","0.0689523198437481","6"
"6 on Scale 1 to 10","1984","Couple + C. LE and GT 16","direct migration background","42","0.0400963302847267","0.0253290885752894","0.054863571994164","6"
"7 on Scale 1 to 10","1984","(Married) couple without C. ","no migration background","286","0.126434702663309","0.112641138739371","0.140228266587246","7"
"7 on Scale 1 to 10","1984","Couple + C. LE 16 ","indirect migration background","2","","","","7"
"7 on Scale 1 to 10","1984","1-pers.-HH","indirect migration background","1","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. GT 16 ","no migration background","160","0.108381887476843","0.0924526963172267","0.12431107863646","7"
"7 on Scale 1 to 10","1984","Couple + C. LE and GT 16","direct migration background","64","0.158071928208919","0.130612081112784","0.185531775305053","7"
"7 on Scale 1 to 10","1984","1-pers.-HH","no migration background","120","0.110781419382513","0.0921403047039343","0.129422534061092","7"
"7 on Scale 1 to 10","1984","Couple + C. GT 16 ","direct migration background","46","0.0796584371928263","0.0553599458327321","0.103956928552921","7"
"7 on Scale 1 to 10","1984","1-pers.-HH","direct migration background","28","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. GT 16 ","indirect migration background","3","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. LE and GT 16","no migration background","118","0.11886296512551","0.0988546707800098","0.13887125947101","7"
"7 on Scale 1 to 10","1984","(Married) couple without C. ","direct migration background","61","0.145498482193895","0.113415498436143","0.177581465951647","7"
"7 on Scale 1 to 10","1984","(Married) couple without C. ","indirect migration background","3","","","","7"
"7 on Scale 1 to 10","1984","Single parent ","no migration background","52","0.11623944502857","0.0863931588632072","0.146085731193932","7"
"7 on Scale 1 to 10","1984","Single parent ","direct migration background","14","","","","7"
"7 on Scale 1 to 10","1984","Single parent ","indirect migration background","","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. LE 16 ","no migration background","225","0.122434976008125","0.107558465407115","0.137311486609135","7"
"7 on Scale 1 to 10","1984","Couple + C. LE 16 ","direct migration background","117","0.101973094737943","0.0847724534934099","0.119173735982477","7"
"7 on Scale 1 to 10","1984","Couple + C. LE and GT 16","indirect migration background","1","","","","7"
"8 on Scale 1 to 10","1984","1-pers.-HH","no migration background","170","0.149182866100106","0.12802305735213","0.170342674848082","8"
"8 on Scale 1 to 10","1984","1-pers.-HH","direct migration background","34","0.146309412535382","0.101409448588602","0.191209376482162","8"
"8 on Scale 1 to 10","1984","1-pers.-HH","indirect migration background","2","","","","8"
"8 on Scale 1 to 10","1984","(Married) couple without C. ","no migration background","382","0.164535518552676","0.149147259555111","0.179923777550241","8"
"8 on Scale 1 to 10","1984","Single parent ","no migration background","77","0.174757088369305","0.139393646354224","0.210120530384386","8"
"8 on Scale 1 to 10","1984","Single parent ","direct migration background","18","","","","8"
"8 on Scale 1 to 10","1984","Couple + C. LE 16 ","indirect migration background","4","","","","8"
"8 on Scale 1 to 10","1984","Couple + C. GT 16 ","no migration background","260","0.178637822327024","0.159009644401723","0.198266000252324","8"
"8 on Scale 1 to 10","1984","Couple + C. GT 16 ","direct migration background","79","0.177417344394799","0.143134510639127","0.211700178150471","8"
"8 on Scale 1 to 10","1984","Couple + C. LE and GT 16","no migration background","207","0.203585067988829","0.178690320940078","0.22847981503758","8"
"8 on Scale 1 to 10","1984","Couple + C. LE and GT 16","direct migration background","112","0.139223180672755","0.113165587384691","0.165280773960819","8"
"8 on Scale 1 to 10","1984","Couple + C. GT 16 ","indirect migration background","5","","","","8"
"8 on Scale 1 to 10","1984","(Married) couple without C. ","direct migration background","72","0.147065255491711","0.114839578882206","0.179290932101215","8"
"8 on Scale 1 to 10","1984","(Married) couple without C. ","indirect migration background","1","","","","8"
"8 on Scale 1 to 10","1984","Single parent ","indirect migration background","1","","","","8"
"8 on Scale 1 to 10","1984","Couple + C. LE 16 ","no migration background","422","0.228666937097887","0.209606566783917","0.247727307411858","8"
"8 on Scale 1 to 10","1984","Couple + C. LE 16 ","direct migration background","182","0.158220654790507","0.137476875400139","0.178964434180874","8"
"8 on Scale 1 to 10","1984","Couple + C. LE and GT 16","indirect migration background","4","","","","8"
"9 on Scale 1 to 10","1984","Couple + C. LE 16 ","indirect migration background","3","","","","9"
"9 on Scale 1 to 10","1984","Couple + C. LE and GT 16","indirect migration background","8","","","","9"
"9 on Scale 1 to 10","1984","1-pers.-HH","no migration background","100","0.0825724546579428","0.0662254706979716","0.0989194386179141","9"
"9 on Scale 1 to 10","1984","1-pers.-HH","direct migration background","27","","","","9"
"9 on Scale 1 to 10","1984","1-pers.-HH","indirect migration background","1","","","","9"
"9 on Scale 1 to 10","1984","(Married) couple without C. ","no migration background","202","0.0867158552821936","0.0750357199579057","0.0983959906064815","9"
"9 on Scale 1 to 10","1984","(Married) couple without C. ","direct migration background","37","0.0756675266143033","0.0516040720401495","0.0997309811884571","9"
"9 on Scale 1 to 10","1984","(Married) couple without C. ","indirect migration background","1","","","","9"
"9 on Scale 1 to 10","1984","Single parent ","no migration background","55","0.119626894829049","0.0894069250173318","0.149846864640766","9"
"9 on Scale 1 to 10","1984","Single parent ","direct migration background","9","","","","9"
"9 on Scale 1 to 10","1984","Single parent ","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1984","Couple + C. LE 16 ","no migration background","254","0.135779958863505","0.120233242475554","0.151326675251456","9"
"9 on Scale 1 to 10","1984","Couple + C. LE 16 ","direct migration background","153","0.130487673670508","0.11134159762585","0.149633749715166","9"
"9 on Scale 1 to 10","1984","Couple + C. GT 16 ","no migration background","177","0.11769057283764","0.101178285929158","0.134202859746122","9"
"9 on Scale 1 to 10","1984","Couple + C. GT 16 ","direct migration background","58","0.137587585048104","0.106674950092345","0.168500220003864","9"
"9 on Scale 1 to 10","1984","Couple + C. GT 16 ","indirect migration background","12","","","","9"
"9 on Scale 1 to 10","1984","Couple + C. LE and GT 16","no migration background","144","0.139885507857311","0.118440334827197","0.161330680887425","9"
"9 on Scale 1 to 10","1984","Couple + C. LE and GT 16","direct migration background","64","0.118890527987096","0.0945280305216447","0.143253025452547","9"
"0 Completely dissatisfied","1985","1-pers.-HH","no migration background","25","","","","0"
"0 Completely dissatisfied","1985","1-pers.-HH","direct migration background","8","","","","0"
"0 Completely dissatisfied","1985","1-pers.-HH","indirect migration background","","","","","0"
"0 Completely dissatisfied","1985","(Married) couple without C. ","no migration background","61","0.0338029898361608","0.0258945096893617","0.0417114699829599","0"
"0 Completely dissatisfied","1985","(Married) couple without C. ","direct migration background","12","","","","0"
"0 Completely dissatisfied","1985","(Married) couple without C. ","indirect migration background","","","","","0"
"0 Completely dissatisfied","1985","Single parent ","no migration background","11","","","","0"
"0 Completely dissatisfied","1985","Single parent ","direct migration background","3","","","","0"
"0 Completely dissatisfied","1985","Single parent ","indirect migration background","2","","","","0"
"0 Completely dissatisfied","1985","Couple + C. LE 16 ","no migration background","22","","","","0"
"0 Completely dissatisfied","1985","Couple + C. LE 16 ","direct migration background","14","","","","0"
"0 Completely dissatisfied","1985","Couple + C. LE 16 ","indirect migration background","","","","","0"
"0 Completely dissatisfied","1985","Couple + C. GT 16 ","no migration background","23","","","","0"
"0 Completely dissatisfied","1985","Couple + C. GT 16 ","direct migration background","10","","","","0"
"0 Completely dissatisfied","1985","Couple + C. GT 16 ","indirect migration background","1","","","","0"
"0 Completely dissatisfied","1985","Couple + C. LE and GT 16","no migration background","12","","","","0"
"0 Completely dissatisfied","1985","Couple + C. LE and GT 16","direct migration background","10","","","","0"
"0 Completely dissatisfied","1985","Couple + C. LE and GT 16","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1985","Single parent ","no migration background","3","","","","1"
"1 on Scale 1 to 10","1985","1-pers.-HH","no migration background","18","","","","1"
"1 on Scale 1 to 10","1985","1-pers.-HH","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1985","1-pers.-HH","direct migration background","1","","","","1"
"1 on Scale 1 to 10","1985","(Married) couple without C. ","no migration background","35","0.0191044264072558","0.0131139547806034","0.0250948980339082","1"
"1 on Scale 1 to 10","1985","(Married) couple without C. ","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1985","(Married) couple without C. ","direct migration background","5","","","","1"
"1 on Scale 1 to 10","1985","Single parent ","direct migration background","1","","","","1"
"1 on Scale 1 to 10","1985","Single parent ","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1985","Couple + C. LE 16 ","no migration background","12","","","","1"
"1 on Scale 1 to 10","1985","Couple + C. LE 16 ","direct migration background","11","","","","1"
"1 on Scale 1 to 10","1985","Couple + C. LE 16 ","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1985","Couple + C. GT 16 ","no migration background","10","","","","1"
"1 on Scale 1 to 10","1985","Couple + C. GT 16 ","direct migration background","7","","","","1"
"1 on Scale 1 to 10","1985","Couple + C. GT 16 ","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1985","Couple + C. LE and GT 16","no migration background","9","","","","1"
"1 on Scale 1 to 10","1985","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1985","Couple + C. LE and GT 16","direct migration background","7","","","","1"
"10 Completely satisfied","1985","1-pers.-HH","direct migration background","38","0.166037974821213","0.114466453299543","0.217609496342884","10"
"10 Completely satisfied","1985","1-pers.-HH","no migration background","148","0.14635481099375","0.124076767160717","0.168632854826783","10"
"10 Completely satisfied","1985","1-pers.-HH","indirect migration background","3","","","","10"
"10 Completely satisfied","1985","(Married) couple without C. ","no migration background","251","0.123621380111071","0.109217638977895","0.138025121244248","10"
"10 Completely satisfied","1985","(Married) couple without C. ","direct migration background","63","0.160299136477862","0.124434787167983","0.196163485787741","10"
"10 Completely satisfied","1985","(Married) couple without C. ","indirect migration background","2","","","","10"
"10 Completely satisfied","1985","Single parent ","no migration background","74","0.176089418688792","0.139220293521791","0.212958543855792","10"
"10 Completely satisfied","1985","Single parent ","direct migration background","23","","","","10"
"10 Completely satisfied","1985","Single parent ","indirect migration background","3","","","","10"
"10 Completely satisfied","1985","Couple + C. LE 16 ","no migration background","292","0.170338171556085","0.152388575330059","0.188287767782111","10"
"10 Completely satisfied","1985","Couple + C. LE 16 ","direct migration background","216","0.203289468378681","0.17798934275064","0.228589594006723","10"
"10 Completely satisfied","1985","Couple + C. LE 16 ","indirect migration background","3","","","","10"
"10 Completely satisfied","1985","Couple + C. GT 16 ","no migration background","268","0.170298876535375","0.151621751542119","0.18897600152863","10"
"10 Completely satisfied","1985","Couple + C. GT 16 ","direct migration background","92","0.17782547183424","0.141558345324915","0.214092598343565","10"
"10 Completely satisfied","1985","Couple + C. GT 16 ","indirect migration background","20","","","","10"
"10 Completely satisfied","1985","Couple + C. LE and GT 16","no migration background","155","0.191110848144381","0.16416706250477","0.218054633783991","10"
"10 Completely satisfied","1985","Couple + C. LE and GT 16","direct migration background","149","0.231603060546452","0.198235161283924","0.264970959808981","10"
"10 Completely satisfied","1985","Couple + C. LE and GT 16","indirect migration background","29","","","","10"
"2 on Scale 1 to 10","1985","1-pers.-HH","direct migration background","9","","","","2"
"2 on Scale 1 to 10","1985","1-pers.-HH","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1985","(Married) couple without C. ","no migration background","68","0.0369707213013685","0.0287135492465535","0.0452278933561835","2"
"2 on Scale 1 to 10","1985","Single parent ","no migration background","14","","","","2"
"2 on Scale 1 to 10","1985","Single parent ","direct migration background","5","","","","2"
"2 on Scale 1 to 10","1985","Couple + C. LE 16 ","direct migration background","17","","","","2"
"2 on Scale 1 to 10","1985","Couple + C. LE 16 ","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1985","1-pers.-HH","no migration background","40","0.0465873544045606","0.0333039519110354","0.0598707568980858","2"
"2 on Scale 1 to 10","1985","Single parent ","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1985","Couple + C. LE 16 ","no migration background","20","","","","2"
"2 on Scale 1 to 10","1985","(Married) couple without C. ","direct migration background","18","","","","2"
"2 on Scale 1 to 10","1985","(Married) couple without C. ","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1985","Couple + C. GT 16 ","no migration background","32","0.0209618940879999","0.013843888023455","0.0280799001525448","2"
"2 on Scale 1 to 10","1985","Couple + C. GT 16 ","direct migration background","11","","","","2"
"2 on Scale 1 to 10","1985","Couple + C. GT 16 ","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1985","Couple + C. LE and GT 16","no migration background","13","","","","2"
"2 on Scale 1 to 10","1985","Couple + C. LE and GT 16","direct migration background","20","","","","2"
"2 on Scale 1 to 10","1985","Couple + C. LE and GT 16","indirect migration background","1","","","","2"
"3 on Scale 1 to 10","1985","1-pers.-HH","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1985","1-pers.-HH","no migration background","51","0.0596663131162619","0.0447369784780141","0.0745956477545096","3"
"3 on Scale 1 to 10","1985","1-pers.-HH","direct migration background","9","","","","3"
"3 on Scale 1 to 10","1985","(Married) couple without C. ","no migration background","97","0.0517324897216636","0.0420401249100723","0.0614248545332549","3"
"3 on Scale 1 to 10","1985","(Married) couple without C. ","direct migration background","20","","","","3"
"3 on Scale 1 to 10","1985","(Married) couple without C. ","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1985","Single parent ","no migration background","13","","","","3"
"3 on Scale 1 to 10","1985","Single parent ","direct migration background","1","","","","3"
"3 on Scale 1 to 10","1985","Single parent ","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1985","Couple + C. LE 16 ","no migration background","35","0.0216981670394189","0.014741582037006","0.0286547520418317","3"
"3 on Scale 1 to 10","1985","Couple + C. LE 16 ","direct migration background","32","0.0342255533601026","0.0227960317538462","0.0456550749663591","3"
"3 on Scale 1 to 10","1985","Couple + C. LE 16 ","indirect migration background","","","","","3"
