"plh0171","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"4 on Scale 1 to 10","1984","inadequately","53","0.0577789238967106","0.0434530167873671","0.0721048310060541","4"
"4 on Scale 1 to 10","1984","general elemantary","149","0.0517591390710373","0.0443794610446653","0.0591388170974094","4"
"4 on Scale 1 to 10","1984","middle vocational","236","0.0429378177367771","0.0376821241720743","0.04819351130148","4"
"4 on Scale 1 to 10","1984","vocational + Abi","14","","","","4"
"4 on Scale 1 to 10","1984","higher vocational","22","","","","4"
"4 on Scale 1 to 10","1984","higher education","24","","","","4"
"5 on Scale 1 to 10","1984","inadequately","164","0.139843902830805","0.118549208863364","0.161138596798246","5"
"5 on Scale 1 to 10","1984","general elemantary","571","0.185375579419883","0.172430952663953","0.198320206175813","5"
"5 on Scale 1 to 10","1984","in school","9","","","","5"
"5 on Scale 1 to 10","1984","middle vocational","802","0.1502644162538","0.141000172986355","0.159528659521244","5"
"5 on Scale 1 to 10","1984","vocational + Abi","35","0.101462179266214","0.0679586106609683","0.134965747871459","5"
"5 on Scale 1 to 10","1984","higher vocational","112","0.177379650716163","0.148192831629734","0.206566469802592","5"
"5 on Scale 1 to 10","1984","higher education","71","0.0910613734670918","0.0710249649279034","0.11109778200628","5"
"6 on Scale 1 to 10","1984","higher vocational","39","0.0608992175920077","0.0426267541390175","0.0791716810449979","6"
"6 on Scale 1 to 10","1984","higher education","42","0.0536515984061719","0.0379587290493592","0.0693444677629846","6"
"6 on Scale 1 to 10","1984","in school","4","","","","6"
"6 on Scale 1 to 10","1984","inadequately","77","0.0789020444360049","0.0623497563521141","0.0954543325198956","6"
"6 on Scale 1 to 10","1984","general elemantary","230","0.0673185754154555","0.0589718008994947","0.0756653499314162","6"
"6 on Scale 1 to 10","1984","middle vocational","382","0.0680445920830776","0.0615157773108524","0.0745734068553028","6"
"6 on Scale 1 to 10","1984","vocational + Abi","18","","","","6"
"7 on Scale 1 to 10","1984","in school","14","","","","7"
"7 on Scale 1 to 10","1984","inadequately","106","0.1109507163958","0.0916670782879693","0.130234354503631","7"
"7 on Scale 1 to 10","1984","general elemantary","372","0.111918295450372","0.1014165481356","0.122420042765144","7"
"7 on Scale 1 to 10","1984","middle vocational","698","0.125681055906538","0.117086769386903","0.134275342426174","7"
"7 on Scale 1 to 10","1984","vocational + Abi","33","0.104167252516469","0.070271142088778","0.13806336294416","7"
"7 on Scale 1 to 10","1984","higher vocational","76","0.115201711948867","0.0908075025467922","0.139595921350942","7"
"7 on Scale 1 to 10","1984","higher education","104","0.131333155678979","0.107809797967985","0.154856513389972","7"
"8 on Scale 1 to 10","1984","higher vocational","145","0.212811276694408","0.181538107475233","0.244084445913582","8"
"8 on Scale 1 to 10","1984","higher education","188","0.239667112825204","0.209937338663879","0.26939688698653","8"
"8 on Scale 1 to 10","1984","in school","35","0.209491049584702","0.151164884887835","0.267817214281569","8"
"8 on Scale 1 to 10","1984","general elemantary","517","0.145387062716709","0.133645330489305","0.157128794944112","8"
"8 on Scale 1 to 10","1984","middle vocational","1070","0.18275994959517","0.172740235962271","0.192779663228068","8"
"8 on Scale 1 to 10","1984","vocational + Abi","53","0.188784720448744","0.145361475377724","0.232207965519764","8"
"8 on Scale 1 to 10","1984","inadequately","136","0.125087043136159","0.104775188191294","0.145398898081024","8"
"9 on Scale 1 to 10","1984","higher vocational","71","0.108512959144186","0.084748197386563","0.132277720901808","9"
"9 on Scale 1 to 10","1984","higher education","122","0.151889988862054","0.126893663430214","0.176886314293893","9"
"9 on Scale 1 to 10","1984","in school","38","0.21186084073817","0.153293691315758","0.270427990160581","9"
"9 on Scale 1 to 10","1984","inadequately","77","0.0802046438858036","0.06352808801776","0.0968811997538472","9"
"9 on Scale 1 to 10","1984","general elemantary","346","0.0846986992929343","0.0754238904054919","0.0939735081803768","9"
"9 on Scale 1 to 10","1984","middle vocational","671","0.111207101638145","0.103056183666114","0.119358019610177","9"
"9 on Scale 1 to 10","1984","vocational + Abi","56","0.180464746478779","0.137791979722023","0.223137513235536","9"
"0 Completely dissatisfied","1985","in school","","","","","0"
"0 Completely dissatisfied","1985","inadequately","27","","","","0"
"0 Completely dissatisfied","1985","general elemantary","71","0.0265711197914289","0.0208765521928574","0.0322656873900004","0"
"0 Completely dissatisfied","1985","middle vocational","104","0.0234137149409371","0.0192942441209516","0.0275331857609226","0"
"0 Completely dissatisfied","1985","vocational + Abi","5","","","","0"
"0 Completely dissatisfied","1985","higher vocational","14","","","","0"
"0 Completely dissatisfied","1985","higher education","5","","","","0"
"1 on Scale 1 to 10","1985","middle vocational","60","0.0139692195063869","0.0107719277773124","0.0171665112354614","1"
"1 on Scale 1 to 10","1985","vocational + Abi","2","","","","1"
"1 on Scale 1 to 10","1985","higher education","2","","","","1"
"1 on Scale 1 to 10","1985","in school","2","","","","1"
"1 on Scale 1 to 10","1985","inadequately","18","","","","1"
"1 on Scale 1 to 10","1985","general elemantary","40","0.0173069676707171","0.0126892950431834","0.0219246402982507","1"
"1 on Scale 1 to 10","1985","higher vocational","7","","","","1"
"10 Completely satisfied","1985","in school","59","0.263667387236503","0.200345063347445","0.326989711125562","10"
"10 Completely satisfied","1985","inadequately","143","0.187466049531079","0.16110430680678","0.213827792255379","10"
"10 Completely satisfied","1985","general elemantary","562","0.147388357803341","0.134836415629842","0.15994029997684","10"
"10 Completely satisfied","1985","middle vocational","887","0.163135744591965","0.153069834866743","0.173201654317186","10"
"10 Completely satisfied","1985","vocational + Abi","49","0.151145719670318","0.108811043511252","0.193480395829384","10"
"10 Completely satisfied","1985","higher vocational","87","0.12836529705976","0.101993184242541","0.15473740987698","10"
"10 Completely satisfied","1985","higher education","114","0.146651835508833","0.121451458845101","0.171852212172566","10"
"2 on Scale 1 to 10","1985","general elemantary","104","0.0389814251419083","0.0321281454264462","0.0458347048573703","2"
"2 on Scale 1 to 10","1985","inadequately","38","0.0471545623730374","0.0328371302117671","0.0614719945343077","2"
"2 on Scale 1 to 10","1985","in school","1","","","","2"
"2 on Scale 1 to 10","1985","middle vocational","120","0.025418805422998","0.0211309756152219","0.0297066352307741","2"
"2 on Scale 1 to 10","1985","vocational + Abi","10","","","","2"
"2 on Scale 1 to 10","1985","higher vocational","17","","","","2"
"2 on Scale 1 to 10","1985","higher education","10","","","","2"
"3 on Scale 1 to 10","1985","in school","","","","","3"
"3 on Scale 1 to 10","1985","inadequately","43","0.0564455524080573","0.0408575525869144","0.0720335522292002","3"
"3 on Scale 1 to 10","1985","general elemantary","129","0.050833616263348","0.0430559305849506","0.0586113019417454","3"
"3 on Scale 1 to 10","1985","middle vocational","189","0.0391091238538925","0.0338279916989372","0.0443902560088478","3"
"3 on Scale 1 to 10","1985","vocational + Abi","11","","","","3"
"3 on Scale 1 to 10","1985","higher vocational","24","","","","3"
"3 on Scale 1 to 10","1985","higher education","21","","","","3"
"4 on Scale 1 to 10","1985","middle vocational","247","0.0530142425252116","0.0469101801746002","0.0591183048758231","4"
"4 on Scale 1 to 10","1985","vocational + Abi","10","","","","4"
"4 on Scale 1 to 10","1985","in school","5","","","","4"
"4 on Scale 1 to 10","1985","inadequately","49","0.0558477837643986","0.0403376327814218","0.0713579347473754","4"
"4 on Scale 1 to 10","1985","general elemantary","154","0.0575582950527657","0.049311505364081","0.0658050847414503","4"
"4 on Scale 1 to 10","1985","higher vocational","32","0.0489961308459799","0.0319774502223092","0.0660148114696505","4"
"4 on Scale 1 to 10","1985","higher education","17","","","","4"
"5 on Scale 1 to 10","1985","in school","12","","","","5"
"5 on Scale 1 to 10","1985","inadequately","128","0.173166918000544","0.147608531619029","0.198725304382058","5"
"5 on Scale 1 to 10","1985","general elemantary","528","0.187952664418728","0.174119592759","0.201785736078456","5"
"5 on Scale 1 to 10","1985","middle vocational","766","0.155292216347816","0.145425354455611","0.165159078240022","5"
"5 on Scale 1 to 10","1985","vocational + Abi","36","0.10019857151808","0.0647102181999464","0.135686924836214","5"
"5 on Scale 1 to 10","1985","higher vocational","93","0.156709529617898","0.128048607876412","0.185370451359384","5"
"5 on Scale 1 to 10","1985","higher education","80","0.108747399079457","0.0865700314499572","0.130924766708957","5"
"6 on Scale 1 to 10","1985","in school","3","","","","6"
"6 on Scale 1 to 10","1985","inadequately","64","0.0533316222879128","0.0381547116243512","0.0685085329514745","6"
"6 on Scale 1 to 10","1985","general elemantary","236","0.087647610043534","0.0776348212191971","0.0976603988678709","6"
"6 on Scale 1 to 10","1985","middle vocational","424","0.0837113818018419","0.0761663798136663","0.0912563837900175","6"
"6 on Scale 1 to 10","1985","vocational + Abi","23","","","","6"
"6 on Scale 1 to 10","1985","higher vocational","57","0.0961066946510576","0.0728692023493194","0.119344186952796","6"
"6 on Scale 1 to 10","1985","higher education","55","0.080034042685317","0.0607044186504875","0.0993636667201465","6"
"7 on Scale 1 to 10","1985","in school","24","","","","7"
"7 on Scale 1 to 10","1985","inadequately","112","0.115275311086242","0.0937046095321045","0.136846012640379","7"
"7 on Scale 1 to 10","1985","general elemantary","375","0.124766763668086","0.113065976866003","0.136467550470168","7"
"7 on Scale 1 to 10","1985","middle vocational","716","0.141215112069074","0.13172800632109","0.150702217817058","7"
"7 on Scale 1 to 10","1985","vocational + Abi","38","0.146848383158424","0.105014378755613","0.188682387561234","7"
"7 on Scale 1 to 10","1985","higher vocational","81","0.127329075286261","0.101048013981887","0.153610136590636","7"
"7 on Scale 1 to 10","1985","higher education","113","0.155918356595832","0.130075471097482","0.181761242094183","7"
"8 on Scale 1 to 10","1985","in school","43","0.234384098648804","0.173505988290735","0.295262209006872","8"
"8 on Scale 1 to 10","1985","general elemantary","551","0.165745889580624","0.152579270492342","0.178912508668905","8"
"8 on Scale 1 to 10","1985","vocational + Abi","58","0.226196742364188","0.176749714317383","0.275643770410992","8"
"8 on Scale 1 to 10","1985","higher vocational","141","0.225507434819872","0.192558383677238","0.258456485962506","8"
"8 on Scale 1 to 10","1985","inadequately","153","0.166189089163902","0.141045510763463","0.191332667564341","8"
"8 on Scale 1 to 10","1985","middle vocational","1082","0.198097973585873","0.187239928786975","0.208956018384771","8"
"8 on Scale 1 to 10","1985","higher education","205","0.260545314378763","0.229277496946411","0.291813131811115","8"
"9 on Scale 1 to 10","1985","in school","37","0.222451555308909","0.162682957029265","0.282220153588553","9"
"9 on Scale 1 to 10","1985","general elemantary","314","0.0952472905655196","0.0848529971550892","0.10564158397595","9"
"9 on Scale 1 to 10","1985","middle vocational","581","0.103622465354004","0.095319687862445","0.111925242845563","9"
"9 on Scale 1 to 10","1985","vocational + Abi","33","0.112650460858875","0.0752828273780191","0.150018094339731","9"
"9 on Scale 1 to 10","1985","higher vocational","65","0.105865166174557","0.0816084558135446","0.13012187653557","9"
"9 on Scale 1 to 10","1985","inadequately","67","0.0763453339616324","0.058408817141736","0.0942818507815289","9"
"9 on Scale 1 to 10","1985","higher education","135","0.163819504440893","0.137454188996333","0.190184819885453","9"
"0 Completely dissatisfied","1986","general elemantary","71","0.0308225150735146","0.0245460727289701","0.0370989574180591","0"
"0 Completely dissatisfied","1986","middle vocational","107","0.025090252709093","0.020756898751713","0.029423606666473","0"
"0 Completely dissatisfied","1986","vocational + Abi","3","","","","0"
"0 Completely dissatisfied","1986","higher vocational","9","","","","0"
"0 Completely dissatisfied","1986","higher education","5","","","","0"
"0 Completely dissatisfied","1986","in school","","","","","0"
"0 Completely dissatisfied","1986","inadequately","28","","","","0"
"1 on Scale 1 to 10","1986","in school","","","","","1"
"1 on Scale 1 to 10","1986","inadequately","20","","","","1"
"1 on Scale 1 to 10","1986","general elemantary","46","0.0219114932839331","0.0165952736561234","0.0272277129117428","1"
"1 on Scale 1 to 10","1986","middle vocational","47","0.010001855664494","0.00724479118997984","0.0127589201390082","1"
"1 on Scale 1 to 10","1986","vocational + Abi","2","","","","1"
"1 on Scale 1 to 10","1986","higher vocational","6","","","","1"
"1 on Scale 1 to 10","1986","higher education","8","","","","1"
"10 Completely satisfied","1986","inadequately","114","0.132065156899986","0.108411493499088","0.155718820300884","10"
"10 Completely satisfied","1986","general elemantary","490","0.135152191092648","0.122736833326401","0.147567548858895","10"
"10 Completely satisfied","1986","in school","56","0.283104331539899","0.218706624853426","0.347502038226373","10"
"10 Completely satisfied","1986","higher education","104","0.1281217379541","0.10420197922079","0.152041496687411","10"
"10 Completely satisfied","1986","middle vocational","759","0.13747717879069","0.12793626342194","0.147018094159441","10"
"10 Completely satisfied","1986","vocational + Abi","45","0.117026137105448","0.0792392555776815","0.154813018633214","10"
"10 Completely satisfied","1986","higher vocational","65","0.102906700781981","0.0782220360790331","0.12759136548493","10"
"2 on Scale 1 to 10","1986","general elemantary","54","0.0217161493363286","0.0164231516929006","0.0270091469797565","2"
"2 on Scale 1 to 10","1986","middle vocational","124","0.0269201721510334","0.0224357902433187","0.0314045540587481","2"
"2 on Scale 1 to 10","1986","vocational + Abi","8","","","","2"
"2 on Scale 1 to 10","1986","higher vocational","17","","","","2"
"2 on Scale 1 to 10","1986","higher education","8","","","","2"
"2 on Scale 1 to 10","1986","in school","1","","","","2"
"2 on Scale 1 to 10","1986","inadequately","33","0.0446543572489628","0.0302241386645874","0.0590845758333382","2"
"3 on Scale 1 to 10","1986","general elemantary","132","0.0506749371556981","0.04271000774073","0.0586398665706663","3"
"3 on Scale 1 to 10","1986","middle vocational","197","0.0426829752753521","0.0370822447924293","0.0482837057582749","3"
"3 on Scale 1 to 10","1986","vocational + Abi","7","","","","3"
"3 on Scale 1 to 10","1986","higher vocational","28","","","","3"
"3 on Scale 1 to 10","1986","higher education","22","","","","3"
"3 on Scale 1 to 10","1986","in school","3","","","","3"
"3 on Scale 1 to 10","1986","inadequately","49","0.0541732838798239","0.0383586517305061","0.0699879160291417","3"
"4 on Scale 1 to 10","1986","in school","4","","","","4"
"4 on Scale 1 to 10","1986","inadequately","58","0.0715838585719919","0.0535727842521612","0.0895949328918226","4"
"4 on Scale 1 to 10","1986","general elemantary","168","0.0651366526418083","0.0561754843510668","0.0740978209325499","4"
"4 on Scale 1 to 10","1986","middle vocational","238","0.0528629204894883","0.046663209616033","0.0590626313629437","4"
"4 on Scale 1 to 10","1986","vocational + Abi","10","","","","4"
"4 on Scale 1 to 10","1986","higher vocational","24","","","","4"
"4 on Scale 1 to 10","1986","higher education","35","0.0503473569646477","0.0346982993907742","0.0659964145385212","4"
"5 on Scale 1 to 10","1986","in school","8","","","","5"
"5 on Scale 1 to 10","1986","inadequately","124","0.139045721597647","0.114872775465535","0.163218667729758","5"
"5 on Scale 1 to 10","1986","general elemantary","487","0.186487755110707","0.172343337953678","0.200632172267735","5"
"5 on Scale 1 to 10","1986","middle vocational","725","0.156187235704585","0.146128688575989","0.166245782833181","5"
"5 on Scale 1 to 10","1986","vocational + Abi","42","0.166044903341606","0.122301778765955","0.209788027917257","5"
"5 on Scale 1 to 10","1986","higher vocational","76","0.140445034378752","0.112217261147698","0.168672807609807","5"
"5 on Scale 1 to 10","1986","higher education","72","0.0978631538108385","0.0765982572903851","0.119128050331292","5"
"6 on Scale 1 to 10","1986","in school","10","","","","6"
"6 on Scale 1 to 10","1986","inadequately","66","0.0740465131981467","0.0557525577584532","0.0923404686378402","6"
"6 on Scale 1 to 10","1986","general elemantary","262","0.0958633142670965","0.0851722457171468","0.106554382817046","6"
"6 on Scale 1 to 10","1986","middle vocational","431","0.089660019360404","0.0817442949982239","0.0975757437225842","6"
"6 on Scale 1 to 10","1986","vocational + Abi","25","","","","6"
"6 on Scale 1 to 10","1986","higher vocational","45","0.07926947391875","0.0573209227443687","0.101218025093131","6"
"6 on Scale 1 to 10","1986","higher education","55","0.0794538238571021","0.0600986244451325","0.0988090232690717","6"
"7 on Scale 1 to 10","1986","in school","20","","","","7"
"7 on Scale 1 to 10","1986","inadequately","77","0.106966645980682","0.0853733591390916","0.128559932822273","7"
"7 on Scale 1 to 10","1986","general elemantary","352","0.121976109194664","0.110091951572855","0.133860266816473","7"
"7 on Scale 1 to 10","1986","middle vocational","709","0.139145583492655","0.129556237037527","0.148734929947782","7"
"7 on Scale 1 to 10","1986","vocational + Abi","34","0.120397212701526","0.0821431814893414","0.15865124391371","7"
"7 on Scale 1 to 10","1986","higher vocational","97","0.155359497268067","0.125929416506812","0.184789578029322","7"
"7 on Scale 1 to 10","1986","higher education","100","0.138629556855689","0.113898631905718","0.163360481805659","7"
"8 on Scale 1 to 10","1986","in school","44","0.227544442363565","0.167615165989433","0.287473718737697","8"
"8 on Scale 1 to 10","1986","inadequately","133","0.174988032939853","0.148442281502243","0.201533784377464","8"
"8 on Scale 1 to 10","1986","general elemantary","536","0.174082640293712","0.16031295931577","0.187852321271653","8"
"8 on Scale 1 to 10","1986","middle vocational","1053","0.204015998796009","0.192850613282006","0.215181384310012","8"
"8 on Scale 1 to 10","1986","vocational + Abi","60","0.217259593856885","0.168783898069046","0.265735289644725","8"
"8 on Scale 1 to 10","1986","higher vocational","152","0.259645983235948","0.224025720264805","0.295266246207092","8"
"8 on Scale 1 to 10","1986","higher education","208","0.271061656174154","0.239249222007709","0.3028740903406","8"
"9 on Scale 1 to 10","1986","in school","42","0.21717391805389","0.158234527189551","0.276113308918229","9"
"9 on Scale 1 to 10","1986","inadequately","85","0.10882465430207","0.0870673064809199","0.130582002123221","9"
"9 on Scale 1 to 10","1986","general elemantary","315","0.0961762425498905","0.0854695920024123","0.106882893097369","9"
"9 on Scale 1 to 10","1986","middle vocational","614","0.115955807566196","0.10708480549435","0.124826809638043","9"
"9 on Scale 1 to 10","1986","vocational + Abi","42","0.169316426462405","0.125231202520683","0.213401650404126","9"
"9 on Scale 1 to 10","1986","higher vocational","63","0.10274851539225","0.0780806557173853","0.127416375067115","9"
"9 on Scale 1 to 10","1986","higher education","133","0.164206762371875","0.137693546678874","0.190719978064875","9"
"0 Completely dissatisfied","1987","general elemantary","65","0.0276409292841923","0.0216220543963248","0.0336598041720598","0"
"0 Completely dissatisfied","1987","middle vocational","82","0.0207705911909396","0.0168108272140539","0.0247303551678253","0"
"0 Completely dissatisfied","1987","vocational + Abi","6","","","","0"
"0 Completely dissatisfied","1987","higher vocational","5","","","","0"
"0 Completely dissatisfied","1987","higher education","4","","","","0"
"0 Completely dissatisfied","1987","in school","2","","","","0"
"0 Completely dissatisfied","1987","inadequately","18","","","","0"
"1 on Scale 1 to 10","1987","vocational + Abi","2","","","","1"
"1 on Scale 1 to 10","1987","in school","","","","","1"
"1 on Scale 1 to 10","1987","inadequately","17","","","","1"
"1 on Scale 1 to 10","1987","general elemantary","47","0.020592991857961","0.0153790403400478","0.0258069433758743","1"
"1 on Scale 1 to 10","1987","middle vocational","65","0.0165507513101912","0.0130084338449305","0.0200930687754519","1"
"1 on Scale 1 to 10","1987","higher vocational","4","","","","1"
"1 on Scale 1 to 10","1987","higher education","3","","","","1"
"10 Completely satisfied","1987","in school","44","0.19276229285395","0.136672601221861","0.24885198448604","10"
"10 Completely satisfied","1987","general elemantary","460","0.119967618926737","0.108038537395466","0.131896700458008","10"
"10 Completely satisfied","1987","inadequately","98","0.113378771561492","0.090822768784844","0.13593477433814","10"
"10 Completely satisfied","1987","middle vocational","650","0.117227457930898","0.108295601589797","0.126159314271998","10"
"10 Completely satisfied","1987","vocational + Abi","35","0.0941302380181408","0.0597423371212754","0.128518138915006","10"
"10 Completely satisfied","1987","higher vocational","69","0.119231652825896","0.0926048765459827","0.145858429105809","10"
"10 Completely satisfied","1987","higher education","95","0.122566364236293","0.0989862190228735","0.146146509449712","10"
"2 on Scale 1 to 10","1987","in school","2","","","","2"
"2 on Scale 1 to 10","1987","inadequately","40","0.0636152950338098","0.0462518805865527","0.080978709481067","2"
"2 on Scale 1 to 10","1987","general elemantary","90","0.0366379672420082","0.0297405561810915","0.0435353783029249","2"
"2 on Scale 1 to 10","1987","middle vocational","131","0.0293332668405091","0.0246481768544444","0.0340183568265737","2"
"2 on Scale 1 to 10","1987","vocational + Abi","7","","","","2"
"2 on Scale 1 to 10","1987","higher vocational","14","","","","2"
"2 on Scale 1 to 10","1987","higher education","17","","","","2"
"3 on Scale 1 to 10","1987","general elemantary","117","0.0488692923439928","0.0409540578112281","0.0567845268767574","3"
"3 on Scale 1 to 10","1987","middle vocational","195","0.0403745351604578","0.0349093195889879","0.0458397507319278","3"
"3 on Scale 1 to 10","1987","vocational + Abi","10","","","","3"
"3 on Scale 1 to 10","1987","higher vocational","20","","","","3"
"3 on Scale 1 to 10","1987","higher education","28","","","","3"
"3 on Scale 1 to 10","1987","in school","2","","","","3"
"3 on Scale 1 to 10","1987","inadequately","45","0.0679569304706661","0.0500524356887583","0.0858614252525738","3"
"4 on Scale 1 to 10","1987","in school","4","","","","4"
"4 on Scale 1 to 10","1987","inadequately","45","0.0695770016502815","0.0514760971879753","0.0876779061125876","4"
"4 on Scale 1 to 10","1987","general elemantary","127","0.0523977084389835","0.0442169256980859","0.0605784911798811","4"
"4 on Scale 1 to 10","1987","middle vocational","217","0.0495761550844929","0.0435492031197703","0.0556031070492155","4"
"4 on Scale 1 to 10","1987","vocational + Abi","12","","","","4"
"4 on Scale 1 to 10","1987","higher vocational","28","","","","4"
"4 on Scale 1 to 10","1987","higher education","30","0.0406672439020177","0.0264648782043948","0.0548696095996405","4"
"5 on Scale 1 to 10","1987","in school","13","","","","5"
"5 on Scale 1 to 10","1987","inadequately","119","0.128940852350733","0.105098654124045","0.152783050577422","5"
"5 on Scale 1 to 10","1987","general elemantary","458","0.194794731980398","0.180254626113779","0.209334837847018","5"
"5 on Scale 1 to 10","1987","middle vocational","698","0.150088270633876","0.140171667438907","0.160004873828844","5"
"5 on Scale 1 to 10","1987","vocational + Abi","32","0.119357165234783","0.0811774788019621","0.157536851667603","5"
"5 on Scale 1 to 10","1987","higher vocational","82","0.159838661033231","0.129728420783033","0.18994890128343","5"
"5 on Scale 1 to 10","1987","higher education","77","0.109436447811515","0.0869889914195335","0.131883904203497","5"
"6 on Scale 1 to 10","1987","higher education","51","0.0684780660031026","0.0503176425886892","0.086638489417516","6"
"6 on Scale 1 to 10","1987","in school","9","","","","6"
"6 on Scale 1 to 10","1987","vocational + Abi","21","","","","6"
"6 on Scale 1 to 10","1987","inadequately","70","0.0865895412421638","0.066582037238586","0.106597045245742","6"
"6 on Scale 1 to 10","1987","general elemantary","253","0.0996780853784508","0.0886798144080253","0.110676356348876","6"
"6 on Scale 1 to 10","1987","middle vocational","456","0.0959881376017858","0.0878091698699073","0.104167105333664","6"
"6 on Scale 1 to 10","1987","higher vocational","65","0.115612770993793","0.0893393820948926","0.141886159892693","6"
"7 on Scale 1 to 10","1987","in school","32","0.193525823750179","0.137351741514754","0.249699905985603","7"
"7 on Scale 1 to 10","1987","inadequately","100","0.13099855366493","0.106995267484388","0.155001839845473","7"
"7 on Scale 1 to 10","1987","middle vocational","763","0.152042000172613","0.14207254085542","0.162011459489806","7"
"7 on Scale 1 to 10","1987","vocational + Abi","33","0.127941738066959","0.0886060202223383","0.16727745591158","7"
"7 on Scale 1 to 10","1987","higher vocational","111","0.199520516505866","0.166683715531741","0.232357317479991","7"
"7 on Scale 1 to 10","1987","higher education","112","0.148852578279688","0.123258808513917","0.174446348045459","7"
"7 on Scale 1 to 10","1987","general elemantary","404","0.137467510065223","0.124825578769556","0.150109441360889","7"
"8 on Scale 1 to 10","1987","in school","37","0.193675478008555","0.137484894413489","0.249866061603622","8"
"8 on Scale 1 to 10","1987","inadequately","135","0.17109524483379","0.144303654837026","0.197886834830554","8"
"8 on Scale 1 to 10","1987","general elemantary","527","0.16998234972528","0.15619212831626","0.1837725711343","8"
"8 on Scale 1 to 10","1987","middle vocational","1159","0.226710997564774","0.215085545272375","0.238336449857174","8"
"8 on Scale 1 to 10","1987","vocational + Abi","82","0.297928330987297","0.244069759236268","0.351786902738326","8"
"8 on Scale 1 to 10","1987","higher vocational","111","0.180227471428021","0.148644780307324","0.211810162548717","8"
"8 on Scale 1 to 10","1987","higher education","202","0.271608819627756","0.239626647412875","0.303590991842637","8"
"9 on Scale 1 to 10","1987","middle vocational","567","0.101337836509463","0.0929589426308289","0.109716730388097","9"
"9 on Scale 1 to 10","1987","vocational + Abi","37","0.141795956145802","0.100715485785053","0.182876426506551","9"
"9 on Scale 1 to 10","1987","higher education","124","0.157724759973376","0.131516955572273","0.183932564374479","9"
"9 on Scale 1 to 10","1987","in school","45","0.231424000337595","0.171456092411408","0.291391908263782","9"
"9 on Scale 1 to 10","1987","inadequately","72","0.106092641364287","0.0841839675064643","0.128001315222109","9"
"9 on Scale 1 to 10","1987","general elemantary","302","0.0919708147567734","0.0813611763744104","0.102580453139136","9"
"9 on Scale 1 to 10","1987","higher vocational","60","0.0938024712500717","0.0698466791927105","0.117758263307433","9"
