"plh0171","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Full Time","1-pers.-HH","13","","","","0"
"0 Completely dissatisfied","1984","Full Time","(Married) couple without C. ","14","","","","0"
"0 Completely dissatisfied","1984","Full Time","Single parent ","8","","","","0"
"0 Completely dissatisfied","1984","Full Time","Couple + C. LE 16 ","18","","","","0"
"0 Completely dissatisfied","1984","Full Time","Couple + C. GT 16 ","10","","","","0"
"0 Completely dissatisfied","1984","Full Time","Couple + C. LE and GT 16","10","","","","0"
"0 Completely dissatisfied","1984","Part Time","1-pers.-HH","4","","","","0"
"0 Completely dissatisfied","1984","Part Time","(Married) couple without C. ","9","","","","0"
"0 Completely dissatisfied","1984","Part Time","Single parent ","3","","","","0"
"0 Completely dissatisfied","1984","Part Time","Couple + C. LE 16 ","11","","","","0"
"0 Completely dissatisfied","1984","Part Time","Couple + C. GT 16 ","11","","","","0"
"0 Completely dissatisfied","1984","Part Time","Couple + C. LE and GT 16","8","","","","0"
"0 Completely dissatisfied","1984","Not Working","1-pers.-HH","46","0.0662618485464335","0.0472128667520413","0.0853108303408258","0"
"0 Completely dissatisfied","1984","Not Working","(Married) couple without C. ","83","0.0701075675055083","0.0557270397194145","0.0844880952916021","0"
"0 Completely dissatisfied","1984","Not Working","Single parent ","9","","","","0"
"0 Completely dissatisfied","1984","Not Working","Couple + C. LE 16 ","28","","","","0"
"0 Completely dissatisfied","1984","Not Working","Couple + C. GT 16 ","30","0.0453090528517387","0.0297680955959815","0.0608500101074959","0"
"0 Completely dissatisfied","1984","Not Working","Couple + C. LE and GT 16","10","","","","0"
"1 on Scale 1 to 10","1984","Full Time","1-pers.-HH","3","","","","1"
"1 on Scale 1 to 10","1984","Full Time","(Married) couple without C. ","5","","","","1"
"1 on Scale 1 to 10","1984","Full Time","Single parent ","2","","","","1"
"1 on Scale 1 to 10","1984","Full Time","Couple + C. LE 16 ","12","","","","1"
"1 on Scale 1 to 10","1984","Part Time","1-pers.-HH","","","","","1"
"1 on Scale 1 to 10","1984","Part Time","(Married) couple without C. ","","","","","1"
"1 on Scale 1 to 10","1984","Part Time","Couple + C. GT 16 ","6","","","","1"
"1 on Scale 1 to 10","1984","Part Time","Couple + C. LE and GT 16","1","","","","1"
"1 on Scale 1 to 10","1984","Not Working","1-pers.-HH","28","","","","1"
"1 on Scale 1 to 10","1984","Not Working","Single parent ","9","","","","1"
"1 on Scale 1 to 10","1984","Not Working","Couple + C. LE 16 ","3","","","","1"
"1 on Scale 1 to 10","1984","Not Working","(Married) couple without C. ","42","0.0369163451059655","0.0262965197645402","0.0475361704473908","1"
"1 on Scale 1 to 10","1984","Full Time","Couple + C. GT 16 ","13","","","","1"
"1 on Scale 1 to 10","1984","Full Time","Couple + C. LE and GT 16","3","","","","1"
"1 on Scale 1 to 10","1984","Part Time","Single parent ","2","","","","1"
"1 on Scale 1 to 10","1984","Part Time","Couple + C. LE 16 ","3","","","","1"
"1 on Scale 1 to 10","1984","Not Working","Couple + C. GT 16 ","14","","","","1"
"1 on Scale 1 to 10","1984","Not Working","Couple + C. LE and GT 16","11","","","","1"
"10 Completely satisfied","1984","Full Time","(Married) couple without C. ","260","0.216352512540882","0.192667516010262","0.240037509071503","10"
"10 Completely satisfied","1984","Part Time","Couple + C. LE 16 ","144","0.278406739199478","0.240211752675545","0.316601725723411","10"
"10 Completely satisfied","1984","Full Time","1-pers.-HH","129","0.225675990428329","0.190483298387224","0.260868682469435","10"
"10 Completely satisfied","1984","Full Time","Single parent ","63","0.244144336595436","0.190571779380695","0.297716893810178","10"
"10 Completely satisfied","1984","Full Time","Couple + C. LE 16 ","435","0.242430296973452","0.221795909451521","0.263064684495383","10"
"10 Completely satisfied","1984","Full Time","Couple + C. GT 16 ","232","0.222419045028479","0.196057070366834","0.248781019690124","10"
"10 Completely satisfied","1984","Full Time","Couple + C. LE and GT 16","219","0.256507230869017","0.226321044618295","0.286693417119738","10"
"10 Completely satisfied","1984","Part Time","1-pers.-HH","34","0.243865044043416","0.171695647985186","0.316034440101645","10"
"10 Completely satisfied","1984","Part Time","(Married) couple without C. ","57","0.170436014081272","0.12998916649691","0.210882861665634","10"
"10 Completely satisfied","1984","Part Time","Single parent ","26","","","","10"
"10 Completely satisfied","1984","Part Time","Couple + C. GT 16 ","77","0.214796370797625","0.171271282910279","0.258321458684972","10"
"10 Completely satisfied","1984","Part Time","Couple + C. LE and GT 16","90","0.282223791637787","0.231958978384042","0.332488604891532","10"
"10 Completely satisfied","1984","Not Working","1-pers.-HH","78","0.116367435696328","0.0918102253994835","0.140924645993172","10"
