"plh0171","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"8 on Scale 1 to 10","1985","Full Time","Rural Area","215","0.226943793780114","0.20065258983791","0.253234997722318","8"
"8 on Scale 1 to 10","1985","Part Time","Rural Area","79","0.200727043912018","0.160872051394273","0.240582036429762","8"
"8 on Scale 1 to 10","1985","Not Working","Rural Area","150","0.162500494936183","0.138557950869576","0.18644303900279","8"
"8 on Scale 1 to 10","1985","Full Time","Urban Area","923","0.235152824853916","0.221987187829354","0.248318461878478","8"
"8 on Scale 1 to 10","1985","Part Time","Urban Area","333","0.217323495188971","0.196261902648071","0.238385087729872","8"
"9 on Scale 1 to 10","1985","Full Time","Rural Area","137","0.133902404285543","0.112526554583099","0.155278253987987","9"
"9 on Scale 1 to 10","1985","Full Time","Urban Area","475","0.118815966775914","0.108770961792848","0.12886097175898","9"
"9 on Scale 1 to 10","1985","Not Working","Rural Area","69","0.0697572661868097","0.053224575477875","0.0862899568957445","9"
"9 on Scale 1 to 10","1985","Not Working","Urban Area","342","0.0950102298296776","0.08500263337209","0.105017826287265","9"
"9 on Scale 1 to 10","1985","Part Time","Rural Area","55","0.159008164437511","0.122621869946494","0.195394458928528","9"
"9 on Scale 1 to 10","1985","Part Time","Urban Area","168","0.113169795717925","0.0969915204070361","0.129348071028814","9"
"0 Completely dissatisfied","1986","Full Time","Rural Area","10","","","","0"
"0 Completely dissatisfied","1986","Full Time","Urban Area","36","0.0094251604335314","0.00638561704208583","0.012464703824977","0"
"0 Completely dissatisfied","1986","Not Working","Rural Area","39","0.0490928312167177","0.0342409687651243","0.0639446936683112","0"
"0 Completely dissatisfied","1986","Not Working","Urban Area","114","0.043406717950287","0.0362531644771197","0.0505602714234543","0"
"0 Completely dissatisfied","1986","Part Time","Rural Area","4","","","","0"
"0 Completely dissatisfied","1986","Part Time","Urban Area","23","","","","0"
"1 on Scale 1 to 10","1986","Not Working","Rural Area","15","","","","1"
"1 on Scale 1 to 10","1986","Not Working","Urban Area","65","0.0255108269889568","0.0199756633109735","0.0310459906669402","1"
"1 on Scale 1 to 10","1986","Full Time","Rural Area","4","","","","1"
"1 on Scale 1 to 10","1986","Full Time","Urban Area","28","","","","1"
"1 on Scale 1 to 10","1986","Part Time","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1986","Part Time","Urban Area","17","","","","1"
"10 Completely satisfied","1986","Full Time","Rural Area","171","0.164591541533124","0.141304098632237","0.187878984434012","10"
"10 Completely satisfied","1986","Not Working","Rural Area","114","0.115658946354112","0.0936751684748397","0.137642724233384","10"
"10 Completely satisfied","1986","Not Working","Urban Area","449","0.115566401960332","0.104342907355982","0.126789896564682","10"
"10 Completely satisfied","1986","Part Time","Rural Area","63","0.149038571142795","0.113829376391495","0.184247765894095","10"
"10 Completely satisfied","1986","Part Time","Urban Area","223","0.135295611686442","0.117611005474905","0.152980217897979","10"
"10 Completely satisfied","1986","Full Time","Urban Area","639","0.154290613304188","0.142927413225102","0.165653813383274","10"
"2 on Scale 1 to 10","1986","Not Working","Rural Area","32","0.0414952562345262","0.0277864645552318","0.0552040479138206","2"
"2 on Scale 1 to 10","1986","Full Time","Rural Area","14","","","","2"
"2 on Scale 1 to 10","1986","Full Time","Urban Area","54","0.0135337693032963","0.00989905046807388","0.0171684881385187","2"
"2 on Scale 1 to 10","1986","Not Working","Urban Area","108","0.0361673601298461","0.0296128700590207","0.0427218502006715","2"
"2 on Scale 1 to 10","1986","Part Time","Rural Area","5","","","","2"
"2 on Scale 1 to 10","1986","Part Time","Urban Area","36","0.0255240348451533","0.0173698615427874","0.0336782081475191","2"
"3 on Scale 1 to 10","1986","Not Working","Rural Area","46","0.0692873497972976","0.0518316364389499","0.0867430631556453","3"
"3 on Scale 1 to 10","1986","Not Working","Urban Area","153","0.0533426847678608","0.0454538379611287","0.0612315315745928","3"
"3 on Scale 1 to 10","1986","Full Time","Rural Area","33","0.0337788313117271","0.0224331861576596","0.0451244764657947","3"
"3 on Scale 1 to 10","1986","Full Time","Urban Area","137","0.0334781364195583","0.0278195649679127","0.0391367078712038","3"
"3 on Scale 1 to 10","1986","Part Time","Rural Area","18","","","","3"
"3 on Scale 1 to 10","1986","Part Time","Urban Area","53","0.0353962811864897","0.0258425505769544","0.0449500117960251","3"
"4 on Scale 1 to 10","1986","Full Time","Urban Area","168","0.0444899723009107","0.0380040906798891","0.0509758539219324","4"
"4 on Scale 1 to 10","1986","Full Time","Rural Area","42","0.0479988047122828","0.0345741671128447","0.061423442311721","4"
"4 on Scale 1 to 10","1986","Not Working","Rural Area","48","0.0613039396577423","0.0448143629114684","0.0777935164040163","4"
"4 on Scale 1 to 10","1986","Not Working","Urban Area","183","0.0639377103390462","0.0553493431409913","0.0725260775371011","4"
"4 on Scale 1 to 10","1986","Part Time","Rural Area","16","","","","4"
"4 on Scale 1 to 10","1986","Part Time","Urban Area","82","0.0632550109643275","0.0506692968083808","0.0758407251202742","4"
"5 on Scale 1 to 10","1986","Full Time","Urban Area","512","0.130552606520877","0.119954342021323","0.141150871020431","5"
"5 on Scale 1 to 10","1986","Full Time","Rural Area","130","0.145702859055628","0.123546054544661","0.167859663566596","5"
"5 on Scale 1 to 10","1986","Not Working","Rural Area","117","0.159343885718232","0.134185677451127","0.184502093985338","5"
"5 on Scale 1 to 10","1986","Not Working","Urban Area","525","0.188649253142119","0.174914794209728","0.20238371207451","5"
"5 on Scale 1 to 10","1986","Part Time","Rural Area","54","0.144576825781512","0.10980786866689","0.179345782896135","5"
"5 on Scale 1 to 10","1986","Part Time","Urban Area","207","0.146335881548508","0.128061670565043","0.164610092531972","5"
"6 on Scale 1 to 10","1986","Full Time","Urban Area","337","0.0846882312581893","0.0759300005733041","0.0934464619430746","6"
"6 on Scale 1 to 10","1986","Full Time","Rural Area","63","0.0652526027067036","0.0497425003345","0.0807627050789073","6"
"6 on Scale 1 to 10","1986","Not Working","Rural Area","82","0.110191166556685","0.0886670881675908","0.131715244945779","6"
"6 on Scale 1 to 10","1986","Not Working","Urban Area","267","0.0952782425843658","0.0849711998618262","0.105585285306905","6"
"6 on Scale 1 to 10","1986","Part Time","Rural Area","33","0.077330358034439","0.0509214805347017","0.103739235534176","6"
"6 on Scale 1 to 10","1986","Part Time","Urban Area","118","0.083568309024144","0.0692599257907912","0.0978766922574968","6"
"7 on Scale 1 to 10","1986","Full Time","Urban Area","602","0.163100630600696","0.151478526373265","0.174722734828126","7"
"7 on Scale 1 to 10","1986","Full Time","Rural Area","131","0.134524298736418","0.113095569337397","0.155953028135439","7"
"7 on Scale 1 to 10","1986","Not Working","Rural Area","88","0.110578344413624","0.0890211762487851","0.132135512578462","7"
"7 on Scale 1 to 10","1986","Not Working","Urban Area","349","0.111187120095728","0.100151109714196","0.12222313047726","7"
"7 on Scale 1 to 10","1986","Part Time","Rural Area","64","0.173281115549322","0.135860893304524","0.210701337794121","7"
"7 on Scale 1 to 10","1986","Part Time","Urban Area","176","0.127397845915175","0.110158972138733","0.144636719691617","7"
"8 on Scale 1 to 10","1986","Full Time","Rural Area","240","0.253264437262121","0.22595334082607","0.280575533698173","8"
"8 on Scale 1 to 10","1986","Full Time","Urban Area","850","0.219788278980809","0.206761746555199","0.23281481140642","8"
"8 on Scale 1 to 10","1986","Not Working","Rural Area","160","0.181669813873095","0.155165992884062","0.208173634862128","8"
"8 on Scale 1 to 10","1986","Not Working","Urban Area","554","0.170154891678159","0.156963201936922","0.183346581419397","8"
"8 on Scale 1 to 10","1986","Part Time","Rural Area","86","0.226203374557695","0.184840113468506","0.267566635646885","8"
"8 on Scale 1 to 10","1986","Part Time","Urban Area","315","0.232041890679063","0.210216015355796","0.253867766002329","8"
"9 on Scale 1 to 10","1986","Full Time","Urban Area","519","0.139935768130874","0.129022617821657","0.150848918440091","9"
"9 on Scale 1 to 10","1986","Full Time","Rural Area","136","0.130268100773924","0.109129299653269","0.151406901894579","9"
"9 on Scale 1 to 10","1986","Not Working","Urban Area","350","0.096798790363299","0.0864185619462594","0.107179018780338","9"
"9 on Scale 1 to 10","1986","Not Working","Rural Area","72","0.0853260734105439","0.0661227300115002","0.104529416809588","9"
"9 on Scale 1 to 10","1986","Part Time","Rural Area","48","0.116364736570449","0.0846618336593421","0.148067639481556","9"
"9 on Scale 1 to 10","1986","Part Time","Urban Area","187","0.12553353478076","0.108402990350219","0.142664079211302","9"
"0 Completely dissatisfied","1987","Full Time","Rural Area","8","","","","0"
"0 Completely dissatisfied","1987","Full Time","Urban Area","19","","","","0"
"0 Completely dissatisfied","1987","Not Working","Rural Area","30","0.039233937652989","0.0255206210069119","0.052947254299066","0"
"0 Completely dissatisfied","1987","Not Working","Urban Area","96","0.0379131915615292","0.0311050070069091","0.0447213761161493","0"
"0 Completely dissatisfied","1987","Part Time","Rural Area","5","","","","0"
"0 Completely dissatisfied","1987","Part Time","Urban Area","26","","","","0"
"1 on Scale 1 to 10","1987","Not Working","Urban Area","68","0.0284460586141143","0.0225198965139539","0.0343722207142746","1"
"1 on Scale 1 to 10","1987","Not Working","Rural Area","24","","","","1"
"1 on Scale 1 to 10","1987","Full Time","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1987","Full Time","Urban Area","32","0.00704972037006948","0.00442960145787315","0.0096698392822658","1"
"1 on Scale 1 to 10","1987","Part Time","Urban Area","13","","","","1"
"1 on Scale 1 to 10","1987","Part Time","Rural Area","1","","","","1"
"10 Completely satisfied","1987","Full Time","Rural Area","147","0.133659432340738","0.112299989744237","0.155018874937238","10"
"10 Completely satisfied","1987","Not Working","Rural Area","98","0.10541520352208","0.0837249259004406","0.127105481143719","10"
"10 Completely satisfied","1987","Part Time","Rural Area","78","0.17725823663224","0.140293199519751","0.214223273744728","10"
"10 Completely satisfied","1987","Not Working","Urban Area","386","0.101643787626434","0.0908718526000129","0.112415722652855","10"
"10 Completely satisfied","1987","Full Time","Urban Area","570","0.131578265296031","0.120992342418966","0.142164188173096","10"
"10 Completely satisfied","1987","Part Time","Urban Area","196","0.112586914848766","0.0960295603765897","0.129144269320942","10"
"2 on Scale 1 to 10","1987","Full Time","Rural Area","23","","","","2"
"2 on Scale 1 to 10","1987","Full Time","Urban Area","92","0.0202110035809048","0.0158041205481382","0.0246178866136715","2"
"2 on Scale 1 to 10","1987","Not Working","Rural Area","20","","","","2"
"2 on Scale 1 to 10","1987","Not Working","Urban Area","125","0.0486577795440378","0.0409881648541603","0.0563273942339153","2"
"2 on Scale 1 to 10","1987","Part Time","Rural Area","9","","","","2"
"2 on Scale 1 to 10","1987","Part Time","Urban Area","36","0.0291607170665818","0.0203470459003684","0.0379743882327952","2"
"3 on Scale 1 to 10","1987","Not Working","Urban Area","145","0.0499128076905541","0.0421500371428814","0.0576755782382268","3"
"3 on Scale 1 to 10","1987","Full Time","Rural Area","26","","","","3"
"3 on Scale 1 to 10","1987","Full Time","Urban Area","141","0.0372506193078738","0.0313200733200339","0.0431811652957137","3"
"3 on Scale 1 to 10","1987","Not Working","Rural Area","42","0.0557412667140611","0.0395367288310794","0.0719458045970428","3"
"3 on Scale 1 to 10","1987","Part Time","Rural Area","13","","","","3"
"3 on Scale 1 to 10","1987","Part Time","Urban Area","57","0.0451338030552311","0.0342593781749362","0.0560082279355261","3"
"4 on Scale 1 to 10","1987","Full Time","Urban Area","152","0.0390864299977514","0.0330172995628008","0.0451555604327021","4"
"4 on Scale 1 to 10","1987","Full Time","Rural Area","46","0.0545620935300302","0.0403057615009016","0.0688184255591589","4"
"4 on Scale 1 to 10","1987","Not Working","Rural Area","48","0.0629989668036972","0.045838089871587","0.0801598437358075","4"
"4 on Scale 1 to 10","1987","Not Working","Urban Area","157","0.0601847547338335","0.0517067528686159","0.0686627565990511","4"
"4 on Scale 1 to 10","1987","Part Time","Rural Area","15","","","","4"
"4 on Scale 1 to 10","1987","Part Time","Urban Area","50","0.0369807341368626","0.0270954461700372","0.046866022103688","4"
"5 on Scale 1 to 10","1987","Full Time","Rural Area","129","0.142322333980335","0.120392044602858","0.164252623357812","5"
"5 on Scale 1 to 10","1987","Not Working","Urban Area","459","0.173924254141922","0.160412273081526","0.187436235202319","5"
"5 on Scale 1 to 10","1987","Part Time","Rural Area","51","0.125847708173187","0.093742730782491","0.157952685563884","5"
"5 on Scale 1 to 10","1987","Not Working","Rural Area","140","0.198505451278776","0.170332053069747","0.226678849487805","5"
"5 on Scale 1 to 10","1987","Part Time","Urban Area","206","0.157567314414508","0.13848264049453","0.176651988334486","5"
"5 on Scale 1 to 10","1987","Full Time","Urban Area","509","0.134579911704424","0.123892441653889","0.14526738175496","5"
"6 on Scale 1 to 10","1987","Not Working","Rural Area","82","0.112720027268757","0.0903825763896608","0.135057478147854","6"
"6 on Scale 1 to 10","1987","Full Time","Rural Area","83","0.0935629552526893","0.0752833601535623","0.111842550351816","6"
"6 on Scale 1 to 10","1987","Full Time","Urban Area","327","0.0831754901634332","0.0745275615259952","0.0918234188008711","6"
"6 on Scale 1 to 10","1987","Not Working","Urban Area","290","0.103117862428126","0.0922770044325551","0.113958720423698","6"
"6 on Scale 1 to 10","1987","Part Time","Rural Area","37","0.0947315501529382","0.0663855244214164","0.12307757588446","6"
"6 on Scale 1 to 10","1987","Part Time","Urban Area","116","0.0879800982227285","0.0731419928069602","0.102818203638497","6"
"7 on Scale 1 to 10","1987","Not Working","Rural Area","94","0.121851080708112","0.098746318311919","0.144955843104306","7"
"7 on Scale 1 to 10","1987","Not Working","Urban Area","424","0.137014795130085","0.124756941664285","0.149272648595885","7"
"7 on Scale 1 to 10","1987","Full Time","Rural Area","145","0.145575703087198","0.123438281995091","0.167713124179305","7"
"7 on Scale 1 to 10","1987","Full Time","Urban Area","641","0.168362781278662","0.156644570388488","0.180080992168836","7"
"7 on Scale 1 to 10","1987","Part Time","Rural Area","67","0.167017478060189","0.130913499058356","0.203121457062022","7"
"7 on Scale 1 to 10","1987","Part Time","Urban Area","198","0.15591011814569","0.136907406830618","0.174912829460762","7"
"8 on Scale 1 to 10","1987","Not Working","Urban Area","558","0.173993952835674","0.160479834790723","0.187508070880624","8"
"8 on Scale 1 to 10","1987","Full Time","Rural Area","228","0.241237396992065","0.214382650383469","0.268092143600661","8"
"8 on Scale 1 to 10","1987","Not Working","Rural Area","126","0.162365479590236","0.136317330928553","0.18841362825192","8"
"8 on Scale 1 to 10","1987","Full Time","Urban Area","974","0.252915025756644","0.23930234618003","0.266527705333259","8"
"8 on Scale 1 to 10","1987","Part Time","Rural Area","85","0.215295654167472","0.175509970679078","0.255081337655865","8"
"8 on Scale 1 to 10","1987","Part Time","Urban Area","311","0.222429546425231","0.200644916520942","0.244214176329521","8"
"9 on Scale 1 to 10","1987","Full Time","Urban Area","460","0.121026964745999","0.110812863646973","0.131241065845025","9"
"9 on Scale 1 to 10","1987","Full Time","Rural Area","137","0.125219037424432","0.104444535260756","0.145993539588107","9"
"9 on Scale 1 to 10","1987","Not Working","Rural Area","66","0.0766286169921818","0.0578403627873751","0.0954168711969884","9"
"9 on Scale 1 to 10","1987","Not Working","Urban Area","315","0.0851907556936896","0.0752392103753594","0.0951423010120198","9"
"9 on Scale 1 to 10","1987","Part Time","Rural Area","49","0.117926971297518","0.0867082574892364","0.1491456851058","9"
"9 on Scale 1 to 10","1987","Part Time","Urban Area","191","0.123949269426054","0.106688081258544","0.141210457593563","9"
"0 Completely dissatisfied","1988","Full Time","Urban Area","35","0.0088522473557748","0.0058353036563763","0.0118691910551733","0"
"0 Completely dissatisfied","1988","Full Time","Rural Area","4","","","","0"
"0 Completely dissatisfied","1988","Not Working","Rural Area","31","0.0482292634672015","0.0324028229390534","0.0640557039953497","0"
"0 Completely dissatisfied","1988","Not Working","Urban Area","105","0.0468293838759395","0.0390836686923157","0.0545750990595633","0"
"0 Completely dissatisfied","1988","Part Time","Rural Area","4","","","","0"
"0 Completely dissatisfied","1988","Part Time","Urban Area","10","","","","0"
"1 on Scale 1 to 10","1988","Not Working","Rural Area","23","","","","1"
"1 on Scale 1 to 10","1988","Full Time","Rural Area","7","","","","1"
"1 on Scale 1 to 10","1988","Not Working","Urban Area","70","0.0286651306169927","0.0225475678908582","0.0347826933431272","1"
"1 on Scale 1 to 10","1988","Full Time","Urban Area","25","","","","1"
"1 on Scale 1 to 10","1988","Part Time","Rural Area","4","","","","1"
"1 on Scale 1 to 10","1988","Part Time","Urban Area","9","","","","1"
"10 Completely satisfied","1988","Full Time","Rural Area","122","0.105162304328274","0.0849972501656222","0.125327358490926","10"
"10 Completely satisfied","1988","Full Time","Urban Area","462","0.111931452220311","0.101776671523613","0.12208623291701","10"
"10 Completely satisfied","1988","Not Working","Rural Area","82","0.0947171667616302","0.0730865823506566","0.116347751172604","10"
"10 Completely satisfied","1988","Not Working","Urban Area","307","0.0784831575124816","0.0686236130243911","0.0883427020005721","10"
"10 Completely satisfied","1988","Part Time","Rural Area","73","0.15846424427892","0.123827578253617","0.193100910304223","10"
"10 Completely satisfied","1988","Part Time","Urban Area","190","0.113587778744684","0.0970838405026457","0.130091716986723","10"
"2 on Scale 1 to 10","1988","Full Time","Rural Area","11","","","","2"
"2 on Scale 1 to 10","1988","Full Time","Urban Area","72","0.0182136633211462","0.0139066285378897","0.0225206981044026","2"
"2 on Scale 1 to 10","1988","Not Working","Rural Area","30","0.0557650348300996","0.0388145240523235","0.0727155456078757","2"
"2 on Scale 1 to 10","1988","Not Working","Urban Area","121","0.0506175474848268","0.042580655556123","0.0586544394135306","2"
"2 on Scale 1 to 10","1988","Part Time","Rural Area","8","","","","2"
"2 on Scale 1 to 10","1988","Part Time","Urban Area","38","0.0290181121623935","0.0202875127716633","0.0377487115531237","2"
"3 on Scale 1 to 10","1988","Not Working","Rural Area","37","0.0573826818386883","0.0402028111936323","0.0745625524837443","3"
"3 on Scale 1 to 10","1988","Full Time","Rural Area","29","","","","3"
"3 on Scale 1 to 10","1988","Full Time","Urban Area","153","0.0428689491195592","0.0363447327353986","0.0493931655037198","3"
"3 on Scale 1 to 10","1988","Not Working","Urban Area","155","0.0605658181463864","0.0518207348191585","0.0693109014736144","3"
"3 on Scale 1 to 10","1988","Part Time","Rural Area","20","","","","3"
"3 on Scale 1 to 10","1988","Part Time","Urban Area","57","0.0344651616546402","0.0249770878769345","0.0439532354323458","3"
"4 on Scale 1 to 10","1988","Full Time","Rural Area","37","0.0453669220801453","0.0316869532583341","0.0590468909019565","4"
"4 on Scale 1 to 10","1988","Full Time","Urban Area","164","0.0480654352964912","0.0411758794788303","0.054954991114152","4"
"4 on Scale 1 to 10","1988","Not Working","Rural Area","46","0.0717121238037361","0.0526531552726658","0.0907710923348064","4"
"4 on Scale 1 to 10","1988","Not Working","Urban Area","157","0.0550764623023641","0.0467127645332564","0.0634401600714719","4"
"4 on Scale 1 to 10","1988","Part Time","Rural Area","23","","","","4"
"4 on Scale 1 to 10","1988","Part Time","Urban Area","71","0.0580786938608423","0.0459134827584897","0.0702439049631948","4"
"5 on Scale 1 to 10","1988","Full Time","Rural Area","140","0.174687571915239","0.149727984206796","0.199647159623682","5"
"5 on Scale 1 to 10","1988","Full Time","Urban Area","465","0.125828237725767","0.115146087557561","0.136510387893972","5"
"5 on Scale 1 to 10","1988","Not Working","Rural Area","119","0.171523753176825","0.143677682080234","0.199369824273416","5"
"5 on Scale 1 to 10","1988","Not Working","Urban Area","446","0.176486451371465","0.162509642108569","0.190463260634361","5"
"5 on Scale 1 to 10","1988","Part Time","Rural Area","65","0.156505186801445","0.122043246217938","0.190967127384952","5"
"5 on Scale 1 to 10","1988","Part Time","Urban Area","203","0.148641323471018","0.130138841750486","0.167143805191551","5"
"6 on Scale 1 to 10","1988","Full Time","Rural Area","67","0.0774748313686253","0.0599009924185803","0.0950486703186704","6"
"6 on Scale 1 to 10","1988","Not Working","Rural Area","66","0.104788009861349","0.082163431059276","0.127412588663422","6"
"6 on Scale 1 to 10","1988","Full Time","Urban Area","333","0.0921902248922131","0.0828724739119764","0.10150797587245","6"
"6 on Scale 1 to 10","1988","Not Working","Urban Area","264","0.0977416415128034","0.0868542898716851","0.108628993153922","6"
"6 on Scale 1 to 10","1988","Part Time","Rural Area","35","0.0853032556977981","0.0588087681684557","0.111797743227141","6"
"6 on Scale 1 to 10","1988","Part Time","Urban Area","124","0.0909984413230082","0.0760394190247947","0.105957463621222","6"
"7 on Scale 1 to 10","1988","Not Working","Rural Area","86","0.134975990877086","0.109735133406728","0.160216848347443","7"
"7 on Scale 1 to 10","1988","Full Time","Urban Area","568","0.156719312875519","0.145010346158189","0.168428279592848","7"
"7 on Scale 1 to 10","1988","Part Time","Urban Area","197","0.136401797082262","0.118550497851626","0.154253096312898","7"
"7 on Scale 1 to 10","1988","Full Time","Rural Area","142","0.168732039665581","0.144113260673037","0.193350818658125","7"
"7 on Scale 1 to 10","1988","Not Working","Urban Area","381","0.134811929305352","0.122291004651652","0.147332853959052","7"
"7 on Scale 1 to 10","1988","Part Time","Rural Area","55","0.124688862666106","0.0933538977699443","0.156023827562269","7"
"8 on Scale 1 to 10","1988","Full Time","Rural Area","206","0.244593505205177","0.216337547736544","0.27284946267381","8"
"8 on Scale 1 to 10","1988","Not Working","Rural Area","124","0.16188553272929","0.134676227687457","0.189094837771122","8"
"8 on Scale 1 to 10","1988","Full Time","Urban Area","937","0.25534259351061","0.241297936930319","0.269387250090901","8"
"8 on Scale 1 to 10","1988","Not Working","Urban Area","563","0.185173926394425","0.170932963487521","0.199414889301329","8"
"8 on Scale 1 to 10","1988","Part Time","Rural Area","82","0.19311123718949","0.155670468182995","0.230552006195986","8"
"8 on Scale 1 to 10","1988","Part Time","Urban Area","326","0.247337261803574","0.224895915833608","0.26977860777354","8"
"9 on Scale 1 to 10","1988","Full Time","Rural Area","124","0.126073606706288","0.104254009610429","0.147893203802148","9"
"9 on Scale 1 to 10","1988","Not Working","Rural Area","60","0.0659910880056152","0.0476519078908583","0.0843302681203721","9"
