"plb0196_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","58","0.306634898758699","0.236279423847574","0.376990373669824"
"No","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","2","","",""
"No","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","5","","",""
"No","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","18","","",""
"No","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","18","","",""
"Yes","2006","1-pers.-HH","(0) in school","","","",""
"Yes","2006","1-pers.-HH","(1a) inadequately completed","2","","",""
"Yes","2006","1-pers.-HH","(1b) general elementary school","10","","",""
"Yes","2006","1-pers.-HH","(1c) basic vocational qualification","132","0.710070399938262","0.644331939504066","0.775808860372457"
"Yes","2006","1-pers.-HH","(2b) intermediate general qualification","14","","",""
"Yes","2006","1-pers.-HH","(2a) intermediate vocational","227","0.763318282762807","0.715140402828878","0.811496162696736"
"Yes","2006","1-pers.-HH","(2c_gen) general maturity certificate","27","","",""
"Yes","2006","1-pers.-HH","(2c_voc) vocational maturity certificate","93","0.746096702550625","0.669489610123594","0.822703794977656"
"Yes","2006","1-pers.-HH","(3a) lower tertiary education","87","0.849351852762956","0.782199604308174","0.916504101217737"
"Yes","2006","1-pers.-HH","(3b) higher tertiary education","116","0.749918997977943","0.680384153898045","0.819453842057841"
"Yes","2006","(Married) couple without C. ","(0) in school","","","",""
"Yes","2006","(Married) couple without C. ","(1a) inadequately completed","5","","",""
"Yes","2006","(Married) couple without C. ","(1b) general elementary school","30","0.630125251370516","0.490613767320541","0.769636735420491"
"Yes","2006","(Married) couple without C. ","(1c) basic vocational qualification","313","0.671173710327628","0.628335843362346","0.714011577292911"
"Yes","2006","(Married) couple without C. ","(2b) intermediate general qualification","24","","",""
"Yes","2006","(Married) couple without C. ","(2a) intermediate vocational","501","0.701352644065524","0.666672364602615","0.736032923528432"
"Yes","2006","(Married) couple without C. ","(2c_gen) general maturity certificate","31","0.652026682842532","0.50797142909718","0.796081936587885"
"Yes","2006","(Married) couple without C. ","(2c_voc) vocational maturity certificate","164","0.733778489239951","0.675898539970418","0.791658438509484"
"Yes","2006","(Married) couple without C. ","(3a) lower tertiary education","216","0.810076576530624","0.762939833071989","0.857213319989258"
"Yes","2006","(Married) couple without C. ","(3b) higher tertiary education","306","0.79863634678036","0.75893820905161","0.838334484509111"
"Yes","2006","Single parent ","(0) in school","","","",""
"Yes","2006","Single parent ","(1a) inadequately completed","2","","",""
"Yes","2006","Single parent ","(1b) general elementary school","12","","",""
"Yes","2006","Single parent ","(1c) basic vocational qualification","46","0.596576850948547","0.487705303479367","0.705448398417727"
"Yes","2006","Single parent ","(2b) intermediate general qualification","13","","",""
"Yes","2006","Single parent ","(2a) intermediate vocational","100","0.738789921609963","0.664410784152268","0.813169059067658"
"Yes","2006","Single parent ","(2c_gen) general maturity certificate","9","","",""
"Yes","2006","Single parent ","(2c_voc) vocational maturity certificate","25","","",""
"Yes","2006","Single parent ","(3a) lower tertiary education","20","","",""
"Yes","2006","Single parent ","(3b) higher tertiary education","28","","",""
"Yes","2006","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2006","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"Yes","2006","Couple + C. LE 16 ","(1b) general elementary school","30","0.752183693247604","0.621611607065507","0.8827557794297"
"Yes","2006","Couple + C. LE 16 ","(1c) basic vocational qualification","267","0.692062373255083","0.645400930101585","0.738723816408582"
"Yes","2006","Couple + C. LE 16 ","(2b) intermediate general qualification","16","","",""
"Yes","2006","Couple + C. LE 16 ","(2a) intermediate vocational","414","0.720844650037407","0.684678842393058","0.757010457681755"
"Yes","2006","Couple + C. LE 16 ","(2c_gen) general maturity certificate","7","","",""
"Yes","2006","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","176","0.732927221598918","0.676599892793741","0.789254550404095"
"Yes","2006","Couple + C. LE 16 ","(3a) lower tertiary education","159","0.81889148339845","0.764559938973813","0.873223027823086"
"Yes","2006","Couple + C. LE 16 ","(3b) higher tertiary education","261","0.784886493998657","0.739936168377046","0.829836819620268"
"Yes","2006","Couple + C. GT 16 ","(0) in school","2","","",""
"Yes","2006","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Yes","2006","Couple + C. GT 16 ","(1b) general elementary school","36","0.715883396340905","0.597763371489666","0.834003421192145"
"Yes","2006","Couple + C. GT 16 ","(1c) basic vocational qualification","207","0.647337203633335","0.593802859679036","0.700871547587634"
"Yes","2006","Couple + C. GT 16 ","(2b) intermediate general qualification","30","0.555251911765895","0.421465430194991","0.6890383933368"
"Yes","2006","Couple + C. GT 16 ","(2a) intermediate vocational","314","0.68066064871915","0.637775027482829","0.723546269955471"
"Yes","2006","Couple + C. GT 16 ","(2c_gen) general maturity certificate","27","","",""
"Yes","2006","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","73","0.687199845108972","0.599351980669413","0.775047709548532"
"Yes","2006","Couple + C. GT 16 ","(3a) lower tertiary education","106","0.756809868238578","0.685490570513635","0.828129165963521"
"Yes","2006","Couple + C. GT 16 ","(3b) higher tertiary education","178","0.837472372339187","0.788157523801728","0.886787220876647"
"Yes","2006","Couple + C. LE and GT 16","(0) in school","2","","",""
"Yes","2006","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Yes","2006","Couple + C. LE and GT 16","(1b) general elementary school","14","","",""
"Yes","2006","Couple + C. LE and GT 16","(1c) basic vocational qualification","96","0.772657903231591","0.701159773492679","0.844156032970504"
"Yes","2006","Couple + C. LE and GT 16","(2b) intermediate general qualification","22","","",""
"Yes","2006","Couple + C. LE and GT 16","(2a) intermediate vocational","119","0.731345191737357","0.664713299845878","0.797977083628835"
"Yes","2006","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","8","","",""
"Yes","2006","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","36","0.702944903135887","0.566363046955687","0.839526759316086"
"Yes","2006","Couple + C. LE and GT 16","(3a) lower tertiary education","55","0.887133215764869","0.811364803697854","0.962901627831884"
"Yes","2006","Couple + C. LE and GT 16","(3b) higher tertiary education","63","0.747171543424214","0.655841933446794","0.838501153401633"
"No","2006","1-pers.-HH","(0) in school","","","",""
"No","2006","1-pers.-HH","(1a) inadequately completed","1","","",""
"No","2006","1-pers.-HH","(1b) general elementary school","12","","",""
"No","2006","1-pers.-HH","(1c) basic vocational qualification","51","0.289929600061738","0.224191139627543","0.355668060495934"
"No","2006","1-pers.-HH","(2b) intermediate general qualification","5","","",""
"No","2006","1-pers.-HH","(2a) intermediate vocational","72","0.236681717237193","0.188503837303264","0.284859597171122"
"No","2006","1-pers.-HH","(2c_gen) general maturity certificate","12","","",""
"No","2006","1-pers.-HH","(2c_voc) vocational maturity certificate","31","0.253903297449375","0.177296205022344","0.330510389876406"
"No","2006","1-pers.-HH","(3a) lower tertiary education","22","","",""
"No","2006","1-pers.-HH","(3b) higher tertiary education","33","0.250081002022057","0.180546157942159","0.319615846101955"
"No","2006","(Married) couple without C. ","(0) in school","1","","",""
"No","2006","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"No","2006","(Married) couple without C. ","(1b) general elementary school","16","","",""
"No","2006","(Married) couple without C. ","(1c) basic vocational qualification","149","0.328826289672372","0.285988422707089","0.371664156637654"
"No","2006","(Married) couple without C. ","(2b) intermediate general qualification","8","","",""
"No","2006","(Married) couple without C. ","(2a) intermediate vocational","168","0.298647355934476","0.263967076471568","0.333327635397385"
"No","2006","(Married) couple without C. ","(2c_gen) general maturity certificate","11","","",""
"No","2006","(Married) couple without C. ","(2c_voc) vocational maturity certificate","60","0.266221510760049","0.208341561490516","0.324101460029582"
"No","2006","(Married) couple without C. ","(3a) lower tertiary education","50","0.189923423469376","0.142786680010741","0.237060166928011"
"No","2006","(Married) couple without C. ","(3b) higher tertiary education","86","0.20136365321964","0.161665515490889","0.24106179094839"
"No","2006","Single parent ","(0) in school","","","",""
"No","2006","Single parent ","(1a) inadequately completed","","","",""
"No","2006","Single parent ","(1b) general elementary school","12","","",""
"No","2006","Single parent ","(1c) basic vocational qualification","32","0.403423149051453","0.294551601582273","0.512294696520634"
"No","2006","Single parent ","(2b) intermediate general qualification","9","","",""
"No","2006","Single parent ","(2a) intermediate vocational","34","0.261210078390037","0.186830940932342","0.335589215847732"
"No","2006","Single parent ","(2c_gen) general maturity certificate","4","","",""
"No","2006","Single parent ","(2c_voc) vocational maturity certificate","8","","",""
"No","2006","Single parent ","(3a) lower tertiary education","9","","",""
"No","2006","Single parent ","(3b) higher tertiary education","9","","",""
"No","2006","Couple + C. LE 16 ","(0) in school","","","",""
"No","2006","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"No","2006","Couple + C. LE 16 ","(1b) general elementary school","12","","",""
"No","2006","Couple + C. LE 16 ","(1c) basic vocational qualification","109","0.307937626744917","0.261276183591418","0.354599069898415"
"No","2006","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"No","2006","Couple + C. LE 16 ","(2a) intermediate vocational","177","0.279155349962593","0.242989542318245","0.315321157606942"
"No","2006","Couple + C. LE 16 ","(2c_gen) general maturity certificate","6","","",""
"No","2006","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","61","0.267072778401082","0.210745449595905","0.323400107206259"
"No","2006","Couple + C. LE 16 ","(3a) lower tertiary education","34","0.18110851660155","0.126776972176914","0.235440061026187"
"No","2006","Couple + C. LE 16 ","(3b) higher tertiary education","60","0.215113506001343","0.170163180379732","0.260063831622954"
"No","2006","Couple + C. GT 16 ","(0) in school","2","","",""
"No","2006","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"No","2006","Couple + C. GT 16 ","(1b) general elementary school","20","","",""
"No","2006","Couple + C. GT 16 ","(1c) basic vocational qualification","99","0.352662796366665","0.299128452412366","0.406197140320964"
"No","2006","Couple + C. GT 16 ","(2b) intermediate general qualification","23","","",""
"No","2006","Couple + C. GT 16 ","(2a) intermediate vocational","140","0.31933935128085","0.276453730044529","0.362224972517171"
"No","2006","Couple + C. GT 16 ","(2c_gen) general maturity certificate","17","","",""
"No","2006","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","34","0.312800154891028","0.224952290451468","0.400648019330587"
"No","2006","Couple + C. GT 16 ","(3a) lower tertiary education","33","0.243190131761422","0.171870834036479","0.314509429486365"
"No","2006","Couple + C. GT 16 ","(3b) higher tertiary education","37","0.162527627660813","0.113212779123353","0.211842476198272"
"No","2006","Couple + C. LE and GT 16","(0) in school","2","","",""
"No","2006","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"No","2006","Couple + C. LE and GT 16","(1b) general elementary school","16","","",""
"No","2006","Couple + C. LE and GT 16","(1c) basic vocational qualification","36","0.227342096768409","0.155843967029496","0.298840226507321"
"No","2006","Couple + C. LE and GT 16","(2b) intermediate general qualification","6","","",""
"No","2006","Couple + C. LE and GT 16","(2a) intermediate vocational","51","0.268654808262643","0.202022916371165","0.335286700154122"
"No","2006","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","5","","",""
"No","2006","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","7","","",""
"No","2006","Couple + C. LE and GT 16","(3a) lower tertiary education","12","","",""
"No","2006","Couple + C. LE and GT 16","(3b) higher tertiary education","24","","",""
"Yes","2007","1-pers.-HH","(0) in school","","","",""
"Yes","2007","1-pers.-HH","(1a) inadequately completed","1","","",""
"Yes","2007","1-pers.-HH","(1b) general elementary school","8","","",""
"Yes","2007","1-pers.-HH","(1c) basic vocational qualification","136","0.784368916792807","0.724121636679541","0.844616196906072"
"Yes","2007","1-pers.-HH","(2b) intermediate general qualification","8","","",""
"Yes","2007","1-pers.-HH","(2a) intermediate vocational","215","0.753045936262162","0.703241197060846","0.802850675463479"
"Yes","2007","1-pers.-HH","(2c_gen) general maturity certificate","27","","",""
"Yes","2007","1-pers.-HH","(2c_voc) vocational maturity certificate","101","0.838697833890546","0.773162085039442","0.904233582741651"
"Yes","2007","1-pers.-HH","(3a) lower tertiary education","88","0.824414421447095","0.751985441311698","0.896843401582492"
"Yes","2007","1-pers.-HH","(3b) higher tertiary education","116","0.720387822997877","0.649038884037494","0.79173676195826"
"Yes","2007","(Married) couple without C. ","(0) in school","","","",""
"Yes","2007","(Married) couple without C. ","(1a) inadequately completed","6","","",""
"Yes","2007","(Married) couple without C. ","(1b) general elementary school","28","","",""
"Yes","2007","(Married) couple without C. ","(1c) basic vocational qualification","287","0.711013943503318","0.66692166139887","0.755106225607766"
"Yes","2007","(Married) couple without C. ","(2b) intermediate general qualification","22","","",""
"Yes","2007","(Married) couple without C. ","(2a) intermediate vocational","465","0.742873895129993","0.708554889039508","0.777192901220477"
"Yes","2007","(Married) couple without C. ","(2c_gen) general maturity certificate","21","","",""
"Yes","2007","(Married) couple without C. ","(2c_voc) vocational maturity certificate","147","0.727929267774945","0.666559015337017","0.789299520212872"
"Yes","2007","(Married) couple without C. ","(3a) lower tertiary education","200","0.78856779225775","0.738352462086953","0.838783122428548"
"Yes","2007","(Married) couple without C. ","(3b) higher tertiary education","284","0.836504323319087","0.798460687995737","0.874547958642437"
"Yes","2007","Single parent ","(0) in school","1","","",""
"Yes","2007","Single parent ","(1a) inadequately completed","","","",""
"Yes","2007","Single parent ","(1b) general elementary school","10","","",""
"Yes","2007","Single parent ","(1c) basic vocational qualification","45","0.613406178668625","0.497663064801948","0.729149292535302"
"Yes","2007","Single parent ","(2b) intermediate general qualification","7","","",""
"Yes","2007","Single parent ","(2a) intermediate vocational","89","0.706811791471543","0.627008973468628","0.786614609474458"
"Yes","2007","Single parent ","(2c_gen) general maturity certificate","10","","",""
"Yes","2007","Single parent ","(2c_voc) vocational maturity certificate","29","","",""
"Yes","2007","Single parent ","(3a) lower tertiary education","24","","",""
"Yes","2007","Single parent ","(3b) higher tertiary education","32","0.749848092286903","0.617278256678111","0.882417927895695"
"Yes","2007","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2007","Couple + C. LE 16 ","(1a) inadequately completed","4","","",""
"Yes","2007","Couple + C. LE 16 ","(1b) general elementary school","24","","",""
"Yes","2007","Couple + C. LE 16 ","(1c) basic vocational qualification","260","0.727522137964452","0.681529792403948","0.773514483524956"
"Yes","2007","Couple + C. LE 16 ","(2b) intermediate general qualification","12","","",""
"Yes","2007","Couple + C. LE 16 ","(2a) intermediate vocational","414","0.78558191057253","0.751093348371859","0.820070472773201"
"Yes","2007","Couple + C. LE 16 ","(2c_gen) general maturity certificate","13","","",""
"Yes","2007","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","166","0.782347079871176","0.727819184846241","0.836874974896111"
"Yes","2007","Couple + C. LE 16 ","(3a) lower tertiary education","139","0.78368493666629","0.723199304924014","0.844170568408566"
"Yes","2007","Couple + C. LE 16 ","(3b) higher tertiary education","245","0.800427715867973","0.755275817315343","0.845579614420602"
"Yes","2007","Couple + C. GT 16 ","(0) in school","1","","",""
"Yes","2007","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Yes","2007","Couple + C. GT 16 ","(1b) general elementary school","34","0.804353362314646","0.688448549678084","0.920258174951209"
"Yes","2007","Couple + C. GT 16 ","(1c) basic vocational qualification","181","0.664771139245647","0.607279460811412","0.722262817679883"
"Yes","2007","Couple + C. GT 16 ","(2b) intermediate general qualification","29","","",""
"Yes","2007","Couple + C. GT 16 ","(2a) intermediate vocational","317","0.714291457311202","0.672598839833916","0.755984074788488"
"Yes","2007","Couple + C. GT 16 ","(2c_gen) general maturity certificate","38","0.852842705251424","0.755615372866307","0.950070037636541"
"Yes","2007","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","69","0.691350898642682","0.60035700101227","0.782344796273094"
"Yes","2007","Couple + C. GT 16 ","(3a) lower tertiary education","102","0.699047399133225","0.622242279492196","0.775852518774254"
"Yes","2007","Couple + C. GT 16 ","(3b) higher tertiary education","167","0.735952839791537","0.677964944364686","0.793940735218387"
"Yes","2007","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","2007","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","2007","Couple + C. LE and GT 16","(1b) general elementary school","7","","",""
"Yes","2007","Couple + C. LE and GT 16","(1c) basic vocational qualification","94","0.719678065159767","0.643343726969429","0.796012403350104"
"Yes","2007","Couple + C. LE and GT 16","(2b) intermediate general qualification","11","","",""
"Yes","2007","Couple + C. LE and GT 16","(2a) intermediate vocational","123","0.76028689517162","0.695147944258741","0.825425846084499"
"Yes","2007","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","8","","",""
"Yes","2007","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","33","0.924238544696662","0.84010436103962","1.0083727283537"
"Yes","2007","Couple + C. LE and GT 16","(3a) lower tertiary education","35","0.741713526894504","0.619161927993469","0.864265125795539"
"Yes","2007","Couple + C. LE and GT 16","(3b) higher tertiary education","60","0.931278193508406","0.871586961019362","0.990969425997451"
"No","2007","1-pers.-HH","(0) in school","","","",""
"No","2007","1-pers.-HH","(1a) inadequately completed","","","",""
"No","2007","1-pers.-HH","(1b) general elementary school","10","","",""
"No","2007","1-pers.-HH","(1c) basic vocational qualification","43","0.215631083207193","0.155383803093928","0.275878363320459"
"No","2007","1-pers.-HH","(2b) intermediate general qualification","3","","",""
"No","2007","1-pers.-HH","(2a) intermediate vocational","73","0.246954063737838","0.197149324536521","0.296758802939154"
"No","2007","1-pers.-HH","(2c_gen) general maturity certificate","9","","",""
"No","2007","1-pers.-HH","(2c_voc) vocational maturity certificate","20","","",""
"No","2007","1-pers.-HH","(3a) lower tertiary education","18","","",""
"No","2007","1-pers.-HH","(3b) higher tertiary education","36","0.279612177002123","0.20826323804174","0.350961115962506"
"No","2007","(Married) couple without C. ","(0) in school","","","",""
"No","2007","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"No","2007","(Married) couple without C. ","(1b) general elementary school","13","","",""
"No","2007","(Married) couple without C. ","(1c) basic vocational qualification","119","0.288986056496682","0.244893774392234","0.33307833860113"
"No","2007","(Married) couple without C. ","(2b) intermediate general qualification","9","","",""
"No","2007","(Married) couple without C. ","(2a) intermediate vocational","158","0.257126104870007","0.222807098779523","0.291445110960492"
"No","2007","(Married) couple without C. ","(2c_gen) general maturity certificate","12","","",""
"No","2007","(Married) couple without C. ","(2c_voc) vocational maturity certificate","55","0.272070732225055","0.210700479787128","0.333440984662983"
"No","2007","(Married) couple without C. ","(3a) lower tertiary education","54","0.21143220774225","0.161216877571452","0.261647537913047"
"No","2007","(Married) couple without C. ","(3b) higher tertiary education","79","0.163495676680913","0.125452041357563","0.201539312004263"
"No","2007","Single parent ","(0) in school","1","","",""
"No","2007","Single parent ","(1a) inadequately completed","1","","",""
"No","2007","Single parent ","(1b) general elementary school","11","","",""
"No","2007","Single parent ","(1c) basic vocational qualification","23","","",""
"No","2007","Single parent ","(2b) intermediate general qualification","5","","",""
"No","2007","Single parent ","(2a) intermediate vocational","36","0.293188208528457","0.213385390525542","0.372991026531372"
"No","2007","Single parent ","(2c_gen) general maturity certificate","1","","",""
"No","2007","Single parent ","(2c_voc) vocational maturity certificate","3","","",""
"No","2007","Single parent ","(3a) lower tertiary education","9","","",""
"No","2007","Single parent ","(3b) higher tertiary education","9","","",""
"No","2007","Couple + C. LE 16 ","(0) in school","","","",""
"No","2007","Couple + C. LE 16 ","(1a) inadequately completed","4","","",""
"No","2007","Couple + C. LE 16 ","(1b) general elementary school","11","","",""
"No","2007","Couple + C. LE 16 ","(1c) basic vocational qualification","100","0.272477862035548","0.226485516475044","0.318470207596053"
"No","2007","Couple + C. LE 16 ","(2b) intermediate general qualification","4","","",""
"No","2007","Couple + C. LE 16 ","(2a) intermediate vocational","130","0.21441808942747","0.179929527226799","0.248906651628141"
"No","2007","Couple + C. LE 16 ","(2c_gen) general maturity certificate","5","","",""
"No","2007","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","54","0.217652920128824","0.163125025103889","0.272180815153759"
"No","2007","Couple + C. LE 16 ","(3a) lower tertiary education","39","0.21631506333371","0.155829431591434","0.276800695075986"
"No","2007","Couple + C. LE 16 ","(3b) higher tertiary education","56","0.199572284132027","0.154420385579397","0.244724182684657"
"No","2007","Couple + C. GT 16 ","(0) in school","1","","",""
"No","2007","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"No","2007","Couple + C. GT 16 ","(1b) general elementary school","11","","",""
"No","2007","Couple + C. GT 16 ","(1c) basic vocational qualification","78","0.335228860754353","0.277737182320117","0.392720539188588"
"No","2007","Couple + C. GT 16 ","(2b) intermediate general qualification","18","","",""
"No","2007","Couple + C. GT 16 ","(2a) intermediate vocational","134","0.285708542688798","0.244015925211512","0.327401160166084"
"No","2007","Couple + C. GT 16 ","(2c_gen) general maturity certificate","13","","",""
"No","2007","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","30","0.308649101357318","0.217655203726906","0.39964299898773"
"No","2007","Couple + C. GT 16 ","(3a) lower tertiary education","35","0.300952600866775","0.224147481225746","0.377757720507804"
"No","2007","Couple + C. GT 16 ","(3b) higher tertiary education","55","0.264047160208463","0.206059264781613","0.322035055635314"
"No","2007","Couple + C. LE and GT 16","(0) in school","1","","",""
"No","2007","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"No","2007","Couple + C. LE and GT 16","(1b) general elementary school","8","","",""
"No","2007","Couple + C. LE and GT 16","(1c) basic vocational qualification","39","0.280321934840233","0.203987596649896","0.356656273030571"
"No","2007","Couple + C. LE and GT 16","(2b) intermediate general qualification","10","","",""
"No","2007","Couple + C. LE and GT 16","(2a) intermediate vocational","42","0.23971310482838","0.174574153915501","0.304852055741259"
"No","2007","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","3","","",""
"No","2007","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","5","","",""
"No","2007","Couple + C. LE and GT 16","(3a) lower tertiary education","14","","",""
"No","2007","Couple + C. LE and GT 16","(3b) higher tertiary education","9","","",""
"Yes","2008","1-pers.-HH","(0) in school","","","",""
"Yes","2008","1-pers.-HH","(1a) inadequately completed","1","","",""
"Yes","2008","1-pers.-HH","(1b) general elementary school","11","","",""
"Yes","2008","1-pers.-HH","(1c) basic vocational qualification","123","0.696473265381877","0.629675321117231","0.763271209646522"
"Yes","2008","1-pers.-HH","(2b) intermediate general qualification","10","","",""
"Yes","2008","1-pers.-HH","(2a) intermediate vocational","206","0.704298711563904","0.65074975105241","0.757847672075398"
"Yes","2008","1-pers.-HH","(2c_gen) general maturity certificate","18","","",""
"Yes","2008","1-pers.-HH","(2c_voc) vocational maturity certificate","90","0.827686059078102","0.757745015603776","0.897627102552429"
"Yes","2008","1-pers.-HH","(3a) lower tertiary education","74","0.838024479700263","0.764705693213461","0.911343266187065"
"Yes","2008","1-pers.-HH","(3b) higher tertiary education","105","0.685857509503723","0.611075432414075","0.760639586593372"
"Yes","2008","(Married) couple without C. ","(0) in school","","","",""
"Yes","2008","(Married) couple without C. ","(1a) inadequately completed","5","","",""
"Yes","2008","(Married) couple without C. ","(1b) general elementary school","26","","",""
"Yes","2008","(Married) couple without C. ","(1c) basic vocational qualification","256","0.64934284250464","0.601553936689283","0.697131748319996"
"Yes","2008","(Married) couple without C. ","(2b) intermediate general qualification","20","","",""
"Yes","2008","(Married) couple without C. ","(2a) intermediate vocational","474","0.698277166931481","0.66341703828284","0.733137295580123"
"Yes","2008","(Married) couple without C. ","(2c_gen) general maturity certificate","22","","",""
"Yes","2008","(Married) couple without C. ","(2c_voc) vocational maturity certificate","144","0.81959165663541","0.764625390031898","0.874557923238922"
"Yes","2008","(Married) couple without C. ","(3a) lower tertiary education","197","0.81245656689779","0.763874805335348","0.861038328460231"
"Yes","2008","(Married) couple without C. ","(3b) higher tertiary education","292","0.773930875054765","0.73148207793273","0.816379672176801"
"Yes","2008","Single parent ","(0) in school","2","","",""
"Yes","2008","Single parent ","(1a) inadequately completed","","","",""
"Yes","2008","Single parent ","(1b) general elementary school","16","","",""
"Yes","2008","Single parent ","(1c) basic vocational qualification","50","0.715717214837841","0.615614281909449","0.815820147766233"
"Yes","2008","Single parent ","(2b) intermediate general qualification","9","","",""
"Yes","2008","Single parent ","(2a) intermediate vocational","91","0.810495956456497","0.741516158928897","0.879475753984096"
"Yes","2008","Single parent ","(2c_gen) general maturity certificate","7","","",""
"Yes","2008","Single parent ","(2c_voc) vocational maturity certificate","24","","",""
"Yes","2008","Single parent ","(3a) lower tertiary education","30","0.815227754066506","0.693420364868129","0.937035143264882"
"Yes","2008","Single parent ","(3b) higher tertiary education","27","","",""
"Yes","2008","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2008","Couple + C. LE 16 ","(1a) inadequately completed","4","","",""
"Yes","2008","Couple + C. LE 16 ","(1b) general elementary school","30","0.709800799755468","0.567360743901614","0.852240855609321"
"Yes","2008","Couple + C. LE 16 ","(1c) basic vocational qualification","235","0.713881145608062","0.665266710480039","0.762495580736084"
"Yes","2008","Couple + C. LE 16 ","(2b) intermediate general qualification","12","","",""
"Yes","2008","Couple + C. LE 16 ","(2a) intermediate vocational","392","0.730170593069134","0.692523255256712","0.767817930881555"
"Yes","2008","Couple + C. LE 16 ","(2c_gen) general maturity certificate","13","","",""
"Yes","2008","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","159","0.68863739143743","0.62799831048501","0.74927647238985"
"Yes","2008","Couple + C. LE 16 ","(3a) lower tertiary education","127","0.796381509852522","0.735123450052427","0.857639569652618"
"Yes","2008","Couple + C. LE 16 ","(3b) higher tertiary education","231","0.805710323716014","0.759367402937588","0.85205324449444"
"Yes","2008","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","2008","Couple + C. GT 16 ","(1a) inadequately completed","3","","",""
"Yes","2008","Couple + C. GT 16 ","(1b) general elementary school","30","0.587279433674819","0.453466876336619","0.721091991013018"
"Yes","2008","Couple + C. GT 16 ","(1c) basic vocational qualification","188","0.690119933370988","0.636146177165088","0.744093689576888"
"Yes","2008","Couple + C. GT 16 ","(2b) intermediate general qualification","41","0.60994855951241","0.487545937345637","0.732351181679183"
"Yes","2008","Couple + C. GT 16 ","(2a) intermediate vocational","308","0.677393321136248","0.633959782100493","0.720826860172002"
"Yes","2008","Couple + C. GT 16 ","(2c_gen) general maturity certificate","26","","",""
"Yes","2008","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","72","0.637874917606491","0.542719806803091","0.73303002840989"
"Yes","2008","Couple + C. GT 16 ","(3a) lower tertiary education","101","0.777434484156881","0.705372876899666","0.849496091414096"
"Yes","2008","Couple + C. GT 16 ","(3b) higher tertiary education","167","0.840293949476577","0.790389505466991","0.890198393486162"
"Yes","2008","Couple + C. LE and GT 16","(0) in school","2","","",""
"Yes","2008","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Yes","2008","Couple + C. LE and GT 16","(1b) general elementary school","10","","",""
"Yes","2008","Couple + C. LE and GT 16","(1c) basic vocational qualification","66","0.616289442396124","0.520498436879318","0.712080447912931"
"Yes","2008","Couple + C. LE and GT 16","(2b) intermediate general qualification","10","","",""
"Yes","2008","Couple + C. LE and GT 16","(2a) intermediate vocational","116","0.849103374823897","0.791435057404314","0.906771692243481"
"Yes","2008","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","8","","",""
"Yes","2008","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","31","0.773540291670246","0.646961662628123","0.90011892071237"
"Yes","2008","Couple + C. LE and GT 16","(3a) lower tertiary education","38","0.651505375946199","0.518089628287127","0.78492112360527"
