"plb0196_h","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2010","secondary school degree","general elemantary","60","0.382856082058903","0.312811712808666","0.45290045130914"
"No","2010","secondary school degree","middle vocational","779","0.337956219103778","0.318884501533459","0.357027936674098"
"No","2010","secondary school degree","vocational + Abi","","","",""
"No","2010","secondary school degree","higher vocational","94","0.337582509824559","0.28768321505397","0.387481804595149"
"No","2010","secondary school degree","higher education","77","0.308598045286062","0.252559129485435","0.364636961086689"
"No","2010","college entrance qualification","in school","","","",""
"No","2010","college entrance qualification","inadequately","","","",""
"No","2010","college entrance qualification","general elemantary","","","",""
"No","2010","college entrance qualification","middle vocational","63","0.371908769144612","0.298163240498172","0.445654297791051"
"No","2010","college entrance qualification","vocational + Abi","192","0.295267524552938","0.26067519228044","0.329859856825436"
"No","2010","college entrance qualification","higher vocational","45","0.223676078556757","0.166352759754603","0.280999397358912"
"No","2010","college entrance qualification","higher education","445","0.232833176293327","0.213824453088368","0.251841899498286"
"No","2010","Other degree","in school","","","",""
"No","2010","Other degree","inadequately","4","","",""
"No","2010","Other degree","general elemantary","22","","",""
"No","2010","Other degree","middle vocational","59","0.469204989044146","0.387122853772837","0.551287124315455"
"No","2010","Other degree","vocational + Abi","19","","",""
"No","2010","Other degree","higher vocational","3","","",""
"No","2010","Other degree","higher education","25","","",""
"No","2010","no degree/no degree yet","in school","2","","",""
"No","2010","no degree/no degree yet","inadequately","9","","",""
"No","2010","no degree/no degree yet","general elemantary","","","",""
"No","2010","no degree/no degree yet","middle vocational","8","","",""
"No","2010","no degree/no degree yet","vocational + Abi","","","",""
"No","2010","no degree/no degree yet","higher vocational","","","",""
"No","2010","no degree/no degree yet","higher education","1","","",""
"Yes","2011","lower secondary degree","in school","","","",""
"Yes","2011","lower secondary degree","inadequately","","","",""
"Yes","2011","lower secondary degree","general elemantary","171","0.588968166642848","0.531130690524356","0.646805642761339"
"Yes","2011","lower secondary degree","middle vocational","1042","0.668490277205193","0.644816645508775","0.692163908901612"
"Yes","2011","lower secondary degree","vocational + Abi","3","","",""
"Yes","2011","lower secondary degree","higher vocational","107","0.773403246134907","0.703557753458868","0.843248738810945"
"Yes","2011","lower secondary degree","higher education","14","","",""
"Yes","2011","secondary school degree","in school","","","",""
"Yes","2011","secondary school degree","inadequately","","","",""
"Yes","2011","secondary school degree","general elemantary","160","0.727663100745946","0.670006535013131","0.78531966647876"
"Yes","2011","secondary school degree","middle vocational","2067","0.74705135879383","0.731086337433264","0.763016380154397"
"Yes","2011","secondary school degree","vocational + Abi","3","","",""
"Yes","2011","secondary school degree","higher vocational","324","0.79723507691486","0.758317501506202","0.836152652323518"
"Yes","2011","secondary school degree","higher education","232","0.749161456001875","0.701441140312342","0.796881771691408"
"Yes","2011","college entrance qualification","in school","","","",""
"Yes","2011","college entrance qualification","inadequately","","","",""
"Yes","2011","college entrance qualification","general elemantary","","","",""
"Yes","2011","college entrance qualification","middle vocational","125","0.634914556116498","0.567512218907793","0.702316893325202"
"Yes","2011","college entrance qualification","vocational + Abi","630","0.79735270360155","0.769567364001396","0.825138043201705"
"Yes","2011","college entrance qualification","higher vocational","193","0.773027339306485","0.720143403311834","0.825911275301137"
"Yes","2011","college entrance qualification","higher education","1816","0.791639897926227","0.774972931284154","0.8083068645683"
"Yes","2011","Other degree","in school","","","",""
"Yes","2011","Other degree","inadequately","6","","",""
"Yes","2011","Other degree","general elemantary","52","0.71143482165347","0.606777078984917","0.816092564322023"
"Yes","2011","Other degree","middle vocational","116","0.647592563754638","0.577996887024438","0.717188240484838"
"Yes","2011","Other degree","vocational + Abi","58","0.712089977974849","0.615832504948463","0.808347451001235"
"Yes","2011","Other degree","higher vocational","15","","",""
"Yes","2011","Other degree","higher education","100","0.811695736784789","0.745001572621025","0.878389900948553"
"Yes","2011","no degree/no degree yet","in school","8","","",""
"Yes","2011","no degree/no degree yet","inadequately","35","0.780468208038526","0.665734928259072","0.895201487817979"
"Yes","2011","no degree/no degree yet","general elemantary","","","",""
"Yes","2011","no degree/no degree yet","middle vocational","19","","",""
"Yes","2011","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2011","no degree/no degree yet","higher vocational","","","",""
"Yes","2011","no degree/no degree yet","higher education","1","","",""
"No","2011","lower secondary degree","in school","","","",""
"No","2011","lower secondary degree","inadequately","","","",""
"No","2011","lower secondary degree","general elemantary","107","0.411031833357152","0.353194357238661","0.468869309475644"
"No","2011","lower secondary degree","middle vocational","477","0.331509722794806","0.307836091098388","0.355183354491225"
"No","2011","lower secondary degree","vocational + Abi","1","","",""
"No","2011","lower secondary degree","higher vocational","31","0.226596753865093","0.156751261189055","0.296442246541132"
"No","2011","lower secondary degree","higher education","3","","",""
"No","2011","secondary school degree","in school","","","",""
"No","2011","secondary school degree","inadequately","","","",""
"No","2011","secondary school degree","general elemantary","69","0.272336899254054","0.21468033352124","0.329993464986868"
"No","2011","secondary school degree","middle vocational","781","0.252948641206169","0.236983619845603","0.268913662566736"
"No","2011","secondary school degree","vocational + Abi","1","","",""
"No","2011","secondary school degree","higher vocational","86","0.20276492308514","0.163847347676482","0.241682498493798"
"No","2011","secondary school degree","higher education","85","0.250838543998125","0.203118228308592","0.298558859687658"
"No","2011","college entrance qualification","in school","","","",""
"No","2011","college entrance qualification","inadequately","","","",""
"No","2011","college entrance qualification","general elemantary","","","",""
"No","2011","college entrance qualification","middle vocational","71","0.365085443883502","0.297683106674798","0.432487781092207"
"No","2011","college entrance qualification","vocational + Abi","174","0.20264729639845","0.174861956798295","0.230432635998604"
"No","2011","college entrance qualification","higher vocational","48","0.226972660693515","0.174088724698863","0.279856596688166"
"No","2011","college entrance qualification","higher education","465","0.208360102073772","0.191693135431699","0.225027068715845"
"No","2011","Other degree","in school","","","",""
"No","2011","Other degree","inadequately","3","","",""
"No","2011","Other degree","general elemantary","20","","",""
"No","2011","Other degree","middle vocational","65","0.352407436245362","0.282811759515162","0.422003112975562"
"No","2011","Other degree","vocational + Abi","27","","",""
"No","2011","Other degree","higher vocational","3","","",""
"No","2011","Other degree","higher education","32","0.188304263215211","0.121610099051447","0.254998427378974"
"No","2011","no degree/no degree yet","in school","2","","",""
"No","2011","no degree/no degree yet","inadequately","15","","",""
"No","2011","no degree/no degree yet","general elemantary","","","",""
"No","2011","no degree/no degree yet","middle vocational","4","","",""
"No","2011","no degree/no degree yet","vocational + Abi","","","",""
"No","2011","no degree/no degree yet","higher vocational","","","",""
"No","2011","no degree/no degree yet","higher education","","","",""
"Yes","2012","lower secondary degree","in school","","","",""
