"plb0196_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"No","1998","Single parent ","direct migration background","13","","",""
"No","1998","Single parent ","indirect migration background","2","","",""
"No","1998","Couple + C. LE 16 ","no migration background","327","1","1","1"
"No","1998","Couple + C. LE 16 ","direct migration background","59","1","1","1"
"No","1998","Couple + C. LE 16 ","indirect migration background","8","","",""
"No","1998","Couple + C. GT 16 ","no migration background","247","1","1","1"
"No","1998","Couple + C. GT 16 ","direct migration background","35","1","1","1"
"No","1998","Couple + C. GT 16 ","indirect migration background","12","","",""
"No","1998","Couple + C. LE and GT 16","no migration background","126","1","1","1"
"No","1998","Couple + C. LE and GT 16","direct migration background","28","","",""
"No","1998","Couple + C. LE and GT 16","indirect migration background","9","","",""
"Yes","1999","1-pers.-HH","no migration background","","","",""
"Yes","1999","1-pers.-HH","direct migration background","","","",""
"Yes","1999","1-pers.-HH","indirect migration background","","","",""
"Yes","1999","(Married) couple without C. ","no migration background","","","",""
"Yes","1999","(Married) couple without C. ","direct migration background","","","",""
"Yes","1999","(Married) couple without C. ","indirect migration background","","","",""
"Yes","1999","Single parent ","no migration background","","","",""
"Yes","1999","Single parent ","direct migration background","","","",""
"Yes","1999","Single parent ","indirect migration background","","","",""
"Yes","1999","Couple + C. LE 16 ","no migration background","","","",""
"Yes","1999","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","1999","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","1999","Couple + C. GT 16 ","no migration background","","","",""
"Yes","1999","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","1999","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","1999","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","1999","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","1999","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","1999","1-pers.-HH","no migration background","110","1","1","1"
"No","1999","1-pers.-HH","direct migration background","10","","",""
"No","1999","1-pers.-HH","indirect migration background","6","","",""
"No","1999","(Married) couple without C. ","no migration background","301","1","1","1"
"No","1999","(Married) couple without C. ","direct migration background","34","1","1","1"
"No","1999","(Married) couple without C. ","indirect migration background","7","","",""
"No","1999","Single parent ","no migration background","63","1","1","1"
"No","1999","Single parent ","direct migration background","8","","",""
"No","1999","Single parent ","indirect migration background","4","","",""
"No","1999","Couple + C. LE 16 ","no migration background","353","1","1","1"
"No","1999","Couple + C. LE 16 ","direct migration background","53","1","1","1"
"No","1999","Couple + C. LE 16 ","indirect migration background","9","","",""
"No","1999","Couple + C. GT 16 ","no migration background","222","1","1","1"
"No","1999","Couple + C. GT 16 ","direct migration background","28","","",""
"No","1999","Couple + C. GT 16 ","indirect migration background","19","","",""
"No","1999","Couple + C. LE and GT 16","no migration background","114","1","1","1"
"No","1999","Couple + C. LE and GT 16","direct migration background","22","","",""
"No","1999","Couple + C. LE and GT 16","indirect migration background","8","","",""
"Yes","2000","1-pers.-HH","no migration background","","","",""
"Yes","2000","1-pers.-HH","direct migration background","","","",""
"Yes","2000","1-pers.-HH","indirect migration background","","","",""
"Yes","2000","(Married) couple without C. ","no migration background","","","",""
"Yes","2000","(Married) couple without C. ","direct migration background","","","",""
"Yes","2000","(Married) couple without C. ","indirect migration background","","","",""
"Yes","2000","Single parent ","no migration background","","","",""
"Yes","2000","Single parent ","direct migration background","","","",""
"Yes","2000","Single parent ","indirect migration background","","","",""
"Yes","2000","Couple + C. LE 16 ","no migration background","","","",""
"Yes","2000","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","2000","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","2000","Couple + C. GT 16 ","no migration background","","","",""
"Yes","2000","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","2000","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","2000","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","2000","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","2000","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","2000","1-pers.-HH","no migration background","275","1","1","1"
"No","2000","1-pers.-HH","direct migration background","26","","",""
"No","2000","1-pers.-HH","indirect migration background","10","","",""
"No","2000","(Married) couple without C. ","no migration background","548","1","1","1"
"No","2000","(Married) couple without C. ","direct migration background","56","1","1","1"
"No","2000","(Married) couple without C. ","indirect migration background","16","","",""
"No","2000","Single parent ","no migration background","117","1","1","1"
"No","2000","Single parent ","direct migration background","20","","",""
"No","2000","Single parent ","indirect migration background","6","","",""
"No","2000","Couple + C. LE 16 ","no migration background","572","1","1","1"
"No","2000","Couple + C. LE 16 ","direct migration background","109","1","1","1"
"No","2000","Couple + C. LE 16 ","indirect migration background","10","","",""
"No","2000","Couple + C. GT 16 ","no migration background","376","1","1","1"
"No","2000","Couple + C. GT 16 ","direct migration background","58","1","1","1"
"No","2000","Couple + C. GT 16 ","indirect migration background","20","","",""
"No","2000","Couple + C. LE and GT 16","no migration background","182","1","1","1"
"No","2000","Couple + C. LE and GT 16","direct migration background","33","1","1","1"
"No","2000","Couple + C. LE and GT 16","indirect migration background","6","","",""
"Yes","2001","1-pers.-HH","no migration background","","","",""
"Yes","2001","1-pers.-HH","direct migration background","","","",""
"Yes","2001","1-pers.-HH","indirect migration background","","","",""
"Yes","2001","(Married) couple without C. ","no migration background","","","",""
"Yes","2001","(Married) couple without C. ","direct migration background","","","",""
"Yes","2001","(Married) couple without C. ","indirect migration background","","","",""
"Yes","2001","Single parent ","no migration background","","","",""
"Yes","2001","Single parent ","direct migration background","","","",""
"Yes","2001","Single parent ","indirect migration background","","","",""
"Yes","2001","Couple + C. LE 16 ","no migration background","","","",""
"Yes","2001","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","2001","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","2001","Couple + C. GT 16 ","no migration background","","","",""
"Yes","2001","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","2001","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","2001","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","2001","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","2001","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","2001","1-pers.-HH","no migration background","242","1","1","1"
"No","2001","1-pers.-HH","direct migration background","17","","",""
"No","2001","1-pers.-HH","indirect migration background","15","","",""
"No","2001","(Married) couple without C. ","no migration background","536","1","1","1"
"No","2001","(Married) couple without C. ","direct migration background","47","1","1","1"
"No","2001","(Married) couple without C. ","indirect migration background","13","","",""
"No","2001","Single parent ","no migration background","97","1","1","1"
"No","2001","Single parent ","direct migration background","15","","",""
"No","2001","Single parent ","indirect migration background","4","","",""
"No","2001","Couple + C. LE 16 ","no migration background","537","1","1","1"
"No","2001","Couple + C. LE 16 ","direct migration background","92","1","1","1"
"No","2001","Couple + C. LE 16 ","indirect migration background","27","","",""
"No","2001","Couple + C. GT 16 ","no migration background","379","1","1","1"
"No","2001","Couple + C. GT 16 ","direct migration background","49","1","1","1"
"No","2001","Couple + C. GT 16 ","indirect migration background","22","","",""
"No","2001","Couple + C. LE and GT 16","no migration background","165","1","1","1"
"No","2001","Couple + C. LE and GT 16","direct migration background","26","","",""
"No","2001","Couple + C. LE and GT 16","indirect migration background","10","","",""
"Yes","2002","1-pers.-HH","no migration background","559","0.704778802872726","0.673091028108331","0.736466577637121"
"Yes","2002","1-pers.-HH","direct migration background","32","0.666284673420706","0.538121159151101","0.794448187690312"
"Yes","2002","1-pers.-HH","indirect migration background","25","","",""
"Yes","2002","(Married) couple without C. ","no migration background","1404","0.72982898987744","0.709925278040109","0.749732701714771"
"Yes","2002","(Married) couple without C. ","direct migration background","92","0.646194226206242","0.568634608865378","0.723753843547107"
"Yes","2002","(Married) couple without C. ","indirect migration background","38","0.866316624763879","0.769024836176013","0.963608413351746"
"Yes","2002","Single parent ","no migration background","203","0.677482843826377","0.62493718265997","0.730028504992784"
"Yes","2002","Single parent ","direct migration background","27","","",""
"Yes","2002","Single parent ","indirect migration background","12","","",""
"Yes","2002","Couple + C. LE 16 ","no migration background","1361","0.7078517074182","0.687290078398132","0.728413336438269"
"Yes","2002","Couple + C. LE 16 ","direct migration background","172","0.615900482177958","0.556665895555447","0.675135068800469"
"Yes","2002","Couple + C. LE 16 ","indirect migration background","49","0.793147225645974","0.695427170578759","0.89086728071319"
"Yes","2002","Couple + C. GT 16 ","no migration background","917","0.658859067100471","0.633360707984385","0.684357426216557"
"Yes","2002","Couple + C. GT 16 ","direct migration background","70","0.626257455954129","0.533720296330023","0.718794615578236"
"Yes","2002","Couple + C. GT 16 ","indirect migration background","39","0.668667102930707","0.547531626479539","0.789802579381875"
"Yes","2002","Couple + C. LE and GT 16","no migration background","420","0.663442130378062","0.625757781120793","0.70112647963533"
"Yes","2002","Couple + C. LE and GT 16","direct migration background","52","0.552652423873377","0.443008863602743","0.662295984144011"
"Yes","2002","Couple + C. LE and GT 16","indirect migration background","13","","",""
"No","2002","1-pers.-HH","no migration background","237","0.295221197127274","0.263533422362879","0.326908971891669"
"No","2002","1-pers.-HH","direct migration background","20","","",""
"No","2002","1-pers.-HH","indirect migration background","18","","",""
"No","2002","(Married) couple without C. ","no migration background","508","0.27017101012256","0.250267298285228","0.290074721959891"
"No","2002","(Married) couple without C. ","direct migration background","54","0.353805773793758","0.276246156452894","0.431365391134622"
"No","2002","(Married) couple without C. ","indirect migration background","9","","",""
"No","2002","Single parent ","no migration background","101","0.322517156173623","0.269971495007216","0.37506281734003"
"No","2002","Single parent ","direct migration background","12","","",""
"No","2002","Single parent ","indirect migration background","4","","",""
"No","2002","Couple + C. LE 16 ","no migration background","518","0.292148292581799","0.271586663561731","0.312709921601868"
"No","2002","Couple + C. LE 16 ","direct migration background","87","0.384099517822042","0.324864931199531","0.443334104444553"
"No","2002","Couple + C. LE 16 ","indirect migration background","17","","",""
"No","2002","Couple + C. GT 16 ","no migration background","411","0.341140932899529","0.315642573783443","0.366639292015615"
"No","2002","Couple + C. GT 16 ","direct migration background","35","0.373742544045871","0.281205384421765","0.466279703669977"
"No","2002","Couple + C. GT 16 ","indirect migration background","19","","",""
"No","2002","Couple + C. LE and GT 16","no migration background","184","0.336557869621938","0.29887352036467","0.374242218879207"
"No","2002","Couple + C. LE and GT 16","direct migration background","27","","",""
"No","2002","Couple + C. LE and GT 16","indirect migration background","6","","",""
"Yes","2003","1-pers.-HH","no migration background","571","0.744436818849013","0.713826781839126","0.775046855858899"
"Yes","2003","1-pers.-HH","direct migration background","32","0.6806535347053","0.551425363699923","0.809881705710678"
"Yes","2003","1-pers.-HH","indirect migration background","24","","",""
"Yes","2003","(Married) couple without C. ","no migration background","1307","0.69053359324646","0.669411432607125","0.711655753885795"
"Yes","2003","(Married) couple without C. ","direct migration background","89","0.701304057781167","0.624382782804812","0.778225332757522"
"Yes","2003","(Married) couple without C. ","indirect migration background","38","0.653910583058847","0.528186033315503","0.779635132802191"
"Yes","2003","Single parent ","no migration background","208","0.687121764864154","0.635255684038217","0.738987845690092"
"Yes","2003","Single parent ","direct migration background","26","","",""
"Yes","2003","Single parent ","indirect migration background","13","","",""
"Yes","2003","Couple + C. LE 16 ","no migration background","1245","0.711599018626776","0.690152405414336","0.733045631839217"
"Yes","2003","Couple + C. LE 16 ","direct migration background","150","0.658300438213224","0.595911745320627","0.720689131105822"
"Yes","2003","Couple + C. LE 16 ","indirect migration background","43","0.783275715680727","0.679023910059827","0.887527521301628"
"Yes","2003","Couple + C. GT 16 ","no migration background","892","0.636137800309957","0.610193572211242","0.662082028408672"
"Yes","2003","Couple + C. GT 16 ","direct migration background","57","0.714464437120396","0.622667745755692","0.806261128485101"
"Yes","2003","Couple + C. GT 16 ","indirect migration background","36","0.660053254592358","0.539183673360295","0.780922835824422"
"Yes","2003","Couple + C. LE and GT 16","no migration background","413","0.736619531949191","0.700648719504368","0.772590344394013"
"Yes","2003","Couple + C. LE and GT 16","direct migration background","47","0.565557363111766","0.455554157626683","0.675560568596848"
"Yes","2003","Couple + C. LE and GT 16","indirect migration background","13","","",""
"No","2003","1-pers.-HH","no migration background","209","0.255563181150987","0.2249531441411","0.286173218160874"
"No","2003","1-pers.-HH","direct migration background","18","","",""
"No","2003","1-pers.-HH","indirect migration background","13","","",""
"No","2003","(Married) couple without C. ","no migration background","533","0.30946640675354","0.288344246114205","0.330588567392875"
"No","2003","(Married) couple without C. ","direct migration background","47","0.298695942218833","0.221774667242478","0.375617217195188"
"No","2003","(Married) couple without C. ","indirect migration background","17","","",""
"No","2003","Single parent ","no migration background","99","0.312878235135846","0.261012154309908","0.364744315961783"
"No","2003","Single parent ","direct migration background","16","","",""
"No","2003","Single parent ","indirect migration background","4","","",""
"No","2003","Couple + C. LE 16 ","no migration background","469","0.288400981373223","0.266954368160782","0.309847594585664"
"No","2003","Couple + C. LE 16 ","direct migration background","72","0.341699561786776","0.279310868894178","0.404088254679373"
"No","2003","Couple + C. LE 16 ","indirect migration background","17","","",""
"No","2003","Couple + C. GT 16 ","no migration background","429","0.363862199690043","0.337917971591328","0.389806427788758"
"No","2003","Couple + C. GT 16 ","direct migration background","36","0.285535562879604","0.193738871514899","0.377332254244308"
"No","2003","Couple + C. GT 16 ","indirect migration background","23","","",""
"No","2003","Couple + C. LE and GT 16","no migration background","163","0.263380468050809","0.227409655605987","0.299351280495632"
"No","2003","Couple + C. LE and GT 16","direct migration background","31","0.434442636888234","0.324439431403152","0.544445842373317"
"No","2003","Couple + C. LE and GT 16","indirect migration background","12","","",""
"Yes","2004","1-pers.-HH","no migration background","544","0.732087472109689","0.700004798792356","0.764170145427022"
"Yes","2004","1-pers.-HH","direct migration background","30","0.672810948887761","0.538675036301795","0.806946861473727"
"Yes","2004","1-pers.-HH","indirect migration background","22","","",""
"Yes","2004","(Married) couple without C. ","no migration background","1351","0.700538957788477","0.679873337148472","0.721204578428482"
"Yes","2004","(Married) couple without C. ","direct migration background","95","0.6927162972918","0.616017570053822","0.769415024529778"
"Yes","2004","(Married) couple without C. ","indirect migration background","41","0.856938065599426","0.759887101773979","0.953989029424873"
"Yes","2004","Single parent ","no migration background","200","0.678201587196472","0.624981744659532","0.731421429733412"
"Yes","2004","Single parent ","direct migration background","25","","",""
"Yes","2004","Single parent ","indirect migration background","12","","",""
"Yes","2004","Couple + C. LE 16 ","no migration background","1126","0.706632206694886","0.684139140676812","0.72912527271296"
"Yes","2004","Couple + C. LE 16 ","direct migration background","130","0.672207822976814","0.606323534690811","0.738092111262817"
"Yes","2004","Couple + C. LE 16 ","indirect migration background","44","0.668243132947104","0.551976517796732","0.784509748097476"
"Yes","2004","Couple + C. GT 16 ","no migration background","902","0.660997507965761","0.635422162849888","0.686572853081635"
"Yes","2004","Couple + C. GT 16 ","direct migration background","65","0.734375781930334","0.643128519460117","0.825623044400551"
"Yes","2004","Couple + C. GT 16 ","indirect migration background","37","0.777161699668225","0.664052733589135","0.890270665747314"
"Yes","2004","Couple + C. LE and GT 16","no migration background","395","0.763418530066386","0.726996096647122","0.799840963485649"
"Yes","2004","Couple + C. LE and GT 16","direct migration background","44","0.561291990926228","0.451167733281103","0.671416248571353"
"Yes","2004","Couple + C. LE and GT 16","indirect migration background","15","","",""
"No","2004","1-pers.-HH","no migration background","188","0.267912527890311","0.235829854572978","0.299995201207644"
"No","2004","1-pers.-HH","direct migration background","17","","",""
"No","2004","1-pers.-HH","indirect migration background","12","","",""
"No","2004","(Married) couple without C. ","no migration background","536","0.299461042211523","0.278795421571518","0.320126662851528"
"No","2004","(Married) couple without C. ","direct migration background","44","0.3072837027082","0.230584975470222","0.383982429946178"
"No","2004","(Married) couple without C. ","indirect migration background","9","","",""
"No","2004","Single parent ","no migration background","96","0.321798412803528","0.268578570266588","0.375018255340468"
"No","2004","Single parent ","direct migration background","13","","",""
"No","2004","Single parent ","indirect migration background","4","","",""
"No","2004","Couple + C. LE 16 ","no migration background","448","0.293367793305114","0.27087472728704","0.315860859323188"
"No","2004","Couple + C. LE 16 ","direct migration background","65","0.327792177023186","0.261907888737183","0.393676465309188"
"No","2004","Couple + C. LE 16 ","indirect migration background","19","","",""
"No","2004","Couple + C. GT 16 ","no migration background","414","0.339002492034239","0.313427146918365","0.364577837150112"
"No","2004","Couple + C. GT 16 ","direct migration background","25","","",""
"No","2004","Couple + C. GT 16 ","indirect migration background","15","","",""
"No","2004","Couple + C. LE and GT 16","no migration background","128","0.236581469933614","0.200159036514351","0.273003903352878"
"No","2004","Couple + C. LE and GT 16","direct migration background","34","0.438708009073772","0.328583751428647","0.548832266718897"
"No","2004","Couple + C. LE and GT 16","indirect migration background","4","","",""
"Yes","2005","1-pers.-HH","no migration background","571","0.743861645678154","0.713130367029558","0.774592924326749"
"Yes","2005","1-pers.-HH","direct migration background","24","","",""
"Yes","2005","1-pers.-HH","indirect migration background","31","0.802079952112908","0.673698893251238","0.930461010974579"
"Yes","2005","(Married) couple without C. ","no migration background","1256","0.703076551534529","0.681502634356059","0.724650468712999"
"Yes","2005","(Married) couple without C. ","direct migration background","81","0.653879690099333","0.571140989409599","0.736618390789068"
"Yes","2005","(Married) couple without C. ","indirect migration background","44","0.849716109310652","0.75440481833567","0.945027400285635"
"Yes","2005","Single parent ","no migration background","185","0.630930539303292","0.574808460302677","0.687052618303907"
"Yes","2005","Single parent ","direct migration background","19","","",""
"Yes","2005","Single parent ","indirect migration background","7","","",""
"Yes","2005","Couple + C. LE 16 ","no migration background","1028","0.713930473792752","0.690474574592867","0.737386372992638"
"Yes","2005","Couple + C. LE 16 ","direct migration background","128","0.695875073627626","0.628293276174069","0.763456871081184"
"Yes","2005","Couple + C. LE 16 ","indirect migration background","55","0.820479732957614","0.728582727157249","0.912376738757978"
"Yes","2005","Couple + C. GT 16 ","no migration background","788","0.677711071568212","0.650473914697428","0.704948228438997"
"Yes","2005","Couple + C. GT 16 ","direct migration background","66","0.484212709883336","0.385769922026223","0.582655497740449"
"Yes","2005","Couple + C. GT 16 ","indirect migration background","36","0.788909437728725","0.680066765623116","0.897752109834335"
"Yes","2005","Couple + C. LE and GT 16","no migration background","340","0.695089645101015","0.654244101893994","0.735935188308035"
"Yes","2005","Couple + C. LE and GT 16","direct migration background","53","0.588849423926496","0.473583310481211","0.70411553737178"
"Yes","2005","Couple + C. LE and GT 16","indirect migration background","11","","",""
"No","2005","1-pers.-HH","no migration background","204","0.256138354321846","0.225407075673251","0.286869632970442"
"No","2005","1-pers.-HH","direct migration background","16","","",""
"No","2005","1-pers.-HH","indirect migration background","6","","",""
"No","2005","(Married) couple without C. ","no migration background","467","0.296923448465471","0.275349531287001","0.318497365643941"
"No","2005","(Married) couple without C. ","direct migration background","46","0.346120309900667","0.263381609210932","0.428859010590401"
"No","2005","(Married) couple without C. ","indirect migration background","10","","",""
"No","2005","Single parent ","no migration background","99","0.369069460696708","0.312947381696093","0.425191539697323"
"No","2005","Single parent ","direct migration background","13","","",""
"No","2005","Single parent ","indirect migration background","8","","",""
"No","2005","Couple + C. LE 16 ","no migration background","398","0.286069526207248","0.262613627007362","0.309525425407133"
"No","2005","Couple + C. LE 16 ","direct migration background","50","0.304124926372374","0.236543128918816","0.371706723825932"
"No","2005","Couple + C. LE 16 ","indirect migration background","12","","",""
"No","2005","Couple + C. GT 16 ","no migration background","343","0.322288928431788","0.295051771561004","0.349526085302572"
"No","2005","Couple + C. GT 16 ","direct migration background","33","0.515787290116664","0.417344502259551","0.614230077973777"
"No","2005","Couple + C. GT 16 ","indirect migration background","18","","",""
"No","2005","Couple + C. LE and GT 16","no migration background","148","0.304910354898985","0.264064811691965","0.345755898106006"
"No","2005","Couple + C. LE and GT 16","direct migration background","17","","",""
"No","2005","Couple + C. LE and GT 16","indirect migration background","7","","",""
"Yes","2006","1-pers.-HH","no migration background","641","0.75706077128763","0.728398337729388","0.785723204845873"
"Yes","2006","1-pers.-HH","direct migration background","42","0.731377753722309","0.615287452282149","0.847468055162469"
"Yes","2006","1-pers.-HH","indirect migration background","35","0.553342260980835","0.411212994787064","0.695471527174605"
"Yes","2006","(Married) couple without C. ","no migration background","1447","0.718596224416145","0.698647477991382","0.738544970840909"
"Yes","2006","(Married) couple without C. ","direct migration background","103","0.726071681223679","0.653482431911487","0.798660930535872"
"Yes","2006","(Married) couple without C. ","indirect migration background","55","0.721410304172979","0.61242571086704","0.830394897478917"
"Yes","2006","Single parent ","no migration background","218","0.661011186415162","0.608901849362175","0.713120523468149"
"Yes","2006","Single parent ","direct migration background","29","","",""
"Yes","2006","Single parent ","indirect migration background","11","","",""
"Yes","2006","Couple + C. LE 16 ","no migration background","1158","0.740729300141713","0.718919651249763","0.762538949033664"
"Yes","2006","Couple + C. LE 16 ","direct migration background","121","0.655202119767916","0.585766585905511","0.724637653630321"
"Yes","2006","Couple + C. LE 16 ","indirect migration background","57","0.876097836383373","0.799995569784088","0.952200102982658"
"Yes","2006","Couple + C. GT 16 ","no migration background","899","0.685380514920152","0.659851503333285","0.710909526507018"
"Yes","2006","Couple + C. GT 16 ","direct migration background","68","0.675078311656943","0.583739820623043","0.766416802690843"
"Yes","2006","Couple + C. GT 16 ","indirect migration background","40","0.77203515888248","0.655752336622826","0.888317981142134"
"Yes","2006","Couple + C. LE and GT 16","no migration background","360","0.753585755146549","0.715700593729865","0.791470916563233"
"Yes","2006","Couple + C. LE and GT 16","direct migration background","50","0.659839860741161","0.551160357391435","0.768519364090887"
"Yes","2006","Couple + C. LE and GT 16","indirect migration background","16","","",""
"No","2006","1-pers.-HH","no migration background","219","0.24293922871237","0.214276795154127","0.271601662270612"
"No","2006","1-pers.-HH","direct migration background","14","","",""
"No","2006","1-pers.-HH","indirect migration background","12","","",""
"No","2006","(Married) couple without C. ","no migration background","505","0.281403775583855","0.261455029159091","0.301352522008618"
"No","2006","(Married) couple without C. ","direct migration background","42","0.273928318776321","0.201339069464128","0.346517568088513"
"No","2006","(Married) couple without C. ","indirect migration background","10","","",""
"No","2006","Single parent ","no migration background","99","0.338988813584838","0.286879476531851","0.391098150637825"
"No","2006","Single parent ","direct migration background","14","","",""
"No","2006","Single parent ","indirect migration background","7","","",""
"No","2006","Couple + C. LE 16 ","no migration background","393","0.259270699858287","0.237461050966336","0.281080348750237"
"No","2006","Couple + C. LE 16 ","direct migration background","59","0.344797880232084","0.275362346369679","0.414233414094489"
"No","2006","Couple + C. LE 16 ","indirect migration background","15","","",""
"No","2006","Couple + C. GT 16 ","no migration background","372","0.314619485079848","0.289090473492982","0.340148496666715"
"No","2006","Couple + C. GT 16 ","direct migration background","33","0.324921688343057","0.233583197309157","0.416260179376957"
"No","2006","Couple + C. GT 16 ","indirect migration background","10","","",""
"No","2006","Couple + C. LE and GT 16","no migration background","137","0.246414244853451","0.208529083436767","0.284299406270135"
"No","2006","Couple + C. LE and GT 16","direct migration background","23","","",""
"No","2006","Couple + C. LE and GT 16","indirect migration background","4","","",""
"Yes","2007","1-pers.-HH","no migration background","641","0.763474679202687","0.73470319798496","0.792246160420414"
"Yes","2007","1-pers.-HH","direct migration background","33","0.711214466296332","0.577305468198204","0.845123464394459"
"Yes","2007","1-pers.-HH","indirect migration background","41","0.880491890104213","0.790578482365295","0.970405297843131"
"Yes","2007","(Married) couple without C. ","no migration background","1337","0.75072371227908","0.730694695083755","0.770752729474406"
"Yes","2007","(Married) couple without C. ","direct migration background","86","0.695828065365215","0.614192629389485","0.777463501340944"
"Yes","2007","(Married) couple without C. ","indirect migration background","59","0.804140574429751","0.714324165812201","0.8939569830473"
"Yes","2007","Single parent ","no migration background","218","0.703756563508568","0.652429443453572","0.755083683563564"
"Yes","2007","Single parent ","direct migration background","24","","",""
"Yes","2007","Single parent ","indirect migration background","8","","",""
"Yes","2007","Couple + C. LE 16 ","no migration background","1107","0.77106725985188","0.749471625155261","0.792662894548498"
"Yes","2007","Couple + C. LE 16 ","direct migration background","118","0.776001572075231","0.711400178684857","0.840602965465606"
"Yes","2007","Couple + C. LE 16 ","indirect migration background","57","0.707729677880639","0.603398833109336","0.812060522651943"
"Yes","2007","Couple + C. GT 16 ","no migration background","866","0.689729505563211","0.663876849017027","0.715582162109395"
"Yes","2007","Couple + C. GT 16 ","direct migration background","64","0.776641239607562","0.686493906317463","0.86678857289766"
"Yes","2007","Couple + C. GT 16 ","indirect migration background","32","0.613891483610029","0.473199397257148","0.75458356996291"
"Yes","2007","Couple + C. LE and GT 16","no migration background","316","0.733327032339445","0.691626215519164","0.775027849159726"
"Yes","2007","Couple + C. LE and GT 16","direct migration background","52","0.891317278188602","0.815653533977015","0.966981022400189"
"Yes","2007","Couple + C. LE and GT 16","indirect migration background","12","","",""
"No","2007","1-pers.-HH","no migration background","197","0.236525320797313","0.207753839579586","0.26529680201504"
"No","2007","1-pers.-HH","direct migration background","11","","",""
"No","2007","1-pers.-HH","indirect migration background","9","","",""
"No","2007","(Married) couple without C. ","no migration background","455","0.24927628772092","0.229247270525594","0.269305304916245"
"No","2007","(Married) couple without C. ","direct migration background","36","0.304171934634785","0.222536498659056","0.385807370610515"
"No","2007","(Married) couple without C. ","indirect migration background","16","","",""
"No","2007","Single parent ","no migration background","86","0.296243436491432","0.244916316436436","0.347570556546428"
"No","2007","Single parent ","direct migration background","10","","",""
"No","2007","Single parent ","indirect migration background","6","","",""
"No","2007","Couple + C. LE 16 ","no migration background","347","0.22893274014812","0.207337105451502","0.250528374844739"
"No","2007","Couple + C. LE 16 ","direct migration background","42","0.223998427924769","0.159397034534394","0.288599821315143"
"No","2007","Couple + C. LE 16 ","indirect migration background","16","","",""
"No","2007","Couple + C. GT 16 ","no migration background","364","0.310270494436789","0.284417837890605","0.336123150982973"
"No","2007","Couple + C. GT 16 ","direct migration background","18","","",""
"No","2007","Couple + C. GT 16 ","indirect migration background","14","","",""
"No","2007","Couple + C. LE and GT 16","no migration background","116","0.266672967660555","0.224972150840274","0.308373784480836"
"No","2007","Couple + C. LE and GT 16","direct migration background","13","","",""
"No","2007","Couple + C. LE and GT 16","indirect migration background","6","","",""
"Yes","2008","1-pers.-HH","no migration background","595","0.720097178039296","0.689349995006569","0.750844361072023"
"Yes","2008","1-pers.-HH","direct migration background","35","0.783891780384715","0.660871259579822","0.906912301189607"
"Yes","2008","1-pers.-HH","indirect migration background","25","","",""
"Yes","2008","(Married) couple without C. ","no migration background","1316","0.708265305608188","0.68735876418134","0.729171847035035"
"Yes","2008","(Married) couple without C. ","direct migration background","82","0.794001937273102","0.716645619178312","0.871358255367892"
"Yes","2008","(Married) couple without C. ","indirect migration background","56","0.865594363484564","0.788909924312908","0.942278802656219"
"Yes","2008","Single parent ","no migration background","226","0.745271754579889","0.69700236515376","0.793541144006018"
"Yes","2008","Single parent ","direct migration background","29","","",""
"Yes","2008","Single parent ","indirect migration background","10","","",""
"Yes","2008","Couple + C. LE 16 ","no migration background","1041","0.73686231808152","0.713722005440072","0.760002630722968"
"Yes","2008","Couple + C. LE 16 ","direct migration background","114","0.681335019223944","0.609802780958013","0.752867257489874"
"Yes","2008","Couple + C. LE 16 ","indirect migration background","55","0.830226720445279","0.741642459112706","0.918810981777851"
"Yes","2008","Couple + C. GT 16 ","no migration background","864","0.680065585378626","0.653923469172616","0.706207701584636"
"Yes","2008","Couple + C. GT 16 ","direct migration background","74","0.712305337936677","0.62402044278459","0.800590233088765"
"Yes","2008","Couple + C. GT 16 ","indirect migration background","34","0.80433087829302","0.690914002312211","0.917747754273828"
"Yes","2008","Couple + C. LE and GT 16","no migration background","291","0.717792271963174","0.673850313597219","0.76173423032913"
"Yes","2008","Couple + C. LE and GT 16","direct migration background","37","0.697514211531799","0.567570134054186","0.827458289009412"
"Yes","2008","Couple + C. LE and GT 16","indirect migration background","12","","",""
"No","2008","1-pers.-HH","no migration background","224","0.279902821960704","0.249155638927977","0.31065000499343"
