"plb0196_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2013","Schleswig-Holstein","Couple + C. LE 16 ","112","0.822964201335761","0.760403574501147","0.885524828170374","1"
"Yes","2013","Schleswig-Holstein","Couple + C. GT 16 ","28","","","","1"
"Yes","2013","Schleswig-Holstein","Couple + C. LE and GT 16","18","","","","1"
"Yes","2013","Hamburg","1-pers.-HH","16","","","","1"
"Yes","2013","Hamburg","(Married) couple without C. ","32","0.828217423434041","0.711326757488002","0.945108089380079","1"
"Yes","2013","Hamburg","Single parent ","12","","","","1"
"Yes","2013","Hamburg","Couple + C. LE 16 ","39","0.895030330958482","0.806453535220253","0.983607126696712","1"
"Yes","2013","Hamburg","Couple + C. GT 16 ","11","","","","1"
"Yes","2013","Hamburg","Couple + C. LE and GT 16","6","","","","1"
"Yes","2013","Lower Saxony","1-pers.-HH","74","0.724714910022383","0.637606046598305","0.81182377344646","1"
"Yes","2013","Bremen","Single parent ","11","","","","1"
"Yes","2013","Bremen","Couple + C. LE 16 ","24","","","","1"
"Yes","2013","Bremen","Couple + C. GT 16 ","1","","","","1"
"Yes","2013","Bremen","Couple + C. LE and GT 16","1","","","","1"
"Yes","2013","North Rhine-Westphalia","1-pers.-HH","161","0.756732380653222","0.697269437006287","0.816195324300157","1"
"Yes","2013","North Rhine-Westphalia","(Married) couple without C. ","322","0.705622324045652","0.662494451315113","0.748750196776191","1"
"Yes","2013","Lower Saxony","Couple + C. LE and GT 16","78","0.763412060675464","0.68288682373494","0.843937297615988","1"
"Yes","2013","Bremen","1-pers.-HH","9","","","","1"
"Yes","2013","Bremen","(Married) couple without C. ","13","","","","1"
"Yes","2013","Lower Saxony","Single parent ","79","0.717898639568101","0.632629799028183","0.803167480108018","1"
"Yes","2013","Lower Saxony","Couple + C. LE 16 ","250","0.686729111582208","0.638882935023029","0.734575288141387","1"
"Yes","2013","Lower Saxony","Couple + C. GT 16 ","96","0.821328646597477","0.755978423542641","0.886678869652313","1"
"Yes","2013","Lower Saxony","(Married) couple without C. ","167","0.689792515257924","0.631023963632091","0.748561066883757","1"
"Yes","2013","North Rhine-Westphalia","Single parent ","138","0.651664540475957","0.587680865948372","0.715648215003541","1"
"Yes","2013","North Rhine-Westphalia","Couple + C. LE 16 ","533","0.716433253473549","0.684239907201072","0.748626599746026","1"
"Yes","2013","North Rhine-Westphalia","Couple + C. GT 16 ","195","0.720681488668265","0.668683491346458","0.772679485990072","1"
"Yes","2013","North Rhine-Westphalia","Couple + C. LE and GT 16","141","0.636174480490385","0.568649341571897","0.703699619408874","1"
"Yes","2013","Hesse","1-pers.-HH","58","0.64992761766331","0.548524793841889","0.751330441484732","1"
"Yes","2013","Hesse","(Married) couple without C. ","140","0.736138157214646","0.67427974821166","0.797996566217632","1"
"Yes","2013","Hesse","Single parent ","73","0.763139484213169","0.675786913128065","0.850492055298273","1"
"Yes","2013","Hesse","Couple + C. LE 16 ","216","0.786221264080351","0.73935837372993","0.833084154430771","1"
"Yes","2013","Hesse","Couple + C. GT 16 ","61","0.70895226653938","0.612385156031064","0.805519377047696","1"
"Yes","2013","Hesse","Couple + C. LE and GT 16","58","0.829946671183358","0.744923926259896","0.914969416106821","1"
"Yes","2013","Rhineland-Palatinate,Saarland","1-pers.-HH","56","0.842961652242026","0.756484694557679","0.929438609926374","1"
"Yes","2013","Rhineland-Palatinate,Saarland","(Married) couple without C. ","73","0.761301576081991","0.6789764093723","0.843626742791682","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Single parent ","41","0.716249190219195","0.598175073802566","0.834323306635823","1"
"Yes","2013","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","18","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","4","","","","1"
"Yes","2013","Saxony","1-pers.-HH","52","0.718300164593491","0.619107210348207","0.817493118838775","1"
"Yes","2013","Baden-Württemberg","Couple + C. LE and GT 16","109","0.725109833368035","0.654134441882456","0.796085224853615","1"
"Yes","2013","Bavaria","Single parent ","134","0.655325382946523","0.586467178785692","0.724183587107353","1"
"Yes","2013","Bavaria","Couple + C. LE 16 ","480","0.734367860582334","0.70046616388507","0.768269557279597","1"
"Yes","2013","Brandenburg","Couple + C. GT 16 ","17","","","","1"
"Yes","2013","Brandenburg","Couple + C. LE and GT 16","16","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","1-pers.-HH","21","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","(Married) couple without C. ","31","0.549571008176574","0.41166341979905","0.687478596554098","1"
"Yes","2013","Mecklenburg-Western Pomerania","Single parent ","22","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","49","0.744546323950143","0.640119365261958","0.848973282638328","1"
"Yes","2013","Saxony","(Married) couple without C. ","108","0.677818145247584","0.604951851272865","0.750684439222304","1"
"Yes","2013","Saxony","Single parent ","38","0.715148375433951","0.596936391509732","0.833360359358171","1"
"Yes","2013","Saxony","Couple + C. LE 16 ","181","0.798277166481079","0.748534109651999","0.848020223310159","1"
"Yes","2013","Saxony","Couple + C. GT 16 ","56","0.717457514346161","0.624439554198664","0.810475474493659","1"
"Yes","2013","Saxony","Couple + C. LE and GT 16","29","","","","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","150","0.626519851745979","0.561404807490076","0.691634896001882","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","47","0.67200816796952","0.562804379050972","0.781211956888068","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","43","0.649136834922976","0.524142280502772","0.77413138934318","1"
"Yes","2013","Baden-Württemberg","1-pers.-HH","105","0.816431108961028","0.749365106487641","0.883497111434415","1"
"Yes","2013","Baden-Württemberg","Single parent ","84","0.766878765489539","0.690911081961975","0.842846449017102","1"
"Yes","2013","Baden-Württemberg","Couple + C. LE 16 ","438","0.768430178815967","0.733708577339754","0.803151780292181","1"
"Yes","2013","Baden-Württemberg","Couple + C. GT 16 ","143","0.703733928291251","0.639972185024419","0.767495671558083","1"
"Yes","2013","Bavaria","1-pers.-HH","141","0.731838077446489","0.66997649371933","0.793699661173648","1"
"Yes","2013","Bavaria","(Married) couple without C. ","270","0.739373306086239","0.694277232530855","0.784469379641623","1"
"Yes","2013","Berlin","(Married) couple without C. ","66","0.805821275733184","0.724097763529371","0.887544787936998","1"
"Yes","2013","Berlin","Couple + C. GT 16 ","28","","","","1"
"Yes","2013","Berlin","Couple + C. LE and GT 16","12","","","","1"
"Yes","2013","Brandenburg","1-pers.-HH","27","","","","1"
"Yes","2013","Brandenburg","(Married) couple without C. ","76","0.724059435278803","0.637314747512801","0.810804123044806","1"
"Yes","2013","Brandenburg","Single parent ","30","0.491170953521991","0.334272713142055","0.648069193901926","1"
"Yes","2013","Brandenburg","Couple + C. LE 16 ","83","0.595845623138215","0.508044921197961","0.683646325078469","1"
"Yes","2013","Saxony-Anhalt","1-pers.-HH","19","","","","1"
"Yes","2013","Saxony-Anhalt","(Married) couple without C. ","81","0.697319438277624","0.611072637678867","0.783566238876381","1"
"Yes","2013","Saxony-Anhalt","Single parent ","31","0.442232378254603","0.301731386253598","0.582733370255609","1"
"Yes","2013","Saxony-Anhalt","Couple + C. LE 16 ","87","0.83623381380516","0.766761650606734","0.905705977003586","1"
"Yes","2013","Saxony-Anhalt","Couple + C. GT 16 ","28","","","","1"
"Yes","2013","Saxony-Anhalt","Couple + C. LE and GT 16","16","","","","1"
"Yes","2013","Baden-Württemberg","(Married) couple without C. ","228","0.80538598745229","0.760208073785728","0.850563901118852","1"
"Yes","2013","Bavaria","Couple + C. GT 16 ","135","0.602400609586319","0.537730692090972","0.667070527081666","1"
"Yes","2013","Bavaria","Couple + C. LE and GT 16","138","0.804367902218553","0.745762293782526","0.86297351065458","1"
"Yes","2013","Berlin","1-pers.-HH","59","0.738152827217143","0.641206439045096","0.83509921538919","1"
"Yes","2013","Berlin","Single parent ","38","0.773124088946705","0.653389960350112","0.892858217543298","1"
"Yes","2013","Berlin","Couple + C. LE 16 ","84","0.813664146131214","0.740566120706333","0.886762171556095","1"
"Yes","2013","Thuringia","1-pers.-HH","20","","","","1"
"Yes","2013","Thuringia","(Married) couple without C. ","52","0.810837774059385","0.7227885588968","0.898886989221969","1"
"Yes","2013","Thuringia","Single parent ","20","","","","1"
"Yes","2013","Thuringia","Couple + C. LE 16 ","86","0.817159215693722","0.747416803133649","0.886901628253795","1"
"Yes","2013","Thuringia","Couple + C. GT 16 ","52","0.775040406571788","0.679254614986181","0.870826198157395","1"
"Yes","2013","Thuringia","Couple + C. LE and GT 16","22","","","","1"
"No","2014","Schleswig-Holstein","1-pers.-HH","17","","","","2"
"No","2014","Schleswig-Holstein","(Married) couple without C. ","8","","","","2"
"No","2014","Schleswig-Holstein","Single parent ","14","","","","2"
"No","2014","Schleswig-Holstein","Couple + C. LE 16 ","30","0.261407013186221","0.183754280696587","0.339059745675855","2"
"No","2014","Schleswig-Holstein","Couple + C. GT 16 ","7","","","","2"
"No","2014","Schleswig-Holstein","Couple + C. LE and GT 16","4","","","","2"
"No","2014","Hamburg","1-pers.-HH","7","","","","2"
"No","2014","Hamburg","(Married) couple without C. ","6","","","","2"
"No","2014","Hamburg","Single parent ","7","","","","2"
"No","2014","Hamburg","Couple + C. LE 16 ","15","","","","2"
"No","2014","Hamburg","Couple + C. GT 16 ","4","","","","2"
"No","2014","Hamburg","Couple + C. LE and GT 16","1","","","","2"
"No","2014","Lower Saxony","1-pers.-HH","22","","","","2"
"No","2014","Lower Saxony","(Married) couple without C. ","61","0.222905489414982","0.169579678944453","0.276231299885512","2"
"No","2014","Lower Saxony","Single parent ","29","","","","2"
"No","2014","Lower Saxony","Couple + C. LE 16 ","87","0.255541822591599","0.207066685847529","0.30401695933567","2"
"No","2014","Lower Saxony","Couple + C. GT 16 ","39","0.37376453920016","0.285341172492461","0.46218790590786","2"
"No","2014","Lower Saxony","Couple + C. LE and GT 16","31","0.394370553541106","0.297114206056759","0.491626901025453","2"
"No","2014","Bremen","1-pers.-HH","2","","","","2"
"No","2014","Bremen","(Married) couple without C. ","5","","","","2"
"No","2014","Bremen","Single parent ","1","","","","2"
"No","2014","Berlin","Couple + C. LE and GT 16","3","","","","2"
"No","2014","Brandenburg","1-pers.-HH","5","","","","2"
"No","2014","Brandenburg","(Married) couple without C. ","31","0.349378371276526","0.251954264306482","0.446802478246571","2"
"No","2014","Brandenburg","Single parent ","6","","","","2"
"No","2014","Brandenburg","Couple + C. LE 16 ","31","0.234680462982541","0.159478696213838","0.309882229751243","2"
"No","2014","Brandenburg","Couple + C. GT 16 ","12","","","","2"
"No","2014","Brandenburg","Couple + C. LE and GT 16","9","","","","2"
"No","2014","Mecklenburg-Western Pomerania","1-pers.-HH","11","","","","2"
"No","2014","Mecklenburg-Western Pomerania","(Married) couple without C. ","18","","","","2"
"No","2014","Mecklenburg-Western Pomerania","Single parent ","6","","","","2"
"No","2014","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","14","","","","2"
"No","2014","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","4","","","","2"
"No","2014","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","2"
"No","2014","Saxony","1-pers.-HH","21","","","","2"
"No","2014","Saxony","(Married) couple without C. ","68","0.459307562825461","0.383951118900616","0.534664006750306","2"
"No","2014","Saxony","Single parent ","6","","","","2"
"No","2014","Saxony","Couple + C. LE 16 ","70","0.270742610796326","0.213066045077472","0.32841917651518","2"
"No","2014","Saxony","Couple + C. GT 16 ","24","","","","2"
"No","2014","Saxony","Couple + C. LE and GT 16","7","","","","2"
"No","2014","Saxony-Anhalt","1-pers.-HH","7","","","","2"
"No","2014","Saxony-Anhalt","(Married) couple without C. ","26","","","","2"
"No","2014","Saxony-Anhalt","Single parent ","16","","","","2"
"No","2014","Saxony-Anhalt","Couple + C. LE 16 ","29","","","","2"
"No","2014","Saxony-Anhalt","Couple + C. GT 16 ","9","","","","2"
"No","2014","Saxony-Anhalt","Couple + C. LE and GT 16","3","","","","2"
"No","2014","Bremen","Couple + C. LE 16 ","3","","","","2"
"No","2014","Bremen","Couple + C. GT 16 ","","","","","2"
"No","2014","Bremen","Couple + C. LE and GT 16","3","","","","2"
"No","2014","North Rhine-Westphalia","1-pers.-HH","44","0.297350407885238","0.230575160292004","0.364125655478473","2"
"No","2014","North Rhine-Westphalia","(Married) couple without C. ","124","0.278755111619901","0.236125986461983","0.321384236777818","2"
"No","2014","North Rhine-Westphalia","Single parent ","57","0.312555023528025","0.246295031473051","0.378815015583","2"
"No","2014","Berlin","Single parent ","10","","","","2"
"No","2014","Berlin","Couple + C. LE 16 ","19","","","","2"
"No","2014","Berlin","Couple + C. GT 16 ","3","","","","2"
"No","2014","Thuringia","1-pers.-HH","8","","","","2"
"No","2014","Thuringia","(Married) couple without C. ","29","","","","2"
"No","2014","Thuringia","Single parent ","10","","","","2"
"No","2014","Thuringia","Couple + C. LE 16 ","28","","","","2"
"No","2014","Thuringia","Couple + C. GT 16 ","18","","","","2"
"No","2014","Thuringia","Couple + C. LE and GT 16","4","","","","2"
"No","2014","North Rhine-Westphalia","Couple + C. LE 16 ","173","0.213573496077442","0.181847020830234","0.24529997132465","2"
"No","2014","North Rhine-Westphalia","Couple + C. GT 16 ","85","0.263434275263668","0.209787934761899","0.317080615765438","2"
"No","2014","North Rhine-Westphalia","Couple + C. LE and GT 16","43","0.204350044267921","0.145279637012661","0.263420451523181","2"
"No","2014","Hesse","1-pers.-HH","18","","","","2"
"No","2014","Hesse","(Married) couple without C. ","57","0.277330837909639","0.212645176551219","0.34201649926806","2"
"No","2014","Bavaria","Couple + C. LE and GT 16","50","0.25943729188147","0.194679970291684","0.324194613471256","2"
"No","2014","Berlin","1-pers.-HH","20","","","","2"
"No","2014","Berlin","(Married) couple without C. ","27","","","","2"
"No","2014","Hesse","Single parent ","18","","","","2"
"No","2014","Hesse","Couple + C. LE 16 ","50","0.175766469200805","0.128299361714767","0.223233576686843","2"
"No","2014","Hesse","Couple + C. GT 16 ","28","","","","2"
"No","2014","Hesse","Couple + C. LE and GT 16","25","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","1-pers.-HH","17","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","(Married) couple without C. ","30","0.249147456706918","0.170096937262167","0.328197976151668","2"
"No","2014","Rhineland-Palatinate,Saarland","Single parent ","15","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","44","0.267365176463288","0.203760680079456","0.330969672847119","2"
"No","2014","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","15","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","20","","","","2"
"No","2014","Baden-Württemberg","1-pers.-HH","36","0.26810675515839","0.186791240887953","0.349422269428828","2"
"No","2014","Baden-Württemberg","(Married) couple without C. ","63","0.181479651018282","0.134721584392633","0.228237717643932","2"
"No","2014","Baden-Württemberg","Single parent ","34","0.308768333320803","0.217301584402799","0.400235082238806","2"
"No","2014","Baden-Württemberg","Couple + C. LE 16 ","99","0.181091342699196","0.146127294659182","0.21605539073921","2"
"No","2014","Baden-Württemberg","Couple + C. GT 16 ","36","0.218477839896966","0.153215584915917","0.283740094878014","2"
"No","2014","Baden-Württemberg","Couple + C. LE and GT 16","34","0.200130204263982","0.132639000404886","0.267621408123077","2"
"No","2014","Bavaria","1-pers.-HH","53","0.251314854109069","0.190432775293985","0.312196932924152","2"
