"plb0196_h","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Yes","2003","Part Time","Other degree","33","0.494848443055774","0.370397211613234","0.619299674498313"
"Yes","2003","Part Time","no degree/no degree yet","4","","",""
"Yes","2003","Not Working","lower secondary degree","10","","",""
"Yes","2003","Not Working","secondary school degree","6","","",""
"Yes","2003","Not Working","college entrance qualification","12","","",""
"Yes","2003","Not Working","Other degree","1","","",""
"Yes","2003","Not Working","no degree/no degree yet","1","","",""
"No","2003","Full Time","lower secondary degree","488","0.338243457926871","0.313679152802739","0.362807763051002"
"No","2003","Full Time","secondary school degree","603","0.266198374510601","0.247585609291258","0.284811139729945"
"No","2003","Full Time","college entrance qualification","385","0.198871875581993","0.181087227318318","0.216656523845668"
"No","2003","Full Time","Other degree","89","0.447233869301758","0.381231747165902","0.513235991437614"
"No","2003","Full Time","no degree/no degree yet","8","","",""
"No","2003","Part Time","lower secondary degree","168","0.434380313648389","0.386748320886352","0.482012306410425"
"No","2003","Part Time","secondary school degree","260","0.382559775728023","0.346504610403464","0.418614941052582"
"No","2003","Part Time","college entrance qualification","171","0.287629741750231","0.247550468654693","0.327709014845769"
"No","2003","Part Time","Other degree","29","","",""
"No","2003","Part Time","no degree/no degree yet","7","","",""
"No","2003","Not Working","lower secondary degree","6","","",""
"No","2003","Not Working","secondary school degree","13","","",""
"No","2003","Not Working","college entrance qualification","13","","",""
"No","2003","Not Working","Other degree","2","","",""
"No","2003","Not Working","no degree/no degree yet","","","",""
"Yes","2004","Full Time","lower secondary degree","916","0.675936932265457","0.650877943035488","0.700995921495427"
"Yes","2004","Full Time","secondary school degree","1559","0.727827855786974","0.708832563740687","0.746823147833261"
"Yes","2004","Full Time","college entrance qualification","1481","0.794486203229019","0.776176771363385","0.812795635094653"
"Yes","2004","Full Time","Other degree","139","0.666036379788546","0.600997813037285","0.731074946539807"
"Yes","2004","Full Time","no degree/no degree yet","16","","",""
"Yes","2004","Part Time","lower secondary degree","222","0.503921023437714","0.454923430513322","0.552918616362106"
"Yes","2004","Part Time","secondary school degree","444","0.657865773421667","0.622285879702046","0.693445667141288"
"Yes","2004","Part Time","college entrance qualification","293","0.624301633364407","0.581244328161546","0.667358938567269"
"Yes","2004","Part Time","Other degree","30","0.545439822737105","0.412633018787244","0.678246626686965"
"Yes","2004","Part Time","no degree/no degree yet","8","","",""
"Yes","2004","Not Working","lower secondary degree","3","","",""
"Yes","2004","Not Working","secondary school degree","9","","",""
"Yes","2004","Not Working","college entrance qualification","9","","",""
"Yes","2004","Not Working","Other degree","","","",""
"Yes","2004","Not Working","no degree/no degree yet","1","","",""
"No","2004","Full Time","lower secondary degree","424","0.324063067734543","0.299004078504573","0.349122056964512"
"No","2004","Full Time","secondary school degree","550","0.272172144213026","0.253176852166739","0.291167436259312"
"No","2004","Full Time","college entrance qualification","390","0.205513796770981","0.187204364905347","0.223823228636615"
"No","2004","Full Time","Other degree","63","0.333963620211454","0.268925053460193","0.399002186962715"
"No","2004","Full Time","no degree/no degree yet","6","","",""
"No","2004","Part Time","lower secondary degree","178","0.496078976562286","0.447081383637894","0.545076569486678"
"No","2004","Part Time","secondary school degree","239","0.342134226578333","0.306554332858712","0.377714120297954"
"No","2004","Part Time","college entrance qualification","193","0.375698366635592","0.332641061432731","0.418755671838454"
"No","2004","Part Time","Other degree","24","","",""
"No","2004","Part Time","no degree/no degree yet","6","","",""
"No","2004","Not Working","lower secondary degree","3","","",""
"No","2004","Not Working","secondary school degree","5","","",""
"No","2004","Not Working","college entrance qualification","11","","",""
"No","2004","Not Working","Other degree","2","","",""
"No","2004","Not Working","no degree/no degree yet","","","",""
"Yes","2005","Full Time","lower secondary degree","830","0.680772639657699","0.65441861444308","0.707126664872318"
"Yes","2005","Full Time","secondary school degree","1416","0.731309670255379","0.71166519908615","0.750954141424607"
"Yes","2005","Full Time","college entrance qualification","1379","0.778438386685467","0.758794730475116","0.798082042895819"
"Yes","2005","Full Time","Other degree","134","0.657379378226114","0.591441291652466","0.723317464799762"
"Yes","2005","Full Time","no degree/no degree yet","18","","",""
"Yes","2005","Part Time","lower secondary degree","216","0.624523869485342","0.574291961941201","0.674755777029484"
"Yes","2005","Part Time","secondary school degree","413","0.641721515726509","0.604916419495685","0.678526611957333"
"Yes","2005","Part Time","college entrance qualification","294","0.600878303578285","0.556698577223889","0.64505802993268"
"Yes","2005","Part Time","Other degree","28","","",""
"Yes","2005","Part Time","no degree/no degree yet","5","","",""
"Yes","2005","Not Working","lower secondary degree","2","","",""
"Yes","2005","Not Working","secondary school degree","6","","",""
"Yes","2005","Not Working","college entrance qualification","13","","",""
"Yes","2005","Not Working","Other degree","1","","",""
"Yes","2005","Not Working","no degree/no degree yet","1","","",""
"No","2005","Full Time","lower secondary degree","372","0.319227360342301","0.292873335127682","0.34558138555692"
"No","2005","Full Time","secondary school degree","540","0.268690329744621","0.249045858575392","0.28833480091385"
"No","2005","Full Time","college entrance qualification","338","0.221561613314533","0.201917957104181","0.241205269524884"
"No","2005","Full Time","Other degree","65","0.342620621773886","0.276682535200238","0.408558708347534"
"No","2005","Full Time","no degree/no degree yet","7","","",""
"No","2005","Part Time","lower secondary degree","141","0.375476130514657","0.325244222970516","0.425708038058799"
"No","2005","Part Time","secondary school degree","239","0.358278484273491","0.321473388042667","0.395083580504315"
"No","2005","Part Time","college entrance qualification","178","0.399121696421715","0.35494197006732","0.443301422776111"
"No","2005","Part Time","Other degree","20","","",""
"No","2005","Part Time","no degree/no degree yet","9","","",""
"No","2005","Not Working","lower secondary degree","4","","",""
"No","2005","Not Working","secondary school degree","4","","",""
"No","2005","Not Working","college entrance qualification","7","","",""
"No","2005","Not Working","Other degree","1","","",""
"No","2005","Not Working","no degree/no degree yet","","","",""
"Yes","2006","Full Time","lower secondary degree","924","0.71032386966315","0.685579891171724","0.735067848154575"
"Yes","2006","Full Time","secondary school degree","1602","0.758272499602132","0.739904470876268","0.776640528327997"
"Yes","2006","Full Time","college entrance qualification","1577","0.827905602330327","0.81103493639133","0.844776268269324"
"Yes","2006","Full Time","Other degree","144","0.69132746063627","0.627623958623624","0.755030962648917"
"Yes","2006","Full Time","no degree/no degree yet","13","","",""
"Yes","2006","Part Time","lower secondary degree","237","0.568935531193168","0.520221341864574","0.617649720521762"
"Yes","2006","Part Time","secondary school degree","459","0.630151991456584","0.595578640002574","0.664725342910594"
"Yes","2006","Part Time","college entrance qualification","333","0.570613182209542","0.528708654513543","0.612517709905542"
"Yes","2006","Part Time","Other degree","40","0.547687288418364","0.432721778482187","0.662652798354541"
"Yes","2006","Part Time","no degree/no degree yet","6","","",""
"Yes","2006","Not Working","lower secondary degree","9","","",""
"Yes","2006","Not Working","secondary school degree","20","","",""
"Yes","2006","Not Working","college entrance qualification","7","","",""
"Yes","2006","Not Working","Other degree","3","","",""
"Yes","2006","Not Working","no degree/no degree yet","","","",""
"No","2006","Full Time","lower secondary degree","367","0.28967613033685","0.264932151845425","0.314420108828276"
"No","2006","Full Time","secondary school degree","485","0.241727500397868","0.223359471672003","0.260095529123732"
"No","2006","Full Time","college entrance qualification","346","0.172094397669673","0.155223731730676","0.18896506360867"
"No","2006","Full Time","Other degree","58","0.30867253936373","0.244969037351083","0.372376041376376"
"No","2006","Full Time","no degree/no degree yet","10","","",""
"No","2006","Part Time","lower secondary degree","160","0.431064468806832","0.382350279478238","0.479778658135426"
"No","2006","Part Time","secondary school degree","290","0.369848008543416","0.335274657089407","0.404421359997426"
"No","2006","Part Time","college entrance qualification","203","0.429386817790457","0.387482290094458","0.471291345486457"
"No","2006","Part Time","Other degree","32","0.452312711581636","0.337347201645459","0.567278221517813"
"No","2006","Part Time","no degree/no degree yet","5","","",""
"No","2006","Not Working","lower secondary degree","6","","",""
"No","2006","Not Working","secondary school degree","11","","",""
"No","2006","Not Working","college entrance qualification","6","","",""
"No","2006","Not Working","Other degree","1","","",""
"No","2006","Not Working","no degree/no degree yet","","","",""
"Yes","2007","Full Time","lower secondary degree","867","0.741737736572762","0.716828443047364","0.76664703009816"
"Yes","2007","Full Time","secondary school degree","1478","0.755976334314571","0.736922681045509","0.775029987583632"
"Yes","2007","Full Time","college entrance qualification","1488","0.829294450855543","0.812018096476426","0.846570805234659"
"Yes","2007","Full Time","Other degree","131","0.766881135332553","0.704236800290115","0.82952547037499"
"Yes","2007","Full Time","no degree/no degree yet","9","","",""
"Yes","2007","Part Time","lower secondary degree","206","0.583389724154388","0.531063996314198","0.635715451994577"
"Yes","2007","Part Time","secondary school degree","469","0.692444880261599","0.658061455806635","0.726828304716563"
"Yes","2007","Part Time","college entrance qualification","331","0.649952672244343","0.608310145537416","0.691595198951269"
"Yes","2007","Part Time","Other degree","40","0.667207808685799","0.546970510412345","0.787445106959253"
"Yes","2007","Part Time","no degree/no degree yet","5","","",""
"Yes","2007","Not Working","lower secondary degree","13","","",""
"Yes","2007","Not Working","secondary school degree","14","","",""
"Yes","2007","Not Working","college entrance qualification","13","","",""
"Yes","2007","Not Working","Other degree","","","",""
"Yes","2007","Not Working","no degree/no degree yet","","","",""
"No","2007","Full Time","lower secondary degree","319","0.258262263427238","0.23335296990184","0.283171556952636"
"No","2007","Full Time","secondary school degree","474","0.244023665685429","0.224970012416368","0.263077318954491"
"No","2007","Full Time","college entrance qualification","334","0.170705549144458","0.153429194765341","0.187981903523574"
"No","2007","Full Time","Other degree","44","0.233118864667447","0.17047452962501","0.295763199709885"
"No","2007","Full Time","no degree/no degree yet","6","","",""
"No","2007","Part Time","lower secondary degree","135","0.416610275845612","0.364284548005423","0.468936003685802"
"No","2007","Part Time","secondary school degree","223","0.307555119738401","0.273171695283437","0.341938544193365"
"No","2007","Part Time","college entrance qualification","173","0.350047327755657","0.308404801048731","0.391689854462584"
"No","2007","Part Time","Other degree","19","","",""
"No","2007","Part Time","no degree/no degree yet","8","","",""
"No","2007","Not Working","lower secondary degree","5","","",""
"No","2007","Not Working","secondary school degree","10","","",""
"No","2007","Not Working","college entrance qualification","7","","",""
"No","2007","Not Working","Other degree","3","","",""
"No","2007","Not Working","no degree/no degree yet","","","",""
"Yes","2008","Full Time","lower secondary degree","808","0.711783861769907","0.685617481708512","0.737950241831303"
"Yes","2008","Full Time","secondary school degree","1476","0.733075302891997","0.7135762539252","0.752574351858793"
"Yes","2008","Full Time","college entrance qualification","1374","0.809200948084498","0.790483962338598","0.827917933830399"
"Yes","2008","Full Time","Other degree","120","0.689017433913875","0.617736445929372","0.760298421898379"
"Yes","2008","Full Time","no degree/no degree yet","11","","",""
"Yes","2008","Part Time","lower secondary degree","201","0.589388441491512","0.537250794111046","0.641526088871979"
"Yes","2008","Part Time","secondary school degree","441","0.685983035268802","0.650574385459005","0.721391685078599"
"Yes","2008","Part Time","college entrance qualification","350","0.629731913849229","0.589558606097684","0.669905221600773"
"Yes","2008","Part Time","Other degree","35","0.601874438525668","0.476967930828343","0.726780946222992"
"Yes","2008","Part Time","no degree/no degree yet","8","","",""
"Yes","2008","Not Working","lower secondary degree","6","","",""
"Yes","2008","Not Working","secondary school degree","11","","",""
"Yes","2008","Not Working","college entrance qualification","18","","",""
"Yes","2008","Not Working","Other degree","1","","",""
"Yes","2008","Not Working","no degree/no degree yet","","","",""
"No","2008","Full Time","lower secondary degree","343","0.288216138230093","0.262049758168697","0.314382518291488"
"No","2008","Full Time","secondary school degree","501","0.266924697108003","0.247425648141207","0.2864237460748"
"No","2008","Full Time","college entrance qualification","319","0.190799051915502","0.172082066169601","0.209516037661402"
"No","2008","Full Time","Other degree","42","0.310982566086125","0.239701578101621","0.382263554070628"
"No","2008","Full Time","no degree/no degree yet","8","","",""
"No","2008","Part Time","lower secondary degree","141","0.410611558508488","0.358473911128021","0.462749205888954"
"No","2008","Part Time","secondary school degree","219","0.314016964731198","0.278608314921401","0.349425614540995"
"No","2008","Part Time","college entrance qualification","205","0.370268086150771","0.330094778399227","0.410441393902316"
"No","2008","Part Time","Other degree","24","","",""
"No","2008","Part Time","no degree/no degree yet","5","","",""
"No","2008","Not Working","lower secondary degree","6","","",""
"No","2008","Not Working","secondary school degree","5","","",""
"No","2008","Not Working","college entrance qualification","13","","",""
"No","2008","Not Working","Other degree","1","","",""
"No","2008","Not Working","no degree/no degree yet","1","","",""
"Yes","2009","Full Time","lower secondary degree","640","0.658778984180501","0.62895770764961","0.688600260711392"
"Yes","2009","Full Time","secondary school degree","1270","0.716611894435663","0.695486239000928","0.737737549870398"
"Yes","2009","Full Time","college entrance qualification","1283","0.814449300023956","0.795383327682835","0.833515272365077"
"Yes","2009","Full Time","Other degree","79","0.650834046403826","0.565895175677767","0.735772917129884"
"Yes","2009","Full Time","no degree/no degree yet","9","","",""
"Yes","2009","Part Time","lower secondary degree","178","0.628199096036822","0.573049675035183","0.683348517038462"
"Yes","2009","Part Time","secondary school degree","352","0.61701312690547","0.57731445339257","0.656711800418369"
"Yes","2009","Part Time","college entrance qualification","340","0.696307371042194","0.656279569930944","0.736335172153444"
"Yes","2009","Part Time","Other degree","21","","",""
"Yes","2009","Part Time","no degree/no degree yet","6","","",""
"Yes","2009","Not Working","lower secondary degree","1","","",""
"Yes","2009","Not Working","secondary school degree","6","","",""
"Yes","2009","Not Working","college entrance qualification","5","","",""
"Yes","2009","Not Working","Other degree","1","","",""
"Yes","2009","Not Working","no degree/no degree yet","","","",""
"No","2009","Full Time","lower secondary degree","331","0.341221015819499","0.311399739288608","0.37104229235039"
"No","2009","Full Time","secondary school degree","478","0.283388105564337","0.262262450129602","0.304513760999072"
"No","2009","Full Time","college entrance qualification","314","0.185550699976044","0.166484727634923","0.204616672317165"
"No","2009","Full Time","Other degree","42","0.349165953596174","0.264227082870116","0.434104824322233"
"No","2009","Full Time","no degree/no degree yet","7","","",""
"No","2009","Part Time","lower secondary degree","117","0.371800903963178","0.316651482961538","0.426950324964817"
"No","2009","Part Time","secondary school degree","224","0.38298687309453","0.343288199581631","0.42268554660743"
"No","2009","Part Time","college entrance qualification","167","0.303692628957806","0.263664827846556","0.343720430069056"
"No","2009","Part Time","Other degree","20","","",""
"No","2009","Part Time","no degree/no degree yet","3","","",""
"No","2009","Not Working","lower secondary degree","2","","",""
"No","2009","Not Working","secondary school degree","6","","",""
"No","2009","Not Working","college entrance qualification","7","","",""
"No","2009","Not Working","Other degree","1","","",""
"No","2009","Not Working","no degree/no degree yet","","","",""
"Yes","2010","Full Time","lower secondary degree","804","0.648237545663296","0.621605382405783","0.674869708920809"
"Yes","2010","Full Time","secondary school degree","1545","0.678526673949267","0.658961615728617","0.698091732169916"
"Yes","2010","Full Time","college entrance qualification","1646","0.776367470494326","0.758546161639226","0.794188779349425"
"Yes","2010","Full Time","Other degree","191","0.725349549429819","0.672110531013401","0.778588567846237"
"Yes","2010","Full Time","no degree/no degree yet","22","","",""
"Yes","2010","Part Time","lower secondary degree","232","0.566143631688875","0.518632404115976","0.613654859261775"
"Yes","2010","Part Time","secondary school degree","572","0.619339673545589","0.58786159233799","0.650817754753189"
"Yes","2010","Part Time","college entrance qualification","518","0.634524398843488","0.600858502979269","0.668190294707708"
"Yes","2010","Part Time","Other degree","67","0.532571855843702","0.442548826660698","0.622594885026706"
"Yes","2010","Part Time","no degree/no degree yet","11","","",""
"Yes","2010","Not Working","lower secondary degree","7","","",""
"Yes","2010","Not Working","secondary school degree","30","0.393031315711935","0.262760260461737","0.523302370962133"
"Yes","2010","Not Working","college entrance qualification","26","","",""
"Yes","2010","Not Working","Other degree","5","","",""
"Yes","2010","Not Working","no degree/no degree yet","1","","",""
"No","2010","Full Time","lower secondary degree","431","0.351762454336704","0.325130291079191","0.378394617594217"
"No","2010","Full Time","secondary school degree","644","0.321473326050733","0.301908267830084","0.341038384271382"
"No","2010","Full Time","college entrance qualification","454","0.223632529505674","0.205811220650575","0.241453838360774"
"No","2010","Full Time","Other degree","79","0.274650450570181","0.221411432153763","0.327889468986599"
"No","2010","Full Time","no degree/no degree yet","11","","",""
"No","2010","Part Time","lower secondary degree","186","0.433856368311125","0.386345140738225","0.481367595884025"
"No","2010","Part Time","secondary school degree","342","0.380660326454411","0.349182245246811","0.41213840766201"
"No","2010","Part Time","college entrance qualification","268","0.365475601156512","0.331809705292292","0.399141497020731"
"No","2010","Part Time","Other degree","51","0.467428144156298","0.377405114973294","0.557451173339302"
"No","2010","Part Time","no degree/no degree yet","7","","",""
"No","2010","Not Working","lower secondary degree","8","","",""
"No","2010","Not Working","secondary school degree","24","","",""
"No","2010","Not Working","college entrance qualification","23","","",""
"No","2010","Not Working","Other degree","2","","",""
"No","2010","Not Working","no degree/no degree yet","2","","",""
"Yes","2011","Full Time","lower secondary degree","998","0.693560179101491","0.669324490380751","0.717795867822232"
"Yes","2011","Full Time","secondary school degree","1959","0.781857888326583","0.765856907101306","0.797858869551861"
"Yes","2011","Full Time","college entrance qualification","2016","0.815374942977313","0.800113916949331","0.830635969005294"
"Yes","2011","Full Time","Other degree","241","0.705493441860543","0.656313830018882","0.754673053702203"
"Yes","2011","Full Time","no degree/no degree yet","37","0.843452737313688","0.741710058975976","0.945195415651399"
"Yes","2011","Part Time","lower secondary degree","324","0.571284027969218","0.529581696936161","0.612986359002274"
"Yes","2011","Part Time","secondary school degree","801","0.659027154715514","0.632295479520753","0.685758829910274"
"Yes","2011","Part Time","college entrance qualification","708","0.672124087991662","0.642792874721888","0.701455301261435"
"Yes","2011","Part Time","Other degree","103","0.717409088022619","0.647422944778392","0.787395231266846"
"Yes","2011","Part Time","no degree/no degree yet","24","","",""
"Yes","2011","Not Working","lower secondary degree","15","","",""
"Yes","2011","Not Working","secondary school degree","26","","",""
"Yes","2011","Not Working","college entrance qualification","40","0.663548223925028","0.538676414612227","0.788420033237829"
"Yes","2011","Not Working","Other degree","3","","",""
"Yes","2011","Not Working","no degree/no degree yet","2","","",""
"No","2011","Full Time","lower secondary degree","392","0.306439820898509","0.282204132177768","0.330675509619249"
"No","2011","Full Time","secondary school degree","600","0.218142111673417","0.202141130448139","0.234143092898694"
"No","2011","Full Time","college entrance qualification","467","0.184625057022687","0.169364030994706","0.199886083050669"
"No","2011","Full Time","Other degree","89","0.294506558139457","0.245326946297797","0.343686169981118"
"No","2011","Full Time","no degree/no degree yet","12","","",""
"No","2011","Part Time","lower secondary degree","217","0.428715972030782","0.387013640997726","0.470418303063838"
"No","2011","Part Time","secondary school degree","407","0.340972845284486","0.314241170089726","0.367704520479246"
"No","2011","Part Time","college entrance qualification","276","0.327875912008338","0.298544698738565","0.357207125278112"
"No","2011","Part Time","Other degree","56","0.282590911977381","0.212604768733154","0.352577055221608"
"No","2011","Part Time","no degree/no degree yet","9","","",""
"No","2011","Not Working","lower secondary degree","10","","",""
"No","2011","Not Working","secondary school degree","15","","",""
"No","2011","Not Working","college entrance qualification","15","","",""
"No","2011","Not Working","Other degree","5","","",""
"No","2011","Not Working","no degree/no degree yet","","","",""
"Yes","2012","Full Time","lower secondary degree","984","0.685004755120027","0.660758909993663","0.709250600246392"
"Yes","2012","Full Time","secondary school degree","1899","0.751724596084591","0.735022239240356","0.768426952928826"
"Yes","2012","Full Time","college entrance qualification","2073","0.812252886966158","0.797125623392941","0.827380150539375"
"Yes","2012","Full Time","Other degree","252","0.680905251189056","0.632888035217804","0.728922467160308"
"Yes","2012","Full Time","no degree/no degree yet","38","0.75848236688974","0.650184567415466","0.866780166364014"
"Yes","2012","Part Time","lower secondary degree","316","0.517054663915677","0.47555565628195","0.558553671549404"
"Yes","2012","Part Time","secondary school degree","759","0.611897629009143","0.584069245556333","0.639726012461953"
"Yes","2012","Part Time","college entrance qualification","691","0.672815655717975","0.644036402426751","0.701594909009198"
"Yes","2012","Part Time","Other degree","103","0.630603262702156","0.555583763065065","0.705622762339246"
"Yes","2012","Part Time","no degree/no degree yet","22","","",""
"Yes","2012","Not Working","lower secondary degree","30","0.551328831566967","0.417429135953506","0.685228527180427"
"Yes","2012","Not Working","secondary school degree","48","0.572961967907985","0.461014665068714","0.684909270747255"
"Yes","2012","Not Working","college entrance qualification","39","0.578654858976426","0.455746606636309","0.701563111316542"
"Yes","2012","Not Working","Other degree","5","","",""
"Yes","2012","Not Working","no degree/no degree yet","3","","",""
"No","2012","Full Time","lower secondary degree","426","0.314995244879973","0.290749399753608","0.339241090006337"
"No","2012","Full Time","secondary school degree","671","0.248275403915409","0.231573047071174","0.264977760759644"
"No","2012","Full Time","college entrance qualification","487","0.187747113033842","0.172619849460625","0.202874376607058"
"No","2012","Full Time","Other degree","110","0.319094748810944","0.271077532839692","0.367111964782196"
"No","2012","Full Time","no degree/no degree yet","22","","",""
"No","2012","Part Time","lower secondary degree","241","0.482945336084323","0.441446328450596","0.52444434371805"
"No","2012","Part Time","secondary school degree","419","0.388102370990857","0.360273987538047","0.415930754443667"
"No","2012","Part Time","college entrance qualification","330","0.327184344282026","0.298405090990802","0.355963597573249"
"No","2012","Part Time","Other degree","56","0.369396737297844","0.294377237660754","0.444416236934935"
"No","2012","Part Time","no degree/no degree yet","15","","",""
"No","2012","Not Working","lower secondary degree","23","","",""
"No","2012","Not Working","secondary school degree","27","","",""
"No","2012","Not Working","college entrance qualification","23","","",""
"No","2012","Not Working","Other degree","6","","",""
"No","2012","Not Working","no degree/no degree yet","4","","",""
"Yes","2013","Full Time","lower secondary degree","916","0.723630879481986","0.698967662737141","0.748294096226832"
"Yes","2013","Full Time","secondary school degree","1716","0.742649318927892","0.724747790976861","0.760550846878923"
"Yes","2013","Full Time","college entrance qualification","1869","0.792203857155913","0.775789315385416","0.808618398926411"
"Yes","2013","Full Time","Other degree","233","0.685380354636179","0.633688038862191","0.737072670410167"
"Yes","2013","Full Time","no degree/no degree yet","23","","",""
"Yes","2013","Part Time","lower secondary degree","285","0.551397371415214","0.506764774753491","0.596029968076937"
"Yes","2013","Part Time","secondary school degree","747","0.666185373479487","0.638368149850619","0.694002597108355"
"Yes","2013","Part Time","college entrance qualification","655","0.692911035544043","0.663531566315101","0.722290504772985"
"Yes","2013","Part Time","Other degree","81","0.572078980295746","0.484282323037002","0.659875637554489"
"Yes","2013","Part Time","no degree/no degree yet","26","","",""
"Yes","2013","Not Working","lower secondary degree","164","0.718981843214197","0.661141581342319","0.776822105086074"
"Yes","2013","Not Working","secondary school degree","217","0.708611499416471","0.658271150138333","0.75895184869461"
"Yes","2013","Not Working","college entrance qualification","237","0.729587536482354","0.680997454665192","0.778177618299516"
"Yes","2013","Not Working","Other degree","596","0.667398298458915","0.636514258015642","0.698282338902188"
"Yes","2013","Not Working","no degree/no degree yet","41","0.782667864810976","0.679169402316348","0.886166327305605"
"No","2013","Full Time","lower secondary degree","347","0.276369120518014","0.251705903773168","0.301032337262859"
"No","2013","Full Time","secondary school degree","575","0.257350681072108","0.239449153121077","0.275252209023139"
"No","2013","Full Time","college entrance qualification","478","0.207796142844087","0.191381601073589","0.224210684614584"
"No","2013","Full Time","Other degree","77","0.314619645363821","0.262927329589833","0.366311961137809"
"No","2013","Full Time","no degree/no degree yet","13","","",""
"No","2013","Part Time","lower secondary degree","192","0.448602628584786","0.403970031923063","0.49323522524651"
"No","2013","Part Time","secondary school degree","357","0.333814626520513","0.305997402891645","0.361631850149382"
"No","2013","Part Time","college entrance qualification","292","0.307088964455957","0.277709495227015","0.336468433684899"
"No","2013","Part Time","Other degree","41","0.427921019704255","0.340124362445511","0.515717676962998"
"No","2013","Part Time","no degree/no degree yet","16","","",""
"No","2013","Not Working","lower secondary degree","68","0.281018156785803","0.223177894913926","0.338858418657681"
"No","2013","Not Working","secondary school degree","96","0.291388500583529","0.24104815130539","0.341728849861667"
"No","2013","Not Working","college entrance qualification","84","0.270412463517646","0.221822381700484","0.319002545334808"
"No","2013","Not Working","Other degree","298","0.332601701541085","0.301717661097812","0.363485741984358"
"No","2013","Not Working","no degree/no degree yet","20","","",""
"Yes","2014","Full Time","lower secondary degree","884","0.679622293521158","0.653723483103786","0.705521103938531"
"Yes","2014","Full Time","secondary school degree","1721","0.762850343482133","0.745283455944617","0.780417231019649"
"Yes","2014","Full Time","college entrance qualification","1868","0.793230209250598","0.776918464802554","0.809541953698641"
"Yes","2014","Full Time","Other degree","515","0.740799235517842","0.708589905407751","0.773008565627933"
"Yes","2014","Full Time","no degree/no degree yet","36","0.833149746315728","0.729805082287297","0.936494410344158"
"Yes","2014","Part Time","lower secondary degree","287","0.61775446129552","0.574054561199633","0.661454361391408"
"Yes","2014","Part Time","secondary school degree","653","0.640650333404321","0.611531425143513","0.669769241665128"
"Yes","2014","Part Time","college entrance qualification","677","0.717919345939292","0.690055650819429","0.745783041059155"
"Yes","2014","Part Time","Other degree","185","0.713084370673942","0.660198154828376","0.765970586519507"
"Yes","2014","Part Time","no degree/no degree yet","29","","",""
"Yes","2014","Not Working","lower secondary degree","35","0.461611327023955","0.32058062817125","0.602642025876661"
"Yes","2014","Not Working","secondary school degree","40","0.430798489203135","0.312226857187027","0.549370121219243"
"Yes","2014","Not Working","college entrance qualification","45","0.672304085442626","0.559913721292566","0.784694449592686"
"Yes","2014","Not Working","Other degree","18","","",""
"Yes","2014","Not Working","no degree/no degree yet","2","","",""
"No","2014","Full Time","lower secondary degree","363","0.320377706478842","0.294478896061469","0.346276516896214"
"No","2014","Full Time","secondary school degree","531","0.237149656517867","0.219582768980351","0.254716544055383"
"No","2014","Full Time","college entrance qualification","500","0.206769790749402","0.190458046301359","0.223081535197446"
"No","2014","Full Time","Other degree","196","0.259200764482158","0.226991434372067","0.291410094592249"
"No","2014","Full Time","no degree/no degree yet","14","","",""
"No","2014","Part Time","lower secondary degree","188","0.38224553870448","0.338545638608592","0.425945438800368"
"No","2014","Part Time","secondary school degree","390","0.359349666595679","0.330230758334872","0.388468574856487"
"No","2014","Part Time","college entrance qualification","325","0.282080654060708","0.254216958940844","0.309944349180571"
"No","2014","Part Time","Other degree","96","0.286915629326058","0.234029413480493","0.339801845171624"
"No","2014","Part Time","no degree/no degree yet","15","","",""
"No","2014","Not Working","lower secondary degree","13","","",""
"No","2014","Not Working","secondary school degree","27","","",""
"No","2014","Not Working","college entrance qualification","22","","",""
"No","2014","Not Working","Other degree","22","","",""
"No","2014","Not Working","no degree/no degree yet","2","","",""
"Yes","2015","Full Time","lower secondary degree","860","0.74360220082447","0.718041499568973","0.769162902079968"
"Yes","2015","Full Time","secondary school degree","1621","0.79210834006162","0.774605888295526","0.809610791827713"
"Yes","2015","Full Time","college entrance qualification","1837","0.821958327714577","0.806041549227818","0.837875106201336"
"Yes","2015","Full Time","Other degree","461","0.75506014549006","0.720791976085256","0.789328314894864"
"Yes","2015","Full Time","no degree/no degree yet","42","0.859973742498811","0.7674190275818","0.952528457415822"
"Yes","2015","Part Time","lower secondary degree","263","0.649247195902929","0.60316797790539","0.695326413900468"
"Yes","2015","Part Time","secondary school degree","692","0.687672663108166","0.658818588993939","0.716526737222392"
"Yes","2015","Part Time","college entrance qualification","684","0.703958117049109","0.674116782979335","0.733799451118883"
"Yes","2015","Part Time","Other degree","143","0.624829372904557","0.560996103677699","0.688662642131416"
"Yes","2015","Part Time","no degree/no degree yet","10","","",""
"Yes","2015","Not Working","lower secondary degree","16","","",""
"Yes","2015","Not Working","secondary school degree","37","0.568227250683687","0.439639586769676","0.696814914597698"
"Yes","2015","Not Working","college entrance qualification","64","0.831953117242238","0.75102381017529","0.912882424309186"
"Yes","2015","Not Working","Other degree","304","0.68916604694527","0.645571687056815","0.732760406833725"
"Yes","2015","Not Working","no degree/no degree yet","18","","",""
"No","2015","Full Time","lower secondary degree","261","0.25639779917553","0.230837097920032","0.281958500431027"
"No","2015","Full Time","secondary school degree","444","0.20789165993838","0.190389208172287","0.225394111704474"
"No","2015","Full Time","college entrance qualification","382","0.178041672285423","0.162124893798664","0.193958450772182"
