"plb0196_h","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2015","Couple + C. LE 16 ","Male","1513","0.801179033210068","0.783204650601667","0.81915341581847","1"
"Yes","2015","Couple + C. LE 16 ","Female","948","0.778998745708335","0.755895223940055","0.802102267476616","1"
"Yes","2015","Couple + C. GT 16 ","Female","380","0.772161945638817","0.736249103505879","0.808074787771755","1"
"Yes","2015","Couple + C. GT 16 ","Male","438","0.746704325209983","0.711462501172339","0.781946149247626","1"
"Yes","2015","Single parent ","Male","116","0.736638549945647","0.667959722589475","0.805317377301818","1"
"Yes","2015","Couple + C. LE and GT 16","Male","388","0.770739152446586","0.733670800831321","0.807807504061852","1"
"Yes","2015","Couple + C. LE and GT 16","Female","289","0.787814730992823","0.747185092907665","0.828444369077981","1"
"No","2016","1-pers.-HH","Male","116","0.256833792538166","0.218616027007107","0.295051558069226","2"
"No","2016","1-pers.-HH","Female","120","0.242516066162782","0.204947894533962","0.280084237791602","2"
"No","2016","Couple + C. GT 16 ","Male","125","0.226847199867382","0.192223034667885","0.261471365066879","2"
"No","2016","Couple + C. GT 16 ","Female","153","0.241117141026027","0.204768038758009","0.277466243294045","2"
"No","2016","Couple + C. LE and GT 16","Male","101","0.210526978166112","0.174281612825571","0.246772343506652","2"
"No","2016","Couple + C. LE and GT 16","Female","108","0.219397496571753","0.178166539850541","0.260628453292965","2"
"No","2016","(Married) couple without C. ","Male","244","0.218729619187643","0.193689913005743","0.243769325369543","2"
"No","2016","(Married) couple without C. ","Female","273","0.245122712422893","0.220019835464725","0.270225589381061","2"
"No","2016","Single parent ","Male","53","0.324356973730486","0.252045798130307","0.396668149330664","2"
"No","2016","Single parent ","Female","179","0.273100323690478","0.240046726907314","0.306153920473642","2"
"No","2016","Couple + C. LE 16 ","Male","338","0.212509427528078","0.192830300489297","0.23218855456686","2"
"No","2016","Couple + C. LE 16 ","Female","300","0.251972921422383","0.227419490678526","0.27652635216624","2"
"Yes","2016","1-pers.-HH","Male","386","0.743166207461834","0.704948441930774","0.781383972992893","1"
"Yes","2016","1-pers.-HH","Female","380","0.757483933837218","0.719915762208398","0.795052105466038","1"
"Yes","2016","(Married) couple without C. ","Male","803","0.781270380812357","0.756230674630457","0.806310086994257","1"
"Yes","2016","(Married) couple without C. ","Female","855","0.754877287577107","0.729774410618939","0.779980164535275","1"
"Yes","2016","Single parent ","Female","519","0.726899676309522","0.693846079526358","0.759953273092686","1"
"Yes","2016","Couple + C. LE 16 ","Male","1322","0.787490572471922","0.76781144543314","0.807169699510703","1"
"Yes","2016","Couple + C. LE 16 ","Female","901","0.748027078577617","0.72347364783376","0.772580509321474","1"
"Yes","2016","Couple + C. GT 16 ","Female","379","0.758882858973973","0.722533756705956","0.795231961241991","1"
"Yes","2016","Couple + C. GT 16 ","Male","437","0.773152800132618","0.738528634933121","0.807776965332115","1"
"Yes","2016","Couple + C. LE and GT 16","Male","385","0.789473021833888","0.753227656493348","0.825718387174429","1"
"Yes","2016","Single parent ","Male","108","0.675643026269514","0.603331850669336","0.747954201869693","1"
"Yes","2016","Couple + C. LE and GT 16","Female","279","0.780602503428247","0.739371546707035","0.821833460149459","1"
"No","2017","1-pers.-HH","Male","150","0.225039058761547","0.192609037507195","0.2574690800159","2"
"No","2017","1-pers.-HH","Female","138","0.257647783310717","0.222298742158582","0.292996824462853","2"
"No","2017","Couple + C. GT 16 ","Male","158","0.23027853619465","0.197912840889303","0.262644231499997","2"
"No","2017","Couple + C. GT 16 ","Female","158","0.248667835202824","0.214196713219426","0.283138957186222","2"
"No","2017","Couple + C. LE and GT 16","Male","111","0.218717282590553","0.182227582757013","0.255206982424093","2"
"No","2017","Couple + C. LE and GT 16","Female","113","0.265374419605311","0.222583759206887","0.308165080003734","2"
"No","2017","(Married) couple without C. ","Male","299","0.235435562163473","0.211430626497533","0.259440497829413","2"
"No","2017","(Married) couple without C. ","Female","330","0.263108405290062","0.238679165023148","0.287537645556976","2"
"No","2017","Single parent ","Male","48","0.322981384997622","0.25227111404123","0.393691655954014","2"
"No","2017","Single parent ","Female","180","0.2894130880713","0.254334002593531","0.324492173549069","2"
"No","2017","Couple + C. LE 16 ","Male","351","0.206449958157829","0.187215033335637","0.225684882980021","2"
"No","2017","Couple + C. LE 16 ","Female","275","0.210775532168379","0.187860885258385","0.233690179078373","2"
"Yes","2017","1-pers.-HH","Male","487","0.774960941238453","0.7425309199841","0.807390962492805","1"
"Yes","2017","1-pers.-HH","Female","450","0.742352216689283","0.707003175537147","0.777701257841418","1"
"Yes","2017","(Married) couple without C. ","Male","901","0.764564437836527","0.740559502170587","0.788569373502467","1"
"Yes","2017","(Married) couple without C. ","Female","918","0.736891594709938","0.712462354443024","0.761320834976852","1"
"Yes","2017","Single parent ","Female","462","0.7105869119287","0.675507826450931","0.745665997406469","1"
"Yes","2017","Couple + C. LE 16 ","Female","942","0.789224467831621","0.766309820921627","0.812139114741615","1"
"Yes","2017","Single parent ","Male","120","0.677018615002378","0.606308344045986","0.74772888595877","1"
"Yes","2017","Couple + C. LE 16 ","Male","1350","0.793550041842171","0.774315117019979","0.812784966664363","1"
"Yes","2017","Couple + C. GT 16 ","Female","446","0.751332164797176","0.716861042813778","0.785803286780574","1"
"Yes","2017","Couple + C. LE and GT 16","Male","382","0.781282717409447","0.744793017575907","0.817772417242987","1"
"Yes","2017","Couple + C. GT 16 ","Male","492","0.76972146380535","0.737355768500003","0.802087159110697","1"
"Yes","2017","Couple + C. LE and GT 16","Female","296","0.734625580394689","0.691834919996266","0.777416240793113","1"
"No","2018","1-pers.-HH","Male","212","0.256732266524503","0.226115622705611","0.287348910343394","2"
"No","2018","1-pers.-HH","Female","182","0.271688176459389","0.237252142621102","0.306124210297675","2"
"No","2018","(Married) couple without C. ","Male","325","0.241151019905113","0.217017721391698","0.265284318418528","2"
"No","2018","(Married) couple without C. ","Female","350","0.26625816720356","0.242221922060721","0.290294412346398","2"
"No","2018","Single parent ","Male","50","0.219990806127256","0.15997375229897","0.280007859955543","2"
"No","2018","Single parent ","Female","186","0.244093588323164","0.21171283534942","0.276474341296907","2"
"No","2018","Couple + C. LE 16 ","Male","405","0.22217628031678","0.202688300820227","0.241664259813333","2"
"No","2018","Couple + C. LE 16 ","Female","338","0.257267346463405","0.232897799925267","0.281636893001543","2"
"No","2018","Couple + C. GT 16 ","Male","166","0.212893235122447","0.181757307817445","0.244029162427449","2"
"No","2018","Couple + C. GT 16 ","Female","189","0.259858310673706","0.225365544062883","0.294351077284528","2"
"No","2018","Couple + C. LE and GT 16","Male","137","0.255353114810346","0.217618912205542","0.293087317415149","2"
"No","2018","Couple + C. LE and GT 16","Female","113","0.344059650489596","0.298463402304371","0.389655898674821","2"
"Yes","2018","1-pers.-HH","Male","570","0.743267733475497","0.712651089656606","0.773884377294389","1"
"Yes","2018","1-pers.-HH","Female","459","0.728311823540611","0.693875789702325","0.762747857378898","1"
"Yes","2018","(Married) couple without C. ","Male","882","0.758848980094887","0.734715681581472","0.782982278608302","1"
"Yes","2018","Single parent ","Female","490","0.755906411676836","0.723525658703093","0.788287164650579","1"
"Yes","2018","(Married) couple without C. ","Female","949","0.73374183279644","0.709705587653602","0.757778077939279","1"
"Yes","2018","Couple + C. LE 16 ","Male","1343","0.77782371968322","0.758335740186667","0.797311699179773","1"
"Yes","2018","Single parent ","Male","133","0.780009193872744","0.719992140044457","0.84002624770103","1"
"Yes","2018","Couple + C. LE 16 ","Female","898","0.742732653536595","0.718363106998457","0.767102200074733","1"
"Yes","2018","Couple + C. GT 16 ","Male","498","0.787106764877553","0.755970837572551","0.818242692182555","1"
"Yes","2018","Couple + C. GT 16 ","Female","432","0.740141689326294","0.705648922715472","0.774634455937117","1"
"Yes","2018","Couple + C. LE and GT 16","Female","304","0.655940349510404","0.610344101325179","0.70153659769563","1"
"Yes","2018","Couple + C. LE and GT 16","Male","376","0.744646885189654","0.706912682584851","0.782381087794457","1"
"No","2019","1-pers.-HH","Male","207","0.277416148411824","0.245330761051266","0.309501535772383","2"
"No","2019","1-pers.-HH","Female","161","0.253606925062276","0.219470333884878","0.287743516239674","2"
"No","2019","(Married) couple without C. ","Male","229","0.198116083059669","0.174988998577441","0.221243167541897","2"
"No","2019","(Married) couple without C. ","Female","297","0.218900142606561","0.195894281061222","0.241906004151901","2"
"No","2019","Single parent ","Male","46","0.2029627361684","0.14484794958911","0.26107752274769","2"
"No","2019","Single parent ","Female","149","0.227617098182895","0.193581563273431","0.261652633092359","2"
"No","2019","Couple + C. LE 16 ","Male","334","0.215025776022369","0.19408769076123","0.235963861283508","2"
"No","2019","Couple + C. LE 16 ","Female","257","0.221943191860331","0.197171149646586","0.246715234074075","2"
"No","2019","Couple + C. GT 16 ","Male","154","0.274602597270025","0.238528144947484","0.310677049592566","2"
"No","2019","Couple + C. GT 16 ","Female","148","0.246208433814691","0.210040230142798","0.282376637486584","2"
"No","2019","Couple + C. LE and GT 16","Male","104","0.216486710053061","0.178809342469478","0.254164077636643","2"
"No","2019","Couple + C. LE and GT 16","Female","93","0.22718471818611","0.185705318199273","0.268664118172947","2"
"Yes","2019","1-pers.-HH","Male","541","0.722583851588176","0.690498464227617","0.754669238948734","1"
"Yes","2019","1-pers.-HH","Female","463","0.746393074937724","0.712256483760326","0.780529666115122","1"
"Yes","2019","(Married) couple without C. ","Male","912","0.801883916940331","0.778756832458103","0.825011001422559","1"
"Yes","2019","Single parent ","Female","434","0.772382901817105","0.73834736690764","0.806418436726569","1"
"Yes","2019","(Married) couple without C. ","Female","944","0.781099857393439","0.7580939958481","0.804105718938778","1"
"Yes","2019","Couple + C. LE 16 ","Male","1145","0.784974223977631","0.764036138716492","0.80591230923877","1"
"Yes","2019","Single parent ","Male","138","0.7970372638316","0.73892247725231","0.85515205041089","1"
"Yes","2019","Couple + C. GT 16 ","Male","434","0.725397402729975","0.689322950407434","0.761471855052516","1"
"Yes","2019","Couple + C. LE 16 ","Female","824","0.778056808139669","0.753284765925925","0.802828850353414","1"
"Yes","2019","Couple + C. GT 16 ","Female","397","0.753791566185309","0.717623362513416","0.789959769857202","1"
"Yes","2019","Couple + C. LE and GT 16","Male","355","0.783513289946939","0.745835922363357","0.821190657530522","1"
"Yes","2019","Couple + C. LE and GT 16","Female","299","0.77281528181389","0.731335881827053","0.814294681800727","1"
