"plb0196_h","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1987","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","1987","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","1987","66 and older","(0) in school","","","",""
"Yes","1987","66 and older","(1a) inadequately completed","","","",""
"Yes","1987","66 and older","(1b) general elementary school","","","",""
"Yes","1987","66 and older","(1c) basic vocational qualification","","","",""
"Yes","1987","66 and older","(2b) intermediate general qualification","","","",""
"Yes","1987","66 and older","(2a) intermediate vocational","","","",""
"Yes","1987","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","1987","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","1987","66 and older","(3a) lower tertiary education","","","",""
"Yes","1987","66 and older","(3b) higher tertiary education","","","",""
"No","1987","16-34 y.","(0) in school","","","",""
"No","1987","16-34 y.","(1a) inadequately completed","","","",""
"No","1987","16-34 y.","(1b) general elementary school","","","",""
"No","1987","16-34 y.","(1c) basic vocational qualification","","","",""
"No","1987","16-34 y.","(2b) intermediate general qualification","","","",""
"No","1987","16-34 y.","(2a) intermediate vocational","","","",""
"No","1987","16-34 y.","(2c_gen) general maturity certificate","","","",""
"No","1987","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"No","1987","16-34 y.","(3a) lower tertiary education","","","",""
"No","1987","16-34 y.","(3b) higher tertiary education","","","",""
"No","1987","35-65 y.","(0) in school","","","",""
"No","1987","35-65 y.","(1a) inadequately completed","","","",""
"No","1987","35-65 y.","(1b) general elementary school","","","",""
"No","1987","35-65 y.","(1c) basic vocational qualification","","","",""
"No","1987","35-65 y.","(2b) intermediate general qualification","","","",""
"No","1987","35-65 y.","(2a) intermediate vocational","","","",""
"No","1987","35-65 y.","(2c_gen) general maturity certificate","","","",""
"No","1987","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"No","1987","35-65 y.","(3a) lower tertiary education","","","",""
"No","1987","35-65 y.","(3b) higher tertiary education","","","",""
"No","1987","66 and older","(0) in school","","","",""
"No","1987","66 and older","(1a) inadequately completed","","","",""
"No","1987","66 and older","(1b) general elementary school","","","",""
"No","1987","66 and older","(1c) basic vocational qualification","","","",""
"No","1987","66 and older","(2b) intermediate general qualification","","","",""
"No","1987","66 and older","(2a) intermediate vocational","","","",""
"No","1987","66 and older","(2c_gen) general maturity certificate","","","",""
"No","1987","66 and older","(2c_voc) vocational maturity certificate","","","",""
"No","1987","66 and older","(3a) lower tertiary education","","","",""
"No","1987","66 and older","(3b) higher tertiary education","","","",""
"Yes","1988","16-34 y.","(0) in school","","","",""
"Yes","1988","16-34 y.","(1a) inadequately completed","","","",""
"Yes","1988","16-34 y.","(1b) general elementary school","","","",""
"Yes","1988","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","1988","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","1988","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","1988","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","1988","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","1988","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","1988","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","1988","35-65 y.","(0) in school","","","",""
"Yes","1988","35-65 y.","(1a) inadequately completed","","","",""
"Yes","1988","35-65 y.","(1b) general elementary school","","","",""
"Yes","1988","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","1988","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","1988","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","1988","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","1988","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","1988","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","1988","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","1988","66 and older","(0) in school","","","",""
"Yes","1988","66 and older","(1a) inadequately completed","","","",""
"Yes","1988","66 and older","(1b) general elementary school","","","",""
"Yes","1988","66 and older","(1c) basic vocational qualification","","","",""
"Yes","1988","66 and older","(2b) intermediate general qualification","","","",""
"Yes","1988","66 and older","(2a) intermediate vocational","","","",""
"Yes","1988","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","1988","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","1988","66 and older","(3a) lower tertiary education","","","",""
"Yes","1988","66 and older","(3b) higher tertiary education","","","",""
"No","1988","16-34 y.","(0) in school","5","","",""
"No","1988","16-34 y.","(1a) inadequately completed","72","1","1","1"
"No","1988","16-34 y.","(1b) general elementary school","365","1","1","1"
"No","1988","16-34 y.","(1c) basic vocational qualification","486","1","1","1"
"No","1988","16-34 y.","(2b) intermediate general qualification","148","1","1","1"
"No","1988","16-34 y.","(2a) intermediate vocational","283","1","1","1"
"No","1988","16-34 y.","(2c_gen) general maturity certificate","88","1","1","1"
"No","1988","16-34 y.","(2c_voc) vocational maturity certificate","83","1","1","1"
"No","1988","16-34 y.","(3a) lower tertiary education","31","1","1","1"
"No","1988","16-34 y.","(3b) higher tertiary education","46","1","1","1"
"No","1988","35-65 y.","(0) in school","","","",""
"No","1988","35-65 y.","(1a) inadequately completed","253","1","1","1"
"No","1988","35-65 y.","(1b) general elementary school","514","1","1","1"
"No","1988","35-65 y.","(1c) basic vocational qualification","951","1","1","1"
"No","1988","35-65 y.","(2b) intermediate general qualification","29","","",""
"No","1988","35-65 y.","(2a) intermediate vocational","254","1","1","1"
"No","1988","35-65 y.","(2c_gen) general maturity certificate","19","","",""
"No","1988","35-65 y.","(2c_voc) vocational maturity certificate","61","1","1","1"
"No","1988","35-65 y.","(3a) lower tertiary education","58","1","1","1"
"No","1988","35-65 y.","(3b) higher tertiary education","165","1","1","1"
"No","1988","66 and older","(0) in school","","","",""
"No","1988","66 and older","(1a) inadequately completed","","","",""
"No","1988","66 and older","(1b) general elementary school","8","","",""
"No","1988","66 and older","(1c) basic vocational qualification","5","","",""
"No","1988","66 and older","(2b) intermediate general qualification","","","",""
"No","1988","66 and older","(2a) intermediate vocational","5","","",""
"No","1988","66 and older","(2c_gen) general maturity certificate","","","",""
"No","1988","66 and older","(2c_voc) vocational maturity certificate","3","","",""
"No","1988","66 and older","(3a) lower tertiary education","4","","",""
"No","1988","66 and older","(3b) higher tertiary education","6","","",""
"Yes","1989","16-34 y.","(0) in school","","","",""
"Yes","1989","16-34 y.","(1a) inadequately completed","","","",""
"Yes","1989","16-34 y.","(1b) general elementary school","","","",""
"Yes","1989","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","1989","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","1989","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","1989","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","1989","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","1989","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","1989","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","1989","35-65 y.","(0) in school","","","",""
"Yes","1989","35-65 y.","(1a) inadequately completed","","","",""
"Yes","1989","35-65 y.","(1b) general elementary school","","","",""
"Yes","1989","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","1989","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","1989","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","1989","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","1989","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","1989","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","1989","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","1989","66 and older","(0) in school","","","",""
"Yes","1989","66 and older","(1a) inadequately completed","","","",""
"Yes","1989","66 and older","(1b) general elementary school","","","",""
"Yes","1989","66 and older","(1c) basic vocational qualification","","","",""
"Yes","1989","66 and older","(2b) intermediate general qualification","","","",""
"Yes","1989","66 and older","(2a) intermediate vocational","","","",""
"Yes","1989","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","1989","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","1989","66 and older","(3a) lower tertiary education","","","",""
"Yes","1989","66 and older","(3b) higher tertiary education","","","",""
"No","1989","16-34 y.","(0) in school","10","","",""
"No","1989","16-34 y.","(1a) inadequately completed","69","1","1","1"
"No","1989","16-34 y.","(1b) general elementary school","366","1","1","1"
"No","1989","16-34 y.","(1c) basic vocational qualification","473","1","1","1"
"No","1989","16-34 y.","(2b) intermediate general qualification","139","1","1","1"
"No","1989","16-34 y.","(2a) intermediate vocational","268","1","1","1"
"No","1989","16-34 y.","(2c_gen) general maturity certificate","96","1","1","1"
"No","1989","16-34 y.","(2c_voc) vocational maturity certificate","78","1","1","1"
"No","1989","16-34 y.","(3a) lower tertiary education","29","","",""
"No","1989","16-34 y.","(3b) higher tertiary education","47","1","1","1"
"No","1989","35-65 y.","(0) in school","","","",""
"No","1989","35-65 y.","(1a) inadequately completed","230","1","1","1"
"No","1989","35-65 y.","(1b) general elementary school","490","1","1","1"
"No","1989","35-65 y.","(1c) basic vocational qualification","889","1","1","1"
"No","1989","35-65 y.","(2b) intermediate general qualification","22","","",""
"No","1989","35-65 y.","(2a) intermediate vocational","242","1","1","1"
"No","1989","35-65 y.","(2c_gen) general maturity certificate","19","","",""
"No","1989","35-65 y.","(2c_voc) vocational maturity certificate","66","1","1","1"
"No","1989","35-65 y.","(3a) lower tertiary education","54","1","1","1"
"No","1989","35-65 y.","(3b) higher tertiary education","156","1","1","1"
"No","1989","66 and older","(0) in school","","","",""
"No","1989","66 and older","(1a) inadequately completed","","","",""
"No","1989","66 and older","(1b) general elementary school","9","","",""
"No","1989","66 and older","(1c) basic vocational qualification","5","","",""
"No","1989","66 and older","(2b) intermediate general qualification","","","",""
"No","1989","66 and older","(2a) intermediate vocational","2","","",""
"No","1989","66 and older","(2c_gen) general maturity certificate","","","",""
"No","1989","66 and older","(2c_voc) vocational maturity certificate","6","","",""
"No","1989","66 and older","(3a) lower tertiary education","5","","",""
"No","1989","66 and older","(3b) higher tertiary education","5","","",""
"Yes","1990","16-34 y.","(0) in school","","","",""
"Yes","1990","16-34 y.","(1a) inadequately completed","","","",""
"Yes","1990","16-34 y.","(1b) general elementary school","","","",""
"Yes","1990","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","1990","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","1990","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","1990","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","1990","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","1990","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","1990","35-65 y.","(0) in school","","","",""
"Yes","1990","35-65 y.","(1a) inadequately completed","","","",""
"Yes","1990","35-65 y.","(1b) general elementary school","","","",""
"Yes","1990","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","1990","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","1990","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","1990","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","1990","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","1990","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","1990","66 and older","(0) in school","","","",""
"Yes","1990","66 and older","(1a) inadequately completed","","","",""
"Yes","1990","66 and older","(1b) general elementary school","","","",""
"Yes","1990","66 and older","(1c) basic vocational qualification","","","",""
"Yes","1990","66 and older","(2b) intermediate general qualification","","","",""
"Yes","1990","66 and older","(2a) intermediate vocational","","","",""
"Yes","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","1990","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","66 and older","(3a) lower tertiary education","","","",""
"Yes","1990","66 and older","(3b) higher tertiary education","","","",""
"No","1990","16-34 y.","(0) in school","6","","",""
"No","1990","16-34 y.","(1a) inadequately completed","60","1","1","1"
"No","1990","16-34 y.","(1b) general elementary school","332","1","1","1"
"No","1990","16-34 y.","(1c) basic vocational qualification","465","1","1","1"
"No","1990","16-34 y.","(2b) intermediate general qualification","133","1","1","1"
"No","1990","16-34 y.","(2a) intermediate vocational","270","1","1","1"
"No","1990","16-34 y.","(2c_gen) general maturity certificate","95","1","1","1"
"No","1990","16-34 y.","(2c_voc) vocational maturity certificate","73","1","1","1"
"No","1990","16-34 y.","(3a) lower tertiary education","30","1","1","1"
"No","1990","16-34 y.","(3b) higher tertiary education","37","1","1","1"
"No","1990","35-65 y.","(0) in school","","","",""
"No","1990","35-65 y.","(1a) inadequately completed","235","1","1","1"
"No","1990","35-65 y.","(1b) general elementary school","478","1","1","1"
"No","1990","35-65 y.","(1c) basic vocational qualification","842","1","1","1"
"No","1990","35-65 y.","(2b) intermediate general qualification","25","","",""
"No","1990","35-65 y.","(2a) intermediate vocational","232","1","1","1"
"No","1990","35-65 y.","(2c_gen) general maturity certificate","20","","",""
"No","1990","35-65 y.","(2c_voc) vocational maturity certificate","68","1","1","1"
"No","1990","35-65 y.","(3a) lower tertiary education","57","1","1","1"
"No","1990","35-65 y.","(3b) higher tertiary education","134","1","1","1"
"No","1990","66 and older","(0) in school","","","",""
"No","1990","66 and older","(1a) inadequately completed","","","",""
"No","1990","66 and older","(1b) general elementary school","4","","",""
"No","1990","66 and older","(1c) basic vocational qualification","5","","",""
"No","1990","66 and older","(2b) intermediate general qualification","","","",""
"No","1990","66 and older","(2a) intermediate vocational","3","","",""
"No","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"No","1990","66 and older","(2c_voc) vocational maturity certificate","6","","",""
"No","1990","66 and older","(3a) lower tertiary education","5","","",""
"No","1990","66 and older","(3b) higher tertiary education","4","","",""
"Yes","1991","16-34 y.","(0) in school","","","",""
"Yes","1991","16-34 y.","(1a) inadequately completed","","","",""
"Yes","1991","16-34 y.","(1b) general elementary school","","","",""
"Yes","1991","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","1991","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","1991","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","1991","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","1991","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","1991","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","1991","35-65 y.","(0) in school","","","",""
"Yes","1991","35-65 y.","(1a) inadequately completed","","","",""
"Yes","1991","35-65 y.","(1b) general elementary school","","","",""
"Yes","1991","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","1991","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","1991","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","1991","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","1991","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","1991","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","1991","66 and older","(0) in school","","","",""
"Yes","1991","66 and older","(1a) inadequately completed","","","",""
"Yes","1991","66 and older","(1b) general elementary school","","","",""
"Yes","1991","66 and older","(1c) basic vocational qualification","","","",""
"Yes","1991","66 and older","(2b) intermediate general qualification","","","",""
"Yes","1991","66 and older","(2a) intermediate vocational","","","",""
"Yes","1991","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","1991","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","66 and older","(3a) lower tertiary education","","","",""
"Yes","1991","66 and older","(3b) higher tertiary education","","","",""
"No","1991","16-34 y.","(0) in school","7","","",""
"No","1991","16-34 y.","(1a) inadequately completed","78","1","1","1"
"No","1991","16-34 y.","(1b) general elementary school","336","1","1","1"
"No","1991","16-34 y.","(1c) basic vocational qualification","531","1","1","1"
"No","1991","16-34 y.","(2b) intermediate general qualification","208","1","1","1"
"No","1991","16-34 y.","(2a) intermediate vocational","703","1","1","1"
"No","1991","16-34 y.","(2c_gen) general maturity certificate","89","1","1","1"
"No","1991","16-34 y.","(2c_voc) vocational maturity certificate","112","1","1","1"
"No","1991","16-34 y.","(3a) lower tertiary education","125","1","1","1"
"No","1991","16-34 y.","(3b) higher tertiary education","80","1","1","1"
"No","1991","35-65 y.","(0) in school","","","",""
"No","1991","35-65 y.","(1a) inadequately completed","233","1","1","1"
"No","1991","35-65 y.","(1b) general elementary school","538","1","1","1"
"No","1991","35-65 y.","(1c) basic vocational qualification","1295","1","1","1"
"No","1991","35-65 y.","(2b) intermediate general qualification","19","","",""
"No","1991","35-65 y.","(2a) intermediate vocational","534","1","1","1"
"No","1991","35-65 y.","(2c_gen) general maturity certificate","23","","",""
"No","1991","35-65 y.","(2c_voc) vocational maturity certificate","93","1","1","1"
"No","1991","35-65 y.","(3a) lower tertiary education","266","1","1","1"
"No","1991","35-65 y.","(3b) higher tertiary education","249","1","1","1"
"No","1991","66 and older","(0) in school","","","",""
"No","1991","66 and older","(1a) inadequately completed","","","",""
"No","1991","66 and older","(1b) general elementary school","3","","",""
"No","1991","66 and older","(1c) basic vocational qualification","14","","",""
"No","1991","66 and older","(2b) intermediate general qualification","","","",""
"No","1991","66 and older","(2a) intermediate vocational","3","","",""
"No","1991","66 and older","(2c_gen) general maturity certificate","","","",""
"No","1991","66 and older","(2c_voc) vocational maturity certificate","7","","",""
"No","1991","66 and older","(3a) lower tertiary education","6","","",""
"No","1991","66 and older","(3b) higher tertiary education","3","","",""
"Yes","1992","16-34 y.","(0) in school","","","",""
"Yes","1992","16-34 y.","(1a) inadequately completed","","","",""
"Yes","1992","16-34 y.","(1b) general elementary school","","","",""
"Yes","1992","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","1992","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","1992","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","1992","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","1992","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","1992","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","1992","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","1992","35-65 y.","(0) in school","","","",""
"Yes","1992","35-65 y.","(1a) inadequately completed","","","",""
"Yes","1992","35-65 y.","(1b) general elementary school","","","",""
"Yes","1992","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","1992","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","1992","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","1992","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","1992","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","1992","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","1992","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","1992","66 and older","(0) in school","","","",""
"Yes","1992","66 and older","(1a) inadequately completed","","","",""
"Yes","1992","66 and older","(1b) general elementary school","","","",""
"Yes","1992","66 and older","(1c) basic vocational qualification","","","",""
"Yes","1992","66 and older","(2b) intermediate general qualification","","","",""
"Yes","1992","66 and older","(2a) intermediate vocational","","","",""
"Yes","1992","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","1992","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","1992","66 and older","(3a) lower tertiary education","","","",""
"Yes","1992","66 and older","(3b) higher tertiary education","","","",""
"No","1992","16-34 y.","(0) in school","10","","",""
"No","1992","16-34 y.","(1a) inadequately completed","59","1","1","1"
"No","1992","16-34 y.","(1b) general elementary school","336","1","1","1"
"No","1992","16-34 y.","(1c) basic vocational qualification","452","1","1","1"
"No","1992","16-34 y.","(2b) intermediate general qualification","191","1","1","1"
"No","1992","16-34 y.","(2a) intermediate vocational","543","1","1","1"
"No","1992","16-34 y.","(2c_gen) general maturity certificate","95","1","1","1"
"No","1992","16-34 y.","(2c_voc) vocational maturity certificate","103","1","1","1"
"No","1992","16-34 y.","(3a) lower tertiary education","100","1","1","1"
"No","1992","16-34 y.","(3b) higher tertiary education","67","1","1","1"
"No","1992","35-65 y.","(0) in school","","","",""
"No","1992","35-65 y.","(1a) inadequately completed","216","1","1","1"
"No","1992","35-65 y.","(1b) general elementary school","495","1","1","1"
"No","1992","35-65 y.","(1c) basic vocational qualification","1196","1","1","1"
"No","1992","35-65 y.","(2b) intermediate general qualification","25","","",""
"No","1992","35-65 y.","(2a) intermediate vocational","473","1","1","1"
"No","1992","35-65 y.","(2c_gen) general maturity certificate","23","","",""
"No","1992","35-65 y.","(2c_voc) vocational maturity certificate","89","1","1","1"
"No","1992","35-65 y.","(3a) lower tertiary education","229","1","1","1"
"No","1992","35-65 y.","(3b) higher tertiary education","210","1","1","1"
"No","1992","66 and older","(0) in school","","","",""
"No","1992","66 and older","(1a) inadequately completed","","","",""
"No","1992","66 and older","(1b) general elementary school","","","",""
"No","1992","66 and older","(1c) basic vocational qualification","9","","",""
"No","1992","66 and older","(2b) intermediate general qualification","","","",""
"No","1992","66 and older","(2a) intermediate vocational","3","","",""
"No","1992","66 and older","(2c_gen) general maturity certificate","","","",""
"No","1992","66 and older","(2c_voc) vocational maturity certificate","4","","",""
"No","1992","66 and older","(3a) lower tertiary education","4","","",""
"No","1992","66 and older","(3b) higher tertiary education","3","","",""
"Yes","1993","16-34 y.","(0) in school","","","",""
"Yes","1993","16-34 y.","(1a) inadequately completed","","","",""
"Yes","1993","16-34 y.","(1b) general elementary school","","","",""
"Yes","1993","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","1993","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","1993","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","1993","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","1993","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","1993","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","1993","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","1993","35-65 y.","(0) in school","","","",""
"Yes","1993","35-65 y.","(1a) inadequately completed","","","",""
"Yes","1993","35-65 y.","(1b) general elementary school","","","",""
"Yes","1993","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","1993","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","1993","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","1993","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","1993","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","1993","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","1993","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","1993","66 and older","(0) in school","","","",""
"Yes","1993","66 and older","(1a) inadequately completed","","","",""
