"plb0196_h","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2008","35-65 y.","higher vocational","109","0.199408879977608","0.164697903497844","0.234119856457373","2"
"No","2008","35-65 y.","higher education","340","0.227568116973894","0.20654620478717","0.248590029160619","2"
"Yes","2008","35-65 y.","in school","","","","","1"
"Yes","2008","35-65 y.","inadequately","5","","","","1"
"Yes","2008","35-65 y.","general elemantary","82","0.563047410048353","0.482313919203159","0.643780900893547","1"
"Yes","2008","35-65 y.","middle vocational","1706","0.688899751659442","0.67065389638076","0.707145606938124","1"
"Yes","2008","35-65 y.","vocational + Abi","240","0.733176687545667","0.68486676239692","0.781486612694414","1"
"Yes","2008","35-65 y.","higher vocational","400","0.800591120022392","0.765880143542627","0.835302096502156","1"
"Yes","2008","35-65 y.","higher education","1188","0.772431883026106","0.751409970839381","0.79345379521283","1"
"Yes","2008","16-34 y.","general elemantary","145","0.687404693180171","0.623793948404995","0.751015437955347","1"
"Yes","2008","16-34 y.","middle vocational","649","0.706525020170802","0.677036724803737","0.736013315537868","1"
"Yes","2008","16-34 y.","vocational + Abi","159","0.765365318198718","0.708720608732246","0.82201002766519","1"
"Yes","2008","16-34 y.","higher vocational","68","0.757652369525862","0.666557690491593","0.848747048560132","1"
"Yes","2008","16-34 y.","higher education","264","0.800942233685966","0.757730535937891","0.84415393143404","1"
"Yes","2008","16-34 y.","in school","4","","","","1"
"Yes","2008","16-34 y.","inadequately","6","","","","1"
"Yes","2008","66 and older","in school","","","","","1"
"Yes","2008","66 and older","inadequately","","","","","1"
"Yes","2008","66 and older","middle vocational","5","","","","1"
"Yes","2008","66 and older","vocational + Abi","","","","","1"
"Yes","2008","66 and older","higher vocational","3","","","","1"
"Yes","2008","66 and older","general elemantary","","","","","1"
"Yes","2008","66 and older","higher education","3","","","","1"
"No","2009","66 and older","in school","","","","","2"
"No","2009","66 and older","inadequately","","","","","2"
"No","2009","66 and older","general elemantary","1","","","","2"
"No","2009","66 and older","middle vocational","2","","","","2"
"No","2009","66 and older","vocational + Abi","","","","","2"
"No","2009","66 and older","higher vocational","1","","","","2"
"No","2009","66 and older","higher education","1","","","","2"
"No","2009","16-34 y.","in school","2","","","","2"
"No","2009","16-34 y.","inadequately","5","","","","2"
"No","2009","16-34 y.","general elemantary","64","0.331318728197931","0.258837898445793","0.403799557950068","2"
"No","2009","16-34 y.","middle vocational","265","0.331988887671563","0.299294549722766","0.364683225620361","2"
"No","2009","16-34 y.","vocational + Abi","44","0.234004375388548","0.173160516235582","0.294848234541513","2"
"No","2009","16-34 y.","higher vocational","17","","","","2"
"No","2009","16-34 y.","higher education","66","0.238427285112237","0.192312006799767","0.284542563424707","2"
"No","2009","35-65 y.","in school","","","","","2"
"No","2009","35-65 y.","inadequately","5","","","","2"
"No","2009","35-65 y.","general elemantary","44","0.424344651444422","0.32842918491998","0.520260117968864","2"
"No","2009","35-65 y.","middle vocational","709","0.329726284707023","0.309877801108471","0.349574768305575","2"
"No","2009","35-65 y.","vocational + Abi","78","0.285757846960601","0.233581500108225","0.337934193812977","2"
"No","2009","35-65 y.","higher vocational","127","0.246558580491059","0.207675389561376","0.285441771420741","2"
"No","2009","35-65 y.","higher education","315","0.218045522170855","0.196267643527721","0.239823400813988","2"
"Yes","2009","35-65 y.","in school","","","","","1"
"Yes","2009","35-65 y.","inadequately","6","","","","1"
"Yes","2009","35-65 y.","general elemantary","58","0.575655348555578","0.479739882031136","0.67157081508002","1"
"Yes","2009","35-65 y.","middle vocational","1446","0.670273715292977","0.650425231694425","0.690122198891529","1"
"Yes","2009","35-65 y.","vocational + Abi","210","0.714242153039399","0.662065806187023","0.766418499891775","1"
"Yes","2009","35-65 y.","higher vocational","345","0.753441419508941","0.714558228579259","0.792324610438624","1"
"Yes","2009","35-65 y.","higher education","1066","0.781954477829145","0.760176599186012","0.803732356472279","1"
"Yes","2009","16-34 y.","general elemantary","98","0.668681271802069","0.596200442049932","0.741162101554207","1"
"Yes","2009","16-34 y.","middle vocational","532","0.668011112328437","0.635316774379639","0.700705450277234","1"
"Yes","2009","16-34 y.","vocational + Abi","142","0.765995624611452","0.705151765458487","0.826839483764418","1"
"Yes","2009","16-34 y.","higher vocational","56","0.729271745061269","0.62734265512141","0.831200835001129","1"
"Yes","2009","16-34 y.","higher education","262","0.761572714887763","0.715457436575293","0.807687993200234","1"
"Yes","2009","16-34 y.","in school","3","","","","1"
"Yes","2009","16-34 y.","inadequately","7","","","","1"
"Yes","2009","66 and older","in school","","","","","1"
"Yes","2009","66 and older","inadequately","","","","","1"
"Yes","2009","66 and older","general elemantary","","","","","1"
"Yes","2009","66 and older","middle vocational","8","","","","1"
"Yes","2009","66 and older","vocational + Abi","","","","","1"
"Yes","2009","66 and older","higher vocational","1","","","","1"
"Yes","2009","66 and older","higher education","7","","","","1"
"No","2010","66 and older","in school","","","","","2"
"No","2010","66 and older","inadequately","","","","","2"
"No","2010","66 and older","general elemantary","","","","","2"
"No","2010","66 and older","middle vocational","7","","","","2"
"No","2010","66 and older","vocational + Abi","","","","","2"
"No","2010","66 and older","higher vocational","2","","","","2"
"No","2010","66 and older","higher education","1","","","","2"
"No","2010","16-34 y.","in school","2","","","","2"
"No","2010","16-34 y.","inadequately","7","","","","2"
"No","2010","16-34 y.","general elemantary","85","0.416181272325025","0.353425425275013","0.478937119375037","2"
"No","2010","16-34 y.","middle vocational","385","0.346042241476486","0.318702296247702","0.373382186705271","2"
"No","2010","16-34 y.","vocational + Abi","83","0.303765186471363","0.248603272368462","0.358927100574265","2"
"No","2010","16-34 y.","higher vocational","28","","","","2"
"No","2010","16-34 y.","higher education","99","0.235874007994766","0.197492530251369","0.274255485738164","2"
"No","2010","35-65 y.","in school","","","","","2"
"No","2010","35-65 y.","inadequately","6","","","","2"
"No","2010","35-65 y.","general elemantary","79","0.453922279876333","0.384921965104997","0.52292259464767","2"
"No","2010","35-65 y.","middle vocational","1041","0.360990299478752","0.343473652079322","0.378506946878182","2"
"No","2010","35-65 y.","vocational + Abi","130","0.304488136139048","0.262883989238061","0.346092283040035","2"
"No","2010","35-65 y.","higher vocational","145","0.264813159005444","0.22862231757507","0.301004000435818","2"
"No","2010","35-65 y.","higher education","460","0.239435424533622","0.21998442673817","0.258886422329074","2"
"Yes","2010","35-65 y.","in school","","","","","1"
"Yes","2010","35-65 y.","inadequately","18","","","","1"
"Yes","2010","35-65 y.","general elemantary","121","0.546077720123667","0.47707740535233","0.615078034895003","1"
"Yes","2010","35-65 y.","middle vocational","1847","0.639009700521248","0.621493053121818","0.656526347920678","1"
"Yes","2010","35-65 y.","vocational + Abi","340","0.695511863860952","0.653907716959965","0.737116010761939","1"
"Yes","2010","35-65 y.","higher vocational","426","0.735186840994556","0.698995999564182","0.77137768242493","1"
"Yes","2010","35-65 y.","higher education","1389","0.760564575466378","0.741113577670926","0.78001557326183","1"
"Yes","2010","16-34 y.","general elemantary","152","0.583818727674975","0.521062880624963","0.646574574724987","1"
"Yes","2010","16-34 y.","middle vocational","778","0.653957758523514","0.626617813294729","0.681297703752298","1"
"Yes","2010","16-34 y.","in school","5","","","","1"
"Yes","2010","16-34 y.","inadequately","10","","","","1"
"Yes","2010","16-34 y.","vocational + Abi","184","0.696234813528637","0.641072899425735","0.751396727631538","1"
"Yes","2010","16-34 y.","higher vocational","82","0.718813986447371","0.634798979967141","0.802828992927601","1"
"Yes","2010","16-34 y.","higher education","371","0.764125992005234","0.725744514261836","0.802507469748631","1"
"Yes","2010","66 and older","in school","","","","","1"
"Yes","2010","66 and older","inadequately","","","","","1"
"Yes","2010","66 and older","general elemantary","","","","","1"
"Yes","2010","66 and older","higher vocational","2","","","","1"
"Yes","2010","66 and older","higher education","7","","","","1"
"Yes","2010","66 and older","middle vocational","9","","","","1"
"Yes","2010","66 and older","vocational + Abi","","","","","1"
"No","2011","16-34 y.","in school","2","","","","2"
"No","2011","16-34 y.","inadequately","11","","","","2"
"No","2011","16-34 y.","general elemantary","96","0.302657927183822","0.249414741166047","0.355901113201596","2"
"No","2011","16-34 y.","middle vocational","332","0.274805466738096","0.249620904821639","0.299990028654554","2"
"No","2011","16-34 y.","vocational + Abi","66","0.196807698697006","0.151514494467289","0.242100902926724","2"
"No","2011","16-34 y.","higher vocational","18","","","","2"
"No","2011","16-34 y.","higher education","95","0.195556691666569","0.161167520925452","0.229945862407685","2"
"No","2011","35-65 y.","in school","","","","","2"
"No","2011","35-65 y.","inadequately","7","","","","2"
"No","2011","35-65 y.","general elemantary","99","0.38319161703948","0.327237476976696","0.439145757102264","2"
"No","2011","35-65 y.","middle vocational","1075","0.293666796408987","0.27882022491102","0.308513367906955","2"
"No","2011","35-65 y.","vocational + Abi","137","0.235131790931278","0.201227096387669","0.269036485474887","2"
"No","2011","35-65 y.","higher vocational","150","0.229103880220135","0.197926865221479","0.260280895218791","2"
"No","2011","35-65 y.","higher education","492","0.21522211054338","0.198263300891087","0.232180920195674","2"
"No","2011","66 and older","in school","","","","","2"
"No","2011","66 and older","inadequately","","","","","2"
"No","2011","66 and older","general elemantary","1","","","","2"
"No","2011","66 and older","middle vocational","5","","","","2"
"No","2011","66 and older","vocational + Abi","","","","","2"
"No","2011","66 and older","higher vocational","2","","","","2"
"No","2011","66 and older","higher education","4","","","","2"
"Yes","2011","35-65 y.","in school","","","","","1"
"Yes","2011","35-65 y.","inadequately","30","0.862351531920451","0.75133821223017","0.973364851610731","1"
"Yes","2011","35-65 y.","general elemantary","191","0.61680838296052","0.560854242897736","0.672762523023304","1"
"Yes","2011","35-65 y.","middle vocational","2540","0.706333203591013","0.691486632093045","0.72117977508898","1"
"Yes","2011","35-65 y.","vocational + Abi","464","0.764868209068722","0.730963514525113","0.798772903612331","1"
"Yes","2011","35-65 y.","higher vocational","548","0.770896119779865","0.739719104781209","0.802073134778521","1"
"Yes","2011","35-65 y.","higher education","1764","0.78477788945662","0.767819079804326","0.801736699108913","1"
"Yes","2011","16-34 y.","general elemantary","190","0.697342072816178","0.644098886798403","0.750585258833953","1"
"Yes","2011","16-34 y.","middle vocational","875","0.725194533261904","0.700009971345446","0.750379095178361","1"
"Yes","2011","16-34 y.","in school","8","","","","1"
"Yes","2011","16-34 y.","inadequately","11","","","","1"
"Yes","2011","16-34 y.","vocational + Abi","230","0.803192301302994","0.757899097073276","0.848485505532711","1"
"Yes","2011","16-34 y.","higher vocational","100","0.855841408341773","0.792465528682631","0.919217288000915","1"
"Yes","2011","16-34 y.","higher education","416","0.804443308333431","0.770054137592314","0.838832479074548","1"
"Yes","2011","66 and older","vocational + Abi","","","","","1"
"Yes","2011","66 and older","higher vocational","1","","","","1"
"Yes","2011","66 and older","general elemantary","2","","","","1"
"Yes","2011","66 and older","middle vocational","5","","","","1"
"Yes","2011","66 and older","higher education","6","","","","1"
"Yes","2011","66 and older","in school","","","","","1"
"Yes","2011","66 and older","inadequately","","","","","1"
"No","2012","16-34 y.","in school","4","","","","2"
"No","2012","16-34 y.","inadequately","9","","","","2"
"No","2012","16-34 y.","general elemantary","86","0.334596238579097","0.279328432085714","0.38986404507248","2"
"No","2012","16-34 y.","middle vocational","328","0.27800942973183","0.252216427294137","0.303802432169523","2"
"No","2012","16-34 y.","vocational + Abi","67","0.21531358963417","0.166908392533909","0.26371878673443","2"
"No","2012","16-34 y.","higher vocational","22","","","","2"
"No","2012","16-34 y.","higher education","109","0.219878421991203","0.183720349274661","0.256036494707746","2"
"No","2012","35-65 y.","in school","","","","","2"
"No","2012","35-65 y.","inadequately","22","","","","2"
"No","2012","35-65 y.","general elemantary","114","0.392451417244956","0.337918819093026","0.446984015396886","2"
"No","2012","35-65 y.","middle vocational","1253","0.335566168492326","0.320560933875678","0.350571403108974","2"
"No","2012","35-65 y.","vocational + Abi","168","0.256754700868251","0.223872677662776","0.289636724073726","2"
"No","2012","35-65 y.","higher vocational","161","0.22605996302345","0.195140217453748","0.256979708593152","2"
"No","2012","35-65 y.","higher education","532","0.218393630149803","0.201482988277005","0.235304272022601","2"
"No","2012","66 and older","in school","","","","","2"
"No","2012","66 and older","inadequately","","","","","2"
"No","2012","66 and older","general elemantary","3","","","","2"
"No","2012","66 and older","middle vocational","13","","","","2"
"No","2012","66 and older","vocational + Abi","1","","","","2"
"No","2012","66 and older","higher vocational","2","","","","2"
"No","2012","66 and older","higher education","5","","","","2"
"Yes","2012","35-65 y.","in school","","","","","1"
"Yes","2012","35-65 y.","inadequately","27","","","","1"
"Yes","2012","35-65 y.","general elemantary","194","0.607548582755044","0.553015984603114","0.662081180906975","1"
"Yes","2012","35-65 y.","middle vocational","2551","0.664433831507674","0.649428596891026","0.679439066124322","1"
"Yes","2012","35-65 y.","vocational + Abi","510","0.743245299131748","0.710363275926273","0.776127322337223","1"
"Yes","2012","35-65 y.","higher vocational","542","0.77394003697655","0.743020291406848","0.804859782546252","1"
"Yes","2012","35-65 y.","higher education","1761","0.781606369850197","0.764695727977399","0.798517011722995","1"
"Yes","2012","16-34 y.","general elemantary","194","0.665403761420903","0.61013595492752","0.720671567914286","1"
"Yes","2012","16-34 y.","middle vocational","831","0.72199057026817","0.696197567830477","0.747783572705863","1"
"Yes","2012","16-34 y.","in school","8","","","","1"
"Yes","2012","16-34 y.","inadequately","19","","","","1"
"Yes","2012","16-34 y.","higher vocational","93","0.75542176900439","0.67686152594543","0.833982012063351","1"
"Yes","2012","16-34 y.","higher education","395","0.780121578008797","0.743963505292254","0.816279650725339","1"
"Yes","2012","66 and older","higher education","4","","","","1"
"Yes","2012","16-34 y.","vocational + Abi","210","0.78468641036583","0.73628121326557","0.833091607466091","1"
"Yes","2012","66 and older","inadequately","","","","","1"
"Yes","2012","66 and older","general elemantary","2","","","","1"
"Yes","2012","66 and older","in school","","","","","1"
"Yes","2012","66 and older","vocational + Abi","","","","","1"
"Yes","2012","66 and older","higher vocational","2","","","","1"
"Yes","2012","66 and older","middle vocational","13","","","","1"
"No","2013","16-34 y.","in school","5","","","","2"
"No","2013","16-34 y.","inadequately","15","","","","2"
"No","2013","16-34 y.","general elemantary","118","0.265004017572424","0.221536062482298","0.308471972662551","2"
"No","2013","16-34 y.","middle vocational","361","0.282486137010977","0.258050536668785","0.306921737353169","2"
"No","2013","16-34 y.","vocational + Abi","77","0.299766561829839","0.248264535625301","0.351268588034376","2"
"No","2013","16-34 y.","higher vocational","26","","","","2"
"No","2013","16-34 y.","higher education","141","0.254067535850057","0.219406932286673","0.288728139413441","2"
"No","2013","35-65 y.","in school","","","","","2"
"No","2013","35-65 y.","inadequately","24","","","","2"
"No","2013","35-65 y.","general elemantary","144","0.330542061806472","0.285338106236051","0.375746017376893","2"
"No","2013","35-65 y.","middle vocational","1162","0.308728318528688","0.293993502596673","0.323463134460702","2"
"No","2013","35-65 y.","vocational + Abi","211","0.235538523451676","0.206280082071366","0.264796964831987","2"
"No","2013","35-65 y.","higher vocational","141","0.201479193144648","0.170738232366777","0.23222015392252","2"
"No","2013","35-65 y.","higher education","554","0.22252311306591","0.205798496109837","0.239247730021982","2"
"No","2013","66 and older","in school","","","","","2"
"No","2013","66 and older","inadequately","","","","","2"
"No","2013","66 and older","general elemantary","3","","","","2"
"No","2013","66 and older","middle vocational","6","","","","2"
"No","2013","66 and older","vocational + Abi","3","","","","2"
"No","2013","66 and older","higher vocational","1","","","","2"
"No","2013","66 and older","higher education","2","","","","2"
"Yes","2013","35-65 y.","in school","","","","","1"
"Yes","2013","35-65 y.","inadequately","39","0.662309958763041","0.545530196843695","0.779089720682387","1"
"Yes","2013","35-65 y.","general elemantary","272","0.669457938193528","0.624253982623106","0.714661893763949","1"
"Yes","2013","35-65 y.","middle vocational","2614","0.691271681471312","0.676536865539298","0.706006497403327","1"
"Yes","2013","35-65 y.","vocational + Abi","597","0.764461476548324","0.735203035168013","0.793719917928634","1"
"Yes","2013","35-65 y.","higher vocational","513","0.798520806855352","0.767779846077481","0.829261767633223","1"
"Yes","2013","35-65 y.","higher education","1822","0.77747688693409","0.760752269978018","0.794201503890163","1"
"Yes","2013","16-34 y.","general elemantary","278","0.734995982427576","0.691528027337449","0.778463937517702","1"
"Yes","2013","16-34 y.","middle vocational","943","0.717513862989023","0.693078262646831","0.741949463331215","1"
"Yes","2013","16-34 y.","in school","16","","","","1"
"Yes","2013","16-34 y.","inadequately","23","","","","1"
"Yes","2013","16-34 y.","vocational + Abi","227","0.700233438170161","0.648731411965624","0.751735464374699","1"
"Yes","2013","16-34 y.","higher education","465","0.745932464149943","0.711271860586559","0.780593067713327","1"
"Yes","2013","16-34 y.","higher vocational","79","0.697778633381813","0.609942166709253","0.785615100054372","1"
"Yes","2013","66 and older","higher education","5","","","","1"
"Yes","2013","66 and older","inadequately","","","","","1"
"Yes","2013","66 and older","general elemantary","2","","","","1"
"Yes","2013","66 and older","in school","","","","","1"
"Yes","2013","66 and older","middle vocational","8","","","","1"
"Yes","2013","66 and older","higher vocational","1","","","","1"
"Yes","2013","66 and older","vocational + Abi","","","","","1"
"No","2014","16-34 y.","in school","2","","","","2"
"No","2014","16-34 y.","inadequately","7","","","","2"
"No","2014","16-34 y.","general elemantary","102","0.344103048988032","0.293531028135764","0.394675069840299","2"
"No","2014","16-34 y.","middle vocational","310","0.259723946382135","0.233975066414332","0.285472826349939","2"
"No","2014","16-34 y.","vocational + Abi","64","0.222193180144118","0.171466145689312","0.272920214598925","2"
"No","2014","16-34 y.","higher vocational","18","","","","2"
"No","2014","16-34 y.","higher education","124","0.221829178869347","0.186979516369701","0.256678841368994","2"
"No","2014","35-65 y.","in school","","","","","2"
"No","2014","35-65 y.","inadequately","23","","","","2"
"No","2014","35-65 y.","general elemantary","123","0.326215550326052","0.27702879222858","0.375402308423525","2"
"No","2014","35-65 y.","middle vocational","1046","0.311202927374141","0.295717776940496","0.326688077807787","2"
"No","2014","35-65 y.","vocational + Abi","200","0.237053625304109","0.206976398647801","0.267130851960418","2"
"No","2014","35-65 y.","higher vocational","149","0.236453700169477","0.202426561925707","0.270480838413246","2"
"No","2014","35-65 y.","higher education","550","0.218713494413769","0.201506374082559","0.235920614744979","2"
"No","2014","66 and older","in school","","","","","2"
"No","2014","66 and older","inadequately","","","","","2"
"No","2014","66 and older","general elemantary","6","","","","2"
"No","2014","66 and older","middle vocational","9","","","","2"
"No","2014","66 and older","vocational + Abi","","","","","2"
"No","2014","66 and older","higher vocational","2","","","","2"
"No","2014","66 and older","higher education","7","","","","2"
"Yes","2014","35-65 y.","in school","","","","","1"
"Yes","2014","35-65 y.","inadequately","26","","","","1"
"Yes","2014","35-65 y.","general elemantary","226","0.673784449673948","0.624597691576475","0.72297120777142","1"
"Yes","2014","35-65 y.","middle vocational","2388","0.688797072625859","0.673311922192213","0.704282223059504","1"
"Yes","2014","35-65 y.","vocational + Abi","568","0.762946374695891","0.732869148039582","0.793023601352199","1"
"Yes","2014","35-65 y.","higher vocational","450","0.763546299830524","0.729519161586755","0.797573438074293","1"
"Yes","2014","35-65 y.","higher education","1667","0.78128650558623","0.76407938525502","0.798493625917441","1"
"Yes","2014","16-34 y.","middle vocational","804","0.740276053617865","0.714527173650061","0.766024933585668","1"
"Yes","2014","16-34 y.","general elemantary","237","0.655896951011968","0.605324930159701","0.706468971864236","1"
"Yes","2014","66 and older","higher education","3","","","","1"
"Yes","2014","16-34 y.","inadequately","12","","","","1"
"Yes","2014","16-34 y.","in school","11","","","","1"
"Yes","2014","16-34 y.","vocational + Abi","194","0.777806819855882","0.727079785401075","0.828533854310688","1"
"Yes","2014","16-34 y.","higher vocational","73","0.713237753175227","0.620318535697026","0.806156970653429","1"
"Yes","2014","66 and older","general elemantary","2","","","","1"
"Yes","2014","66 and older","middle vocational","12","","","","1"
"Yes","2014","66 and older","vocational + Abi","","","","","1"
"Yes","2014","16-34 y.","higher education","422","0.778170821130653","0.743321158631006","0.813020483630299","1"
"Yes","2014","66 and older","higher vocational","3","","","","1"
"Yes","2014","66 and older","in school","","","","","1"
"Yes","2014","66 and older","inadequately","","","","","1"
"No","2015","16-34 y.","in school","5","","","","2"
"No","2015","16-34 y.","inadequately","5","","","","2"
"No","2015","16-34 y.","general elemantary","85","0.237445911711131","0.189769336275372","0.28512248714689","2"
"No","2015","16-34 y.","middle vocational","284","0.278632385356145","0.251065014163314","0.306199756548976","2"
"No","2015","16-34 y.","vocational + Abi","70","0.302395795886554","0.246781061874072","0.358010529899035","2"
"No","2015","16-34 y.","higher vocational","11","","","","2"
"No","2015","16-34 y.","higher education","120","0.173525983806274","0.14339935023164","0.203652617380908","2"
"No","2015","35-65 y.","in school","","","","","2"
"No","2015","35-65 y.","inadequately","22","","","","2"
"No","2015","35-65 y.","general elemantary","97","0.259584960558895","0.212568250443088","0.306601670674701","2"
"No","2015","35-65 y.","middle vocational","829","0.265519045349486","0.250177543381648","0.280860547317324","2"
"No","2015","35-65 y.","vocational + Abi","172","0.244723192547622","0.21329826499912","0.276148120096123","2"
"No","2015","35-65 y.","higher vocational","92","0.187160212289597","0.155607384885664","0.218713039693529","2"
"No","2015","35-65 y.","higher education","395","0.179425251431176","0.163141535436487","0.195708967425865","2"
"No","2015","66 and older","in school","","","","","2"
"No","2015","66 and older","inadequately","","","","","2"
"No","2015","66 and older","general elemantary","1","","","","2"
"No","2015","66 and older","middle vocational","15","","","","2"
"No","2015","66 and older","vocational + Abi","1","","","","2"
"No","2015","66 and older","higher vocational","1","","","","2"
"No","2015","66 and older","higher education","4","","","","2"
"Yes","2015","35-65 y.","in school","","","","","1"
"Yes","2015","35-65 y.","inadequately","38","0.719145492297371","0.605429499726029","0.832861484868713","1"
"Yes","2015","35-65 y.","general elemantary","237","0.740415039441105","0.693398329325299","0.787431749556912","1"
"Yes","2015","35-65 y.","middle vocational","2354","0.734480954650514","0.719139452682676","0.749822456618352","1"
"Yes","2015","35-65 y.","vocational + Abi","547","0.755276807452378","0.723851879903877","0.78670173500088","1"
"Yes","2015","35-65 y.","higher vocational","495","0.812839787710403","0.781286960306471","0.844392615114336","1"
"Yes","2015","35-65 y.","higher education","1738","0.820574748568824","0.804291032574135","0.836858464563513","1"
"Yes","2015","66 and older","higher education","6","","","","1"
"Yes","2015","16-34 y.","general elemantary","221","0.762554088288869","0.71487751285311","0.810230663724628","1"
"Yes","2015","16-34 y.","middle vocational","732","0.721367614643855","0.693800243451024","0.748934985836686","1"
"Yes","2015","66 and older","middle vocational","14","","","","1"
"Yes","2015","66 and older","vocational + Abi","2","","","","1"
"Yes","2015","66 and older","higher vocational","3","","","","1"
"Yes","2015","66 and older","general elemantary","1","","","","1"
"Yes","2015","16-34 y.","inadequately","10","","","","1"
"Yes","2015","16-34 y.","in school","3","","","","1"
"Yes","2015","16-34 y.","higher vocational","79","0.858014133923874","0.785903948099068","0.93012431974868","1"
"Yes","2015","66 and older","inadequately","","","","","1"
"Yes","2015","16-34 y.","vocational + Abi","192","0.697604204113446","0.641989470100965","0.753218938125928","1"
"Yes","2015","16-34 y.","higher education","487","0.826474016193726","0.796347382619092","0.85660064976836","1"
"Yes","2015","66 and older","in school","","","","","1"
"No","2016","16-34 y.","in school","4","","","","2"
"No","2016","16-34 y.","inadequately","6","","","","2"
"No","2016","16-34 y.","general elemantary","82","0.307809405761002","0.251594433715683","0.364024377806321","2"
"No","2016","16-34 y.","middle vocational","223","0.267346516265194","0.23828650266992","0.296406529860468","2"
"No","2016","16-34 y.","vocational + Abi","54","0.257843477706678","0.202728931318819","0.312958024094538","2"
"No","2016","16-34 y.","higher vocational","12","","","","2"
"No","2016","16-34 y.","higher education","93","0.165174049026131","0.133195990787809","0.197152107264453","2"
"No","2016","35-65 y.","in school","","","","","2"
"No","2016","35-65 y.","inadequately","16","","","","2"
"No","2016","35-65 y.","general elemantary","92","0.328836996226934","0.276199924782706","0.381474067671162","2"
"No","2016","35-65 y.","middle vocational","804","0.262610732057129","0.247124996607759","0.278096467506499","2"
"No","2016","35-65 y.","vocational + Abi","166","0.213473711739302","0.184069638261363","0.24287778521724","2"
"No","2016","35-65 y.","higher vocational","122","0.210018011384384","0.176038633918952","0.243997388849817","2"
"No","2016","35-65 y.","higher education","440","0.192548898728416","0.175676610562573","0.20942118689426","2"
"No","2016","66 and older","in school","","","","","2"
"No","2016","66 and older","inadequately","","","","","2"
"No","2016","66 and older","general elemantary","1","","","","2"
"No","2016","66 and older","middle vocational","7","","","","2"
"No","2016","66 and older","vocational + Abi","","","","","2"
"No","2016","66 and older","higher vocational","1","","","","2"
"No","2016","66 and older","higher education","3","","","","2"
"Yes","2016","35-65 y.","in school","","","","","1"
"Yes","2016","35-65 y.","inadequately","29","","","","1"
"Yes","2016","35-65 y.","general elemantary","214","0.671163003773066","0.618525932328838","0.723800075217294","1"
"Yes","2016","35-65 y.","middle vocational","2298","0.737389267942871","0.721903532493501","0.752875003392241","1"
"Yes","2016","35-65 y.","vocational + Abi","580","0.786526288260698","0.75712221478276","0.815930361738637","1"
"Yes","2016","35-65 y.","higher vocational","430","0.789981988615616","0.756002611150183","0.823961366081048","1"
"Yes","2016","35-65 y.","higher education","1658","0.807451101271584","0.790578813105741","0.824323389437427","1"
"Yes","2016","66 and older","higher education","11","","","","1"
"Yes","2016","16-34 y.","general elemantary","177","0.692190594238998","0.635975622193679","0.748405566284317","1"
"Yes","2016","16-34 y.","middle vocational","668","0.732653483734806","0.703593470139532","0.76171349733008","1"
"Yes","2016","66 and older","higher vocational","1","","","","1"
"Yes","2016","66 and older","general elemantary","2","","","","1"
"Yes","2016","66 and older","middle vocational","19","","","","1"
"Yes","2016","66 and older","vocational + Abi","2","","","","1"
"Yes","2016","16-34 y.","in school","7","","","","1"
"Yes","2016","16-34 y.","higher education","425","0.834825950973869","0.802847892735547","0.866804009212191","1"
"Yes","2016","16-34 y.","inadequately","15","","","","1"
"Yes","2016","16-34 y.","higher vocational","72","0.88474637136733","0.816458252899568","0.953034489835093","1"
"Yes","2016","66 and older","inadequately","","","","","1"
"Yes","2016","66 and older","in school","","","","","1"
"Yes","2016","16-34 y.","vocational + Abi","188","0.742156522293322","0.687041975905462","0.797271068681181","1"
"No","2017","16-34 y.","in school","3","","","","2"
"No","2017","16-34 y.","inadequately","11","","","","2"
"No","2017","16-34 y.","general elemantary","77","0.261630675779043","0.209871260593547","0.313390090964538","2"
"No","2017","16-34 y.","middle vocational","240","0.21812373711304","0.192817314678792","0.243430159547288","2"
"No","2017","16-34 y.","vocational + Abi","60","0.214367893131036","0.165687256502317","0.263048529759755","2"
"No","2017","16-34 y.","higher vocational","9","","","","2"
"No","2017","16-34 y.","higher education","112","0.197014034046607","0.164504052121522","0.229524015971692","2"
"No","2017","35-65 y.","in school","","","","","2"
"No","2017","35-65 y.","inadequately","25","","","","2"
"No","2017","35-65 y.","general elemantary","106","0.338525894332881","0.288950470043015","0.388101318622746","2"
"No","2017","35-65 y.","middle vocational","907","0.274741486960094","0.259504568014869","0.289978405905319","2"
"No","2017","35-65 y.","vocational + Abi","202","0.277816644845232","0.246382354660598","0.309250935029866","2"
"No","2017","35-65 y.","higher vocational","126","0.214662193264615","0.18092585119127","0.24839853533796","2"
"No","2017","35-65 y.","higher education","429","0.180762980403076","0.164908013303349","0.196617947502803","2"
"No","2017","66 and older","in school","","","","","2"
"No","2017","66 and older","inadequately","","","","","2"
"No","2017","66 and older","general elemantary","2","","","","2"
"No","2017","66 and older","middle vocational","13","","","","2"
"No","2017","66 and older","vocational + Abi","","","","","2"
"No","2017","66 and older","higher vocational","4","","","","2"
"No","2017","66 and older","higher education","5","","","","2"
"Yes","2017","35-65 y.","higher vocational","443","0.785337806735385","0.75160146466204","0.81907414880873","1"
"Yes","2017","35-65 y.","higher education","1834","0.819237019596924","0.803382052497198","0.835091986696651","1"
"Yes","2017","66 and older","general elemantary","1","","","","1"
