"plb0196_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","1994","Brandenburg","Urban Area","","","",""
"Yes","1994","Brandenburg","Rural Area","","","",""
"Yes","1994","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","1994","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","1994","Saxony","Urban Area","","","",""
"Yes","1994","Saxony","Rural Area","","","",""
"Yes","1994","Saxony-Anhalt","Urban Area","","","",""
"Yes","1994","Saxony-Anhalt","Rural Area","","","",""
"Yes","1994","Thuringia","Urban Area","","","",""
"Yes","1994","Thuringia","Rural Area","","","",""
"No","1994","Schleswig-Holstein","Urban Area","56","1","1","1"
"No","1994","Schleswig-Holstein","Rural Area","53","1","1","1"
"No","1994","Hamburg","Urban Area","46","1","1","1"
"No","1994","Hamburg","Rural Area","","","",""
"No","1994","Lower Saxony","Urban Area","187","1","1","1"
"No","1994","Lower Saxony","Rural Area","154","1","1","1"
"No","1994","Bremen","Urban Area","21","","",""
"No","1994","Bremen","Rural Area","","","",""
"No","1994","North Rhine-Westphalia","Urban Area","903","1","1","1"
"No","1994","North Rhine-Westphalia","Rural Area","27","","",""
"No","1994","Hesse","Urban Area","319","1","1","1"
"No","1994","Hesse","Rural Area","40","1","1","1"
"No","1994","Rhineland-Palatinate,Saarland","Urban Area","178","1","1","1"
"No","1994","Rhineland-Palatinate,Saarland","Rural Area","33","1","1","1"
"No","1994","Baden-Württemberg","Urban Area","597","1","1","1"
"No","1994","Baden-Württemberg","Rural Area","84","1","1","1"
"No","1994","Bavaria","Urban Area","291","1","1","1"
"No","1994","Bavaria","Rural Area","340","1","1","1"
"No","1994","Berlin","Urban Area","189","1","1","1"
"No","1994","Berlin","Rural Area","","","",""
"No","1994","Brandenburg","Urban Area","26","","",""
"No","1994","Brandenburg","Rural Area","173","1","1","1"
"No","1994","Mecklenburg-Western Pomerania","Urban Area","14","","",""
"No","1994","Mecklenburg-Western Pomerania","Rural Area","119","1","1","1"
"No","1994","Saxony","Urban Area","165","1","1","1"
"No","1994","Saxony","Rural Area","165","1","1","1"
"No","1994","Saxony-Anhalt","Urban Area","52","1","1","1"
"No","1994","Saxony-Anhalt","Rural Area","169","1","1","1"
"No","1994","Thuringia","Urban Area","54","1","1","1"
"No","1994","Thuringia","Rural Area","149","1","1","1"
"Yes","1995","Schleswig-Holstein","Urban Area","","","",""
"Yes","1995","Schleswig-Holstein","Rural Area","","","",""
"Yes","1995","Hamburg","Urban Area","","","",""
"Yes","1995","Hamburg","Rural Area","","","",""
"Yes","1995","Lower Saxony","Urban Area","","","",""
"Yes","1995","Lower Saxony","Rural Area","","","",""
"Yes","1995","Bremen","Urban Area","","","",""
"Yes","1995","Bremen","Rural Area","","","",""
"Yes","1995","North Rhine-Westphalia","Urban Area","","","",""
"Yes","1995","North Rhine-Westphalia","Rural Area","","","",""
"Yes","1995","Hesse","Urban Area","","","",""
"Yes","1995","Hesse","Rural Area","","","",""
"Yes","1995","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","1995","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","1995","Baden-Württemberg","Urban Area","","","",""
"Yes","1995","Baden-Württemberg","Rural Area","","","",""
"Yes","1995","Bavaria","Urban Area","","","",""
"Yes","1995","Bavaria","Rural Area","","","",""
"Yes","1995","Berlin","Urban Area","","","",""
"Yes","1995","Berlin","Rural Area","","","",""
"Yes","1995","Brandenburg","Urban Area","","","",""
"Yes","1995","Brandenburg","Rural Area","","","",""
"Yes","1995","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","1995","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","1995","Saxony","Urban Area","","","",""
"Yes","1995","Saxony","Rural Area","","","",""
"Yes","1995","Saxony-Anhalt","Urban Area","","","",""
"Yes","1995","Saxony-Anhalt","Rural Area","","","",""
"Yes","1995","Thuringia","Urban Area","","","",""
"Yes","1995","Thuringia","Rural Area","","","",""
"No","1995","Schleswig-Holstein","Urban Area","45","1","1","1"
"No","1995","Schleswig-Holstein","Rural Area","45","1","1","1"
"No","1995","Hamburg","Urban Area","43","1","1","1"
"No","1995","Hamburg","Rural Area","","","",""
"No","1995","Lower Saxony","Urban Area","160","1","1","1"
"No","1995","Lower Saxony","Rural Area","177","1","1","1"
"No","1995","Bremen","Urban Area","19","","",""
"No","1995","Bremen","Rural Area","","","",""
"No","1995","North Rhine-Westphalia","Urban Area","874","1","1","1"
"No","1995","North Rhine-Westphalia","Rural Area","31","1","1","1"
"No","1995","Hesse","Urban Area","323","1","1","1"
"No","1995","Hesse","Rural Area","47","1","1","1"
"No","1995","Rhineland-Palatinate,Saarland","Urban Area","201","1","1","1"
"No","1995","Rhineland-Palatinate,Saarland","Rural Area","46","1","1","1"
"No","1995","Baden-Württemberg","Urban Area","586","1","1","1"
"No","1995","Baden-Württemberg","Rural Area","86","1","1","1"
"No","1995","Bavaria","Urban Area","296","1","1","1"
"No","1995","Bavaria","Rural Area","342","1","1","1"
"No","1995","Berlin","Urban Area","178","1","1","1"
"No","1995","Berlin","Rural Area","","","",""
"No","1995","Brandenburg","Urban Area","10","","",""
"No","1995","Brandenburg","Rural Area","205","1","1","1"
"No","1995","Mecklenburg-Western Pomerania","Urban Area","13","","",""
"No","1995","Mecklenburg-Western Pomerania","Rural Area","122","1","1","1"
"No","1995","Saxony","Urban Area","156","1","1","1"
"No","1995","Saxony","Rural Area","159","1","1","1"
"No","1995","Saxony-Anhalt","Urban Area","53","1","1","1"
"No","1995","Saxony-Anhalt","Rural Area","180","1","1","1"
"No","1995","Thuringia","Urban Area","49","1","1","1"
"No","1995","Thuringia","Rural Area","154","1","1","1"
"Yes","1996","Schleswig-Holstein","Urban Area","","","",""
"Yes","1996","Schleswig-Holstein","Rural Area","","","",""
"Yes","1996","Hamburg","Urban Area","","","",""
"Yes","1996","Hamburg","Rural Area","","","",""
"Yes","1996","Lower Saxony","Urban Area","","","",""
"Yes","1996","Lower Saxony","Rural Area","","","",""
"Yes","1996","Bremen","Urban Area","","","",""
"Yes","1996","Bremen","Rural Area","","","",""
"Yes","1996","North Rhine-Westphalia","Urban Area","","","",""
"Yes","1996","North Rhine-Westphalia","Rural Area","","","",""
"Yes","1996","Hesse","Urban Area","","","",""
"Yes","1996","Hesse","Rural Area","","","",""
"Yes","1996","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","1996","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","1996","Baden-Württemberg","Urban Area","","","",""
"Yes","1996","Baden-Württemberg","Rural Area","","","",""
"Yes","1996","Bavaria","Urban Area","","","",""
"Yes","1996","Bavaria","Rural Area","","","",""
"Yes","1996","Berlin","Urban Area","","","",""
"Yes","1996","Berlin","Rural Area","","","",""
"Yes","1996","Brandenburg","Urban Area","","","",""
"Yes","1996","Brandenburg","Rural Area","","","",""
"Yes","1996","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","1996","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","1996","Saxony","Urban Area","","","",""
"Yes","1996","Saxony","Rural Area","","","",""
"Yes","1996","Saxony-Anhalt","Urban Area","","","",""
"Yes","1996","Saxony-Anhalt","Rural Area","","","",""
"Yes","1996","Thuringia","Urban Area","","","",""
"Yes","1996","Thuringia","Rural Area","","","",""
"No","1996","Schleswig-Holstein","Urban Area","45","1","1","1"
"No","1996","Schleswig-Holstein","Rural Area","54","1","1","1"
"No","1996","Hamburg","Urban Area","46","1","1","1"
"No","1996","Hamburg","Rural Area","","","",""
"No","1996","Lower Saxony","Urban Area","178","1","1","1"
"No","1996","Lower Saxony","Rural Area","167","1","1","1"
"No","1996","Bremen","Urban Area","22","","",""
"No","1996","Bremen","Rural Area","","","",""
"No","1996","North Rhine-Westphalia","Urban Area","875","1","1","1"
"No","1996","North Rhine-Westphalia","Rural Area","27","","",""
"No","1996","Hesse","Urban Area","292","1","1","1"
"No","1996","Hesse","Rural Area","45","1","1","1"
"No","1996","Rhineland-Palatinate,Saarland","Urban Area","195","1","1","1"
"No","1996","Rhineland-Palatinate,Saarland","Rural Area","49","1","1","1"
"No","1996","Baden-Württemberg","Urban Area","530","1","1","1"
"No","1996","Baden-Württemberg","Rural Area","88","1","1","1"
"No","1996","Bavaria","Urban Area","282","1","1","1"
"No","1996","Bavaria","Rural Area","315","1","1","1"
"No","1996","Berlin","Urban Area","172","1","1","1"
"No","1996","Berlin","Rural Area","","","",""
"No","1996","Brandenburg","Urban Area","15","","",""
"No","1996","Brandenburg","Rural Area","186","1","1","1"
"No","1996","Mecklenburg-Western Pomerania","Urban Area","16","","",""
"No","1996","Mecklenburg-Western Pomerania","Rural Area","115","1","1","1"
"No","1996","Saxony","Urban Area","159","1","1","1"
"No","1996","Saxony","Rural Area","174","1","1","1"
"No","1996","Saxony-Anhalt","Urban Area","55","1","1","1"
"No","1996","Saxony-Anhalt","Rural Area","168","1","1","1"
"No","1996","Thuringia","Urban Area","48","1","1","1"
"No","1996","Thuringia","Rural Area","147","1","1","1"
"Yes","1997","Schleswig-Holstein","Urban Area","","","",""
"Yes","1997","Schleswig-Holstein","Rural Area","","","",""
"Yes","1997","Hamburg","Urban Area","","","",""
"Yes","1997","Hamburg","Rural Area","","","",""
"Yes","1997","Lower Saxony","Urban Area","","","",""
"Yes","1997","Lower Saxony","Rural Area","","","",""
"Yes","1997","Bremen","Urban Area","","","",""
"Yes","1997","Bremen","Rural Area","","","",""
"Yes","1997","North Rhine-Westphalia","Urban Area","","","",""
"Yes","1997","North Rhine-Westphalia","Rural Area","","","",""
"Yes","1997","Hesse","Urban Area","","","",""
"Yes","1997","Hesse","Rural Area","","","",""
"Yes","1997","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","1997","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","1997","Baden-Württemberg","Urban Area","","","",""
"Yes","1997","Baden-Württemberg","Rural Area","","","",""
"Yes","1997","Bavaria","Urban Area","","","",""
"Yes","1997","Bavaria","Rural Area","","","",""
"Yes","1997","Berlin","Urban Area","","","",""
"Yes","1997","Berlin","Rural Area","","","",""
"Yes","1997","Brandenburg","Urban Area","","","",""
"Yes","1997","Brandenburg","Rural Area","","","",""
"Yes","1997","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","1997","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","1997","Saxony","Urban Area","","","",""
"Yes","1997","Saxony","Rural Area","","","",""
"Yes","1997","Saxony-Anhalt","Urban Area","","","",""
"Yes","1997","Saxony-Anhalt","Rural Area","","","",""
"Yes","1997","Thuringia","Urban Area","","","",""
"Yes","1997","Thuringia","Rural Area","","","",""
"No","1997","Schleswig-Holstein","Urban Area","19","","",""
"No","1997","Schleswig-Holstein","Rural Area","18","","",""
"No","1997","Hamburg","Urban Area","18","","",""
"No","1997","Hamburg","Rural Area","","","",""
"No","1997","Lower Saxony","Urban Area","63","1","1","1"
"No","1997","Lower Saxony","Rural Area","57","1","1","1"
"No","1997","Bremen","Urban Area","11","","",""
"No","1997","Bremen","Rural Area","","","",""
"No","1997","North Rhine-Westphalia","Urban Area","233","1","1","1"
"No","1997","North Rhine-Westphalia","Rural Area","6","","",""
"No","1997","Hesse","Urban Area","73","1","1","1"
"No","1997","Hesse","Rural Area","11","","",""
"No","1997","Rhineland-Palatinate,Saarland","Urban Area","53","1","1","1"
"No","1997","Rhineland-Palatinate,Saarland","Rural Area","19","","",""
"No","1997","Baden-Württemberg","Urban Area","146","1","1","1"
"No","1997","Baden-Württemberg","Rural Area","23","","",""
"No","1997","Bavaria","Urban Area","95","1","1","1"
"No","1997","Bavaria","Rural Area","119","1","1","1"
"No","1997","Berlin","Urban Area","44","1","1","1"
"No","1997","Berlin","Rural Area","","","",""
"No","1997","Brandenburg","Urban Area","6","","",""
"No","1997","Brandenburg","Rural Area","74","1","1","1"
"No","1997","Mecklenburg-Western Pomerania","Urban Area","5","","",""
"No","1997","Mecklenburg-Western Pomerania","Rural Area","42","1","1","1"
"No","1997","Saxony","Urban Area","71","1","1","1"
"No","1997","Saxony","Rural Area","61","1","1","1"
"No","1997","Saxony-Anhalt","Urban Area","18","","",""
"No","1997","Saxony-Anhalt","Rural Area","67","1","1","1"
"No","1997","Thuringia","Urban Area","19","","",""
"No","1997","Thuringia","Rural Area","55","1","1","1"
"Yes","1998","Schleswig-Holstein","Urban Area","","","",""
"Yes","1998","Schleswig-Holstein","Rural Area","","","",""
"Yes","1998","Hamburg","Urban Area","","","",""
"Yes","1998","Hamburg","Rural Area","","","",""
"Yes","1998","Lower Saxony","Urban Area","","","",""
"Yes","1998","Lower Saxony","Rural Area","","","",""
"Yes","1998","Bremen","Urban Area","","","",""
"Yes","1998","Bremen","Rural Area","","","",""
"Yes","1998","North Rhine-Westphalia","Urban Area","","","",""
"Yes","1998","North Rhine-Westphalia","Rural Area","","","",""
"Yes","1998","Hesse","Urban Area","","","",""
"Yes","1998","Hesse","Rural Area","","","",""
"Yes","1998","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","1998","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","1998","Baden-Württemberg","Urban Area","","","",""
"Yes","1998","Baden-Württemberg","Rural Area","","","",""
"Yes","1998","Bavaria","Urban Area","","","",""
"Yes","1998","Bavaria","Rural Area","","","",""
"Yes","1998","Berlin","Urban Area","","","",""
"Yes","1998","Berlin","Rural Area","","","",""
"Yes","1998","Brandenburg","Urban Area","","","",""
"Yes","1998","Brandenburg","Rural Area","","","",""
"Yes","1998","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","1998","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","1998","Saxony","Urban Area","","","",""
"Yes","1998","Saxony","Rural Area","","","",""
"Yes","1998","Saxony-Anhalt","Urban Area","","","",""
"Yes","1998","Saxony-Anhalt","Rural Area","","","",""
"Yes","1998","Thuringia","Urban Area","","","",""
"Yes","1998","Thuringia","Rural Area","","","",""
"No","1998","Schleswig-Holstein","Urban Area","18","","",""
"No","1998","Schleswig-Holstein","Rural Area","19","","",""
"No","1998","Hamburg","Urban Area","14","","",""
"No","1998","Hamburg","Rural Area","","","",""
"No","1998","Lower Saxony","Urban Area","55","1","1","1"
"No","1998","Lower Saxony","Rural Area","84","1","1","1"
"No","1998","Bremen","Urban Area","7","","",""
"No","1998","Bremen","Rural Area","","","",""
"No","1998","North Rhine-Westphalia","Urban Area","244","1","1","1"
"No","1998","North Rhine-Westphalia","Rural Area","7","","",""
"No","1998","Hesse","Urban Area","81","1","1","1"
"No","1998","Hesse","Rural Area","14","","",""
"No","1998","Rhineland-Palatinate,Saarland","Urban Area","52","1","1","1"
"No","1998","Rhineland-Palatinate,Saarland","Rural Area","25","","",""
"No","1998","Baden-Württemberg","Urban Area","155","1","1","1"
"No","1998","Baden-Württemberg","Rural Area","22","","",""
"No","1998","Bavaria","Urban Area","78","1","1","1"
"No","1998","Bavaria","Rural Area","108","1","1","1"
"No","1998","Berlin","Urban Area","53","1","1","1"
"No","1998","Berlin","Rural Area","","","",""
"No","1998","Brandenburg","Urban Area","6","","",""
"No","1998","Brandenburg","Rural Area","74","1","1","1"
"No","1998","Mecklenburg-Western Pomerania","Urban Area","7","","",""
"No","1998","Mecklenburg-Western Pomerania","Rural Area","48","1","1","1"
"No","1998","Saxony","Urban Area","72","1","1","1"
"No","1998","Saxony","Rural Area","81","1","1","1"
"No","1998","Saxony-Anhalt","Urban Area","19","","",""
"No","1998","Saxony-Anhalt","Rural Area","65","1","1","1"
"No","1998","Thuringia","Urban Area","29","","",""
"No","1998","Thuringia","Rural Area","68","1","1","1"
"Yes","1999","Schleswig-Holstein","Urban Area","","","",""
"Yes","1999","Schleswig-Holstein","Rural Area","","","",""
"Yes","1999","Hamburg","Urban Area","","","",""
"Yes","1999","Hamburg","Rural Area","","","",""
"Yes","1999","Lower Saxony","Urban Area","","","",""
"Yes","1999","Lower Saxony","Rural Area","","","",""
"Yes","1999","Bremen","Urban Area","","","",""
"Yes","1999","Bremen","Rural Area","","","",""
"Yes","1999","North Rhine-Westphalia","Urban Area","","","",""
"Yes","1999","North Rhine-Westphalia","Rural Area","","","",""
"Yes","1999","Hesse","Urban Area","","","",""
"Yes","1999","Hesse","Rural Area","","","",""
"Yes","1999","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","1999","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","1999","Baden-Württemberg","Urban Area","","","",""
"Yes","1999","Baden-Württemberg","Rural Area","","","",""
"Yes","1999","Bavaria","Urban Area","","","",""
"Yes","1999","Bavaria","Rural Area","","","",""
"Yes","1999","Berlin","Urban Area","","","",""
"Yes","1999","Berlin","Rural Area","","","",""
"Yes","1999","Brandenburg","Urban Area","","","",""
"Yes","1999","Brandenburg","Rural Area","","","",""
"Yes","1999","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","1999","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","1999","Saxony","Urban Area","","","",""
"Yes","1999","Saxony","Rural Area","","","",""
"Yes","1999","Saxony-Anhalt","Urban Area","","","",""
"Yes","1999","Saxony-Anhalt","Rural Area","","","",""
"Yes","1999","Thuringia","Urban Area","","","",""
"Yes","1999","Thuringia","Rural Area","","","",""
"No","1999","Schleswig-Holstein","Urban Area","22","","",""
"No","1999","Schleswig-Holstein","Rural Area","17","","",""
"No","1999","Hamburg","Urban Area","10","","",""
"No","1999","Hamburg","Rural Area","","","",""
"No","1999","Lower Saxony","Urban Area","62","1","1","1"
"No","1999","Lower Saxony","Rural Area","79","1","1","1"
"No","1999","Bremen","Urban Area","7","","",""
"No","1999","Bremen","Rural Area","","","",""
"No","1999","North Rhine-Westphalia","Urban Area","217","1","1","1"
"No","1999","North Rhine-Westphalia","Rural Area","4","","",""
"No","1999","Hesse","Urban Area","74","1","1","1"
"No","1999","Hesse","Rural Area","10","","",""
"No","1999","Rhineland-Palatinate,Saarland","Urban Area","61","1","1","1"
"No","1999","Rhineland-Palatinate,Saarland","Rural Area","22","","",""
"No","1999","Baden-Württemberg","Urban Area","124","1","1","1"
"No","1999","Baden-Württemberg","Rural Area","19","","",""
"No","1999","Bavaria","Urban Area","79","1","1","1"
"No","1999","Bavaria","Rural Area","120","1","1","1"
"No","1999","Berlin","Urban Area","49","1","1","1"
"No","1999","Berlin","Rural Area","","","",""
"No","1999","Brandenburg","Urban Area","6","","",""
"No","1999","Brandenburg","Rural Area","67","1","1","1"
"No","1999","Mecklenburg-Western Pomerania","Urban Area","9","","",""
"No","1999","Mecklenburg-Western Pomerania","Rural Area","49","1","1","1"
"No","1999","Saxony","Urban Area","70","1","1","1"
"No","1999","Saxony","Rural Area","62","1","1","1"
"No","1999","Saxony-Anhalt","Urban Area","24","","",""
"No","1999","Saxony-Anhalt","Rural Area","59","1","1","1"
"No","1999","Thuringia","Urban Area","32","1","1","1"
"No","1999","Thuringia","Rural Area","59","1","1","1"
"Yes","2000","Schleswig-Holstein","Urban Area","","","",""
"Yes","2000","Schleswig-Holstein","Rural Area","","","",""
"Yes","2000","Hamburg","Urban Area","","","",""
"Yes","2000","Hamburg","Rural Area","","","",""
"Yes","2000","Lower Saxony","Urban Area","","","",""
"Yes","2000","Lower Saxony","Rural Area","","","",""
"Yes","2000","Bremen","Urban Area","","","",""
"Yes","2000","Bremen","Rural Area","","","",""
"Yes","2000","North Rhine-Westphalia","Urban Area","","","",""
"Yes","2000","North Rhine-Westphalia","Rural Area","","","",""
"Yes","2000","Hesse","Urban Area","","","",""
"Yes","2000","Hesse","Rural Area","","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","2000","Baden-Württemberg","Urban Area","","","",""
"Yes","2000","Baden-Württemberg","Rural Area","","","",""
"Yes","2000","Bavaria","Urban Area","","","",""
"Yes","2000","Bavaria","Rural Area","","","",""
"Yes","2000","Berlin","Urban Area","","","",""
"Yes","2000","Berlin","Rural Area","","","",""
"Yes","2000","Brandenburg","Urban Area","","","",""
"Yes","2000","Brandenburg","Rural Area","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","2000","Saxony","Urban Area","","","",""
"Yes","2000","Saxony","Rural Area","","","",""
"Yes","2000","Saxony-Anhalt","Urban Area","","","",""
"Yes","2000","Saxony-Anhalt","Rural Area","","","",""
"Yes","2000","Thuringia","Urban Area","","","",""
"Yes","2000","Thuringia","Rural Area","","","",""
"No","2000","Schleswig-Holstein","Urban Area","19","","",""
"No","2000","Schleswig-Holstein","Rural Area","40","1","1","1"
"No","2000","Hamburg","Urban Area","48","1","1","1"
"No","2000","Hamburg","Rural Area","","","",""
"No","2000","Lower Saxony","Urban Area","134","1","1","1"
"No","2000","Lower Saxony","Rural Area","115","1","1","1"
"No","2000","Bremen","Urban Area","22","","",""
"No","2000","Bremen","Rural Area","","","",""
"No","2000","North Rhine-Westphalia","Urban Area","504","1","1","1"
"No","2000","North Rhine-Westphalia","Rural Area","2","","",""
"No","2000","Hesse","Urban Area","124","1","1","1"
"No","2000","Hesse","Rural Area","35","1","1","1"
"No","2000","Rhineland-Palatinate,Saarland","Urban Area","103","1","1","1"
"No","2000","Rhineland-Palatinate,Saarland","Rural Area","42","1","1","1"
"No","2000","Baden-Württemberg","Urban Area","214","1","1","1"
"No","2000","Baden-Württemberg","Rural Area","41","1","1","1"
"No","2000","Bavaria","Urban Area","155","1","1","1"
"No","2000","Bavaria","Rural Area","195","1","1","1"
"No","2000","Berlin","Urban Area","95","1","1","1"
"No","2000","Berlin","Rural Area","","","",""
"No","2000","Brandenburg","Urban Area","13","","",""
"No","2000","Brandenburg","Rural Area","101","1","1","1"
"No","2000","Mecklenburg-Western Pomerania","Urban Area","7","","",""
"No","2000","Mecklenburg-Western Pomerania","Rural Area","66","1","1","1"
"No","2000","Saxony","Urban Area","94","1","1","1"
"No","2000","Saxony","Rural Area","93","1","1","1"
"No","2000","Saxony-Anhalt","Urban Area","25","","",""
"No","2000","Saxony-Anhalt","Rural Area","95","1","1","1"
"No","2000","Thuringia","Urban Area","41","1","1","1"
"No","2000","Thuringia","Rural Area","99","1","1","1"
"Yes","2001","Schleswig-Holstein","Urban Area","","","",""
"Yes","2001","Schleswig-Holstein","Rural Area","","","",""
"Yes","2001","Hamburg","Urban Area","","","",""
"Yes","2001","Hamburg","Rural Area","","","",""
"Yes","2001","Lower Saxony","Urban Area","","","",""
"Yes","2001","Lower Saxony","Rural Area","","","",""
"Yes","2001","Bremen","Urban Area","","","",""
"Yes","2001","Bremen","Rural Area","","","",""
"Yes","2001","North Rhine-Westphalia","Urban Area","","","",""
"Yes","2001","North Rhine-Westphalia","Rural Area","","","",""
"Yes","2001","Hesse","Urban Area","","","",""
"Yes","2001","Hesse","Rural Area","","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","2001","Baden-Württemberg","Urban Area","","","",""
"Yes","2001","Baden-Württemberg","Rural Area","","","",""
"Yes","2001","Bavaria","Urban Area","","","",""
"Yes","2001","Bavaria","Rural Area","","","",""
"Yes","2001","Berlin","Urban Area","","","",""
"Yes","2001","Berlin","Rural Area","","","",""
"Yes","2001","Brandenburg","Urban Area","","","",""
"Yes","2001","Brandenburg","Rural Area","","","",""
"Yes","2001","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","2001","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","2001","Saxony","Urban Area","","","",""
"Yes","2001","Saxony","Rural Area","","","",""
"Yes","2001","Saxony-Anhalt","Urban Area","","","",""
"Yes","2001","Saxony-Anhalt","Rural Area","","","",""
"Yes","2001","Thuringia","Urban Area","","","",""
"Yes","2001","Thuringia","Rural Area","","","",""
"No","2001","Schleswig-Holstein","Urban Area","19","","",""
"No","2001","Schleswig-Holstein","Rural Area","36","1","1","1"
"No","2001","Hamburg","Urban Area","28","","",""
"No","2001","Hamburg","Rural Area","","","",""
"No","2001","Lower Saxony","Urban Area","132","1","1","1"
"No","2001","Lower Saxony","Rural Area","108","1","1","1"
"No","2001","Bremen","Urban Area","11","","",""
"No","2001","Bremen","Rural Area","","","",""
"No","2001","North Rhine-Westphalia","Urban Area","443","1","1","1"
"No","2001","North Rhine-Westphalia","Rural Area","11","","",""
"No","2001","Hesse","Urban Area","124","1","1","1"
"No","2001","Hesse","Rural Area","28","","",""
"No","2001","Rhineland-Palatinate,Saarland","Urban Area","87","1","1","1"
"No","2001","Rhineland-Palatinate,Saarland","Rural Area","40","1","1","1"
"No","2001","Baden-Württemberg","Urban Area","228","1","1","1"
"No","2001","Baden-Württemberg","Rural Area","33","1","1","1"
"No","2001","Bavaria","Urban Area","153","1","1","1"
"No","2001","Bavaria","Rural Area","200","1","1","1"
"No","2001","Berlin","Urban Area","77","1","1","1"
"No","2001","Berlin","Rural Area","","","",""
"No","2001","Brandenburg","Urban Area","10","","",""
"No","2001","Brandenburg","Rural Area","102","1","1","1"
"No","2001","Mecklenburg-Western Pomerania","Urban Area","12","","",""
"No","2001","Mecklenburg-Western Pomerania","Rural Area","57","1","1","1"
"No","2001","Saxony","Urban Area","91","1","1","1"
"No","2001","Saxony","Rural Area","84","1","1","1"
"No","2001","Saxony-Anhalt","Urban Area","28","","",""
"No","2001","Saxony-Anhalt","Rural Area","85","1","1","1"
"No","2001","Thuringia","Urban Area","41","1","1","1"
"No","2001","Thuringia","Rural Area","91","1","1","1"
"Yes","2002","Schleswig-Holstein","Urban Area","77","0.802783277977949","0.722346402748786","0.883220153207112"
"Yes","2002","Schleswig-Holstein","Rural Area","94","0.656408322802256","0.576592867752886","0.736223777851626"
"Yes","2002","Hamburg","Urban Area","91","0.728698445167469","0.648811709915913","0.808585180419025"
"Yes","2002","Hamburg","Rural Area","","","",""
"Yes","2002","Lower Saxony","Urban Area","245","0.648999582939511","0.599139524362843","0.698859641516179"
"Yes","2002","Lower Saxony","Rural Area","244","0.731437039887041","0.684600974691505","0.778273105082577"
"Yes","2002","Bremen","Urban Area","39","0.606422817475174","0.482806674442671","0.730038960507677"
"Yes","2002","Bremen","Rural Area","","","",""
"Yes","2002","North Rhine-Westphalia","Urban Area","1111","0.718343888322431","0.695819941223051","0.740867835421811"
"Yes","2002","North Rhine-Westphalia","Rural Area","14","","",""
"Yes","2002","Hesse","Urban Area","340","0.686001974031914","0.644908184470308","0.72709576359352"
"Yes","2002","Hesse","Rural Area","80","0.780919119020435","0.702178209749506","0.859660028291364"
"Yes","2002","Rhineland-Palatinate,Saarland","Urban Area","230","0.728221715962732","0.678538245796475","0.777905186128989"
"Yes","2002","Rhineland-Palatinate,Saarland","Rural Area","78","0.574137217370006","0.485295426568738","0.662979008171275"
"Yes","2002","Baden-Württemberg","Urban Area","666","0.7348991676235","0.706221302472517","0.763577032774483"
"Yes","2002","Baden-Württemberg","Rural Area","65","0.64343199940433","0.545019580730682","0.741844418077977"
"Yes","2002","Bavaria","Urban Area","420","0.698347739415473","0.661406632699195","0.735288846131751"
"Yes","2002","Bavaria","Rural Area","384","0.64419551443249","0.604719034087103","0.683671994777877"
"Yes","2002","Berlin","Urban Area","195","0.654163207646054","0.598351585702139","0.70997482958997"
"Yes","2002","Berlin","Rural Area","","","",""
"Yes","2002","Brandenburg","Urban Area","19","","",""
"Yes","2002","Brandenburg","Rural Area","196","0.677614453153477","0.624548121005682","0.730680785301272"
"Yes","2002","Mecklenburg-Western Pomerania","Urban Area","20","","",""
