"plb0196_h","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2003","Couple + C. GT 16 ","Urban Area","283","0.345626722185796","0.314151795391149","0.377101648980443","2"
"No","2003","1-pers.-HH","Rural Area","65","0.312154671747008","0.249483363706772","0.374825979787244","2"
"No","2003","(Married) couple without C. ","Urban Area","381","0.294712888197445","0.270745360989837","0.318680415405052","2"
"No","2003","(Married) couple without C. ","Rural Area","216","0.341026592866087","0.304328191700725","0.37772499403145","2"
"No","2003","Single parent ","Urban Area","76","0.310338490810943","0.252290259203133","0.368386722418753","2"
"No","2003","Single parent ","Rural Area","43","0.347076415563681","0.2626045850343","0.431548246093063","2"
"No","2003","Couple + C. LE 16 ","Urban Area","352","0.278410783398159","0.254421253060465","0.302400313735852","2"
"No","2003","Couple + C. LE 16 ","Rural Area","206","0.325957218986901","0.290060771225299","0.361853666748504","2"
"No","2003","Couple + C. GT 16 ","Rural Area","205","0.373914137151787","0.335069787686459","0.412758486617116","2"
"No","2003","Couple + C. LE and GT 16","Urban Area","128","0.326179766570369","0.281816861522392","0.370542671618345","2"
"No","2003","Couple + C. LE and GT 16","Rural Area","78","0.267742715293026","0.21285580692435","0.322629623661701","2"
"Yes","2003","1-pers.-HH","Urban Area","482","0.752203889125953","0.71919123540685","0.785216542845056","1"
"Yes","2003","1-pers.-HH","Rural Area","145","0.687845328252992","0.625174020212756","0.750516636293228","1"
"Yes","2003","Single parent ","Urban Area","168","0.689661509189057","0.631613277581248","0.747709740796867","1"
"Yes","2003","(Married) couple without C. ","Urban Area","1009","0.705287111802555","0.681319584594947","0.729254639010163","1"
"Yes","2003","Single parent ","Rural Area","79","0.652923584436319","0.568451753906937","0.7373954149657","1"
"Yes","2003","Couple + C. LE 16 ","Urban Area","989","0.721589216601841","0.697599686264148","0.745578746939535","1"
"Yes","2003","Couple + C. LE 16 ","Rural Area","449","0.674042781013099","0.638146333251496","0.709939228774701","1"
"Yes","2003","Couple + C. GT 16 ","Urban Area","594","0.654373277814204","0.622898351019557","0.685848204608851","1"
"Yes","2003","Couple + C. GT 16 ","Rural Area","391","0.626085862848213","0.587241513382884","0.664930212313541","1"
"Yes","2003","Couple + C. LE and GT 16","Urban Area","301","0.673820233429631","0.629457328381655","0.718183138477608","1"
"Yes","2003","Couple + C. LE and GT 16","Rural Area","172","0.732257284706974","0.677370376338299","0.78714419307565","1"
"Yes","2003","(Married) couple without C. ","Rural Area","425","0.658973407133913","0.62227500596855","0.695671808299275","1"
"No","2004","1-pers.-HH","Urban Area","151","0.260888956619447","0.225694019580217","0.296083893658676","2"
"No","2004","Couple + C. GT 16 ","Urban Area","266","0.327078101502414","0.295704846895104","0.358451356109724","2"
"No","2004","Couple + C. GT 16 ","Rural Area","188","0.332469952457417","0.294743472098916","0.370196432815918","2"
"No","2004","1-pers.-HH","Rural Area","66","0.302090339803999","0.240714579543505","0.363466100064493","2"
"No","2004","(Married) couple without C. ","Urban Area","405","0.296487324211273","0.273100658525274","0.319873989897272","2"
"No","2004","(Married) couple without C. ","Rural Area","184","0.296545199209808","0.260329987061788","0.332760411357829","2"
"No","2004","Single parent ","Urban Area","74","0.326218501425803","0.265628912232976","0.386808090618631","2"
"No","2004","Single parent ","Rural Area","39","0.359026519154129","0.273196192946498","0.444856845361761","2"
"No","2004","Couple + C. LE 16 ","Urban Area","345","0.290528366778266","0.26530952107397","0.315747212482562","2"
"No","2004","Couple + C. LE 16 ","Rural Area","187","0.318402684495008","0.280716572330481","0.356088796659536","2"
"No","2004","Couple + C. LE and GT 16","Urban Area","103","0.301859992763273","0.255334998135838","0.348384987390709","2"
"No","2004","Couple + C. LE and GT 16","Rural Area","63","0.225023677970807","0.172839497948286","0.277207857993328","2"
"Yes","2004","1-pers.-HH","Urban Area","447","0.739111043380553","0.703916106341323","0.774305980419783","1"
"Yes","2004","1-pers.-HH","Rural Area","149","0.697909660196001","0.636533899935507","0.759285420456495","1"
"Yes","2004","Single parent ","Urban Area","156","0.673781498574197","0.613191909381369","0.734371087767024","1"
"Yes","2004","(Married) couple without C. ","Urban Area","1060","0.703512675788727","0.680126010102728","0.726899341474726","1"
"Yes","2004","Single parent ","Rural Area","81","0.640973480845871","0.555143154638239","0.726803807053502","1"
"Yes","2004","Couple + C. LE 16 ","Urban Area","900","0.709471633221734","0.684252787517438","0.73469047892603","1"
"Yes","2004","Couple + C. LE 16 ","Rural Area","400","0.681597315504992","0.643911203340464","0.719283427669519","1"
"Yes","2004","Couple + C. GT 16 ","Urban Area","593","0.672921898497586","0.641548643890276","0.704295153104896","1"
"Yes","2004","Couple + C. GT 16 ","Rural Area","411","0.667530047542583","0.629803567184081","0.705256527901084","1"
"Yes","2004","Couple + C. LE and GT 16","Urban Area","271","0.698140007236727","0.651615012609291","0.744665001864162","1"
"Yes","2004","Couple + C. LE and GT 16","Rural Area","183","0.774976322029193","0.722792142006672","0.827160502051714","1"
"Yes","2004","(Married) couple without C. ","Rural Area","427","0.703454800790192","0.667239588642171","0.739670012938212","1"
"No","2005","1-pers.-HH","Urban Area","159","0.244354652170585","0.210612453353652","0.278096850987517","2"
"No","2005","1-pers.-HH","Rural Area","67","0.29395567694011","0.234950888375438","0.352960465504782","2"
"No","2005","Couple + C. GT 16 ","Urban Area","211","0.316555127766286","0.283377064086611","0.349733191445962","2"
"No","2005","Couple + C. GT 16 ","Rural Area","183","0.37531280578212","0.334050998332846","0.416574613231394","2"
"No","2005","(Married) couple without C. ","Urban Area","343","0.280326385756726","0.256178151538032","0.30447461997542","2"
"No","2005","(Married) couple without C. ","Rural Area","180","0.335336996810794","0.296748695877901","0.373925297743687","2"
"No","2005","Single parent ","Urban Area","80","0.395638670304473","0.330727783113976","0.460549557494971","2"
"No","2005","Single parent ","Rural Area","40","0.359700172880952","0.271214922354305","0.448185423407598","2"
"No","2005","Couple + C. LE 16 ","Urban Area","280","0.273163465844788","0.247229362011186","0.299097569678389","2"
"No","2005","Couple + C. LE 16 ","Rural Area","180","0.312657693121687","0.273449028986235","0.351866357257139","2"
"No","2005","Couple + C. LE and GT 16","Urban Area","91","0.281028347697267","0.233936577343766","0.328120118050767","2"
"No","2005","Couple + C. LE and GT 16","Rural Area","81","0.390371776974046","0.32677053307411","0.453973020873981","2"
"Yes","2005","1-pers.-HH","Urban Area","464","0.755645347829415","0.721903149012483","0.789387546646348","1"
"Yes","2005","1-pers.-HH","Rural Area","162","0.70604432305989","0.647039534495218","0.765049111624562","1"
"Yes","2005","(Married) couple without C. ","Urban Area","986","0.719673614243274","0.69552538002458","0.743821848461968","1"
"Yes","2005","Single parent ","Urban Area","138","0.604361329695527","0.53945044250503","0.669272216886024","1"
"Yes","2005","Single parent ","Rural Area","73","0.640299827119048","0.551814576592402","0.728785077645695","1"
"Yes","2005","Couple + C. LE 16 ","Urban Area","854","0.726836534155212","0.700902430321611","0.752770637988814","1"
"Yes","2005","Couple + C. LE 16 ","Rural Area","357","0.687342306878313","0.648133642742861","0.726550971013765","1"
"Yes","2005","Couple + C. GT 16 ","Rural Area","346","0.62468719421788","0.583425386768606","0.665949001667154","1"
"Yes","2005","Couple + C. GT 16 ","Urban Area","544","0.683444872233714","0.650266808554038","0.716622935913389","1"
"Yes","2005","(Married) couple without C. ","Rural Area","395","0.664663003189206","0.626074702256313","0.703251304122099","1"
"Yes","2005","Couple + C. LE and GT 16","Urban Area","259","0.718971652302734","0.671879881949233","0.766063422656234","1"
"Yes","2005","Couple + C. LE and GT 16","Rural Area","145","0.609628223025954","0.546026979126019","0.67322946692589","1"
"No","2006","Couple + C. GT 16 ","Urban Area","223","0.309009215256819","0.277439547107653","0.340578883405985","2"
"No","2006","1-pers.-HH","Urban Area","163","0.240153271063894","0.208325787970976","0.271980754156813","2"
"No","2006","1-pers.-HH","Rural Area","82","0.289034454621787","0.235063197863534","0.343005711380039","2"
"No","2006","Couple + C. GT 16 ","Rural Area","192","0.315008125666701","0.277808525840402","0.352207725493","2"
"No","2006","(Married) couple without C. ","Urban Area","372","0.262139822123108","0.240030275688388","0.284249368557828","2"
"No","2006","(Married) couple without C. ","Rural Area","185","0.325356898862987","0.289116111145878","0.361597686580096","2"
"No","2006","Single parent ","Urban Area","69","0.307504344058813","0.249000649243868","0.366008038873759","2"
"No","2006","Single parent ","Rural Area","51","0.411999346866627","0.330175883340989","0.493822810392266","2"
"No","2006","Couple + C. LE 16 ","Urban Area","303","0.26256970133665","0.237908305372644","0.287231097300657","2"
"No","2006","Couple + C. LE 16 ","Rural Area","164","0.262606652918185","0.2267939942118","0.298419311624569","2"
"No","2006","Couple + C. LE and GT 16","Urban Area","88","0.210068167030383","0.168783648826955","0.251352685233811","2"
"No","2006","Couple + C. LE and GT 16","Rural Area","76","0.344688693502212","0.281307769690916","0.408069617313508","2"
"Yes","2006","1-pers.-HH","Urban Area","529","0.759846728936106","0.728019245843187","0.791674212029024","1"
"Yes","2006","1-pers.-HH","Rural Area","189","0.710965545378214","0.656994288619961","0.764936802136466","1"
"Yes","2006","(Married) couple without C. ","Urban Area","1148","0.737860177876892","0.715750631442172","0.759969724311612","1"
"Yes","2006","Single parent ","Urban Area","170","0.692495655941187","0.633991961126241","0.750999350756132","1"
"Yes","2006","Single parent ","Rural Area","88","0.588000653133373","0.506177189607734","0.669824116659011","1"
"Yes","2006","Couple + C. LE 16 ","Urban Area","920","0.73743029866335","0.712768902699343","0.762091694627356","1"
"Yes","2006","Couple + C. LE 16 ","Rural Area","416","0.737393347081815","0.701580688375431","0.7732060057882","1"
"Yes","2006","Couple + C. GT 16 ","Rural Area","407","0.684991874333299","0.647792274507","0.722191474159598","1"
"Yes","2006","Couple + C. GT 16 ","Urban Area","600","0.690990784743181","0.659421116594015","0.722560452892347","1"
"Yes","2006","Couple + C. LE and GT 16","Urban Area","286","0.789931832969617","0.748647314766189","0.831216351173045","1"
"Yes","2006","(Married) couple without C. ","Rural Area","457","0.674643101137013","0.638402313419904","0.710883888854122","1"
"Yes","2006","Couple + C. LE and GT 16","Rural Area","140","0.655311306497788","0.591930382686492","0.718692230309084","1"
"No","2007","Couple + C. GT 16 ","Urban Area","205","0.269040552215358","0.238291607466517","0.299789496964199","2"
"No","2007","1-pers.-HH","Urban Area","145","0.216539030397949","0.184947673703786","0.248130387092111","2"
"No","2007","1-pers.-HH","Rural Area","72","0.272615229423754","0.220363201752613","0.324867257094895","2"
"No","2007","Couple + C. GT 16 ","Rural Area","191","0.368303423404262","0.32831821843957","0.408288628368955","2"
"No","2007","(Married) couple without C. ","Urban Area","314","0.225119630467614","0.202864855575911","0.247374405359318","2"
"No","2007","(Married) couple without C. ","Rural Area","193","0.31011291953396","0.274165438023305","0.346060401044614","2"
"No","2007","Single parent ","Urban Area","64","0.298222973713072","0.238179503944996","0.358266443481148","2"
"No","2007","Single parent ","Rural Area","38","0.325045884552297","0.244217723782686","0.405874045321908","2"
"No","2007","Couple + C. LE 16 ","Urban Area","237","0.199807480161099","0.176555387745946","0.223059572576252","2"
"No","2007","Couple + C. LE 16 ","Rural Area","168","0.309519775666378","0.270919348130356","0.3481202032024","2"
"No","2007","Couple + C. LE and GT 16","Urban Area","84","0.262089260744625","0.213754334589911","0.31042418689934","2"
"No","2007","Couple + C. LE and GT 16","Rural Area","51","0.234981687237452","0.175775389815987","0.294187984658917","2"
"Yes","2007","1-pers.-HH","Urban Area","508","0.783460969602051","0.751869612907889","0.815052326296214","1"
"Yes","2007","1-pers.-HH","Rural Area","207","0.727384770576246","0.675132742905105","0.779636798247387","1"
"Yes","2007","(Married) couple without C. ","Urban Area","1039","0.774880369532386","0.752625594640682","0.797135144424089","1"
"Yes","2007","Single parent ","Urban Area","159","0.701777026286928","0.641733556518852","0.761820496055004","1"
"Yes","2007","Single parent ","Rural Area","91","0.674954115447703","0.594125954678092","0.755782276217314","1"
"Yes","2007","(Married) couple without C. ","Rural Area","443","0.68988708046604","0.653939598955386","0.725834561976695","1"
"Yes","2007","Couple + C. LE 16 ","Urban Area","899","0.800192519838901","0.776940427423748","0.823444612254054","1"
"Yes","2007","Couple + C. LE 16 ","Rural Area","383","0.690480224333622","0.6518797967976","0.729080651869644","1"
"Yes","2007","Couple + C. GT 16 ","Urban Area","594","0.730959447784642","0.700210503035801","0.761708392533483","1"
"Yes","2007","Couple + C. GT 16 ","Rural Area","368","0.631696576595738","0.591711371631045","0.67168178156043","1"
"Yes","2007","Couple + C. LE and GT 16","Urban Area","234","0.737910739255375","0.68957581310066","0.786245665410089","1"
"Yes","2007","Couple + C. LE and GT 16","Rural Area","146","0.765018312762548","0.705812015341083","0.824224610184013","1"
"No","2008","1-pers.-HH","Urban Area","158","0.247390164496615","0.213986413645323","0.280793915347907","2"
"No","2008","Couple + C. GT 16 ","Urban Area","220","0.28565978927845","0.254891026948282","0.316428551608618","2"
"No","2008","Couple + C. GT 16 ","Rural Area","179","0.346804599051832","0.306772150017213","0.386837048086451","2"
"No","2008","1-pers.-HH","Rural Area","87","0.36593388818286","0.30727054690504","0.424597229460681","2"
"No","2008","(Married) couple without C. ","Urban Area","354","0.240760883882405","0.21805482345992","0.26346694430489","2"
"No","2008","(Married) couple without C. ","Rural Area","189","0.353601513243383","0.316416456258533","0.390786570228233","2"
"No","2008","Single parent ","Urban Area","64","0.259288004059018","0.202152011952732","0.316423996165304","2"
"No","2008","Single parent ","Rural Area","43","0.296279099752999","0.222212501947073","0.370345697558925","2"
"No","2008","Couple + C. LE 16 ","Urban Area","252","0.249770968597749","0.224049156855816","0.275492780339682","2"
"No","2008","Couple + C. LE 16 ","Rural Area","161","0.300485743263497","0.261636602230532","0.339334884296463","2"
"No","2008","Couple + C. LE and GT 16","Urban Area","74","0.262487047788218","0.211672201965815","0.313301893610621","2"
"No","2008","Couple + C. LE and GT 16","Rural Area","56","0.34262247822341","0.273673513755472","0.411571442691347","2"
"Yes","2008","1-pers.-HH","Urban Area","483","0.752609835503385","0.719206084652093","0.786013586354677","1"
"Yes","2008","1-pers.-HH","Rural Area","172","0.63406611181714","0.575402770539319","0.69272945309496","1"
"Yes","2008","(Married) couple without C. ","Urban Area","1008","0.759239116117595","0.73653305569511","0.78194517654008","1"
"Yes","2008","Single parent ","Urban Area","162","0.740711995940982","0.683576003834696","0.797847988047268","1"
"Yes","2008","Single parent ","Rural Area","103","0.703720900247001","0.629654302441075","0.777787498052926","1"
"Yes","2008","Couple + C. LE 16 ","Urban Area","836","0.750229031402251","0.724507219660318","0.775950843144184","1"
"Yes","2008","(Married) couple without C. ","Rural Area","446","0.646398486756617","0.609213429771767","0.683583543741467","1"
"Yes","2008","Couple + C. LE 16 ","Rural Area","374","0.699514256736503","0.660665115703537","0.738363397769468","1"
"Yes","2008","Couple + C. GT 16 ","Urban Area","608","0.71434021072155","0.683571448391382","0.745108973051718","1"
"Yes","2008","Couple + C. GT 16 ","Rural Area","364","0.653195400948168","0.613162951913549","0.693227849982787","1"
"Yes","2008","Couple + C. LE and GT 16","Urban Area","214","0.737512952211782","0.686698106389379","0.788327798034185","1"
"Yes","2008","Couple + C. LE and GT 16","Rural Area","126","0.65737752177659","0.588428557308653","0.726326486244527","1"
"No","2009","1-pers.-HH","Urban Area","153","0.265698386043537","0.230355324628021","0.301041447459053","2"
"No","2009","Couple + C. GT 16 ","Urban Area","211","0.275855741677207","0.243277135329741","0.308434348024673","2"
"No","2009","Couple + C. GT 16 ","Rural Area","171","0.354973981904655","0.312255928977689","0.397692034831621","2"
"No","2009","1-pers.-HH","Rural Area","75","0.31743365213364","0.257407428718502","0.377459875548778","2"
"No","2009","(Married) couple without C. ","Urban Area","319","0.272175031304047","0.247117724124897","0.297232338483197","2"
"No","2009","(Married) couple without C. ","Rural Area","191","0.361426039999572","0.322889186898113","0.399962893101031","2"
"No","2009","Single parent ","Urban Area","55","0.246159668517271","0.186755005031442","0.305564332003099","2"
"No","2009","Single parent ","Rural Area","46","0.461546044847811","0.377452432354002","0.54563965734162","2"
"No","2009","Couple + C. LE 16 ","Urban Area","236","0.254826440843352","0.225566108396544","0.28408677329016","2"
"No","2009","Couple + C. LE 16 ","Rural Area","144","0.291782837959524","0.251491957603953","0.332073718315096","2"
"No","2009","Couple + C. LE and GT 16","Urban Area","69","0.256657459119668","0.204749365629326","0.30856555261001","2"
"No","2009","Couple + C. LE and GT 16","Rural Area","66","0.379870843514069","0.30733662712007","0.452405059908067","2"
"Yes","2009","1-pers.-HH","Urban Area","447","0.734301613956463","0.698958552540947","0.769644675371979","1"
"Yes","2009","1-pers.-HH","Rural Area","156","0.68256634786636","0.622540124451222","0.742592571281498","1"
"Yes","2009","(Married) couple without C. ","Urban Area","893","0.727824968695953","0.702767661516803","0.752882275875102","1"
"Yes","2009","Single parent ","Urban Area","147","0.753840331482729","0.694435667996901","0.813244994968558","1"
"Yes","2009","Single parent ","Rural Area","89","0.538453955152189","0.454360342658379","0.622547567645998","1"
"Yes","2009","Couple + C. LE 16 ","Urban Area","616","0.745173559156648","0.71591322670984","0.774433891603456","1"
"Yes","2009","(Married) couple without C. ","Rural Area","406","0.638573960000428","0.600037106898969","0.677110813101887","1"
"Yes","2009","Couple + C. LE 16 ","Rural Area","345","0.708217162040475","0.667926281684904","0.748508042396047","1"
"Yes","2009","Couple + C. GT 16 ","Urban Area","512","0.724144258322793","0.691565651975327","0.756722864670259","1"
"Yes","2009","Couple + C. GT 16 ","Rural Area","311","0.645026018095345","0.602307965168379","0.687744071022311","1"
"Yes","2009","Couple + C. LE and GT 16","Urban Area","203","0.743342540880332","0.69143444738999","0.795250634370674","1"
"Yes","2009","Couple + C. LE and GT 16","Rural Area","106","0.620129156485931","0.547594940091933","0.69266337287993","1"
"No","2010","1-pers.-HH","Urban Area","148","0.291716011776578","0.25279659771444","0.330635425838716","2"
"No","2010","1-pers.-HH","Rural Area","79","0.371018683859631","0.307472662191607","0.434564705527655","2"
"No","2010","Couple + C. GT 16 ","Urban Area","201","0.330963417238837","0.295279313884344","0.36664752059333","2"
"No","2010","Couple + C. GT 16 ","Rural Area","160","0.409093129566988","0.362836515580318","0.455349743553658","2"
"No","2010","(Married) couple without C. ","Urban Area","330","0.271379706793371","0.246189001234324","0.296570412352418","2"
"No","2010","(Married) couple without C. ","Rural Area","180","0.355513192514553","0.315868143957499","0.395158241071607","2"
"No","2010","Single parent ","Urban Area","162","0.300458925184515","0.261427957310989","0.339489893058041","2"
"No","2010","Single parent ","Rural Area","94","0.407525688649683","0.351548060494345","0.463503316805021","2"
"No","2010","Couple + C. LE 16 ","Urban Area","624","0.294531309414848","0.274979477725508","0.314083141104187","2"
"No","2010","Couple + C. LE 16 ","Rural Area","386","0.301653600024289","0.275354259048386","0.327952941000193","2"
"No","2010","Couple + C. LE and GT 16","Urban Area","118","0.34446014890958","0.295576477060062","0.393343820759099","2"
"No","2010","Couple + C. LE and GT 16","Rural Area","71","0.399421836155701","0.334405795991251","0.464437876320152","2"
"Yes","2010","1-pers.-HH","Urban Area","376","0.708283988223422","0.669364574161284","0.74720340228556","1"
"Yes","2010","1-pers.-HH","Rural Area","143","0.628981316140369","0.565435294472345","0.692527337808393","1"
"Yes","2010","(Married) couple without C. ","Urban Area","867","0.728620293206629","0.703429587647582","0.753810998765676","1"
"Yes","2010","Single parent ","Urban Area","368","0.699541074815485","0.660510106941959","0.738572042689011","1"
"Yes","2010","Single parent ","Rural Area","202","0.592474311350317","0.536496683194979","0.648451939505655","1"
"Yes","2010","Couple + C. LE 16 ","Urban Area","1464","0.705468690585152","0.685916858895813","0.725020522274492","1"
"Yes","2010","Couple + C. LE 16 ","Rural Area","784","0.698346399975711","0.672047058999807","0.724645740951614","1"
"Yes","2010","Couple + C. GT 16 ","Urban Area","467","0.669036582761163","0.63335247940667","0.704720686115655","1"
"Yes","2010","Couple + C. GT 16 ","Rural Area","274","0.590906870433012","0.544650256446342","0.637163484419682","1"
"Yes","2010","(Married) couple without C. ","Rural Area","380","0.644486807485447","0.604841758928393","0.684131856042501","1"
"Yes","2010","Couple + C. LE and GT 16","Urban Area","245","0.65553985109042","0.606656179240901","0.704423522939938","1"
"Yes","2010","Couple + C. LE and GT 16","Rural Area","147","0.600578163844299","0.535562123679848","0.665594204008749","1"
"No","2011","Couple + C. GT 16 ","Urban Area","188","0.220398327449833","0.191139195983411","0.249657458916254","2"
"No","2011","1-pers.-HH","Urban Area","177","0.267207766753235","0.233189954477595","0.301225579028875","2"
"No","2011","1-pers.-HH","Rural Area","87","0.300332416149451","0.247205812083419","0.353459020215484","2"
"No","2011","Couple + C. GT 16 ","Rural Area","174","0.340759514292028","0.299624757529559","0.381894271054496","2"
"No","2011","Couple + C. LE and GT 16","Urban Area","116","0.244683446010251","0.204919294838394","0.284447597182107","2"
"No","2011","(Married) couple without C. ","Urban Area","321","0.21920842627576","0.197698088355446","0.240718764196074","2"
"No","2011","(Married) couple without C. ","Rural Area","234","0.319712382686225","0.286555987566414","0.352868777806035","2"
"No","2011","Single parent ","Urban Area","197","0.276240021910617","0.243116260102213","0.309363783719022","2"
"No","2011","Single parent ","Rural Area","122","0.364461337399734","0.315943781912697","0.412978892886771","2"
"No","2011","Couple + C. LE 16 ","Urban Area","537","0.21996535853937","0.203434571545844","0.236496145532897","2"
"No","2011","Couple + C. LE 16 ","Rural Area","351","0.243976906544985","0.220998827231667","0.266954985858304","2"
"No","2011","Couple + C. LE and GT 16","Rural Area","90","0.347346432021724","0.295015639688575","0.399677224354873","2"
"Yes","2011","1-pers.-HH","Urban Area","473","0.732792233246765","0.698774420971125","0.766810045522405","1"
"Yes","2011","1-pers.-HH","Rural Area","199","0.699667583850549","0.646540979784516","0.752794187916581","1"
"Yes","2011","(Married) couple without C. ","Urban Area","1100","0.78079157372424","0.759281235803926","0.802301911644554","1"
"Yes","2011","Single parent ","Urban Area","503","0.723759978089383","0.690636216280978","0.756883739897787","1"
"Yes","2011","Single parent ","Rural Area","256","0.635538662600266","0.587021107113229","0.684056218087303","1"
"Yes","2011","Couple + C. LE 16 ","Urban Area","1875","0.78003464146063","0.763503854467103","0.796565428454156","1"
"Yes","2011","Couple + C. LE 16 ","Rural Area","991","0.756023093455015","0.733045014141696","0.779001172768333","1"
"Yes","2011","(Married) couple without C. ","Rural Area","526","0.680287617313775","0.647131222193965","0.713444012433586","1"
"Yes","2011","Couple + C. GT 16 ","Urban Area","583","0.779601672550167","0.750342541083746","0.808860804016589","1"
"Yes","2011","Couple + C. GT 16 ","Rural Area","336","0.659240485707972","0.618105728945504","0.700375242470441","1"
"Yes","2011","Couple + C. LE and GT 16","Urban Area","333","0.755316553989749","0.715552402817893","0.795080705161606","1"
"Yes","2011","Couple + C. LE and GT 16","Rural Area","228","0.652653567978276","0.600322775645127","0.704984360311425","1"
"No","2012","Couple + C. GT 16 ","Urban Area","228","0.306720431700837","0.274726162152507","0.338714701249167","2"
"No","2012","1-pers.-HH","Urban Area","201","0.274941486712626","0.24300884935371","0.306874124071542","2"
"No","2012","1-pers.-HH","Rural Area","94","0.271695782735126","0.223109014115173","0.32028255135508","2"
"No","2012","Couple + C. GT 16 ","Rural Area","172","0.351357803613183","0.309679481827174","0.393036125399193","2"
"No","2012","Couple + C. LE and GT 16","Urban Area","134","0.233009450859211","0.195229853304041","0.270789048414382","2"
"No","2012","(Married) couple without C. ","Urban Area","379","0.245619403679893","0.223666881010458","0.267571926349329","2"
"No","2012","(Married) couple without C. ","Rural Area","266","0.325184382377987","0.292497989852364","0.35787077490361","2"
"No","2012","Single parent ","Urban Area","230","0.369868745276529","0.334531894636672","0.405205595916386","2"
"No","2012","Single parent ","Rural Area","116","0.318461134608069","0.273255607044285","0.363666662171852","2"
"No","2012","Couple + C. LE 16 ","Urban Area","608","0.263607192630259","0.245651851046379","0.281562534214139","2"
"No","2012","Couple + C. LE 16 ","Rural Area","365","0.265066595413841","0.241310348925167","0.288822841902514","2"
"No","2012","Couple + C. LE and GT 16","Rural Area","91","0.289882461659984","0.241224832135362","0.338540091184606","2"
"Yes","2012","1-pers.-HH","Urban Area","550","0.725058513287374","0.693125875928458","0.75699115064629","1"
"Yes","2012","1-pers.-HH","Rural Area","228","0.728304217264874","0.67971744864492","0.776890985884827","1"
"Yes","2012","(Married) couple without C. ","Urban Area","1098","0.754380596320107","0.732428073650672","0.776333118989542","1"
"Yes","2012","(Married) couple without C. ","Rural Area","523","0.674815617622013","0.64212922509639","0.707502010147636","1"
"Yes","2012","Single parent ","Rural Area","292","0.681538865391931","0.636333337828148","0.726744392955715","1"
"Yes","2012","Couple + C. LE 16 ","Urban Area","1705","0.736392807369741","0.718437465785861","0.754348148953621","1"
"Yes","2012","Couple + C. LE 16 ","Rural Area","961","0.734933404586159","0.711177158097486","0.758689651074833","1"
"Yes","2012","Single parent ","Urban Area","487","0.630131254723471","0.594794404083614","0.665468105363328","1"
"Yes","2012","Couple + C. GT 16 ","Rural Area","332","0.648642196386817","0.606963874600807","0.690320518172826","1"
"Yes","2012","Couple + C. GT 16 ","Urban Area","570","0.693279568299163","0.661285298750833","0.725273837847493","1"
"Yes","2012","Couple + C. LE and GT 16","Urban Area","347","0.766990549140789","0.729210951585618","0.804770146695959","1"
"Yes","2012","Couple + C. LE and GT 16","Rural Area","243","0.710117538340016","0.661459908815394","0.758775167864638","1"
"No","2013","1-pers.-HH","Urban Area","182","0.241076936048758","0.211620358329458","0.270533513768057","2"
"No","2013","Couple + C. GT 16 ","Urban Area","265","0.266558205539014","0.237143325365205","0.295973085712824","2"
"No","2013","Couple + C. GT 16 ","Rural Area","149","0.330465713892979","0.287573672351837","0.373357755434121","2"
"No","2013","1-pers.-HH","Rural Area","116","0.333716944807675","0.283814761782675","0.383619127832675","2"
"No","2013","(Married) couple without C. ","Urban Area","398","0.244939921828198","0.223544405363094","0.266335438293302","2"
"No","2013","(Married) couple without C. ","Rural Area","223","0.307407217065546","0.274837280515142","0.33997715361595","2"
"No","2013","Single parent ","Urban Area","200","0.307155757704239","0.273645363417717","0.340666151990761","2"
"No","2013","Single parent ","Rural Area","119","0.352811010908777","0.304382745359665","0.401239276457889","2"
"No","2013","Couple + C. LE 16 ","Urban Area","631","0.256026831932782","0.238867267018988","0.273186396846575","2"
"No","2013","Couple + C. LE 16 ","Rural Area","388","0.265297551465684","0.241711897337038","0.288883205594331","2"
"No","2013","Couple + C. LE and GT 16","Urban Area","161","0.295839175189692","0.258979269891187","0.332699080488198","2"
"No","2013","Couple + C. LE and GT 16","Rural Area","94","0.282847971007808","0.236128691933523","0.329567250082093","2"
"Yes","2013","1-pers.-HH","Urban Area","628","0.758923063951243","0.729466486231943","0.788379641670542","1"
"Yes","2013","1-pers.-HH","Rural Area","227","0.666283055192325","0.616380872167325","0.716185238217325","1"
"Yes","2013","(Married) couple without C. ","Urban Area","1154","0.755060078171802","0.733664561706698","0.776455594636906","1"
"Yes","2013","(Married) couple without C. ","Rural Area","548","0.692592782934454","0.66002284638405","0.725162719484858","1"
"Yes","2013","Single parent ","Rural Area","255","0.647188989091223","0.598760723542111","0.695617254640336","1"
"Yes","2013","Couple + C. LE 16 ","Urban Area","1854","0.743973168067218","0.726813603153425","0.761132732981012","1"
"Yes","2013","Couple + C. LE 16 ","Rural Area","958","0.734702448534316","0.711116794405669","0.758288102662962","1"
"Yes","2013","Couple + C. GT 16 ","Urban Area","603","0.733441794460986","0.704026914287176","0.762856674634795","1"
"Yes","2013","Couple + C. GT 16 ","Rural Area","313","0.669534286107021","0.626642244565879","0.712426327648162","1"
"Yes","2013","Single parent ","Urban Area","528","0.692844242295761","0.659333848009239","0.726354636582283","1"
"Yes","2013","Couple + C. LE and GT 16","Urban Area","428","0.704160824810308","0.667300919511802","0.741020730108813","1"
"Yes","2013","Couple + C. LE and GT 16","Rural Area","263","0.717152028992192","0.670432749917907","0.763871308066477","1"
