"plb0196_h","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Yes","2016","Hamburg","lower secondary degree","9","","",""
"Yes","2016","Hamburg","secondary school degree","15","","",""
"Yes","2016","Hamburg","college entrance qualification","55","0.751015944442247","0.648237040566057","0.853794848318437"
"Yes","2016","Hamburg","Other degree","13","","",""
"Yes","2016","Hamburg","no degree/no degree yet","","","",""
"Yes","2016","Lower Saxony","lower secondary degree","96","0.523509286963605","0.44331482605677","0.60370374787044"
"Yes","2016","Lower Saxony","secondary school degree","236","0.747677425338536","0.699404559302286","0.795950291374786"
"Yes","2016","Lower Saxony","college entrance qualification","257","0.761774351643323","0.714730784420253","0.808817918866392"
"Yes","2016","Lower Saxony","Other degree","78","0.852488097364047","0.782984739740262","0.921991454987831"
"Yes","2016","Lower Saxony","no degree/no degree yet","14","","",""
"Yes","2016","Bremen","lower secondary degree","8","","",""
"Yes","2016","Bremen","secondary school degree","13","","",""
"Yes","2016","Bremen","college entrance qualification","15","","",""
"Yes","2016","Bremen","Other degree","7","","",""
"Yes","2016","Bremen","no degree/no degree yet","1","","",""
"Yes","2016","North Rhine-Westphalia","lower secondary degree","209","0.761313907097589","0.710372915986398","0.81225489820878"
"Yes","2016","North Rhine-Westphalia","secondary school degree","314","0.803317847305172","0.765212481552918","0.841423213057426"
"Yes","2016","North Rhine-Westphalia","college entrance qualification","537","0.807508030304413","0.778047971791449","0.836968088817378"
"Yes","2016","North Rhine-Westphalia","Other degree","141","0.686094836703378","0.623178090715858","0.749011582690899"
"Yes","2016","North Rhine-Westphalia","no degree/no degree yet","26","","",""
"Yes","2016","Hesse","lower secondary degree","66","0.776126683534975","0.690483092534658","0.861770274535293"
"Yes","2016","Hesse","secondary school degree","136","0.7998016665586","0.740515898859063","0.859087434258136"
"Yes","2016","Hesse","college entrance qualification","234","0.837505601274781","0.794295813517901","0.880715389031661"
"Yes","2016","Hesse","Other degree","72","0.705083667968689","0.617443911752091","0.792723424185287"
"Yes","2016","Hesse","no degree/no degree yet","4","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","lower secondary degree","85","0.616823443169815","0.530555771527792","0.703091114811838"
"Yes","2016","Rhineland-Palatinate,Saarland","secondary school degree","102","0.84003835408703","0.775518297714742","0.904558410459319"
"Yes","2016","Rhineland-Palatinate,Saarland","college entrance qualification","125","0.773591735141914","0.70791858620004","0.839264884083787"
"Yes","2016","Rhineland-Palatinate,Saarland","Other degree","61","0.523069740506079","0.418116536312657","0.628022944699501"
"Yes","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","3","","",""
"Yes","2016","Baden-Württemberg","lower secondary degree","181","0.777515397042591","0.723528900220959","0.831501893864224"
"Yes","2016","Baden-Württemberg","secondary school degree","266","0.828583246227814","0.788105093817915","0.869061398637714"
"Yes","2016","Baden-Württemberg","college entrance qualification","351","0.81101869449868","0.774396810230258","0.847640578767102"
"Yes","2016","Baden-Württemberg","Other degree","137","0.738691248311614","0.674685753689217","0.802696742934011"
"Yes","2016","Baden-Württemberg","no degree/no degree yet","4","","",""
"Yes","2016","Bavaria","lower secondary degree","293","0.724516970618412","0.681430117964975","0.767603823271849"
"Yes","2016","Bavaria","secondary school degree","339","0.771507436778891","0.732453690619917","0.810561182937864"
"Yes","2016","Bavaria","college entrance qualification","361","0.841322481842747","0.807526593449322","0.875118370236172"
"Yes","2016","Bavaria","Other degree","163","0.7487685972398","0.691325637826407","0.806211556653194"
"Yes","2016","Bavaria","no degree/no degree yet","9","","",""
"Yes","2016","Berlin","lower secondary degree","18","","",""
"Yes","2016","Berlin","secondary school degree","72","0.777582680001783","0.69395618797412","0.861209172029447"
"Yes","2016","Berlin","college entrance qualification","133","0.834616377228889","0.776685614139786","0.892547140317991"
"Yes","2016","Berlin","Other degree","21","","",""
"Yes","2016","Berlin","no degree/no degree yet","2","","",""
"Yes","2016","Brandenburg","lower secondary degree","12","","",""
"Yes","2016","Brandenburg","secondary school degree","103","0.680580861859571","0.603621959002503","0.757539764716638"
"Yes","2016","Brandenburg","college entrance qualification","97","0.881707622091577","0.822937069390529","0.940478174792626"
"Yes","2016","Brandenburg","Other degree","9","","",""
"Yes","2016","Brandenburg","no degree/no degree yet","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","lower secondary degree","10","","",""
"Yes","2016","Mecklenburg-Western Pomerania","secondary school degree","59","0.632207340482496","0.534204669452577","0.730210011512414"
"Yes","2016","Mecklenburg-Western Pomerania","college entrance qualification","42","0.770199282442821","0.654736970832157","0.885661594053485"
"Yes","2016","Mecklenburg-Western Pomerania","Other degree","7","","",""
"Yes","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","2016","Saxony","lower secondary degree","17","","",""
"Yes","2016","Saxony","secondary school degree","234","0.665756119894093","0.615466418529245","0.716045821258942"
"Yes","2016","Saxony","college entrance qualification","135","0.839749147004307","0.785706524154349","0.893791769854264"
"Yes","2016","Saxony","Other degree","6","","",""
"Yes","2016","Saxony","no degree/no degree yet","","","",""
"Yes","2016","Saxony-Anhalt","lower secondary degree","13","","",""
"Yes","2016","Saxony-Anhalt","secondary school degree","125","0.774428068106959","0.71178354494089","0.837072591273028"
"Yes","2016","Saxony-Anhalt","college entrance qualification","72","0.730014249186036","0.637780645335458","0.822247853036613"
"Yes","2016","Saxony-Anhalt","Other degree","8","","",""
"Yes","2016","Saxony-Anhalt","no degree/no degree yet","2","","",""
"Yes","2016","Thuringia","lower secondary degree","24","","",""
"Yes","2016","Thuringia","secondary school degree","120","0.677830041746814","0.606741930759925","0.748918152733704"
"Yes","2016","Thuringia","college entrance qualification","68","0.720502237242713","0.629298328461886","0.811706146023541"
"Yes","2016","Thuringia","Other degree","22","","",""
"Yes","2016","Thuringia","no degree/no degree yet","1","","",""
"No","2016","Schleswig-Holstein","lower secondary degree","11","","",""
"No","2016","Schleswig-Holstein","secondary school degree","29","","",""
"No","2016","Schleswig-Holstein","college entrance qualification","22","","",""
"No","2016","Schleswig-Holstein","Other degree","5","","",""
"No","2016","Schleswig-Holstein","no degree/no degree yet","1","","",""
"No","2016","Hamburg","lower secondary degree","1","","",""
"No","2016","Hamburg","secondary school degree","7","","",""
"No","2016","Hamburg","college entrance qualification","13","","",""
"No","2016","Hamburg","Other degree","3","","",""
"No","2016","Hamburg","no degree/no degree yet","","","",""
"No","2016","Lower Saxony","lower secondary degree","53","0.476490713036395","0.39629625212956","0.55668517394323"
"No","2016","Lower Saxony","secondary school degree","75","0.252322574661464","0.204049708625214","0.300595440697714"
"No","2016","Lower Saxony","college entrance qualification","58","0.238225648356678","0.191182081133608","0.285269215579747"
"No","2016","Lower Saxony","Other degree","22","","",""
"No","2016","Lower Saxony","no degree/no degree yet","4","","",""
"No","2016","Bremen","lower secondary degree","2","","",""
"No","2016","Bremen","secondary school degree","1","","",""
"No","2016","Bremen","college entrance qualification","3","","",""
"No","2016","Bremen","Other degree","1","","",""
"No","2016","Bremen","no degree/no degree yet","","","",""
"No","2016","North Rhine-Westphalia","lower secondary degree","60","0.238686092902411","0.18774510179122","0.289627084013602"
"No","2016","North Rhine-Westphalia","secondary school degree","104","0.196682152694828","0.158576786942574","0.234787518447082"
"No","2016","North Rhine-Westphalia","college entrance qualification","151","0.192491969695587","0.163031911182622","0.221952028208551"
"No","2016","North Rhine-Westphalia","Other degree","68","0.313905163296621","0.250988417309101","0.376821909284142"
"No","2016","North Rhine-Westphalia","no degree/no degree yet","9","","",""
"No","2016","Hesse","lower secondary degree","25","","",""
"No","2016","Hesse","secondary school degree","39","0.2001983334414","0.140912565741864","0.259484101140937"
"No","2016","Hesse","college entrance qualification","46","0.162494398725219","0.119284610968339","0.205704186482099"
"No","2016","Hesse","Other degree","32","0.294916332031311","0.207276575814713","0.382556088247909"
"No","2016","Hesse","no degree/no degree yet","2","","",""
"No","2016","Rhineland-Palatinate,Saarland","lower secondary degree","37","0.383176556830185","0.296908885188162","0.469444228472208"
"No","2016","Rhineland-Palatinate,Saarland","secondary school degree","22","","",""
"No","2016","Rhineland-Palatinate,Saarland","college entrance qualification","31","0.226408264858086","0.160735115916213","0.29208141379996"
"No","2016","Rhineland-Palatinate,Saarland","Other degree","26","","",""
"No","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","1","","",""
"No","2016","Baden-Württemberg","lower secondary degree","47","0.222484602957409","0.168498106135776","0.276471099779041"
"No","2016","Baden-Württemberg","secondary school degree","67","0.171416753772186","0.130938601362286","0.211894906182085"
"No","2016","Baden-Württemberg","college entrance qualification","88","0.18898130550132","0.152359421232898","0.225603189769742"
"No","2016","Baden-Württemberg","Other degree","44","0.261308751688386","0.197303257065989","0.325314246310783"
"No","2016","Baden-Württemberg","no degree/no degree yet","3","","",""
"No","2016","Bavaria","lower secondary degree","120","0.275483029381588","0.232396176728151","0.318569882035025"
"No","2016","Bavaria","secondary school degree","105","0.228492563221109","0.189438817062136","0.267546309380083"
"No","2016","Bavaria","college entrance qualification","88","0.158677518157253","0.124881629763828","0.192473406550678"
"No","2016","Bavaria","Other degree","56","0.251231402760199","0.193788443346806","0.308674362173593"
"No","2016","Bavaria","no degree/no degree yet","8","","",""
"No","2016","Berlin","lower secondary degree","6","","",""
"No","2016","Berlin","secondary school degree","23","","",""
"No","2016","Berlin","college entrance qualification","25","","",""
"No","2016","Berlin","Other degree","9","","",""
"No","2016","Berlin","no degree/no degree yet","2","","",""
"No","2016","Brandenburg","lower secondary degree","8","","",""
"No","2016","Brandenburg","secondary school degree","38","0.319419138140429","0.242460235283362","0.396378040997496"
"No","2016","Brandenburg","college entrance qualification","19","","",""
"No","2016","Brandenburg","Other degree","7","","",""
"No","2016","Brandenburg","no degree/no degree yet","1","","",""
"No","2016","Mecklenburg-Western Pomerania","lower secondary degree","4","","",""
"No","2016","Mecklenburg-Western Pomerania","secondary school degree","34","0.367792659517504","0.269789988487586","0.465795330547423"
"No","2016","Mecklenburg-Western Pomerania","college entrance qualification","9","","",""
"No","2016","Mecklenburg-Western Pomerania","Other degree","1","","",""
"No","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"No","2016","Saxony","lower secondary degree","8","","",""
"No","2016","Saxony","secondary school degree","104","0.334243880105907","0.283954178741058","0.384533581470755"
"No","2016","Saxony","college entrance qualification","42","0.160250852995693","0.106208230145736","0.214293475845651"
"No","2016","Saxony","Other degree","7","","",""
"No","2016","Saxony","no degree/no degree yet","","","",""
"No","2016","Saxony-Anhalt","lower secondary degree","7","","",""
"No","2016","Saxony-Anhalt","secondary school degree","46","0.225571931893041","0.162927408726972","0.28821645505911"
"No","2016","Saxony-Anhalt","college entrance qualification","17","","",""
"No","2016","Saxony-Anhalt","Other degree","1","","",""
"No","2016","Saxony-Anhalt","no degree/no degree yet","","","",""
"No","2016","Thuringia","lower secondary degree","13","","",""
"No","2016","Thuringia","secondary school degree","46","0.322169958253185","0.251081847266296","0.393258069240075"
"No","2016","Thuringia","college entrance qualification","25","","",""
"No","2016","Thuringia","Other degree","4","","",""
"No","2016","Thuringia","no degree/no degree yet","","","",""
"Yes","2017","Schleswig-Holstein","lower secondary degree","38","0.503116222017598","0.373316957200468","0.632915486834729"
"Yes","2017","Schleswig-Holstein","secondary school degree","96","0.830701812874441","0.763604334205147","0.897799291543735"
"Yes","2017","Schleswig-Holstein","college entrance qualification","108","0.790449795513939","0.721282075413554","0.859617515614324"
"Yes","2017","Schleswig-Holstein","Other degree","27","","",""
"Yes","2017","Schleswig-Holstein","no degree/no degree yet","4","","",""
"Yes","2017","Hamburg","lower secondary degree","9","","",""
"Yes","2017","Hamburg","secondary school degree","17","","",""
"Yes","2017","Hamburg","college entrance qualification","59","0.709007820528458","0.607553884686251","0.810461756370665"
"Yes","2017","Hamburg","Other degree","12","","",""
"Yes","2017","Hamburg","no degree/no degree yet","","","",""
"Yes","2017","Lower Saxony","lower secondary degree","103","0.588176078295314","0.510444552198283","0.665907604392346"
"Yes","2017","Lower Saxony","secondary school degree","259","0.742006350430652","0.696492640887843","0.787520059973461"
"Yes","2017","Lower Saxony","college entrance qualification","304","0.886318441566602","0.853437330821369","0.919199552311836"
"Yes","2017","Lower Saxony","Other degree","71","0.790474708719308","0.705924379331157","0.875025038107459"
"Yes","2017","Lower Saxony","no degree/no degree yet","7","","",""
"Yes","2017","Bremen","lower secondary degree","7","","",""
"Yes","2017","Bremen","secondary school degree","19","","",""
"Yes","2017","Bremen","college entrance qualification","24","","",""
"Yes","2017","Bremen","Other degree","8","","",""
"Yes","2017","Bremen","no degree/no degree yet","1","","",""
"Yes","2017","North Rhine-Westphalia","lower secondary degree","201","0.69962822646525","0.647227459136713","0.752028993793787"
"Yes","2017","North Rhine-Westphalia","secondary school degree","323","0.77072542358955","0.730947030296682","0.810503816882418"
"Yes","2017","North Rhine-Westphalia","college entrance qualification","572","0.759719693997381","0.728894509076982","0.790544878917779"
"Yes","2017","North Rhine-Westphalia","Other degree","144","0.672639196665116","0.60824637859377","0.737032014736462"
"Yes","2017","North Rhine-Westphalia","no degree/no degree yet","25","","",""
"Yes","2017","Hesse","lower secondary degree","72","0.690182376519767","0.59862991085136","0.781734842188174"
"Yes","2017","Hesse","secondary school degree","165","0.816096792061983","0.76306495784776","0.869128626276206"
"Yes","2017","Hesse","college entrance qualification","245","0.819877470327325","0.776536052469439","0.863218888185212"
"Yes","2017","Hesse","Other degree","61","0.706569579701706","0.608016273003324","0.805122886400087"
"Yes","2017","Hesse","no degree/no degree yet","9","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","lower secondary degree","95","0.767714098276521","0.693085253466534","0.842342943086509"
"Yes","2017","Rhineland-Palatinate,Saarland","secondary school degree","103","0.825832176657337","0.761377841541556","0.890286511773119"
"Yes","2017","Rhineland-Palatinate,Saarland","college entrance qualification","139","0.761018512502662","0.699061261842979","0.822975763162344"
"Yes","2017","Rhineland-Palatinate,Saarland","Other degree","46","0.570153616788609","0.464286513971789","0.676020719605428"
"Yes","2017","Rhineland-Palatinate,Saarland","no degree/no degree yet","6","","",""
"Yes","2017","Baden-Württemberg","lower secondary degree","175","0.750433098688327","0.694259771101659","0.806606426274995"
"Yes","2017","Baden-Württemberg","secondary school degree","287","0.839555763293058","0.800995028284365","0.878116498301751"
"Yes","2017","Baden-Württemberg","college entrance qualification","425","0.799142254503117","0.764773073868628","0.833511435137605"
"Yes","2017","Baden-Württemberg","Other degree","125","0.724032842615588","0.655411040021753","0.792654645209423"
"Yes","2017","Baden-Württemberg","no degree/no degree yet","5","","",""
"Yes","2017","Bavaria","lower secondary degree","289","0.698057030264364","0.653672145788991","0.742441914739737"
"Yes","2017","Bavaria","secondary school degree","362","0.743167080121777","0.704523627537472","0.781810532706083"
"Yes","2017","Bavaria","college entrance qualification","400","0.796551258624642","0.761544604575256","0.831557912674027"
"Yes","2017","Bavaria","Other degree","183","0.797847576039732","0.747038428121998","0.848656723957466"
"Yes","2017","Bavaria","no degree/no degree yet","20","","",""
"Yes","2017","Berlin","lower secondary degree","17","","",""
"Yes","2017","Berlin","secondary school degree","88","0.920086780734344","0.867204386090046","0.972969175378641"
"Yes","2017","Berlin","college entrance qualification","127","0.773486546444968","0.708628855542749","0.838344237347187"
"Yes","2017","Berlin","Other degree","16","","",""
"Yes","2017","Berlin","no degree/no degree yet","3","","",""
"Yes","2017","Brandenburg","lower secondary degree","13","","",""
"Yes","2017","Brandenburg","secondary school degree","105","0.70586760420065","0.633667897882398","0.778067310518903"
"Yes","2017","Brandenburg","college entrance qualification","97","0.930674340304819","0.884250074260507","0.97709860634913"
"Yes","2017","Brandenburg","Other degree","12","","",""
"Yes","2017","Brandenburg","no degree/no degree yet","1","","",""
"Yes","2017","Mecklenburg-Western Pomerania","lower secondary degree","10","","",""
"Yes","2017","Mecklenburg-Western Pomerania","secondary school degree","70","0.667421970200596","0.575080854308831","0.759763086092361"
"Yes","2017","Mecklenburg-Western Pomerania","college entrance qualification","43","0.872882723896044","0.78146229781759","0.964303149974498"
"Yes","2017","Mecklenburg-Western Pomerania","Other degree","4","","",""
"Yes","2017","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","2017","Saxony","lower secondary degree","23","","",""
"Yes","2017","Saxony","secondary school degree","267","0.730861008140137","0.686501350487634","0.77522066579264"
"Yes","2017","Saxony","college entrance qualification","141","0.791895832920236","0.734474681897602","0.84931698394287"
"Yes","2017","Saxony","Other degree","12","","",""
"Yes","2017","Saxony","no degree/no degree yet","","","",""
"Yes","2017","Saxony-Anhalt","lower secondary degree","14","","",""
"Yes","2017","Saxony-Anhalt","secondary school degree","138","0.772240842857554","0.710104831181317","0.834376854533791"
"Yes","2017","Saxony-Anhalt","college entrance qualification","83","0.7508225517049","0.668866840475621","0.832778262934179"
"Yes","2017","Saxony-Anhalt","Other degree","4","","",""
"Yes","2017","Saxony-Anhalt","no degree/no degree yet","2","","",""
"Yes","2017","Thuringia","lower secondary degree","28","","",""
"Yes","2017","Thuringia","secondary school degree","127","0.680179198282417","0.612603962000745","0.74775443456409"
"Yes","2017","Thuringia","college entrance qualification","79","0.808947285247996","0.733391427739656","0.884503142756336"
"Yes","2017","Thuringia","Other degree","22","","",""
"Yes","2017","Thuringia","no degree/no degree yet","","","",""
"No","2017","Schleswig-Holstein","lower secondary degree","19","","",""
"No","2017","Schleswig-Holstein","secondary school degree","24","","",""
"No","2017","Schleswig-Holstein","college entrance qualification","25","","",""
"No","2017","Schleswig-Holstein","Other degree","4","","",""
"No","2017","Schleswig-Holstein","no degree/no degree yet","","","",""
"No","2017","Hamburg","lower secondary degree","3","","",""
"No","2017","Hamburg","secondary school degree","2","","",""
"No","2017","Hamburg","college entrance qualification","18","","",""
"No","2017","Hamburg","Other degree","4","","",""
"No","2017","Hamburg","no degree/no degree yet","","","",""
"No","2017","Lower Saxony","lower secondary degree","51","0.411823921704686","0.334092395607654","0.489555447801717"
"No","2017","Lower Saxony","secondary school degree","96","0.257993649569348","0.212479940026539","0.303507359112157"
"No","2017","Lower Saxony","college entrance qualification","54","0.113681558433398","0.0808004476881639","0.146562669178631"
"No","2017","Lower Saxony","Other degree","18","","",""
"No","2017","Lower Saxony","no degree/no degree yet","9","","",""
"No","2017","Bremen","lower secondary degree","3","","",""
"No","2017","Bremen","secondary school degree","4","","",""
"No","2017","Bremen","college entrance qualification","4","","",""
"No","2017","Bremen","Other degree","1","","",""
"No","2017","Bremen","no degree/no degree yet","1","","",""
"No","2017","North Rhine-Westphalia","lower secondary degree","93","0.30037177353475","0.247971006206213","0.352772540863287"
"No","2017","North Rhine-Westphalia","secondary school degree","106","0.22927457641045","0.189496183117582","0.269052969703318"
"No","2017","North Rhine-Westphalia","college entrance qualification","166","0.240280306002619","0.209455121082221","0.271105490923018"
"No","2017","North Rhine-Westphalia","Other degree","60","0.327360803334884","0.262967985263538","0.39175362140623"
"No","2017","North Rhine-Westphalia","no degree/no degree yet","10","","",""
"No","2017","Hesse","lower secondary degree","26","","",""
"No","2017","Hesse","secondary school degree","40","0.183903207938017","0.130871373723794","0.23693504215224"
"No","2017","Hesse","college entrance qualification","57","0.180122529672675","0.136781111814788","0.223463947530561"
"No","2017","Hesse","Other degree","21","","",""
"No","2017","Hesse","no degree/no degree yet","5","","",""
"No","2017","Rhineland-Palatinate,Saarland","lower secondary degree","28","","",""
"No","2017","Rhineland-Palatinate,Saarland","secondary school degree","30","0.174167823342663","0.109713488226881","0.238622158458444"
"No","2017","Rhineland-Palatinate,Saarland","college entrance qualification","43","0.238981487497338","0.177024236837656","0.300938738157021"
"No","2017","Rhineland-Palatinate,Saarland","Other degree","38","0.429846383211391","0.323979280394572","0.535713486028211"
"No","2017","Rhineland-Palatinate,Saarland","no degree/no degree yet","3","","",""
"No","2017","Baden-Württemberg","lower secondary degree","53","0.249566901311673","0.193393573725005","0.305740228898341"
"No","2017","Baden-Württemberg","secondary school degree","61","0.160444236706942","0.121883501698249","0.199004971715635"
"No","2017","Baden-Württemberg","college entrance qualification","97","0.200857745496883","0.166488564862395","0.235226926131371"
"No","2017","Baden-Württemberg","Other degree","38","0.275967157384412","0.207345354790577","0.344588959978247"
"No","2017","Baden-Württemberg","no degree/no degree yet","5","","",""
"No","2017","Bavaria","lower secondary degree","122","0.301942969735636","0.257558085260263","0.346327854211009"
"No","2017","Bavaria","secondary school degree","129","0.256832919878223","0.218189467293917","0.295476372462528"
"No","2017","Bavaria","college entrance qualification","108","0.203448741375358","0.168442087325973","0.238455395424744"
"No","2017","Bavaria","Other degree","57","0.202152423960268","0.151343276042534","0.252961571878002"
"No","2017","Bavaria","no degree/no degree yet","8","","",""
"No","2017","Berlin","lower secondary degree","7","","",""
"No","2017","Berlin","secondary school degree","13","","",""
"No","2017","Berlin","college entrance qualification","33","0.226513453555032","0.161655762652814","0.291371144457251"
"No","2017","Berlin","Other degree","9","","",""
"No","2017","Berlin","no degree/no degree yet","1","","",""
"No","2017","Brandenburg","lower secondary degree","7","","",""
"No","2017","Brandenburg","secondary school degree","48","0.29413239579935","0.221932689481097","0.366332102117602"
"No","2017","Brandenburg","college entrance qualification","18","","",""
"No","2017","Brandenburg","Other degree","6","","",""
"No","2017","Brandenburg","no degree/no degree yet","2","","",""
"No","2017","Mecklenburg-Western Pomerania","lower secondary degree","5","","",""
"No","2017","Mecklenburg-Western Pomerania","secondary school degree","30","0.332578029799404","0.240236913907639","0.424919145691169"
"No","2017","Mecklenburg-Western Pomerania","college entrance qualification","8","","",""
"No","2017","Mecklenburg-Western Pomerania","Other degree","2","","",""
"No","2017","Mecklenburg-Western Pomerania","no degree/no degree yet","1","","",""
"No","2017","Saxony","lower secondary degree","13","","",""
"No","2017","Saxony","secondary school degree","117","0.269138991859863","0.22477933420736","0.313498649512365"
"No","2017","Saxony","college entrance qualification","51","0.208104167079764","0.15068301605713","0.265525318102398"
"No","2017","Saxony","Other degree","4","","",""
"No","2017","Saxony","no degree/no degree yet","1","","",""
"No","2017","Saxony-Anhalt","lower secondary degree","4","","",""
"No","2017","Saxony-Anhalt","secondary school degree","37","0.227759157142446","0.165623145466209","0.289895168818683"
"No","2017","Saxony-Anhalt","college entrance qualification","24","","",""
"No","2017","Saxony-Anhalt","Other degree","5","","",""
"No","2017","Saxony-Anhalt","no degree/no degree yet","2","","",""
"No","2017","Thuringia","lower secondary degree","15","","",""
"No","2017","Thuringia","secondary school degree","56","0.319820801717583","0.25224556543591","0.387396037999255"
"No","2017","Thuringia","college entrance qualification","25","","",""
"No","2017","Thuringia","Other degree","13","","",""
"No","2017","Thuringia","no degree/no degree yet","1","","",""
"Yes","2018","Schleswig-Holstein","lower secondary degree","37","0.56073432656374","0.438182434364778","0.683286218762701"
"Yes","2018","Schleswig-Holstein","secondary school degree","94","0.806517208710368","0.735542666237954","0.877491751182782"
"Yes","2018","Schleswig-Holstein","college entrance qualification","103","0.753723634994024","0.68184067002643","0.825606599961617"
"Yes","2018","Schleswig-Holstein","Other degree","28","","",""
"Yes","2018","Schleswig-Holstein","no degree/no degree yet","4","","",""
"Yes","2018","Hamburg","lower secondary degree","15","","",""
"Yes","2018","Hamburg","secondary school degree","15","","",""
"Yes","2018","Hamburg","college entrance qualification","54","0.743674311730854","0.642118127948808","0.8452304955129"
"Yes","2018","Hamburg","Other degree","16","","",""
"Yes","2018","Hamburg","no degree/no degree yet","2","","",""
"Yes","2018","Lower Saxony","lower secondary degree","91","0.600403459072857","0.520951590409692","0.679855327736023"
"Yes","2018","Lower Saxony","secondary school degree","268","0.77053526618434","0.726419928068921","0.814650604299758"
"Yes","2018","Lower Saxony","college entrance qualification","285","0.748284320348542","0.704181630500134","0.792387010196949"
"Yes","2018","Lower Saxony","Other degree","71","0.695599666507426","0.608411318962621","0.782788014052231"
"Yes","2018","Lower Saxony","no degree/no degree yet","14","","",""
"Yes","2018","Bremen","lower secondary degree","5","","",""
"Yes","2018","Bremen","secondary school degree","16","","",""
"Yes","2018","Bremen","college entrance qualification","19","","",""
"Yes","2018","Bremen","Other degree","8","","",""
"Yes","2018","Bremen","no degree/no degree yet","3","","",""
"Yes","2018","North Rhine-Westphalia","lower secondary degree","212","0.690169034841797","0.637754390655125","0.742583679028468"
"Yes","2018","North Rhine-Westphalia","secondary school degree","341","0.761985402603028","0.722897641794701","0.801073163411356"
"Yes","2018","North Rhine-Westphalia","college entrance qualification","606","0.789491045404602","0.760918192461494","0.81806389834771"
"Yes","2018","North Rhine-Westphalia","Other degree","152","0.644993550234806","0.584704809098224","0.705282291371388"
"Yes","2018","North Rhine-Westphalia","no degree/no degree yet","28","","",""
"Yes","2018","Hesse","lower secondary degree","65","0.632970216981673","0.538025066956858","0.727915367006487"
"Yes","2018","Hesse","secondary school degree","150","0.843105903895996","0.790977832946519","0.895233974845473"
"Yes","2018","Hesse","college entrance qualification","234","0.737529353953038","0.68790731050072","0.787151397405355"
"Yes","2018","Hesse","Other degree","63","0.732382285076333","0.642404984164222","0.822359585988444"
"Yes","2018","Hesse","no degree/no degree yet","5","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","lower secondary degree","85","0.670542735246653","0.587139873845135","0.753945596648171"
"Yes","2018","Rhineland-Palatinate,Saarland","secondary school degree","98","0.763819936847954","0.692172885941092","0.835466987754816"
"Yes","2018","Rhineland-Palatinate,Saarland","college entrance qualification","147","0.738542388551344","0.676385991157112","0.800698785945576"
"Yes","2018","Rhineland-Palatinate,Saarland","Other degree","57","0.517383458317912","0.419930556497877","0.614836360137947"
"Yes","2018","Rhineland-Palatinate,Saarland","no degree/no degree yet","6","","",""
"Yes","2018","Baden-Württemberg","lower secondary degree","172","0.836138324722093","0.786889487131721","0.885387162312466"
"Yes","2018","Baden-Württemberg","secondary school degree","269","0.824246518979585","0.783243614380713","0.865249423578458"
"Yes","2018","Baden-Württemberg","college entrance qualification","395","0.814472305503431","0.780467619644609","0.848476991362252"
"Yes","2018","Baden-Württemberg","Other degree","147","0.794557934904005","0.737409420243026","0.851706449564983"
"Yes","2018","Baden-Württemberg","no degree/no degree yet","10","","",""
"Yes","2018","Bavaria","lower secondary degree","290","0.725019107784561","0.682112180891252","0.76792603467787"
"Yes","2018","Bavaria","secondary school degree","356","0.75761338500282","0.719631912512447","0.795594857493193"
"Yes","2018","Bavaria","college entrance qualification","396","0.819014500839901","0.785234045156021","0.852794956523782"
"Yes","2018","Bavaria","Other degree","163","0.737552587333235","0.680569235278477","0.794535939387993"
"Yes","2018","Bavaria","no degree/no degree yet","19","","",""
"Yes","2018","Berlin","lower secondary degree","14","","",""
"Yes","2018","Berlin","secondary school degree","71","0.708449273251835","0.618469167987202","0.798429378516468"
"Yes","2018","Berlin","college entrance qualification","134","0.752088195593272","0.689355292433351","0.814821098753193"
"Yes","2018","Berlin","Other degree","29","","",""
"Yes","2018","Berlin","no degree/no degree yet","4","","",""
"Yes","2018","Brandenburg","lower secondary degree","17","","",""
"Yes","2018","Brandenburg","secondary school degree","107","0.616261023798772","0.541376703779632","0.691145343817913"
"Yes","2018","Brandenburg","college entrance qualification","83","0.727748195676609","0.645312552314134","0.810183839039083"
"Yes","2018","Brandenburg","Other degree","18","","",""
"Yes","2018","Brandenburg","no degree/no degree yet","4","","",""
"Yes","2018","Mecklenburg-Western Pomerania","lower secondary degree","10","","",""
"Yes","2018","Mecklenburg-Western Pomerania","secondary school degree","75","0.810866972300047","0.733332730140855","0.888401214459239"
"Yes","2018","Mecklenburg-Western Pomerania","college entrance qualification","36","0.685819018800536","0.559653369429146","0.811984668171925"
"Yes","2018","Mecklenburg-Western Pomerania","Other degree","6","","",""
"Yes","2018","Mecklenburg-Western Pomerania","no degree/no degree yet","5","","",""
"Yes","2018","Saxony","lower secondary degree","23","","",""
"Yes","2018","Saxony","secondary school degree","254","0.668367484304628","0.621938866722751","0.714796101886505"
