"plb0196_h","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Yes","2010","Employed","lower secondary degree","1036","0.627801375049414","0.604498463984553","0.651104286114276"
"Yes","2010","Employed","secondary school degree","2117","0.664932897578796","0.648325101320903","0.681540693836689"
"Yes","2010","Employed","college entrance qualification","2164","0.743672567197701","0.72774357306416","0.759601561331243"
"Yes","2010","Employed","Other degree","258","0.654656117035821","0.607344833848537","0.701967400223105"
"Yes","2010","Employed","no degree/no degree yet","33","0.804127816743196","0.695206739508302","0.91304889397809"
"No","2010","Not Employed","lower secondary degree","8","","",""
"No","2010","Not Employed","secondary school degree","24","","",""
"No","2010","Not Employed","college entrance qualification","23","","",""
"No","2010","Not Employed","Other degree","2","","",""
"No","2010","Not Employed","no degree/no degree yet","2","","",""
"No","2010","Employed","lower secondary degree","617","0.372198624950586","0.348895713885724","0.395501536015447"
"No","2010","Employed","secondary school degree","986","0.335067102421204","0.318459306163311","0.351674898679097"
"No","2010","Employed","college entrance qualification","722","0.256327432802299","0.240398438668757","0.27225642693584"
"No","2010","Employed","Other degree","130","0.345343882964179","0.298032599776895","0.392655166151463"
"No","2010","Employed","no degree/no degree yet","18","","",""
"Yes","2011","Not Employed","lower secondary degree","15","","",""
"Yes","2011","Not Employed","secondary school degree","26","","",""
"Yes","2011","Not Employed","college entrance qualification","40","0.663548223925028","0.538676414612227","0.788420033237829"
"Yes","2011","Not Employed","Other degree","3","","",""
"Yes","2011","Not Employed","no degree/no degree yet","2","","",""
"Yes","2011","Employed","lower secondary degree","1322","0.66630222488162","0.645270773646239","0.687333676117002"
"Yes","2011","Employed","secondary school degree","2760","0.751510222509628","0.737710447976339","0.765309997042917"
"Yes","2011","Employed","college entrance qualification","2724","0.782170097065614","0.768430293510599","0.795909900620629"
"Yes","2011","Employed","Other degree","344","0.709558239350912","0.669322015508344","0.74979446319348"
"Yes","2011","Employed","no degree/no degree yet","61","0.79928717657966","0.712594951952292","0.885979401207028"
"No","2011","Not Employed","lower secondary degree","10","","",""
"No","2011","Not Employed","secondary school degree","15","","",""
"No","2011","Not Employed","college entrance qualification","15","","",""
"No","2011","Not Employed","Other degree","5","","",""
"No","2011","Not Employed","no degree/no degree yet","","","",""
"No","2011","Employed","lower secondary degree","609","0.33369777511838","0.312666323882998","0.354729226353761"
"No","2011","Employed","secondary school degree","1007","0.248489777490372","0.234690002957083","0.262289552023661"
"No","2011","Employed","college entrance qualification","743","0.217829902934386","0.204090099379371","0.231569706489401"
"No","2011","Employed","Other degree","145","0.290441760649088","0.25020553680652","0.330677984491656"
"No","2011","Employed","no degree/no degree yet","21","","",""
"Yes","2012","Not Employed","lower secondary degree","30","0.551328831566967","0.417429135953506","0.685228527180427"
"Yes","2012","Not Employed","secondary school degree","48","0.572961967907985","0.461014665068714","0.684909270747255"
"Yes","2012","Not Employed","college entrance qualification","39","0.578654858976426","0.455746606636309","0.701563111316542"
"Yes","2012","Not Employed","Other degree","5","","",""
"Yes","2012","Not Employed","no degree/no degree yet","3","","",""
"Yes","2012","Employed","lower secondary degree","1300","0.642719042185461","0.621542188810016","0.663895895560907"
"Yes","2012","Employed","secondary school degree","2658","0.718364105099031","0.703964034728353","0.73276417546971"
"Yes","2012","Employed","college entrance qualification","2764","0.778616777852238","0.765018617395988","0.792214938308487"
"Yes","2012","Employed","Other degree","355","0.665479073509473","0.624964798057109","0.705993348961838"
"Yes","2012","Employed","no degree/no degree yet","60","0.712337476590155","0.622253662935841","0.802421290244469"
"No","2012","Not Employed","lower secondary degree","23","","",""
"No","2012","Not Employed","secondary school degree","27","","",""
"No","2012","Not Employed","college entrance qualification","23","","",""
"No","2012","Not Employed","Other degree","6","","",""
"No","2012","Not Employed","no degree/no degree yet","4","","",""
"No","2012","Employed","lower secondary degree","667","0.357280957814539","0.336104104439093","0.378457811189984"
"No","2012","Employed","secondary school degree","1090","0.281635894900969","0.26723582453029","0.296035965271647"
"No","2012","Employed","college entrance qualification","817","0.221383222147762","0.207785061691513","0.234981382604012"
"No","2012","Employed","Other degree","166","0.334520926490527","0.294006651038162","0.375035201942891"
"No","2012","Employed","no degree/no degree yet","37","0.287662523409845","0.197578709755531","0.377746337064159"
"Yes","2013","Not Employed","lower secondary degree","164","0.718981843214197","0.661141581342319","0.776822105086074"
"Yes","2013","Not Employed","secondary school degree","217","0.708611499416471","0.658271150138333","0.75895184869461"
"Yes","2013","Not Employed","college entrance qualification","237","0.729587536482354","0.680997454665192","0.778177618299516"
"Yes","2013","Not Employed","Other degree","596","0.667398298458915","0.636514258015642","0.698282338902188"
"Yes","2013","Not Employed","no degree/no degree yet","41","0.782667864810976","0.679169402316348","0.886166327305605"
"Yes","2013","Employed","lower secondary degree","1201","0.680278823016153","0.658365782373351","0.702191863658954"
"Yes","2013","Employed","secondary school degree","2463","0.723547325141324","0.708503022165122","0.738591628117526"
"Yes","2013","Employed","college entrance qualification","2524","0.770906435592359","0.756555058569015","0.785257812615703"
"Yes","2013","Employed","Other degree","314","0.653092346531738","0.60820742653079","0.697977266532686"
"Yes","2013","Employed","no degree/no degree yet","49","0.620002670242419","0.512284779179233","0.727720561305605"
"No","2013","Not Employed","lower secondary degree","68","0.281018156785803","0.223177894913926","0.338858418657681"
"No","2013","Not Employed","secondary school degree","96","0.291388500583529","0.24104815130539","0.341728849861667"
"No","2013","Not Employed","college entrance qualification","84","0.270412463517646","0.221822381700484","0.319002545334808"
"No","2013","Not Employed","Other degree","298","0.332601701541085","0.301717661097812","0.363485741984358"
"No","2013","Not Employed","no degree/no degree yet","20","","",""
"No","2013","Employed","lower secondary degree","539","0.319721176983847","0.297808136341045","0.341634217626649"
"No","2013","Employed","secondary school degree","932","0.276452674858676","0.261408371882474","0.291496977834878"
"No","2013","Employed","college entrance qualification","770","0.229093564407641","0.214742187384297","0.243444941430985"
"No","2013","Employed","Other degree","118","0.346907653468262","0.302022733467314","0.39179257346921"
"No","2013","Employed","no degree/no degree yet","29","","",""
"Yes","2014","Not Employed","lower secondary degree","35","0.461611327023955","0.32058062817125","0.602642025876661"
"Yes","2014","Not Employed","secondary school degree","40","0.430798489203135","0.312226857187027","0.549370121219243"
"Yes","2014","Not Employed","college entrance qualification","45","0.672304085442626","0.559913721292566","0.784694449592686"
"Yes","2014","Not Employed","Other degree","18","","",""
"Yes","2014","Not Employed","no degree/no degree yet","2","","",""
"Yes","2014","Employed","lower secondary degree","1171","0.66461128752563","0.642312071486489","0.686910503564772"
"Yes","2014","Employed","secondary school degree","2374","0.730730825746808","0.715585018865166","0.74587663262845"
"Yes","2014","Employed","college entrance qualification","2545","0.775359315876122","0.761268736468872","0.789449895283372"
"Yes","2014","Employed","Other degree","700","0.732832118796412","0.70529702084103","0.760367216751793"
"Yes","2014","Employed","no degree/no degree yet","65","0.772632531574845","0.687902996689613","0.857362066460078"
"No","2014","Not Employed","lower secondary degree","13","","",""
"No","2014","Not Employed","secondary school degree","27","","",""
"No","2014","Not Employed","college entrance qualification","22","","",""
"No","2014","Not Employed","Other degree","22","","",""
"No","2014","Not Employed","no degree/no degree yet","2","","",""
"No","2014","Employed","lower secondary degree","551","0.33538871247437","0.313089496435228","0.357687928513511"
"No","2014","Employed","secondary school degree","921","0.269269174253192","0.25412336737155","0.284414981134834"
"No","2014","Employed","college entrance qualification","825","0.224640684123878","0.210550104716628","0.238731263531128"
"No","2014","Employed","Other degree","292","0.267167881203588","0.239632783248207","0.29470297915897"
"No","2014","Employed","no degree/no degree yet","29","","",""
"Yes","2015","Not Employed","lower secondary degree","16","","",""
"Yes","2015","Not Employed","secondary school degree","37","0.568227250683687","0.439639586769676","0.696814914597698"
"Yes","2015","Not Employed","college entrance qualification","64","0.831953117242238","0.75102381017529","0.912882424309186"
"Yes","2015","Not Employed","Other degree","304","0.68916604694527","0.645571687056815","0.732760406833725"
"Yes","2015","Not Employed","no degree/no degree yet","18","","",""
"Yes","2015","Employed","lower secondary degree","1123","0.719483098476177","0.696994270192668","0.741971926759685"
"Yes","2015","Employed","secondary school degree","2313","0.764867452905761","0.749831848843883","0.779903056967639"
"Yes","2015","Employed","college entrance qualification","2521","0.794891417873633","0.780718611436174","0.809064224311093"
"Yes","2015","Employed","Other degree","604","0.718289840381372","0.687613101894237","0.748966578868506"
"Yes","2015","Employed","no degree/no degree yet","52","0.773242769669515","0.67910155432958","0.867383985009451"
"No","2015","Not Employed","lower secondary degree","8","","",""
"No","2015","Not Employed","secondary school degree","20","","",""
"No","2015","Not Employed","college entrance qualification","18","","",""
"No","2015","Not Employed","Other degree","129","0.31083395305473","0.267239593166275","0.354428312943185"
"No","2015","Not Employed","no degree/no degree yet","11","","",""
"No","2015","Employed","lower secondary degree","410","0.280516901523823","0.258028073240315","0.303005729807332"
"No","2015","Employed","secondary school degree","743","0.235132547094239","0.220096943032361","0.250168151156117"
"No","2015","Employed","college entrance qualification","597","0.205108582126367","0.190935775688907","0.219281388563826"
"No","2015","Employed","Other degree","222","0.281710159618628","0.251033421131494","0.312386898105763"
"No","2015","Employed","no degree/no degree yet","24","","",""
"Yes","2016","Not Employed","lower secondary degree","17","","",""
"Yes","2016","Not Employed","secondary school degree","18","","",""
"Yes","2016","Not Employed","college entrance qualification","39","0.680007914921378","0.554423207479089","0.805592622363666"
"Yes","2016","Not Employed","Other degree","16","","",""
"Yes","2016","Not Employed","no degree/no degree yet","1","","",""
"Yes","2016","Employed","lower secondary degree","1059","0.702731392350104","0.679254716400968","0.72620806829924"
"Yes","2016","Employed","secondary school degree","2189","0.762805677820536","0.747356281697059","0.778255073944013"
"Yes","2016","Employed","college entrance qualification","2526","0.810753732745945","0.797072667937682","0.824434797554208"
"Yes","2016","Employed","Other degree","743","0.720319163974398","0.692814641239177","0.747823686709618"
"Yes","2016","Employed","no degree/no degree yet","67","0.673983420041277","0.580214929564189","0.767751910518366"
"No","2016","Not Employed","lower secondary degree","5","","",""
"No","2016","Not Employed","secondary school degree","17","","",""
"No","2016","Not Employed","college entrance qualification","14","","",""
"No","2016","Not Employed","Other degree","6","","",""
"No","2016","Not Employed","no degree/no degree yet","2","","",""
"No","2016","Employed","lower secondary degree","397","0.297268607649896","0.27379193170076","0.320745283599032"
"No","2016","Employed","secondary school degree","723","0.237194322179464","0.221744926055987","0.252643718302941"
"No","2016","Employed","college entrance qualification","623","0.189246267254055","0.175565202445792","0.202927332062318"
"No","2016","Employed","Other degree","280","0.279680836025602","0.252176313290382","0.307185358760823"
"No","2016","Employed","no degree/no degree yet","29","","",""
"Yes","2017","Not Employed","lower secondary degree","12","","",""
"Yes","2017","Not Employed","secondary school degree","24","","",""
"Yes","2017","Not Employed","college entrance qualification","21","","",""
"Yes","2017","Not Employed","Other degree","53","0.705585585197448","0.604438080229544","0.806733090165352"
"Yes","2017","Not Employed","no degree/no degree yet","25","","",""
"Yes","2017","Employed","lower secondary degree","1082","0.696889031563255","0.673806641276367","0.719971421850142"
"Yes","2017","Employed","secondary school degree","2402","0.769675064547311","0.755052701578205","0.784297427516417"
"Yes","2017","Employed","college entrance qualification","2825","0.79647460378967","0.783215350001021","0.809733857578318"
"Yes","2017","Employed","Other degree","694","0.724361723114315","0.695932663476885","0.752790782751745"
"Yes","2017","Employed","no degree/no degree yet","58","0.609563431571816","0.5119752623343","0.707151600809332"
"No","2017","Not Employed","lower secondary degree","8","","",""
"No","2017","Not Employed","secondary school degree","10","","",""
"No","2017","Not Employed","college entrance qualification","14","","",""
"No","2017","Not Employed","Other degree","25","","",""
"No","2017","Not Employed","no degree/no degree yet","11","","",""
"No","2017","Employed","lower secondary degree","441","0.303110968436745","0.280028578149858","0.326193358723633"
"No","2017","Employed","secondary school degree","783","0.230324935452689","0.215702572483583","0.244947298421795"
"No","2017","Employed","college entrance qualification","717","0.20352539621033","0.190266142421682","0.216784649998979"
"No","2017","Employed","Other degree","255","0.275638276885685","0.247209217248255","0.304067336523115"
"No","2017","Employed","no degree/no degree yet","38","0.390436568428184","0.292848399190668","0.4880247376657"
"Yes","2018","Not Employed","lower secondary degree","15","","",""
"Yes","2018","Not Employed","secondary school degree","23","","",""
"Yes","2018","Not Employed","college entrance qualification","32","0.559163365973487","0.420149460342205","0.698177271604769"
"Yes","2018","Not Employed","Other degree","93","0.66876143019687","0.586252844301333","0.751270016092407"
"Yes","2018","Not Employed","no degree/no degree yet","32","0.395440277140252","0.258538178097175","0.532342376183329"
"Yes","2018","Employed","lower secondary degree","1069","0.710992069025044","0.688270851113347","0.733713286936741"
"Yes","2018","Employed","secondary school degree","2343","0.75515331066474","0.740215241871317","0.770091379458164"
"Yes","2018","Employed","college entrance qualification","2749","0.774187230879167","0.76051381014768","0.787860651610654"
"Yes","2018","Employed","Other degree","711","0.713047450058389","0.685700368065481","0.740394532051296"
"Yes","2018","Employed","no degree/no degree yet","76","0.637461445710629","0.549214491216619","0.725708400204639"
"No","2018","Not Employed","lower secondary degree","9","","",""
"No","2018","Not Employed","secondary school degree","13","","",""
"No","2018","Not Employed","college entrance qualification","17","","",""
"No","2018","Not Employed","Other degree","32","0.33123856980313","0.248729983907593","0.413747155698667"
"No","2018","Not Employed","no degree/no degree yet","17","","",""
"No","2018","Employed","lower secondary degree","460","0.289007930974956","0.26628671306326","0.311729148886653"
"No","2018","Employed","secondary school degree","840","0.244846689335259","0.229908620541836","0.259784758128683"
"No","2018","Employed","college entrance qualification","843","0.225812769120833","0.212139348389346","0.239486189852319"
"No","2018","Employed","Other degree","340","0.286952549941611","0.259605467948704","0.314299631934518"
"No","2018","Employed","no degree/no degree yet","38","0.362538554289371","0.274291599795361","0.450785508783381"
"Yes","2019","Not Employed","lower secondary degree","24","","",""
"Yes","2019","Not Employed","secondary school degree","31","0.469390804115946","0.331060362452514","0.607721245779378"
"Yes","2019","Not Employed","college entrance qualification","46","0.543882291982673","0.43190441713111","0.655860166834236"
"Yes","2019","Not Employed","Other degree","50","0.92167307328458","0.855846371243329","0.98749977532583"
"Yes","2019","Not Employed","no degree/no degree yet","22","","",""
"Yes","2019","Employed","lower secondary degree","899","0.731683037945205","0.707090665813378","0.756275410077032"
"Yes","2019","Employed","secondary school degree","2175","0.768095958372609","0.75265249452908","0.783539422216138"
"Yes","2019","Employed","college entrance qualification","2712","0.793234150866543","0.779726186440373","0.806742115292714"
"Yes","2019","Employed","Other degree","651","0.743549704984643","0.714909312453551","0.772190097515736"
"Yes","2019","Employed","no degree/no degree yet","100","0.779087596146112","0.711562177467654","0.84661301482457"
"No","2019","Not Employed","lower secondary degree","14","","",""
"No","2019","Not Employed","secondary school degree","19","","",""
"No","2019","Not Employed","college entrance qualification","30","0.456117708017327","0.344139833165764","0.56809558286889"
"No","2019","Not Employed","Other degree","14","","",""
"No","2019","Not Employed","no degree/no degree yet","11","","",""
"No","2019","Employed","lower secondary degree","348","0.268316962054795","0.243724589922968","0.292909334186622"
"No","2019","Employed","secondary school degree","694","0.231904041627391","0.216460577783862","0.24734750547092"
"No","2019","Employed","college entrance qualification","741","0.206765849133457","0.193257884707286","0.220273813559627"
"No","2019","Employed","Other degree","242","0.256450295015357","0.227809902484264","0.285090687546449"
"No","2019","Employed","no degree/no degree yet","45","0.220912403853888","0.15338698517543","0.288437822532346"
