"plb0196_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2013","Lower Saxony","Male","165","0.288168606946626","0.250522281060699","0.325814932832554","2"
"No","2013","Brandenburg","Male","51","0.408693174660397","0.333456203197686","0.483930146123107","2"
"No","2013","Brandenburg","Female","50","0.295878900889576","0.230633509021636","0.361124292757517","2"
"No","2013","Mecklenburg-Western Pomerania","Male","31","0.35234567617464","0.256787339347117","0.447904013002164","2"
"No","2013","Mecklenburg-Western Pomerania","Female","31","0.261382031733134","0.181076221206111","0.341687842260157","2"
"No","2013","Saxony","Male","108","0.26889329644314","0.222309075200293","0.315477517685987","2"
"No","2013","Saxony","Female","104","0.28279323082696","0.234422497785461","0.33116396386846","2"
"No","2013","Lower Saxony","Female","147","0.266981496709642","0.228922050690535","0.30504094272875","2"
"No","2013","Bremen","Male","7","","","","2"
"No","2013","Saxony-Anhalt","Male","58","0.424317070948979","0.353668058702376","0.494966083195582","2"
"No","2013","Saxony-Anhalt","Female","47","0.289032233656174","0.224911929780657","0.353152537531691","2"
"No","2013","Thuringia","Male","60","0.291423009406666","0.225763955349878","0.357082063463454","2"
"No","2013","Bremen","Female","6","","","","2"
"No","2013","North Rhine-Westphalia","Male","298","0.26378698394381","0.238438008656386","0.289135959231235","2"
"No","2013","North Rhine-Westphalia","Female","308","0.310791377907298","0.281844470026997","0.339738285787598","2"
"No","2013","Thuringia","Female","54","0.190108602483287","0.133718108822054","0.24649909614452","2"
"No","2013","Hesse","Male","102","0.240887121553049","0.201200819599061","0.280573423507037","2"
"No","2013","Hesse","Female","131","0.309936704071205","0.265388634451066","0.354484773691344","2"
"No","2013","Rhineland-Palatinate,Saarland","Male","93","0.333127832876258","0.281805978310424","0.384449687442092","2"
"No","2013","Rhineland-Palatinate,Saarland","Female","75","0.237242737045751","0.186502107919388","0.287983366172113","2"
"No","2013","Baden-Württemberg","Male","188","0.211526327450531","0.183925258244031","0.23912739665703","2"
"No","2013","Baden-Württemberg","Female","175","0.245190134963688","0.212443882411757","0.277936387515619","2"
"No","2013","Bavaria","Male","249","0.270913124379882","0.242857868324133","0.298968380435631","2"
"No","2013","Bavaria","Female","258","0.309408434480517","0.278867419638189","0.339949449322845","2"
"No","2013","Berlin","Male","45","0.208783465571552","0.149075287675965","0.268491643467139","2"
"No","2013","Berlin","Female","45","0.222833577715653","0.165303177777972","0.280363977653334","2"
"Yes","2013","Schleswig-Holstein","Male","160","0.778464314878059","0.721616685154799","0.83531194460132","1"
"Yes","2013","Schleswig-Holstein","Female","124","0.678971842229255","0.610192359847752","0.747751324610758","1"
"Yes","2013","Hamburg","Male","73","0.734737925682421","0.646883016627102","0.82259283473774","1"
"Yes","2013","Hamburg","Female","47","0.772744543062806","0.670076983773467","0.875412102352145","1"
"Yes","2013","Lower Saxony","Male","391","0.711831393053374","0.674185067167446","0.749477718939301","1"
"Yes","2013","Lower Saxony","Female","372","0.733018503290358","0.69495905727125","0.771077949309465","1"
"Yes","2013","Bremen","Male","23","","","","1"
"Yes","2013","Bremen","Female","36","0.913517845124086","0.828512699681395","0.998522990566776","1"
"Yes","2013","Baden-Württemberg","Male","653","0.788473672549469","0.76087260334297","0.816074741755969","1"
"Yes","2013","Baden-Württemberg","Female","488","0.754809865036312","0.722063612484381","0.787556117588243","1"
"Yes","2013","North Rhine-Westphalia","Male","863","0.73621301605619","0.710864040768765","0.761561991343614","1"
"Yes","2013","North Rhine-Westphalia","Female","674","0.689208622092702","0.660261714212402","0.718155529973003","1"
"Yes","2013","Hesse","Male","344","0.759112878446951","0.719426576492963","0.798799180400939","1"
"Yes","2013","Hesse","Female","283","0.690063295928795","0.645515226308656","0.734611365548934","1"
"Yes","2013","Bavaria","Male","715","0.729086875620118","0.701031619564369","0.757142131675867","1"
"Yes","2013","Bavaria","Female","622","0.690591565519483","0.660050550677155","0.721132580361811","1"
"Yes","2013","Berlin","Male","133","0.791216534428448","0.731508356532861","0.850924712324035","1"
"Yes","2013","Berlin","Female","156","0.777166422284347","0.719636022346666","0.834696822222028","1"
"Yes","2013","Brandenburg","Male","113","0.591306825339603","0.516069853876893","0.666543796802314","1"
"Yes","2013","Mecklenburg-Western Pomerania","Female","84","0.738617968266866","0.658312157739843","0.818923778793889","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Female","195","0.762757262954249","0.712016633827887","0.813497892080612","1"
"Yes","2013","Brandenburg","Female","138","0.704121099110424","0.638875707242483","0.769366490978364","1"
"Yes","2013","Mecklenburg-Western Pomerania","Male","65","0.64765432382536","0.552095986997836","0.743212660652883","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Male","231","0.666872167123742","0.615550312557908","0.718194021689576","1"
"Yes","2013","Saxony-Anhalt","Male","130","0.575682929051021","0.505033916804418","0.646331941297624","1"
"Yes","2013","Saxony","Male","240","0.73110670355686","0.684522482314013","0.777690924799707","1"
"Yes","2013","Saxony","Female","229","0.71720676917304","0.66883603613154","0.765577502214539","1"
"Yes","2013","Saxony-Anhalt","Female","145","0.710967766343826","0.646847462468309","0.775088070219342","1"
"Yes","2013","Thuringia","Male","124","0.708576990593334","0.642917936536546","0.774236044650122","1"
"Yes","2013","Thuringia","Female","132","0.809891397516713","0.75350090385548","0.866281891177946","1"
"No","2014","Schleswig-Holstein","Male","43","0.255073238086999","0.18935377981758","0.320792696356418","2"
"No","2014","Schleswig-Holstein","Female","40","0.262951387626404","0.192965238635697","0.332937536617111","2"
"No","2014","Hamburg","Male","23","","","","2"
"No","2014","Hamburg","Female","17","","","","2"
"No","2014","Lower Saxony","Male","132","0.271837839647703","0.232957226344537","0.31071845295087","2"
"No","2014","Lower Saxony","Female","146","0.288619327801384","0.246846621763633","0.330392033839135","2"
"No","2014","Brandenburg","Male","44","0.300605459024147","0.228421318039377","0.372789600008918","2"
"No","2014","Brandenburg","Female","52","0.36585075417303","0.292578126811029","0.439123381535031","2"
"No","2014","Mecklenburg-Western Pomerania","Male","28","","","","2"
"No","2014","Mecklenburg-Western Pomerania","Female","26","","","","2"
"No","2014","Saxony","Male","109","0.350400607362824","0.298451173846834","0.402350040878813","2"
"No","2014","Saxony","Female","90","0.287322272197251","0.236537979188692","0.338106565205809","2"
"No","2014","Saxony-Anhalt","Male","43","0.230480837483416","0.167173979181346","0.293787695785486","2"
"No","2014","Bremen","Male","8","","","","2"
"No","2014","Bremen","Female","6","","","","2"
"No","2014","North Rhine-Westphalia","Male","249","0.242641423264828","0.215788597651435","0.269494248878221","2"
"No","2014","Saxony-Anhalt","Female","54","0.354206694482527","0.28100833987326","0.427405049091794","2"
"No","2014","Thuringia","Male","46","0.314541628217121","0.247631504235235","0.381451752199008","2"
"No","2014","Thuringia","Female","52","0.33643096017651","0.267597462435282","0.405264457917739","2"
"No","2014","North Rhine-Westphalia","Female","288","0.280433527563466","0.251716823574529","0.309150231552403","2"
"No","2014","Hesse","Male","93","0.27890579163564","0.233992645918323","0.323818937352956","2"
"No","2014","Hesse","Female","116","0.276879492515266","0.231711774431524","0.322047210599008","2"
"No","2014","Rhineland-Palatinate,Saarland","Male","72","0.283279084683207","0.231057821979043","0.335500347387371","2"
"No","2014","Rhineland-Palatinate,Saarland","Female","84","0.283491431290863","0.229022246019451","0.337960616562275","2"
"No","2014","Baden-Württemberg","Male","125","0.168886253954957","0.14101248217827","0.196760025731644","2"
"No","2014","Baden-Württemberg","Female","182","0.259770557677647","0.223990723351544","0.295550392003751","2"
"No","2014","Bavaria","Male","256","0.291803398632791","0.262602558774734","0.321004238490848","2"
"No","2014","Bavaria","Female","285","0.282163668461102","0.252546090160779","0.311781246761424","2"
"No","2014","Berlin","Male","37","0.229872641188284","0.165280570444938","0.29446471193163","2"
"No","2014","Berlin","Female","47","0.235980371658568","0.176837052417318","0.295123690899818","2"
"Yes","2014","Schleswig-Holstein","Male","126","0.744926761913001","0.679207303643582","0.81064622018242","1"
"Yes","2014","Schleswig-Holstein","Female","112","0.737048612373596","0.667062463382889","0.807034761364303","1"
"Yes","2014","Hamburg","Male","50","0.691268456570177","0.585294162329272","0.797242750811083","1"
"Yes","2014","Hamburg","Female","38","0.81790905150923","0.715917679856387","0.919900423162072","1"
"Yes","2014","Lower Saxony","Male","371","0.728162160352297","0.68928154704913","0.767042773655463","1"
"Yes","2014","Lower Saxony","Female","306","0.711380672198616","0.669607966160865","0.753153378236367","1"
"Yes","2014","Bremen","Male","18","","","","1"
"Yes","2014","Bremen","Female","33","0.890957406639443","0.793134098686054","0.988780714592832","1"
"Yes","2014","Baden-Württemberg","Male","569","0.831113746045043","0.803239974268356","0.85898751782173","1"
"Yes","2014","Baden-Württemberg","Female","395","0.740229442322353","0.704449607996249","0.776009276648457","1"
"Yes","2014","North Rhine-Westphalia","Male","730","0.757358576735172","0.730505751121779","0.784211402348565","1"
"Yes","2014","Hesse","Male","290","0.72109420836436","0.676181062647044","0.766007354081677","1"
"Yes","2014","Hesse","Female","261","0.723120507484734","0.677952789400992","0.768288225568476","1"
"Yes","2014","North Rhine-Westphalia","Female","652","0.719566472436534","0.690849768447597","0.748283176425471","1"
"Yes","2014","Bavaria","Male","675","0.708196601367209","0.678995761509152","0.737397441225266","1"
"Yes","2014","Berlin","Female","151","0.764019628341432","0.704876309100182","0.823162947582682","1"
"Yes","2014","Bavaria","Female","602","0.717836331538898","0.688218753238576","0.747453909839221","1"
"Yes","2014","Berlin","Male","126","0.770127358811716","0.70553528806837","0.834719429555062","1"
"Yes","2014","Mecklenburg-Western Pomerania","Male","56","0.638383688136616","0.535635695725167","0.741131680548065","1"
"Yes","2014","Brandenburg","Female","114","0.63414924582697","0.560876618464969","0.707421873188971","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Male","214","0.716720915316793","0.664499652612629","0.768942178020957","1"
"Yes","2014","Brandenburg","Male","111","0.699394540975853","0.627210399991083","0.771578681960623","1"
"Yes","2014","Mecklenburg-Western Pomerania","Female","76","0.714204074469871","0.626526771241299","0.801881377698442","1"
"Yes","2014","Saxony","Male","215","0.649599392637177","0.597649959121187","0.701548826153166","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Female","179","0.716508568709137","0.662039383437725","0.770977753980549","1"
"Yes","2014","Saxony-Anhalt","Female","110","0.645793305517473","0.572594950908206","0.71899166012674","1"
"Yes","2014","Saxony-Anhalt","Male","127","0.769519162516584","0.706212304214514","0.832826020818654","1"
"Yes","2014","Thuringia","Female","129","0.66356903982349","0.594735542082261","0.732402537564718","1"
"Yes","2014","Saxony","Female","215","0.712677727802749","0.661893434794191","0.763462020811308","1"
"Yes","2014","Thuringia","Male","139","0.685458371782879","0.618548247800992","0.752368495764765","1"
"No","2015","Schleswig-Holstein","Male","38","0.239231618737978","0.172711186249681","0.305752051226275","2"
"No","2015","Schleswig-Holstein","Female","42","0.238177276502507","0.173572150301038","0.302782402703975","2"
"No","2015","Hamburg","Male","21","","","","2"
"No","2015","Hamburg","Female","11","","","","2"
"No","2015","Lower Saxony","Male","116","0.23822439465723","0.200311768521595","0.276137020792864","2"
"No","2015","Lower Saxony","Female","128","0.264734068076273","0.223925433954957","0.30554270219759","2"
"No","2015","Bremen","Male","6","","","","2"
"No","2015","Brandenburg","Male","44","0.36963025357239","0.290514766115033","0.448745741029746","2"
"No","2015","Brandenburg","Female","38","0.219073891896595","0.157439186774315","0.280708597018875","2"
"No","2015","Mecklenburg-Western Pomerania","Male","28","","","","2"
"No","2015","Mecklenburg-Western Pomerania","Female","20","","","","2"
"No","2015","Saxony","Male","84","0.321566940769873","0.267809536491555","0.375324345048191","2"
"No","2015","Saxony","Female","73","0.219562381931616","0.171919595215834","0.267205168647398","2"
"No","2015","Saxony-Anhalt","Male","42","0.364354424066436","0.287848364375244","0.440860483757628","2"
"No","2015","Saxony-Anhalt","Female","35","0.220690268594969","0.156631026759858","0.284749510430081","2"
"No","2015","Thuringia","Male","38","0.154579281151511","0.101472476061916","0.207686086241106","2"
"No","2015","Bremen","Female","5","","","","2"
"No","2015","North Rhine-Westphalia","Male","202","0.220895788890756","0.19374744363145","0.248044134150063","2"
"No","2015","North Rhine-Westphalia","Female","201","0.244474748560717","0.214896043288283","0.274053453833152","2"
"No","2015","Thuringia","Female","48","0.296541002769574","0.228084957520676","0.364997048018471","2"
"No","2015","Hesse","Male","94","0.239933129748272","0.197496166229692","0.282370093266853","2"
"No","2015","Hesse","Female","102","0.339087576052084","0.290117727196674","0.388057424907494","2"
"No","2015","Rhineland-Palatinate,Saarland","Male","61","0.249598882215522","0.199265400230502","0.299932364200543","2"
"No","2015","Rhineland-Palatinate,Saarland","Female","57","0.242178065686595","0.186201297531564","0.298154833841627","2"
"No","2015","Baden-Württemberg","Male","122","0.163817709708422","0.136764764469502","0.190870654947343","2"
"No","2015","Baden-Württemberg","Female","113","0.16695729080196","0.136394964729068","0.197519616874852","2"
"No","2015","Bavaria","Male","214","0.245249518697236","0.217538762404648","0.272960274989825","2"
"No","2015","Bavaria","Female","197","0.206073797302775","0.178897845369191","0.233249749236358","2"
"No","2015","Berlin","Male","31","0.198992462075344","0.136140497625741","0.261844426524947","2"
"No","2015","Berlin","Female","37","0.252701710239234","0.1875687044637","0.317834716014769","2"
"Yes","2015","Schleswig-Holstein","Male","120","0.760768381262022","0.694247948773725","0.827288813750319","1"
"Yes","2015","Schleswig-Holstein","Female","125","0.761822723497493","0.697217597296025","0.826427849698962","1"
"Yes","2015","Hamburg","Male","50","0.627570602341183","0.515117306183063","0.740023898499303","1"
"Yes","2015","Hamburg","Female","46","0.886194643386154","0.803751114009867","0.968638172762441","1"
"Yes","2015","Lower Saxony","Male","369","0.76177560534277","0.723862979207136","0.799688231478405","1"
"Yes","2015","Lower Saxony","Female","321","0.735265931923727","0.69445729780241","0.776074566045043","1"
"Yes","2015","Bremen","Male","15","","","","1"
"Yes","2015","Bremen","Female","31","0.936907859573386","0.857487305536831","1.01632841360994","1"
"Yes","2015","Baden-Württemberg","Male","597","0.836182290291578","0.809129345052657","0.863235235530498","1"
"Yes","2015","Baden-Württemberg","Female","459","0.83304270919804","0.802480383125148","0.863605035270932","1"
"Yes","2015","North Rhine-Westphalia","Male","695","0.779104211109244","0.751955865849938","0.80625255636855","1"
"Yes","2015","North Rhine-Westphalia","Female","610","0.755525251439283","0.725946546166848","0.785103956711717","1"
"Yes","2015","Hesse","Male","295","0.760066870251728","0.717629906733147","0.802503833770308","1"
"Yes","2015","Hesse","Female","257","0.660912423947916","0.611942575092506","0.709882272803326","1"
"Yes","2015","Berlin","Male","124","0.801007537924656","0.738155573475053","0.863859502374259","1"
"Yes","2015","Bavaria","Male","712","0.754750481302764","0.727039725010175","0.782461237595352","1"
"Yes","2015","Bavaria","Female","654","0.793926202697225","0.766750250763642","0.821102154630809","1"
"Yes","2015","Brandenburg","Male","99","0.63036974642761","0.551254258970254","0.709485233884967","1"
"Yes","2015","Berlin","Female","134","0.747298289760766","0.682165283985231","0.8124312955363","1"
"Yes","2015","Mecklenburg-Western Pomerania","Female","72","0.804138295502557","0.72304325133194","0.885233339673174","1"
"Yes","2015","Mecklenburg-Western Pomerania","Male","46","0.644858508240963","0.535823702141505","0.753893314340421","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Male","223","0.750401117784477","0.700067635799457","0.800734599769498","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Female","168","0.757821934313404","0.701845166158373","0.813798702468436","1"
"Yes","2015","Saxony-Anhalt","Male","110","0.635645575933564","0.559139516242372","0.712151635624756","1"
"Yes","2015","Brandenburg","Female","135","0.780926108103405","0.719291402981125","0.842560813225685","1"
"Yes","2015","Saxony","Female","217","0.780437618068384","0.732794831352602","0.828080404784166","1"
"Yes","2015","Saxony","Male","206","0.678433059230127","0.624675654951809","0.732190463508445","1"
"Yes","2015","Saxony-Anhalt","Female","126","0.779309731405031","0.715250489569919","0.843368973240142","1"
"Yes","2015","Thuringia","Male","140","0.845420718848489","0.792313913758894","0.898527523938084","1"
"Yes","2015","Thuringia","Female","123","0.703458997230426","0.635002951981528","0.771915042479324","1"
"No","2016","Schleswig-Holstein","Male","28","","","","2"
"No","2016","Schleswig-Holstein","Female","42","0.352820649401228","0.275835570934066","0.42980572786839","2"
"No","2016","Hamburg","Male","9","","","","2"
"No","2016","Hamburg","Female","15","","","","2"
"No","2016","Lower Saxony","Male","104","0.254852748046684","0.215158890384086","0.294546605709282","2"
"No","2016","Lower Saxony","Female","114","0.304991427473681","0.263054511202807","0.346928343744555","2"
"No","2016","Bremen","Male","5","","","","2"
"No","2016","Bremen","Female","2","","","","2"
"No","2016","North Rhine-Westphalia","Male","192","0.222995741615562","0.194812816541275","0.251178666689849","2"
"No","2016","Brandenburg","Male","40","0.255058281843605","0.183863574682788","0.326252989004421","2"
"No","2016","Brandenburg","Female","34","0.307352622602714","0.236520729774112","0.378184515431316","2"
"No","2016","Mecklenburg-Western Pomerania","Male","20","","","","2"
"No","2016","Mecklenburg-Western Pomerania","Female","29","","","","2"
"No","2016","Saxony","Male","76","0.292490513648351","0.23958378032843","0.345397246968272","2"
"No","2016","Saxony","Female","87","0.27013806596389","0.218586850323147","0.321689281604633","2"
"No","2016","Saxony-Anhalt","Male","29","","","","2"
"No","2016","Saxony-Anhalt","Female","43","0.288759322618976","0.218318271236915","0.359200374001037","2"
"No","2016","Thuringia","Male","49","0.324228810986478","0.254071057568523","0.394386564404434","2"
"No","2016","Thuringia","Female","41","0.297151198291502","0.226777515177777","0.367524881405228","2"
"No","2016","North Rhine-Westphalia","Female","210","0.198460359962695","0.17135932865948","0.22556139126591","2"
"No","2016","Hesse","Male","77","0.20284516855336","0.159590526297297","0.246099810809423","2"
"No","2016","Hesse","Female","69","0.194839537694408","0.152362460756571","0.237316614632244","2"
"No","2016","Rhineland-Palatinate,Saarland","Male","59","0.285320053975438","0.231256742845101","0.339383365105776","2"
"No","2016","Rhineland-Palatinate,Saarland","Female","67","0.282643294966797","0.225911394448821","0.339375195484773","2"
"No","2016","Baden-Württemberg","Male","106","0.174070951490383","0.14462586075927","0.203516042221496","2"
"No","2016","Baden-Württemberg","Female","149","0.235586943931526","0.201402627890866","0.269771259972187","2"
"No","2016","Bavaria","Male","176","0.202903116528231","0.175070065149828","0.230736167906633","2"
"No","2016","Bavaria","Female","218","0.263078526684968","0.232316564694798","0.293840488675139","2"
"No","2016","Berlin","Male","32","0.26500846388379","0.192418770800856","0.337598156966725","2"
"No","2016","Berlin","Female","34","0.170167899165896","0.114963711457759","0.225372086874033","2"
"Yes","2016","Schleswig-Holstein","Male","112","0.824218239503165","0.761167223592933","0.887269255413397","1"
"Yes","2016","Schleswig-Holstein","Female","106","0.647179350598772","0.57019427213161","0.724164429065934","1"
"Yes","2016","Hamburg","Male","46","0.702532499293358","0.581717816392212","0.823347182194503","1"
"Yes","2016","Hamburg","Female","47","0.828459129516808","0.734622673929125","0.922295585104491","1"
"Yes","2016","Lower Saxony","Male","359","0.745147251953316","0.705453394290718","0.784841109615914","1"
"Yes","2016","Lower Saxony","Female","349","0.695008572526319","0.653071656255445","0.736945488797193","1"
"Yes","2016","Bremen","Male","22","","","","1"
"Yes","2016","Bremen","Female","26","","","","1"
"Yes","2016","North Rhine-Westphalia","Male","646","0.777004258384438","0.748821333310151","0.805187183458725","1"
"Yes","2016","Baden-Württemberg","Male","531","0.825929048509617","0.796483957778504","0.85537413924073","1"
"Yes","2016","Baden-Württemberg","Female","443","0.764413056068474","0.730228740027813","0.798597372109134","1"
"Yes","2016","Hesse","Female","265","0.805160462305592","0.762683385367756","0.847637539243429","1"
"Yes","2016","North Rhine-Westphalia","Female","622","0.801539640037305","0.77443860873409","0.82864067134052","1"
"Yes","2016","Hesse","Male","255","0.79715483144664","0.753900189190577","0.840409473702703","1"
"Yes","2016","Bavaria","Male","626","0.79709688347177","0.769263832093367","0.824929934850172","1"
"Yes","2016","Berlin","Female","144","0.829832100834104","0.774627913125967","0.885036288542242","1"
"Yes","2016","Berlin","Male","110","0.73499153611621","0.662401843033275","0.807581229199144","1"
"Yes","2016","Bavaria","Female","569","0.736921473315032","0.706159511324861","0.767683435305202","1"
"Yes","2016","Mecklenburg-Western Pomerania","Male","58","0.725542250826062","0.626511540913559","0.824572960738565","1"
"Yes","2016","Brandenburg","Female","129","0.692647377397286","0.621815484568684","0.763479270225888","1"
"Yes","2016","Rhineland-Palatinate,Saarland","Male","209","0.714679946024562","0.660616634894224","0.768743257154899","1"
"Yes","2016","Brandenburg","Male","104","0.744941718156395","0.673747010995579","0.816136425317212","1"
"Yes","2016","Mecklenburg-Western Pomerania","Female","67","0.670083360352178","0.576028985457314","0.764137735247043","1"
"Yes","2016","Saxony","Male","208","0.707509486351649","0.654602753031728","0.76041621967157","1"
"Yes","2016","Rhineland-Palatinate,Saarland","Female","175","0.717356705033203","0.660624804515227","0.774088605551179","1"
"Yes","2016","Saxony-Anhalt","Male","111","0.795919875715284","0.729159449102718","0.86268030232785","1"
"Yes","2016","Saxony-Anhalt","Female","116","0.711240677381024","0.640799625998963","0.781681728763085","1"
"Yes","2016","Thuringia","Female","121","0.702848801708497","0.632475118594772","0.773222484822222","1"
"Yes","2016","Saxony","Female","198","0.72986193403611","0.678310718395367","0.781413149676853","1"
"Yes","2016","Thuringia","Male","122","0.675771189013521","0.605613435595566","0.745928942431477","1"
"No","2017","Schleswig-Holstein","Male","37","0.219755382772531","0.158924622930622","0.28058614261444","2"
"No","2017","Schleswig-Holstein","Female","39","0.250416034734689","0.187472140559689","0.313359928909689","2"
"No","2017","Hamburg","Male","18","","","","2"
"No","2017","Hamburg","Female","11","","","","2"
"No","2017","Lower Saxony","Male","126","0.270163605422303","0.231396890308964","0.308930320535642","2"
"No","2017","Lower Saxony","Female","106","0.204696286319223","0.169152230803611","0.240240341834835","2"
"No","2017","Bremen","Male","5","","","","2"
"No","2017","Bremen","Female","9","","","","2"
"No","2017","North Rhine-Westphalia","Male","239","0.24867395163874","0.220818731467957","0.276529171809523","2"
"No","2017","North Rhine-Westphalia","Female","209","0.24984024810926","0.220598715833334","0.279081780385186","2"
"No","2017","Brandenburg","Male","40","0.251658575729465","0.184416074442335","0.318901077016594","2"
"No","2017","Brandenburg","Female","44","0.196383152252387","0.135583261771853","0.25718304273292","2"
"No","2017","Mecklenburg-Western Pomerania","Male","20","","","","2"
"No","2017","Mecklenburg-Western Pomerania","Female","28","","","","2"
"No","2017","Saxony","Male","96","0.258708807559286","0.211170981397972","0.306246633720601","2"
"No","2017","Saxony","Female","95","0.235824593851734","0.189457355389773","0.282191832313694","2"
"No","2017","Saxony-Anhalt","Male","36","0.210734401059746","0.145029685593265","0.276439116526227","2"
"No","2017","Saxony-Anhalt","Female","40","0.271710659217485","0.205423355466252","0.337997962968719","2"
"No","2017","Thuringia","Male","48","0.273600838137547","0.209360383512761","0.337841292762332","2"
"No","2017","Thuringia","Female","63","0.272937623970849","0.209260021213493","0.336615226728205","2"
"No","2017","Hesse","Male","75","0.217063053415221","0.17447839298946","0.259647713840982","2"
"No","2017","Hesse","Female","77","0.209556600922717","0.167572916269471","0.251540285575964","2"
"No","2017","Rhineland-Palatinate,Saarland","Male","78","0.216127141200921","0.169858284589694","0.262395997812148","2"
"No","2017","Rhineland-Palatinate,Saarland","Female","70","0.284104099120555","0.227400758977531","0.340807439263579","2"
"No","2017","Baden-Württemberg","Male","117","0.168841439583117","0.141030659793238","0.196652219372995","2"
"No","2017","Baden-Württemberg","Female","142","0.260088560004326","0.22536147341646","0.294815646592193","2"
"No","2017","Bavaria","Male","188","0.217492096785009","0.190358478284659","0.244625715285359","2"
"No","2017","Bavaria","Female","244","0.286115942040534","0.255369567372553","0.316862316708515","2"
"No","2017","Berlin","Male","29","","","","2"
"No","2017","Berlin","Female","36","0.189203115464658","0.132610553269786","0.245795677659531","2"
"Yes","2017","Schleswig-Holstein","Male","141","0.780244617227469","0.71941385738556","0.841075377069378","1"
"Yes","2017","Schleswig-Holstein","Female","143","0.749583965265311","0.686640071090311","0.812527859440311","1"
"Yes","2017","Hamburg","Male","47","0.639870298488535","0.523171372535444","0.756569224441627","1"
"Yes","2017","Hamburg","Female","51","0.8242790189371","0.72954604338032","0.919011994493881","1"
"Yes","2017","Bremen","Male","25","","","","1"
"Yes","2017","Bremen","Female","37","0.635533695351634","0.496452902562794","0.774614488140473","1"
"Yes","2017","Lower Saxony","Male","378","0.729836394577697","0.691069679464358","0.768603109691036","1"
"Yes","2017","Lower Saxony","Female","389","0.795303713680777","0.759759658165165","0.830847769196389","1"
"Yes","2017","North Rhine-Westphalia","Male","686","0.75132604836126","0.723470828190477","0.779181268532043","1"
"Yes","2017","North Rhine-Westphalia","Female","633","0.75015975189074","0.720918219614814","0.779401284166666","1"
"Yes","2017","Hesse","Male","285","0.782936946584779","0.740352286159018","0.82552160701054","1"
"Yes","2017","Hesse","Female","284","0.790443399077283","0.748459714424036","0.832427083730529","1"
"Yes","2017","Bavaria","Male","700","0.782507903214991","0.75537428471464","0.809641521715341","1"
"Yes","2017","Bavaria","Female","586","0.713884057959466","0.683137683291485","0.744630432627447","1"
"Yes","2017","Berlin","Male","114","0.799111584608017","0.733442459229371","0.864780709986664","1"
"Yes","2017","Berlin","Female","148","0.810796884535342","0.754204322340469","0.867389446730214","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Male","226","0.783872858799079","0.737604002187852","0.830141715410306","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Female","173","0.715895900879445","0.659192560736421","0.772599241022469","1"
"Yes","2017","Baden-Württemberg","Male","580","0.831158560416883","0.803347780627005","0.858969340206762","1"
"Yes","2017","Baden-Württemberg","Female","471","0.739911439995674","0.705184353407807","0.77463852658354","1"
"Yes","2017","Brandenburg","Male","120","0.748341424270535","0.681098922983406","0.815583925557665","1"
"Yes","2017","Mecklenburg-Western Pomerania","Male","59","0.836445443986425","0.754884042719775","0.918006845253075","1"
"Yes","2017","Mecklenburg-Western Pomerania","Female","71","0.646383344119299","0.552206978029963","0.740559710208635","1"
"Yes","2017","Brandenburg","Female","120","0.803616847747613","0.74281695726708","0.864416738228147","1"
"Yes","2017","Saxony","Female","227","0.764175406148267","0.717808167686306","0.810542644610227","1"
"Yes","2017","Saxony","Male","230","0.741291192440714","0.693753366279399","0.788829018602028","1"
"Yes","2017","Saxony-Anhalt","Male","112","0.789265598940254","0.723560883473772","0.854970314406735","1"
"Yes","2017","Saxony-Anhalt","Female","133","0.728289340782515","0.662002037031281","0.794576644533748","1"
"Yes","2017","Thuringia","Male","137","0.726399161862453","0.662158707237668","0.790639616487239","1"
"Yes","2017","Thuringia","Female","125","0.727062376029151","0.663384773271795","0.790739978786507","1"
"No","2018","Schleswig-Holstein","Male","46","0.246472669595186","0.184869500380493","0.30807583880988","2"
"No","2018","Schleswig-Holstein","Female","57","0.284752087450909","0.221571768635793","0.347932406266025","2"
"No","2018","Hamburg","Male","18","","","","2"
"No","2018","Hamburg","Female","20","","","","2"
"No","2018","Lower Saxony","Male","132","0.239678444389801","0.202916679652868","0.276440209126734","2"
"No","2018","Lower Saxony","Female","138","0.304565848635224","0.264701771042186","0.344429926228263","2"
"No","2018","Bremen","Male","6","","","","2"
"No","2018","Bremen","Female","13","","","","2"
"No","2018","North Rhine-Westphalia","Male","260","0.236276470761362","0.210168931632918","0.262384009889806","2"
"No","2018","North Rhine-Westphalia","Female","249","0.255865454860056","0.227546173243737","0.284184736476376","2"
"No","2018","Hesse","Male","100","0.273328953812111","0.228341733089062","0.318316174535159","2"
"No","2018","Brandenburg","Male","50","0.300294307226094","0.232380149339749","0.368208465112438","2"
"No","2018","Brandenburg","Female","49","0.332049605645748","0.260622435356694","0.403476775934802","2"
"No","2018","Mecklenburg-Western Pomerania","Male","22","","","","2"
"No","2018","Mecklenburg-Western Pomerania","Female","29","","","","2"
