"plb0196_h","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"No","2006","(2c_gen) general maturity certificate","West Germany","44","0.333949595032567","0.256650558433698","0.411248631631435"
"No","2006","(2c_gen) general maturity certificate","East Germany","11","","",""
"No","2006","(2c_voc) vocational maturity certificate","West Germany","170","0.26615009126686","0.232484516903897","0.299815665629823"
"No","2006","(2c_voc) vocational maturity certificate","East Germany","32","0.316827322662681","0.23216393255981","0.401490712765551"
"No","2006","(3a) lower tertiary education","West Germany","94","0.154279892694307","0.123440147894283","0.185119637494331"
"No","2006","(3a) lower tertiary education","East Germany","70","0.258989566809331","0.208394853061027","0.309584280557636"
"No","2006","(3b) higher tertiary education","West Germany","178","0.203493121251187","0.177349933941777","0.229636308560596"
"No","2006","(3b) higher tertiary education","East Germany","76","0.273467051354936","0.223927957577626","0.323006145132247"
"Yes","2007","(0) in school","West Germany","2","","",""
"Yes","2007","(0) in school","East Germany","","","",""
"Yes","2007","(1a) inadequately completed","West Germany","11","","",""
"Yes","2007","(1a) inadequately completed","East Germany","1","","",""
"Yes","2007","(1b) general elementary school","West Germany","104","0.643451287384204","0.56946479704225","0.717437777726157"
"Yes","2007","(1b) general elementary school","East Germany","8","","",""
"Yes","2007","(1c) basic vocational qualification","West Germany","953","0.717211633128629","0.692971736609276","0.741451529647982"
"Yes","2007","(1c) basic vocational qualification","East Germany","68","0.616095585489649","0.526426142749366","0.705765028229931"
"Yes","2007","(2b) intermediate general qualification","West Germany","66","0.623616940691646","0.530054085836063","0.717179795547229"
"Yes","2007","(2b) intermediate general qualification","East Germany","25","","",""
"Yes","2007","(2a) intermediate vocational","West Germany","1058","0.770259526422404","0.748113094229956","0.792405958614852"
"Yes","2007","(2a) intermediate vocational","East Germany","592","0.695592122552968","0.664584520590062","0.726599724515875"
"Yes","2007","(2c_gen) general maturity certificate","West Germany","101","0.8020919427837","0.734883316078319","0.86930056948908"
"Yes","2007","(2c_gen) general maturity certificate","East Germany","17","","",""
"Yes","2007","(2c_voc) vocational maturity certificate","West Germany","471","0.800302689465012","0.768394461870881","0.832210917059144"
"Yes","2007","(2c_voc) vocational maturity certificate","East Germany","84","0.672254658087915","0.588962646714306","0.755546669461523"
"Yes","2007","(3a) lower tertiary education","West Germany","398","0.820095882133217","0.786189808638733","0.8540019556277"
"Yes","2007","(3a) lower tertiary education","East Germany","200","0.675401684518371","0.620162437421234","0.730640931615508"
"Yes","2007","(3b) higher tertiary education","West Germany","684","0.800500772264995","0.773682854020136","0.827318690509855"
"Yes","2007","(3b) higher tertiary education","East Germany","232","0.734029601478976","0.684922835290023","0.78313636766793"
"No","2007","(0) in school","West Germany","2","","",""
"No","2007","(0) in school","East Germany","1","","",""
"No","2007","(1a) inadequately completed","West Germany","11","","",""
"No","2007","(1a) inadequately completed","East Germany","","","",""
"No","2007","(1b) general elementary school","West Germany","57","0.356548712615797","0.282562222273843","0.43053520295775"
"No","2007","(1b) general elementary school","East Germany","8","","",""
"No","2007","(1c) basic vocational qualification","West Germany","373","0.282788366871371","0.258548470352018","0.307028263390724"
"No","2007","(1c) basic vocational qualification","East Germany","45","0.383904414510351","0.294234971770069","0.473573857250634"
"No","2007","(2b) intermediate general qualification","West Germany","37","0.376383059308354","0.282820204452771","0.469945914163937"
"No","2007","(2b) intermediate general qualification","East Germany","12","","",""
"No","2007","(2a) intermediate vocational","West Germany","328","0.229740473577596","0.207594041385148","0.251886905770044"
"No","2007","(2a) intermediate vocational","East Germany","254","0.304407877447032","0.273400275484125","0.335415479409938"
"No","2007","(2c_gen) general maturity certificate","West Germany","34","0.1979080572163","0.13069943051092","0.265116683921681"
"No","2007","(2c_gen) general maturity certificate","East Germany","11","","",""
"No","2007","(2c_voc) vocational maturity certificate","West Germany","132","0.199697310534988","0.167789082940856","0.231605538129119"
"No","2007","(2c_voc) vocational maturity certificate","East Germany","38","0.327745341912085","0.244453330538477","0.411037353285693"
"No","2007","(3a) lower tertiary education","West Germany","95","0.179904117866783","0.1459980443723","0.213810191361267"
"No","2007","(3a) lower tertiary education","East Germany","76","0.324598315481629","0.269359068384492","0.379837562578766"
"No","2007","(3b) higher tertiary education","West Germany","169","0.199499227735005","0.172681309490145","0.226317145979864"
"No","2007","(3b) higher tertiary education","East Germany","79","0.265970398521024","0.21686363233207","0.315077164709977"
"Yes","2008","(0) in school","West Germany","4","","",""
"Yes","2008","(0) in school","East Germany","","","",""
"Yes","2008","(1a) inadequately completed","West Germany","15","","",""
"Yes","2008","(1a) inadequately completed","East Germany","","","",""
"Yes","2008","(1b) general elementary school","West Germany","114","0.608079442401586","0.537733118134608","0.678425766668565"
"Yes","2008","(1b) general elementary school","East Germany","11","","",""
"Yes","2008","(1c) basic vocational qualification","West Germany","873","0.688700608902449","0.663255231043603","0.714145986761295"
"Yes","2008","(1c) basic vocational qualification","East Germany","62","0.616902259664625","0.525638613074166","0.708165906255084"
"Yes","2008","(2b) intermediate general qualification","West Germany","73","0.66704366673326","0.576469949077604","0.757617384388915"
"Yes","2008","(2b) intermediate general qualification","East Germany","31","0.616982302497849","0.482238480191761","0.751726124803936"
"Yes","2008","(2a) intermediate vocational","West Germany","1037","0.742396719876028","0.719406961468112","0.765386478283944"
"Yes","2008","(2a) intermediate vocational","East Germany","576","0.669709727214603","0.637847468673187","0.701571985756019"
"Yes","2008","(2c_gen) general maturity certificate","West Germany","79","0.675206278529286","0.59210834491459","0.758304212143983"
"Yes","2008","(2c_gen) general maturity certificate","East Germany","18","","",""
"Yes","2008","(2c_voc) vocational maturity certificate","West Germany","443","0.759797106099379","0.725296368595617","0.794297843603141"
"Yes","2008","(2c_voc) vocational maturity certificate","East Germany","85","0.670063955350739","0.585227972133516","0.754899938567962"
"Yes","2008","(3a) lower tertiary education","West Germany","383","0.842018374965875","0.809322104623144","0.874714645308606"
"Yes","2008","(3a) lower tertiary education","East Germany","191","0.68460863324855","0.628235272859247","0.740981993637853"
"Yes","2008","(3b) higher tertiary education","West Germany","659","0.759337779683744","0.730202660444181","0.788472898923308"
"Yes","2008","(3b) higher tertiary education","East Germany","222","0.778933005881783","0.731418492344009","0.826447519419557"
"No","2008","(0) in school","West Germany","4","","",""
"No","2008","(0) in school","East Germany","1","","",""
"No","2008","(1a) inadequately completed","West Germany","9","","",""
"No","2008","(1a) inadequately completed","East Germany","","","",""
"No","2008","(1b) general elementary school","West Germany","71","0.391920557598414","0.321574233331435","0.462266881865392"
"No","2008","(1b) general elementary school","East Germany","3","","",""
"No","2008","(1c) basic vocational qualification","West Germany","399","0.311299391097551","0.285854013238705","0.336744768956397"
"No","2008","(1c) basic vocational qualification","East Germany","47","0.383097740335375","0.291834093744916","0.474361386925834"
"No","2008","(2b) intermediate general qualification","West Germany","31","0.33295633326674","0.242382615611085","0.423530050922396"
"No","2008","(2b) intermediate general qualification","East Germany","19","","",""
"No","2008","(2a) intermediate vocational","West Germany","353","0.257603280123972","0.234613521716056","0.280593038531888"
"No","2008","(2a) intermediate vocational","East Germany","261","0.330290272785397","0.298428014243981","0.362152531326813"
"No","2008","(2c_gen) general maturity certificate","West Germany","43","0.324793721470714","0.241695787856017","0.40789165508541"
"No","2008","(2c_gen) general maturity certificate","East Germany","10","","",""
"No","2008","(2c_voc) vocational maturity certificate","West Germany","146","0.240202893900621","0.205702156396859","0.274703631404383"
"No","2008","(2c_voc) vocational maturity certificate","East Germany","33","0.329936044649261","0.245100061432038","0.414772027866484"
"No","2008","(3a) lower tertiary education","West Germany","95","0.157981625034125","0.125285354691394","0.190677895376855"
"No","2008","(3a) lower tertiary education","East Germany","70","0.31539136675145","0.259018006362147","0.371764727140753"
"No","2008","(3b) higher tertiary education","West Germany","168","0.240662220316256","0.211527101076692","0.269797339555819"
"No","2008","(3b) higher tertiary education","East Germany","71","0.221066994118217","0.173552480580443","0.268581507655991"
"Yes","2009","(0) in school","West Germany","3","","",""
"Yes","2009","(0) in school","East Germany","","","",""
"Yes","2009","(1a) inadequately completed","West Germany","12","","",""
"Yes","2009","(1a) inadequately completed","East Germany","","","",""
"Yes","2009","(1b) general elementary school","West Germany","84","0.626692502457195","0.545993316562102","0.707391688352288"
"Yes","2009","(1b) general elementary school","East Germany","5","","",""
"Yes","2009","(1c) basic vocational qualification","West Germany","709","0.652937811335685","0.624573383933067","0.681302238738302"
"Yes","2009","(1c) basic vocational qualification","East Germany","48","0.548843030366497","0.443057433596031","0.654628627136962"
"Yes","2009","(2b) intermediate general qualification","West Germany","53","0.630824970848407","0.532214104478387","0.729435837218427"
"Yes","2009","(2b) intermediate general qualification","East Germany","19","","",""
"Yes","2009","(2a) intermediate vocational","West Germany","866","0.706960929816982","0.68114389276576","0.732777966868204"
"Yes","2009","(2a) intermediate vocational","East Germany","510","0.649356349360737","0.615674538147873","0.683038160573601"
"Yes","2009","(2c_gen) general maturity certificate","West Germany","82","0.773183809997326","0.702542359510056","0.843825260484596"
"Yes","2009","(2c_gen) general maturity certificate","East Germany","13","","",""
"Yes","2009","(2c_voc) vocational maturity certificate","West Germany","386","0.754143393720243","0.717133799287329","0.791152988153157"
"Yes","2009","(2c_voc) vocational maturity certificate","East Germany","77","0.771792382757896","0.689537175076175","0.854047590439618"
"Yes","2009","(3a) lower tertiary education","West Germany","360","0.79655658986792","0.759848884760436","0.833264294975404"
"Yes","2009","(3a) lower tertiary education","East Germany","171","0.692073034132344","0.633424192647292","0.750721875617395"
"Yes","2009","(3b) higher tertiary education","West Germany","585","0.774451949913785","0.744400151886474","0.804503747941097"
"Yes","2009","(3b) higher tertiary education","East Germany","219","0.821826115033779","0.77651708100984","0.867135149057719"
"No","2009","(0) in school","West Germany","2","","",""
"No","2009","(0) in school","East Germany","","","",""
"No","2009","(1a) inadequately completed","West Germany","8","","",""
"No","2009","(1a) inadequately completed","East Germany","","","",""
"No","2009","(1b) general elementary school","West Germany","54","0.373307497542805","0.292608311647711","0.454006683437898"
"No","2009","(1b) general elementary school","East Germany","6","","",""
"No","2009","(1c) basic vocational qualification","West Germany","373","0.347062188664316","0.318697761261698","0.375426616066934"
"No","2009","(1c) basic vocational qualification","East Germany","37","0.451156969633503","0.345371372863038","0.556942566403969"
"No","2009","(2b) intermediate general qualification","West Germany","39","0.369175029151593","0.270564162781573","0.467785895521613"
"No","2009","(2b) intermediate general qualification","East Germany","13","","",""
"No","2009","(2a) intermediate vocational","West Germany","328","0.293039070183018","0.267222033131796","0.31885610723424"
"No","2009","(2a) intermediate vocational","East Germany","261","0.350643650639263","0.316961839426398","0.384325461852127"
"No","2009","(2c_gen) general maturity certificate","West Germany","53","0.226816190002675","0.156174739515404","0.297457640489945"
"No","2009","(2c_gen) general maturity certificate","East Germany","11","","",""
"No","2009","(2c_voc) vocational maturity certificate","West Germany","134","0.245856606279757","0.208847011846842","0.282866200712671"
"No","2009","(2c_voc) vocational maturity certificate","East Germany","23","","",""
"No","2009","(3a) lower tertiary education","West Germany","102","0.20344341013208","0.166735705024596","0.240151115239564"
"No","2009","(3a) lower tertiary education","East Germany","67","0.307926965867656","0.249278124382605","0.366575807352708"
"No","2009","(3b) higher tertiary education","West Germany","158","0.225548050086215","0.195496252058903","0.255599848113526"
"No","2009","(3b) higher tertiary education","East Germany","55","0.178173884966221","0.132864850942281","0.22348291899016"
"Yes","2010","(0) in school","West Germany","4","","",""
"Yes","2010","(0) in school","East Germany","1","","",""
"Yes","2010","(1a) inadequately completed","West Germany","29","","",""
"Yes","2010","(1a) inadequately completed","East Germany","","","",""
"Yes","2010","(1b) general elementary school","West Germany","142","0.52241173391521","0.459993162736337","0.584830305094084"
"Yes","2010","(1b) general elementary school","East Germany","10","","",""
"Yes","2010","(1c) basic vocational qualification","West Germany","900","0.618430805332576","0.593340898133907","0.643520712531244"
"Yes","2010","(1c) basic vocational qualification","East Germany","72","0.741016929813897","0.661975126491514","0.820058733136279"
"Yes","2010","(2b) intermediate general qualification","West Germany","89","0.532123499298613","0.448874238953166","0.61537275964406"
"Yes","2010","(2b) intermediate general qualification","East Germany","36","0.821732103500302","0.71231105821385","0.931153148786754"
"Yes","2010","(2a) intermediate vocational","West Germany","1219","0.687138609188875","0.665458554577778","0.708818663799973"
"Yes","2010","(2a) intermediate vocational","East Germany","617","0.607358324374358","0.576353995708565","0.638362653040152"
"Yes","2010","(2c_gen) general maturity certificate","West Germany","108","0.648586738238937","0.576821069517917","0.720352406959957"
"Yes","2010","(2c_gen) general maturity certificate","East Germany","15","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","West Germany","583","0.723375341711675","0.692454780904032","0.754295902519318"
"Yes","2010","(2c_voc) vocational maturity certificate","East Germany","104","0.72197200573463","0.648282038863571","0.795661972605689"
"Yes","2010","(3a) lower tertiary education","West Germany","484","0.797736148595398","0.765937649166529","0.829534648024267"
"Yes","2010","(3a) lower tertiary education","East Germany","178","0.652685207856464","0.595360918531333","0.710009497181595"
"Yes","2010","(3b) higher tertiary education","West Germany","858","0.765124902572799","0.740331115447197","0.789918689698401"
"Yes","2010","(3b) higher tertiary education","East Germany","247","0.719748278764308","0.670995008475436","0.768501549053179"
"No","2010","(0) in school","West Germany","2","","",""
"No","2010","(0) in school","East Germany","","","",""
"No","2010","(1a) inadequately completed","West Germany","13","","",""
"No","2010","(1a) inadequately completed","East Germany","4","","",""
"No","2010","(1b) general elementary school","West Germany","104","0.47758826608479","0.415169694905916","0.540006837263663"
"No","2010","(1b) general elementary school","East Germany","4","","",""
"No","2010","(1c) basic vocational qualification","West Germany","540","0.381569194667424","0.356479287468756","0.406659101866093"
"No","2010","(1c) basic vocational qualification","East Germany","46","0.258983070186103","0.179941266863721","0.338024873508486"
"No","2010","(2b) intermediate general qualification","West Germany","49","0.467876500701387","0.38462724035594","0.551125761046834"
"No","2010","(2b) intermediate general qualification","East Germany","11","","",""
"No","2010","(2a) intermediate vocational","West Germany","538","0.312861390811125","0.291181336200027","0.334541445422222"
"No","2010","(2a) intermediate vocational","East Germany","336","0.392641675625642","0.361637346959848","0.423646004291435"
"No","2010","(2c_gen) general maturity certificate","West Germany","62","0.351413261761063","0.279647593040043","0.423178930482083"
"No","2010","(2c_gen) general maturity certificate","East Germany","10","","",""
"No","2010","(2c_voc) vocational maturity certificate","West Germany","221","0.276624658288325","0.245704097480682","0.307545219095968"
"No","2010","(2c_voc) vocational maturity certificate","East Germany","38","0.27802799426537","0.204338027394311","0.351717961136429"
"No","2010","(3a) lower tertiary education","West Germany","129","0.202263851404602","0.170465351975733","0.234062350833471"
"No","2010","(3a) lower tertiary education","East Germany","87","0.347314792143536","0.289990502818405","0.404639081468667"
"No","2010","(3b) higher tertiary education","West Germany","265","0.234875097427201","0.210081310301599","0.259668884552803"
"No","2010","(3b) higher tertiary education","East Germany","79","0.280251721235692","0.231498450946821","0.329004991524564"
"Yes","2011","(0) in school","West Germany","7","","",""
"Yes","2011","(0) in school","East Germany","1","","",""
"Yes","2011","(1a) inadequately completed","West Germany","51","0.778837598107872","0.681612548295094","0.876062647920651"
"Yes","2011","(1a) inadequately completed","East Germany","3","","",""
"Yes","2011","(1b) general elementary school","West Germany","214","0.600039728717589","0.547813559563162","0.652265897872016"
"Yes","2011","(1b) general elementary school","East Germany","14","","",""
"Yes","2011","(1c) basic vocational qualification","West Germany","1162","0.673180464012792","0.650630163289471","0.695730764736112"
"Yes","2011","(1c) basic vocational qualification","East Germany","85","0.62799597106573","0.549324668586359","0.706667273545102"
"Yes","2011","(2b) intermediate general qualification","West Germany","125","0.721766663738652","0.655561060277001","0.787972267200303"
"Yes","2011","(2b) intermediate general qualification","East Germany","36","0.751629422189974","0.636389443062617","0.866869401317331"
"Yes","2011","(2a) intermediate vocational","West Germany","1632","0.778709095996697","0.761190777262759","0.796227414730635"
"Yes","2011","(2a) intermediate vocational","East Germany","759","0.695893335850311","0.66873259566416","0.723054076036463"
"Yes","2011","(2c_gen) general maturity certificate","West Germany","136","0.656788492297919","0.592110488687437","0.721466495908401"
"Yes","2011","(2c_gen) general maturity certificate","East Germany","15","","",""
"Yes","2011","(2c_voc) vocational maturity certificate","West Germany","759","0.788973822458219","0.763282546999337","0.814665097917101"
"Yes","2011","(2c_voc) vocational maturity certificate","East Germany","135","0.719798108287022","0.653449374505269","0.786146842068775"
"Yes","2011","(3a) lower tertiary education","West Germany","623","0.816264179279599","0.78898131913824","0.843547039420958"
"Yes","2011","(3a) lower tertiary education","East Germany","198","0.707972894617717","0.655276006279093","0.760669782956341"
"Yes","2011","(3b) higher tertiary education","West Germany","1055","0.805574602000237","0.784143632203862","0.827005571796612"
"Yes","2011","(3b) higher tertiary education","East Germany","310","0.693885199024735","0.649110068279902","0.738660329769568"
"No","2011","(0) in school","West Germany","2","","",""
"No","2011","(0) in school","East Germany","","","",""
"No","2011","(1a) inadequately completed","West Germany","19","","",""
"No","2011","(1a) inadequately completed","East Germany","","","",""
"No","2011","(1b) general elementary school","West Germany","124","0.399960271282411","0.347734102127984","0.452186440436837"
"No","2011","(1b) general elementary school","East Germany","6","","",""
"No","2011","(1c) basic vocational qualification","West Germany","500","0.326819535987208","0.304269235263888","0.349369836710529"
"No","2011","(1c) basic vocational qualification","East Germany","60","0.37200402893427","0.293332726454898","0.450675331413641"
"No","2011","(2b) intermediate general qualification","West Germany","51","0.278233336261348","0.212027732799697","0.344438939722999"
"No","2011","(2b) intermediate general qualification","East Germany","18","","",""
"No","2011","(2a) intermediate vocational","West Germany","525","0.221290904003303","0.203772585269365","0.238809222737241"
"No","2011","(2a) intermediate vocational","East Germany","343","0.304106664149689","0.276945923963537","0.33126740433584"
"No","2011","(2c_gen) general maturity certificate","West Germany","71","0.343211507702081","0.278533504091599","0.407889511312562"
"No","2011","(2c_gen) general maturity certificate","East Germany","15","","",""
"No","2011","(2c_voc) vocational maturity certificate","West Germany","210","0.211026177541781","0.185334902082899","0.236717453000663"
"No","2011","(2c_voc) vocational maturity certificate","East Germany","41","0.280201891712978","0.213853157931225","0.346550625494731"
"No","2011","(3a) lower tertiary education","West Germany","151","0.183735820720401","0.156452960579042","0.21101868086176"
"No","2011","(3a) lower tertiary education","East Germany","88","0.292027105382283","0.239330217043659","0.344723993720907"
"No","2011","(3b) higher tertiary education","West Germany","255","0.194425397999763","0.172994428203388","0.215856367796138"
"No","2011","(3b) higher tertiary education","East Germany","97","0.306114800975265","0.261339670230432","0.350889931720098"
"Yes","2012","(0) in school","West Germany","10","","",""
"Yes","2012","(0) in school","East Germany","","","",""
"Yes","2012","(1a) inadequately completed","West Germany","47","0.715361083021291","0.618283525929574","0.812438640113007"
"Yes","2012","(1a) inadequately completed","East Germany","5","","",""
"Yes","2012","(1b) general elementary school","West Germany","230","0.608568533769019","0.557868796828053","0.659268270709984"
"Yes","2012","(1b) general elementary school","East Germany","15","","",""
"Yes","2012","(1c) basic vocational qualification","West Germany","1119","0.64697339199691","0.624235295788147","0.669711488205673"
"Yes","2012","(1c) basic vocational qualification","East Germany","101","0.609387077763411","0.532079458486885","0.686694697039938"
"Yes","2012","(2b) intermediate general qualification","West Germany","125","0.68873374150852","0.621466425479165","0.756001057537874"
"Yes","2012","(2b) intermediate general qualification","East Germany","28","","",""
"Yes","2012","(2a) intermediate vocational","West Germany","1609","0.74943527625197","0.73131519701881","0.767555355485129"
"Yes","2012","(2a) intermediate vocational","East Germany","734","0.6367855981644","0.608620113671621","0.66495108265718"
"Yes","2012","(2c_gen) general maturity certificate","West Germany","157","0.693146410571844","0.632885606094223","0.753407215049465"
"Yes","2012","(2c_gen) general maturity certificate","East Germany","20","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","West Germany","784","0.763650171340237","0.737742832638684","0.78955751004179"
"Yes","2012","(2c_voc) vocational maturity certificate","East Germany","148","0.748008941645837","0.686112861111066","0.809905022180608"
"Yes","2012","(3a) lower tertiary education","West Germany","610","0.819921735481716","0.792903658822705","0.846939812140727"
"Yes","2012","(3a) lower tertiary education","East Germany","196","0.697136571965437","0.642429207170124","0.751843936760751"
"Yes","2012","(3b) higher tertiary education","West Germany","1058","0.764673137787439","0.742259489994391","0.787086785580486"
"Yes","2012","(3b) higher tertiary education","East Germany","296","0.789281691696354","0.748385434865059","0.830177948527649"
"No","2012","(0) in school","West Germany","4","","",""
"No","2012","(0) in school","East Germany","","","",""
"No","2012","(1a) inadequately completed","West Germany","36","0.284638916978709","0.187561359886992","0.381716474070426"
"No","2012","(1a) inadequately completed","East Germany","1","","",""
"No","2012","(1b) general elementary school","West Germany","126","0.391431466230981","0.340731729290016","0.442131203171947"
"No","2012","(1b) general elementary school","East Germany","9","","",""
"No","2012","(1c) basic vocational qualification","West Germany","578","0.35302660800309","0.330288511794327","0.375764704211853"
"No","2012","(1c) basic vocational qualification","East Germany","52","0.390612922236589","0.313305302960062","0.467920541513115"
"No","2012","(2b) intermediate general qualification","West Germany","57","0.311266258491481","0.243998942462126","0.378533574520835"
"No","2012","(2b) intermediate general qualification","East Germany","17","","",""
"No","2012","(2a) intermediate vocational","West Germany","588","0.25056472374803","0.232444644514871","0.26868480298119"
"No","2012","(2a) intermediate vocational","East Germany","386","0.3632144018356","0.33504891734282","0.391379886328379"
"No","2012","(2c_gen) general maturity certificate","West Germany","68","0.306853589428156","0.246592784950535","0.367114393905777"
"No","2012","(2c_gen) general maturity certificate","East Germany","8","","",""
"No","2012","(2c_voc) vocational maturity certificate","West Germany","249","0.236349828659763","0.21044248995821","0.262257167361316"
"No","2012","(2c_voc) vocational maturity certificate","East Germany","41","0.251991058354163","0.190094977819392","0.313887138888934"
"No","2012","(3a) lower tertiary education","West Germany","167","0.180078264518284","0.153060187859273","0.207096341177295"
"No","2012","(3a) lower tertiary education","East Germany","75","0.302863428034563","0.248156063239249","0.357570792829876"
"No","2012","(3b) higher tertiary education","West Germany","318","0.235326862212561","0.212913214419514","0.257740510005609"
"No","2012","(3b) higher tertiary education","East Germany","86","0.210718308303646","0.169822051472351","0.251614565134941"
"Yes","2013","(0) in school","West Germany","14","","",""
"Yes","2013","(0) in school","East Germany","2","","",""
"Yes","2013","(1a) inadequately completed","West Germany","69","0.670701091427631","0.582475517093514","0.758926665761748"
"Yes","2013","(1a) inadequately completed","East Germany","4","","",""
"Yes","2013","(1b) general elementary school","West Germany","345","0.692169327146881","0.6523801516126","0.731958502681162"
"Yes","2013","(1b) general elementary school","East Germany","16","","",""
"Yes","2013","(1c) basic vocational qualification","West Germany","1213","0.674328834786066","0.652453865380475","0.696203804191656"
"Yes","2013","(1c) basic vocational qualification","East Germany","106","0.599294214877203","0.524064894611403","0.674523535143004"
"Yes","2013","(2b) intermediate general qualification","West Germany","164","0.746480064885896","0.690380787690759","0.802579342081034"
"Yes","2013","(2b) intermediate general qualification","East Germany","31","0.505305864608634","0.360823538349359","0.64978819086791"
"Yes","2013","(2a) intermediate vocational","West Germany","1561","0.724521737897655","0.705571331469723","0.743472144325588"
"Yes","2013","(2a) intermediate vocational","East Germany","713","0.705378997493377","0.677361410550806","0.733396584435948"
"Yes","2013","(2c_gen) general maturity certificate","West Germany","263","0.757544249482093","0.713757326314382","0.801331172649803"
"Yes","2013","(2c_gen) general maturity certificate","East Germany","26","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","West Germany","879","0.757840150305221","0.733407925450912","0.782272375159529"
"Yes","2013","(2c_voc) vocational maturity certificate","East Germany","133","0.69566097378995","0.628812724088887","0.762509223491013"
"Yes","2013","(3a) lower tertiary education","West Germany","599","0.770872646806235","0.741032538688908","0.800712754923563"
"Yes","2013","(3a) lower tertiary education","East Germany","187","0.762403465878346","0.709645193191116","0.815161738565577"
"Yes","2013","(3b) higher tertiary education","West Germany","1221","0.772677692731166","0.752064604755112","0.793290780707219"
"Yes","2013","(3b) higher tertiary education","East Germany","285","0.739651960926776","0.696044163426187","0.783259758427365"
"No","2013","(0) in school","West Germany","5","","",""
"No","2013","(0) in school","East Germany","","","",""
"No","2013","(1a) inadequately completed","West Germany","40","0.329298908572369","0.241073334238252","0.417524482906486"
"No","2013","(1a) inadequately completed","East Germany","3","","",""
"No","2013","(1b) general elementary school","West Germany","172","0.307830672853119","0.268041497318838","0.3476198483874"
"No","2013","(1b) general elementary school","East Germany","17","","",""
"No","2013","(1c) basic vocational qualification","West Germany","550","0.325671165213934","0.303796195808344","0.347546134619525"
"No","2013","(1c) basic vocational qualification","East Germany","57","0.400705785122797","0.325476464856996","0.475935105388597"
"No","2013","(2b) intermediate general qualification","West Germany","67","0.253519935114104","0.197420657918966","0.309619212309241"
"No","2013","(2b) intermediate general qualification","East Germany","15","","",""
"No","2013","(2a) intermediate vocational","West Germany","574","0.275478262102345","0.256527855674413","0.294428668530277"
"No","2013","(2a) intermediate vocational","East Germany","304","0.294621002506623","0.266603415564052","0.322638589449194"
"No","2013","(2c_gen) general maturity certificate","West Germany","105","0.242455750517907","0.198668827350197","0.286242673685618"
"No","2013","(2c_gen) general maturity certificate","East Germany","12","","",""
"No","2013","(2c_voc) vocational maturity certificate","West Germany","302","0.242159849694779","0.217727624840471","0.266592074549088"
"No","2013","(2c_voc) vocational maturity certificate","East Germany","49","0.30433902621005","0.237490776508987","0.371187275911113"
"No","2013","(3a) lower tertiary education","West Germany","163","0.229127353193765","0.199287245076437","0.258967461311092"
"No","2013","(3a) lower tertiary education","East Germany","63","0.237596534121654","0.184838261434424","0.290354806808884"
"No","2013","(3b) higher tertiary education","West Germany","367","0.227322307268834","0.206709219292781","0.247935395244888"
"No","2013","(3b) higher tertiary education","East Germany","104","0.260348039073224","0.216740241572635","0.303955836573813"
"Yes","2014","(0) in school","West Germany","12","","",""
"Yes","2014","(0) in school","East Germany","1","","",""
"Yes","2014","(1a) inadequately completed","West Germany","50","0.745888432966158","0.648646880947233","0.843129984985082"
"Yes","2014","(1a) inadequately completed","East Germany","3","","",""
"Yes","2014","(1b) general elementary school","West Germany","267","0.665114935774497","0.619653394027739","0.710576477521256"
"Yes","2014","(1b) general elementary school","East Germany","22","","",""
"Yes","2014","(1c) basic vocational qualification","West Germany","1061","0.654562402860739","0.630958416029877","0.678166389691601"
"Yes","2014","(1c) basic vocational qualification","East Germany","103","0.739369821531635","0.667421066565523","0.811318576497747"
"Yes","2014","(2b) intermediate general qualification","West Germany","155","0.652118143402434","0.590020816899732","0.714215469905135"
"Yes","2014","(2b) intermediate general qualification","East Germany","25","","",""
"Yes","2014","(2a) intermediate vocational","West Germany","1394","0.764723274341777","0.74567558765396","0.783770961029594"
"Yes","2014","(2a) intermediate vocational","East Germany","643","0.652874887535321","0.622328119436632","0.68342165563401"
"Yes","2014","(2c_gen) general maturity certificate","West Germany","240","0.711942451399962","0.663735427923051","0.760149474876874"
"Yes","2014","(2c_gen) general maturity certificate","East Germany","19","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","West Germany","798","0.760388385167059","0.734884072401946","0.785892697932171"
"Yes","2014","(2c_voc) vocational maturity certificate","East Germany","140","0.793214334945361","0.734535965423393","0.851892704467328"
"Yes","2014","(3a) lower tertiary education","West Germany","565","0.789748413660639","0.760127741644461","0.819369085676817"
"Yes","2014","(3a) lower tertiary education","East Germany","165","0.74166548320332","0.684848794407551","0.79848217199909"
"Yes","2014","(3b) higher tertiary education","West Germany","1093","0.788418292398614","0.767439291168029","0.809397293629199"
"Yes","2014","(3b) higher tertiary education","East Germany","269","0.714651513831364","0.668132687260714","0.761170340402014"
"No","2014","(0) in school","West Germany","2","","",""
"No","2014","(0) in school","East Germany","","","",""
"No","2014","(1a) inadequately completed","West Germany","27","","",""
"No","2014","(1a) inadequately completed","East Germany","1","","",""
"No","2014","(1b) general elementary school","West Germany","147","0.334885064225503","0.289423522478744","0.380346605972262"
"No","2014","(1b) general elementary school","East Germany","10","","",""
"No","2014","(1c) basic vocational qualification","West Germany","498","0.345437597139261","0.321833610308399","0.369041583970123"
