"plb0196_h","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1997","Not Employed","(0) in school","","","",""
"No","1997","Not Employed","(1a) inadequately completed","1","","",""
"No","1997","Not Employed","(1b) general elementary school","2","","",""
"No","1997","Not Employed","(1c) basic vocational qualification","4","","",""
"No","1997","Not Employed","(2b) intermediate general qualification","4","","",""
"No","1997","Not Employed","(2a) intermediate vocational","4","","",""
"No","1997","Not Employed","(2c_gen) general maturity certificate","1","","",""
"No","1997","Not Employed","(2c_voc) vocational maturity certificate","2","","",""
"No","1997","Not Employed","(3a) lower tertiary education","1","","",""
"No","1997","Not Employed","(3b) higher tertiary education","","","",""
"No","1997","Employed","(0) in school","1","","",""
"No","1997","Employed","(1a) inadequately completed","44","1","1","1"
"No","1997","Employed","(1b) general elementary school","147","1","1","1"
"No","1997","Employed","(1c) basic vocational qualification","437","1","1","1"
"No","1997","Employed","(2b) intermediate general qualification","52","1","1","1"
"No","1997","Employed","(2a) intermediate vocational","381","1","1","1"
"No","1997","Employed","(2c_gen) general maturity certificate","31","1","1","1"
"No","1997","Employed","(2c_voc) vocational maturity certificate","77","1","1","1"
"No","1997","Employed","(3a) lower tertiary education","104","1","1","1"
"No","1997","Employed","(3b) higher tertiary education","89","1","1","1"
"Yes","1998","Not Employed","(0) in school","","","",""
"Yes","1998","Not Employed","(1a) inadequately completed","","","",""
"Yes","1998","Not Employed","(1b) general elementary school","","","",""
"Yes","1998","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","1998","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","1998","Not Employed","(2a) intermediate vocational","","","",""
"Yes","1998","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1998","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1998","Not Employed","(3a) lower tertiary education","","","",""
"Yes","1998","Not Employed","(3b) higher tertiary education","","","",""
"Yes","1998","Employed","(0) in school","","","",""
"Yes","1998","Employed","(1a) inadequately completed","","","",""
"Yes","1998","Employed","(1b) general elementary school","","","",""
"Yes","1998","Employed","(1c) basic vocational qualification","","","",""
"Yes","1998","Employed","(2b) intermediate general qualification","","","",""
"Yes","1998","Employed","(2a) intermediate vocational","","","",""
"Yes","1998","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1998","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1998","Employed","(3a) lower tertiary education","","","",""
"Yes","1998","Employed","(3b) higher tertiary education","","","",""
"No","1998","Not Employed","(0) in school","","","",""
"No","1998","Not Employed","(1a) inadequately completed","1","","",""
"No","1998","Not Employed","(1b) general elementary school","4","","",""
"No","1998","Not Employed","(1c) basic vocational qualification","7","","",""
"No","1998","Not Employed","(2b) intermediate general qualification","1","","",""
"No","1998","Not Employed","(2a) intermediate vocational","2","","",""
"No","1998","Not Employed","(2c_gen) general maturity certificate","","","",""
"No","1998","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"No","1998","Not Employed","(3a) lower tertiary education","4","","",""
"No","1998","Not Employed","(3b) higher tertiary education","2","","",""
"No","1998","Employed","(0) in school","","","",""
"No","1998","Employed","(1a) inadequately completed","37","1","1","1"
"No","1998","Employed","(1b) general elementary school","162","1","1","1"
"No","1998","Employed","(1c) basic vocational qualification","427","1","1","1"
"No","1998","Employed","(2b) intermediate general qualification","58","1","1","1"
"No","1998","Employed","(2a) intermediate vocational","423","1","1","1"
"No","1998","Employed","(2c_gen) general maturity certificate","40","1","1","1"
"No","1998","Employed","(2c_voc) vocational maturity certificate","64","1","1","1"
"No","1998","Employed","(3a) lower tertiary education","101","1","1","1"
"No","1998","Employed","(3b) higher tertiary education","108","1","1","1"
"Yes","1999","Not Employed","(0) in school","","","",""
"Yes","1999","Not Employed","(1a) inadequately completed","","","",""
"Yes","1999","Not Employed","(1b) general elementary school","","","",""
"Yes","1999","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","1999","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","1999","Not Employed","(2a) intermediate vocational","","","",""
"Yes","1999","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Not Employed","(3a) lower tertiary education","","","",""
"Yes","1999","Not Employed","(3b) higher tertiary education","","","",""
"Yes","1999","Employed","(0) in school","","","",""
"Yes","1999","Employed","(1a) inadequately completed","","","",""
"Yes","1999","Employed","(1b) general elementary school","","","",""
"Yes","1999","Employed","(1c) basic vocational qualification","","","",""
"Yes","1999","Employed","(2b) intermediate general qualification","","","",""
"Yes","1999","Employed","(2a) intermediate vocational","","","",""
"Yes","1999","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Employed","(3a) lower tertiary education","","","",""
"Yes","1999","Employed","(3b) higher tertiary education","","","",""
"No","1999","Not Employed","(0) in school","","","",""
"No","1999","Not Employed","(1a) inadequately completed","","","",""
"No","1999","Not Employed","(1b) general elementary school","2","","",""
"No","1999","Not Employed","(1c) basic vocational qualification","3","","",""
"No","1999","Not Employed","(2b) intermediate general qualification","","","",""
"No","1999","Not Employed","(2a) intermediate vocational","6","","",""
"No","1999","Not Employed","(2c_gen) general maturity certificate","3","","",""
"No","1999","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"No","1999","Not Employed","(3a) lower tertiary education","1","","",""
"No","1999","Not Employed","(3b) higher tertiary education","1","","",""
"No","1999","Employed","(0) in school","1","","",""
"No","1999","Employed","(1a) inadequately completed","34","1","1","1"
"No","1999","Employed","(1b) general elementary school","114","1","1","1"
"No","1999","Employed","(1c) basic vocational qualification","419","1","1","1"
"No","1999","Employed","(2b) intermediate general qualification","65","1","1","1"
"No","1999","Employed","(2a) intermediate vocational","428","1","1","1"
"No","1999","Employed","(2c_gen) general maturity certificate","28","","",""
"No","1999","Employed","(2c_voc) vocational maturity certificate","64","1","1","1"
"No","1999","Employed","(3a) lower tertiary education","104","1","1","1"
"No","1999","Employed","(3b) higher tertiary education","101","1","1","1"
"Yes","2000","Not Employed","(0) in school","","","",""
"Yes","2000","Not Employed","(1a) inadequately completed","","","",""
"Yes","2000","Not Employed","(1b) general elementary school","","","",""
"Yes","2000","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","2000","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","2000","Not Employed","(2a) intermediate vocational","","","",""
"Yes","2000","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Not Employed","(3a) lower tertiary education","","","",""
"Yes","2000","Not Employed","(3b) higher tertiary education","","","",""
"Yes","2000","Employed","(0) in school","","","",""
"Yes","2000","Employed","(1a) inadequately completed","","","",""
"Yes","2000","Employed","(1b) general elementary school","","","",""
"Yes","2000","Employed","(1c) basic vocational qualification","","","",""
"Yes","2000","Employed","(2b) intermediate general qualification","","","",""
"Yes","2000","Employed","(2a) intermediate vocational","","","",""
"Yes","2000","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Employed","(3a) lower tertiary education","","","",""
"Yes","2000","Employed","(3b) higher tertiary education","","","",""
"No","2000","Not Employed","(0) in school","","","",""
"No","2000","Not Employed","(1a) inadequately completed","","","",""
"No","2000","Not Employed","(1b) general elementary school","3","","",""
"No","2000","Not Employed","(1c) basic vocational qualification","12","","",""
"No","2000","Not Employed","(2b) intermediate general qualification","1","","",""
"No","2000","Not Employed","(2a) intermediate vocational","17","","",""
"No","2000","Not Employed","(2c_gen) general maturity certificate","1","","",""
"No","2000","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"No","2000","Not Employed","(3a) lower tertiary education","1","","",""
"No","2000","Not Employed","(3b) higher tertiary education","2","","",""
"No","2000","Employed","(0) in school","3","","",""
"No","2000","Employed","(1a) inadequately completed","26","","",""
"No","2000","Employed","(1b) general elementary school","172","1","1","1"
"No","2000","Employed","(1c) basic vocational qualification","737","1","1","1"
"No","2000","Employed","(2b) intermediate general qualification","78","1","1","1"
"No","2000","Employed","(2a) intermediate vocational","791","1","1","1"
"No","2000","Employed","(2c_gen) general maturity certificate","49","1","1","1"
"No","2000","Employed","(2c_voc) vocational maturity certificate","197","1","1","1"
"No","2000","Employed","(3a) lower tertiary education","194","1","1","1"
"No","2000","Employed","(3b) higher tertiary education","234","1","1","1"
"Yes","2001","Not Employed","(0) in school","","","",""
"Yes","2001","Not Employed","(1a) inadequately completed","","","",""
"Yes","2001","Not Employed","(1b) general elementary school","","","",""
"Yes","2001","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","2001","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","2001","Not Employed","(2a) intermediate vocational","","","",""
"Yes","2001","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","2001","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","2001","Not Employed","(3a) lower tertiary education","","","",""
"Yes","2001","Not Employed","(3b) higher tertiary education","","","",""
"Yes","2001","Employed","(0) in school","","","",""
"Yes","2001","Employed","(1a) inadequately completed","","","",""
"Yes","2001","Employed","(1b) general elementary school","","","",""
"Yes","2001","Employed","(1c) basic vocational qualification","","","",""
"Yes","2001","Employed","(2b) intermediate general qualification","","","",""
"Yes","2001","Employed","(2a) intermediate vocational","","","",""
"Yes","2001","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","2001","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","2001","Employed","(3a) lower tertiary education","","","",""
"Yes","2001","Employed","(3b) higher tertiary education","","","",""
"No","2001","Not Employed","(0) in school","1","","",""
"No","2001","Not Employed","(1a) inadequately completed","","","",""
"No","2001","Not Employed","(1b) general elementary school","","","",""
"No","2001","Not Employed","(1c) basic vocational qualification","6","","",""
"No","2001","Not Employed","(2b) intermediate general qualification","2","","",""
"No","2001","Not Employed","(2a) intermediate vocational","13","","",""
"No","2001","Not Employed","(2c_gen) general maturity certificate","2","","",""
"No","2001","Not Employed","(2c_voc) vocational maturity certificate","2","","",""
"No","2001","Not Employed","(3a) lower tertiary education","2","","",""
"No","2001","Not Employed","(3b) higher tertiary education","2","","",""
"No","2001","Employed","(0) in school","6","","",""
"No","2001","Employed","(1a) inadequately completed","14","","",""
"No","2001","Employed","(1b) general elementary school","149","1","1","1"
"No","2001","Employed","(1c) basic vocational qualification","700","1","1","1"
"No","2001","Employed","(2b) intermediate general qualification","66","1","1","1"
"No","2001","Employed","(2a) intermediate vocational","712","1","1","1"
"No","2001","Employed","(2c_gen) general maturity certificate","66","1","1","1"
"No","2001","Employed","(2c_voc) vocational maturity certificate","195","1","1","1"
"No","2001","Employed","(3a) lower tertiary education","202","1","1","1"
"No","2001","Employed","(3b) higher tertiary education","211","1","1","1"
"Yes","2002","Not Employed","(0) in school","","","",""
"Yes","2002","Not Employed","(1a) inadequately completed","","","",""
"Yes","2002","Not Employed","(1b) general elementary school","2","","",""
"Yes","2002","Not Employed","(1c) basic vocational qualification","7","","",""
"Yes","2002","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","2002","Not Employed","(2a) intermediate vocational","6","","",""
"Yes","2002","Not Employed","(2c_gen) general maturity certificate","3","","",""
"Yes","2002","Not Employed","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2002","Not Employed","(3a) lower tertiary education","","","",""
"Yes","2002","Not Employed","(3b) higher tertiary education","1","","",""
"Yes","2002","Employed","(0) in school","14","","",""
"Yes","2002","Employed","(1a) inadequately completed","23","","",""
"Yes","2002","Employed","(1b) general elementary school","174","0.534668744364871","0.477845536674575","0.591491952055166"
"Yes","2002","Employed","(1c) basic vocational qualification","1137","0.629617004903864","0.607183257061794","0.652050752745933"
"Yes","2002","Employed","(2b) intermediate general qualification","103","0.641337437096444","0.567482947097952","0.715191927094936"
"Yes","2002","Employed","(2a) intermediate vocational","1728","0.708468628902905","0.690527796508453","0.726409461297357"
"Yes","2002","Employed","(2c_gen) general maturity certificate","120","0.662150957880342","0.592472054085169","0.731829861675514"
"Yes","2002","Employed","(2c_voc) vocational maturity certificate","526","0.724194189544377","0.69150417659977","0.756884202488983"
"Yes","2002","Employed","(3a) lower tertiary education","683","0.773313958928881","0.745508547394061","0.801119370463701"
"Yes","2002","Employed","(3b) higher tertiary education","1057","0.803727449723928","0.782349772657745","0.825105126790111"
"No","2002","Not Employed","(0) in school","1","","",""
"No","2002","Not Employed","(1a) inadequately completed","","","",""
"No","2002","Not Employed","(1b) general elementary school","4","","",""
"No","2002","Not Employed","(1c) basic vocational qualification","2","","",""
"No","2002","Not Employed","(2b) intermediate general qualification","5","","",""
"No","2002","Not Employed","(2a) intermediate vocational","9","","",""
"No","2002","Not Employed","(2c_gen) general maturity certificate","2","","",""
"No","2002","Not Employed","(2c_voc) vocational maturity certificate","2","","",""
"No","2002","Not Employed","(3a) lower tertiary education","3","","",""
"No","2002","Not Employed","(3b) higher tertiary education","4","","",""
"No","2002","Employed","(0) in school","11","","",""
"No","2002","Employed","(1a) inadequately completed","15","","",""
"No","2002","Employed","(1b) general elementary school","122","0.465331255635129","0.408508047944834","0.522154463325425"
"No","2002","Employed","(1c) basic vocational qualification","643","0.370382995096136","0.347949247254067","0.392816742938206"
"No","2002","Employed","(2b) intermediate general qualification","59","0.358662562903556","0.284808072905064","0.432517052902048"
"No","2002","Employed","(2a) intermediate vocational","737","0.291531371097095","0.273590538702643","0.309472203491547"
"No","2002","Employed","(2c_gen) general maturity certificate","57","0.337849042119658","0.268170138324486","0.407527945914831"
"No","2002","Employed","(2c_voc) vocational maturity certificate","192","0.275805810455623","0.243115797511017","0.30849582340023"
"No","2002","Employed","(3a) lower tertiary education","188","0.226686041071119","0.198880629536299","0.254491452605939"
"No","2002","Employed","(3b) higher tertiary education","269","0.196272550276072","0.174894873209889","0.217650227342255"
"Yes","2003","Not Employed","(0) in school","1","","",""
"Yes","2003","Not Employed","(1a) inadequately completed","","","",""
"Yes","2003","Not Employed","(1b) general elementary school","4","","",""
"Yes","2003","Not Employed","(1c) basic vocational qualification","6","","",""
"Yes","2003","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","2003","Not Employed","(2a) intermediate vocational","6","","",""
"Yes","2003","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Yes","2003","Not Employed","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2003","Not Employed","(3a) lower tertiary education","3","","",""
"Yes","2003","Not Employed","(3b) higher tertiary education","3","","",""
"Yes","2003","Employed","(0) in school","1","","",""
"Yes","2003","Employed","(1a) inadequately completed","25","","",""
"Yes","2003","Employed","(1b) general elementary school","153","0.579468199505248","0.520256614677901","0.638679784332595"
"Yes","2003","Employed","(1c) basic vocational qualification","1073","0.635345689291402","0.612308617300343","0.658382761282461"
"Yes","2003","Employed","(2b) intermediate general qualification","118","0.64251179637285","0.571706920184263","0.713316672561438"
"Yes","2003","Employed","(2a) intermediate vocational","1652","0.709281585744783","0.691003617139898","0.727559554349668"
"Yes","2003","Employed","(2c_gen) general maturity certificate","125","0.664217398902821","0.596529426334522","0.731905371471119"
"Yes","2003","Employed","(2c_voc) vocational maturity certificate","528","0.719402201833096","0.686538696895803","0.752265706770389"
"Yes","2003","Employed","(3a) lower tertiary education","619","0.76929267091857","0.740063052995851","0.79852228884129"
"Yes","2003","Employed","(3b) higher tertiary education","953","0.810128404172381","0.788129695469731","0.83212711287503"
"No","2003","Not Employed","(0) in school","","","",""
"No","2003","Not Employed","(1a) inadequately completed","","","",""
"No","2003","Not Employed","(1b) general elementary school","4","","",""
"No","2003","Not Employed","(1c) basic vocational qualification","4","","",""
"No","2003","Not Employed","(2b) intermediate general qualification","3","","",""
"No","2003","Not Employed","(2a) intermediate vocational","9","","",""
"No","2003","Not Employed","(2c_gen) general maturity certificate","6","","",""
"No","2003","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"No","2003","Not Employed","(3a) lower tertiary education","","","",""
"No","2003","Not Employed","(3b) higher tertiary education","5","","",""
"No","2003","Employed","(0) in school","2","","",""
"No","2003","Employed","(1a) inadequately completed","13","","",""
"No","2003","Employed","(1b) general elementary school","114","0.420531800494752","0.361320215667405","0.479743385322099"
"No","2003","Employed","(1c) basic vocational qualification","604","0.364654310708598","0.341617238717539","0.387691382699656"
"No","2003","Employed","(2b) intermediate general qualification","58","0.35748820362715","0.286683327438562","0.428293079815737"
"No","2003","Employed","(2a) intermediate vocational","719","0.290718414255217","0.272440445650332","0.308996382860102"
"No","2003","Employed","(2c_gen) general maturity certificate","62","0.335782601097179","0.268094628528881","0.403470573665478"
"No","2003","Employed","(2c_voc) vocational maturity certificate","190","0.280597798166904","0.247734293229611","0.313461303104197"
"No","2003","Employed","(3a) lower tertiary education","179","0.23070732908143","0.20147771115871","0.259936947004149"
"No","2003","Employed","(3b) higher tertiary education","268","0.18987159582762","0.16787288712497","0.211870304530269"
"Yes","2004","Not Employed","(0) in school","1","","",""
"Yes","2004","Not Employed","(1a) inadequately completed","","","",""
"Yes","2004","Not Employed","(1b) general elementary school","1","","",""
"Yes","2004","Not Employed","(1c) basic vocational qualification","2","","",""
"Yes","2004","Not Employed","(2b) intermediate general qualification","4","","",""
"Yes","2004","Not Employed","(2a) intermediate vocational","4","","",""
"Yes","2004","Not Employed","(2c_gen) general maturity certificate","5","","",""
"Yes","2004","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2004","Not Employed","(3a) lower tertiary education","2","","",""
"Yes","2004","Not Employed","(3b) higher tertiary education","2","","",""
"Yes","2004","Employed","(0) in school","3","","",""
"Yes","2004","Employed","(1a) inadequately completed","21","","",""
"Yes","2004","Employed","(1b) general elementary school","156","0.578238616413677","0.518780368627285","0.637696864200069"
"Yes","2004","Employed","(1c) basic vocational qualification","1025","0.640845710513923","0.616992883779281","0.664698537248566"
"Yes","2004","Employed","(2b) intermediate general qualification","106","0.636877836741298","0.563500733080844","0.710254940401752"
"Yes","2004","Employed","(2a) intermediate vocational","1667","0.717111057946979","0.698759725231888","0.735462390662069"
"Yes","2004","Employed","(2c_gen) general maturity certificate","121","0.759011077664436","0.695826024664599","0.822196130664272"
"Yes","2004","Employed","(2c_voc) vocational maturity certificate","502","0.74400381178546","0.711604481614677","0.776403141956243"
"Yes","2004","Employed","(3a) lower tertiary education","598","0.762439293480029","0.73266762310907","0.792210963850987"
"Yes","2004","Employed","(3b) higher tertiary education","913","0.747382883366797","0.722747059016999","0.772018707716596"
"No","2004","Not Employed","(0) in school","","","",""
"No","2004","Not Employed","(1a) inadequately completed","","","",""
"No","2004","Not Employed","(1b) general elementary school","","","",""
"No","2004","Not Employed","(1c) basic vocational qualification","3","","",""
"No","2004","Not Employed","(2b) intermediate general qualification","2","","",""
"No","2004","Not Employed","(2a) intermediate vocational","4","","",""
"No","2004","Not Employed","(2c_gen) general maturity certificate","1","","",""
"No","2004","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"No","2004","Not Employed","(3a) lower tertiary education","4","","",""
"No","2004","Not Employed","(3b) higher tertiary education","4","","",""
"No","2004","Employed","(0) in school","3","","",""
"No","2004","Employed","(1a) inadequately completed","9","","",""
"No","2004","Employed","(1b) general elementary school","109","0.421761383586323","0.362303135799931","0.481219631372715"
"No","2004","Employed","(1c) basic vocational qualification","529","0.359154289486077","0.335301462751434","0.383007116220719"
"No","2004","Employed","(2b) intermediate general qualification","59","0.363122163258702","0.289745059598248","0.436499266919156"
"No","2004","Employed","(2a) intermediate vocational","647","0.282888942053021","0.26453760933793","0.301240274768112"
"No","2004","Employed","(2c_gen) general maturity certificate","55","0.240988922335564","0.177803869335728","0.304173975335401"
"No","2004","Employed","(2c_voc) vocational maturity certificate","195","0.25599618821454","0.223596858043757","0.288395518385323"
"No","2004","Employed","(3a) lower tertiary education","187","0.237560706519971","0.207789036149013","0.26733237689093"
"No","2004","Employed","(3b) higher tertiary education","282","0.252617116633203","0.227981292283404","0.277252940983001"
"Yes","2005","Not Employed","(0) in school","","","",""
"Yes","2005","Not Employed","(1a) inadequately completed","1","","",""
"Yes","2005","Not Employed","(1b) general elementary school","2","","",""
"Yes","2005","Not Employed","(1c) basic vocational qualification","1","","",""
"Yes","2005","Not Employed","(2b) intermediate general qualification","1","","",""
"Yes","2005","Not Employed","(2a) intermediate vocational","4","","",""
"Yes","2005","Not Employed","(2c_gen) general maturity certificate","5","","",""
"Yes","2005","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2005","Not Employed","(3a) lower tertiary education","2","","",""
"Yes","2005","Not Employed","(3b) higher tertiary education","4","","",""
"Yes","2005","Employed","(0) in school","2","","",""
"Yes","2005","Employed","(1a) inadequately completed","21","","",""
"Yes","2005","Employed","(1b) general elementary school","138","0.649056886967668","0.58816606553365","0.709947708401685"
"Yes","2005","Employed","(1c) basic vocational qualification","958","0.667417202423916","0.642851702921701","0.691982701926132"
"Yes","2005","Employed","(2b) intermediate general qualification","122","0.660120014377357","0.590339253007945","0.729900775746769"
"Yes","2005","Employed","(2a) intermediate vocational","1505","0.711337711764894","0.692134421765119","0.730541001764669"
"Yes","2005","Employed","(2c_gen) general maturity certificate","107","0.642278544121153","0.565825669531446","0.71873141871086"
"Yes","2005","Employed","(2c_voc) vocational maturity certificate","489","0.678771215055595","0.643674815107163","0.713867615004028"
"Yes","2005","Employed","(3a) lower tertiary education","526","0.755017194514434","0.723537193608579","0.786497195420289"
"Yes","2005","Employed","(3b) higher tertiary education","871","0.786976985945045","0.762758822845355","0.811195149044734"
"No","2005","Not Employed","(0) in school","","","",""
"No","2005","Not Employed","(1a) inadequately completed","","","",""
"No","2005","Not Employed","(1b) general elementary school","2","","",""
"No","2005","Not Employed","(1c) basic vocational qualification","2","","",""
"No","2005","Not Employed","(2b) intermediate general qualification","1","","",""
"No","2005","Not Employed","(2a) intermediate vocational","2","","",""
"No","2005","Not Employed","(2c_gen) general maturity certificate","3","","",""
"No","2005","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"No","2005","Not Employed","(3a) lower tertiary education","3","","",""
"No","2005","Not Employed","(3b) higher tertiary education","3","","",""
"No","2005","Employed","(0) in school","5","","",""
"No","2005","Employed","(1a) inadequately completed","11","","",""
"No","2005","Employed","(1b) general elementary school","98","0.350943113032332","0.290052291598315","0.41183393446635"
"No","2005","Employed","(1c) basic vocational qualification","455","0.332582797576084","0.308017298073868","0.357148297078299"
"No","2005","Employed","(2b) intermediate general qualification","55","0.339879985622643","0.270099224253231","0.409660746992055"
"No","2005","Employed","(2a) intermediate vocational","634","0.288662288235106","0.269458998235331","0.307865578234881"
"No","2005","Employed","(2c_gen) general maturity certificate","44","0.357721455878847","0.28126858128914","0.434174330468554"
"No","2005","Employed","(2c_voc) vocational maturity certificate","191","0.321228784944405","0.286132384995972","0.356325184892837"
"No","2005","Employed","(3a) lower tertiary education","191","0.244982805485566","0.213502804579711","0.276462806391421"
"No","2005","Employed","(3b) higher tertiary education","227","0.213023014054955","0.188804850955266","0.237241177154645"
"Yes","2006","Not Employed","(0) in school","","","",""
"Yes","2006","Not Employed","(1a) inadequately completed","","","",""
"Yes","2006","Not Employed","(1b) general elementary school","4","","",""
"Yes","2006","Not Employed","(1c) basic vocational qualification","8","","",""
"Yes","2006","Not Employed","(2b) intermediate general qualification","2","","",""
"Yes","2006","Not Employed","(2a) intermediate vocational","18","","",""
"Yes","2006","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Yes","2006","Not Employed","(2c_voc) vocational maturity certificate","2","","",""
"Yes","2006","Not Employed","(3a) lower tertiary education","2","","",""
"Yes","2006","Not Employed","(3b) higher tertiary education","2","","",""
"Yes","2006","Employed","(0) in school","4","","",""
"Yes","2006","Employed","(1a) inadequately completed","14","","",""
"Yes","2006","Employed","(1b) general elementary school","130","0.595786493103799","0.530939851649634","0.660633134557964"
"Yes","2006","Employed","(1c) basic vocational qualification","1082","0.682245570002106","0.659185087956147","0.705306052048065"
"Yes","2006","Employed","(2b) intermediate general qualification","119","0.709191969900285","0.641519793896822","0.776864145903747"
"Yes","2006","Employed","(2a) intermediate vocational","1691","0.720181117270658","0.701976940417575","0.738385294123742"
"Yes","2006","Employed","(2c_gen) general maturity certificate","111","0.657781480131288","0.585167750779357","0.730395209483219"
"Yes","2006","Employed","(2c_voc) vocational maturity certificate","574","0.732922673990274","0.701773622389542","0.764071725591007"
"Yes","2006","Employed","(3a) lower tertiary education","649","0.818902101709314","0.792430786699885","0.845373416718743"
"Yes","2006","Employed","(3b) higher tertiary education","966","0.786538599752902","0.763517689103918","0.809559510401887"
"No","2006","Not Employed","(0) in school","","","",""
"No","2006","Not Employed","(1a) inadequately completed","","","",""
"No","2006","Not Employed","(1b) general elementary school","2","","",""
"No","2006","Not Employed","(1c) basic vocational qualification","5","","",""
"No","2006","Not Employed","(2b) intermediate general qualification","1","","",""
"No","2006","Not Employed","(2a) intermediate vocational","10","","",""
"No","2006","Not Employed","(2c_gen) general maturity certificate","2","","",""
"No","2006","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"No","2006","Not Employed","(3a) lower tertiary education","","","",""
"No","2006","Not Employed","(3b) higher tertiary education","3","","",""
"No","2006","Employed","(0) in school","5","","",""
"No","2006","Employed","(1a) inadequately completed","10","","",""
"No","2006","Employed","(1b) general elementary school","90","0.404213506896201","0.339366865442036","0.469060148350366"
"No","2006","Employed","(1c) basic vocational qualification","484","0.317754429997894","0.294693947951935","0.340814912043853"
"No","2006","Employed","(2b) intermediate general qualification","54","0.290808030099716","0.223135854096253","0.358480206103178"
"No","2006","Employed","(2a) intermediate vocational","645","0.279818882729342","0.261614705876258","0.298023059582425"
"No","2006","Employed","(2c_gen) general maturity certificate","53","0.342218519868712","0.269604790516781","0.414832249220643"
"No","2006","Employed","(2c_voc) vocational maturity certificate","201","0.267077326009726","0.235928274408993","0.298226377610458"
"No","2006","Employed","(3a) lower tertiary education","164","0.181097898290686","0.154626583281257","0.207569213300115"
"No","2006","Employed","(3b) higher tertiary education","251","0.213461400247098","0.190440489598113","0.236482310896082"
"Yes","2007","Not Employed","(0) in school","","","",""
"Yes","2007","Not Employed","(1a) inadequately completed","","","",""
"Yes","2007","Not Employed","(1b) general elementary school","5","","",""
"Yes","2007","Not Employed","(1c) basic vocational qualification","8","","",""
"Yes","2007","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","2007","Not Employed","(2a) intermediate vocational","13","","",""
"Yes","2007","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Yes","2007","Not Employed","(2c_voc) vocational maturity certificate","4","","",""
"Yes","2007","Not Employed","(3a) lower tertiary education","3","","",""
"Yes","2007","Not Employed","(3b) higher tertiary education","6","","",""
"Yes","2007","Employed","(0) in school","2","","",""
"Yes","2007","Employed","(1a) inadequately completed","12","","",""
"Yes","2007","Employed","(1b) general elementary school","107","0.623692195623141","0.550867211625764","0.696517179620519"
"Yes","2007","Employed","(1c) basic vocational qualification","1013","0.712189035344203","0.688690562564724","0.735687508123681"
"Yes","2007","Employed","(2b) intermediate general qualification","91","0.650934483404316","0.57169113753095","0.730177829277683"
"Yes","2007","Employed","(2a) intermediate vocational","1637","0.748781085375409","0.7307027965786","0.766859374172218"
"Yes","2007","Employed","(2c_gen) general maturity certificate","117","0.792228083208256","0.729558949283357","0.854897217133155"
"Yes","2007","Employed","(2c_voc) vocational maturity certificate","551","0.782587509217906","0.75245810496125","0.812716913474562"
"Yes","2007","Employed","(3a) lower tertiary education","595","0.787081470755554","0.758034396491636","0.816128545019472"
"Yes","2007","Employed","(3b) higher tertiary education","910","0.791206657227449","0.767756353249992","0.814656961204905"
"No","2007","Not Employed","(0) in school","","","",""
"No","2007","Not Employed","(1a) inadequately completed","","","",""
