"plb0196_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2015","35-65 y.","Couple + C. GT 16 ","615","0.777176634045244","0.748553953131317","0.805799314959171","1"
"Yes","2015","35-65 y.","Couple + C. LE and GT 16","555","0.772150396789582","0.741512642378372","0.802788151200792","1"
"Yes","2015","66 and older","1-pers.-HH","1","","","","1"
"Yes","2015","66 and older","(Married) couple without C. ","20","","","","1"
"Yes","2015","66 and older","Couple + C. GT 16 ","3","","","","1"
"No","2016","16-34 y.","1-pers.-HH","65","0.208269630905915","0.164979254048947","0.251560007762884","2"
"No","2016","16-34 y.","(Married) couple without C. ","117","0.205810906999249","0.172591788006602","0.239030025991895","2"
"No","2016","16-34 y.","Single parent ","59","0.323113054996815","0.255722730344196","0.390503379649433","2"
"No","2016","16-34 y.","Couple + C. LE 16 ","119","0.246173054879451","0.209004187595317","0.283341922163586","2"
"No","2016","16-34 y.","Couple + C. GT 16 ","78","0.298655710109099","0.244759373030587","0.352552047187611","2"
"No","2016","16-34 y.","Couple + C. LE and GT 16","40","0.258865881048086","0.190568294405151","0.327163467691021","2"
"No","2016","35-65 y.","1-pers.-HH","169","0.269247377244279","0.235355464756456","0.303139289732102","2"
"No","2016","35-65 y.","(Married) couple without C. ","393","0.243766816735242","0.222555829377511","0.264977804092974","2"
"No","2016","35-65 y.","Single parent ","172","0.26482594557954","0.23146496509562","0.298186926063461","2"
"No","2016","35-65 y.","Couple + C. LE 16 ","519","0.224043130342095","0.207167450611239","0.240918810072951","2"
"No","2016","35-65 y.","Couple + C. GT 16 ","199","0.200713224837475","0.173180948095156","0.228245501579793","2"
"No","2016","35-65 y.","Couple + C. LE and GT 16","169","0.20194025744901","0.172514732132377","0.231365782765644","2"
"No","2016","66 and older","1-pers.-HH","2","","","","2"
"No","2016","66 and older","(Married) couple without C. ","7","","","","2"
"No","2016","66 and older","Single parent ","1","","","","2"
"No","2016","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2016","66 and older","Couple + C. GT 16 ","1","","","","2"
"No","2016","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2016","16-34 y.","Couple + C. LE 16 ","397","0.753826945120549","0.716658077836414","0.790995812404683","1"
"Yes","2016","16-34 y.","1-pers.-HH","273","0.791730369094085","0.748439992237116","0.835020745951053","1"
"Yes","2016","16-34 y.","(Married) couple without C. ","452","0.794189093000751","0.760969974008105","0.827408211993398","1"
"Yes","2016","16-34 y.","Single parent ","126","0.676886945003185","0.609496620350567","0.744277269655804","1"
"Yes","2016","16-34 y.","Couple + C. GT 16 ","199","0.701344289890901","0.647447952812389","0.755240626969413","1"
"Yes","2016","16-34 y.","Couple + C. LE and GT 16","118","0.741134118951914","0.672836532308979","0.809431705594849","1"
"Yes","2016","35-65 y.","1-pers.-HH","489","0.730752622755721","0.696860710267898","0.764644535243544","1"
"Yes","2016","35-65 y.","(Married) couple without C. ","1181","0.756233183264758","0.735022195907026","0.777444170622489","1"
"Yes","2016","66 and older","Single parent ","1","","","","1"
"Yes","2016","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2016","35-65 y.","Single parent ","500","0.73517405442046","0.701813073936539","0.76853503490438","1"
"Yes","2016","35-65 y.","Couple + C. LE 16 ","1826","0.775956869657905","0.759081189927049","0.792832549388761","1"
"Yes","2016","66 and older","1-pers.-HH","4","","","","1"
"Yes","2016","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","2016","66 and older","Couple + C. GT 16 ","3","","","","1"
"Yes","2016","35-65 y.","Couple + C. LE and GT 16","546","0.79805974255099","0.768634217234356","0.827485267867623","1"
"Yes","2016","66 and older","(Married) couple without C. ","25","","","","1"
"Yes","2016","35-65 y.","Couple + C. GT 16 ","614","0.799286775162525","0.771754498420207","0.826819051904844","1"
"No","2017","16-34 y.","1-pers.-HH","101","0.204057617948432","0.16807922229075","0.240036013606114","2"
"No","2017","16-34 y.","(Married) couple without C. ","141","0.206723002649091","0.175898352251742","0.23754765304644","2"
"No","2017","16-34 y.","Single parent ","52","0.240776920761772","0.179982542779558","0.301571298743986","2"
"No","2017","16-34 y.","Couple + C. LE 16 ","99","0.206958039575072","0.170563699493854","0.24335237965629","2"
"No","2017","16-34 y.","Couple + C. GT 16 ","84","0.258057585911408","0.208788989362389","0.307326182460427","2"
"No","2017","16-34 y.","Couple + C. LE and GT 16","36","0.182482961826447","0.120465423489272","0.244500500163622","2"
"No","2017","35-65 y.","1-pers.-HH","184","0.262178247763504","0.230273103207983","0.294083392319025","2"
"No","2017","35-65 y.","(Married) couple without C. ","470","0.260898165529291","0.240294806610138","0.281501524448443","2"
"No","2017","35-65 y.","Single parent ","176","0.32319599044721","0.286381678341439","0.360010302552982","2"
"No","2017","35-65 y.","Couple + C. LE 16 ","527","0.208410215872967","0.192300612302094","0.22451981944384","2"
"No","2017","35-65 y.","Couple + C. GT 16 ","230","0.229932561207799","0.203132380640772","0.256732741774826","2"
"No","2017","35-65 y.","Couple + C. LE and GT 16","188","0.248658896047502","0.217786440224721","0.279531351870284","2"
"No","2017","66 and older","1-pers.-HH","3","","","","2"
"No","2017","66 and older","(Married) couple without C. ","18","","","","2"
"No","2017","66 and older","Single parent ","","","","","2"
"No","2017","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2017","66 and older","Couple + C. GT 16 ","2","","","","2"
"No","2017","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2017","16-34 y.","1-pers.-HH","381","0.795942382051568","0.759963986393886","0.83192077770925","1"
"Yes","2017","16-34 y.","(Married) couple without C. ","522","0.793276997350909","0.76245234695356","0.824101647748259","1"
"Yes","2017","16-34 y.","Single parent ","138","0.759223079238228","0.698428701256014","0.820017457220442","1"
"Yes","2017","16-34 y.","Couple + C. LE 16 ","377","0.793041960424928","0.75664762034371","0.829436300506146","1"
"Yes","2017","16-34 y.","Couple + C. GT 16 ","219","0.741942414088592","0.692673817539573","0.791211010637611","1"
"Yes","2017","16-34 y.","Couple + C. LE and GT 16","113","0.817517038173553","0.755499499836378","0.879534576510728","1"
"Yes","2017","35-65 y.","1-pers.-HH","546","0.737821752236496","0.705916607680975","0.769726896792017","1"
"Yes","2017","35-65 y.","(Married) couple without C. ","1275","0.739101834470709","0.718498475551557","0.759705193389862","1"
"Yes","2017","35-65 y.","Single parent ","444","0.67680400955279","0.639989697447019","0.713618321658561","1"
"Yes","2017","35-65 y.","Couple + C. LE 16 ","1915","0.791589784127033","0.77548018055616","0.807699387697906","1"
"Yes","2017","35-65 y.","Couple + C. GT 16 ","717","0.770067438792201","0.743267258225174","0.796867619359228","1"
"Yes","2017","35-65 y.","Couple + C. LE and GT 16","565","0.751341103952498","0.720468648129716","0.782213559775279","1"
"Yes","2017","66 and older","Single parent ","","","","","1"
"Yes","2017","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2017","66 and older","1-pers.-HH","10","","","","1"
"Yes","2017","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","2017","66 and older","(Married) couple without C. ","22","","","","1"
"Yes","2017","66 and older","Couple + C. GT 16 ","2","","","","1"
"No","2018","16-34 y.","1-pers.-HH","137","0.239303890459023","0.204490953665294","0.274116827252751","2"
"No","2018","16-34 y.","(Married) couple without C. ","148","0.20593234501695","0.175358188110767","0.236506501923132","2"
"No","2018","16-34 y.","Single parent ","49","0.192256366589293","0.138572961453821","0.245939771724765","2"
"No","2018","16-34 y.","Couple + C. LE 16 ","127","0.257035337249169","0.218538416965289","0.295532257533049","2"
"No","2018","16-34 y.","Couple + C. GT 16 ","84","0.205958824185154","0.162589108868541","0.249328539501767","2"
"No","2018","16-34 y.","Couple + C. LE and GT 16","46","0.347453919201496","0.275451406845228","0.419456431557765","2"
"No","2018","35-65 y.","1-pers.-HH","251","0.274828695528647","0.244530524752907","0.305126866304387","2"
"No","2018","35-65 y.","(Married) couple without C. ","498","0.263450612527004","0.242992447669257","0.283908777384751","2"
"No","2018","35-65 y.","Single parent ","187","0.257419068832914","0.223833720993258","0.291004416672569","2"
"No","2018","35-65 y.","Couple + C. LE 16 ","616","0.231331655993805","0.214765464619589","0.247897847368021","2"
"No","2018","35-65 y.","Couple + C. GT 16 ","270","0.247429031159014","0.219960022887294","0.274898039430734","2"
"No","2018","35-65 y.","Couple + C. LE and GT 16","204","0.281390776697015","0.249441790238392","0.313339763155638","2"
"No","2018","66 and older","1-pers.-HH","6","","","","2"
"No","2018","66 and older","(Married) couple without C. ","29","","","","2"
"No","2018","66 and older","Single parent ","","","","","2"
"No","2018","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2018","66 and older","Couple + C. GT 16 ","1","","","","2"
"No","2018","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2018","16-34 y.","1-pers.-HH","440","0.760696109540977","0.725883172747249","0.795509046334706","1"
"Yes","2018","16-34 y.","(Married) couple without C. ","524","0.79406765498305","0.763493498076868","0.824641811889233","1"
"Yes","2018","16-34 y.","Single parent ","158","0.807743633410707","0.754060228275235","0.861427038546179","1"
"Yes","2018","16-34 y.","Couple + C. LE 16 ","368","0.742964662750831","0.704467742466951","0.781461583034711","1"
"Yes","2018","16-34 y.","Couple + C. GT 16 ","250","0.794041175814846","0.750671460498233","0.837410891131459","1"
"Yes","2018","16-34 y.","Couple + C. LE and GT 16","122","0.652546080798504","0.580543568442236","0.724548593154772","1"
"Yes","2018","35-65 y.","1-pers.-HH","583","0.725171304471353","0.694873133695613","0.755469475247093","1"
"Yes","2018","35-65 y.","(Married) couple without C. ","1283","0.736549387472996","0.716091222615249","0.757007552330743","1"
"Yes","2018","35-65 y.","Couple + C. LE 16 ","1873","0.768668344006195","0.752102152631979","0.785234535380411","1"
"Yes","2018","35-65 y.","Couple + C. GT 16 ","678","0.752570968840986","0.725101960569266","0.780039977112706","1"
"Yes","2018","35-65 y.","Single parent ","464","0.742580931167086","0.708995583327431","0.776166279006742","1"
"Yes","2018","35-65 y.","Couple + C. LE and GT 16","557","0.718609223302985","0.686660236844361","0.750558209761608","1"
"Yes","2018","66 and older","Single parent ","1","","","","1"
"Yes","2018","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2018","66 and older","1-pers.-HH","6","","","","1"
"Yes","2018","66 and older","Couple + C. LE and GT 16","1","","","","1"
"Yes","2018","66 and older","(Married) couple without C. ","24","","","","1"
"Yes","2018","66 and older","Couple + C. GT 16 ","2","","","","1"
"No","2019","16-34 y.","1-pers.-HH","134","0.224564575960227","0.189104821991619","0.260024329928835","2"
"No","2019","16-34 y.","(Married) couple without C. ","103","0.14995050679833","0.121478000541967","0.178423013054694","2"
"No","2019","16-34 y.","Single parent ","64","0.258912882214591","0.19820507380289","0.319620690626291","2"
"No","2019","16-34 y.","Couple + C. LE 16 ","96","0.245727452520794","0.203694823202451","0.287760081839136","2"
"No","2019","16-34 y.","Couple + C. GT 16 ","79","0.286154522272498","0.234226233687121","0.338082810857874","2"
"No","2019","16-34 y.","Couple + C. LE and GT 16","31","0.160506433900748","0.0976474506330925","0.223365417168404","2"
"No","2019","35-65 y.","1-pers.-HH","228","0.2927206927733","0.26161539447991","0.32382599106669","2"
"No","2019","35-65 y.","(Married) couple without C. ","409","0.230769661282778","0.210881390749345","0.25065793181621","2"
"No","2019","35-65 y.","Single parent ","130","0.197173416462512","0.164395984201817","0.229950848723208","2"
"No","2019","35-65 y.","Couple + C. LE 16 ","495","0.211136031829569","0.193913172441937","0.228358891217201","2"
"No","2019","35-65 y.","Couple + C. GT 16 ","219","0.249001659342076","0.219688302042994","0.278315016641159","2"
"No","2019","35-65 y.","Couple + C. LE and GT 16","166","0.232778803894279","0.201888963930221","0.263668643858337","2"
"No","2019","66 and older","1-pers.-HH","6","","","","2"
"No","2019","66 and older","(Married) couple without C. ","15","","","","2"
"No","2019","66 and older","Single parent ","1","","","","2"
"No","2019","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2019","66 and older","Couple + C. GT 16 ","4","","","","2"
"No","2019","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2019","16-34 y.","1-pers.-HH","398","0.775435424039773","0.739975670071165","0.810895178008381","1"
"Yes","2019","16-34 y.","(Married) couple without C. ","501","0.850049493201669","0.821576986945306","0.878521999458033","1"
"Yes","2019","16-34 y.","Single parent ","136","0.741087117785409","0.680379309373709","0.80179492619711","1"
"Yes","2019","16-34 y.","Couple + C. LE 16 ","307","0.754272547479206","0.712239918160864","0.796305176797549","1"
"Yes","2019","16-34 y.","Couple + C. GT 16 ","212","0.713845477727502","0.661917189142126","0.765773766312879","1"
"Yes","2019","16-34 y.","Couple + C. LE and GT 16","100","0.839493566099252","0.776634582831596","0.902352549366907","1"
"Yes","2019","35-65 y.","1-pers.-HH","594","0.7072793072267","0.676174008933309","0.73838460552009","1"
"Yes","2019","35-65 y.","(Married) couple without C. ","1315","0.769230338717222","0.74934206818379","0.789118609250654","1"
"Yes","2019","35-65 y.","Couple + C. GT 16 ","617","0.750998340657923","0.721684983358841","0.780311697957006","1"
"Yes","2019","35-65 y.","Couple + C. LE 16 ","1662","0.788863968170431","0.771641108782799","0.806086827558063","1"
"Yes","2019","35-65 y.","Single parent ","436","0.802826583537488","0.770049151276792","0.835604015798183","1"
"Yes","2019","66 and older","Single parent ","","","","","1"
"Yes","2019","35-65 y.","Couple + C. LE and GT 16","553","0.767221196105721","0.736331356141663","0.798111036069779","1"
"Yes","2019","66 and older","Couple + C. LE and GT 16","1","","","","1"
"Yes","2019","66 and older","1-pers.-HH","13","","","","1"
"Yes","2019","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2019","66 and older","(Married) couple without C. ","40","0.771355069662096","0.660367407491108","0.882342731833084","1"
"Yes","2019","66 and older","Couple + C. GT 16 ","2","","","","1"
