"plb0196_h","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2004","Hesse","(1c) basic vocational qualification","79","0.727398375191495","0.644929615482343","0.809867134900647"
"Yes","2004","Hesse","(2b) intermediate general qualification","6","","",""
"Yes","2004","Hesse","(2a) intermediate vocational","103","0.731464152409324","0.657519596352794","0.805408708465853"
"Yes","2004","Hesse","(2c_gen) general maturity certificate","12","","",""
"Yes","2004","Hesse","(2c_voc) vocational maturity certificate","44","0.802134012514706","0.703758534495853","0.900509490533558"
"Yes","2004","Hesse","(3a) lower tertiary education","39","0.640877679130033","0.515227575808289","0.766527782451776"
"Yes","2004","Hesse","(3b) higher tertiary education","88","0.855478804937089","0.788223918981365","0.922733690892814"
"Yes","2004","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","(1a) inadequately completed","1","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","(1b) general elementary school","12","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","81","0.591340467732634","0.506179081286669","0.6765018541786"
"Yes","2004","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","9","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","71","0.636165035441668","0.540423731484412","0.731906339398925"
"Yes","2004","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","9","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","26","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","17","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","41","0.816680014159747","0.709430839142881","0.923929189176613"
"Yes","2004","Baden-Württemberg","(0) in school","","","",""
"Yes","2004","Baden-Württemberg","(1a) inadequately completed","5","","",""
"Yes","2004","Baden-Württemberg","(1b) general elementary school","38","0.516939138532758","0.397284008572001","0.636594268493515"
"Yes","2004","Baden-Württemberg","(1c) basic vocational qualification","182","0.705164981418352","0.648301359915611","0.762028602921094"
"Yes","2004","Baden-Württemberg","(2b) intermediate general qualification","11","","",""
"Yes","2004","Baden-Württemberg","(2a) intermediate vocational","170","0.74558544618518","0.689420960295622","0.801749932074737"
"Yes","2004","Baden-Württemberg","(2c_gen) general maturity certificate","15","","",""
"Yes","2004","Baden-Württemberg","(2c_voc) vocational maturity certificate","75","0.793501665719847","0.714163841009704","0.87283949042999"
"Yes","2004","Baden-Württemberg","(3a) lower tertiary education","60","0.79865377083188","0.710781040444682","0.886526501219079"
"Yes","2004","Baden-Württemberg","(3b) higher tertiary education","100","0.676316693855321","0.59963083661989","0.753002551090752"
"Yes","2004","Bavaria","(0) in school","3","","",""
"Yes","2004","Bavaria","(1a) inadequately completed","1","","",""
"Yes","2004","Bavaria","(1b) general elementary school","30","0.626760661255266","0.496547546684699","0.756973775825834"
"Yes","2004","Bavaria","(1c) basic vocational qualification","218","0.645349362722792","0.594271707104305","0.696427018341279"
"Yes","2004","Bavaria","(2b) intermediate general qualification","14","","",""
"Yes","2004","Bavaria","(2a) intermediate vocational","226","0.77697459787372","0.7299477988116","0.824001396935841"
"Yes","2004","Bavaria","(2c_gen) general maturity certificate","12","","",""
"Yes","2004","Bavaria","(2c_voc) vocational maturity certificate","55","0.822193296132946","0.735078231646461","0.909308360619432"
"Yes","2004","Bavaria","(3a) lower tertiary education","82","0.782805739795315","0.701168892246453","0.864442587344178"
"Yes","2004","Bavaria","(3b) higher tertiary education","122","0.652410020915896","0.579968429532764","0.724851612299028"
"Yes","2004","Berlin","(0) in school","","","",""
"Yes","2004","Berlin","(1a) inadequately completed","1","","",""
"Yes","2004","Berlin","(1b) general elementary school","","","",""
"Yes","2004","Berlin","(1c) basic vocational qualification","17","","",""
"Yes","2004","Berlin","(2b) intermediate general qualification","8","","",""
"Yes","2004","Berlin","(2a) intermediate vocational","56","0.665716726717028","0.563612617109467","0.767820836324588"
"Yes","2004","Berlin","(2c_gen) general maturity certificate","3","","",""
"Yes","2004","Berlin","(2c_voc) vocational maturity certificate","18","","",""
"Yes","2004","Berlin","(3a) lower tertiary education","30","0.666897529588375","0.522627990676926","0.811167068499824"
"Yes","2004","Berlin","(3b) higher tertiary education","45","0.752649746811342","0.645249597328081","0.860049896294604"
"Yes","2004","Brandenburg","(0) in school","","","",""
"Yes","2004","Brandenburg","(1a) inadequately completed","","","",""
"Yes","2004","Brandenburg","(1b) general elementary school","1","","",""
"Yes","2004","Brandenburg","(1c) basic vocational qualification","12","","",""
"Yes","2004","Brandenburg","(2b) intermediate general qualification","5","","",""
"Yes","2004","Brandenburg","(2a) intermediate vocational","87","0.635963141279638","0.553251799371639","0.718674483187637"
"Yes","2004","Brandenburg","(2c_gen) general maturity certificate","5","","",""
"Yes","2004","Brandenburg","(2c_voc) vocational maturity certificate","10","","",""
"Yes","2004","Brandenburg","(3a) lower tertiary education","40","0.680607228151471","0.559569299353483","0.801645156949458"
"Yes","2004","Brandenburg","(3b) higher tertiary education","35","0.663017542598402","0.521737759509477","0.804297325687327"
"Yes","2004","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Yes","2004","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Yes","2004","Mecklenburg-Western Pomerania","(1b) general elementary school","1","","",""
"Yes","2004","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","3","","",""
"Yes","2004","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","4","","",""
"Yes","2004","Mecklenburg-Western Pomerania","(2a) intermediate vocational","55","0.611295481167421","0.508866264331005","0.713724698003836"
"Yes","2004","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Yes","2004","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2004","Mecklenburg-Western Pomerania","(3a) lower tertiary education","17","","",""
"Yes","2004","Mecklenburg-Western Pomerania","(3b) higher tertiary education","18","","",""
"Yes","2004","Saxony","(0) in school","","","",""
"Yes","2004","Saxony","(1a) inadequately completed","","","",""
"Yes","2004","Saxony","(1b) general elementary school","","","",""
"Yes","2004","Saxony","(1c) basic vocational qualification","26","","",""
"Yes","2004","Saxony","(2b) intermediate general qualification","11","","",""
"Yes","2004","Saxony","(2a) intermediate vocational","212","0.719460763542988","0.667664368787568","0.771257158298407"
"Yes","2004","Saxony","(2c_gen) general maturity certificate","6","","",""
"Yes","2004","Saxony","(2c_voc) vocational maturity certificate","18","","",""
"Yes","2004","Saxony","(3a) lower tertiary education","69","0.792592851350376","0.705887603506157","0.879298099194595"
"Yes","2004","Saxony","(3b) higher tertiary education","81","0.772244897659418","0.69085704569534","0.853632749623495"
"Yes","2004","Saxony-Anhalt","(0) in school","","","",""
"Yes","2004","Saxony-Anhalt","(1a) inadequately completed","1","","",""
"Yes","2004","Saxony-Anhalt","(1b) general elementary school","","","",""
"Yes","2004","Saxony-Anhalt","(1c) basic vocational qualification","15","","",""
"Yes","2004","Saxony-Anhalt","(2b) intermediate general qualification","2","","",""
"Yes","2004","Saxony-Anhalt","(2a) intermediate vocational","98","0.713942882646998","0.641622523426681","0.786263241867314"
"Yes","2004","Saxony-Anhalt","(2c_gen) general maturity certificate","4","","",""
"Yes","2004","Saxony-Anhalt","(2c_voc) vocational maturity certificate","13","","",""
"Yes","2004","Saxony-Anhalt","(3a) lower tertiary education","43","0.819077527704684","0.721672532777988","0.91648252263138"
"Yes","2004","Saxony-Anhalt","(3b) higher tertiary education","39","0.722870353271071","0.603492734437098","0.842247972105044"
"Yes","2004","Thuringia","(0) in school","","","",""
"Yes","2004","Thuringia","(1a) inadequately completed","","","",""
"Yes","2004","Thuringia","(1b) general elementary school","1","","",""
"Yes","2004","Thuringia","(1c) basic vocational qualification","20","","",""
"Yes","2004","Thuringia","(2b) intermediate general qualification","2","","",""
"Yes","2004","Thuringia","(2a) intermediate vocational","113","0.675209935385067","0.603755877284655","0.746663993485479"
"Yes","2004","Thuringia","(2c_gen) general maturity certificate","5","","",""
"Yes","2004","Thuringia","(2c_voc) vocational maturity certificate","12","","",""
"Yes","2004","Thuringia","(3a) lower tertiary education","34","0.868307607126164","0.769507143731703","0.967108070520625"
"Yes","2004","Thuringia","(3b) higher tertiary education","39","0.856171582494351","0.755848257477572","0.956494907511131"
"No","2004","Schleswig-Holstein","(0) in school","","","",""
"No","2004","Schleswig-Holstein","(1a) inadequately completed","","","",""
"No","2004","Schleswig-Holstein","(1b) general elementary school","2","","",""
"No","2004","Schleswig-Holstein","(1c) basic vocational qualification","14","","",""
"No","2004","Schleswig-Holstein","(2b) intermediate general qualification","1","","",""
"No","2004","Schleswig-Holstein","(2a) intermediate vocational","14","","",""
"No","2004","Schleswig-Holstein","(2c_gen) general maturity certificate","2","","",""
"No","2004","Schleswig-Holstein","(2c_voc) vocational maturity certificate","1","","",""
"No","2004","Schleswig-Holstein","(3a) lower tertiary education","3","","",""
"No","2004","Schleswig-Holstein","(3b) higher tertiary education","4","","",""
"No","2004","Hamburg","(0) in school","","","",""
"No","2004","Hamburg","(1a) inadequately completed","","","",""
"No","2004","Hamburg","(1b) general elementary school","","","",""
"No","2004","Hamburg","(1c) basic vocational qualification","5","","",""
"No","2004","Hamburg","(2b) intermediate general qualification","","","",""
"No","2004","Hamburg","(2a) intermediate vocational","6","","",""
"No","2004","Hamburg","(2c_gen) general maturity certificate","","","",""
"No","2004","Hamburg","(2c_voc) vocational maturity certificate","4","","",""
"No","2004","Hamburg","(3a) lower tertiary education","4","","",""
"No","2004","Hamburg","(3b) higher tertiary education","8","","",""
"No","2004","Lower Saxony","(0) in school","","","",""
"No","2004","Lower Saxony","(1a) inadequately completed","1","","",""
"No","2004","Lower Saxony","(1b) general elementary school","13","","",""
"No","2004","Lower Saxony","(1c) basic vocational qualification","45","0.325044016289593","0.252467367078458","0.397620665500727"
"No","2004","Lower Saxony","(2b) intermediate general qualification","5","","",""
"No","2004","Lower Saxony","(2a) intermediate vocational","67","0.307909165927479","0.245914953554187","0.369903378300772"
"No","2004","Lower Saxony","(2c_gen) general maturity certificate","7","","",""
"No","2004","Lower Saxony","(2c_voc) vocational maturity certificate","21","","",""
"No","2004","Lower Saxony","(3a) lower tertiary education","11","","",""
"No","2004","Lower Saxony","(3b) higher tertiary education","19","","",""
"No","2004","Bremen","(0) in school","","","",""
"No","2004","Bremen","(1a) inadequately completed","","","",""
"No","2004","Bremen","(1b) general elementary school","1","","",""
"No","2004","Bremen","(1c) basic vocational qualification","6","","",""
"No","2004","Bremen","(2b) intermediate general qualification","","","",""
"No","2004","Bremen","(2a) intermediate vocational","3","","",""
"No","2004","Bremen","(2c_gen) general maturity certificate","","","",""
"No","2004","Bremen","(2c_voc) vocational maturity certificate","3","","",""
"No","2004","Bremen","(3a) lower tertiary education","1","","",""
"No","2004","Bremen","(3b) higher tertiary education","2","","",""
"No","2004","North Rhine-Westphalia","(0) in school","1","","",""
"No","2004","North Rhine-Westphalia","(1a) inadequately completed","3","","",""
"No","2004","North Rhine-Westphalia","(1b) general elementary school","15","","",""
"No","2004","North Rhine-Westphalia","(1c) basic vocational qualification","125","0.414997291508996","0.361674516996782","0.468320066021211"
"No","2004","North Rhine-Westphalia","(2b) intermediate general qualification","13","","",""
"No","2004","North Rhine-Westphalia","(2a) intermediate vocational","82","0.243365009959614","0.197819750478369","0.288910269440858"
"No","2004","North Rhine-Westphalia","(2c_gen) general maturity certificate","10","","",""
"No","2004","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","58","0.252834578928158","0.195401332201859","0.310267825654457"
"No","2004","North Rhine-Westphalia","(3a) lower tertiary education","28","","",""
"No","2004","North Rhine-Westphalia","(3b) higher tertiary education","60","0.216795927683534","0.16612086889","0.267470986477069"
"No","2004","Hesse","(0) in school","","","",""
"No","2004","Hesse","(1a) inadequately completed","1","","",""
"No","2004","Hesse","(1b) general elementary school","8","","",""
"No","2004","Hesse","(1c) basic vocational qualification","33","0.272601624808505","0.190132865099353","0.355070384517657"
"No","2004","Hesse","(2b) intermediate general qualification","3","","",""
"No","2004","Hesse","(2a) intermediate vocational","35","0.268535847590676","0.194591291534147","0.342480403647206"
"No","2004","Hesse","(2c_gen) general maturity certificate","4","","",""
"No","2004","Hesse","(2c_voc) vocational maturity certificate","19","","",""
"No","2004","Hesse","(3a) lower tertiary education","17","","",""
"No","2004","Hesse","(3b) higher tertiary education","17","","",""
"No","2004","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"No","2004","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"No","2004","Rhineland-Palatinate,Saarland","(1b) general elementary school","7","","",""
"No","2004","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","47","0.408659532267366","0.3234981458214","0.493820918713331"
"No","2004","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","2","","",""
"No","2004","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","26","","",""
"No","2004","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","3","","",""
"No","2004","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","7","","",""
"No","2004","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","12","","",""
"No","2004","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","9","","",""
"No","2004","Baden-Württemberg","(0) in school","","","",""
"No","2004","Baden-Württemberg","(1a) inadequately completed","2","","",""
"No","2004","Baden-Württemberg","(1b) general elementary school","29","","",""
"No","2004","Baden-Württemberg","(1c) basic vocational qualification","65","0.294835018581648","0.237971397078906","0.351698640084389"
"No","2004","Baden-Württemberg","(2b) intermediate general qualification","8","","",""
"No","2004","Baden-Württemberg","(2a) intermediate vocational","61","0.25441455381482","0.198250067925263","0.310579039704378"
"No","2004","Baden-Württemberg","(2c_gen) general maturity certificate","6","","",""
"No","2004","Baden-Württemberg","(2c_voc) vocational maturity certificate","25","","",""
"No","2004","Baden-Württemberg","(3a) lower tertiary education","20","","",""
"No","2004","Baden-Württemberg","(3b) higher tertiary education","43","0.323683306144679","0.246997448909248","0.40036916338011"
"No","2004","Bavaria","(0) in school","1","","",""
"No","2004","Bavaria","(1a) inadequately completed","2","","",""
"No","2004","Bavaria","(1b) general elementary school","23","","",""
"No","2004","Bavaria","(1c) basic vocational qualification","119","0.354650637277208","0.30357298165872","0.405728292895695"
"No","2004","Bavaria","(2b) intermediate general qualification","9","","",""
"No","2004","Bavaria","(2a) intermediate vocational","75","0.22302540212628","0.175998603064159","0.2700522011884"
"No","2004","Bavaria","(2c_gen) general maturity certificate","5","","",""
"No","2004","Bavaria","(2c_voc) vocational maturity certificate","19","","",""
"No","2004","Bavaria","(3a) lower tertiary education","16","","",""
"No","2004","Bavaria","(3b) higher tertiary education","44","0.347589979084104","0.275148387700972","0.420031570467236"
"No","2004","Berlin","(0) in school","1","","",""
"No","2004","Berlin","(1a) inadequately completed","","","",""
"No","2004","Berlin","(1b) general elementary school","1","","",""
"No","2004","Berlin","(1c) basic vocational qualification","7","","",""
"No","2004","Berlin","(2b) intermediate general qualification","4","","",""
"No","2004","Berlin","(2a) intermediate vocational","26","","",""
"No","2004","Berlin","(2c_gen) general maturity certificate","6","","",""
"No","2004","Berlin","(2c_voc) vocational maturity certificate","8","","",""
"No","2004","Berlin","(3a) lower tertiary education","11","","",""
"No","2004","Berlin","(3b) higher tertiary education","17","","",""
"No","2004","Brandenburg","(0) in school","","","",""
"No","2004","Brandenburg","(1a) inadequately completed","","","",""
"No","2004","Brandenburg","(1b) general elementary school","1","","",""
"No","2004","Brandenburg","(1c) basic vocational qualification","8","","",""
"No","2004","Brandenburg","(2b) intermediate general qualification","1","","",""
"No","2004","Brandenburg","(2a) intermediate vocational","43","0.364036858720362","0.281325516812363","0.446748200628361"
"No","2004","Brandenburg","(2c_gen) general maturity certificate","3","","",""
"No","2004","Brandenburg","(2c_voc) vocational maturity certificate","3","","",""
"No","2004","Brandenburg","(3a) lower tertiary education","17","","",""
"No","2004","Brandenburg","(3b) higher tertiary education","8","","",""
"No","2004","Mecklenburg-Western Pomerania","(0) in school","","","",""
"No","2004","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"No","2004","Mecklenburg-Western Pomerania","(1b) general elementary school","3","","",""
"No","2004","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","10","","",""
"No","2004","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","2","","",""
"No","2004","Mecklenburg-Western Pomerania","(2a) intermediate vocational","32","0.388704518832579","0.286275301996163","0.491133735668995"
"No","2004","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","1","","",""
"No","2004","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","1","","",""
"No","2004","Mecklenburg-Western Pomerania","(3a) lower tertiary education","8","","",""
"No","2004","Mecklenburg-Western Pomerania","(3b) higher tertiary education","11","","",""
"No","2004","Saxony","(0) in school","","","",""
"No","2004","Saxony","(1a) inadequately completed","","","",""
"No","2004","Saxony","(1b) general elementary school","3","","",""
"No","2004","Saxony","(1c) basic vocational qualification","13","","",""
"No","2004","Saxony","(2b) intermediate general qualification","7","","",""
"No","2004","Saxony","(2a) intermediate vocational","77","0.280539236457012","0.228742841701593","0.332335631212432"
"No","2004","Saxony","(2c_gen) general maturity certificate","5","","",""
"No","2004","Saxony","(2c_voc) vocational maturity certificate","11","","",""
"No","2004","Saxony","(3a) lower tertiary education","15","","",""
"No","2004","Saxony","(3b) higher tertiary education","21","","",""
"No","2004","Saxony-Anhalt","(0) in school","","","",""
"No","2004","Saxony-Anhalt","(1a) inadequately completed","","","",""
"No","2004","Saxony-Anhalt","(1b) general elementary school","1","","",""
"No","2004","Saxony-Anhalt","(1c) basic vocational qualification","16","","",""
"No","2004","Saxony-Anhalt","(2b) intermediate general qualification","2","","",""
"No","2004","Saxony-Anhalt","(2a) intermediate vocational","52","0.286057117353002","0.213736758132686","0.358377476573319"
"No","2004","Saxony-Anhalt","(2c_gen) general maturity certificate","1","","",""
"No","2004","Saxony-Anhalt","(2c_voc) vocational maturity certificate","9","","",""
"No","2004","Saxony-Anhalt","(3a) lower tertiary education","17","","",""
"No","2004","Saxony-Anhalt","(3b) higher tertiary education","15","","",""
"No","2004","Thuringia","(0) in school","","","",""
"No","2004","Thuringia","(1a) inadequately completed","","","",""
"No","2004","Thuringia","(1b) general elementary school","2","","",""
"No","2004","Thuringia","(1c) basic vocational qualification","19","","",""
"No","2004","Thuringia","(2b) intermediate general qualification","4","","",""
"No","2004","Thuringia","(2a) intermediate vocational","52","0.324790064614933","0.253336006514521","0.396244122715345"
"No","2004","Thuringia","(2c_gen) general maturity certificate","3","","",""
"No","2004","Thuringia","(2c_voc) vocational maturity certificate","9","","",""
"No","2004","Thuringia","(3a) lower tertiary education","11","","",""
"No","2004","Thuringia","(3b) higher tertiary education","8","","",""
"Yes","2005","Schleswig-Holstein","(0) in school","1","","",""
"Yes","2005","Schleswig-Holstein","(1a) inadequately completed","1","","",""
"Yes","2005","Schleswig-Holstein","(1b) general elementary school","5","","",""
"Yes","2005","Schleswig-Holstein","(1c) basic vocational qualification","26","","",""
"Yes","2005","Schleswig-Holstein","(2b) intermediate general qualification","4","","",""
"Yes","2005","Schleswig-Holstein","(2a) intermediate vocational","35","0.737838475703971","0.614693931114803","0.860983020293139"
"Yes","2005","Schleswig-Holstein","(2c_gen) general maturity certificate","6","","",""
"Yes","2005","Schleswig-Holstein","(2c_voc) vocational maturity certificate","13","","",""
"Yes","2005","Schleswig-Holstein","(3a) lower tertiary education","8","","",""
"Yes","2005","Schleswig-Holstein","(3b) higher tertiary education","12","","",""
"Yes","2005","Hamburg","(0) in school","","","",""
"Yes","2005","Hamburg","(1a) inadequately completed","","","",""
"Yes","2005","Hamburg","(1b) general elementary school","3","","",""
"Yes","2005","Hamburg","(1c) basic vocational qualification","6","","",""
"Yes","2005","Hamburg","(2b) intermediate general qualification","4","","",""
"Yes","2005","Hamburg","(2a) intermediate vocational","16","","",""
"Yes","2005","Hamburg","(2c_gen) general maturity certificate","6","","",""
"Yes","2005","Hamburg","(2c_voc) vocational maturity certificate","8","","",""
"Yes","2005","Hamburg","(3a) lower tertiary education","7","","",""
"Yes","2005","Hamburg","(3b) higher tertiary education","18","","",""
"Yes","2005","Lower Saxony","(0) in school","","","",""
"Yes","2005","Lower Saxony","(1a) inadequately completed","2","","",""
"Yes","2005","Lower Saxony","(1b) general elementary school","9","","",""
"Yes","2005","Lower Saxony","(1c) basic vocational qualification","103","0.672502638104906","0.596116423433066","0.748888852776746"
"Yes","2005","Lower Saxony","(2b) intermediate general qualification","13","","",""
"Yes","2005","Lower Saxony","(2a) intermediate vocational","127","0.673181753331538","0.605954308721595","0.740409197941481"
"Yes","2005","Lower Saxony","(2c_gen) general maturity certificate","7","","",""
"Yes","2005","Lower Saxony","(2c_voc) vocational maturity certificate","42","0.71429585578506","0.599025025750778","0.829566685819343"
"Yes","2005","Lower Saxony","(3a) lower tertiary education","27","","",""
"Yes","2005","Lower Saxony","(3b) higher tertiary education","60","0.903482734657993","0.834305769695675","0.972659699620311"
"Yes","2005","Bremen","(0) in school","","","",""
"Yes","2005","Bremen","(1a) inadequately completed","","","",""
"Yes","2005","Bremen","(1b) general elementary school","1","","",""
"Yes","2005","Bremen","(1c) basic vocational qualification","3","","",""
"Yes","2005","Bremen","(2b) intermediate general qualification","2","","",""
"Yes","2005","Bremen","(2a) intermediate vocational","13","","",""
"Yes","2005","Bremen","(2c_gen) general maturity certificate","1","","",""
"Yes","2005","Bremen","(2c_voc) vocational maturity certificate","4","","",""
"Yes","2005","Bremen","(3a) lower tertiary education","4","","",""
"Yes","2005","Bremen","(3b) higher tertiary education","11","","",""
"Yes","2005","North Rhine-Westphalia","(0) in school","","","",""
"Yes","2005","North Rhine-Westphalia","(1a) inadequately completed","7","","",""
"Yes","2005","North Rhine-Westphalia","(1b) general elementary school","37","0.679549917818014","0.557329165314314","0.801770670321715"
"Yes","2005","North Rhine-Westphalia","(1c) basic vocational qualification","199","0.723770275185767","0.672130133641513","0.775410416730021"
"Yes","2005","North Rhine-Westphalia","(2b) intermediate general qualification","23","","",""
"Yes","2005","North Rhine-Westphalia","(2a) intermediate vocational","244","0.757323854944897","0.710571747532185","0.804075962357608"
"Yes","2005","North Rhine-Westphalia","(2c_gen) general maturity certificate","32","0.770433816999295","0.63492459426356","0.905943039735029"
"Yes","2005","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","154","0.695611465982129","0.632621892013687","0.75860103995057"
"Yes","2005","North Rhine-Westphalia","(3a) lower tertiary education","103","0.842618210447471","0.777732649151922","0.90750377174302"
"Yes","2005","North Rhine-Westphalia","(3b) higher tertiary education","175","0.792719139766236","0.740217892250049","0.845220387282423"
"Yes","2005","Hesse","(0) in school","","","",""
"Yes","2005","Hesse","(1a) inadequately completed","","","",""
"Yes","2005","Hesse","(1b) general elementary school","10","","",""
"Yes","2005","Hesse","(1c) basic vocational qualification","68","0.591262169035349","0.498547451959596","0.683976886111102"
"Yes","2005","Hesse","(2b) intermediate general qualification","7","","",""
"Yes","2005","Hesse","(2a) intermediate vocational","97","0.700001793360156","0.62298462583708","0.777018960883231"
"Yes","2005","Hesse","(2c_gen) general maturity certificate","10","","",""
"Yes","2005","Hesse","(2c_voc) vocational maturity certificate","42","0.807842685795022","0.704650708045802","0.911034663544242"
"Yes","2005","Hesse","(3a) lower tertiary education","44","0.863803189477237","0.773155316790981","0.954451062163493"
"Yes","2005","Hesse","(3b) higher tertiary education","79","0.734749874505936","0.649076560916762","0.820423188095109"
"Yes","2005","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(1b) general elementary school","10","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","92","0.664916343982947","0.582169162226754","0.747663525739141"
"Yes","2005","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","7","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","62","0.744726578725059","0.652575570377441","0.836877587072676"
"Yes","2005","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","3","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","23","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","14","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","40","0.814120024626365","0.705199287277875","0.923040761974855"
"Yes","2005","Baden-Württemberg","(0) in school","","","",""
"Yes","2005","Baden-Württemberg","(1a) inadequately completed","7","","",""
"Yes","2005","Baden-Württemberg","(1b) general elementary school","26","","",""
"Yes","2005","Baden-Württemberg","(1c) basic vocational qualification","188","0.793971848902431","0.742908957301366","0.845034740503496"
"Yes","2005","Baden-Württemberg","(2b) intermediate general qualification","14","","",""
"Yes","2005","Baden-Württemberg","(2a) intermediate vocational","164","0.787211910512127","0.73288195742447","0.841541863599784"
"Yes","2005","Baden-Württemberg","(2c_gen) general maturity certificate","17","","",""
"Yes","2005","Baden-Württemberg","(2c_voc) vocational maturity certificate","65","0.575774270415419","0.476910514881948","0.674638025948891"
"Yes","2005","Baden-Württemberg","(3a) lower tertiary education","62","0.852707164323361","0.769685805246972","0.93572852339975"
"Yes","2005","Baden-Württemberg","(3b) higher tertiary education","105","0.84296159256049","0.779683545742182","0.906239639378797"
"Yes","2005","Bavaria","(0) in school","","","",""
"Yes","2005","Bavaria","(1a) inadequately completed","3","","",""
"Yes","2005","Bavaria","(1b) general elementary school","32","0.705890549923404","0.579595519363932","0.832185580482877"
"Yes","2005","Bavaria","(1c) basic vocational qualification","202","0.619258452318667","0.566139844783577","0.672377059853758"
"Yes","2005","Bavaria","(2b) intermediate general qualification","11","","",""
"Yes","2005","Bavaria","(2a) intermediate vocational","190","0.715468125202455","0.662334577518761","0.768601672886148"
"Yes","2005","Bavaria","(2c_gen) general maturity certificate","7","","",""
"Yes","2005","Bavaria","(2c_voc) vocational maturity certificate","59","0.796162807704336","0.703111067376848","0.889214548031824"
"Yes","2005","Bavaria","(3a) lower tertiary education","68","0.746549618207414","0.661293823942033","0.831805412472795"
"Yes","2005","Bavaria","(3b) higher tertiary education","121","0.761330596579514","0.695073172976555","0.827588020182472"
"Yes","2005","Berlin","(0) in school","","","",""
"Yes","2005","Berlin","(1a) inadequately completed","2","","",""
"Yes","2005","Berlin","(1b) general elementary school","","","",""
"Yes","2005","Berlin","(1c) basic vocational qualification","18","","",""
"Yes","2005","Berlin","(2b) intermediate general qualification","5","","",""
"Yes","2005","Berlin","(2a) intermediate vocational","60","0.735238708545741","0.641990543899252","0.82848687319223"
"Yes","2005","Berlin","(2c_gen) general maturity certificate","8","","",""
"Yes","2005","Berlin","(2c_voc) vocational maturity certificate","18","","",""
"Yes","2005","Berlin","(3a) lower tertiary education","26","","",""
"Yes","2005","Berlin","(3b) higher tertiary education","43","0.870559941927515","0.779321027665706","0.961798856189323"
"Yes","2005","Brandenburg","(0) in school","","","",""
"Yes","2005","Brandenburg","(1a) inadequately completed","","","",""
"Yes","2005","Brandenburg","(1b) general elementary school","2","","",""
"Yes","2005","Brandenburg","(1c) basic vocational qualification","6","","",""
"Yes","2005","Brandenburg","(2b) intermediate general qualification","4","","",""
"Yes","2005","Brandenburg","(2a) intermediate vocational","93","0.715126431772939","0.637538547789776","0.792714315756102"
"Yes","2005","Brandenburg","(2c_gen) general maturity certificate","6","","",""
"Yes","2005","Brandenburg","(2c_voc) vocational maturity certificate","11","","",""
"Yes","2005","Brandenburg","(3a) lower tertiary education","32","0.777772494599482","0.65351028865679","0.902034700542175"
