"plb0196_h","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","1998","(1b) general elementary school","Male","","","",""
"Yes","1998","(1b) general elementary school","Female","","","",""
"Yes","1998","(1c) basic vocational qualification","Male","","","",""
"Yes","1998","(1c) basic vocational qualification","Female","","","",""
"Yes","1998","(2b) intermediate general qualification","Male","","","",""
"Yes","1998","(2b) intermediate general qualification","Female","","","",""
"Yes","1998","(2a) intermediate vocational","Male","","","",""
"Yes","1998","(2a) intermediate vocational","Female","","","",""
"Yes","1998","(2c_gen) general maturity certificate","Male","","","",""
"Yes","1998","(2c_gen) general maturity certificate","Female","","","",""
"Yes","1998","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","1998","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","1998","(3a) lower tertiary education","Male","","","",""
"Yes","1998","(3a) lower tertiary education","Female","","","",""
"Yes","1998","(3b) higher tertiary education","Male","","","",""
"Yes","1998","(3b) higher tertiary education","Female","","","",""
"No","1998","(0) in school","Male","","","",""
"No","1998","(0) in school","Female","","","",""
"No","1998","(1a) inadequately completed","Male","24","","",""
"No","1998","(1a) inadequately completed","Female","14","","",""
"No","1998","(1b) general elementary school","Male","90","1","1","1"
"No","1998","(1b) general elementary school","Female","76","1","1","1"
"No","1998","(1c) basic vocational qualification","Male","292","1","1","1"
"No","1998","(1c) basic vocational qualification","Female","142","1","1","1"
"No","1998","(2b) intermediate general qualification","Male","34","1","1","1"
"No","1998","(2b) intermediate general qualification","Female","25","","",""
"No","1998","(2a) intermediate vocational","Male","231","1","1","1"
"No","1998","(2a) intermediate vocational","Female","194","1","1","1"
"No","1998","(2c_gen) general maturity certificate","Male","18","","",""
"No","1998","(2c_gen) general maturity certificate","Female","22","","",""
"No","1998","(2c_voc) vocational maturity certificate","Male","33","1","1","1"
"No","1998","(2c_voc) vocational maturity certificate","Female","32","1","1","1"
"No","1998","(3a) lower tertiary education","Male","41","1","1","1"
"No","1998","(3a) lower tertiary education","Female","64","1","1","1"
"No","1998","(3b) higher tertiary education","Male","63","1","1","1"
"No","1998","(3b) higher tertiary education","Female","47","1","1","1"
"Yes","1999","(0) in school","Male","","","",""
"Yes","1999","(0) in school","Female","","","",""
"Yes","1999","(1a) inadequately completed","Male","","","",""
"Yes","1999","(1a) inadequately completed","Female","","","",""
"Yes","1999","(1b) general elementary school","Male","","","",""
"Yes","1999","(1b) general elementary school","Female","","","",""
"Yes","1999","(1c) basic vocational qualification","Male","","","",""
"Yes","1999","(1c) basic vocational qualification","Female","","","",""
"Yes","1999","(2b) intermediate general qualification","Male","","","",""
"Yes","1999","(2b) intermediate general qualification","Female","","","",""
"Yes","1999","(2a) intermediate vocational","Male","","","",""
"Yes","1999","(2a) intermediate vocational","Female","","","",""
"Yes","1999","(2c_gen) general maturity certificate","Male","","","",""
"Yes","1999","(2c_gen) general maturity certificate","Female","","","",""
"Yes","1999","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","1999","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","1999","(3a) lower tertiary education","Male","","","",""
"Yes","1999","(3a) lower tertiary education","Female","","","",""
"Yes","1999","(3b) higher tertiary education","Male","","","",""
"Yes","1999","(3b) higher tertiary education","Female","","","",""
"No","1999","(0) in school","Male","1","","",""
"No","1999","(0) in school","Female","","","",""
"No","1999","(1a) inadequately completed","Male","23","","",""
"No","1999","(1a) inadequately completed","Female","11","","",""
"No","1999","(1b) general elementary school","Male","69","1","1","1"
"No","1999","(1b) general elementary school","Female","47","1","1","1"
"No","1999","(1c) basic vocational qualification","Male","284","1","1","1"
"No","1999","(1c) basic vocational qualification","Female","138","1","1","1"
"No","1999","(2b) intermediate general qualification","Male","37","1","1","1"
"No","1999","(2b) intermediate general qualification","Female","28","","",""
"No","1999","(2a) intermediate vocational","Male","223","1","1","1"
"No","1999","(2a) intermediate vocational","Female","211","1","1","1"
"No","1999","(2c_gen) general maturity certificate","Male","14","","",""
"No","1999","(2c_gen) general maturity certificate","Female","17","","",""
"No","1999","(2c_voc) vocational maturity certificate","Male","37","1","1","1"
"No","1999","(2c_voc) vocational maturity certificate","Female","27","","",""
"No","1999","(3a) lower tertiary education","Male","42","1","1","1"
"No","1999","(3a) lower tertiary education","Female","63","1","1","1"
"No","1999","(3b) higher tertiary education","Male","56","1","1","1"
"No","1999","(3b) higher tertiary education","Female","46","1","1","1"
"Yes","2000","(0) in school","Male","","","",""
"Yes","2000","(0) in school","Female","","","",""
"Yes","2000","(1a) inadequately completed","Male","","","",""
"Yes","2000","(1a) inadequately completed","Female","","","",""
"Yes","2000","(1b) general elementary school","Male","","","",""
"Yes","2000","(1b) general elementary school","Female","","","",""
"Yes","2000","(1c) basic vocational qualification","Male","","","",""
"Yes","2000","(1c) basic vocational qualification","Female","","","",""
"Yes","2000","(2b) intermediate general qualification","Male","","","",""
"Yes","2000","(2b) intermediate general qualification","Female","","","",""
"Yes","2000","(2a) intermediate vocational","Male","","","",""
"Yes","2000","(2a) intermediate vocational","Female","","","",""
"Yes","2000","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2000","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2000","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2000","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2000","(3a) lower tertiary education","Male","","","",""
"Yes","2000","(3a) lower tertiary education","Female","","","",""
"Yes","2000","(3b) higher tertiary education","Male","","","",""
"Yes","2000","(3b) higher tertiary education","Female","","","",""
"No","2000","(0) in school","Male","2","","",""
"No","2000","(0) in school","Female","1","","",""
"No","2000","(1a) inadequately completed","Male","18","","",""
"No","2000","(1a) inadequately completed","Female","8","","",""
"No","2000","(1b) general elementary school","Male","102","1","1","1"
"No","2000","(1b) general elementary school","Female","73","1","1","1"
"No","2000","(1c) basic vocational qualification","Male","506","1","1","1"
"No","2000","(1c) basic vocational qualification","Female","243","1","1","1"
"No","2000","(2b) intermediate general qualification","Male","39","1","1","1"
"No","2000","(2b) intermediate general qualification","Female","40","1","1","1"
"No","2000","(2a) intermediate vocational","Male","410","1","1","1"
"No","2000","(2a) intermediate vocational","Female","398","1","1","1"
"No","2000","(2c_gen) general maturity certificate","Male","30","1","1","1"
"No","2000","(2c_gen) general maturity certificate","Female","20","","",""
"No","2000","(2c_voc) vocational maturity certificate","Male","99","1","1","1"
"No","2000","(2c_voc) vocational maturity certificate","Female","99","1","1","1"
"No","2000","(3a) lower tertiary education","Male","102","1","1","1"
"No","2000","(3a) lower tertiary education","Female","93","1","1","1"
"No","2000","(3b) higher tertiary education","Male","124","1","1","1"
"No","2000","(3b) higher tertiary education","Female","112","1","1","1"
"Yes","2001","(0) in school","Male","","","",""
"Yes","2001","(0) in school","Female","","","",""
"Yes","2001","(1a) inadequately completed","Male","","","",""
"Yes","2001","(1a) inadequately completed","Female","","","",""
"Yes","2001","(1b) general elementary school","Male","","","",""
"Yes","2001","(1b) general elementary school","Female","","","",""
"Yes","2001","(1c) basic vocational qualification","Male","","","",""
"Yes","2001","(1c) basic vocational qualification","Female","","","",""
"Yes","2001","(2b) intermediate general qualification","Male","","","",""
"Yes","2001","(2b) intermediate general qualification","Female","","","",""
"Yes","2001","(2a) intermediate vocational","Male","","","",""
"Yes","2001","(2a) intermediate vocational","Female","","","",""
"Yes","2001","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2001","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2001","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2001","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2001","(3a) lower tertiary education","Male","","","",""
"Yes","2001","(3a) lower tertiary education","Female","","","",""
"Yes","2001","(3b) higher tertiary education","Male","","","",""
"Yes","2001","(3b) higher tertiary education","Female","","","",""
"No","2001","(0) in school","Male","3","","",""
"No","2001","(0) in school","Female","4","","",""
"No","2001","(1a) inadequately completed","Male","9","","",""
"No","2001","(1a) inadequately completed","Female","5","","",""
"No","2001","(1b) general elementary school","Male","74","1","1","1"
"No","2001","(1b) general elementary school","Female","75","1","1","1"
"No","2001","(1c) basic vocational qualification","Male","472","1","1","1"
"No","2001","(1c) basic vocational qualification","Female","234","1","1","1"
"No","2001","(2b) intermediate general qualification","Male","38","1","1","1"
"No","2001","(2b) intermediate general qualification","Female","30","1","1","1"
"No","2001","(2a) intermediate vocational","Male","357","1","1","1"
"No","2001","(2a) intermediate vocational","Female","368","1","1","1"
"No","2001","(2c_gen) general maturity certificate","Male","38","1","1","1"
"No","2001","(2c_gen) general maturity certificate","Female","30","1","1","1"
"No","2001","(2c_voc) vocational maturity certificate","Male","106","1","1","1"
"No","2001","(2c_voc) vocational maturity certificate","Female","91","1","1","1"
"No","2001","(3a) lower tertiary education","Male","101","1","1","1"
"No","2001","(3a) lower tertiary education","Female","103","1","1","1"
"No","2001","(3b) higher tertiary education","Male","124","1","1","1"
"No","2001","(3b) higher tertiary education","Female","89","1","1","1"
"Yes","2002","(0) in school","Male","5","","",""
"Yes","2002","(0) in school","Female","9","","",""
"Yes","2002","(1a) inadequately completed","Male","15","","",""
"Yes","2002","(1a) inadequately completed","Female","8","","",""
"Yes","2002","(1b) general elementary school","Male","95","0.508167514557918","0.432344349342485","0.583990679773352"
"Yes","2002","(1b) general elementary school","Female","81","0.541742496276495","0.457693515448976","0.625791477104014"
"Yes","2002","(1c) basic vocational qualification","Male","803","0.642039492564023","0.61532409323788","0.668754891890166"
"Yes","2002","(1c) basic vocational qualification","Female","341","0.605214495217772","0.564437632233246","0.645991358202298"
"Yes","2002","(2b) intermediate general qualification","Male","52","0.690611687407732","0.591761530781347","0.789461844034118"
"Yes","2002","(2b) intermediate general qualification","Female","51","0.555561319490162","0.448660515879401","0.662462123100923"
"Yes","2002","(2a) intermediate vocational","Male","890","0.706935833677879","0.681922251390174","0.731949415965584"
"Yes","2002","(2a) intermediate vocational","Female","844","0.704098990229815","0.678359217484939","0.729838762974691"
"Yes","2002","(2c_gen) general maturity certificate","Male","63","0.563925908125432","0.463140471163838","0.664711345087025"
"Yes","2002","(2c_gen) general maturity certificate","Female","60","0.767968662183524","0.680268951838804","0.855668372528244"
"Yes","2002","(2c_voc) vocational maturity certificate","Male","276","0.74165311682861","0.69723136296539","0.786074870691831"
"Yes","2002","(2c_voc) vocational maturity certificate","Female","255","0.707030964304848","0.659485746952399","0.754576181657297"
"Yes","2002","(3a) lower tertiary education","Male","393","0.789060543626199","0.752937517443561","0.825183569808836"
"Yes","2002","(3a) lower tertiary education","Female","290","0.745585773859456","0.702024358565702","0.789147189153209"
"Yes","2002","(3b) higher tertiary education","Male","684","0.825488901611677","0.799729711102165","0.851248092121189"
"Yes","2002","(3b) higher tertiary education","Female","374","0.762746565123492","0.725347023339681","0.800146106907302"
"No","2002","(0) in school","Male","7","","",""
"No","2002","(0) in school","Female","5","","",""
"No","2002","(1a) inadequately completed","Male","12","","",""
"No","2002","(1a) inadequately completed","Female","3","","",""
"No","2002","(1b) general elementary school","Male","72","0.491832485442082","0.416009320226648","0.567655650657515"
"No","2002","(1b) general elementary school","Female","54","0.458257503723505","0.374208522895986","0.542306484551024"
"No","2002","(1c) basic vocational qualification","Male","434","0.357960507435977","0.331245108109834","0.38467590676212"
"No","2002","(1c) basic vocational qualification","Female","211","0.394785504782228","0.354008641797702","0.435562367766754"
"No","2002","(2b) intermediate general qualification","Male","32","0.309388312592268","0.210538155965882","0.408238469218653"
"No","2002","(2b) intermediate general qualification","Female","32","0.444438680509838","0.337537876899077","0.551339484120599"
"No","2002","(2a) intermediate vocational","Male","382","0.293064166322121","0.268050584034416","0.318077748609826"
"No","2002","(2a) intermediate vocational","Female","364","0.295901009770185","0.270161237025309","0.321640782515061"
"No","2002","(2c_gen) general maturity certificate","Male","30","0.436074091874568","0.335288654912975","0.536859528836162"
"No","2002","(2c_gen) general maturity certificate","Female","29","","",""
"No","2002","(2c_voc) vocational maturity certificate","Male","97","0.25834688317139","0.213925129308169","0.30276863703461"
"No","2002","(2c_voc) vocational maturity certificate","Female","97","0.292969035695152","0.245423818342703","0.340514253047601"
"No","2002","(3a) lower tertiary education","Male","97","0.210939456373801","0.174816430191164","0.247062482556439"
"No","2002","(3a) lower tertiary education","Female","94","0.254414226140544","0.210852810846791","0.297975641434298"
"No","2002","(3b) higher tertiary education","Male","150","0.174511098388323","0.148751907878811","0.200270288897835"
"No","2002","(3b) higher tertiary education","Female","123","0.237253434876508","0.199853893092698","0.274652976660319"
"Yes","2003","(0) in school","Male","1","","",""
"Yes","2003","(0) in school","Female","1","","",""
"Yes","2003","(1a) inadequately completed","Male","16","","",""
"Yes","2003","(1a) inadequately completed","Female","9","","",""
"Yes","2003","(1b) general elementary school","Male","90","0.566233295202975","0.487704635771333","0.644761954634617"
"Yes","2003","(1b) general elementary school","Female","67","0.588597507700139","0.501278087311718","0.675916928088559"
"Yes","2003","(1c) basic vocational qualification","Male","727","0.637656613252043","0.609741471809224","0.665571754694863"
"Yes","2003","(1c) basic vocational qualification","Female","352","0.62940358129732","0.588967130856543","0.669840031738096"
"Yes","2003","(2b) intermediate general qualification","Male","59","0.689703276444818","0.592493889509434","0.786912663380201"
"Yes","2003","(2b) intermediate general qualification","Female","59","0.584536276269441","0.483836972864051","0.685235579674832"
"Yes","2003","(2a) intermediate vocational","Male","865","0.741465196935186","0.716641353064812","0.766289040805559"
"Yes","2003","(2a) intermediate vocational","Female","793","0.665200094425489","0.638398475694956","0.692001713156022"
"Yes","2003","(2c_gen) general maturity certificate","Male","63","0.620246774752576","0.521609830474979","0.718883719030173"
"Yes","2003","(2c_gen) general maturity certificate","Female","64","0.703365351841903","0.614721334684299","0.792009368999507"
"Yes","2003","(2c_voc) vocational maturity certificate","Male","275","0.697580123108476","0.65019994326719","0.744960302949763"
"Yes","2003","(2c_voc) vocational maturity certificate","Female","258","0.740295459503156","0.695312919696884","0.785277999309429"
"Yes","2003","(3a) lower tertiary education","Male","358","0.801019759815574","0.763631295629515","0.838408224001633"
"Yes","2003","(3a) lower tertiary education","Female","264","0.724322227227644","0.678353597248921","0.770290857206367"
"Yes","2003","(3b) higher tertiary education","Male","614","0.829014024455812","0.801960565062406","0.856067483849218"
"Yes","2003","(3b) higher tertiary education","Female","342","0.773251787215052","0.735986057968605","0.810517516461498"
"No","2003","(0) in school","Male","1","","",""
"No","2003","(0) in school","Female","1","","",""
"No","2003","(1a) inadequately completed","Male","9","","",""
"No","2003","(1a) inadequately completed","Female","4","","",""
"No","2003","(1b) general elementary school","Male","63","0.433766704797025","0.355238045365382","0.512295364228667"
"No","2003","(1b) general elementary school","Female","55","0.411402492299862","0.324083071911441","0.498721912688282"
"No","2003","(1c) basic vocational qualification","Male","412","0.362343386747957","0.334428245305137","0.390258528190776"
"No","2003","(1c) basic vocational qualification","Female","196","0.37059641870268","0.330159968261904","0.411032869143457"
"No","2003","(2b) intermediate general qualification","Male","28","","",""
"No","2003","(2b) intermediate general qualification","Female","33","0.415463723730559","0.314764420325168","0.516163027135949"
"No","2003","(2a) intermediate vocational","Male","330","0.258534803064815","0.233710959194441","0.283358646935188"
"No","2003","(2a) intermediate vocational","Female","398","0.334799905574511","0.307998286843978","0.361601524305044"
"No","2003","(2c_gen) general maturity certificate","Male","30","0.379753225247424","0.281116280969827","0.478390169525021"
"No","2003","(2c_gen) general maturity certificate","Female","38","0.296634648158097","0.207990631000493","0.385278665315701"
"No","2003","(2c_voc) vocational maturity certificate","Male","86","0.302419876891524","0.255039697050237","0.349800056732811"
"No","2003","(2c_voc) vocational maturity certificate","Female","107","0.259704540496844","0.214722000690571","0.304687080303116"
"No","2003","(3a) lower tertiary education","Male","80","0.198980240184427","0.161591775998368","0.236368704370486"
"No","2003","(3a) lower tertiary education","Female","99","0.275677772772356","0.229709142793633","0.321646402751079"
"No","2003","(3b) higher tertiary education","Male","130","0.170985975544188","0.143932516150782","0.198039434937594"
"No","2003","(3b) higher tertiary education","Female","143","0.226748212784948","0.189482483538502","0.264013942031394"
"Yes","2004","(0) in school","Male","","","",""
"Yes","2004","(0) in school","Female","4","","",""
"Yes","2004","(1a) inadequately completed","Male","13","","",""
"Yes","2004","(1a) inadequately completed","Female","8","","",""
"Yes","2004","(1b) general elementary school","Male","91","0.624305631076489","0.547059704616488","0.701551557536489"
"Yes","2004","(1b) general elementary school","Female","66","0.523738958158723","0.432458220791921","0.615019695525524"
"Yes","2004","(1c) basic vocational qualification","Male","711","0.648653849644557","0.619982549524403","0.677325149764711"
"Yes","2004","(1c) basic vocational qualification","Female","316","0.625699006901292","0.583023583454915","0.668374430347669"
"Yes","2004","(2b) intermediate general qualification","Male","56","0.667997836689677","0.568467184425572","0.767528488953782"
"Yes","2004","(2b) intermediate general qualification","Female","54","0.589805535220483","0.485240148495809","0.694370921945157"
"Yes","2004","(2a) intermediate vocational","Male","862","0.738825448036979","0.713729927306722","0.763920968767236"
"Yes","2004","(2a) intermediate vocational","Female","809","0.690423655116847","0.66364510475076","0.717202205482934"
"Yes","2004","(2c_gen) general maturity certificate","Male","63","0.790710112195729","0.705715866498655","0.875704357892803"
"Yes","2004","(2c_gen) general maturity certificate","Female","63","0.737420625438415","0.648465267965867","0.826375982910962"
"Yes","2004","(2c_voc) vocational maturity certificate","Male","260","0.7794575843421","0.735958743427171","0.822956425257028"
"Yes","2004","(2c_voc) vocational maturity certificate","Female","243","0.703129840844569","0.655401339618852","0.750858342070286"
"Yes","2004","(3a) lower tertiary education","Male","336","0.781117568771749","0.741898452043655","0.820336685499844"
"Yes","2004","(3a) lower tertiary education","Female","264","0.729426476430528","0.683788034503042","0.775064918358014"
"Yes","2004","(3b) higher tertiary education","Male","594","0.789124797961415","0.759553185645433","0.818696410277396"
"Yes","2004","(3b) higher tertiary education","Female","321","0.680610813181575","0.638459734922826","0.722761891440324"
"No","2004","(0) in school","Male","","","",""
"No","2004","(0) in school","Female","3","","",""
"No","2004","(1a) inadequately completed","Male","7","","",""
"No","2004","(1a) inadequately completed","Female","2","","",""
"No","2004","(1b) general elementary school","Male","60","0.375694368923511","0.298448442463511","0.452940295383512"
"No","2004","(1b) general elementary school","Female","49","0.476261041841277","0.384980304474476","0.567541779208079"
"No","2004","(1c) basic vocational qualification","Male","354","0.351346150355443","0.322674850235289","0.380017450475597"
"No","2004","(1c) basic vocational qualification","Female","178","0.374300993098708","0.331625569652331","0.416976416545085"
"No","2004","(2b) intermediate general qualification","Male","30","0.332002163310323","0.232471511046218","0.431532815574428"
"No","2004","(2b) intermediate general qualification","Female","31","0.410194464779517","0.305629078054843","0.514759851504191"
"No","2004","(2a) intermediate vocational","Male","315","0.261174551963021","0.236079031232764","0.286270072693278"
"No","2004","(2a) intermediate vocational","Female","336","0.309576344883153","0.282797794517065","0.33635489524924"
"No","2004","(2c_gen) general maturity certificate","Male","25","","",""
"No","2004","(2c_gen) general maturity certificate","Female","31","0.262579374561585","0.173624017089038","0.351534732034132"
"No","2004","(2c_voc) vocational maturity certificate","Male","89","0.2205424156579","0.177043574742972","0.264041256572829"
"No","2004","(2c_voc) vocational maturity certificate","Female","109","0.296870159155431","0.249141657929714","0.344598660381148"
"No","2004","(3a) lower tertiary education","Male","91","0.218882431228251","0.179663314500156","0.258101547956345"
"No","2004","(3a) lower tertiary education","Female","100","0.270573523569472","0.224935081641986","0.316211965496958"
"No","2004","(3b) higher tertiary education","Male","137","0.210875202038585","0.181303589722604","0.240446814354567"
"No","2004","(3b) higher tertiary education","Female","149","0.319389186818425","0.277238108559676","0.361540265077174"
"Yes","2005","(0) in school","Male","","","",""
"Yes","2005","(0) in school","Female","2","","",""
"Yes","2005","(1a) inadequately completed","Male","13","","",""
"Yes","2005","(1a) inadequately completed","Female","9","","",""
"Yes","2005","(1b) general elementary school","Male","84","0.683511929172458","0.605054706814318","0.761969151530598"
"Yes","2005","(1b) general elementary school","Female","56","0.592297769714917","0.498304873073112","0.686290666356722"
"Yes","2005","(1c) basic vocational qualification","Male","669","0.682521128257896","0.65298256498679","0.712059691529001"
"Yes","2005","(1c) basic vocational qualification","Female","290","0.636771815589213","0.592917858276204","0.680625772902222"
"Yes","2005","(2b) intermediate general qualification","Male","62","0.689178702477296","0.590786668892454","0.787570736062138"
"Yes","2005","(2b) intermediate general qualification","Female","61","0.628996644376838","0.53134102309203","0.726652265661647"
"Yes","2005","(2a) intermediate vocational","Male","777","0.71485549101425","0.6881750266791","0.741535955349399"
"Yes","2005","(2a) intermediate vocational","Female","732","0.708130015269727","0.68056608357532","0.735693946964133"
"Yes","2005","(2c_gen) general maturity certificate","Male","53","0.610184479671067","0.501250625377012","0.719118333965123"
"Yes","2005","(2c_gen) general maturity certificate","Female","59","0.648599083584866","0.545268049630386","0.751930117539346"
"Yes","2005","(2c_voc) vocational maturity certificate","Male","250","0.706414265059756","0.657501391303728","0.755327138815784"
"Yes","2005","(2c_voc) vocational maturity certificate","Female","242","0.652635090352411","0.602753274872719","0.702516905832104"
"Yes","2005","(3a) lower tertiary education","Male","279","0.785820958842181","0.744187358971112","0.827454558713249"
"Yes","2005","(3a) lower tertiary education","Female","249","0.706104884441429","0.658311677859657","0.753898091023201"
"Yes","2005","(3b) higher tertiary education","Male","569","0.828289228431135","0.799838985360293","0.856739471501977"
"Yes","2005","(3b) higher tertiary education","Female","306","0.721021754094491","0.678630797504134","0.763412710684847"
"No","2005","(0) in school","Male","3","","",""
"No","2005","(0) in school","Female","2","","",""
"No","2005","(1a) inadequately completed","Male","8","","",""
"No","2005","(1a) inadequately completed","Female","3","","",""
"No","2005","(1b) general elementary school","Male","51","0.316488070827542","0.238030848469402","0.394945293185681"
"No","2005","(1b) general elementary school","Female","49","0.407702230285083","0.313709333643278","0.501695126926888"
"No","2005","(1c) basic vocational qualification","Male","285","0.317478871742104","0.287940308470999","0.34701743501321"
"No","2005","(1c) basic vocational qualification","Female","172","0.363228184410787","0.319374227097778","0.407082141723796"
"No","2005","(2b) intermediate general qualification","Male","23","","",""
"No","2005","(2b) intermediate general qualification","Female","33","0.371003355623162","0.273347734338353","0.46865897690797"
"No","2005","(2a) intermediate vocational","Male","323","0.28514450898575","0.258464044650601","0.3118249733209"
"No","2005","(2a) intermediate vocational","Female","313","0.291869984730273","0.264306053035867","0.31943391642468"
"No","2005","(2c_gen) general maturity certificate","Male","24","","",""
"No","2005","(2c_gen) general maturity certificate","Female","23","","",""
"No","2005","(2c_voc) vocational maturity certificate","Male","83","0.293585734940244","0.244672861184216","0.342498608696272"
"No","2005","(2c_voc) vocational maturity certificate","Female","108","0.347364909647589","0.297483094167896","0.397246725127281"
"No","2005","(3a) lower tertiary education","Male","94","0.214179041157819","0.172545441286751","0.255812641028888"
"No","2005","(3a) lower tertiary education","Female","100","0.293895115558571","0.246101908976799","0.341688322140343"
"No","2005","(3b) higher tertiary education","Male","106","0.171710771568865","0.143260528498023","0.200161014639708"
"No","2005","(3b) higher tertiary education","Female","124","0.278978245905509","0.236587289315153","0.321369202495866"
"Yes","2006","(0) in school","Male","4","","",""
"Yes","2006","(0) in school","Female","","","",""
"Yes","2006","(1a) inadequately completed","Male","10","","",""
"Yes","2006","(1a) inadequately completed","Female","4","","",""
"Yes","2006","(1b) general elementary school","Male","77","0.607514335272611","0.520866375670563","0.69416229487466"
"Yes","2006","(1b) general elementary school","Female","57","0.57696591899242","0.482016091494048","0.671915746490792"
"Yes","2006","(1c) basic vocational qualification","Male","748","0.704958436797312","0.677438640328394","0.732478233266231"
"Yes","2006","(1c) basic vocational qualification","Female","342","0.634669031525117","0.593440359596154","0.675897703454079"
"Yes","2006","(2b) intermediate general qualification","Male","64","0.788053140829122","0.700130587954098","0.875975693704147"
"Yes","2006","(2b) intermediate general qualification","Female","57","0.633380927579626","0.535443964081331","0.73131789107792"
"Yes","2006","(2a) intermediate vocational","Male","839","0.716735313991636","0.690681956672135","0.742788671311136"
"Yes","2006","(2a) intermediate vocational","Female","870","0.725009646071165","0.699902891659277","0.750116400483054"
"Yes","2006","(2c_gen) general maturity certificate","Male","51","0.684985989561875","0.579148870321466","0.790823108802284"
"Yes","2006","(2c_gen) general maturity certificate","Female","61","0.620163320188677","0.521522175061101","0.718804465316253"
"Yes","2006","(2c_voc) vocational maturity certificate","Male","273","0.743963098731609","0.699003670001508","0.78892252746171"
"Yes","2006","(2c_voc) vocational maturity certificate","Female","303","0.713924336292518","0.670496521597863","0.757352150987172"
"Yes","2006","(3a) lower tertiary education","Male","349","0.839798951372572","0.804636407147626","0.874961495597518"
"Yes","2006","(3a) lower tertiary education","Female","302","0.793585807451774","0.753773297220542","0.833398317683006"
"Yes","2006","(3b) higher tertiary education","Male","592","0.811368078462236","0.782551128312143","0.840185028612329"
"Yes","2006","(3b) higher tertiary education","Female","376","0.744544250794923","0.706841795873611","0.782246705716234"
"No","2006","(0) in school","Male","4","","",""
"No","2006","(0) in school","Female","1","","",""
"No","2006","(1a) inadequately completed","Male","7","","",""
"No","2006","(1a) inadequately completed","Female","3","","",""
"No","2006","(1b) general elementary school","Male","45","0.392485664727388","0.30583770512534","0.479133624329437"
"No","2006","(1b) general elementary school","Female","47","0.42303408100758","0.328084253509208","0.517983908505953"
"No","2006","(1c) basic vocational qualification","Male","307","0.295041563202688","0.267521766733769","0.322561359671606"
"No","2006","(1c) basic vocational qualification","Female","182","0.365330968474883","0.324102296545921","0.406559640403845"
"No","2006","(2b) intermediate general qualification","Male","19","","",""
"No","2006","(2b) intermediate general qualification","Female","36","0.366619072420374","0.26868210892208","0.464556035918669"
"No","2006","(2a) intermediate vocational","Male","310","0.283264686008364","0.257211328688864","0.309318043327865"
"No","2006","(2a) intermediate vocational","Female","345","0.274990353928835","0.249883599516947","0.300097108340723"
"No","2006","(2c_gen) general maturity certificate","Male","23","","",""
"No","2006","(2c_gen) general maturity certificate","Female","32","0.379836679811323","0.281195534683747","0.478477824938899"
"No","2006","(2c_voc) vocational maturity certificate","Male","89","0.256036901268391","0.21107747253829","0.300996329998492"
"No","2006","(2c_voc) vocational maturity certificate","Female","113","0.286075663707482","0.242647849012828","0.329503478402137"
"No","2006","(3a) lower tertiary education","Male","69","0.160201048627428","0.125038504402482","0.195363592852374"
"No","2006","(3a) lower tertiary education","Female","95","0.206414192548226","0.166601682316994","0.246226702779458"
"No","2006","(3b) higher tertiary education","Male","116","0.188631921537764","0.15981497138767","0.217448871687857"
"No","2006","(3b) higher tertiary education","Female","138","0.255455749205077","0.217753294283766","0.293158204126389"
"Yes","2007","(0) in school","Male","2","","",""
"Yes","2007","(0) in school","Female","","","",""
"Yes","2007","(1a) inadequately completed","Male","7","","",""
"Yes","2007","(1a) inadequately completed","Female","5","","",""
"Yes","2007","(1b) general elementary school","Male","72","0.709273572038727","0.620272090469365","0.798275053608089"
"Yes","2007","(1b) general elementary school","Female","40","0.519994287928225","0.408404303318083","0.631584272538366"
"Yes","2007","(1c) basic vocational qualification","Male","703","0.724711210896307","0.696617104123179","0.752805317669434"
"Yes","2007","(1c) basic vocational qualification","Female","318","0.6855531911037","0.643488341673298","0.727618040534103"
"Yes","2007","(2b) intermediate general qualification","Male","51","0.742779320227334","0.64318947120653","0.842369169248137"
"Yes","2007","(2b) intermediate general qualification","Female","40","0.529479505478576","0.409061903886899","0.649897107070253"
"Yes","2007","(2a) intermediate vocational","Male","847","0.75413984693729","0.728955642801627","0.779324051072953"
"Yes","2007","(2a) intermediate vocational","Female","803","0.739222320298336","0.713381573408142","0.76506306718853"
"Yes","2007","(2c_gen) general maturity certificate","Male","64","0.818193393879514","0.734715020309933","0.901671767449094"
"Yes","2007","(2c_gen) general maturity certificate","Female","54","0.754889810010338","0.661213872893477","0.848565747127198"
"Yes","2007","(2c_voc) vocational maturity certificate","Male","271","0.775786933919039","0.732030989021495","0.819542878816583"
