"plb0196_h","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1993","Full Time","(3b) higher tertiary education","170","1","1","1"
"No","1993","Part Time","(0) in school","2","","",""
"No","1993","Part Time","(1a) inadequately completed","60","1","1","1"
"No","1993","Part Time","(1b) general elementary school","265","1","1","1"
"No","1993","Part Time","(1c) basic vocational qualification","368","1","1","1"
"No","1993","Part Time","(2b) intermediate general qualification","73","1","1","1"
"No","1993","Part Time","(2a) intermediate vocational","229","1","1","1"
"No","1993","Part Time","(2c_gen) general maturity certificate","69","1","1","1"
"No","1993","Part Time","(2c_voc) vocational maturity certificate","51","1","1","1"
"No","1993","Part Time","(3a) lower tertiary education","58","1","1","1"
"No","1993","Part Time","(3b) higher tertiary education","92","1","1","1"
"No","1993","Not Working","(0) in school","1","","",""
"No","1993","Not Working","(1a) inadequately completed","9","","",""
"No","1993","Not Working","(1b) general elementary school","18","","",""
"No","1993","Not Working","(1c) basic vocational qualification","34","1","1","1"
"No","1993","Not Working","(2b) intermediate general qualification","14","","",""
"No","1993","Not Working","(2a) intermediate vocational","38","1","1","1"
"No","1993","Not Working","(2c_gen) general maturity certificate","5","","",""
"No","1993","Not Working","(2c_voc) vocational maturity certificate","7","","",""
"No","1993","Not Working","(3a) lower tertiary education","8","","",""
"No","1993","Not Working","(3b) higher tertiary education","7","","",""
"Yes","1994","Full Time","(0) in school","","","",""
"Yes","1994","Full Time","(1a) inadequately completed","","","",""
"Yes","1994","Full Time","(1b) general elementary school","","","",""
"Yes","1994","Full Time","(1c) basic vocational qualification","","","",""
"Yes","1994","Full Time","(2b) intermediate general qualification","","","",""
"Yes","1994","Full Time","(2a) intermediate vocational","","","",""
"Yes","1994","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","1994","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1994","Full Time","(3a) lower tertiary education","","","",""
"Yes","1994","Full Time","(3b) higher tertiary education","","","",""
"Yes","1994","Part Time","(0) in school","","","",""
"Yes","1994","Part Time","(1a) inadequately completed","","","",""
"Yes","1994","Part Time","(1b) general elementary school","","","",""
"Yes","1994","Part Time","(1c) basic vocational qualification","","","",""
"Yes","1994","Part Time","(2b) intermediate general qualification","","","",""
"Yes","1994","Part Time","(2a) intermediate vocational","","","",""
"Yes","1994","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","1994","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1994","Part Time","(3a) lower tertiary education","","","",""
"Yes","1994","Part Time","(3b) higher tertiary education","","","",""
"Yes","1994","Not Working","(0) in school","","","",""
"Yes","1994","Not Working","(1a) inadequately completed","","","",""
"Yes","1994","Not Working","(1b) general elementary school","","","",""
"Yes","1994","Not Working","(1c) basic vocational qualification","","","",""
"Yes","1994","Not Working","(2b) intermediate general qualification","","","",""
"Yes","1994","Not Working","(2a) intermediate vocational","","","",""
"Yes","1994","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","1994","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","1994","Not Working","(3a) lower tertiary education","","","",""
"Yes","1994","Not Working","(3b) higher tertiary education","","","",""
"No","1994","Full Time","(0) in school","1","","",""
"No","1994","Full Time","(1a) inadequately completed","177","1","1","1"
"No","1994","Full Time","(1b) general elementary school","422","1","1","1"
"No","1994","Full Time","(1c) basic vocational qualification","1065","1","1","1"
"No","1994","Full Time","(2b) intermediate general qualification","110","1","1","1"
"No","1994","Full Time","(2a) intermediate vocational","748","1","1","1"
"No","1994","Full Time","(2c_gen) general maturity certificate","73","1","1","1"
"No","1994","Full Time","(2c_voc) vocational maturity certificate","127","1","1","1"
"No","1994","Full Time","(3a) lower tertiary education","218","1","1","1"
"No","1994","Full Time","(3b) higher tertiary education","193","1","1","1"
"No","1994","Part Time","(0) in school","","","",""
"No","1994","Part Time","(1a) inadequately completed","74","1","1","1"
"No","1994","Part Time","(1b) general elementary school","222","1","1","1"
"No","1994","Part Time","(1c) basic vocational qualification","324","1","1","1"
"No","1994","Part Time","(2b) intermediate general qualification","70","1","1","1"
"No","1994","Part Time","(2a) intermediate vocational","239","1","1","1"
"No","1994","Part Time","(2c_gen) general maturity certificate","62","1","1","1"
"No","1994","Part Time","(2c_voc) vocational maturity certificate","55","1","1","1"
"No","1994","Part Time","(3a) lower tertiary education","63","1","1","1"
"No","1994","Part Time","(3b) higher tertiary education","97","1","1","1"
"No","1994","Not Working","(0) in school","1","","",""
"No","1994","Not Working","(1a) inadequately completed","6","","",""
"No","1994","Not Working","(1b) general elementary school","18","","",""
"No","1994","Not Working","(1c) basic vocational qualification","34","1","1","1"
"No","1994","Not Working","(2b) intermediate general qualification","7","","",""
"No","1994","Not Working","(2a) intermediate vocational","19","","",""
"No","1994","Not Working","(2c_gen) general maturity certificate","12","","",""
"No","1994","Not Working","(2c_voc) vocational maturity certificate","6","","",""
"No","1994","Not Working","(3a) lower tertiary education","10","","",""
"No","1994","Not Working","(3b) higher tertiary education","11","","",""
"Yes","1995","Full Time","(0) in school","","","",""
"Yes","1995","Full Time","(1a) inadequately completed","","","",""
"Yes","1995","Full Time","(1b) general elementary school","","","",""
"Yes","1995","Full Time","(1c) basic vocational qualification","","","",""
"Yes","1995","Full Time","(2b) intermediate general qualification","","","",""
"Yes","1995","Full Time","(2a) intermediate vocational","","","",""
"Yes","1995","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","1995","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1995","Full Time","(3a) lower tertiary education","","","",""
"Yes","1995","Full Time","(3b) higher tertiary education","","","",""
"Yes","1995","Part Time","(0) in school","","","",""
"Yes","1995","Part Time","(1a) inadequately completed","","","",""
"Yes","1995","Part Time","(1b) general elementary school","","","",""
"Yes","1995","Part Time","(1c) basic vocational qualification","","","",""
"Yes","1995","Part Time","(2b) intermediate general qualification","","","",""
"Yes","1995","Part Time","(2a) intermediate vocational","","","",""
"Yes","1995","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","1995","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1995","Part Time","(3a) lower tertiary education","","","",""
"Yes","1995","Part Time","(3b) higher tertiary education","","","",""
"Yes","1995","Not Working","(0) in school","","","",""
"Yes","1995","Not Working","(1a) inadequately completed","","","",""
"Yes","1995","Not Working","(1b) general elementary school","","","",""
"Yes","1995","Not Working","(1c) basic vocational qualification","","","",""
"Yes","1995","Not Working","(2b) intermediate general qualification","","","",""
"Yes","1995","Not Working","(2a) intermediate vocational","","","",""
"Yes","1995","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","1995","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","1995","Not Working","(3a) lower tertiary education","","","",""
"Yes","1995","Not Working","(3b) higher tertiary education","","","",""
"No","1995","Full Time","(0) in school","1","","",""
"No","1995","Full Time","(1a) inadequately completed","140","1","1","1"
"No","1995","Full Time","(1b) general elementary school","367","1","1","1"
"No","1995","Full Time","(1c) basic vocational qualification","966","1","1","1"
"No","1995","Full Time","(2b) intermediate general qualification","108","1","1","1"
"No","1995","Full Time","(2a) intermediate vocational","703","1","1","1"
"No","1995","Full Time","(2c_gen) general maturity certificate","75","1","1","1"
"No","1995","Full Time","(2c_voc) vocational maturity certificate","137","1","1","1"
"No","1995","Full Time","(3a) lower tertiary education","225","1","1","1"
"No","1995","Full Time","(3b) higher tertiary education","213","1","1","1"
"No","1995","Part Time","(0) in school","1","","",""
"No","1995","Part Time","(1a) inadequately completed","62","1","1","1"
"No","1995","Part Time","(1b) general elementary school","245","1","1","1"
"No","1995","Part Time","(1c) basic vocational qualification","393","1","1","1"
"No","1995","Part Time","(2b) intermediate general qualification","67","1","1","1"
"No","1995","Part Time","(2a) intermediate vocational","279","1","1","1"
"No","1995","Part Time","(2c_gen) general maturity certificate","80","1","1","1"
"No","1995","Part Time","(2c_voc) vocational maturity certificate","68","1","1","1"
"No","1995","Part Time","(3a) lower tertiary education","83","1","1","1"
"No","1995","Part Time","(3b) higher tertiary education","100","1","1","1"
"No","1995","Not Working","(0) in school","3","","",""
"No","1995","Not Working","(1a) inadequately completed","5","","",""
"No","1995","Not Working","(1b) general elementary school","16","","",""
"No","1995","Not Working","(1c) basic vocational qualification","43","1","1","1"
"No","1995","Not Working","(2b) intermediate general qualification","16","","",""
"No","1995","Not Working","(2a) intermediate vocational","37","1","1","1"
"No","1995","Not Working","(2c_gen) general maturity certificate","8","","",""
"No","1995","Not Working","(2c_voc) vocational maturity certificate","6","","",""
"No","1995","Not Working","(3a) lower tertiary education","5","","",""
"No","1995","Not Working","(3b) higher tertiary education","11","","",""
"Yes","1996","Full Time","(0) in school","","","",""
"Yes","1996","Full Time","(1a) inadequately completed","","","",""
"Yes","1996","Full Time","(1b) general elementary school","","","",""
"Yes","1996","Full Time","(1c) basic vocational qualification","","","",""
"Yes","1996","Full Time","(2b) intermediate general qualification","","","",""
"Yes","1996","Full Time","(2a) intermediate vocational","","","",""
"Yes","1996","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Full Time","(3a) lower tertiary education","","","",""
"Yes","1996","Full Time","(3b) higher tertiary education","","","",""
"Yes","1996","Part Time","(0) in school","","","",""
"Yes","1996","Part Time","(1a) inadequately completed","","","",""
"Yes","1996","Part Time","(1b) general elementary school","","","",""
"Yes","1996","Part Time","(1c) basic vocational qualification","","","",""
"Yes","1996","Part Time","(2b) intermediate general qualification","","","",""
"Yes","1996","Part Time","(2a) intermediate vocational","","","",""
"Yes","1996","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Part Time","(3a) lower tertiary education","","","",""
"Yes","1996","Part Time","(3b) higher tertiary education","","","",""
"Yes","1996","Not Working","(0) in school","","","",""
"Yes","1996","Not Working","(1a) inadequately completed","","","",""
"Yes","1996","Not Working","(1b) general elementary school","","","",""
"Yes","1996","Not Working","(1c) basic vocational qualification","","","",""
"Yes","1996","Not Working","(2b) intermediate general qualification","","","",""
"Yes","1996","Not Working","(2a) intermediate vocational","","","",""
"Yes","1996","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Not Working","(3a) lower tertiary education","","","",""
"Yes","1996","Not Working","(3b) higher tertiary education","","","",""
"No","1996","Full Time","(0) in school","","","",""
"No","1996","Full Time","(1a) inadequately completed","109","1","1","1"
"No","1996","Full Time","(1b) general elementary school","346","1","1","1"
"No","1996","Full Time","(1c) basic vocational qualification","896","1","1","1"
"No","1996","Full Time","(2b) intermediate general qualification","98","1","1","1"
"No","1996","Full Time","(2a) intermediate vocational","680","1","1","1"
"No","1996","Full Time","(2c_gen) general maturity certificate","60","1","1","1"
"No","1996","Full Time","(2c_voc) vocational maturity certificate","138","1","1","1"
"No","1996","Full Time","(3a) lower tertiary education","234","1","1","1"
"No","1996","Full Time","(3b) higher tertiary education","197","1","1","1"
"No","1996","Part Time","(0) in school","1","","",""
"No","1996","Part Time","(1a) inadequately completed","83","1","1","1"
"No","1996","Part Time","(1b) general elementary school","251","1","1","1"
"No","1996","Part Time","(1c) basic vocational qualification","420","1","1","1"
"No","1996","Part Time","(2b) intermediate general qualification","83","1","1","1"
"No","1996","Part Time","(2a) intermediate vocational","289","1","1","1"
"No","1996","Part Time","(2c_gen) general maturity certificate","74","1","1","1"
"No","1996","Part Time","(2c_voc) vocational maturity certificate","64","1","1","1"
"No","1996","Part Time","(3a) lower tertiary education","75","1","1","1"
"No","1996","Part Time","(3b) higher tertiary education","112","1","1","1"
"No","1996","Not Working","(0) in school","2","","",""
"No","1996","Not Working","(1a) inadequately completed","1","","",""
"No","1996","Not Working","(1b) general elementary school","17","","",""
"No","1996","Not Working","(1c) basic vocational qualification","34","1","1","1"
"No","1996","Not Working","(2b) intermediate general qualification","12","","",""
"No","1996","Not Working","(2a) intermediate vocational","25","","",""
"No","1996","Not Working","(2c_gen) general maturity certificate","7","","",""
"No","1996","Not Working","(2c_voc) vocational maturity certificate","8","","",""
"No","1996","Not Working","(3a) lower tertiary education","6","","",""
"No","1996","Not Working","(3b) higher tertiary education","4","","",""
"Yes","1997","Full Time","(0) in school","","","",""
"Yes","1997","Full Time","(1a) inadequately completed","","","",""
"Yes","1997","Full Time","(1b) general elementary school","","","",""
"Yes","1997","Full Time","(1c) basic vocational qualification","","","",""
"Yes","1997","Full Time","(2b) intermediate general qualification","","","",""
"Yes","1997","Full Time","(2a) intermediate vocational","","","",""
"Yes","1997","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","1997","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","Full Time","(3a) lower tertiary education","","","",""
"Yes","1997","Full Time","(3b) higher tertiary education","","","",""
"Yes","1997","Part Time","(0) in school","","","",""
"Yes","1997","Part Time","(1a) inadequately completed","","","",""
"Yes","1997","Part Time","(1b) general elementary school","","","",""
"Yes","1997","Part Time","(1c) basic vocational qualification","","","",""
"Yes","1997","Part Time","(2b) intermediate general qualification","","","",""
"Yes","1997","Part Time","(2a) intermediate vocational","","","",""
"Yes","1997","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","1997","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","Part Time","(3a) lower tertiary education","","","",""
"Yes","1997","Part Time","(3b) higher tertiary education","","","",""
"Yes","1997","Not Working","(0) in school","","","",""
"Yes","1997","Not Working","(1a) inadequately completed","","","",""
"Yes","1997","Not Working","(1b) general elementary school","","","",""
"Yes","1997","Not Working","(1c) basic vocational qualification","","","",""
"Yes","1997","Not Working","(2b) intermediate general qualification","","","",""
"Yes","1997","Not Working","(2a) intermediate vocational","","","",""
"Yes","1997","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","1997","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","Not Working","(3a) lower tertiary education","","","",""
"Yes","1997","Not Working","(3b) higher tertiary education","","","",""
"No","1997","Full Time","(0) in school","","","",""
"No","1997","Full Time","(1a) inadequately completed","30","1","1","1"
"No","1997","Full Time","(1b) general elementary school","119","1","1","1"
"No","1997","Full Time","(1c) basic vocational qualification","337","1","1","1"
"No","1997","Full Time","(2b) intermediate general qualification","40","1","1","1"
"No","1997","Full Time","(2a) intermediate vocational","284","1","1","1"
"No","1997","Full Time","(2c_gen) general maturity certificate","19","","",""
"No","1997","Full Time","(2c_voc) vocational maturity certificate","56","1","1","1"
"No","1997","Full Time","(3a) lower tertiary education","79","1","1","1"
"No","1997","Full Time","(3b) higher tertiary education","58","1","1","1"
"No","1997","Part Time","(0) in school","1","","",""
"No","1997","Part Time","(1a) inadequately completed","14","","",""
"No","1997","Part Time","(1b) general elementary school","28","","",""
"No","1997","Part Time","(1c) basic vocational qualification","100","1","1","1"
"No","1997","Part Time","(2b) intermediate general qualification","12","","",""
"No","1997","Part Time","(2a) intermediate vocational","97","1","1","1"
"No","1997","Part Time","(2c_gen) general maturity certificate","12","","",""
"No","1997","Part Time","(2c_voc) vocational maturity certificate","21","","",""
"No","1997","Part Time","(3a) lower tertiary education","25","","",""
"No","1997","Part Time","(3b) higher tertiary education","31","1","1","1"
"No","1997","Not Working","(0) in school","","","",""
"No","1997","Not Working","(1a) inadequately completed","1","","",""
"No","1997","Not Working","(1b) general elementary school","2","","",""
"No","1997","Not Working","(1c) basic vocational qualification","4","","",""
"No","1997","Not Working","(2b) intermediate general qualification","4","","",""
"No","1997","Not Working","(2a) intermediate vocational","4","","",""
"No","1997","Not Working","(2c_gen) general maturity certificate","1","","",""
"No","1997","Not Working","(2c_voc) vocational maturity certificate","2","","",""
"No","1997","Not Working","(3a) lower tertiary education","1","","",""
"No","1997","Not Working","(3b) higher tertiary education","","","",""
"Yes","1998","Full Time","(0) in school","","","",""
"Yes","1998","Full Time","(1a) inadequately completed","","","",""
"Yes","1998","Full Time","(1b) general elementary school","","","",""
"Yes","1998","Full Time","(1c) basic vocational qualification","","","",""
"Yes","1998","Full Time","(2b) intermediate general qualification","","","",""
"Yes","1998","Full Time","(2a) intermediate vocational","","","",""
"Yes","1998","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","1998","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1998","Full Time","(3a) lower tertiary education","","","",""
"Yes","1998","Full Time","(3b) higher tertiary education","","","",""
"Yes","1998","Part Time","(0) in school","","","",""
"Yes","1998","Part Time","(1a) inadequately completed","","","",""
"Yes","1998","Part Time","(1b) general elementary school","","","",""
"Yes","1998","Part Time","(1c) basic vocational qualification","","","",""
"Yes","1998","Part Time","(2b) intermediate general qualification","","","",""
"Yes","1998","Part Time","(2a) intermediate vocational","","","",""
"Yes","1998","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","1998","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1998","Part Time","(3a) lower tertiary education","","","",""
"Yes","1998","Part Time","(3b) higher tertiary education","","","",""
"Yes","1998","Not Working","(0) in school","","","",""
"Yes","1998","Not Working","(1a) inadequately completed","","","",""
"Yes","1998","Not Working","(1b) general elementary school","","","",""
"Yes","1998","Not Working","(1c) basic vocational qualification","","","",""
"Yes","1998","Not Working","(2b) intermediate general qualification","","","",""
"Yes","1998","Not Working","(2a) intermediate vocational","","","",""
"Yes","1998","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","1998","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","1998","Not Working","(3a) lower tertiary education","","","",""
"Yes","1998","Not Working","(3b) higher tertiary education","","","",""
"No","1998","Full Time","(0) in school","","","",""
"No","1998","Full Time","(1a) inadequately completed","31","1","1","1"
"No","1998","Full Time","(1b) general elementary school","109","1","1","1"
"No","1998","Full Time","(1c) basic vocational qualification","300","1","1","1"
"No","1998","Full Time","(2b) intermediate general qualification","44","1","1","1"
"No","1998","Full Time","(2a) intermediate vocational","324","1","1","1"
"No","1998","Full Time","(2c_gen) general maturity certificate","19","","",""
"No","1998","Full Time","(2c_voc) vocational maturity certificate","39","1","1","1"
"No","1998","Full Time","(3a) lower tertiary education","68","1","1","1"
"No","1998","Full Time","(3b) higher tertiary education","76","1","1","1"
"No","1998","Part Time","(0) in school","","","",""
"No","1998","Part Time","(1a) inadequately completed","6","","",""
"No","1998","Part Time","(1b) general elementary school","53","1","1","1"
"No","1998","Part Time","(1c) basic vocational qualification","127","1","1","1"
"No","1998","Part Time","(2b) intermediate general qualification","14","","",""
"No","1998","Part Time","(2a) intermediate vocational","99","1","1","1"
"No","1998","Part Time","(2c_gen) general maturity certificate","21","","",""
"No","1998","Part Time","(2c_voc) vocational maturity certificate","25","","",""
"No","1998","Part Time","(3a) lower tertiary education","33","1","1","1"
"No","1998","Part Time","(3b) higher tertiary education","32","1","1","1"
"No","1998","Not Working","(0) in school","","","",""
"No","1998","Not Working","(1a) inadequately completed","1","","",""
"No","1998","Not Working","(1b) general elementary school","4","","",""
"No","1998","Not Working","(1c) basic vocational qualification","7","","",""
"No","1998","Not Working","(2b) intermediate general qualification","1","","",""
"No","1998","Not Working","(2a) intermediate vocational","2","","",""
"No","1998","Not Working","(2c_gen) general maturity certificate","","","",""
"No","1998","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"No","1998","Not Working","(3a) lower tertiary education","4","","",""
"No","1998","Not Working","(3b) higher tertiary education","2","","",""
"Yes","1999","Full Time","(0) in school","","","",""
"Yes","1999","Full Time","(1a) inadequately completed","","","",""
"Yes","1999","Full Time","(1b) general elementary school","","","",""
"Yes","1999","Full Time","(1c) basic vocational qualification","","","",""
"Yes","1999","Full Time","(2b) intermediate general qualification","","","",""
"Yes","1999","Full Time","(2a) intermediate vocational","","","",""
"Yes","1999","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Full Time","(3a) lower tertiary education","","","",""
"Yes","1999","Full Time","(3b) higher tertiary education","","","",""
"Yes","1999","Part Time","(0) in school","","","",""
"Yes","1999","Part Time","(1a) inadequately completed","","","",""
"Yes","1999","Part Time","(1b) general elementary school","","","",""
"Yes","1999","Part Time","(1c) basic vocational qualification","","","",""
"Yes","1999","Part Time","(2b) intermediate general qualification","","","",""
"Yes","1999","Part Time","(2a) intermediate vocational","","","",""
"Yes","1999","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Part Time","(3a) lower tertiary education","","","",""
"Yes","1999","Part Time","(3b) higher tertiary education","","","",""
"Yes","1999","Not Working","(0) in school","","","",""
"Yes","1999","Not Working","(1a) inadequately completed","","","",""
"Yes","1999","Not Working","(1b) general elementary school","","","",""
"Yes","1999","Not Working","(1c) basic vocational qualification","","","",""
"Yes","1999","Not Working","(2b) intermediate general qualification","","","",""
"Yes","1999","Not Working","(2a) intermediate vocational","","","",""
"Yes","1999","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Not Working","(3a) lower tertiary education","","","",""
"Yes","1999","Not Working","(3b) higher tertiary education","","","",""
"No","1999","Full Time","(0) in school","","","",""
"No","1999","Full Time","(1a) inadequately completed","24","","",""
"No","1999","Full Time","(1b) general elementary school","85","1","1","1"
"No","1999","Full Time","(1c) basic vocational qualification","309","1","1","1"
"No","1999","Full Time","(2b) intermediate general qualification","38","1","1","1"
"No","1999","Full Time","(2a) intermediate vocational","316","1","1","1"
"No","1999","Full Time","(2c_gen) general maturity certificate","12","","",""
"No","1999","Full Time","(2c_voc) vocational maturity certificate","47","1","1","1"
"No","1999","Full Time","(3a) lower tertiary education","78","1","1","1"
"No","1999","Full Time","(3b) higher tertiary education","68","1","1","1"
"No","1999","Part Time","(0) in school","1","","",""
"No","1999","Part Time","(1a) inadequately completed","10","","",""
"No","1999","Part Time","(1b) general elementary school","29","","",""
"No","1999","Part Time","(1c) basic vocational qualification","110","1","1","1"
"No","1999","Part Time","(2b) intermediate general qualification","27","","",""
"No","1999","Part Time","(2a) intermediate vocational","112","1","1","1"
"No","1999","Part Time","(2c_gen) general maturity certificate","16","","",""
"No","1999","Part Time","(2c_voc) vocational maturity certificate","17","","",""
"No","1999","Part Time","(3a) lower tertiary education","26","","",""
"No","1999","Part Time","(3b) higher tertiary education","33","1","1","1"
"No","1999","Not Working","(0) in school","","","",""
"No","1999","Not Working","(1a) inadequately completed","","","",""
"No","1999","Not Working","(1b) general elementary school","2","","",""
"No","1999","Not Working","(1c) basic vocational qualification","3","","",""
"No","1999","Not Working","(2b) intermediate general qualification","","","",""
"No","1999","Not Working","(2a) intermediate vocational","6","","",""
"No","1999","Not Working","(2c_gen) general maturity certificate","3","","",""
"No","1999","Not Working","(2c_voc) vocational maturity certificate","","","",""
"No","1999","Not Working","(3a) lower tertiary education","1","","",""
"No","1999","Not Working","(3b) higher tertiary education","1","","",""
"Yes","2000","Full Time","(0) in school","","","",""
"Yes","2000","Full Time","(1a) inadequately completed","","","",""
"Yes","2000","Full Time","(1b) general elementary school","","","",""
"Yes","2000","Full Time","(1c) basic vocational qualification","","","",""
"Yes","2000","Full Time","(2b) intermediate general qualification","","","",""
"Yes","2000","Full Time","(2a) intermediate vocational","","","",""
"Yes","2000","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Full Time","(3a) lower tertiary education","","","",""
"Yes","2000","Full Time","(3b) higher tertiary education","","","",""
"Yes","2000","Part Time","(0) in school","","","",""
"Yes","2000","Part Time","(1a) inadequately completed","","","",""
"Yes","2000","Part Time","(1b) general elementary school","","","",""
"Yes","2000","Part Time","(1c) basic vocational qualification","","","",""
"Yes","2000","Part Time","(2b) intermediate general qualification","","","",""
"Yes","2000","Part Time","(2a) intermediate vocational","","","",""
"Yes","2000","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Part Time","(3a) lower tertiary education","","","",""
"Yes","2000","Part Time","(3b) higher tertiary education","","","",""
"Yes","2000","Not Working","(0) in school","","","",""
"Yes","2000","Not Working","(1a) inadequately completed","","","",""
"Yes","2000","Not Working","(1b) general elementary school","","","",""
"Yes","2000","Not Working","(1c) basic vocational qualification","","","",""
"Yes","2000","Not Working","(2b) intermediate general qualification","","","",""
"Yes","2000","Not Working","(2a) intermediate vocational","","","",""
"Yes","2000","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Not Working","(3a) lower tertiary education","","","",""
"Yes","2000","Not Working","(3b) higher tertiary education","","","",""
"No","2000","Full Time","(0) in school","","","",""
"No","2000","Full Time","(1a) inadequately completed","15","","",""
"No","2000","Full Time","(1b) general elementary school","126","1","1","1"
"No","2000","Full Time","(1c) basic vocational qualification","551","1","1","1"
"No","2000","Full Time","(2b) intermediate general qualification","51","1","1","1"
"No","2000","Full Time","(2a) intermediate vocational","596","1","1","1"
"No","2000","Full Time","(2c_gen) general maturity certificate","20","","",""
"No","2000","Full Time","(2c_voc) vocational maturity certificate","146","1","1","1"
"No","2000","Full Time","(3a) lower tertiary education","147","1","1","1"
"No","2000","Full Time","(3b) higher tertiary education","187","1","1","1"
"No","2000","Part Time","(0) in school","3","","",""
"No","2000","Part Time","(1a) inadequately completed","11","","",""
"No","2000","Part Time","(1b) general elementary school","46","1","1","1"
"No","2000","Part Time","(1c) basic vocational qualification","186","1","1","1"
"No","2000","Part Time","(2b) intermediate general qualification","27","","",""
"No","2000","Part Time","(2a) intermediate vocational","195","1","1","1"
"No","2000","Part Time","(2c_gen) general maturity certificate","29","","",""
"No","2000","Part Time","(2c_voc) vocational maturity certificate","51","1","1","1"
"No","2000","Part Time","(3a) lower tertiary education","47","1","1","1"
"No","2000","Part Time","(3b) higher tertiary education","47","1","1","1"
"No","2000","Not Working","(0) in school","","","",""
"No","2000","Not Working","(1a) inadequately completed","","","",""
"No","2000","Not Working","(1b) general elementary school","3","","",""
"No","2000","Not Working","(1c) basic vocational qualification","12","","",""
"No","2000","Not Working","(2b) intermediate general qualification","1","","",""
"No","2000","Not Working","(2a) intermediate vocational","17","","",""
"No","2000","Not Working","(2c_gen) general maturity certificate","1","","",""
"No","2000","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"No","2000","Not Working","(3a) lower tertiary education","1","","",""
"No","2000","Not Working","(3b) higher tertiary education","2","","",""
"Yes","2001","Full Time","(0) in school","","","",""
"Yes","2001","Full Time","(1a) inadequately completed","","","",""
"Yes","2001","Full Time","(1b) general elementary school","","","",""
"Yes","2001","Full Time","(1c) basic vocational qualification","","","",""
"Yes","2001","Full Time","(2b) intermediate general qualification","","","",""
"Yes","2001","Full Time","(2a) intermediate vocational","","","",""
"Yes","2001","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","2001","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2001","Full Time","(3a) lower tertiary education","","","",""
"Yes","2001","Full Time","(3b) higher tertiary education","","","",""
"Yes","2001","Part Time","(0) in school","","","",""
"Yes","2001","Part Time","(1a) inadequately completed","","","",""
"Yes","2001","Part Time","(1b) general elementary school","","","",""
"Yes","2001","Part Time","(1c) basic vocational qualification","","","",""
"Yes","2001","Part Time","(2b) intermediate general qualification","","","",""
"Yes","2001","Part Time","(2a) intermediate vocational","","","",""
"Yes","2001","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","2001","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2001","Part Time","(3a) lower tertiary education","","","",""
