"plj0046","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Some worries","2015","no degree/no degree yet","vocational + Abi","","","",""
"Some worries","2015","no degree/no degree yet","higher vocational","","","",""
"Some worries","2015","no degree/no degree yet","higher education","","","",""
"No worries","2015","lower secondary degree","in school","","","",""
"No worries","2015","lower secondary degree","inadequately","","","",""
"No worries","2015","lower secondary degree","general elemantary","241","0.15063422935924","0.13211451822896","0.169153940489521"
"No worries","2015","lower secondary degree","middle vocational","604","0.134539669470309","0.124420251425479","0.14465908751514"
"No worries","2015","lower secondary degree","vocational + Abi","","","",""
"No worries","2015","lower secondary degree","higher vocational","72","0.19059332003576","0.149327004099124","0.231859635972396"
"No worries","2015","lower secondary degree","higher education","41","0.354462361357666","0.274362151254242","0.43456257146109"
"No worries","2015","secondary school degree","in school","","","",""
"No worries","2015","secondary school degree","inadequately","","","",""
"No worries","2015","secondary school degree","general elemantary","183","0.24892233872555","0.217599082035412","0.280245595415688"
"No worries","2015","secondary school degree","middle vocational","898","0.177876033677255","0.16734360285418","0.18840846450033"
"No worries","2015","secondary school degree","vocational + Abi","","","",""
"No worries","2015","secondary school degree","higher vocational","148","0.225213154626492","0.193677188608344","0.25674912064464"
"No worries","2015","secondary school degree","higher education","156","0.276497567794492","0.241177348580574","0.31181778700841"
"No worries","2015","college entrance qualification","in school","","","",""
"No worries","2015","college entrance qualification","inadequately","","","",""
"No worries","2015","college entrance qualification","general elemantary","","","",""
"No worries","2015","college entrance qualification","middle vocational","429","0.413642744824195","0.383345096020045","0.443940393628344"
"No worries","2015","college entrance qualification","vocational + Abi","446","0.319682753429468","0.295383931685306","0.34398157517363"
"No worries","2015","college entrance qualification","higher vocational","124","0.320156482062756","0.275485375601057","0.364827588524455"
"No worries","2015","college entrance qualification","higher education","1857","0.467631427040854","0.452604179733012","0.482658674348696"
"No worries","2015","Other degree","in school","","","",""
"No worries","2015","Other degree","inadequately","","","",""
"No worries","2015","Other degree","general elemantary","134","0.274578584553004","0.23469409208597","0.314463077020038"
"No worries","2015","Other degree","middle vocational","200","0.231307325951135","0.20362004523153","0.25899460667074"
"No worries","2015","Other degree","vocational + Abi","115","0.262680792644352","0.224560603806821","0.300800981481883"
"No worries","2015","Other degree","higher vocational","","","",""
"No worries","2015","Other degree","higher education","243","0.334466558389208","0.300967554180225","0.367965562598192"
"No worries","2015","no degree/no degree yet","in school","164","0.4100660555913","0.358464358996104","0.461667752186495"
"No worries","2015","no degree/no degree yet","inadequately","85","0.277067931596552","0.22977341988388","0.324362443309223"
"No worries","2015","no degree/no degree yet","general elemantary","","","",""
"No worries","2015","no degree/no degree yet","middle vocational","","","",""
"No worries","2015","no degree/no degree yet","vocational + Abi","","","",""
"No worries","2015","no degree/no degree yet","higher vocational","","","",""
"No worries","2015","no degree/no degree yet","higher education","","","",""
"Big worries","2016","lower secondary degree","in school","","","",""
"Big worries","2016","lower secondary degree","inadequately","","","",""
"Big worries","2016","lower secondary degree","general elemantary","772","0.573032629751409","0.546666476946934","0.599398782555885"
"Big worries","2016","lower secondary degree","middle vocational","2447","0.603344523542391","0.588257603823464","0.618431443261318"
"Big worries","2016","lower secondary degree","vocational + Abi","","","",""
"Big worries","2016","lower secondary degree","higher vocational","170","0.543364847283402","0.488530977062352","0.598198717504451"
"Big worries","2016","lower secondary degree","higher education","59","0.428802557811592","0.342729339605538","0.514875776017646"
"Big worries","2016","secondary school degree","in school","","","",""
"Big worries","2016","secondary school degree","inadequately","","","",""
"Big worries","2016","secondary school degree","general elemantary","309","0.433518118422534","0.396488391410896","0.470547845434171"
"Big worries","2016","secondary school degree","middle vocational","2518","0.546995223703118","0.532767024523139","0.561223422883098"
"Big worries","2016","secondary school degree","vocational + Abi","","","",""
"Big worries","2016","secondary school degree","higher vocational","308","0.524745760457441","0.485341518412234","0.564150002502648"
"Big worries","2016","secondary school degree","higher education","257","0.462048004530804","0.421613048205087","0.502482960856522"
"Big worries","2016","college entrance qualification","in school","","","",""
"Big worries","2016","college entrance qualification","inadequately","","","",""
"Big worries","2016","college entrance qualification","general elemantary","","","",""
"Big worries","2016","college entrance qualification","middle vocational","226","0.246630846063368","0.219249346400124","0.274012345726612"
"Big worries","2016","college entrance qualification","vocational + Abi","500","0.358513244908664","0.333165274509694","0.383861215307635"
"Big worries","2016","college entrance qualification","higher vocational","151","0.388355201078372","0.340352607322456","0.436357794834288"
"Big worries","2016","college entrance qualification","higher education","1072","0.26310248731276","0.249553351083611","0.276651623541909"
"Big worries","2016","Other degree","in school","","","",""
"Big worries","2016","Other degree","inadequately","","","",""
"Big worries","2016","Other degree","general elemantary","228","0.503936733366202","0.460712920513104","0.5471605462193"
"Big worries","2016","Other degree","middle vocational","434","0.424744205285751","0.393937576348476","0.455550834223026"
"Big worries","2016","Other degree","vocational + Abi","272","0.415636836137686","0.376875323031829","0.454398349243544"
"Big worries","2016","Other degree","higher vocational","","","",""
"Big worries","2016","Other degree","higher education","361","0.347698819658468","0.318357237705654","0.377040401611282"
"Big worries","2016","no degree/no degree yet","in school","72","0.172871673772224","0.132011660103772","0.213731687440675"
"Big worries","2016","no degree/no degree yet","inadequately","179","0.485680773804887","0.433394659456297","0.537966888153476"
"Big worries","2016","no degree/no degree yet","general elemantary","","","",""
"Big worries","2016","no degree/no degree yet","middle vocational","64","0.5342398060075","0.444990104050343","0.623489507964656"
"Big worries","2016","no degree/no degree yet","vocational + Abi","","","",""
"Big worries","2016","no degree/no degree yet","higher vocational","","","",""
"Big worries","2016","no degree/no degree yet","higher education","","","",""
"Some worries","2016","lower secondary degree","in school","","","",""
"Some worries","2016","lower secondary degree","inadequately","","","",""
"Some worries","2016","lower secondary degree","general elemantary","435","0.333458876355761","0.308328768006964","0.358588984704559"
"Some worries","2016","lower secondary degree","middle vocational","1243","0.317948687902426","0.303587240653614","0.332310135151238"
"Some worries","2016","lower secondary degree","vocational + Abi","","","",""
"Some worries","2016","lower secondary degree","higher vocational","116","0.357366274313396","0.304612079470368","0.410120469156424"
"Some worries","2016","lower secondary degree","higher education","49","0.40042286120329","0.315205477720632","0.485640244685948"
"Some worries","2016","secondary school degree","in school","","","",""
"Some worries","2016","secondary school degree","inadequately","","","",""
"Some worries","2016","secondary school degree","general elemantary","261","0.381010022106298","0.344721951293692","0.417298092918904"
"Some worries","2016","secondary school degree","middle vocational","1672","0.345741143592221","0.332146835263649","0.359335451920792"
"Some worries","2016","secondary school degree","vocational + Abi","","","",""
"Some worries","2016","secondary school degree","higher vocational","232","0.372883316089216","0.334727024185692","0.411039607992741"
"Some worries","2016","secondary school degree","higher education","252","0.429902864390047","0.389751411372865","0.470054317407229"
"Some worries","2016","college entrance qualification","in school","","","",""
"Some worries","2016","college entrance qualification","inadequately","","","",""
"Some worries","2016","college entrance qualification","general elemantary","","","",""
"Some worries","2016","college entrance qualification","middle vocational","421","0.425117170838401","0.393713992263762","0.45652034941304"
"Some worries","2016","college entrance qualification","vocational + Abi","601","0.460978201257251","0.43463065953522","0.487325742979282"
"Some worries","2016","college entrance qualification","higher vocational","170","0.441763217406287","0.392852447542882","0.490673987269692"
"Some worries","2016","college entrance qualification","higher education","1943","0.48767434397866","0.472293378628366","0.503055309328954"
"Some worries","2016","Other degree","in school","","","",""
"Some worries","2016","Other degree","inadequately","","","",""
"Some worries","2016","Other degree","general elemantary","195","0.344826347981958","0.303735513155229","0.385917182808687"
"Some worries","2016","Other degree","middle vocational","414","0.436311351443415","0.405403569054704","0.467219133832126"
"Some worries","2016","Other degree","vocational + Abi","255","0.375565658535249","0.337477619143937","0.413653697926562"
"Some worries","2016","Other degree","higher vocational","","","",""
"Some worries","2016","Other degree","higher education","465","0.452573432569065","0.421906855905186","0.483240009232944"
"Some worries","2016","no degree/no degree yet","in school","154","0.491059569262721","0.437040050884045","0.545079087641398"
"Some worries","2016","no degree/no degree yet","inadequately","118","0.370676918574748","0.320149264497162","0.421204572652335"
"Some worries","2016","no degree/no degree yet","general elemantary","","","",""
"Some worries","2016","no degree/no degree yet","middle vocational","39","0.26084314600287","0.182280611285884","0.339405680719855"
"Some worries","2016","no degree/no degree yet","vocational + Abi","","","",""
"Some worries","2016","no degree/no degree yet","higher vocational","","","",""
"Some worries","2016","no degree/no degree yet","higher education","","","",""
"No worries","2016","lower secondary degree","in school","","","",""
"No worries","2016","lower secondary degree","inadequately","","","",""
"No worries","2016","lower secondary degree","general elemantary","145","0.0935084938928291","0.0779893719455798","0.109027615840078"
"No worries","2016","lower secondary degree","middle vocational","349","0.0787067885551824","0.0704022367972997","0.0870113403130652"
"No worries","2016","lower secondary degree","vocational + Abi","","","",""
"No worries","2016","lower secondary degree","higher vocational","31","0.0992688784032026","0.0663516999683198","0.132186056838085"
"No worries","2016","lower secondary degree","higher education","","","",""
"No worries","2016","secondary school degree","in school","","","",""
"No worries","2016","secondary school degree","inadequately","","","",""
"No worries","2016","secondary school degree","general elemantary","118","0.185471859471168","0.156428561439004","0.214515157503332"
"No worries","2016","secondary school degree","middle vocational","512","0.107263632704661","0.0984186977662687","0.116108567643054"
"No worries","2016","secondary school degree","vocational + Abi","","","",""
"No worries","2016","secondary school degree","higher vocational","77","0.102370923453342","0.0784519643915216","0.126289882515163"
"No worries","2016","secondary school degree","higher education","75","0.108049131079149","0.0828710415633992","0.133227220594898"
"No worries","2016","college entrance qualification","in school","","","",""
"No worries","2016","college entrance qualification","inadequately","","","",""
"No worries","2016","college entrance qualification","general elemantary","","","",""
"No worries","2016","college entrance qualification","middle vocational","305","0.328251983098231","0.298423134308514","0.358080831887948"
"No worries","2016","college entrance qualification","vocational + Abi","274","0.180508553834084","0.160179468085452","0.200837639582717"
"No worries","2016","college entrance qualification","higher vocational","75","0.169881581515341","0.132895044519299","0.206868118511383"
"No worries","2016","college entrance qualification","higher education","1042","0.24922316870858","0.235912642499736","0.262533694917424"
"No worries","2016","Other degree","in school","","","",""
"No worries","2016","Other degree","inadequately","","","",""
"No worries","2016","Other degree","general elemantary","91","0.15123691865184","0.120263532850971","0.182210304452709"
"No worries","2016","Other degree","middle vocational","141","0.138944443270834","0.117387552379467","0.1605013341622"
"No worries","2016","Other degree","vocational + Abi","94","0.208797505327064","0.17682999842311","0.240765012231019"
"No worries","2016","Other degree","higher vocational","","","",""
"No worries","2016","Other degree","higher education","186","0.199727747772467","0.175095960989867","0.224359534555066"
"No worries","2016","no degree/no degree yet","in school","103","0.336068756965055","0.285026982422414","0.387110531507696"
"No worries","2016","no degree/no degree yet","inadequately","54","0.143642307620365","0.106950988888335","0.180333626352395"
"No worries","2016","no degree/no degree yet","general elemantary","","","",""
"No worries","2016","no degree/no degree yet","middle vocational","","","",""
"No worries","2016","no degree/no degree yet","vocational + Abi","","","",""
"No worries","2016","no degree/no degree yet","higher vocational","","","",""
"No worries","2016","no degree/no degree yet","higher education","","","",""
"Big worries","2017","lower secondary degree","in school","","","",""
"Big worries","2017","lower secondary degree","inadequately","","","",""
"Big worries","2017","lower secondary degree","general elemantary","687","0.482533350451305","0.456414125802414","0.508652575100196"
"Big worries","2017","lower secondary degree","middle vocational","2205","0.525390862700459","0.510274518950229","0.540507206450689"
"Big worries","2017","lower secondary degree","vocational + Abi","","","",""
"Big worries","2017","lower secondary degree","higher vocational","151","0.489841170890385","0.435155200787544","0.544527140993226"
"Big worries","2017","lower secondary degree","higher education","46","0.332201589582255","0.249632665013156","0.414770514151353"
"Big worries","2017","secondary school degree","in school","","","",""
"Big worries","2017","secondary school degree","inadequately","","","",""
"Big worries","2017","secondary school degree","general elemantary","305","0.365213007015307","0.331972495515479","0.398453518515135"
"Big worries","2017","secondary school degree","middle vocational","2464","0.462591000033934","0.449297434587303","0.475884565480566"
"Big worries","2017","secondary school degree","vocational + Abi","","","",""
"Big worries","2017","secondary school degree","higher vocational","304","0.41515025240517","0.37915819694492","0.451142307865421"
"Big worries","2017","secondary school degree","higher education","224","0.336861541630031","0.300215633751517","0.373507449508545"
"Big worries","2017","college entrance qualification","in school","","","",""
"Big worries","2017","college entrance qualification","inadequately","","","",""
"Big worries","2017","college entrance qualification","general elemantary","","","",""
"Big worries","2017","college entrance qualification","middle vocational","227","0.217134250229986","0.193610048193462","0.24065845226651"
"Big worries","2017","college entrance qualification","vocational + Abi","466","0.270871484029149","0.249454218363741","0.292288749694557"
"Big worries","2017","college entrance qualification","higher vocational","135","0.297374459264773","0.254018584569564","0.340730333959983"
"Big worries","2017","college entrance qualification","higher education","903","0.192068256030114","0.180755628674069","0.203380883386158"
"Big worries","2017","Other degree","in school","","","",""
"Big worries","2017","Other degree","inadequately","","","",""
"Big worries","2017","Other degree","general elemantary","181","0.38542672222254","0.343351707292607","0.427501737152474"
"Big worries","2017","Other degree","middle vocational","394","0.366483189845364","0.336082003221436","0.396884376469292"
"Big worries","2017","Other degree","vocational + Abi","212","0.32680742649737","0.287319524113166","0.366295328881574"
"Big worries","2017","Other degree","higher vocational","","","",""
"Big worries","2017","Other degree","higher education","317","0.295394371363167","0.266946892679598","0.323841850046735"
"Big worries","2017","no degree/no degree yet","in school","63","0.107649767842002","0.0776491373504281","0.137650398333575"
"Big worries","2017","no degree/no degree yet","inadequately","169","0.436554045840382","0.387457583658734","0.485650508022031"
"Big worries","2017","no degree/no degree yet","general elemantary","","","",""
"Big worries","2017","no degree/no degree yet","middle vocational","54","0.317801227205135","0.234143153149645","0.401459301260625"
"Big worries","2017","no degree/no degree yet","vocational + Abi","","","",""
"Big worries","2017","no degree/no degree yet","higher vocational","","","",""
"Big worries","2017","no degree/no degree yet","higher education","","","",""
"Some worries","2017","lower secondary degree","in school","","","",""
"Some worries","2017","lower secondary degree","inadequately","","","",""
"Some worries","2017","lower secondary degree","general elemantary","542","0.403481050073388","0.377837442380728","0.429124657766049"
"Some worries","2017","lower secondary degree","middle vocational","1590","0.388523613653937","0.373768722538909","0.403278504768964"
"Some worries","2017","lower secondary degree","vocational + Abi","","","",""
"Some worries","2017","lower secondary degree","higher vocational","128","0.378312630598066","0.325259988479564","0.431365272716567"
"Some worries","2017","lower secondary degree","higher education","51","0.412582778749696","0.326280558235627","0.498884999263764"
"Some worries","2017","secondary school degree","in school","","","",""
"Some worries","2017","secondary school degree","inadequately","","","",""
"Some worries","2017","secondary school degree","general elemantary","330","0.41455917540972","0.380548493627578","0.448569857191863"
"Some worries","2017","secondary school degree","middle vocational","2190","0.395722768375585","0.382684976152693","0.408760560598478"
"Some worries","2017","secondary school degree","vocational + Abi","","","",""
"Some worries","2017","secondary school degree","higher vocational","309","0.446100033597104","0.409791087758304","0.482408979435904"
"Some worries","2017","secondary school degree","higher education","299","0.482573637732852","0.443829702102578","0.521317573363126"
"Some worries","2017","college entrance qualification","in school","","","",""
"Some worries","2017","college entrance qualification","inadequately","","","",""
"Some worries","2017","college entrance qualification","general elemantary","","","",""
"Some worries","2017","college entrance qualification","middle vocational","552","0.441750377206078","0.413416254456976","0.47008449995518"
"Some worries","2017","college entrance qualification","vocational + Abi","778","0.475756710974517","0.451688753260107","0.499824668688927"
"Some worries","2017","college entrance qualification","higher vocational","204","0.485928010816512","0.43852214412261","0.533333877510413"
"Some worries","2017","college entrance qualification","higher education","2241","0.475815829597775","0.46147382878123","0.49015783041432"
"Some worries","2017","Other degree","in school","","","",""
"Some worries","2017","Other degree","inadequately","","","",""
"Some worries","2017","Other degree","general elemantary","235","0.420288073185833","0.377615760350003","0.462960386021663"
"Some worries","2017","Other degree","middle vocational","408","0.449078745570429","0.417696035209816","0.480461455931042"
"Some worries","2017","Other degree","vocational + Abi","240","0.47250405630691","0.430473921736786","0.514534190877034"
"Some worries","2017","Other degree","higher vocational","","","",""
"Some worries","2017","Other degree","higher education","456","0.458876480898747","0.427804730222325","0.489948231575169"
"Some worries","2017","no degree/no degree yet","in school","175","0.522216712806436","0.473866652171717","0.570566773441154"
"Some worries","2017","no degree/no degree yet","inadequately","141","0.315985609790094","0.269962990802423","0.362008228777766"
"Some worries","2017","no degree/no degree yet","general elemantary","","","",""
"Some worries","2017","no degree/no degree yet","middle vocational","49","0.468071667006344","0.378420210668999","0.55772312334369"
"Some worries","2017","no degree/no degree yet","vocational + Abi","","","",""
"Some worries","2017","no degree/no degree yet","higher vocational","","","",""
"Some worries","2017","no degree/no degree yet","higher education","","","",""
"No worries","2017","lower secondary degree","in school","","","",""
"No worries","2017","lower secondary degree","inadequately","","","",""
"No worries","2017","lower secondary degree","general elemantary","177","0.113985599475307","0.0973744068347649","0.130596792115849"
"No worries","2017","lower secondary degree","middle vocational","397","0.0860855236456048","0.0775945929697066","0.0945764543215029"
"No worries","2017","lower secondary degree","vocational + Abi","","","",""
"No worries","2017","lower secondary degree","higher vocational","42","0.131846198511549","0.0948354629335295","0.168856934089569"
"No worries","2017","lower secondary degree","higher education","","","",""
"No worries","2017","secondary school degree","in school","","","",""
"No worries","2017","secondary school degree","inadequately","","","",""
"No worries","2017","secondary school degree","general elemantary","171","0.220227817574973","0.19161895927368","0.248836675876265"
"No worries","2017","secondary school degree","middle vocational","750","0.14168623159048","0.132388493993957","0.150983969187004"
"No worries","2017","secondary school degree","vocational + Abi","","","",""
"No worries","2017","secondary school degree","higher vocational","107","0.138749713997726","0.113499644333161","0.163999783662291"
"No worries","2017","secondary school degree","higher education","116","0.180564820637117","0.150740433042332","0.210389208231901"
"No worries","2017","college entrance qualification","in school","","","",""
"No worries","2017","college entrance qualification","inadequately","","","",""
"No worries","2017","college entrance qualification","general elemantary","","","",""
"No worries","2017","college entrance qualification","middle vocational","401","0.341115372563936","0.314065674566597","0.368165070561275"
"No worries","2017","college entrance qualification","vocational + Abi","410","0.253371804996334","0.232410820624511","0.274332789368157"
"No worries","2017","college entrance qualification","higher vocational","88","0.216697529918715","0.177620109978119","0.255774949859311"
"No worries","2017","college entrance qualification","higher education","1514","0.332115914372111","0.318590713000976","0.345641115743246"
"No worries","2017","Other degree","in school","","","",""
"No worries","2017","Other degree","inadequately","","","",""
"No worries","2017","Other degree","general elemantary","98","0.194285204591627","0.160081191390303","0.228489217792951"
"No worries","2017","Other degree","middle vocational","163","0.184438064584208","0.159967826976897","0.208908302191518"
"No worries","2017","Other degree","vocational + Abi","90","0.20068851719572","0.166970056833174","0.234406977558266"
"No worries","2017","Other degree","higher vocational","","","",""
"No worries","2017","Other degree","higher education","215","0.245729147738087","0.218884258364831","0.272574037111342"
"No worries","2017","no degree/no degree yet","in school","172","0.370133519351562","0.323396649825117","0.416870388878008"
"No worries","2017","no degree/no degree yet","inadequately","82","0.247460344369523","0.204741198659904","0.290179490079143"
"No worries","2017","no degree/no degree yet","general elemantary","","","",""
"No worries","2017","no degree/no degree yet","middle vocational","","","",""
"No worries","2017","no degree/no degree yet","vocational + Abi","","","",""
"No worries","2017","no degree/no degree yet","higher vocational","","","",""
"No worries","2017","no degree/no degree yet","higher education","","","",""
"Big worries","2018","lower secondary degree","in school","","","",""
"Big worries","2018","lower secondary degree","inadequately","","","",""
"Big worries","2018","lower secondary degree","general elemantary","577","0.408208398341785","0.382172549976285","0.434244246707285"
"Big worries","2018","lower secondary degree","middle vocational","1780","0.452608900365209","0.437021211949345","0.468196588781074"
"Big worries","2018","lower secondary degree","vocational + Abi","","","",""
"Big worries","2018","lower secondary degree","higher vocational","114","0.4398636565909","0.384339135755531","0.495388177426268"
"Big worries","2018","lower secondary degree","higher education","34","0.292990091105759","0.209442317345156","0.376537864866362"
"Big worries","2018","secondary school degree","in school","","","",""
"Big worries","2018","secondary school degree","inadequately","","","",""
"Big worries","2018","secondary school degree","general elemantary","246","0.307013604279435","0.274950490863707","0.339076717695163"
"Big worries","2018","secondary school degree","middle vocational","1990","0.399016021083274","0.38561828614837","0.412413756018177"
"Big worries","2018","secondary school degree","vocational + Abi","","","",""
"Big worries","2018","secondary school degree","higher vocational","249","0.382293401444956","0.345331562303554","0.419255240586358"
"Big worries","2018","secondary school degree","higher education","190","0.25940608978781","0.225207077491549","0.293605102084071"
"Big worries","2018","college entrance qualification","in school","","","",""
"Big worries","2018","college entrance qualification","inadequately","","","",""
"Big worries","2018","college entrance qualification","general elemantary","","","",""
"Big worries","2018","college entrance qualification","middle vocational","141","0.136688547587282","0.11691173998512","0.156465355189443"
"Big worries","2018","college entrance qualification","vocational + Abi","329","0.213863971811635","0.19382904625163","0.23389889737164"
"Big worries","2018","college entrance qualification","higher vocational","92","0.19610060665964","0.157761693073274","0.234439520246007"
"Big worries","2018","college entrance qualification","higher education","610","0.141173996073077","0.130978917764623","0.15136907438153"
"Big worries","2018","Other degree","in school","","","",""
"Big worries","2018","Other degree","inadequately","","","",""
"Big worries","2018","Other degree","general elemantary","149","0.31490453587976","0.274273187339305","0.355535884420216"
"Big worries","2018","Other degree","middle vocational","312","0.285316408542165","0.255928767437639","0.31470404964669"
"Big worries","2018","Other degree","vocational + Abi","167","0.313715495309913","0.272335102647041","0.355095887972784"
"Big worries","2018","Other degree","higher vocational","","","",""
"Big worries","2018","Other degree","higher education","218","0.21763973859352","0.191468824336071","0.24381065285097"
"Big worries","2018","no degree/no degree yet","in school","39","0.148017809468034","0.110491045610622","0.185544573325445"
"Big worries","2018","no degree/no degree yet","inadequately","155","0.367549860991122","0.321549298403829","0.413550423578414"
"Big worries","2018","no degree/no degree yet","general elemantary","","","",""
"Big worries","2018","no degree/no degree yet","middle vocational","49","0.398377979620784","0.306047362664077","0.490708596577491"
"Big worries","2018","no degree/no degree yet","vocational + Abi","","","",""
"Big worries","2018","no degree/no degree yet","higher vocational","","","",""
"Big worries","2018","no degree/no degree yet","higher education","","","",""
"Some worries","2018","lower secondary degree","in school","","","",""
"Some worries","2018","lower secondary degree","inadequately","","","",""
"Some worries","2018","lower secondary degree","general elemantary","552","0.432568364614396","0.406324335147679","0.458812394081113"
"Some worries","2018","lower secondary degree","middle vocational","1622","0.416129529720635","0.400693207747489","0.431565851693781"
"Some worries","2018","lower secondary degree","vocational + Abi","","","",""
"Some worries","2018","lower secondary degree","higher vocational","141","0.39398382503505","0.339325010613718","0.448642639456381"
"Some worries","2018","lower secondary degree","higher education","43","0.308051253042602","0.223300392077445","0.392802114007759"
"Some worries","2018","secondary school degree","in school","","","",""
"Some worries","2018","secondary school degree","inadequately","","","",""
"Some worries","2018","secondary school degree","general elemantary","341","0.448677424079799","0.414104626460181","0.483250221699417"
"Some worries","2018","secondary school degree","middle vocational","2270","0.436807121023785","0.42323717252077","0.450377069526801"
"Some worries","2018","secondary school degree","vocational + Abi","","","",""
"Some worries","2018","secondary school degree","higher vocational","276","0.424674335582243","0.387077704302011","0.462270966862474"
"Some worries","2018","secondary school degree","higher education","289","0.482064364490173","0.443077005050434","0.521051723929913"
"Some worries","2018","college entrance qualification","in school","","","",""
"Some worries","2018","college entrance qualification","inadequately","","","",""
"Some worries","2018","college entrance qualification","general elemantary","","","",""
"Some worries","2018","college entrance qualification","middle vocational","493","0.414838433261388","0.386473369591461","0.443203496931315"
"Some worries","2018","college entrance qualification","vocational + Abi","724","0.447386992714746","0.423091690979943","0.471682294449549"
"Some worries","2018","college entrance qualification","higher vocational","204","0.489012676704444","0.440744087565035","0.537281265843853"
"Some worries","2018","college entrance qualification","higher education","2008","0.440368975644257","0.425833813935164","0.45490413735335"
"Some worries","2018","Other degree","in school","","","",""
"Some worries","2018","Other degree","inadequately","","","",""
"Some worries","2018","Other degree","general elemantary","232","0.469018862501011","0.425364169969501","0.512673555032521"
"Some worries","2018","Other degree","middle vocational","412","0.460675633082763","0.428236660597784","0.493114605567743"
"Some worries","2018","Other degree","vocational + Abi","212","0.453149865621008","0.408755320034198","0.497544411207819"
"Some worries","2018","Other degree","higher vocational","","","",""
"Some worries","2018","Other degree","higher education","429","0.421634851543426","0.390315287113056","0.452954415973796"
"Some worries","2018","no degree/no degree yet","in school","137","0.366835266215922","0.315906545328949","0.417763987102895"
"Some worries","2018","no degree/no degree yet","inadequately","168","0.366656013704295","0.32067896423942","0.41263306316917"
"Some worries","2018","no degree/no degree yet","general elemantary","","","",""
"Some worries","2018","no degree/no degree yet","middle vocational","37","0.307141891687979","0.220140160880594","0.394143622495365"
"Some worries","2018","no degree/no degree yet","vocational + Abi","","","",""
"Some worries","2018","no degree/no degree yet","higher vocational","","","",""
"Some worries","2018","no degree/no degree yet","higher education","","","",""
"No worries","2018","lower secondary degree","in school","","","",""
"No worries","2018","lower secondary degree","inadequately","","","",""
"No worries","2018","lower secondary degree","general elemantary","240","0.159223237043819","0.139841622972341","0.178604851115297"
"No worries","2018","lower secondary degree","middle vocational","515","0.131261569914156","0.120686466593975","0.141836673234337"
"No worries","2018","lower secondary degree","vocational + Abi","","","",""
"No worries","2018","lower secondary degree","higher vocational","52","0.166152518374051","0.124515878120108","0.207789158627994"
"No worries","2018","lower secondary degree","higher education","37","0.398958655851639","0.309068572135083","0.488848739568195"
"No worries","2018","secondary school degree","in school","","","",""
"No worries","2018","secondary school degree","inadequately","","","",""
"No worries","2018","secondary school degree","general elemantary","208","0.244308971640766","0.214440956167217","0.274176987114316"
"No worries","2018","secondary school degree","middle vocational","872","0.164176857892941","0.1540419937168","0.174311722069082"
"No worries","2018","secondary school degree","vocational + Abi","","","",""
"No worries","2018","secondary school degree","higher vocational","139","0.193032262972801","0.16301251179318","0.223052014152423"
"No worries","2018","secondary school degree","higher education","152","0.258529545722016","0.224368164017526","0.292690927426506"
"No worries","2018","college entrance qualification","in school","","","",""
"No worries","2018","college entrance qualification","inadequately","","","",""
"No worries","2018","college entrance qualification","general elemantary","","","",""
"No worries","2018","college entrance qualification","middle vocational","525","0.44847301915133","0.419840608461115","0.477105429841545"
"No worries","2018","college entrance qualification","vocational + Abi","556","0.338749035473619","0.315623475280122","0.361874595667116"
"No worries","2018","college entrance qualification","higher vocational","116","0.314886716635916","0.270037191695866","0.359736241575965"
"No worries","2018","college entrance qualification","higher education","1863","0.418457028282667","0.40401337821559","0.432900678349743"
"No worries","2018","Other degree","in school","","","",""
"No worries","2018","Other degree","inadequately","","","",""
"No worries","2018","Other degree","general elemantary","121","0.216076601619229","0.180073748678177","0.252079454560281"
"No worries","2018","Other degree","middle vocational","183","0.254007958375072","0.22567869992189","0.282337216828254"
"No worries","2018","Other degree","vocational + Abi","104","0.233134639069079","0.195426292572126","0.270842985566032"
"No worries","2018","Other degree","higher vocational","","","",""
"No worries","2018","Other degree","higher education","308","0.360725409863054","0.330269015013091","0.391181804713016"
"No worries","2018","no degree/no degree yet","in school","168","0.485146924316045","0.432333154691137","0.537960693940953"
"No worries","2018","no degree/no degree yet","inadequately","99","0.265794125304584","0.223646463945844","0.307941786663323"
"No worries","2018","no degree/no degree yet","general elemantary","","","",""
"No worries","2018","no degree/no degree yet","middle vocational","","","",""
"No worries","2018","no degree/no degree yet","vocational + Abi","","","",""
"No worries","2018","no degree/no degree yet","higher vocational","","","",""
"No worries","2018","no degree/no degree yet","higher education","","","",""
"Big worries","2019","lower secondary degree","in school","","","",""
"Big worries","2019","lower secondary degree","inadequately","","","",""
"Big worries","2019","lower secondary degree","general elemantary","515","0.42839993856619","0.400529304267867","0.456270572864514"
"Big worries","2019","lower secondary degree","middle vocational","1554","0.415330023830778","0.399275188360639","0.431384859300918"
"Big worries","2019","lower secondary degree","vocational + Abi","","","",""
"Big worries","2019","lower secondary degree","higher vocational","119","0.362557019840109","0.312048190872472","0.413065848807745"
"Big worries","2019","lower secondary degree","higher education","41","0.314821338631653","0.231723167978439","0.397919509284868"
"Big worries","2019","secondary school degree","in school","","","",""
"Big worries","2019","secondary school degree","inadequately","","","",""
"Big worries","2019","secondary school degree","general elemantary","264","0.31450936199955","0.281986799068343","0.347031924930757"
"Big worries","2019","secondary school degree","middle vocational","1840","0.368168474502142","0.354978027047329","0.381358921956954"
"Big worries","2019","secondary school degree","vocational + Abi","","","",""
