"plj0046","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","Full Time","(Married) couple without C. ","595","0.37715818047733","0.353549304269821","0.400767056684838"
"Big worries","1999","Full Time","1-pers.-HH","166","0.282948111630137","0.247085619100412","0.318810604159863"
"Big worries","1999","Full Time","Couple + C. GT 16 ","410","0.395320863316632","0.36668723129531","0.423954495337955"
"Big worries","1999","Full Time","Couple + C. LE 16 ","534","0.336541299288568","0.313025035530128","0.360057563047008"
"Big worries","1999","Full Time","Couple + C. LE and GT 16","190","0.349278904684799","0.308263402496741","0.390294406872858"
"Big worries","1999","Full Time","Single parent ","92","0.381912772869628","0.322856179263259","0.440969366475997"
"Big worries","1999","Not Working","(Married) couple without C. ","769","0.439147491353443","0.416719869254055","0.461575113452831"
"Big worries","1999","Not Working","1-pers.-HH","317","0.398383034001161","0.365097307982802","0.431668760019521"
"Big worries","1999","Not Working","Couple + C. GT 16 ","218","0.305793391922638","0.273165266279491","0.338421517565785"
"Big worries","1999","Not Working","Couple + C. LE 16 ","176","0.276493383996844","0.24194968961495","0.311037078378739"
"Big worries","1999","Not Working","Couple + C. LE and GT 16","76","0.22947340363324","0.18354512688485","0.275401680381631"
"Big worries","1999","Not Working","Single parent ","87","0.380003024904219","0.320192702618664","0.439813347189773"
"Big worries","1999","Part Time","(Married) couple without C. ","241","0.382538992915527","0.344767673410577","0.420310312420477"
"Big worries","1999","Part Time","1-pers.-HH","67","0.324585718801795","0.265715618234079","0.383455819369512"
"Big worries","1999","Part Time","Couple + C. GT 16 ","214","0.350847846881092","0.313099619341949","0.388596074420235"
"Big worries","1999","Part Time","Couple + C. LE 16 ","266","0.319067570022381","0.287395257840761","0.350739882204002"
"Big worries","1999","Part Time","Couple + C. LE and GT 16","102","0.327212369755239","0.275724300679771","0.378700438830707"
"Big worries","1999","Part Time","Single parent ","66","0.304434960086689","0.240660142101623","0.368209778071755"
"No worries","1999","Full Time","(Married) couple without C. ","302","0.201133837178882","0.181608243419342","0.220659430938422"
"No worries","1999","Full Time","1-pers.-HH","143","0.257740258038857","0.222916081035135","0.292564435042579"
