"plj0046","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No worries","1999","Employed","(1c) basic vocational qualification","311","0.119521736278002","0.10656748081448","0.132475991741525"
"No worries","1999","Employed","(2a) intermediate vocational","303","0.148732236673555","0.134094605140982","0.163369868206127"
"No worries","1999","Employed","(2b) intermediate general qualification","53","0.138969352140876","0.103186933848135","0.174751770433616"
"No worries","1999","Employed","(2c_gen) general maturity certificate","102","0.389189984346848","0.332584362786889","0.445795605906806"
"No worries","1999","Employed","(2c_voc) vocational maturity certificate","145","0.296629185325257","0.257778387480382","0.335479983170132"
"No worries","1999","Employed","(3a) lower tertiary education","156","0.238685897197315","0.207720424182119","0.269651370212511"
"No worries","1999","Employed","(3b) higher tertiary education","328","0.420742108781138","0.386786302636741","0.454697914925535"
"No worries","1999","Not Employed","(0) in school","86","0.32632394835597","0.270603619997983","0.382044276713956"
"No worries","1999","Not Employed","(1a) inadequately completed","74","0.289232532780041","0.231988936418694","0.346476129141387"
"No worries","1999","Not Employed","(1b) general elementary school","193","0.139759554790186","0.119241061798433","0.16027804778194"
"No worries","1999","Not Employed","(1c) basic vocational qualification","206","0.110031701186795","0.0951255406461736","0.124937861727415"
"No worries","1999","Not Employed","(2a) intermediate vocational","88","0.148407287120651","0.119349820334368","0.177464753906933"
"No worries","1999","Not Employed","(2b) intermediate general qualification","47","0.254578558599949","0.190036781574746","0.319120335625152"
"No worries","1999","Not Employed","(2c_gen) general maturity certificate","77","0.41611547490266","0.346393786951677","0.485837162853643"
"No worries","1999","Not Employed","(2c_voc) vocational maturity certificate","41","0.197228925631902","0.131782628301308","0.262675222962497"
"No worries","1999","Not Employed","(3a) lower tertiary education","36","0.160015900672481","0.11211166285765","0.207920138487312"
"No worries","1999","Not Employed","(3b) higher tertiary education","64","0.282322566131198","0.22009432812144","0.344550804140955"
"Some worries","1999","Employed","(0) in school","19","","",""
"Some worries","1999","Employed","(1a) inadequately completed","100","0.355113146405578","0.293267474805797","0.416958818005358"
"Some worries","1999","Employed","(1b) general elementary school","381","0.432605845369744","0.399181301600993","0.466030389138495"
"Some worries","1999","Employed","(1c) basic vocational qualification","1094","0.457147864203534","0.437254931475033","0.477040796932036"
"Some worries","1999","Employed","(2a) intermediate vocational","1059","0.465012472615566","0.444494271053414","0.485530674177717"
"Some worries","1999","Employed","(2b) intermediate general qualification","176","0.478173719545028","0.426501550509182","0.529845888580874"
"Some worries","1999","Employed","(2c_gen) general maturity certificate","129","0.433408257279888","0.375876270481117","0.490940244078659"
"Some worries","1999","Employed","(2c_voc) vocational maturity certificate","247","0.437761716781077","0.395564877007949","0.479958556554205"
"Some worries","1999","Employed","(3a) lower tertiary education","384","0.537100681877976","0.500880258390977","0.573321105364974"
"Some worries","1999","Employed","(3b) higher tertiary education","347","0.40102704573703","0.367316908985397","0.434737182488664"
"Some worries","1999","Not Employed","(0) in school","122","0.440503976821921","0.381506008310605","0.499501945333237"
"Some worries","1999","Not Employed","(1a) inadequately completed","109","0.41194687443843","0.349807273898953","0.474086474977906"
"Some worries","1999","Not Employed","(1b) general elementary school","504","0.447907051085101","0.418480129826471","0.477333972343731"
"Some worries","1999","Not Employed","(1c) basic vocational qualification","793","0.45799789212947","0.434264935841008","0.481730848417932"
"Some worries","1999","Not Employed","(2a) intermediate vocational","277","0.46459468407177","0.42382919788707","0.505360170256471"
"Some worries","1999","Not Employed","(2b) intermediate general qualification","73","0.442238677024181","0.368654976362039","0.515822377686322"
"Some worries","1999","Not Employed","(2c_gen) general maturity certificate","80","0.420965785683724","0.351130809453278","0.49080076191417"
"Some worries","1999","Not Employed","(2c_voc) vocational maturity certificate","64","0.463485960728578","0.381467284397915","0.545504637059241"
"Some worries","1999","Not Employed","(3a) lower tertiary education","105","0.43186517071317","0.367142470255974","0.496587871170366"
"Some worries","1999","Not Employed","(3b) higher tertiary education","88","0.440433867193345","0.371803530999766","0.509064203386925"
"Big worries","2000","Employed","(0) in school","13","","",""
"Big worries","2000","Employed","(1a) inadequately completed","37","0.277454745430681","0.209950149217313","0.344959341644048"
"Big worries","2000","Employed","(1b) general elementary school","351","0.329462733994537","0.302178593697069","0.356746874292004"
"Big worries","2000","Employed","(1c) basic vocational qualification","1552","0.373119160029767","0.358616464059701","0.387621855999833"
"Big worries","2000","Employed","(2a) intermediate vocational","1546","0.347459868629829","0.333264010569656","0.361655726690003"
"Big worries","2000","Employed","(2b) intermediate general qualification","149","0.321532434278679","0.278282443046784","0.364782425510573"
"Big worries","2000","Employed","(2c_gen) general maturity certificate","70","0.146420441454904","0.114594461919562","0.178246420990245"
"Big worries","2000","Employed","(2c_voc) vocational maturity certificate","256","0.203109739191561","0.180047287741372","0.226172190641751"
"Big worries","2000","Employed","(3a) lower tertiary education","288","0.216595318971492","0.193958148064224","0.239232489878759"
"Big worries","2000","Employed","(3b) higher tertiary education","217","0.13376792279234","0.117432018119999","0.150103827464681"
"Big worries","2000","Not Employed","(0) in school","70","0.173986305443277","0.137156277934212","0.210816332952343"
"Big worries","2000","Not Employed","(1a) inadequately completed","60","0.253071734766221","0.198519261384913","0.307624208147528"
"Big worries","2000","Not Employed","(1b) general elementary school","503","0.312019707215518","0.290053449672417","0.333985964758619"
"Big worries","2000","Not Employed","(1c) basic vocational qualification","1147","0.342322549959314","0.326553427270642","0.358091672647987"
"Big worries","2000","Not Employed","(2a) intermediate vocational","401","0.330042212832344","0.303514309834439","0.356570115830248"
"Big worries","2000","Not Employed","(2b) intermediate general qualification","71","0.27580944716411","0.223178740299266","0.328440154028953"
"Big worries","2000","Not Employed","(2c_gen) general maturity certificate","48","0.114984899129401","0.0814687423040318","0.148501055954771"
"Big worries","2000","Not Employed","(2c_voc) vocational maturity certificate","81","0.210564974833256","0.169944605261149","0.251185344405364"
"Big worries","2000","Not Employed","(3a) lower tertiary education","111","0.261372903506233","0.219150366529226","0.30359544048324"
"Big worries","2000","Not Employed","(3b) higher tertiary education","77","0.185411292978142","0.149057216656081","0.221765369300202"
"No worries","2000","Employed","(0) in school","30","0.371686965220909","0.267722303429687","0.475651627012131"
"No worries","2000","Employed","(1a) inadequately completed","67","0.393467041128042","0.319814773752725","0.467119308503359"
"No worries","2000","Employed","(1b) general elementary school","319","0.262888404037379","0.237335044709351","0.288441763365407"
"No worries","2000","Employed","(1c) basic vocational qualification","750","0.1719183192007","0.160603955479881","0.183232682921519"
"No worries","2000","Employed","(2a) intermediate vocational","772","0.196175497177682","0.18433666917697","0.208014325178394"
"No worries","2000","Employed","(2b) intermediate general qualification","112","0.244130720382783","0.204352655867585","0.283908784897982"
"No worries","2000","Employed","(2c_gen) general maturity certificate","205","0.454107961344555","0.409285896616186","0.498930026072925"
"No worries","2000","Employed","(2c_voc) vocational maturity certificate","365","0.344777987744282","0.317531856747457","0.372024118741107"
"No worries","2000","Employed","(3a) lower tertiary education","398","0.355939979209824","0.329627844036009","0.38225211438364"
"No worries","2000","Employed","(3b) higher tertiary education","771","0.478562529528946","0.454589631854512","0.50253542720338"
"No worries","2000","Not Employed","(0) in school","152","0.364736019680343","0.317971408338489","0.411500631022198"
"No worries","2000","Not Employed","(1a) inadequately completed","91","0.366624240795004","0.306160573463005","0.427087908127003"
"No worries","2000","Not Employed","(1b) general elementary school","416","0.2200964877593","0.200453657947849","0.239739317570752"
"No worries","2000","Not Employed","(1c) basic vocational qualification","603","0.176700358263662","0.16402439475082","0.189376321776505"
"No worries","2000","Not Employed","(2a) intermediate vocational","223","0.17856383466461","0.156957648304507","0.200170021024713"
"No worries","2000","Not Employed","(2b) intermediate general qualification","83","0.284822985688622","0.231673080059326","0.337972891317918"
"No worries","2000","Not Employed","(2c_gen) general maturity certificate","146","0.470340034781813","0.417899994531994","0.522780075031632"
"No worries","2000","Not Employed","(2c_voc) vocational maturity certificate","130","0.305997716479986","0.260085088598037","0.351910344361935"
"No worries","2000","Not Employed","(3a) lower tertiary education","105","0.251735584012948","0.210029321089272","0.293441846936624"
"No worries","2000","Not Employed","(3b) higher tertiary education","169","0.349189630973961","0.304595907929329","0.393783354018593"
"Some worries","2000","Employed","(0) in school","40","0.487129344963532","0.379597990439907","0.594660699487157"
"Some worries","2000","Employed","(1a) inadequately completed","65","0.329078213441277","0.258236305129989","0.399920121752565"
"Some worries","2000","Employed","(1b) general elementary school","470","0.407648861968085","0.379123681806132","0.436174042130038"
"Some worries","2000","Employed","(1c) basic vocational qualification","1970","0.454962520769534","0.440029988448541","0.469895053090526"
"Some worries","2000","Employed","(2a) intermediate vocational","2004","0.456364634192488","0.441515006973673","0.471214261411304"
"Some worries","2000","Employed","(2b) intermediate general qualification","187","0.434336845338538","0.388438041673041","0.480235649004035"
"Some worries","2000","Employed","(2c_gen) general maturity certificate","199","0.399471597200541","0.355378698605768","0.443564495795314"
"Some worries","2000","Employed","(2c_voc) vocational maturity certificate","548","0.452112273064157","0.423581747642546","0.480642798485767"
"Some worries","2000","Employed","(3a) lower tertiary education","586","0.427464701818684","0.400278045434505","0.454651358202863"
"Some worries","2000","Employed","(3b) higher tertiary education","680","0.387669547678714","0.364287968449815","0.411051126907613"
"Some worries","2000","Not Employed","(0) in school","185","0.461277674876379","0.412847661264877","0.509707688487882"
"Some worries","2000","Not Employed","(1a) inadequately completed","93","0.380304024438775","0.319391306768423","0.441216742109128"
"Some worries","2000","Not Employed","(1b) general elementary school","790","0.467883805025182","0.444227369634951","0.491540240415413"
"Some worries","2000","Not Employed","(1c) basic vocational qualification","1728","0.480977091777024","0.464372096300355","0.497582087253692"
"Some worries","2000","Not Employed","(2a) intermediate vocational","583","0.491393952503047","0.463190640000949","0.519597265005145"
"Some worries","2000","Not Employed","(2b) intermediate general qualification","123","0.439367567147269","0.3809206897528","0.497814444541737"
"Some worries","2000","Not Employed","(2c_gen) general maturity certificate","154","0.414675066088786","0.362913078689224","0.466437053488348"
"Some worries","2000","Not Employed","(2c_voc) vocational maturity certificate","176","0.483437308686757","0.433649362861639","0.533225254511876"
"Some worries","2000","Not Employed","(3a) lower tertiary education","200","0.486891512480819","0.438860457374817","0.534922567586821"
"Some worries","2000","Not Employed","(3b) higher tertiary education","193","0.465399076047897","0.418739214931061","0.512058937164734"
"Big worries","2001","Employed","(0) in school","20","","",""
"Big worries","2001","Employed","(1a) inadequately completed","29","","",""
"Big worries","2001","Employed","(1b) general elementary school","277","0.287447948113362","0.259929228630344","0.314966667596379"
"Big worries","2001","Employed","(1c) basic vocational qualification","1133","0.300909715622772","0.28626123194173","0.315558199303813"
"Big worries","2001","Employed","(2a) intermediate vocational","1166","0.281575053797163","0.267559581429405","0.295590526164921"
"Big worries","2001","Employed","(2b) intermediate general qualification","107","0.255300399600288","0.21408778470414","0.296513014496436"
"Big worries","2001","Employed","(2c_gen) general maturity certificate","64","0.107939732866664","0.080548448357989","0.135331017375338"
"Big worries","2001","Employed","(2c_voc) vocational maturity certificate","202","0.185473349463512","0.162227824573688","0.208718874353336"
"Big worries","2001","Employed","(3a) lower tertiary education","220","0.17156875446249","0.15012158091448","0.193015928010499"
"Big worries","2001","Employed","(3b) higher tertiary education","163","0.104372638256369","0.0891073932589964","0.119637883253742"
"Big worries","2001","Not Employed","(0) in school","59","0.132307255780539","0.0999417903411748","0.164672721219904"
"Big worries","2001","Not Employed","(1a) inadequately completed","29","","",""
"Big worries","2001","Not Employed","(1b) general elementary school","363","0.264576230223234","0.241617164090212","0.287535296356257"
"Big worries","2001","Not Employed","(1c) basic vocational qualification","888","0.289674135060765","0.273757382389855","0.305590887731676"
"Big worries","2001","Not Employed","(2a) intermediate vocational","301","0.259695187589588","0.234220187326323","0.285170187852854"
"Big worries","2001","Not Employed","(2b) intermediate general qualification","46","0.232827735590558","0.177726964648258","0.287928506532859"
"Big worries","2001","Not Employed","(2c_gen) general maturity certificate","40","0.0955236580482951","0.0621507511067031","0.128896564989887"
"Big worries","2001","Not Employed","(2c_voc) vocational maturity certificate","75","0.192155214061598","0.152331274663548","0.231979153459647"
"Big worries","2001","Not Employed","(3a) lower tertiary education","86","0.213600675619712","0.173635632550244","0.253565718689179"
"Big worries","2001","Not Employed","(3b) higher tertiary education","53","0.13337495650689","0.100099144074806","0.166650768938973"
"No worries","2001","Employed","(0) in school","47","0.367376274259609","0.281830912704275","0.452921635814943"
"No worries","2001","Employed","(1a) inadequately completed","41","0.307802069191999","0.229355638785825","0.386248499598173"
"No worries","2001","Employed","(1b) general elementary school","288","0.279876383628924","0.252578626156468","0.30717414110138"
"No worries","2001","Employed","(1c) basic vocational qualification","758","0.204100699168756","0.191228307636095","0.216973090701417"
"No worries","2001","Employed","(2a) intermediate vocational","867","0.234866603808224","0.221656714981774","0.248076492634674"
"No worries","2001","Employed","(2b) intermediate general qualification","132","0.310889663655896","0.267141342980624","0.354637984331167"
"No worries","2001","Employed","(2c_gen) general maturity certificate","231","0.507139588773448","0.463007919387471","0.551271258159425"
"No worries","2001","Employed","(2c_voc) vocational maturity certificate","377","0.354656049357196","0.326044244256402","0.38326785445799"
"No worries","2001","Employed","(3a) lower tertiary education","437","0.392901232988941","0.365117275691461","0.420685190286421"
"No worries","2001","Employed","(3b) higher tertiary education","770","0.501945881707524","0.476981921186544","0.526909842228504"
"No worries","2001","Not Employed","(0) in school","184","0.44420433273782","0.396741241871174","0.491667423604466"
"No worries","2001","Not Employed","(1a) inadequately completed","66","0.368052759011281","0.298557100143038","0.437548417879525"
"No worries","2001","Not Employed","(1b) general elementary school","376","0.246507476466317","0.224075657199135","0.268939295733499"
"No worries","2001","Not Employed","(1c) basic vocational qualification","646","0.203716824519114","0.189584356452664","0.217849292585565"
"No worries","2001","Not Employed","(2a) intermediate vocational","267","0.244740130097995","0.219760974229095","0.269719285966895"
"No worries","2001","Not Employed","(2b) intermediate general qualification","77","0.320293103230089","0.259461606337737","0.381124600122441"
"No worries","2001","Not Employed","(2c_gen) general maturity certificate","130","0.465879595244118","0.409243097683982","0.522516092804254"
"No worries","2001","Not Employed","(2c_voc) vocational maturity certificate","130","0.343520762754014","0.295520771110449","0.39152075439758"
"No worries","2001","Not Employed","(3a) lower tertiary education","129","0.32456786664867","0.27891153355656","0.37022419974078"
"No worries","2001","Not Employed","(3b) higher tertiary education","152","0.35298490143005","0.306210183519393","0.399759619340706"
"Some worries","2001","Employed","(0) in school","55","0.450082344020899","0.361802207561045","0.538362480480752"
"Some worries","2001","Employed","(1a) inadequately completed","63","0.420146912580483","0.336262388337657","0.504031436823308"
"Some worries","2001","Employed","(1b) general elementary school","474","0.432675668257714","0.40254996049127","0.462801376024158"
"Some worries","2001","Employed","(1c) basic vocational qualification","1875","0.494989585208472","0.479021379043501","0.510957791373444"
"Some worries","2001","Employed","(2a) intermediate vocational","1923","0.483558342394613","0.467985961321123","0.499130723468102"
"Some worries","2001","Employed","(2b) intermediate general qualification","191","0.433809936743816","0.386966933346797","0.480652940140836"
"Some worries","2001","Employed","(2c_gen) general maturity certificate","198","0.384920678359888","0.34196942752241","0.427871929197366"
"Some worries","2001","Employed","(2c_voc) vocational maturity certificate","495","0.459870601179292","0.430063984546682","0.489677217811901"
"Some worries","2001","Employed","(3a) lower tertiary education","530","0.435530012548569","0.407323317499472","0.463736707597666"
"Some worries","2001","Employed","(3b) higher tertiary education","608","0.393681480036107","0.369288229237006","0.418074730835209"
"Some worries","2001","Not Employed","(0) in school","178","0.42348841148164","0.376289516707115","0.470687306256166"
"Some worries","2001","Not Employed","(1a) inadequately completed","90","0.459907655967894","0.388089945307258","0.53172536662853"
"Some worries","2001","Not Employed","(1b) general elementary school","679","0.488916293310449","0.462898332882732","0.514934253738165"
"Some worries","2001","Not Employed","(1c) basic vocational qualification","1586","0.50660904042012","0.489066081129494","0.524151999710747"
"Some worries","2001","Not Employed","(2a) intermediate vocational","570","0.495564682312417","0.466515769924462","0.524613594700372"
"Some worries","2001","Not Employed","(2b) intermediate general qualification","103","0.446879161179353","0.382060667617167","0.511697654741539"
"Some worries","2001","Not Employed","(2c_gen) general maturity certificate","128","0.438596746707587","0.382257618233905","0.494935875181269"
"Some worries","2001","Not Employed","(2c_voc) vocational maturity certificate","171","0.464324023184388","0.413914123806541","0.514733922562235"
"Some worries","2001","Not Employed","(3a) lower tertiary education","189","0.461831457731619","0.413217797826846","0.510445117636391"
"Some worries","2001","Not Employed","(3b) higher tertiary education","196","0.513640142063061","0.464720390267564","0.562559893858558"
"Big worries","2002","Employed","(0) in school","30","0.289919980117695","0.210696204150621","0.369143756084769"
"Big worries","2002","Employed","(1a) inadequately completed","29","","",""
"Big worries","2002","Employed","(1b) general elementary school","254","0.29565942074923","0.266330651903454","0.324988189595006"
"Big worries","2002","Employed","(1c) basic vocational qualification","1196","0.351203178309078","0.335513978626401","0.366892377991756"
"Big worries","2002","Employed","(2a) intermediate vocational","1353","0.332251496483814","0.317886252726106","0.346616740241522"
"Big worries","2002","Employed","(2b) intermediate general qualification","118","0.286468390226307","0.243686062779932","0.329250717672681"
"Big worries","2002","Employed","(2c_gen) general maturity certificate","76","0.127375288802378","0.0997871117250682","0.154963465879687"
"Big worries","2002","Employed","(2c_voc) vocational maturity certificate","208","0.178058496608949","0.156212228859144","0.199904764358753"
"Big worries","2002","Employed","(3a) lower tertiary education","243","0.176806148592754","0.156530330895573","0.197081966289936"
"Big worries","2002","Employed","(3b) higher tertiary education","272","0.114595449706085","0.101416183626897","0.127774715785272"
"Big worries","2002","Not Employed","(0) in school","71","0.136890391446917","0.106172244667792","0.167608538226042"
"Big worries","2002","Not Employed","(1a) inadequately completed","35","0.282369439547969","0.214501596454352","0.350237282641587"
"Big worries","2002","Not Employed","(1b) general elementary school","409","0.321050938789401","0.29602513959116","0.346076737987642"
"Big worries","2002","Not Employed","(1c) basic vocational qualification","1045","0.361926473565997","0.344871788264223","0.37898115886777"
"Big worries","2002","Not Employed","(2a) intermediate vocational","388","0.351788523246087","0.324668416052377","0.378908630439796"
"Big worries","2002","Not Employed","(2b) intermediate general qualification","55","0.265940043432855","0.208589399036194","0.323290687829515"
"Big worries","2002","Not Employed","(2c_gen) general maturity certificate","35","0.121998027129844","0.0865249907433684","0.15747106351632"
"Big worries","2002","Not Employed","(2c_voc) vocational maturity certificate","102","0.263561800319264","0.22065462093849","0.306468979700038"
"Big worries","2002","Not Employed","(3a) lower tertiary education","114","0.268477170338597","0.226831382182237","0.310122958494957"
"Big worries","2002","Not Employed","(3b) higher tertiary education","114","0.228802497483946","0.192381584482278","0.265223410485613"
"No worries","2002","Employed","(0) in school","47","0.282642789594771","0.204019808288988","0.361265770900554"
"No worries","2002","Employed","(1a) inadequately completed","36","0.305761138705121","0.222632112874064","0.388890164536178"
"No worries","2002","Employed","(1b) general elementary school","243","0.245122293342548","0.217476037530908","0.272768549154188"
"No worries","2002","Employed","(1c) basic vocational qualification","633","0.177953360596439","0.165382397804049","0.19052432338883"
"No worries","2002","Employed","(2a) intermediate vocational","813","0.200366381770546","0.1881587613987","0.212574002142392"
"No worries","2002","Employed","(2b) intermediate general qualification","124","0.290524764321102","0.247563243760968","0.333486284881237"
"No worries","2002","Employed","(2c_gen) general maturity certificate","256","0.517135311141978","0.475784743024812","0.558485879259144"
"No worries","2002","Employed","(2c_voc) vocational maturity certificate","420","0.380699473631512","0.352971552598543","0.408427394664482"
"No worries","2002","Employed","(3a) lower tertiary education","474","0.342369872760977","0.317151488498385","0.367588257023569"
"No worries","2002","Employed","(3b) higher tertiary education","1019","0.450994625492174","0.430406792057577","0.471582458926771"
"No worries","2002","Not Employed","(0) in school","201","0.411559671747265","0.367580892165177","0.455538451329354"
"No worries","2002","Not Employed","(1a) inadequately completed","54","0.307818429300981","0.23822598930999","0.377410869291971"
"No worries","2002","Not Employed","(1b) general elementary school","260","0.17150117177041","0.151296030909588","0.191706312631233"
"No worries","2002","Not Employed","(1c) basic vocational qualification","422","0.131370184487636","0.119381709475084","0.143358659500189"
"No worries","2002","Not Employed","(2a) intermediate vocational","218","0.169671714198562","0.148354922057374","0.190988506339751"
"No worries","2002","Not Employed","(2b) intermediate general qualification","68","0.252028580766271","0.195671554885425","0.308385606647117"
"No worries","2002","Not Employed","(2c_gen) general maturity certificate","135","0.414519468102942","0.361124182952039","0.467914753253845"
"No worries","2002","Not Employed","(2c_voc) vocational maturity certificate","113","0.277374334227537","0.233771932987834","0.320976735467241"
"No worries","2002","Not Employed","(3a) lower tertiary education","107","0.25146270434617","0.210692116307592","0.292233292384747"
"No worries","2002","Not Employed","(3b) higher tertiary education","173","0.333279451913755","0.292408586828751","0.37415031699876"
"Some worries","2002","Employed","(0) in school","49","0.427437230287534","0.341057758397771","0.513816702177298"
"Some worries","2002","Employed","(1a) inadequately completed","53","0.431185438416577","0.341829281282917","0.520541595550238"
"Some worries","2002","Employed","(1b) general elementary school","433","0.459218285908222","0.427190478940269","0.491246092876176"
"Some worries","2002","Employed","(1c) basic vocational qualification","1727","0.470843461094482","0.454437655150617","0.487249267038347"
"Some worries","2002","Employed","(2a) intermediate vocational","1964","0.467382121745641","0.452165544213288","0.482598699277993"
"Some worries","2002","Employed","(2b) intermediate general qualification","187","0.423006845452591","0.37625718369072","0.469756507214462"
"Some worries","2002","Employed","(2c_gen) general maturity certificate","229","0.355489400055644","0.315880295871225","0.395098504240064"
"Some worries","2002","Employed","(2c_voc) vocational maturity certificate","550","0.441242029759539","0.412887284613285","0.469596774905793"
"Some worries","2002","Employed","(3a) lower tertiary education","643","0.480823978646269","0.454270036256965","0.507377921035572"
"Some worries","2002","Employed","(3b) higher tertiary education","953","0.434409924801742","0.413901258242533","0.454918591360951"
"Some worries","2002","Not Employed","(0) in school","209","0.451549936805818","0.407076878980073","0.496022994631562"
"Some worries","2002","Not Employed","(1a) inadequately completed","80","0.40981213115105","0.335665353285628","0.483958909016472"
"Some worries","2002","Not Employed","(1b) general elementary school","668","0.507447889440188","0.4806497770111","0.534246001869277"
"Some worries","2002","Not Employed","(1c) basic vocational qualification","1583","0.506703341946367","0.48896025656942","0.524446427323315"
"Some worries","2002","Not Employed","(2a) intermediate vocational","585","0.478539762555351","0.450169600002104","0.506909925108598"
"Some worries","2002","Not Employed","(2b) intermediate general qualification","105","0.482031375800874","0.417172405727322","0.546890345874426"
"Some worries","2002","Not Employed","(2c_gen) general maturity certificate","157","0.463482504767214","0.409434106070272","0.517530903464156"
"Some worries","2002","Not Employed","(2c_voc) vocational maturity certificate","190","0.459063865453199","0.410531648463058","0.507596082443339"
"Some worries","2002","Not Employed","(3a) lower tertiary education","214","0.480060125315233","0.433110963607146","0.527009287023321"
"Some worries","2002","Not Employed","(3b) higher tertiary education","224","0.437918050602299","0.394901668254043","0.480934432950555"
"Big worries","2003","Employed","(0) in school","23","","",""
"Big worries","2003","Employed","(1a) inadequately completed","38","0.34285111192718","0.253742534200764","0.431959689653596"
"Big worries","2003","Employed","(1b) general elementary school","222","0.277866049079281","0.247787636062936","0.307944462095626"
"Big worries","2003","Employed","(1c) basic vocational qualification","1041","0.324746452818052","0.308757278891839","0.340735626744264"
"Big worries","2003","Employed","(2a) intermediate vocational","1170","0.301878531686268","0.287574888195219","0.316182175177318"
"Big worries","2003","Employed","(2b) intermediate general qualification","109","0.263189255629937","0.220923161438878","0.305455349820996"
"Big worries","2003","Employed","(2c_gen) general maturity certificate","63","0.101047248776923","0.0750926756288549","0.127001821924992"
"Big worries","2003","Employed","(2c_voc) vocational maturity certificate","217","0.196917963163191","0.17415090544436","0.219685020882021"
"Big worries","2003","Employed","(3a) lower tertiary education","211","0.161081938279352","0.140816418378083","0.18134745818062"
"Big worries","2003","Employed","(3b) higher tertiary education","238","0.120088265330512","0.106241207609516","0.133935323051509"
"Big worries","2003","Not Employed","(0) in school","66","0.179978701294187","0.146271636074779","0.213685766513594"
"Big worries","2003","Not Employed","(1a) inadequately completed","32","0.211126690266575","0.148282405939478","0.273970974593673"
"Big worries","2003","Not Employed","(1b) general elementary school","371","0.319187826407437","0.293600210987823","0.344775441827052"
"Big worries","2003","Not Employed","(1c) basic vocational qualification","942","0.337244057149814","0.320357477948213","0.354130636351415"
"Big worries","2003","Not Employed","(2a) intermediate vocational","361","0.311665916395325","0.285205044377329","0.338126788413321"
"Big worries","2003","Not Employed","(2b) intermediate general qualification","48","0.262120712530151","0.202920469400073","0.321320955660229"
"Big worries","2003","Not Employed","(2c_gen) general maturity certificate","50","0.163892838498051","0.124602853620853","0.203182823375249"
"Big worries","2003","Not Employed","(2c_voc) vocational maturity certificate","86","0.230641537788846","0.188888042008841","0.272395033568851"
"Big worries","2003","Not Employed","(3a) lower tertiary education","98","0.217926456555045","0.179740498036048","0.256112415074043"
"Big worries","2003","Not Employed","(3b) higher tertiary education","87","0.194545240026859","0.160257094939276","0.228833385114441"
"No worries","2003","Employed","(0) in school","45","0.400181215883721","0.31102379903948","0.489338632727961"
"No worries","2003","Employed","(1a) inadequately completed","31","0.3369709014617","0.248235414628661","0.425706388294739"
"No worries","2003","Employed","(1b) general elementary school","237","0.26003033486767","0.230576132969941","0.289484536765399"
"No worries","2003","Employed","(1c) basic vocational qualification","671","0.194955268814542","0.181428381381392","0.208482156247692"
"No worries","2003","Employed","(2a) intermediate vocational","883","0.231212115263204","0.218075798124678","0.244348432401729"
"No worries","2003","Employed","(2b) intermediate general qualification","119","0.255111086741922","0.213271201456877","0.296950972026967"
"No worries","2003","Employed","(2c_gen) general maturity certificate","249","0.533416520094259","0.49045485344395","0.576378186744568"
