"plj0046","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","Other degree","Couple + C. LE and GT 16","5","","",""
"Big worries","2009","Other degree","Single parent ","9","","",""
"Big worries","2009","secondary school degree","(Married) couple without C. ","458","0.254142404276816","0.234222071818399","0.274062736735234"
"Big worries","2009","secondary school degree","1-pers.-HH","171","0.243167386404329","0.212566979749971","0.273767793058686"
"Big worries","2009","secondary school degree","Couple + C. GT 16 ","263","0.305858938912774","0.277025393722893","0.334692484102656"
"Big worries","2009","secondary school degree","Couple + C. LE 16 ","268","0.262774368797576","0.236101239972168","0.289447497622985"
"Big worries","2009","secondary school degree","Couple + C. LE and GT 16","64","0.166379445289967","0.127961995410126","0.204796895169808"
"Big worries","2009","secondary school degree","Single parent ","71","0.18855167394069","0.147035575595824","0.230067772285557"
"No worries","2009","college entrance qualification","(Married) couple without C. ","912","0.52178000345447","0.498389551050688","0.545170455858251"
"No worries","2009","college entrance qualification","1-pers.-HH","415","0.53972851296317","0.504772870311788","0.574684155614553"
"No worries","2009","college entrance qualification","Couple + C. GT 16 ","372","0.457831872066653","0.423242798225225","0.49242094590808"
"No worries","2009","college entrance qualification","Couple + C. LE 16 ","553","0.555366487749499","0.524270488402663","0.586462487096335"
"No worries","2009","college entrance qualification","Couple + C. LE and GT 16","177","0.575754720127637","0.518872524038461","0.632636916216813"
"No worries","2009","college entrance qualification","Single parent ","122","0.589432862621658","0.52413046767071","0.654735257572606"
"No worries","2009","lower secondary degree","(Married) couple without C. ","580","0.224313882816735","0.208326280743125","0.240301484890345"
"No worries","2009","lower secondary degree","1-pers.-HH","312","0.256939803979591","0.23194546038693","0.281934147572253"
"No worries","2009","lower secondary degree","Couple + C. GT 16 ","183","0.209818118849683","0.182541141898529","0.237095095800837"
"No worries","2009","lower secondary degree","Couple + C. LE 16 ","147","0.193025326959833","0.162033928891211","0.224016725028455"
"No worries","2009","lower secondary degree","Couple + C. LE and GT 16","64","0.275209978408441","0.220067534311193","0.330352422505688"
"No worries","2009","lower secondary degree","Single parent ","75","0.257417132509984","0.206022604766991","0.308811660252977"
"No worries","2009","no degree/no degree yet","(Married) couple without C. ","32","0.425583176100585","0.315147719843838","0.536018632357333"
"No worries","2009","no degree/no degree yet","1-pers.-HH","17","","",""
"No worries","2009","no degree/no degree yet","Couple + C. GT 16 ","71","0.52490606864093","0.447284919623563","0.602527217658296"
"No worries","2009","no degree/no degree yet","Couple + C. LE 16 ","7","","",""
"No worries","2009","no degree/no degree yet","Couple + C. LE and GT 16","67","0.420937636382494","0.335408388182277","0.50646688458271"
"No worries","2009","no degree/no degree yet","Single parent ","30","0.620883059662433","0.491480546259591","0.750285573065274"
"No worries","2009","Other degree","(Married) couple without C. ","124","0.412911809113798","0.356727194370886","0.46909642385671"
"No worries","2009","Other degree","1-pers.-HH","40","0.541275739609712","0.43534457089499","0.647206908324434"
"No worries","2009","Other degree","Couple + C. GT 16 ","67","0.418917622852291","0.34149480755982","0.496340438144762"
"No worries","2009","Other degree","Couple + C. LE 16 ","57","0.478895121929414","0.394937251786342","0.562852992072485"
"No worries","2009","Other degree","Couple + C. LE and GT 16","32","0.473378881843135","0.351054880401768","0.595702883284502"
"No worries","2009","Other degree","Single parent ","13","","",""
"No worries","2009","secondary school degree","(Married) couple without C. ","527","0.275345584351463","0.254907763581342","0.295783405121583"
"No worries","2009","secondary school degree","1-pers.-HH","228","0.294701004222786","0.262180890487019","0.327221117958553"
"No worries","2009","secondary school degree","Couple + C. GT 16 ","275","0.252569615268416","0.225380848256561","0.279758382280272"
"No worries","2009","secondary school degree","Couple + C. LE 16 ","288","0.248305676342987","0.222124074863644","0.27448727782233"
"No worries","2009","secondary school degree","Couple + C. LE and GT 16","125","0.36743190793488","0.317699834670528","0.417163981199232"
"No worries","2009","secondary school degree","Single parent ","101","0.275121656195438","0.227723019254661","0.322520293136216"
"Some worries","2009","college entrance qualification","(Married) couple without C. ","650","0.370491710005026","0.347878041873696","0.393105378136357"
"Some worries","2009","college entrance qualification","1-pers.-HH","278","0.344589884196613","0.311260260817616","0.377919507575609"
"Some worries","2009","college entrance qualification","Couple + C. GT 16 ","328","0.423974395397719","0.389665270626336","0.458283520169102"
"Some worries","2009","college entrance qualification","Couple + C. LE 16 ","347","0.361407333555677","0.331344907106194","0.39146976000516"
"Some worries","2009","college entrance qualification","Couple + C. LE and GT 16","88","0.354080186624792","0.299038820047317","0.409121553202267"
"Some worries","2009","college entrance qualification","Single parent ","66","0.26089664321075","0.20260494909953","0.31918833732197"
"Some worries","2009","lower secondary degree","(Married) couple without C. ","1273","0.487103098168751","0.467945646957408","0.506260549380094"
"Some worries","2009","lower secondary degree","1-pers.-HH","528","0.446255034180953","0.417819558201704","0.474690510160202"
"Some worries","2009","lower secondary degree","Couple + C. GT 16 ","402","0.450606219546825","0.417274964338863","0.483937474754788"
"Some worries","2009","lower secondary degree","Couple + C. LE 16 ","295","0.455598605692474","0.416491572024519","0.494705639360428"
"Some worries","2009","lower secondary degree","Couple + C. LE and GT 16","125","0.459133602950747","0.39760708172364","0.520660124177854"
"Some worries","2009","lower secondary degree","Single parent ","121","0.416115090920873","0.35817274806723","0.474057433774517"
"Some worries","2009","no degree/no degree yet","(Married) couple without C. ","31","0.456814093511152","0.345552129440269","0.568076057582036"
"Some worries","2009","no degree/no degree yet","1-pers.-HH","11","","",""
"Some worries","2009","no degree/no degree yet","Couple + C. GT 16 ","62","0.346524160699735","0.272558344048886","0.420489977350583"
"Some worries","2009","no degree/no degree yet","Couple + C. LE 16 ","13","","",""
"Some worries","2009","no degree/no degree yet","Couple + C. LE and GT 16","47","0.429104194670585","0.343360358047712","0.514848031293458"
"Some worries","2009","no degree/no degree yet","Single parent ","15","","",""
"Some worries","2009","Other degree","(Married) couple without C. ","123","0.427096479265696","0.370649484598725","0.483543473932666"
"Some worries","2009","Other degree","1-pers.-HH","36","0.377952499417219","0.27487378019141","0.481031218643029"
"Some worries","2009","Other degree","Couple + C. GT 16 ","68","0.436357285026628","0.35853412590504","0.514180444148216"
"Some worries","2009","Other degree","Couple + C. LE 16 ","57","0.383966950901567","0.302228281192031","0.465705620611103"
"Some worries","2009","Other degree","Couple + C. LE and GT 16","27","","",""
"Some worries","2009","Other degree","Single parent ","21","","",""
"Some worries","2009","secondary school degree","(Married) couple without C. ","850","0.470512011371721","0.447674779027361","0.493349243716082"
"Some worries","2009","secondary school degree","1-pers.-HH","356","0.462131609372886","0.426568848963906","0.497694369781865"
"Some worries","2009","secondary school degree","Couple + C. GT 16 ","443","0.441571445818809","0.410497393913364","0.472645497724254"
"Some worries","2009","secondary school degree","Couple + C. LE 16 ","490","0.488919954859436","0.458626724143498","0.519213185575375"
"Some worries","2009","secondary school degree","Couple + C. LE and GT 16","172","0.466188646775153","0.414728711031105","0.517648582519201"
"Some worries","2009","secondary school degree","Single parent ","169","0.536326669863871","0.483397917536724","0.589255422191018"
"Big worries","2010","college entrance qualification","(Married) couple without C. ","200","0.12263486198911","0.107155583935006","0.138114140043215"
"Big worries","2010","college entrance qualification","1-pers.-HH","92","0.118453665100604","0.0952494555844123","0.141657874616797"
"Big worries","2010","college entrance qualification","Couple + C. GT 16 ","117","0.174284966360657","0.147507717097392","0.201062215623922"
"Big worries","2010","college entrance qualification","Couple + C. LE 16 ","232","0.0740309102396139","0.0639476030473008","0.0841142174319271"
"Big worries","2010","college entrance qualification","Couple + C. LE and GT 16","42","0.104934519171663","0.0731437836812723","0.136725254662053"
"Big worries","2010","college entrance qualification","Single parent ","57","0.116997024776533","0.0896330835735583","0.144360965979508"
"Big worries","2010","lower secondary degree","(Married) couple without C. ","686","0.300752117489422","0.282336039762891","0.319168195215953"
"Big worries","2010","lower secondary degree","1-pers.-HH","296","0.273394345435588","0.246959247577408","0.299829443293768"
"Big worries","2010","lower secondary degree","Couple + C. GT 16 ","255","0.321619297766148","0.288078163364162","0.355160432168134"
"Big worries","2010","lower secondary degree","Couple + C. LE 16 ","472","0.29349041009245","0.270725436786034","0.316255383398866"
"Big worries","2010","lower secondary degree","Couple + C. LE and GT 16","107","0.293930512121966","0.247194923530455","0.340666100713477"
"Big worries","2010","lower secondary degree","Single parent ","183","0.320279040405651","0.281142596631675","0.359415484179627"
"Big worries","2010","no degree/no degree yet","(Married) couple without C. ","9","","",""
"Big worries","2010","no degree/no degree yet","1-pers.-HH","7","","",""
"Big worries","2010","no degree/no degree yet","Couple + C. GT 16 ","27","","",""
"Big worries","2010","no degree/no degree yet","Couple + C. LE 16 ","46","0.232528093041826","0.168264795666072","0.29679139041758"
"Big worries","2010","no degree/no degree yet","Couple + C. LE and GT 16","32","0.126699624997895","0.0818171961127578","0.171582053883032"
"Big worries","2010","no degree/no degree yet","Single parent ","30","0.150209177182113","0.0901633421507761","0.21025501221345"
"Big worries","2010","Other degree","(Married) couple without C. ","35","0.140981642791917","0.0995486836779065","0.182414601905928"
"Big worries","2010","Other degree","1-pers.-HH","19","","",""
"Big worries","2010","Other degree","Couple + C. GT 16 ","24","","",""
"Big worries","2010","Other degree","Couple + C. LE 16 ","119","0.189097914082973","0.161911839237111","0.216283988928835"
"Big worries","2010","Other degree","Couple + C. LE and GT 16","24","","",""
"Big worries","2010","Other degree","Single parent ","19","","",""
"Big worries","2010","secondary school degree","(Married) couple without C. ","447","0.276619058324304","0.255861548766671","0.297376567881937"
"Big worries","2010","secondary school degree","1-pers.-HH","157","0.234375014164872","0.203433216099943","0.2653168122298"
"Big worries","2010","secondary school degree","Couple + C. GT 16 ","216","0.236032980380893","0.208305567723607","0.263760393038178"
"Big worries","2010","secondary school degree","Couple + C. LE 16 ","641","0.267606086494712","0.250506727469955","0.28470544551947"
"Big worries","2010","secondary school degree","Couple + C. LE and GT 16","112","0.22732044056838","0.18939063417189","0.265250246964871"
"Big worries","2010","secondary school degree","Single parent ","237","0.226148793681429","0.198695684735861","0.253601902626997"
"No worries","2010","college entrance qualification","(Married) couple without C. ","876","0.509721432763542","0.486130699342247","0.533312166184838"
"No worries","2010","college entrance qualification","1-pers.-HH","402","0.564285366100749","0.528679592860491","0.599891139341008"
"No worries","2010","college entrance qualification","Couple + C. GT 16 ","360","0.457217714709261","0.422053958623085","0.492381470795436"
"No worries","2010","college entrance qualification","Couple + C. LE 16 ","1522","0.596751917993741","0.577859772743448","0.615644063244034"
"No worries","2010","college entrance qualification","Couple + C. LE and GT 16","193","0.599617483339629","0.548791161851754","0.650443804827503"
"No worries","2010","college entrance qualification","Single parent ","286","0.527216157160794","0.484711567778658","0.56972074654293"
"No worries","2010","lower secondary degree","(Married) couple without C. ","568","0.240753218198243","0.22358383305196","0.257922603344527"
"No worries","2010","lower secondary degree","1-pers.-HH","305","0.273340728454744","0.246907247672367","0.29977420923712"
"No worries","2010","lower secondary degree","Couple + C. GT 16 ","166","0.23120125078","0.200927141217001","0.261475360342999"
"No worries","2010","lower secondary degree","Couple + C. LE 16 ","383","0.274376518384642","0.252069563347141","0.296683473422143"
"No worries","2010","lower secondary degree","Couple + C. LE and GT 16","87","0.20727550685249","0.165690498774283","0.248860514930697"
"No worries","2010","lower secondary degree","Single parent ","118","0.23304722527773","0.197585647923023","0.268508802632438"
"No worries","2010","no degree/no degree yet","(Married) couple without C. ","26","","",""
"No worries","2010","no degree/no degree yet","1-pers.-HH","10","","",""
"No worries","2010","no degree/no degree yet","Couple + C. GT 16 ","62","0.345388582677562","0.269040043246757","0.421737122108367"
"No worries","2010","no degree/no degree yet","Couple + C. LE 16 ","51","0.249783687736795","0.183931632312025","0.315635743161564"
"No worries","2010","no degree/no degree yet","Couple + C. LE and GT 16","104","0.52073456655087","0.453327858102399","0.588141274999341"
"No worries","2010","no degree/no degree yet","Single parent ","57","0.395114631376566","0.312951547268651","0.477277715484481"
"No worries","2010","Other degree","(Married) couple without C. ","120","0.424965697321725","0.366110169378181","0.483821225265268"
"No worries","2010","Other degree","1-pers.-HH","31","0.390112133807734","0.283225641924421","0.496998625691047"
"No worries","2010","Other degree","Couple + C. GT 16 ","55","0.358635646271281","0.279473479868304","0.437797812674257"
"No worries","2010","Other degree","Couple + C. LE 16 ","358","0.459880197919772","0.425279382393792","0.494481013445751"
"No worries","2010","Other degree","Couple + C. LE and GT 16","50","0.312028715273673","0.233872477757665","0.390184952789682"
"No worries","2010","Other degree","Single parent ","37","0.353455344121034","0.261580215359813","0.445330472882255"
"No worries","2010","secondary school degree","(Married) couple without C. ","519","0.25988125910793","0.239530114146962","0.280232404068898"
"No worries","2010","secondary school degree","1-pers.-HH","236","0.328136225608867","0.293839745932911","0.362432705284823"
"No worries","2010","secondary school degree","Couple + C. GT 16 ","286","0.30899592331121","0.278824043076095","0.339167803546326"
"No worries","2010","secondary school degree","Couple + C. LE 16 ","847","0.305668378763175","0.287874599314239","0.323462158212112"
"No worries","2010","secondary school degree","Couple + C. LE and GT 16","154","0.313400046635312","0.271418050643002","0.355382042627622"
"No worries","2010","secondary school degree","Single parent ","285","0.31195784005454","0.281554510890342","0.342361169218738"
"Some worries","2010","college entrance qualification","(Married) couple without C. ","649","0.367643705247347","0.344890214616125","0.39039719587857"
"Some worries","2010","college entrance qualification","1-pers.-HH","251","0.317260968798646","0.283841030522124","0.350680907075168"
"Some worries","2010","college entrance qualification","Couple + C. GT 16 ","294","0.368497318930082","0.334446648474976","0.402547989385189"
"Some worries","2010","college entrance qualification","Couple + C. LE 16 ","836","0.329217171766645","0.311119178722032","0.347315164811258"
"Some worries","2010","college entrance qualification","Couple + C. LE and GT 16","122","0.295447997488708","0.248120773089637","0.34277522188778"
"Some worries","2010","college entrance qualification","Single parent ","187","0.355786818062673","0.315028159097192","0.396545477028155"
"Some worries","2010","lower secondary degree","(Married) couple without C. ","1128","0.458494664312335","0.43848472711506","0.47850460150961"
"Some worries","2010","lower secondary degree","1-pers.-HH","491","0.453264926109668","0.42373915173138","0.482790700487956"
"Some worries","2010","lower secondary degree","Couple + C. GT 16 ","324","0.447179451453852","0.411476595077425","0.482882307830278"
"Some worries","2010","lower secondary degree","Couple + C. LE 16 ","682","0.432133071522908","0.407367794063888","0.456898348981929"
"Some worries","2010","lower secondary degree","Couple + C. LE and GT 16","171","0.498793981025544","0.447499528393712","0.550088433657376"
"Some worries","2010","lower secondary degree","Single parent ","245","0.446673734316618","0.404973584002201","0.488373884631036"
"Some worries","2010","no degree/no degree yet","(Married) couple without C. ","30","0.538196831348586","0.417000231705699","0.659393430991473"
"Some worries","2010","no degree/no degree yet","1-pers.-HH","7","","",""
"Some worries","2010","no degree/no degree yet","Couple + C. GT 16 ","60","0.484551397143472","0.404306474028045","0.564796320258899"
"Some worries","2010","no degree/no degree yet","Couple + C. LE 16 ","69","0.51768821922138","0.44167447537664","0.59370196306612"
"Some worries","2010","no degree/no degree yet","Couple + C. LE and GT 16","75","0.352565808451235","0.288100691457449","0.417030925445022"
"Some worries","2010","no degree/no degree yet","Single parent ","49","0.454676191441321","0.370989389231205","0.538362993651437"
"Some worries","2010","Other degree","(Married) couple without C. ","116","0.434052659886358","0.375043060245727","0.493062259526989"
"Some worries","2010","Other degree","1-pers.-HH","30","0.385276677074691","0.278634426287838","0.491918927861544"
"Some worries","2010","Other degree","Couple + C. GT 16 ","62","0.422547877426989","0.341014677393031","0.504081077460947"
"Some worries","2010","Other degree","Couple + C. LE 16 ","320","0.351021887997255","0.317885813797764","0.384157962196746"
"Some worries","2010","Other degree","Couple + C. LE and GT 16","61","0.454671662125533","0.370675550211457","0.538667774039609"
"Some worries","2010","Other degree","Single parent ","48","0.556360938855649","0.460878253237212","0.651843624474086"
"Some worries","2010","secondary school degree","(Married) couple without C. ","818","0.463499682567766","0.440359841158412","0.48663952397712"
"Some worries","2010","secondary school degree","1-pers.-HH","327","0.437488760226262","0.401253540844405","0.473723979608118"
"Some worries","2010","secondary school degree","Couple + C. GT 16 ","399","0.454971096307897","0.422455826183261","0.487486366432533"
"Some worries","2010","secondary school degree","Couple + C. LE 16 ","1087","0.426725534742112","0.407621940335483","0.445829129148742"
"Some worries","2010","secondary school degree","Couple + C. LE and GT 16","203","0.459279512796308","0.414178466349305","0.50438055924331"
"Some worries","2010","secondary school degree","Single parent ","370","0.461893366264031","0.42917657529064","0.494610157237422"
"Big worries","2011","college entrance qualification","(Married) couple without C. ","279","0.126545649164102","0.112220090715247","0.140871207612957"
"Big worries","2011","college entrance qualification","1-pers.-HH","124","0.116110208299823","0.0957815757978693","0.136438840801777"
"Big worries","2011","college entrance qualification","Couple + C. GT 16 ","138","0.152704618122831","0.129046232114497","0.176363004131166"
"Big worries","2011","college entrance qualification","Couple + C. LE 16 ","115","0.0981474558918271","0.0804691382077261","0.115825773575928"
"Big worries","2011","college entrance qualification","Couple + C. LE and GT 16","34","0.0924776359310796","0.0594749517763837","0.125480320085776"
"Big worries","2011","college entrance qualification","Single parent ","36","0.154875485977437","0.110729631360881","0.199021340593993"
"Big worries","2011","lower secondary degree","(Married) couple without C. ","972","0.319472267152999","0.303106003936336","0.335838530369662"
"Big worries","2011","lower secondary degree","1-pers.-HH","395","0.298528780716135","0.27391677056138","0.323140790870891"
"Big worries","2011","lower secondary degree","Couple + C. GT 16 ","269","0.339488968613196","0.306695700177221","0.372282237049171"
"Big worries","2011","lower secondary degree","Couple + C. LE 16 ","175","0.260616845160762","0.225979744910761","0.295253945410763"
"Big worries","2011","lower secondary degree","Couple + C. LE and GT 16","74","0.242296455642187","0.191093487020082","0.293499424264292"
"Big worries","2011","lower secondary degree","Single parent ","85","0.2939577315347","0.244730213891579","0.34318524917782"
"Big worries","2011","no degree/no degree yet","(Married) couple without C. ","18","","",""
"Big worries","2011","no degree/no degree yet","1-pers.-HH","12","","",""
"Big worries","2011","no degree/no degree yet","Couple + C. GT 16 ","26","","",""
"Big worries","2011","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"Big worries","2011","no degree/no degree yet","Couple + C. LE and GT 16","19","","",""
"Big worries","2011","no degree/no degree yet","Single parent ","9","","",""
"Big worries","2011","Other degree","(Married) couple without C. ","73","0.161875061863282","0.125551042503189","0.198199081223375"
"Big worries","2011","Other degree","1-pers.-HH","34","0.190844245322276","0.128577240801146","0.253111249843407"
"Big worries","2011","Other degree","Couple + C. GT 16 ","23","","",""
"Big worries","2011","Other degree","Couple + C. LE 16 ","29","","",""
"Big worries","2011","Other degree","Couple + C. LE and GT 16","9","","",""
"Big worries","2011","Other degree","Single parent ","11","","",""
"Big worries","2011","secondary school degree","(Married) couple without C. ","654","0.300993938351312","0.28214544085541","0.319842435847215"
"Big worries","2011","secondary school degree","1-pers.-HH","241","0.276734806344049","0.247554832942031","0.305914779746066"
"Big worries","2011","secondary school degree","Couple + C. GT 16 ","269","0.279651823437073","0.251421325763036","0.307882321111111"
"Big worries","2011","secondary school degree","Couple + C. LE 16 ","304","0.291175082018422","0.264733456200183","0.317616707836662"
"Big worries","2011","secondary school degree","Couple + C. LE and GT 16","77","0.187949667464762","0.148721514664616","0.227177820264908"
"Big worries","2011","secondary school degree","Single parent ","103","0.291497084766926","0.244938960302175","0.338055209231677"
"No worries","2011","college entrance qualification","(Married) couple without C. ","1021","0.507879320787113","0.486337425122359","0.529421216451867"
"No worries","2011","college entrance qualification","1-pers.-HH","481","0.527115053147568","0.495433653655889","0.558796452639248"
"No worries","2011","college entrance qualification","Couple + C. GT 16 ","415","0.463952316453136","0.431151851976571","0.496752780929701"
"No worries","2011","college entrance qualification","Couple + C. LE 16 ","578","0.560212999758102","0.530719152388115","0.58970684712809"
"No worries","2011","college entrance qualification","Couple + C. LE and GT 16","165","0.589680412428667","0.533643820883772","0.645717003973561"
"No worries","2011","college entrance qualification","Single parent ","129","0.500247224100303","0.439236217646819","0.561258230553787"
"No worries","2011","lower secondary degree","(Married) couple without C. ","640","0.19879463985436","0.184786376632007","0.212802903076713"
"No worries","2011","lower secondary degree","1-pers.-HH","347","0.252563948619045","0.229195937337072","0.275931959901018"
"No worries","2011","lower secondary degree","Couple + C. GT 16 ","160","0.177294615232407","0.150846070827475","0.203743159637338"
"No worries","2011","lower secondary degree","Couple + C. LE 16 ","143","0.22788289609185","0.19478480395553","0.260980988228169"
"No worries","2011","lower secondary degree","Couple + C. LE and GT 16","74","0.260116712726322","0.207691803375562","0.312541622077081"
"No worries","2011","lower secondary degree","Single parent ","84","0.266860989715144","0.219065616995866","0.314656362434423"
"No worries","2011","no degree/no degree yet","(Married) couple without C. ","35","0.405821937377808","0.302039245278196","0.509604629477419"
"No worries","2011","no degree/no degree yet","1-pers.-HH","28","","",""
"No worries","2011","no degree/no degree yet","Couple + C. GT 16 ","78","0.480631167847082","0.406180440240296","0.555081895453867"
"No worries","2011","no degree/no degree yet","Couple + C. LE 16 ","14","","",""
"No worries","2011","no degree/no degree yet","Couple + C. LE and GT 16","56","0.57115753412339","0.480703900404733","0.661611167842047"
"No worries","2011","no degree/no degree yet","Single parent ","33","0.441713165598495","0.32779695596899","0.555629375228"
"No worries","2011","Other degree","(Married) couple without C. ","154","0.391047041232673","0.342923683958956","0.439170398506391"
"No worries","2011","Other degree","1-pers.-HH","62","0.385119223527963","0.30801193489673","0.462226512159195"
"No worries","2011","Other degree","Couple + C. GT 16 ","68","0.358797252324147","0.286695491325874","0.43089901332242"
"No worries","2011","Other degree","Couple + C. LE 16 ","68","0.440161994539517","0.368435990066391","0.511887999012643"
"No worries","2011","Other degree","Couple + C. LE and GT 16","36","0.276220245907794","0.18944837244764","0.362992119367949"
"No worries","2011","Other degree","Single parent ","32","0.481465230326847","0.357092934162612","0.605837526491083"
"No worries","2011","secondary school degree","(Married) couple without C. ","594","0.253988157754928","0.23610117924086","0.271875136268997"
"No worries","2011","secondary school degree","1-pers.-HH","263","0.291941686462377","0.262287447338173","0.321595925586581"
"No worries","2011","secondary school degree","Couple + C. GT 16 ","267","0.27723993518119","0.249084422195954","0.305395448166426"
"No worries","2011","secondary school degree","Couple + C. LE 16 ","339","0.298398363206737","0.271767510116737","0.325029216296737"
"No worries","2011","secondary school degree","Couple + C. LE and GT 16","115","0.290795520940203","0.24519548399647","0.336395557883935"
"No worries","2011","secondary school degree","Single parent ","119","0.302531861760634","0.255471496374898","0.34959222714637"
"Some worries","2011","college entrance qualification","(Married) couple without C. ","769","0.365575030048785","0.344823685480265","0.386326374617306"
"Some worries","2011","college entrance qualification","1-pers.-HH","349","0.356774738552608","0.326376214477579","0.387173262627638"
"Some worries","2011","college entrance qualification","Couple + C. GT 16 ","335","0.383343065424033","0.351364629114825","0.415321501733241"
"Some worries","2011","college entrance qualification","Couple + C. LE 16 ","395","0.341639544350071","0.313458986958834","0.369820101741307"
"Some worries","2011","college entrance qualification","Couple + C. LE and GT 16","97","0.317841951640254","0.264796231634362","0.370887671646146"
"Some worries","2011","college entrance qualification","Single parent ","93","0.344877289922259","0.286876773030941","0.402877806813578"
"Some worries","2011","lower secondary degree","(Married) couple without C. ","1506","0.481733092992641","0.464194691182881","0.499271494802402"
"Some worries","2011","lower secondary degree","1-pers.-HH","586","0.44890727066482","0.422156289603467","0.475658251726172"
"Some worries","2011","lower secondary degree","Couple + C. GT 16 ","372","0.483216416154398","0.448609967993885","0.517822864314911"
"Some worries","2011","lower secondary degree","Couple + C. LE 16 ","299","0.511500258747388","0.472058106342148","0.550942411152628"
"Some worries","2011","lower secondary degree","Couple + C. LE and GT 16","121","0.497586831631492","0.43783697092353","0.557336692339454"
"Some worries","2011","lower secondary degree","Single parent ","160","0.439181278750156","0.385554303378375","0.492808254121937"
"Some worries","2011","no degree/no degree yet","(Married) couple without C. ","33","0.352143824495575","0.251195711500654","0.453091937490496"
"Some worries","2011","no degree/no degree yet","1-pers.-HH","18","","",""
"Some worries","2011","no degree/no degree yet","Couple + C. GT 16 ","69","0.387287945021902","0.314699040627297","0.459876849416507"
"Some worries","2011","no degree/no degree yet","Couple + C. LE 16 ","8","","",""
"Some worries","2011","no degree/no degree yet","Couple + C. LE and GT 16","40","0.251994291841272","0.172644283177254","0.33134430050529"
"Some worries","2011","no degree/no degree yet","Single parent ","31","0.389026345577248","0.277188856090845","0.500863835063652"
"Some worries","2011","Other degree","(Married) couple without C. ","168","0.447077896904045","0.398046629607001","0.49610916420109"
"Some worries","2011","Other degree","1-pers.-HH","57","0.424036531149761","0.345729369710441","0.502343692589081"
"Some worries","2011","Other degree","Couple + C. GT 16 ","79","0.423635374172771","0.349355972284069","0.497914776061472"
"Some worries","2011","Other degree","Couple + C. LE 16 ","87","0.446688467002429","0.374855069025015","0.518521864979843"
"Some worries","2011","Other degree","Couple + C. LE and GT 16","57","0.595356790099384","0.500105078295915","0.690608501902853"
"Some worries","2011","Other degree","Single parent ","19","","",""
"Some worries","2011","secondary school degree","(Married) couple without C. ","1027","0.44501790389376","0.424596498871789","0.46543930891573"
"Some worries","2011","secondary school degree","1-pers.-HH","399","0.431323507193574","0.399020837398083","0.463626176989065"
"Some worries","2011","secondary school degree","Couple + C. GT 16 ","435","0.443108241381737","0.411863366832648","0.474353115930825"
"Some worries","2011","secondary school degree","Couple + C. LE 16 ","491","0.410426554774841","0.381796099972459","0.439057009577222"
"Some worries","2011","secondary school degree","Couple + C. LE and GT 16","189","0.521254811595036","0.471094196580376","0.571415426609696"
"Some worries","2011","secondary school degree","Single parent ","144","0.40597105347244","0.355660524128782","0.456281582816099"
"Big worries","2012","college entrance qualification","(Married) couple without C. ","191","0.0912464859657896","0.0789887211003528","0.103504250831226"
"Big worries","2012","college entrance qualification","1-pers.-HH","107","0.101182625235421","0.0828013125563677","0.119563937914475"
"Big worries","2012","college entrance qualification","Couple + C. GT 16 ","88","0.103746166367061","0.0827984140347493","0.124693918699372"
"Big worries","2012","college entrance qualification","Couple + C. LE 16 ","82","0.0700681263771112","0.054865462913854","0.0852707898403685"
"Big worries","2012","college entrance qualification","Couple + C. LE and GT 16","28","","",""
"Big worries","2012","college entrance qualification","Single parent ","26","","",""
"Big worries","2012","lower secondary degree","(Married) couple without C. ","751","0.24257780581015","0.227483889787188","0.257671721833113"
"Big worries","2012","lower secondary degree","1-pers.-HH","362","0.273747452906764","0.249811435386833","0.297683470426694"
"Big worries","2012","lower secondary degree","Couple + C. GT 16 ","190","0.260937387230985","0.229403411728978","0.292471362732992"
"Big worries","2012","lower secondary degree","Couple + C. LE 16 ","158","0.283244437330128","0.246732372927116","0.31975650173314"
"Big worries","2012","lower secondary degree","Couple + C. LE and GT 16","54","0.187531280735787","0.138654202900407","0.236408358571166"
"Big worries","2012","lower secondary degree","Single parent ","93","0.287252922692572","0.239367758418604","0.335138086966541"
"Big worries","2012","no degree/no degree yet","(Married) couple without C. ","21","","",""
"Big worries","2012","no degree/no degree yet","1-pers.-HH","16","","",""
"Big worries","2012","no degree/no degree yet","Couple + C. GT 16 ","27","","",""
"Big worries","2012","no degree/no degree yet","Couple + C. LE 16 ","12","","",""
"Big worries","2012","no degree/no degree yet","Couple + C. LE and GT 16","8","","",""
"Big worries","2012","no degree/no degree yet","Single parent ","7","","",""
"Big worries","2012","Other degree","(Married) couple without C. ","63","0.139280246100084","0.106245763169049","0.172314729031119"
"Big worries","2012","Other degree","1-pers.-HH","27","","",""
"Big worries","2012","Other degree","Couple + C. GT 16 ","19","","",""
"Big worries","2012","Other degree","Couple + C. LE 16 ","29","","",""
"Big worries","2012","Other degree","Couple + C. LE and GT 16","15","","",""
"Big worries","2012","Other degree","Single parent ","7","","",""
"Big worries","2012","secondary school degree","(Married) couple without C. ","493","0.237461066983741","0.220009788061067","0.254912345906415"
"Big worries","2012","secondary school degree","1-pers.-HH","185","0.199614837030587","0.174316923058856","0.224912751002318"
"Big worries","2012","secondary school degree","Couple + C. GT 16 ","174","0.186243389794566","0.161382862369646","0.211103917219485"
