"plj0046","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","Baden-Württemberg","Female","271","0.356829298639486","0.325320271984693","0.388338325294278"
"Big worries","1999","Baden-Württemberg","Male","271","0.349269957051924","0.31716386621355","0.381376047890299"
"Big worries","1999","Bavaria","Female","315","0.350392905022339","0.319597518306526","0.381188291738152"
"Big worries","1999","Bavaria","Male","310","0.371045583271566","0.338981925288262","0.40310924125487"
"Big worries","1999","Berlin","Female","107","0.401484797694014","0.342905508630499","0.460064086757529"
"Big worries","1999","Berlin","Male","101","0.394407015071774","0.333210346288538","0.45560368385501"
"Big worries","1999","Brandenburg","Female","120","0.398289661486838","0.344314021156224","0.452265301817452"
"Big worries","1999","Brandenburg","Male","106","0.314793865512593","0.260968272168718","0.368619458856469"
"Big worries","1999","Bremen","Female","17","","",""
"Big worries","1999","Bremen","Male","18","","",""
"Big worries","1999","Hamburg","Female","28","","",""
"Big worries","1999","Hamburg","Male","19","","",""
"Big worries","1999","Hesse","Female","143","0.337561465235355","0.294206462635904","0.380916467834806"
"Big worries","1999","Hesse","Male","130","0.339009368677087","0.294525047809477","0.383493689544697"
"Big worries","1999","Lower Saxony","Female","203","0.407311252692496","0.367530240593144","0.447092264791848"
"Big worries","1999","Lower Saxony","Male","204","0.366718570465575","0.327633896331849","0.4058032445993"
"Big worries","1999","Mecklenburg-Western Pomerania","Female","57","0.279184764478531","0.217925423999424","0.340444104957639"
"Big worries","1999","Mecklenburg-Western Pomerania","Male","63","0.327172480571409","0.261488371759021","0.392856589383797"
"Big worries","1999","North Rhine-Westphalia","Female","484","0.356288527193388","0.331202573461558","0.381374480925217"
"Big worries","1999","North Rhine-Westphalia","Male","462","0.367105800998283","0.340993842375214","0.393217759621352"
"Big worries","1999","Rhineland-Palatinate,Saarland","Female","108","0.292050500826224","0.247656356966416","0.336444644686032"
"Big worries","1999","Rhineland-Palatinate,Saarland","Male","111","0.308585521121644","0.261392129558901","0.355778912684386"
"Big worries","1999","Saxony-Anhalt","Female","129","0.416403295528406","0.365409849562963","0.46739674149385"
"Big worries","1999","Saxony-Anhalt","Male","143","0.441801317198369","0.388302768465454","0.495299865931284"
"Big worries","1999","Saxony","Female","221","0.346141888680429","0.30826444891047","0.384019328450387"
"Big worries","1999","Saxony","Male","260","0.492248529720781","0.450428943883953","0.534068115557609"
"Big worries","1999","Schleswig-Holstein","Female","40","0.272764192286","0.206964621183338","0.338563763388662"
"Big worries","1999","Schleswig-Holstein","Male","32","0.288367679657632","0.216113871611522","0.360621487703742"
"Big worries","1999","Thuringia","Female","124","0.349232594566142","0.300722578579825","0.397742610552459"
"Big worries","1999","Thuringia","Male","134","0.354673373188862","0.304624002866763","0.404722743510961"
"No worries","1999","Baden-Württemberg","Female","168","0.152969478610642","0.129294285439256","0.176644671782027"
"No worries","1999","Baden-Württemberg","Male","193","0.234466671522698","0.20593488299243","0.262998460052966"
"No worries","1999","Bavaria","Female","182","0.189689394608255","0.164383020893435","0.214995768323075"
"No worries","1999","Bavaria","Male","183","0.187138344605646","0.161251473639896","0.213025215571395"
"No worries","1999","Berlin","Female","62","0.206810601999477","0.158410441618114","0.25521076238084"
"No worries","1999","Berlin","Male","50","0.207116953719595","0.156373801844256","0.257860105594934"
"No worries","1999","Brandenburg","Female","43","0.14985776185991","0.110503663407172","0.189211860312648"
"No worries","1999","Brandenburg","Male","39","0.125166331183026","0.0868157826403446","0.163516879725707"
"No worries","1999","Bremen","Female","11","","",""
"No worries","1999","Bremen","Male","7","","",""
"No worries","1999","Hamburg","Female","19","","",""
"No worries","1999","Hamburg","Male","23","","",""
