"plj0046","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","general elemantary","West Germany","719","0.389758288163425","0.368759132162819","0.410757444164032"
"Big worries","1999","general elemantary","East Germany","143","0.391513923722576","0.341713408450207","0.441314438994944"
"Big worries","1999","higher education","West Germany","209","0.203948751288921","0.18020214418149","0.227695358396351"
"Big worries","1999","higher education","East Germany","249","0.306081983178695","0.27528048574529","0.3368834806121"
"Big worries","1999","higher vocational","West Germany","192","0.340160930149984","0.301335944368579","0.378985915931388"
"Big worries","1999","higher vocational","East Germany","107","0.404318412174658","0.342866712896448","0.465770111452868"
"Big worries","1999","in school","West Germany","47","0.250148046528985","0.191985339586284","0.308310753471686"
"Big worries","1999","in school","East Germany","34","0.33522063134663","0.244493838804318","0.425947423888942"
"Big worries","1999","inadequately","West Germany","96","0.277916522994414","0.234395231561237","0.321437814427592"
"Big worries","1999","inadequately","East Germany","6","","",""
"Big worries","1999","middle vocational","West Germany","1840","0.396407086450509","0.38266193784114","0.410152235059879"
"Big worries","1999","middle vocational","East Germany","876","0.420731020756675","0.399535619795385","0.441926421717966"
"Big worries","1999","vocational + Abi","West Germany","105","0.273292885938777","0.231461840784215","0.315123931093339"
"Big worries","1999","vocational + Abi","East Germany","25","","",""
"No worries","1999","general elemantary","West Germany","399","0.163688657869915","0.147757530759217","0.179619784980613"
"No worries","1999","general elemantary","East Germany","63","0.174482169881913","0.135758753713116","0.213205586050711"
"No worries","1999","higher education","West Germany","398","0.351211504808387","0.323079125492278","0.379343884124496"
"No worries","1999","higher education","East Germany","186","0.216337660800608","0.188818865467511","0.243856456133705"
"No worries","1999","higher vocational","West Germany","104","0.192464277245793","0.160156579231795","0.224771975259791"
"No worries","1999","higher vocational","East Germany","34","0.142006680741744","0.0982986348760057","0.185714726607481"
"No worries","1999","in school","West Germany","71","0.308316006921075","0.246299087686901","0.37033292615525"
"No worries","1999","in school","East Germany","25","","",""
"No worries","1999","inadequately","West Germany","122","0.289831192540517","0.245754982417498","0.333907402663537"
"No worries","1999","inadequately","East Germany","5","","",""
"No worries","1999","middle vocational","West Germany","785","0.148727296620871","0.138728761774366","0.158725831467375"
"No worries","1999","middle vocational","East Germany","238","0.115483945098028","0.101762087765543","0.129205802430513"
"No worries","1999","vocational + Abi","West Germany","128","0.27910722693407","0.237002997537707","0.321211456330433"
"No worries","1999","vocational + Abi","East Germany","16","","",""
"Some worries","1999","general elemantary","West Germany","954","0.44655305396666","0.425147437236923","0.467958670696397"
"Some worries","1999","general elemantary","East Germany","163","0.434003906395511","0.383434431490292","0.48457338130073"
"Some worries","1999","higher education","West Germany","499","0.444839743902693","0.415552297806831","0.474127189998554"
"Some worries","1999","higher education","East Germany","425","0.477580356020697","0.444196857927686","0.510963854113708"
"Some worries","1999","higher vocational","West Germany","276","0.467374792604223","0.426487008244482","0.508262576963965"
"Some worries","1999","higher vocational","East Germany","104","0.453674907083598","0.391335451897313","0.516014362269884"
"Some worries","1999","in school","West Germany","95","0.44153594654994","0.374849291425749","0.508222601674131"
"Some worries","1999","in school","East Germany","45","0.400051344671559","0.305895706613335","0.494206982729783"
"Some worries","1999","inadequately","West Germany","189","0.432252284465068","0.38412434894581","0.480380219984326"
"Some worries","1999","inadequately","East Germany","5","","",""
"Some worries","1999","middle vocational","West Germany","2240","0.45486561692862","0.44087296564005","0.46885826821719"
"Some worries","1999","middle vocational","East Germany","970","0.463785034145296","0.442374521579854","0.485195546710739"
"Some worries","1999","vocational + Abi","West Germany","203","0.447599887127153","0.400925705715358","0.494274068538948"
"Some worries","1999","vocational + Abi","East Germany","33","0.411599985143706","0.299474007209995","0.523725963077417"
"Big worries","2000","general elemantary","West Germany","872","0.311598768087771","0.295102380914517","0.328095155261025"
"Big worries","2000","general elemantary","East Germany","188","0.34806547558265","0.306394977005797","0.389735974159504"
"Big worries","2000","higher education","West Germany","403","0.16427275349666","0.149765920658222","0.178779586335098"
"Big worries","2000","higher education","East Germany","292","0.232870748369352","0.209815133390716","0.255926363347987"
"Big worries","2000","higher vocational","West Germany","400","0.290423504446571","0.2663764515686","0.314470557324543"
"Big worries","2000","higher vocational","East Germany","184","0.34676330935169","0.305294201992048","0.388232416711333"
"Big worries","2000","in school","West Germany","63","0.183150215180805","0.14239484354069","0.223905586820919"
"Big worries","2000","in school","East Germany","20","","",""
"Big worries","2000","inadequately","West Germany","81","0.252519350258815","0.208429260402029","0.2966094401156"
"Big worries","2000","inadequately","East Germany","9","","",""
"Big worries","2000","middle vocational","West Germany","3098","0.332615967974211","0.323144190563548","0.342087745384874"
"Big worries","2000","middle vocational","East Germany","1214","0.380757819797986","0.3640225482194","0.397493091376571"
"Big worries","2000","vocational + Abi","West Germany","201","0.188891088122642","0.164594469729528","0.213187706515756"
"Big worries","2000","vocational + Abi","East Germany","32","0.228187301396283","0.154322260187462","0.302052342605105"
