"plj0046","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No worries","2001","Saxony-Anhalt","(2a) intermediate vocational","60","0.201765479220356","0.15694655612247","0.246584402318242"
"No worries","2001","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"No worries","2001","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"No worries","2001","Saxony-Anhalt","(3a) lower tertiary education","39","0.315149914330725","0.23649025779434","0.39380957086711"
"No worries","2001","Saxony-Anhalt","(3b) higher tertiary education","31","0.349002469397889","0.246457829257946","0.451547109537833"
"No worries","2001","Thuringia","(0) in school","","","",""
"No worries","2001","Thuringia","(1a) inadequately completed","","","",""
"No worries","2001","Thuringia","(1b) general elementary school","","","",""
"No worries","2001","Thuringia","(1c) basic vocational qualification","36","0.1190259700547","0.0817566465299217","0.156295293579478"
"No worries","2001","Thuringia","(2b) intermediate general qualification","","","",""
"No worries","2001","Thuringia","(2a) intermediate vocational","55","0.175319933176092","0.136257814409056","0.214382051943127"
"No worries","2001","Thuringia","(2c_gen) general maturity certificate","","","",""
"No worries","2001","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"No worries","2001","Thuringia","(3a) lower tertiary education","","","",""
"No worries","2001","Thuringia","(3b) higher tertiary education","","","",""
"Big worries","2002","Schleswig-Holstein","(0) in school","","","",""
"Big worries","2002","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Big worries","2002","Schleswig-Holstein","(1b) general elementary school","","","",""
"Big worries","2002","Schleswig-Holstein","(1c) basic vocational qualification","39","0.23433672517843","0.17959439755403","0.289079052802831"
"Big worries","2002","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Big worries","2002","Schleswig-Holstein","(2a) intermediate vocational","37","0.278176846470148","0.209386074545769","0.346967618394527"
"Big worries","2002","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Big worries","2002","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Big worries","2002","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Big worries","2002","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Big worries","2002","Hamburg","(0) in school","","","",""
"Big worries","2002","Hamburg","(1a) inadequately completed","","","",""
"Big worries","2002","Hamburg","(1b) general elementary school","","","",""
"Big worries","2002","Hamburg","(1c) basic vocational qualification","","","",""
"Big worries","2002","Hamburg","(2b) intermediate general qualification","","","",""
"Big worries","2002","Hamburg","(2a) intermediate vocational","","","",""
"Big worries","2002","Hamburg","(2c_gen) general maturity certificate","","","",""
"Big worries","2002","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Big worries","2002","Hamburg","(3a) lower tertiary education","","","",""
"Big worries","2002","Hamburg","(3b) higher tertiary education","","","",""
"Big worries","2002","Lower Saxony","(0) in school","","","",""
"Big worries","2002","Lower Saxony","(1a) inadequately completed","","","",""
"Big worries","2002","Lower Saxony","(1b) general elementary school","79","0.415401695500924","0.349066644299911","0.481736746701937"
"Big worries","2002","Lower Saxony","(1c) basic vocational qualification","221","0.396820839552317","0.357641683218676","0.435999995885959"
"Big worries","2002","Lower Saxony","(2b) intermediate general qualification","","","",""
"Big worries","2002","Lower Saxony","(2a) intermediate vocational","144","0.351345476576295","0.308815091100365","0.393875862052225"
"Big worries","2002","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Big worries","2002","Lower Saxony","(2c_voc) vocational maturity certificate","33","0.265066087145073","0.193226253587221","0.336905920702925"
"Big worries","2002","Lower Saxony","(3a) lower tertiary education","","","",""
"Big worries","2002","Lower Saxony","(3b) higher tertiary education","","","",""
"Big worries","2002","Bremen","(0) in school","","","",""
"Big worries","2002","Bremen","(1a) inadequately completed","","","",""
"Big worries","2002","Bremen","(1b) general elementary school","","","",""
"Big worries","2002","Bremen","(1c) basic vocational qualification","","","",""
"Big worries","2002","Bremen","(2b) intermediate general qualification","","","",""
"Big worries","2002","Bremen","(2a) intermediate vocational","","","",""
"Big worries","2002","Bremen","(2c_gen) general maturity certificate","","","",""
"Big worries","2002","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Big worries","2002","Bremen","(3a) lower tertiary education","","","",""
"Big worries","2002","Bremen","(3b) higher tertiary education","","","",""
"Big worries","2002","North Rhine-Westphalia","(0) in school","","","",""
"Big worries","2002","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"Big worries","2002","North Rhine-Westphalia","(1b) general elementary school","160","0.335217798680231","0.293757097156122","0.376678500204341"
"Big worries","2002","North Rhine-Westphalia","(1c) basic vocational qualification","532","0.368359612699614","0.343957428879422","0.392761796519806"
"Big worries","2002","North Rhine-Westphalia","(2b) intermediate general qualification","34","0.269013108875559","0.194209470351886","0.343816747399233"
"Big worries","2002","North Rhine-Westphalia","(2a) intermediate vocational","258","0.301610402260601","0.270517776399652","0.33270302812155"
"Big worries","2002","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"Big worries","2002","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","79","0.160388009903614","0.127796170197039","0.192979849610189"
"Big worries","2002","North Rhine-Westphalia","(3a) lower tertiary education","45","0.168911330442231","0.125564213768141","0.21225844711632"
"Big worries","2002","North Rhine-Westphalia","(3b) higher tertiary education","87","0.124465303016857","0.0981171445882446","0.15081346144547"
"Big worries","2002","Hesse","(0) in school","","","",""
"Big worries","2002","Hesse","(1a) inadequately completed","","","",""
"Big worries","2002","Hesse","(1b) general elementary school","49","0.288881249723948","0.221729117227485","0.35603338222041"
"Big worries","2002","Hesse","(1c) basic vocational qualification","138","0.344158267556031","0.29877605447187","0.389540480640192"
"Big worries","2002","Hesse","(2b) intermediate general qualification","","","",""
"Big worries","2002","Hesse","(2a) intermediate vocational","125","0.359130831840872","0.308286086914935","0.409975576766809"
"Big worries","2002","Hesse","(2c_gen) general maturity certificate","","","",""
"Big worries","2002","Hesse","(2c_voc) vocational maturity certificate","36","0.257660316374906","0.185979130943519","0.329341501806294"
"Big worries","2002","Hesse","(3a) lower tertiary education","","","",""
"Big worries","2002","Hesse","(3b) higher tertiary education","37","0.140262359364572","0.0956737763489157","0.184850942380228"
"Big worries","2002","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Big worries","2002","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Big worries","2002","Rhineland-Palatinate,Saarland","(1b) general elementary school","50","0.253035866776917","0.194095088668196","0.311976644885638"
"Big worries","2002","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","127","0.240407559946047","0.203025725518396","0.277789394373699"
"Big worries","2002","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Big worries","2002","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","67","0.293944780765761","0.234940630496865","0.352948931034657"
"Big worries","2002","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Big worries","2002","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Big worries","2002","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Big worries","2002","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Big worries","2002","Baden-Württemberg","(0) in school","","","",""
"Big worries","2002","Baden-Württemberg","(1a) inadequately completed","","","",""
"Big worries","2002","Baden-Württemberg","(1b) general elementary school","92","0.234685979531749","0.194346659809458","0.275025299254041"
"Big worries","2002","Baden-Württemberg","(1c) basic vocational qualification","242","0.339509255364139","0.306382992799572","0.372635517928705"
"Big worries","2002","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Big worries","2002","Baden-Württemberg","(2a) intermediate vocational","149","0.322056704063991","0.282162882517667","0.361950525610314"
"Big worries","2002","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Big worries","2002","Baden-Württemberg","(2c_voc) vocational maturity certificate","43","0.247355917959974","0.187706523320522","0.307005312599426"
"Big worries","2002","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Big worries","2002","Baden-Württemberg","(3b) higher tertiary education","36","0.118464605683994","0.0826640221128012","0.154265189255187"
"Big worries","2002","Bavaria","(0) in school","","","",""
"Big worries","2002","Bavaria","(1a) inadequately completed","","","",""
"Big worries","2002","Bavaria","(1b) general elementary school","93","0.297701796283518","0.249382524982942","0.346021067584095"
"Big worries","2002","Bavaria","(1c) basic vocational qualification","405","0.389597298912417","0.361226840563561","0.417967757261272"
"Big worries","2002","Bavaria","(2b) intermediate general qualification","","","",""
"Big worries","2002","Bavaria","(2a) intermediate vocational","189","0.321200833506344","0.285577455013047","0.356824211999641"
"Big worries","2002","Bavaria","(2c_gen) general maturity certificate","","","",""
"Big worries","2002","Bavaria","(2c_voc) vocational maturity certificate","33","0.157676274485019","0.108030120488336","0.207322428481702"
"Big worries","2002","Bavaria","(3a) lower tertiary education","34","0.1597914231369","0.112125780786731","0.207457065487069"
"Big worries","2002","Bavaria","(3b) higher tertiary education","50","0.138591695968098","0.104474517145971","0.172708874790225"
"Big worries","2002","Berlin","(0) in school","","","",""
"Big worries","2002","Berlin","(1a) inadequately completed","","","",""
"Big worries","2002","Berlin","(1b) general elementary school","","","",""
"Big worries","2002","Berlin","(1c) basic vocational qualification","57","0.425740930453907","0.340744037818165","0.510737823089649"
"Big worries","2002","Berlin","(2b) intermediate general qualification","","","",""
"Big worries","2002","Berlin","(2a) intermediate vocational","79","0.375779979889782","0.309802065299436","0.441757894480128"
"Big worries","2002","Berlin","(2c_gen) general maturity certificate","","","",""
"Big worries","2002","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Big worries","2002","Berlin","(3a) lower tertiary education","","","",""
"Big worries","2002","Berlin","(3b) higher tertiary education","30","0.168009372649017","0.110788808011033","0.225229937287002"
"Big worries","2002","Brandenburg","(0) in school","","","",""
"Big worries","2002","Brandenburg","(1a) inadequately completed","","","",""
"Big worries","2002","Brandenburg","(1b) general elementary school","","","",""
"Big worries","2002","Brandenburg","(1c) basic vocational qualification","86","0.437559929754043","0.369317108804325","0.505802750703762"
"Big worries","2002","Brandenburg","(2b) intermediate general qualification","","","",""
"Big worries","2002","Brandenburg","(2a) intermediate vocational","109","0.339459187518404","0.286831836756964","0.392086538279844"
"Big worries","2002","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Big worries","2002","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Big worries","2002","Brandenburg","(3a) lower tertiary education","39","0.239984967939004","0.17094627915998","0.309023656718028"
"Big worries","2002","Brandenburg","(3b) higher tertiary education","","","",""
"Big worries","2002","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Big worries","2002","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Big worries","2002","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Big worries","2002","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","37","0.446156384548653","0.34773891691123","0.544573852186077"
"Big worries","2002","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Big worries","2002","Mecklenburg-Western Pomerania","(2a) intermediate vocational","60","0.322516462497259","0.255875308951979","0.38915761604254"
"Big worries","2002","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Big worries","2002","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Big worries","2002","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Big worries","2002","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Big worries","2002","Saxony","(0) in school","","","",""
"Big worries","2002","Saxony","(1a) inadequately completed","","","",""
"Big worries","2002","Saxony","(1b) general elementary school","31","0.386452808958658","0.278390806776898","0.494514811140418"
"Big worries","2002","Saxony","(1c) basic vocational qualification","134","0.343229729647834","0.294521667587834","0.391937791707833"
"Big worries","2002","Saxony","(2b) intermediate general qualification","","","",""
"Big worries","2002","Saxony","(2a) intermediate vocational","233","0.388345191285714","0.349151422014211","0.427538960557217"
"Big worries","2002","Saxony","(2c_gen) general maturity certificate","","","",""
"Big worries","2002","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Big worries","2002","Saxony","(3a) lower tertiary education","47","0.228469129860554","0.170427382311918","0.28651087740919"
"Big worries","2002","Saxony","(3b) higher tertiary education","","","",""
"Big worries","2002","Saxony-Anhalt","(0) in school","","","",""
"Big worries","2002","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Big worries","2002","Saxony-Anhalt","(1b) general elementary school","","","",""
"Big worries","2002","Saxony-Anhalt","(1c) basic vocational qualification","91","0.367934051712919","0.308035736645183","0.427832366780654"
"Big worries","2002","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Big worries","2002","Saxony-Anhalt","(2a) intermediate vocational","123","0.464958994678822","0.408329743420085","0.52158824593756"
"Big worries","2002","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Big worries","2002","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Big worries","2002","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Big worries","2002","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Big worries","2002","Thuringia","(0) in school","","","",""
"Big worries","2002","Thuringia","(1a) inadequately completed","","","",""
"Big worries","2002","Thuringia","(1b) general elementary school","","","",""
"Big worries","2002","Thuringia","(1c) basic vocational qualification","93","0.341281225724934","0.284409202306628","0.398153249143241"
"Big worries","2002","Thuringia","(2b) intermediate general qualification","","","",""
"Big worries","2002","Thuringia","(2a) intermediate vocational","137","0.35233929029417","0.302716931411813","0.401961649176526"
"Big worries","2002","Thuringia","(2c_gen) general maturity certificate","","","",""
"Big worries","2002","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Big worries","2002","Thuringia","(3a) lower tertiary education","","","",""
"Big worries","2002","Thuringia","(3b) higher tertiary education","","","",""
"Some worries","2002","Schleswig-Holstein","(0) in school","","","",""
"Some worries","2002","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Some worries","2002","Schleswig-Holstein","(1b) general elementary school","31","0.496200427843276","0.381505523022885","0.610895332663667"
"Some worries","2002","Schleswig-Holstein","(1c) basic vocational qualification","119","0.530309462780335","0.465810197633275","0.594808727927395"
"Some worries","2002","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Some worries","2002","Schleswig-Holstein","(2a) intermediate vocational","73","0.447754870119312","0.371416937318759","0.524092802919865"
"Some worries","2002","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Some worries","2002","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Some worries","2002","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Some worries","2002","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Some worries","2002","Hamburg","(0) in school","","","",""
"Some worries","2002","Hamburg","(1a) inadequately completed","","","",""
"Some worries","2002","Hamburg","(1b) general elementary school","","","",""
"Some worries","2002","Hamburg","(1c) basic vocational qualification","33","0.420819033334199","0.306784426192895","0.534853640475503"
"Some worries","2002","Hamburg","(2b) intermediate general qualification","","","",""
"Some worries","2002","Hamburg","(2a) intermediate vocational","44","0.49870455350352","0.392410939146709","0.60499816786033"
"Some worries","2002","Hamburg","(2c_gen) general maturity certificate","","","",""
"Some worries","2002","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Some worries","2002","Hamburg","(3a) lower tertiary education","","","",""
"Some worries","2002","Hamburg","(3b) higher tertiary education","","","",""
"Some worries","2002","Lower Saxony","(0) in school","","","",""
"Some worries","2002","Lower Saxony","(1a) inadequately completed","","","",""
"Some worries","2002","Lower Saxony","(1b) general elementary school","97","0.407727195148373","0.341577797141971","0.473876593154775"
"Some worries","2002","Lower Saxony","(1c) basic vocational qualification","293","0.478754076434842","0.438749262202685","0.518758890666999"
"Some worries","2002","Lower Saxony","(2b) intermediate general qualification","","","",""
"Some worries","2002","Lower Saxony","(2a) intermediate vocational","246","0.470230827974468","0.425765213287212","0.514696442661724"
"Some worries","2002","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Some worries","2002","Lower Saxony","(2c_voc) vocational maturity certificate","67","0.474908691996483","0.393628155089359","0.556189228903606"
"Some worries","2002","Lower Saxony","(3a) lower tertiary education","36","0.333413487205055","0.240076259743405","0.426750714666704"
"Some worries","2002","Lower Saxony","(3b) higher tertiary education","90","0.453450658650923","0.385958292468752","0.520943024833093"
"Some worries","2002","Bremen","(0) in school","","","",""
"Some worries","2002","Bremen","(1a) inadequately completed","","","",""
"Some worries","2002","Bremen","(1b) general elementary school","","","",""
"Some worries","2002","Bremen","(1c) basic vocational qualification","","","",""
"Some worries","2002","Bremen","(2b) intermediate general qualification","","","",""
"Some worries","2002","Bremen","(2a) intermediate vocational","","","",""
"Some worries","2002","Bremen","(2c_gen) general maturity certificate","","","",""
"Some worries","2002","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Some worries","2002","Bremen","(3a) lower tertiary education","","","",""
"Some worries","2002","Bremen","(3b) higher tertiary education","","","",""
"Some worries","2002","North Rhine-Westphalia","(0) in school","63","0.421189879462123","0.340824109187919","0.501555649736327"
"Some worries","2002","North Rhine-Westphalia","(1a) inadequately completed","44","0.411657222015393","0.31321179267206","0.510102651358727"
"Some worries","2002","North Rhine-Westphalia","(1b) general elementary school","245","0.487356742819267","0.443456741436013","0.531256744202522"
"Some worries","2002","North Rhine-Westphalia","(1c) basic vocational qualification","745","0.479931055117976","0.454656842652665","0.505205267583287"
"Some worries","2002","North Rhine-Westphalia","(2b) intermediate general qualification","57","0.397744488189773","0.315183727936462","0.480305248443084"
"Some worries","2002","North Rhine-Westphalia","(2a) intermediate vocational","404","0.490447149970267","0.456580199928727","0.524314100011807"
"Some worries","2002","North Rhine-Westphalia","(2c_gen) general maturity certificate","87","0.347205699663029","0.283568587839928","0.410842811486129"
"Some worries","2002","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","242","0.452894352444015","0.408684642872507","0.497104062015523"
"Some worries","2002","North Rhine-Westphalia","(3a) lower tertiary education","124","0.48934074083402","0.431507379370715","0.547174102297325"
"Some worries","2002","North Rhine-Westphalia","(3b) higher tertiary education","247","0.398845158917775","0.359762439759733","0.437927878075818"
"Some worries","2002","Hesse","(0) in school","","","",""
"Some worries","2002","Hesse","(1a) inadequately completed","","","",""
"Some worries","2002","Hesse","(1b) general elementary school","78","0.459258802776264","0.385425458455562","0.533092147096966"
"Some worries","2002","Hesse","(1c) basic vocational qualification","220","0.490034023412141","0.442282111862801","0.537785934961482"
"Some worries","2002","Hesse","(2b) intermediate general qualification","","","",""
"Some worries","2002","Hesse","(2a) intermediate vocational","159","0.484496693669789","0.431530815850185","0.537462571489392"
"Some worries","2002","Hesse","(2c_gen) general maturity certificate","37","0.502131695683822","0.388212138414837","0.616051252952806"
"Some worries","2002","Hesse","(2c_voc) vocational maturity certificate","67","0.435688798359323","0.354419295143496","0.516958301575149"
"Some worries","2002","Hesse","(3a) lower tertiary education","47","0.406745707156212","0.31735321806412","0.496138196248304"
"Some worries","2002","Hesse","(3b) higher tertiary education","91","0.388033105918482","0.325462770260245","0.450603441576718"
"Some worries","2002","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Some worries","2002","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Some worries","2002","Rhineland-Palatinate,Saarland","(1b) general elementary school","99","0.485345906450462","0.41758825426286","0.553103558638064"
"Some worries","2002","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","256","0.53032087262658","0.486662632722542","0.573979112530618"
"Some worries","2002","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Some worries","2002","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","116","0.529039849661372","0.464390133318472","0.593689566004271"
"Some worries","2002","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Some worries","2002","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","34","0.354984179174921","0.252655320438621","0.457313037911222"
"Some worries","2002","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Some worries","2002","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","56","0.388861244326962","0.302709757133691","0.475012731520233"
"Some worries","2002","Baden-Württemberg","(0) in school","36","0.502952052629725","0.39788878606658","0.608015319192871"
"Some worries","2002","Baden-Württemberg","(1a) inadequately completed","","","",""
"Some worries","2002","Baden-Württemberg","(1b) general elementary school","230","0.574699118373877","0.527641107075564","0.621757129672189"
"Some worries","2002","Baden-Württemberg","(1c) basic vocational qualification","421","0.525478716592177","0.49054710069411","0.560410332490244"
"Some worries","2002","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Some worries","2002","Baden-Württemberg","(2a) intermediate vocational","277","0.510702908091382","0.468024003307214","0.553381812875549"
"Some worries","2002","Baden-Württemberg","(2c_gen) general maturity certificate","68","0.513343028581971","0.425369389493723","0.60131666767022"
"Some worries","2002","Baden-Württemberg","(2c_voc) vocational maturity certificate","101","0.45587340074586","0.387020511832461","0.524726289659259"
"Some worries","2002","Baden-Württemberg","(3a) lower tertiary education","93","0.50288995177232","0.431418613148643","0.574361290395997"
"Some worries","2002","Baden-Württemberg","(3b) higher tertiary education","160","0.547028868685626","0.491882577761611","0.602175159609642"
"Some worries","2002","Bavaria","(0) in school","","","",""
"Some worries","2002","Bavaria","(1a) inadequately completed","","","",""
"Some worries","2002","Bavaria","(1b) general elementary school","173","0.510959590374544","0.458135196743783","0.563783984005306"
"Some worries","2002","Bavaria","(1c) basic vocational qualification","556","0.464507840837565","0.435492796205943","0.493522885469187"
"Some worries","2002","Bavaria","(2b) intermediate general qualification","45","0.58983584516159","0.481373503091431","0.69829818723175"
"Some worries","2002","Bavaria","(2a) intermediate vocational","317","0.446044227249726","0.40812123205429","0.483967222445162"
"Some worries","2002","Bavaria","(2c_gen) general maturity certificate","44","0.387783822500298","0.295462196135571","0.480105448865026"
"Some worries","2002","Bavaria","(2c_voc) vocational maturity certificate","98","0.490737147887907","0.422635380250411","0.558838915525404"
"Some worries","2002","Bavaria","(3a) lower tertiary education","114","0.500479888858955","0.435436229495436","0.565523548222475"
"Some worries","2002","Bavaria","(3b) higher tertiary education","166","0.439219838369984","0.390215190288001","0.488224486451967"
"Some worries","2002","Berlin","(0) in school","","","",""
"Some worries","2002","Berlin","(1a) inadequately completed","","","",""
"Some worries","2002","Berlin","(1b) general elementary school","","","",""
"Some worries","2002","Berlin","(1c) basic vocational qualification","49","0.38049880933825","0.297039624486887","0.463957994189612"
"Some worries","2002","Berlin","(2b) intermediate general qualification","","","",""
"Some worries","2002","Berlin","(2a) intermediate vocational","85","0.410531984098744","0.343517829970935","0.477546138226553"
"Some worries","2002","Berlin","(2c_gen) general maturity certificate","","","",""
"Some worries","2002","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Some worries","2002","Berlin","(3a) lower tertiary education","40","0.470138856267728","0.368700844961836","0.57157686757362"
"Some worries","2002","Berlin","(3b) higher tertiary education","59","0.388040554977776","0.313459925159505","0.462621184796046"
"Some worries","2002","Brandenburg","(0) in school","","","",""
"Some worries","2002","Brandenburg","(1a) inadequately completed","","","",""
"Some worries","2002","Brandenburg","(1b) general elementary school","","","",""
"Some worries","2002","Brandenburg","(1c) basic vocational qualification","96","0.461681099765875","0.393102133567959","0.530260065963792"
"Some worries","2002","Brandenburg","(2b) intermediate general qualification","","","",""
"Some worries","2002","Brandenburg","(2a) intermediate vocational","154","0.482689815860255","0.427153447284789","0.538226184435722"
"Some worries","2002","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Some worries","2002","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Some worries","2002","Brandenburg","(3a) lower tertiary education","76","0.479525654815516","0.398765896440325","0.560285413190706"
"Some worries","2002","Brandenburg","(3b) higher tertiary education","43","0.425163782333748","0.331492515295999","0.518835049371497"
"Some worries","2002","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Some worries","2002","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Some worries","2002","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Some worries","2002","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","54","0.488949890766932","0.389980938504199","0.587918843029666"
"Some worries","2002","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Some worries","2002","Mecklenburg-Western Pomerania","(2a) intermediate vocational","97","0.504396964801883","0.433116520193305","0.575677409410461"
"Some worries","2002","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Some worries","2002","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Some worries","2002","Mecklenburg-Western Pomerania","(3a) lower tertiary education","41","0.488390909106204","0.376009568879939","0.600772249332469"
"Some worries","2002","Mecklenburg-Western Pomerania","(3b) higher tertiary education","32","0.438735759407773","0.319017242940512","0.558454275875033"
"Some worries","2002","Saxony","(0) in school","","","",""
"Some worries","2002","Saxony","(1a) inadequately completed","","","",""
"Some worries","2002","Saxony","(1b) general elementary school","","","",""
"Some worries","2002","Saxony","(1c) basic vocational qualification","181","0.49369936430789","0.442408835210648","0.544989893405131"
"Some worries","2002","Saxony","(2b) intermediate general qualification","","","",""
"Some worries","2002","Saxony","(2a) intermediate vocational","266","0.448830909150788","0.4088328724506","0.488828945850975"
"Some worries","2002","Saxony","(2c_gen) general maturity certificate","","","",""
"Some worries","2002","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Some worries","2002","Saxony","(3a) lower tertiary education","111","0.538937684979395","0.470025003078704","0.607850366880087"
"Some worries","2002","Saxony","(3b) higher tertiary education","90","0.435565415437535","0.366326783129053","0.504804047746016"
"Some worries","2002","Saxony-Anhalt","(0) in school","","","",""
"Some worries","2002","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Some worries","2002","Saxony-Anhalt","(1b) general elementary school","31","0.523634919810168","0.399316206738047","0.647953632882288"
"Some worries","2002","Saxony-Anhalt","(1c) basic vocational qualification","127","0.504568370233128","0.442467127144255","0.566669613322001"
"Some worries","2002","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Some worries","2002","Saxony-Anhalt","(2a) intermediate vocational","131","0.381497797929219","0.326346390248593","0.436649205609846"
"Some worries","2002","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Some worries","2002","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Some worries","2002","Saxony-Anhalt","(3a) lower tertiary education","70","0.534571276509769","0.448826866658449","0.620315686361089"
"Some worries","2002","Saxony-Anhalt","(3b) higher tertiary education","51","0.6023836007761","0.505978678719837","0.698788522832363"
"Some worries","2002","Thuringia","(0) in school","","","",""
"Some worries","2002","Thuringia","(1a) inadequately completed","","","",""
"Some worries","2002","Thuringia","(1b) general elementary school","","","",""
"Some worries","2002","Thuringia","(1c) basic vocational qualification","137","0.526102082571272","0.466209937081733","0.58599422806081"
"Some worries","2002","Thuringia","(2b) intermediate general qualification","","","",""
"Some worries","2002","Thuringia","(2a) intermediate vocational","160","0.452770451060123","0.401063741686334","0.504477160433913"
"Some worries","2002","Thuringia","(2c_gen) general maturity certificate","","","",""
"Some worries","2002","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Some worries","2002","Thuringia","(3a) lower tertiary education","44","0.449960044277948","0.349920804441879","0.549999284114018"
"Some worries","2002","Thuringia","(3b) higher tertiary education","37","0.572203047030805","0.467023195195359","0.677382898866251"
"No worries","2002","Schleswig-Holstein","(0) in school","","","",""
"No worries","2002","Schleswig-Holstein","(1a) inadequately completed","","","",""
"No worries","2002","Schleswig-Holstein","(1b) general elementary school","","","",""
"No worries","2002","Schleswig-Holstein","(1c) basic vocational qualification","72","0.235353812041234","0.18052926460243","0.290178359480039"
"No worries","2002","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
