"plj0046","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Some worries","2003","vocational + Abi","546","0.463017359917311","0.434260870993902","0.49177384884072","2"
"Some worries","2003","general elemantary","1298","0.479142742924965","0.460372251744075","0.497913234105855","2"
"Some worries","2003","higher education","1926","0.454039357994288","0.439230192044162","0.468848523944414","2"
"Some worries","2003","higher vocational","819","0.463865140730564","0.440075123251634","0.487655158209493","2"
"Some worries","2003","in school","248","0.406950133708932","0.368123768342576","0.445776499075289","2"
"Some worries","2003","inadequately","100","0.340628037361379","0.28291105145577","0.398345023266987","2"
"Big worries","2004","in school","120","0.211075632614125","0.179311266210202","0.242839999018048","1"
"Big worries","2004","general elemantary","833","0.342844190013423","0.324439215864199","0.361249164162646","1"
"Big worries","2004","higher education","877","0.236453279043414","0.223745870706709","0.24916068738012","1"
"Big worries","2004","higher vocational","526","0.341202965504713","0.318242887529446","0.36416304347998","1"
"Big worries","2004","inadequately","64","0.350582777510818","0.290341141264232","0.410824413757405","1"
"Big worries","2004","middle vocational","3920","0.374049724848865","0.364913771215054","0.383185678482677","1"
"Big worries","2004","vocational + Abi","276","0.243057108352305","0.218331049714122","0.267783166990487","1"
"No worries","2004","general elemantary","577","0.211856233871818","0.196011827043547","0.227700640700088","3"
"No worries","2004","higher education","1468","0.338648809494868","0.324495521191424","0.352802097798312","3"
"No worries","2004","higher vocational","345","0.195145979533981","0.175953569860862","0.2143383892071","3"
"No worries","2004","middle vocational","1971","0.177290336877206","0.170079508960252","0.18450116479416","3"
"No worries","2004","vocational + Abi","327","0.301395447925294","0.274943770133223","0.327847125717365","3"
"No worries","2004","in school","240","0.357935694264945","0.320619681731967","0.395251706797924","3"
"No worries","2004","inadequately","85","0.310436947326016","0.252023442660388","0.368850451991645","3"
"Some worries","2004","vocational + Abi","553","0.455547443722401","0.426838580144331","0.484256307300471","2"
"Some worries","2004","middle vocational","4885","0.448659938273929","0.439269459809074","0.458050416738784","2"
"Some worries","2004","general elemantary","1145","0.44529957611476","0.426028408511663","0.464570743717857","2"
"Some worries","2004","higher education","1950","0.424897911461718","0.410114274895817","0.439681548027618","2"
"Some worries","2004","higher vocational","767","0.463651054961306","0.439501424818554","0.487800685104058","2"
"Some worries","2004","in school","274","0.43098867312093","0.392441117285217","0.469536228956643","2"
"Some worries","2004","inadequately","92","0.338980275163165","0.279217054574857","0.398743495751474","2"
"Big worries","2005","higher vocational","623","0.401290566185481","0.376959420496971","0.425621711873991","1"
"Big worries","2005","in school","125","0.230285394720268","0.197794154074246","0.262776635366291","1"
"Big worries","2005","inadequately","75","0.351121296399899","0.289963685947427","0.41227890685237","1"
"Big worries","2005","middle vocational","4489","0.454557506691294","0.444910933379473","0.464204080003116","1"
"Big worries","2005","vocational + Abi","320","0.271442032659451","0.245536323648726","0.297347741670175","1"
"Big worries","2005","higher education","1004","0.235669342064477","0.222762885340638","0.248575798788317","1"
"Big worries","2005","general elemantary","953","0.422962997772556","0.403136001791059","0.442789993754053","1"
"No worries","2005","higher vocational","244","0.144636680699616","0.127176868507039","0.162096492892194","3"
"No worries","2005","middle vocational","1454","0.141258897840536","0.134511393085359","0.148006402595713","3"
"No worries","2005","vocational + Abi","276","0.267416807359742","0.241632961117758","0.293200653601726","3"
"No worries","2005","general elemantary","439","0.174084576570755","0.15886677786135","0.189302375280159","3"
"No worries","2005","higher education","1208","0.293040177800165","0.279198912407956","0.306881443192375","3"
"No worries","2005","in school","225","0.323948920717667","0.287833202358048","0.360064639077285","3"
"No worries","2005","inadequately","60","0.245394068161818","0.190258443418985","0.30052969290465","3"
"Some worries","2005","vocational + Abi","536","0.461141159980808","0.432102315731778","0.490180004229837","2"
"Some worries","2005","middle vocational","4292","0.40418359546817","0.394676458797829","0.41369073213851","2"
"Some worries","2005","general elemantary","993","0.402952425656689","0.383267433065163","0.422637418248215","2"
"Some worries","2005","higher education","1942","0.471290480135357","0.456110620920662","0.486470339350053","2"
"Some worries","2005","higher vocational","692","0.454072753114903","0.429358064684312","0.478787441545493","2"
"Some worries","2005","in school","295","0.445765684562065","0.407406598070397","0.484124771053733","2"
"Some worries","2005","inadequately","99","0.403484635438283","0.340626067831335","0.466343203045231","2"
"Big worries","2006","higher vocational","568","0.358633149784377","0.335477980672184","0.381788318896569","1"
"Big worries","2006","in school","74","0.192597333433274","0.153758093469969","0.23143657339658","1"
"Big worries","2006","inadequately","64","0.283364420885584","0.224999460835909","0.341729380935259","1"
"Big worries","2006","middle vocational","4303","0.398466852459248","0.38933228885817","0.407601416060326","1"
"Big worries","2006","vocational + Abi","294","0.234388599843499","0.21053965225001","0.258237547436988","1"
"Big worries","2006","general elemantary","844","0.35890332591013","0.339948009387021","0.37785864243324","1"
"Big worries","2006","higher education","968","0.218101961149157","0.206130495391042","0.230073426907273","1"
"No worries","2006","vocational + Abi","328","0.280558239787954","0.255264903591607","0.305851575984302","3"
"No worries","2006","middle vocational","1831","0.164467899465245","0.157551436352567","0.171384362577923","3"
"No worries","2006","higher vocational","332","0.203519213963182","0.184080843830514","0.22295758409585","3"
"No worries","2006","general elemantary","541","0.21445885996623","0.198239377173463","0.230678342758998","3"
"No worries","2006","higher education","1514","0.343979227127121","0.330208166689131","0.357750287565111","3"
"No worries","2006","in school","148","0.342956188529774","0.29620238100531","0.389709996054239","3"
"No worries","2006","inadequately","75","0.30005070610978","0.240695206309716","0.359406205909844","3"
"Some worries","2006","vocational + Abi","590","0.485053160368546","0.456916493481698","0.513189827255395","2"
"Some worries","2006","middle vocational","4901","0.437065248075507","0.427810510886728","0.446319985264285","2"
"Some worries","2006","general elemantary","1075","0.426637814123639","0.407093306503393","0.446182321743885","2"
"Some worries","2006","higher education","2089","0.437918811723722","0.423536165221004","0.45230145822644","2"
"Some worries","2006","higher vocational","748","0.437847636252441","0.413894741145931","0.461800531358951","2"
"Some worries","2006","in school","174","0.464446478036952","0.415325186753325","0.513567769320579","2"
"Some worries","2006","inadequately","90","0.416584873004636","0.352733397067315","0.480436348941957","2"
"Big worries","2007","higher vocational","479","0.332102195040433","0.308449043159409","0.355755346921456","1"
"Big worries","2007","in school","63","0.145006747009006","0.10746926045348","0.182544233564532","1"
"Big worries","2007","inadequately","53","0.249207875418266","0.191523001063573","0.306892749772959","1"
"Big worries","2007","middle vocational","3517","0.351080668321136","0.341858816995851","0.360302519646421","1"
"Big worries","2007","vocational + Abi","226","0.189999766951639","0.167530507992654","0.212469025910624","1"
"Big worries","2007","higher education","854","0.192708927030262","0.181026673957464","0.20439118010306","1"
"Big worries","2007","general elemantary","727","0.341190844891259","0.321329726156476","0.361051963626041","1"
"No worries","2007","higher vocational","337","0.231332755073723","0.210154708848767","0.252510801298679","3"
"No worries","2007","middle vocational","2096","0.199760735410298","0.192035987876949","0.207485482943646","3"
"No worries","2007","vocational + Abi","347","0.309099298660983","0.282630972962983","0.335567624358983","3"
"No worries","2007","general elemantary","496","0.233242972701856","0.215527270278977","0.250958675124734","3"
"No worries","2007","inadequately","70","0.275696039980507","0.216102812157407","0.335289267803607","3"
"No worries","2007","in school","137","0.40710647860671","0.354730506077515","0.459482451135905","3"
"No worries","2007","higher education","1690","0.39020030679089","0.375752629834378","0.404647983747402","3"
"Some worries","2007","middle vocational","4678","0.449158596268566","0.439548395780048","0.458768796757084","2"
"Some worries","2007","vocational + Abi","598","0.500900934387378","0.472263181135839","0.529538687638916","2"
"Some worries","2007","general elemantary","966","0.425566182406886","0.404853861574099","0.446278503239673","2"
"Some worries","2007","higher education","1835","0.417090766178848","0.402486613199673","0.431694919158024","2"
"Some worries","2007","higher vocational","707","0.436565049885844","0.411656725496602","0.461473374275087","2"
"Some worries","2007","in school","138","0.447886774384284","0.394873096448605","0.500900452319962","2"
"Some worries","2007","inadequately","93","0.475096084601227","0.408499516830237","0.541692652372217","2"
"Big worries","2008","higher vocational","389","0.26329461773038","0.24034699067356","0.2862422447872","1"
"Big worries","2008","in school","72","0.204354644793933","0.162230724549334","0.246478565038532","1"
"Big worries","2008","inadequately","43","0.273732122058833","0.209482063618647","0.337982180499018","1"
"Big worries","2008","middle vocational","2947","0.311277727863539","0.302074891421205","0.320480564305873","1"
"Big worries","2008","vocational + Abi","185","0.159681516949768","0.138024505422331","0.181338528477205","1"
"Big worries","2008","higher education","646","0.149913075990512","0.139107769615179","0.160718382365846","1"
"Big worries","2008","general elemantary","572","0.300003593727799","0.280019542235693","0.319987645219905","1"
"No worries","2008","middle vocational","2268","0.224134385129273","0.215845939126481","0.232422831132065","3"
"No worries","2008","vocational + Abi","407","0.398680910151124","0.36973318362963","0.427628636672618","3"
"No worries","2008","higher vocational","367","0.278955078350694","0.255587259980323","0.302322896721065","3"
"No worries","2008","in school","149","0.439800863893923","0.387947609845427","0.49165411794242","3"
"No worries","2008","inadequately","70","0.32711347620738","0.259507924661444","0.394719027753317","3"
"No worries","2008","general elemantary","542","0.256271326059031","0.23723295981184","0.275309692306222","3"
"No worries","2008","higher education","1797","0.440743416406752","0.425716006623745","0.455770826189759","3"
"Some worries","2008","middle vocational","4509","0.464587887007188","0.454674920169659","0.474500853844717","2"
"Some worries","2008","vocational + Abi","507","0.441637572899108","0.412278634667328","0.470996511130888","2"
"Some worries","2008","higher education","1750","0.409343507602736","0.394460280655663","0.424226734549809","2"
"Some worries","2008","in school","131","0.355844491312144","0.305829264180053","0.405859718444234","2"
"Some worries","2008","inadequately","72","0.399154401733787","0.328585374610065","0.469723428857509","2"
"Some worries","2008","general elemantary","906","0.44372508021317","0.422059309911892","0.465390850514449","2"
"Some worries","2008","higher vocational","659","0.457750303918925","0.431791549467324","0.483709058370527","2"
"Big worries","2009","vocational + Abi","147","0.159798997180718","0.137099842995125","0.18249815136631","1"
"Big worries","2009","higher vocational","294","0.23564271322628","0.212791178955553","0.258494247497008","1"
"Big worries","2009","in school","43","0.15331041350947","0.113139030107092","0.193481796911847","1"
"Big worries","2009","inadequately","39","0.190671577245679","0.131092299889744","0.250250854601613","1"
"Big worries","2009","middle vocational","2342","0.262431813488166","0.253371540950988","0.271492086025345","1"
"Big worries","2009","general elemantary","464","0.281794035265737","0.260970793180464","0.302617277351011","1"
"Big worries","2009","higher education","450","0.103308592840831","0.0939128435689684","0.112704342112693","1"
"No worries","2009","middle vocational","2534","0.270640889177217","0.261491347392842","0.279790430961591","3"
"No worries","2009","vocational + Abi","432","0.432095970668354","0.401408673739902","0.462783267596807","3"
"No worries","2009","higher vocational","437","0.336285555615681","0.310847442550242","0.36172366868112","3"
"No worries","2009","in school","154","0.505156838042918","0.449410575470898","0.560903100614938","3"
"No worries","2009","inadequately","68","0.457171813535911","0.381617237327311","0.532726389744511","3"
"No worries","2009","general elemantary","526","0.285928315844767","0.265013336727705","0.30684329496183","3"
"No worries","2009","higher education","2056","0.522394767817759","0.50697507794389","0.537814457691628","3"
"Some worries","2009","middle vocational","4182","0.466927297334617","0.456653055428341","0.477201539240894","2"
"Some worries","2009","vocational + Abi","422","0.408105032150928","0.377658393629582","0.438551670672274","2"
"Some worries","2009","higher education","1525","0.37429663934141","0.359357213746973","0.389236064935847","2"
"Some worries","2009","higher vocational","594","0.428071731158039","0.401429584913101","0.454713877402977","2"
"Some worries","2009","in school","112","0.341532748447612","0.288657536883384","0.394407960011841","2"
"Some worries","2009","inadequately","60","0.35215660921841","0.279714215301733","0.424599003135087","2"
"Some worries","2009","general elemantary","803","0.432277648889495","0.409347475805909","0.455207821973081","2"
"Big worries","2010","inadequately","97","0.264165956515989","0.217024085529558","0.31130782750242","1"
"Big worries","2010","vocational + Abi","264","0.149840735817753","0.132884345401899","0.166797126233608","1"
"Big worries","2010","higher vocational","322","0.21966122994376","0.199450412923744","0.239872046963776","1"
"Big worries","2010","in school","62","0.13720336160446","0.104020818790506","0.170385904418415","1"
"Big worries","2010","middle vocational","3079","0.26306355043077","0.255091901369375","0.271035199492166","1"
"Big worries","2010","general elemantary","673","0.281905375977373","0.264071276860263","0.299739475094483","1"
"Big worries","2010","higher education","552","0.11844855414351","0.10979375354612","0.127103354740901","1"
"No worries","2010","middle vocational","3451","0.28269814278546","0.274545183581018","0.290851101989903","3"
"No worries","2010","vocational + Abi","743","0.450217409096255","0.426581356531979","0.473853461660531","3"
"No worries","2010","higher vocational","561","0.349383228021862","0.326108788784805","0.37265766725892","3"
"No worries","2010","in school","199","0.420348471025201","0.372742514671626","0.467954427378777","3"
"No worries","2010","inadequately","110","0.343434970460688","0.292661180319819","0.394208760601557","3"
"No worries","2010","general elemantary","752","0.299641077260044","0.281483008045892","0.317799146474197","3"
"No worries","2010","higher education","2967","0.539364589218529","0.526014375167561","0.552714803269496","3"
"Some worries","2010","vocational + Abi","695","0.399941855085992","0.376668263492926","0.423215446679058","2"
"Some worries","2010","middle vocational","5189","0.454238306783769","0.445223711848352","0.463252901719187","2"
"Some worries","2010","general elemantary","1020","0.418453546762582","0.398900047397674","0.43800704612749","2"
"Some worries","2010","higher education","1836","0.342186856637961","0.329479614986692","0.35489409828923","2"
"Some worries","2010","higher vocational","729","0.430955542034377","0.40678118642776","0.455129897640994","2"
"Some worries","2010","in school","152","0.442448167370338","0.394546912663146","0.490349422077531","2"
"Some worries","2010","inadequately","129","0.392399073023323","0.340189318342158","0.444608827704489","2"
"Big worries","2011","higher vocational","336","0.240501760088344","0.218427337091455","0.262576183085234","1"
"Big worries","2011","in school","42","0.125048725262949","0.0882866969598639","0.161810753566034","1"
"Big worries","2011","inadequately","55","0.25144893121873","0.193591808793117","0.309306053644344","1"
"Big worries","2011","middle vocational","2945","0.286749640361624","0.278059211029427","0.295440069693822","1"
"Big worries","2011","vocational + Abi","202","0.164120295250839","0.143129178878933","0.185111411622745","1"
"Big worries","2011","general elemantary","571","0.282551132592265","0.263408016758554","0.301694248425976","1"
"Big worries","2011","higher education","609","0.125831393123512","0.11621250904973","0.135450277197294","1"
"No worries","2011","middle vocational","2767","0.262229721702589","0.253777510775178","0.27068193263","3"
"No worries","2011","in school","143","0.488368662960748","0.432814020184077","0.543923305737418","3"
"No worries","2011","higher vocational","460","0.316769588904124","0.292741336800359","0.34079784100789","3"
"No worries","2011","vocational + Abi","483","0.402029167938757","0.374241552306687","0.429816783570828","3"
"No worries","2011","general elemantary","610","0.277399127007006","0.258363358716899","0.296434895297113","3"
"No worries","2011","higher education","2270","0.520632841185301","0.506144038309628","0.535121644060974","3"
"No worries","2011","inadequately","86","0.441914559254085","0.375686700044203","0.508142418463968","3"
"Some worries","2011","vocational + Abi","511","0.433850536810404","0.405762711158057","0.461938362462751","2"
"Some worries","2011","middle vocational","4691","0.451020637935786","0.441458720082675","0.460582555788897","2"
"Some worries","2011","general elemantary","944","0.440049740400729","0.418944309006122","0.461155171795336","2"
"Some worries","2011","higher education","1688","0.353535765691187","0.339670713314946","0.367400818067428","2"
"Some worries","2011","higher vocational","644","0.442728651007532","0.417073828364794","0.468383473650269","2"
"Some worries","2011","in school","126","0.386582611776303","0.332461451866217","0.440703771686389","2"
"Some worries","2011","inadequately","75","0.306636509527185","0.245145215608412","0.368127803445957","2"
"Big worries","2012","higher vocational","245","0.185006976588676","0.16498600423383","0.205027948943521","1"
"Big worries","2012","in school","28","","","","1"
"Big worries","2012","inadequately","56","0.215769437709277","0.162374815992233","0.269164059426322","1"
"Big worries","2012","middle vocational","2335","0.228738930346603","0.220614422580777","0.236863438112428","1"
"Big worries","2012","vocational + Abi","161","0.132373616440155","0.113246851127675","0.151500381752635","1"
"Big worries","2012","higher education","427","0.0918530223711532","0.0835481438392592","0.100157900903047","1"
"Big worries","2012","general elemantary","479","0.233527219982834","0.215449554487632","0.251604885478035","1"
"No worries","2012","higher vocational","602","0.432283942335651","0.406741389032539","0.457826495638763","3"
"No worries","2012","in school","165","0.565860425834741","0.50759713081493","0.624123720854552","3"
"No worries","2012","middle vocational","3343","0.322681870400002","0.313638924283956","0.331724816516048","3"
"No worries","2012","vocational + Abi","594","0.491695767524016","0.46348047643917","0.519911058608861","3"
"No worries","2012","inadequately","89","0.470982631633018","0.406191125008487","0.535774138257548","3"
"No worries","2012","higher education","2765","0.612363609735648","0.598354019080643","0.626373200390654","3"
"No worries","2012","general elemantary","680","0.306091518983917","0.28639896841756","0.325784069550275","3"
"Some worries","2012","middle vocational","4589","0.448579199253395","0.43895892511176","0.458199473395031","2"
"Some worries","2012","vocational + Abi","451","0.375930616035829","0.348594001819827","0.403267230251832","2"
"Some worries","2012","general elemantary","945","0.460381261033249","0.439083813662253","0.481678708404245","2"
"Some worries","2012","higher education","1454","0.295783367893198","0.282659903353365","0.308906832433032","2"
"Some worries","2012","higher vocational","598","0.382709081075673","0.35764836390279","0.407769798248556","2"
"Some worries","2012","in school","85","0.319882229723094","0.26505291581067","0.374711543635518","2"
"Some worries","2012","inadequately","83","0.313247930657705","0.253044011870825","0.373451849444585","2"
"Big worries","2013","higher vocational","277","0.210489304512772","0.188555869356939","0.232422739668605","1"
"Big worries","2013","in school","33","0.119183319805691","0.0798000363348621","0.15856660327652","1"
"Big worries","2013","inadequately","55","0.23154499418315","0.171566133671018","0.291523854695283","1"
"Big worries","2013","middle vocational","2466","0.261238006381685","0.252358571519598","0.270117441243772","1"
"Big worries","2013","vocational + Abi","165","0.159610578458407","0.137967308685428","0.181253848231386","1"
"Big worries","2013","higher education","502","0.111680849163684","0.102435927808635","0.120925770518732","1"
"Big worries","2013","general elemantary","487","0.292850883228144","0.272080409430379","0.31362135702591","1"
"No worries","2013","higher vocational","469","0.354555376187945","0.328816821208853","0.380293931167037","3"
"No worries","2013","in school","151","0.569542836388676","0.50935765361536","0.629728019161993","3"
"No worries","2013","middle vocational","2747","0.284951912705645","0.27582826965404","0.29407555575725","3"
"No worries","2013","vocational + Abi","509","0.466967328854604","0.437484312648094","0.496450345061114","3"
"No worries","2013","general elemantary","561","0.295357249011513","0.274535081113676","0.316179416909351","3"
"No worries","2013","higher education","2414","0.555024346048713","0.540437765427477","0.569610926669949","3"
"No worries","2013","inadequately","71","0.436714266939039","0.366190685967502","0.507237847910576","3"
"Some worries","2013","vocational + Abi","426","0.37342209268699","0.344837020610542","0.402007164763437","2"
"Some worries","2013","middle vocational","4190","0.453810080912671","0.44374716641532","0.463872995410022","2"
"Some worries","2013","general elemantary","796","0.411791867760342","0.389328646866841","0.434255088653844","2"
"Some worries","2013","higher education","1543","0.333294804787603","0.319458805002618","0.347130804572588","2"
"Some worries","2013","higher vocational","581","0.434955319299283","0.408282043949868","0.461628594648698","2"
"Some worries","2013","in school","76","0.311273843805633","0.25499359356924","0.367554094042026","2"
"Some worries","2013","inadequately","64","0.33174073887781","0.264791878698889","0.398689599056732","2"
"Big worries","2014","higher vocational","391","0.263309439133757","0.241701795222242","0.284917083045273","1"
"Big worries","2014","in school","66","0.157202478870705","0.123383584495524","0.191021373245885","1"
"Big worries","2014","inadequately","149","0.275912932042015","0.236656136743206","0.315169727340825","1"
"Big worries","2014","middle vocational","3897","0.313452006327831","0.305329435001465","0.321574577654196","1"
"Big worries","2014","vocational + Abi","401","0.192348920965151","0.175274501924329","0.209423340005972","1"
"Big worries","2014","higher education","790","0.12433264913114","0.116128008063769","0.132537290198512","1"
