"plj0046","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Some worries","2001","Single parent ","542","0.483541506455087","0.454248646122798","0.512834366787376","2"
"Some worries","2001","(Married) couple without C. ","3361","0.489471052307853","0.477651206556482","0.501290898059224","2"
"Some worries","2001","1-pers.-HH","1372","0.460353629103639","0.442482244120768","0.478225014086511","2"
"Some worries","2001","Couple + C. GT 16 ","1690","0.467452980315473","0.451190685653802","0.483715274977144","2"
"Some worries","2001","Couple + C. LE 16 ","2245","0.469608138744572","0.455353704695971","0.483862572793172","2"
"Some worries","2001","Couple + C. LE and GT 16","772","0.438540267230572","0.415178114681962","0.461902419779181","2"
"Big worries","2002","Couple + C. GT 16 ","1043","0.290774902575164","0.276671839603841","0.304877965546486","1"
"Big worries","2002","Couple + C. LE 16 ","1157","0.275274802527079","0.262547348777937","0.288002256276222","1"
"Big worries","2002","(Married) couple without C. ","2282","0.334353665171123","0.323630267267869","0.345077063074378","1"
"Big worries","2002","1-pers.-HH","787","0.269590847439684","0.253687975572929","0.285493719306439","1"
"Big worries","2002","Couple + C. LE and GT 16","448","0.221075134195683","0.202595174768537","0.23955509362283","1"
"Big worries","2002","Single parent ","292","0.279701893139283","0.253426505956502","0.305977280322065","1"
"No worries","2002","Couple + C. GT 16 ","1022","0.234060560485746","0.220911210812479","0.247209910159014","3"
"No worries","2002","1-pers.-HH","836","0.266677624801478","0.250829399306035","0.282525850296921","3"
"No worries","2002","Couple + C. LE 16 ","1332","0.257629064454102","0.245167300364351","0.270090828543853","3"
"No worries","2002","Single parent ","325","0.28114790331701","0.254831139603413","0.307464667030608","3"
"No worries","2002","(Married) couple without C. ","1573","0.189807128766182","0.180893427538309","0.198720829994055","3"
"No worries","2002","Couple + C. LE and GT 16","602","0.312026869600292","0.291393744277144","0.33265999492344","3"
"Some worries","2002","Single parent ","504","0.439150203543707","0.410098265306062","0.468202141781352","2"
"Some worries","2002","(Married) couple without C. ","3580","0.475839206062695","0.464487268795088","0.487191143330301","2"
"Some worries","2002","1-pers.-HH","1368","0.463731527758838","0.445859891004303","0.481603164513373","2"
"Some worries","2002","Couple + C. GT 16 ","1918","0.47516453693909","0.45965579625726","0.49067327762092","2"
"Some worries","2002","Couple + C. LE 16 ","2242","0.467096133018819","0.452879420261342","0.481312845776295","2"
"Some worries","2002","Couple + C. LE and GT 16","887","0.466897996204025","0.444680278561901","0.489115713846148","2"
"Big worries","2003","Couple + C. GT 16 ","956","0.286327858606557","0.27218410225341","0.300471614959703","1"
"Big worries","2003","Couple + C. LE 16 ","969","0.23807531853792","0.225424544845547","0.250726092230293","1"
"Big worries","2003","(Married) couple without C. ","2064","0.307639389097945","0.297039290618032","0.318239487577857","1"
"Big worries","2003","1-pers.-HH","724","0.25844457668956","0.242702853023353","0.274186300355767","1"
"Big worries","2003","Couple + C. LE and GT 16","413","0.221330571861029","0.202346438421266","0.240314705300793","1"
"Big worries","2003","Single parent ","271","0.256952005724813","0.231211995225156","0.282692016224469","1"
"No worries","2003","Couple + C. GT 16 ","1145","0.261449220071906","0.24770033608096","0.275198104062852","3"
"No worries","2003","1-pers.-HH","885","0.284537665316652","0.268313586977814","0.300761743655489","3"
"No worries","2003","Couple + C. LE 16 ","1286","0.279366833554851","0.266039341740081","0.292694325369621","3"
"No worries","2003","Single parent ","329","0.294368177748477","0.267520372466066","0.321215983030888","3"
"No worries","2003","(Married) couple without C. ","1793","0.223811226013547","0.214238241298754","0.233384210728339","3"
"No worries","2003","Couple + C. LE and GT 16","585","0.291391609116388","0.270612105012152","0.312171113220623","3"
"Some worries","2003","Single parent ","507","0.44867981652671","0.419381376762944","0.477978256290477","2"
"Some worries","2003","(Married) couple without C. ","3425","0.468549384888509","0.457088137236061","0.480010632540956","2"
"Some worries","2003","1-pers.-HH","1362","0.457017757993788","0.439105261596781","0.474930254390796","2"
"Some worries","2003","Couple + C. GT 16 ","1823","0.452222921321537","0.436650297058932","0.467795545584143","2"
"Some worries","2003","Couple + C. LE 16 ","2099","0.482557847907229","0.467715265377639","0.49740043043682","2"
"Some worries","2003","Couple + C. LE and GT 16","839","0.487277819022583","0.464420626454176","0.51013501159099","2"
"Big worries","2004","Couple + C. GT 16 ","1210","0.341560114591221","0.326665071702699","0.356455157479742","1"
"Big worries","2004","Couple + C. LE 16 ","1140","0.294904634852749","0.280853872744921","0.308955396960577","1"
"Big worries","2004","(Married) couple without C. ","2506","0.370290086955183","0.35916482840818","0.381415345502186","1"
"Big worries","2004","1-pers.-HH","886","0.318336705677786","0.30140001330316","0.335273398052412","1"
"Big worries","2004","Couple + C. LE and GT 16","491","0.30743408066266","0.285992012117935","0.328876149207385","1"
"Big worries","2004","Single parent ","303","0.31060722189544","0.283173978958173","0.338040464832707","1"
"No worries","2004","1-pers.-HH","741","0.251757456050934","0.235977250508871","0.267537661592997","3"
"No worries","2004","Couple + C. GT 16 ","894","0.211895188441144","0.199059988021194","0.224730388861094","3"
"No worries","2004","(Married) couple without C. ","1472","0.188755735980915","0.179740134561559","0.197771337400272","3"
"No worries","2004","Couple + C. LE 16 ","1040","0.237568055185332","0.224454220180446","0.250681890190218","3"
"No worries","2004","Single parent ","291","0.271164551585781","0.244809175904337","0.297519927267225","3"
"No worries","2004","Couple + C. LE and GT 16","481","0.236243236741822","0.216504591410142","0.255981882073502","3"
"Some worries","2004","Single parent ","499","0.418228226518779","0.388985288529608","0.44747116450795","2"
"Some worries","2004","(Married) couple without C. ","3259","0.440954177063901","0.429515146019924","0.452393208107878","2"
"Some worries","2004","1-pers.-HH","1279","0.42990583827128","0.411906346018026","0.447905330524534","2"
"Some worries","2004","Couple + C. GT 16 ","1790","0.446544696967635","0.430930348690315","0.462159045244955","2"
"Some worries","2004","Couple + C. LE 16 ","1866","0.467527309961919","0.452153294510237","0.482901325413601","2"
"Some worries","2004","Couple + C. LE and GT 16","807","0.456322682595518","0.4331771727067","0.479468192484337","2"
"Big worries","2005","Couple + C. GT 16 ","1296","0.383209012852655","0.367400090768035","0.399017934937274","1"
"Big worries","2005","Couple + C. LE 16 ","1284","0.363540328904823","0.348047419622095","0.379033238187552","1"
"Big worries","2005","(Married) couple without C. ","2876","0.418531214569863","0.406982139859339","0.430080289280387","1"
"Big worries","2005","1-pers.-HH","1075","0.379204782324236","0.36171113234846","0.396698432300013","1"
"Big worries","2005","Couple + C. LE and GT 16","569","0.387034012909918","0.363866895331722","0.410201130488114","1"
"Big worries","2005","Single parent ","380","0.373581414386667","0.344941760692307","0.402221068081027","1"
"No worries","2005","1-pers.-HH","640","0.212678838905749","0.197924918001198","0.227432759810301","3"
"No worries","2005","Couple + C. GT 16 ","716","0.180637392098478","0.168127392671767","0.193147391525188","3"
"No worries","2005","Single parent ","236","0.207088315380992","0.183098162230402","0.231078468531582","3"
"No worries","2005","(Married) couple without C. ","1121","0.153101008684679","0.144671060701449","0.16153095666791","3"
"No worries","2005","Couple + C. LE 16 ","765","0.203632252307932","0.190661912657181","0.216602591958683","3"
"No worries","2005","Couple + C. LE and GT 16","398","0.201986326374584","0.182890194737758","0.221082458011409","3"
"Some worries","2005","Single parent ","480","0.419330270232341","0.390116640910929","0.448543899553752","2"
"Some worries","2005","(Married) couple without C. ","3012","0.428367776745458","0.416783022925699","0.439952530565216","2"
"Some worries","2005","1-pers.-HH","1240","0.408116378770014","0.390395733917772","0.425837023622257","2"
"Some worries","2005","Couple + C. GT 16 ","1621","0.436153595048868","0.420028008214049","0.452279181883686","2"
"Some worries","2005","Couple + C. LE 16 ","1654","0.432827418787245","0.416869133263634","0.448785704310856","2"
"Some worries","2005","Couple + C. LE and GT 16","731","0.410979660715498","0.387577575390222","0.434381746040774","2"
"Big worries","2006","1-pers.-HH","1030","0.320506151452296","0.304605656005191","0.336406646899401","1"
"Big worries","2006","Couple + C. GT 16 ","1240","0.372305818409178","0.356618647093314","0.387992989725041","1"
"Big worries","2006","Couple + C. LE 16 ","1181","0.316923169548224","0.302313163708162","0.331533175388287","1"
"Big worries","2006","Couple + C. LE and GT 16","431","0.311491065844098","0.287929251589841","0.335052880098355","1"
"Big worries","2006","Single parent ","340","0.307414247041165","0.280838065391864","0.333990428690466","1"
"Big worries","2006","(Married) couple without C. ","2805","0.371821946684722","0.361119940509189","0.382523952860254","1"
"No worries","2006","Couple + C. GT 16 ","773","0.192814153867569","0.180012181052178","0.205616126682961","3"
"No worries","2006","Couple + C. LE 16 ","941","0.222373268588917","0.209315604340285","0.23543093283755","3"
"No worries","2006","1-pers.-HH","818","0.2471398890599","0.232442903251428","0.261836874868372","3"
"No worries","2006","Single parent ","283","0.245590196765176","0.220798686370386","0.270381707159966","3"
"No worries","2006","Couple + C. LE and GT 16","399","0.269086550691176","0.246522861280586","0.291650240101765","3"
"No worries","2006","(Married) couple without C. ","1520","0.193162757020903","0.18442075357179","0.201904760470016","3"
"Some worries","2006","1-pers.-HH","1461","0.432353959487804","0.415474511714678","0.44923340726093","2"
"Some worries","2006","Couple + C. GT 16 ","1635","0.434880027723253","0.41879300276186","0.450967052684646","2"
"Some worries","2006","(Married) couple without C. ","3509","0.435015296294375","0.424037203018003","0.445993389570747","2"
"Some worries","2006","Single parent ","535","0.446995556193659","0.418359729541931","0.475631382845388","2"
"Some worries","2006","Couple + C. LE 16 ","1774","0.460703561862859","0.445051801937157","0.47635532178856","2"
"Some worries","2006","Couple + C. LE and GT 16","654","0.419422383464726","0.39431583068782","0.444528936241633","2"
"Big worries","2007","1-pers.-HH","926","0.304048689618699","0.287979583246702","0.320117795990696","1"
"Big worries","2007","Couple + C. GT 16 ","1044","0.304551721828141","0.28934619732835","0.319757246327933","1"
"Big worries","2007","Couple + C. LE 16 ","1006","0.290646703318414","0.275739600747733","0.305553805889095","1"
"Big worries","2007","Couple + C. LE and GT 16","326","0.270883253681481","0.247025880081223","0.29474062728174","1"
"Big worries","2007","Single parent ","320","0.297050900638077","0.269835718896497","0.324266082379657","1"
"Big worries","2007","(Married) couple without C. ","2230","0.317498633548331","0.306838393865983","0.328158873230679","1"
"No worries","2007","1-pers.-HH","873","0.277894701147731","0.262246258301592","0.29354314399387","3"
"No worries","2007","Couple + C. GT 16 ","880","0.229555065301628","0.215660252508553","0.243449878094702","3"
"No worries","2007","Couple + C. LE 16 ","1000","0.271134513462329","0.256539807891221","0.285729219033437","3"
"No worries","2007","Single parent ","288","0.292041624466416","0.264960910972315","0.319122337960516","3"
"No worries","2007","Couple + C. LE and GT 16","378","0.272377569044371","0.248479009481247","0.296276128607495","3"
"No worries","2007","(Married) couple without C. ","1729","0.226246989262025","0.216665415290679","0.235828563233371","3"
"Some worries","2007","(Married) couple without C. ","3366","0.456254377189644","0.4448480536688","0.467660700710489","2"
"Some worries","2007","1-pers.-HH","1349","0.41805660923357","0.400826475584415","0.435286742882726","2"
"Some worries","2007","Couple + C. GT 16 ","1595","0.465893212870231","0.449411752222706","0.482374673517756","2"
"Some worries","2007","Single parent ","475","0.410907474895507","0.381605449556013","0.440209500235001","2"
"Some worries","2007","Couple + C. LE 16 ","1558","0.438218783219257","0.421929261057358","0.454508305381156","2"
"Some worries","2007","Couple + C. LE and GT 16","629","0.456739177274148","0.429998565279806","0.48347978926849","2"
"Big worries","2008","1-pers.-HH","776","0.259847212695492","0.244232050574039","0.275462374816945","1"
"Big worries","2008","Couple + C. GT 16 ","838","0.258902544171487","0.244087137897627","0.273717950445348","1"
"Big worries","2008","Couple + C. LE 16 ","743","0.246934233235136","0.2319932146652","0.261875251805073","1"
"Big worries","2008","Couple + C. LE and GT 16","252","0.224725013298468","0.201187085985139","0.248262940611796","1"
"Big worries","2008","Single parent ","273","0.247491841781178","0.221825189413034","0.273158494149322","1"
"Big worries","2008","(Married) couple without C. ","1944","0.286892442850166","0.276334225302559","0.297450660397772","1"
"No worries","2008","Single parent ","339","0.322476299018828","0.294676329167195","0.35027626887046","3"
"No worries","2008","1-pers.-HH","908","0.297807523284285","0.281524962982716","0.314090083585853","3"
"No worries","2008","Couple + C. GT 16 ","957","0.274640330554081","0.259544166593464","0.289736494514699","3"
"No worries","2008","Couple + C. LE 16 ","1060","0.307864379051154","0.291870698274126","0.323858059828181","3"
"No worries","2008","Couple + C. LE and GT 16","409","0.330725011093498","0.304194205243771","0.357255816943225","3"
"No worries","2008","(Married) couple without C. ","1910","0.266562599617388","0.256241293325177","0.2768839059096","3"
"Some worries","2008","Single parent ","474","0.430031859199995","0.400587047273003","0.459476671126987","2"
"Some worries","2008","(Married) couple without C. ","3196","0.446544957532446","0.434940434318769","0.458149480746123","2"
"Some worries","2008","1-pers.-HH","1346","0.442345264020223","0.424660870716081","0.460029657324365","2"
"Some worries","2008","Couple + C. GT 16 ","1563","0.466457125274431","0.449583893463594","0.483330357085268","2"
"Some worries","2008","Couple + C. LE 16 ","1397","0.44520138771371","0.42798194707484","0.46242082835258","2"
"Some worries","2008","Couple + C. LE and GT 16","547","0.444549975608034","0.416528086225713","0.472571864990355","2"
"Big worries","2009","1-pers.-HH","616","0.221651315702383","0.206497493680888","0.236805137723878","1"
"Big worries","2009","Couple + C. GT 16 ","720","0.24940373495703","0.23428231962348","0.264525150290581","1"
"Big worries","2009","Couple + C. LE 16 ","567","0.219216843923336","0.204011877225654","0.234421810621017","1"
"Big worries","2009","Couple + C. LE and GT 16","185","0.165326572617264","0.14406826388495","0.186584881349579","1"
"Big worries","2009","Single parent ","216","0.226491583033334","0.200444996833493","0.252538169233176","1"
"Big worries","2009","(Married) couple without C. ","1481","0.225004030414579","0.214959979117635","0.235048081711524","1"
"No worries","2009","Single parent ","361","0.372217044855512","0.342135845810095","0.40229824390093","3"
"No worries","2009","1-pers.-HH","1042","0.361550605133923","0.344021985629543","0.379079224638302","3"
"No worries","2009","Couple + C. GT 16 ","1036","0.313305285571357","0.297094521721625","0.329516049421088","3"
"No worries","2009","Couple + C. LE 16 ","1064","0.347823396315249","0.330319074140824","0.365327718489674","3"
"No worries","2009","Couple + C. LE and GT 16","489","0.398867423650449","0.370845464164839","0.426889383136059","3"
"No worries","2009","(Married) couple without C. ","2208","0.324548524401107","0.313286902345","0.335810146457215","3"
"Some worries","2009","Single parent ","415","0.401291372111153","0.370789259192765","0.431793485029542","2"
"Some worries","2009","(Married) couple without C. ","2951","0.450447445184313","0.43848029528571","0.462414595082917","2"
"Some worries","2009","1-pers.-HH","1228","0.416798079163695","0.398810519192215","0.434785639135175","2"
"Some worries","2009","Couple + C. GT 16 ","1389","0.437290979471613","0.419954338152512","0.454627620790714","2"
"Some worries","2009","Couple + C. LE 16 ","1213","0.432959759761415","0.414749589688043","0.451169929834788","2"
"Some worries","2009","Couple + C. LE and GT 16","499","0.435806003732287","0.40742943240111","0.464182575063463","2"
"Big worries","2010","1-pers.-HH","584","0.219379776438275","0.203864966162328","0.234894586714222","1"
"Big worries","2010","Couple + C. GT 16 ","674","0.24322377646438","0.227535796314149","0.258911756614611","1"
"Big worries","2010","Couple + C. LE 16 ","1527","0.201848871611882","0.192901695552235","0.21079604767153","1"
"Big worries","2010","Couple + C. LE and GT 16","329","0.209705993533943","0.189802013914583","0.229609973153303","1"
"Big worries","2010","Single parent ","535","0.211663762180824","0.194848589493887","0.228478934867762","1"
"Big worries","2010","(Married) couple without C. ","1393","0.238215930084195","0.22769013096065","0.248741729207741","1"
"No worries","2010","Single parent ","810","0.351842726347665","0.332184840033055","0.371500612662275","3"
"No worries","2010","1-pers.-HH","1019","0.375155523394305","0.357003714305322","0.393307332483288","3"
"No worries","2010","Couple + C. GT 16 ","981","0.324094676911315","0.306980376128971","0.341208977693658","3"
"No worries","2010","Couple + C. LE 16 ","3196","0.410361484744407","0.399396539365843","0.421326430122972","3"
"No worries","2010","Couple + C. LE and GT 16","616","0.377350360374771","0.353651120992802","0.401049599756741","3"
"No worries","2010","(Married) couple without C. ","2137","0.326060285931885","0.314477495165598","0.337643076698172","3"
"Some worries","2010","Single parent ","922","0.43649351147151","0.41607798012337","0.45690904281965","2"
"Some worries","2010","(Married) couple without C. ","2762","0.43572378398392","0.423471833301207","0.447975734666633","2"
"Some worries","2010","1-pers.-HH","1130","0.40546470016742","0.387057250437303","0.423872149897537","2"
"Some worries","2010","Couple + C. GT 16 ","1218","0.432681546624305","0.414564895552393","0.450798197696217","2"
"Some worries","2010","Couple + C. LE 16 ","3008","0.38778964364371","0.376928421567666","0.398650865719754","2"
"Some worries","2010","Couple + C. LE and GT 16","662","0.412943646091286","0.38887091064115","0.437016381541421","2"
"Big worries","2011","1-pers.-HH","823","0.236280624755081","0.222179123214088","0.250382126296075","1"
"Big worries","2011","Couple + C. GT 16 ","767","0.249767705065606","0.234708201727392","0.264827208403819","1"
"Big worries","2011","(Married) couple without C. ","2012","0.256083958490526","0.246538662715086","0.265629254265965","1"
"Big worries","2011","Couple + C. LE 16 ","639","0.20233904443121","0.188190019791316","0.216488069071104","1"
"Big worries","2011","Couple + C. LE and GT 16","230","0.174501775752974","0.153213119175419","0.195790432330529","1"
"Big worries","2011","Single parent ","260","0.243308432074539","0.218573700524483","0.268043163624595","1"
"No worries","2011","Single parent ","421","0.355968645022493","0.328367407618233","0.383569882426753","3"
"No worries","2011","1-pers.-HH","1217","0.351787628019784","0.335935654491252","0.367639601548316","3"
"No worries","2011","(Married) couple without C. ","2478","0.305333240384648","0.29526133717681","0.315405143592486","3"
"No worries","2011","Couple + C. GT 16 ","1046","0.316067362927796","0.299892480944464","0.332242244911128","3"
"No worries","2011","Couple + C. LE 16 ","1158","0.384208625978437","0.367077818103967","0.401339433852907","3"
"No worries","2011","Couple + C. LE and GT 16","464","0.374879143018573","0.347726138436568","0.402032147600579","3"
"Some worries","2011","Single parent ","475","0.400722922902968","0.372473791412118","0.428972054393818","2"
"Some worries","2011","(Married) couple without C. ","3542","0.438582801124826","0.427730923288398","0.449434678961254","2"
"Some worries","2011","1-pers.-HH","1446","0.411931747225134","0.395593295517142","0.428270198933127","2"
"Some worries","2011","Couple + C. GT 16 ","1361","0.434164932006598","0.416921769123606","0.45140809488959","2"
"Some worries","2011","Couple + C. LE 16 ","1300","0.413452329590352","0.396108625024499","0.430796034156206","2"
"Some worries","2011","Couple + C. LE and GT 16","527","0.450619081228452","0.422710880781175","0.47852728167573","2"
"Big worries","2012","1-pers.-HH","713","0.196510077991875","0.183631490231281","0.209388665752469","1"
"Big worries","2012","Couple + C. GT 16 ","530","0.178653006897913","0.164860260021093","0.192445753774733","1"
"Big worries","2012","(Married) couple without C. ","1540","0.195164294075953","0.186539714766734","0.203788873385172","1"
"Big worries","2012","Single parent ","235","0.213062550890843","0.189797806887913","0.236327294893772","1"
"Big worries","2012","Couple + C. LE 16 ","519","0.169760243651434","0.156462888882781","0.183057598420087","1"
"Big worries","2012","Couple + C. LE and GT 16","180","0.171469595655229","0.149052416359578","0.193886774950881","1"
"No worries","2012","Single parent ","522","0.425755492321381","0.39766216592675","0.453848818716011","3"
"No worries","2012","1-pers.-HH","1512","0.408258631919887","0.392328503952057","0.424188759887717","3"
"No worries","2012","(Married) couple without C. ","3071","0.38170581661721","0.371134085968267","0.392277547266153","3"
"No worries","2012","Couple + C. LE and GT 16","517","0.478483268683422","0.448773403606246","0.508193133760598","3"
"No worries","2012","Couple + C. GT 16 ","1186","0.381450962351356","0.363961007414785","0.398940917287927","3"
"No worries","2012","Couple + C. LE 16 ","1363","0.4481886492968","0.430574112003943","0.465803186589657","3"
"Some worries","2012","Single parent ","433","0.361181956787777","0.333890531280238","0.388473382295315","2"
"Some worries","2012","(Married) couple without C. ","3501","0.423129889306837","0.412378613801475","0.433881164812199","2"
"Some worries","2012","1-pers.-HH","1432","0.395231290088238","0.379385790831544","0.411076789344932","2"
"Some worries","2012","Couple + C. GT 16 ","1247","0.439896030750731","0.422023271223176","0.457768790278286","2"
"Some worries","2012","Couple + C. LE 16 ","1180","0.382051107051765","0.364841042141478","0.399261171962053","2"
"Some worries","2012","Couple + C. LE and GT 16","389","0.350047135661348","0.321678570294064","0.378415701028633","2"
"Big worries","2013","1-pers.-HH","770","0.230407000812671","0.216359758076807","0.244454243548535","1"
"Big worries","2013","Couple + C. GT 16 ","559","0.214819643094033","0.199105602015464","0.230533684172603","1"
"Big worries","2013","Couple + C. LE 16 ","533","0.176380897750169","0.162161456549546","0.190600338950791","1"
"Big worries","2013","Couple + C. LE and GT 16","174","0.198506551564841","0.172898440445203","0.224114662684478","1"
"Big worries","2013","Single parent ","227","0.19194774438101","0.168789678158463","0.215105810603557","1"
"Big worries","2013","(Married) couple without C. ","1698","0.231371475614913","0.221892339649487","0.24085061158034","1"
"No worries","2013","1-pers.-HH","1310","0.371729979912705","0.355608694759548","0.387851265065863","3"
"No worries","2013","Couple + C. GT 16 ","1010","0.377662440862628","0.359112989047186","0.39621189267807","3"
"No worries","2013","Single parent ","431","0.404555360914162","0.375695067866724","0.4334156539616","3"
"No worries","2013","(Married) couple without C. ","2565","0.330835669353816","0.320259505978074","0.341411832729557","3"
"No worries","2013","Couple + C. LE 16 ","1181","0.444154040986663","0.425617120578578","0.462690961394748","3"
"No worries","2013","Couple + C. LE and GT 16","405","0.392921669104619","0.361566042022803","0.424277296186435","3"
"Some worries","2013","(Married) couple without C. ","3340","0.437792855031271","0.426641231212337","0.448944478850205","2"
"Some worries","2013","1-pers.-HH","1372","0.397863019274624","0.381535239472677","0.414190799076571","2"
"Some worries","2013","Couple + C. LE and GT 16","353","0.40857177933054","0.377012626279283","0.440130932381797","2"
"Some worries","2013","Single parent ","453","0.403496894704828","0.374648774808226","0.432345014601429","2"
"Some worries","2013","Couple + C. GT 16 ","1055","0.407517916043339","0.388717080948425","0.426318751138252","2"
"Some worries","2013","Couple + C. LE 16 ","1046","0.379465061263168","0.361361560400128","0.397568562126209","2"
"Big worries","2014","1-pers.-HH","940","0.259705519510122","0.245453414968533","0.27395762405171","1"
"Big worries","2014","Couple + C. GT 16 ","790","0.265897991678801","0.250228702004662","0.28156728135294","1"
"Big worries","2014","Couple + C. LE 16 ","1569","0.235109329414997","0.225055182729496","0.245163476100499","1"
"Big worries","2014","Couple + C. LE and GT 16","511","0.259081694041905","0.240864579445633","0.277298808638176","1"
"Big worries","2014","Single parent ","698","0.263346836326364","0.245841845496649","0.280851827156079","1"
"Big worries","2014","(Married) couple without C. ","2083","0.263884032826695","0.254217064266057","0.273551001387334","1"
"No worries","2014","1-pers.-HH","1244","0.345275907882048","0.329821639403182","0.360730176360913","3"
"No worries","2014","(Married) couple without C. ","2321","0.296534798289729","0.286517057897522","0.306552538681936","3"
"No worries","2014","Couple + C. GT 16 ","991","0.309790072114588","0.293390295839997","0.326189848389179","3"
"No worries","2014","Single parent ","770","0.32687975135091","0.308237144423233","0.345522358278588","3"
"No worries","2014","Couple + C. LE 16 ","2456","0.37263154026863","0.361168185050178","0.384094895487082","3"
"No worries","2014","Couple + C. LE and GT 16","783","0.343839141852152","0.324089515623541","0.363588768080762","3"
"Some worries","2014","(Married) couple without C. ","3581","0.439581168883575","0.428694712660415","0.450467625106736","2"
