"plj0046","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"No worries","2015","Mecklenburg-Western Pomerania","direct migration background","7","","","","3"
"No worries","2015","Mecklenburg-Western Pomerania","indirect migration background","4","","","","3"
"No worries","2015","Saxony","no migration background","318","0.197873147931138","0.177137150298855","0.218609145563422","3"
"No worries","2015","Saxony","direct migration background","20","","","","3"
"No worries","2015","Saxony","indirect migration background","5","","","","3"
"No worries","2015","Saxony-Anhalt","no migration background","163","0.202880525107038","0.175237554737023","0.230523495477053","3"
"No worries","2015","Saxony-Anhalt","direct migration background","12","","","","3"
"Some worries","2015","Hamburg","direct migration background","46","0.454805610942842","0.354673151327235","0.55493807055845","2"
"Some worries","2015","Hamburg","indirect migration background","13","","","","2"
"Some worries","2015","Lower Saxony","no migration background","867","0.456292352481685","0.43375928742836","0.47882541753501","2"
"Some worries","2015","Lower Saxony","direct migration background","200","0.440230917220588","0.393146318097136","0.48731551634404","2"
"Some worries","2015","Hesse","direct migration background","159","0.388197768668929","0.33840615201375","0.437989385324109","2"
"Some worries","2015","Hesse","indirect migration background","65","0.383448039984273","0.303475291633057","0.46342078833549","2"
"Some worries","2015","Rhineland-Palatinate,Saarland","no migration background","496","0.467710580435219","0.437502024591283","0.497919136279155","2"
"Some worries","2015","Rhineland-Palatinate,Saarland","direct migration background","171","0.50021045434633","0.44585083882068","0.55457006987198","2"
"Some worries","2015","Saxony-Anhalt","indirect migration background","10","","","","2"
"Some worries","2015","Thuringia","no migration background","353","0.384972835670253","0.352620890728341","0.417324780612165","2"
"Some worries","2015","Thuringia","direct migration background","17","","","","2"
"Some worries","2015","Thuringia","indirect migration background","6","","","","2"
"Some worries","2015","Brandenburg","direct migration background","26","","","","2"
"Some worries","2015","Brandenburg","indirect migration background","6","","","","2"
"Some worries","2015","Mecklenburg-Western Pomerania","no migration background","234","0.463360789565111","0.420827206378273","0.505894372751949","2"
"Some worries","2015","Schleswig-Holstein","indirect migration background","24","","","","2"
"Some worries","2015","Hamburg","no migration background","122","0.335521243274213","0.281548438472948","0.389494048075478","2"
"Some worries","2015","Berlin","direct migration background","43","0.321913580119352","0.23689158951093","0.406935570727775","2"
"Some worries","2015","Berlin","indirect migration background","19","","","","2"
"Some worries","2015","Mecklenburg-Western Pomerania","direct migration background","7","","","","2"
"Some worries","2015","Brandenburg","no migration background","357","0.417741342277729","0.385081976686411","0.450400707869047","2"
"Some worries","2015","Hesse","no migration background","513","0.419439611470081","0.391426046191055","0.447453176749108","2"
"Some worries","2015","Rhineland-Palatinate,Saarland","indirect migration background","66","0.602934191376393","0.513116504251232","0.692751878501555","2"
"Some worries","2015","Berlin","no migration background","278","0.362953742634799","0.328331905359152","0.397575579910446","2"
"Some worries","2015","Baden-Württemberg","no migration background","884","0.424811099434763","0.403439090155856","0.44618310871367","2"
"Some worries","2015","Baden-Württemberg","direct migration background","252","0.386128312000546","0.348171111221604","0.424085512779487","2"
"Some worries","2015","Baden-Württemberg","indirect migration background","129","0.391860152717451","0.336434956276212","0.44728534915869","2"
"Some worries","2015","Bavaria","no migration background","1256","0.409000352515563","0.391497429809741","0.426503275221385","2"
"Some worries","2015","Bavaria","direct migration background","313","0.407434200528919","0.37106061499765","0.443807786060187","2"
"Some worries","2015","Bavaria","indirect migration background","94","0.339980607037662","0.282839118674119","0.397122095401205","2"
"Some worries","2015","Mecklenburg-Western Pomerania","indirect migration background","4","","","","2"
"Some worries","2015","Schleswig-Holstein","no migration background","284","0.431061624250685","0.393785089019217","0.468338159482153","2"
"Some worries","2015","Schleswig-Holstein","direct migration background","56","0.371925099417574","0.292708985175021","0.451141213660126","2"
"Some worries","2015","Lower Saxony","indirect migration background","46","0.423895635622202","0.329373506258481","0.518417764985923","2"
"Some worries","2015","Bremen","no migration background","42","0.324446389030388","0.23735243977634","0.411540338284436","2"
"Some worries","2015","Bremen","indirect migration background","5","","","","2"
"Some worries","2015","North Rhine-Westphalia","no migration background","1429","0.41508840787605","0.398854494415533","0.431322321336567","2"
"Some worries","2015","North Rhine-Westphalia","direct migration background","521","0.471842023249367","0.443014848428953","0.50066919806978","2"
"Some worries","2015","Bremen","direct migration background","28","","","","2"
"Some worries","2015","North Rhine-Westphalia","indirect migration background","190","0.41330444338598","0.368690912000824","0.457917974771136","2"
"Some worries","2015","Saxony","no migration background","556","0.373880380196582","0.348697524907802","0.399063235485362","2"
"Some worries","2015","Saxony","direct migration background","29","","","","2"
"Some worries","2015","Saxony","indirect migration background","10","","","","2"
"Some worries","2015","Saxony-Anhalt","no migration background","322","0.400326756986443","0.366647115249241","0.434006398723644","2"
"Some worries","2015","Saxony-Anhalt","direct migration background","19","","","","2"
"Big worries","2016","Hamburg","direct migration background","39","0.333904184474382","0.243698745353185","0.42410962359558","1"
"Big worries","2016","Hamburg","indirect migration background","5","","","","1"
"Big worries","2016","Lower Saxony","no migration background","749","0.448379335619545","0.425282143362433","0.471476527876657","1"
"Big worries","2016","Lower Saxony","direct migration background","179","0.374613992574315","0.331358463303575","0.417869521845056","1"
"Big worries","2016","Lower Saxony","indirect migration background","37","0.324379384388417","0.23440694603715","0.414351822739685","1"
"Big worries","2016","Bremen","no migration background","55","0.550129924722381","0.457582830150067","0.642677019294695","1"
"Big worries","2016","Bremen","direct migration background","29","","","","1"
"Big worries","2016","Bremen","indirect migration background","1","","","","1"
"Big worries","2016","Hesse","direct migration background","165","0.410596172351634","0.36195928872908","0.459233055974188","1"
"Big worries","2016","Hesse","indirect migration background","40","0.243864373515341","0.167352394470623","0.320376352560059","1"
"Big worries","2016","Rhineland-Palatinate,Saarland","no migration background","377","0.399732438280808","0.369110796911731","0.430354079649886","1"
"Big worries","2016","Rhineland-Palatinate,Saarland","direct migration background","151","0.293744041471447","0.248128346132022","0.339359736810872","1"
"Big worries","2016","Rhineland-Palatinate,Saarland","indirect migration background","43","0.331661082021142","0.245235702052568","0.418086461989717","1"
"Big worries","2016","Baden-Württemberg","no migration background","794","0.43060176640988","0.408366283683586","0.452837249136175","1"
"Big worries","2016","Baden-Württemberg","direct migration background","295","0.484638903048256","0.446881204800988","0.522396601295524","1"
"Big worries","2016","Baden-Württemberg","indirect migration background","93","0.333434093098914","0.27677966981647","0.390088516381357","1"
"Big worries","2016","Bavaria","no migration background","1337","0.504754442245165","0.486215486857063","0.523293397633267","1"
"Big worries","2016","Brandenburg","direct migration background","67","0.730464733424017","0.643497527713565","0.81743193913447","1"
"Big worries","2016","Brandenburg","indirect migration background","6","","","","1"
"Big worries","2016","Mecklenburg-Western Pomerania","no migration background","265","0.628616892524626","0.585835575756752","0.671398209292501","1"
"Big worries","2016","Mecklenburg-Western Pomerania","direct migration background","9","","","","1"
"Big worries","2016","Mecklenburg-Western Pomerania","indirect migration background","6","","","","1"
"Big worries","2016","Saxony","no migration background","746","0.571940374749986","0.545672334421569","0.598208415078403","1"
"Big worries","2016","Saxony","direct migration background","24","","","","1"
"Big worries","2016","Saxony","indirect migration background","12","","","","1"
"Big worries","2016","Schleswig-Holstein","no migration background","265","0.398132498891166","0.359968505366105","0.436296492416227","1"
"Big worries","2016","Schleswig-Holstein","direct migration background","65","0.421282658529663","0.34006995686355","0.502495360195777","1"
"Big worries","2016","Schleswig-Holstein","indirect migration background","22","","","","1"
"Big worries","2016","Hamburg","no migration background","86","0.36637226505897","0.310237325755702","0.422507204362238","1"
"Big worries","2016","Thuringia","indirect migration background","8","","","","1"
"Big worries","2016","North Rhine-Westphalia","no migration background","1483","0.453814870003752","0.43688739358098","0.470742346426523","1"
"Big worries","2016","North Rhine-Westphalia","direct migration background","570","0.45951246858497","0.431995264277574","0.487029672892366","1"
"Big worries","2016","North Rhine-Westphalia","indirect migration background","181","0.351676741828629","0.307461021097099","0.395892462560158","1"
"Big worries","2016","Hesse","no migration background","438","0.429119243528855","0.39977656826832","0.458461918789391","1"
"Big worries","2016","Berlin","no migration background","293","0.428790101292299","0.392180097580948","0.46540010500365","1"
"Big worries","2016","Bavaria","direct migration background","309","0.387707975067074","0.354460950419342","0.420954999714805","1"
"Big worries","2016","Bavaria","indirect migration background","86","0.278730325741509","0.223261090560831","0.334199560922188","1"
"Big worries","2016","Berlin","direct migration background","43","0.242015267933039","0.173926118586703","0.310104417279375","1"
"Big worries","2016","Berlin","indirect migration background","15","","","","1"
"Big worries","2016","Brandenburg","no migration background","461","0.584897485711681","0.551294673373077","0.618500298050284","1"
"Big worries","2016","Saxony-Anhalt","no migration background","425","0.567018294221392","0.531814532584809","0.602222055857975","1"
"Big worries","2016","Saxony-Anhalt","direct migration background","15","","","","1"
"Big worries","2016","Saxony-Anhalt","indirect migration background","13","","","","1"
"Big worries","2016","Thuringia","direct migration background","32","0.542437847426715","0.42402640436593","0.660849290487499","1"
"Big worries","2016","Thuringia","no migration background","436","0.567076101048997","0.533142293456293","0.601009908641701","1"
"No worries","2016","Saxony-Anhalt","indirect migration background","3","","","","3"
"No worries","2016","Thuringia","no migration background","80","0.101125522462784","0.0804771391389771","0.121773905786591","3"
"No worries","2016","Thuringia","direct migration background","11","","","","3"
"No worries","2016","Thuringia","indirect migration background","2","","","","3"
"No worries","2016","Schleswig-Holstein","no migration background","117","0.173054622564908","0.143561580784364","0.202547664345451","3"
"No worries","2016","Schleswig-Holstein","direct migration background","17","","","","3"
"No worries","2016","Schleswig-Holstein","indirect migration background","6","","","","3"
"No worries","2016","Hamburg","no migration background","85","0.289739041621134","0.236886320190706","0.342591763051562","3"
"No worries","2016","Hamburg","direct migration background","18","","","","3"
"No worries","2016","Hamburg","indirect migration background","11","","","","3"
"No worries","2016","Lower Saxony","no migration background","287","0.152819233157657","0.136108589313652","0.169529877001661","3"
"No worries","2016","Lower Saxony","direct migration background","80","0.151585687672619","0.119537118489955","0.183634256855282","3"
"No worries","2016","Lower Saxony","indirect migration background","27","","","","3"
"No worries","2016","Bremen","no migration background","14","","","","3"
"No worries","2016","Bremen","direct migration background","7","","","","3"
"No worries","2016","Bremen","indirect migration background","1","","","","3"
"No worries","2016","North Rhine-Westphalia","no migration background","495","0.131283364048009","0.119801118291812","0.142765609804207","3"
"No worries","2016","North Rhine-Westphalia","direct migration background","166","0.114996475943786","0.097381681306564","0.132611270581007","3"
"No worries","2016","North Rhine-Westphalia","indirect migration background","86","0.210696594102256","0.17293417307055","0.248459015133963","3"
"No worries","2016","Hesse","no migration background","200","0.18188408734078","0.159015318606124","0.204752856075436","3"
"No worries","2016","Hesse","direct migration background","58","0.187961920810374","0.149336346424895","0.226587495195854","3"
"No worries","2016","Hesse","indirect migration background","24","","","","3"
"No worries","2016","Rhineland-Palatinate,Saarland","no migration background","173","0.169696702288214","0.146231385866854","0.193162018709573","3"
"No worries","2016","Rhineland-Palatinate,Saarland","direct migration background","56","0.198042810538382","0.158130778723284","0.237954842353479","3"
"No worries","2016","Rhineland-Palatinate,Saarland","indirect migration background","18","","","","3"
"No worries","2016","Baden-Württemberg","no migration background","332","0.157254362873868","0.140906905668431","0.173601820079305","3"
"No worries","2016","Baden-Württemberg","direct migration background","122","0.180928705444941","0.151844637557555","0.210012773332326","3"
"No worries","2016","Baden-Württemberg","indirect migration background","62","0.266863047372808","0.213708056462931","0.320018038282685","3"
"No worries","2016","Bavaria","no migration background","446","0.134136759707379","0.1215000663557","0.146773453059058","3"
"No worries","2016","Bavaria","direct migration background","206","0.256549001078455","0.22674789005711","0.2863501120998","3"
"No worries","2016","Bavaria","indirect migration background","64","0.237176585083007","0.184555579425651","0.289797590740363","3"
"No worries","2016","Berlin","no migration background","134","0.189191417011332","0.160218687048394","0.21816414697427","3"
"No worries","2016","Berlin","direct migration background","38","0.291085044079006","0.218869063540802","0.36330102461721","3"
"No worries","2016","Berlin","indirect migration background","25","","","","3"
"No worries","2016","Brandenburg","no migration background","86","0.0995037403088494","0.0790901813719059","0.119917299245793","3"
"No worries","2016","Brandenburg","direct migration background","12","","","","3"
"No worries","2016","Brandenburg","indirect migration background","4","","","","3"
"No worries","2016","Mecklenburg-Western Pomerania","no migration background","57","0.0922913240290207","0.0666639721238493","0.117918675934192","3"
"No worries","2016","Mecklenburg-Western Pomerania","direct migration background","3","","","","3"
"No worries","2016","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"No worries","2016","Saxony","no migration background","179","0.114754708337915","0.0978340509212522","0.131675365754578","3"
"No worries","2016","Saxony","direct migration background","13","","","","3"
"No worries","2016","Saxony","indirect migration background","5","","","","3"
"No worries","2016","Saxony-Anhalt","no migration background","107","0.121963638463409","0.0987134113620567","0.145213865564762","3"
"No worries","2016","Saxony-Anhalt","direct migration background","6","","","","3"
"Some worries","2016","Hamburg","indirect migration background","20","","","","2"
"Some worries","2016","Lower Saxony","no migration background","745","0.398801431222799","0.376060750832798","0.421542111612799","2"
"Some worries","2016","Hesse","indirect migration background","57","0.563959673659439","0.475602307985475","0.652317039333403","2"
"Some worries","2016","Rhineland-Palatinate,Saarland","no migration background","433","0.430570859430978","0.399617093565144","0.461524625296812","2"
"Some worries","2016","Hamburg","direct migration background","48","0.491601636717094","0.395978678851225","0.587224594582962","2"
"Some worries","2016","Lower Saxony","direct migration background","222","0.473800319753066","0.429178372603133","0.518422266902999","2"
"Some worries","2016","Hesse","direct migration background","170","0.401441906837992","0.35297823414514","0.449905579530844","2"
"Some worries","2016","Rhineland-Palatinate,Saarland","direct migration background","176","0.508213147990171","0.458145163491182","0.558281132489161","2"
"Some worries","2016","Saxony-Anhalt","indirect migration background","7","","","","2"
"Some worries","2016","Thuringia","no migration background","303","0.331798376488219","0.299550803698908","0.364045949277529","2"
"Some worries","2016","Thuringia","direct migration background","25","","","","2"
"Some worries","2016","Thuringia","indirect migration background","3","","","","2"
"Some worries","2016","Brandenburg","direct migration background","21","","","","2"
"Some worries","2016","Berlin","indirect migration background","12","","","","2"
"Some worries","2016","Brandenburg","no migration background","279","0.31559877397947","0.283904477912593","0.347293070046347","2"
"Some worries","2016","Brandenburg","indirect migration background","10","","","","2"
"Some worries","2016","Schleswig-Holstein","indirect migration background","17","","","","2"
"Some worries","2016","Hamburg","no migration background","112","0.343888693319896","0.288546982242366","0.399230404397426","2"
"Some worries","2016","Berlin","direct migration background","71","0.466899687987956","0.387587020372583","0.546212355603329","2"
"Some worries","2016","Schleswig-Holstein","direct migration background","60","0.484406013113888","0.402207757062134","0.566604269165643","2"
"Some worries","2016","Hesse","no migration background","455","0.388996669130365","0.360094346794015","0.417898991466715","2"
"Some worries","2016","North Rhine-Westphalia","indirect migration background","181","0.437626664069115","0.39168853198225","0.48356479615598","2"
"Some worries","2016","Berlin","no migration background","275","0.382018481696369","0.346075883695125","0.417961079697613","2"
"Some worries","2016","Bavaria","indirect migration background","101","0.484093089175484","0.4222684850153","0.545917693335667","2"
"Some worries","2016","Mecklenburg-Western Pomerania","no migration background","168","0.279091783446353","0.239375960661594","0.318807606231111","2"
"Some worries","2016","Saxony-Anhalt","no migration background","229","0.311018067315199","0.278128929510009","0.343907205120389","2"
"Some worries","2016","Schleswig-Holstein","no migration background","250","0.428812878543926","0.390228397330504","0.467397359757348","2"
"Some worries","2016","North Rhine-Westphalia","direct migration background","524","0.425491055471244","0.398191446072317","0.452790664870172","2"
"Some worries","2016","Saxony-Anhalt","direct migration background","26","","","","2"
"Some worries","2016","Rhineland-Palatinate,Saarland","indirect migration background","53","0.498998918684139","0.407215379692406","0.590782457675873","2"
"Some worries","2016","North Rhine-Westphalia","no migration background","1345","0.414901765948239","0.39814963899013","0.431653892906348","2"
"Some worries","2016","Bavaria","direct migration background","310","0.355743023854471","0.323075299845016","0.388410747863926","2"
"Some worries","2016","Mecklenburg-Western Pomerania","direct migration background","6","","","","2"
"Some worries","2016","Saxony","indirect migration background","11","","","","2"
"Some worries","2016","Lower Saxony","indirect migration background","40","0.482962170331515","0.386922836584715","0.579001504078315","2"
"Some worries","2016","Bremen","no migration background","42","0.341975449797416","0.253727400366747","0.430223499228084","2"
"Some worries","2016","Bremen","direct migration background","22","","","","2"
"Some worries","2016","Bremen","indirect migration background","4","","","","2"
"Some worries","2016","Bavaria","no migration background","1011","0.361108798047455","0.343298656183883","0.378918939911028","2"
"Some worries","2016","Saxony","direct migration background","25","","","","2"
"Some worries","2016","Mecklenburg-Western Pomerania","indirect migration background","6","","","","2"
"Some worries","2016","Baden-Württemberg","no migration background","779","0.412143870716252","0.390040396101014","0.434247345331489","2"
"Some worries","2016","Baden-Württemberg","indirect migration background","111","0.399702859528278","0.340837603451385","0.458568115605172","2"
"Some worries","2016","Saxony","no migration background","438","0.313304916912099","0.288680512373854","0.337929321450344","2"
"Some worries","2016","Baden-Württemberg","direct migration background","256","0.334432391506803","0.298788032020923","0.370076750992684","2"
"Big worries","2017","Hamburg","direct migration background","40","0.417633265126023","0.319992567234028","0.515273963018018","1"
"Big worries","2017","Hamburg","indirect migration background","7","","","","1"
"Big worries","2017","Lower Saxony","no migration background","726","0.364555155334316","0.343974669761807","0.385135640906826","1"
"Big worries","2017","Lower Saxony","direct migration background","155","0.295755357607735","0.253958518619191","0.33755219659628","1"
"Big worries","2017","Lower Saxony","indirect migration background","36","0.298268973695162","0.22137930029442","0.375158647095905","1"
"Big worries","2017","Bremen","no migration background","53","0.452151008062397","0.370000411822929","0.534301604301865","1"
"Big worries","2017","Bremen","direct migration background","21","","","","1"
"Big worries","2017","Bremen","indirect migration background","1","","","","1"
"Big worries","2017","Hesse","direct migration background","128","0.319959841182046","0.273182942362081","0.36673674000201","1"
"Big worries","2017","Hesse","indirect migration background","57","0.306001558893439","0.231505981501201","0.380497136285677","1"
"Big worries","2017","Rhineland-Palatinate,Saarland","no migration background","346","0.355760853921831","0.32674837196265","0.384773335881011","1"
"Big worries","2017","Rhineland-Palatinate,Saarland","direct migration background","98","0.268395417712409","0.223059666558552","0.313731168866267","1"
"Big worries","2017","Rhineland-Palatinate,Saarland","indirect migration background","37","0.367038927719261","0.275711596553639","0.458366258884883","1"
"Big worries","2017","Baden-Württemberg","no migration background","672","0.341788225653562","0.321583682538332","0.361992768768792","1"
"Big worries","2017","Baden-Württemberg","direct migration background","226","0.39380955252614","0.355535134853628","0.432083970198653","1"
"Big worries","2017","Baden-Württemberg","indirect migration background","95","0.352166126831239","0.297192459677841","0.407139793984636","1"
"Big worries","2017","Hamburg","no migration background","83","0.254056746238868","0.206655053912409","0.301458438565328","1"
"Big worries","2017","Brandenburg","no migration background","455","0.511238237029571","0.478972402215916","0.543504071843226","1"
"Big worries","2017","Brandenburg","direct migration background","56","0.405955977814282","0.308729659937101","0.503182295691462","1"
"Big worries","2017","Brandenburg","indirect migration background","5","","","","1"
"Big worries","2017","Mecklenburg-Western Pomerania","no migration background","252","0.479505146880641","0.437867096951858","0.521143196809423","1"
"Big worries","2017","Mecklenburg-Western Pomerania","direct migration background","6","","","","1"
"Big worries","2017","Mecklenburg-Western Pomerania","indirect migration background","6","","","","1"
"Big worries","2017","Schleswig-Holstein","indirect migration background","16","","","","1"
"Big worries","2017","Thuringia","direct migration background","29","","","","1"
"Big worries","2017","Thuringia","indirect migration background","8","","","","1"
"Big worries","2017","Saxony","no migration background","704","0.456451665393785","0.431734294490919","0.481169036296651","1"
"Big worries","2017","Berlin","indirect migration background","16","","","","1"
"Big worries","2017","Thuringia","no migration background","412","0.461533590492638","0.428909919023176","0.4941572619621","1"
"Big worries","2017","Saxony","indirect migration background","11","","","","1"
"Big worries","2017","Saxony","direct migration background","27","","","","1"
"Big worries","2017","North Rhine-Westphalia","no migration background","1374","0.3883795859352","0.372879296983556","0.403879874886845","1"
"Big worries","2017","Schleswig-Holstein","direct migration background","76","0.451331809614991","0.37033517904902","0.532328440180962","1"
"Big worries","2017","Bavaria","no migration background","1172","0.385633092202818","0.368575576739713","0.402690607665923","1"
"Big worries","2017","Berlin","direct migration background","45","0.302447998347961","0.229428314376431","0.375467682319492","1"
"Big worries","2017","Hesse","no migration background","427","0.359464422380563","0.33290620582747","0.386022638933656","1"
"Big worries","2017","Bavaria","direct migration background","270","0.363037058603682","0.329880078138455","0.396194039068908","1"
"Big worries","2017","Schleswig-Holstein","no migration background","240","0.308851624680491","0.275917374205434","0.341785875155548","1"
"Big worries","2017","North Rhine-Westphalia","indirect migration background","161","0.284994848817812","0.245970144424819","0.324019553210804","1"
"Big worries","2017","Saxony-Anhalt","no migration background","434","0.515701565900105","0.482183811593702","0.549219320206508","1"
"Big worries","2017","Saxony-Anhalt","indirect migration background","5","","","","1"
"Big worries","2017","Bavaria","indirect migration background","66","0.220881760420698","0.169965134804912","0.271798386036483","1"
"Big worries","2017","North Rhine-Westphalia","direct migration background","490","0.366009052032464","0.338922894885224","0.393095209179704","1"
"Big worries","2017","Berlin","no migration background","279","0.373506570864527","0.339515435116486","0.407497706612569","1"
"Big worries","2017","Saxony-Anhalt","direct migration background","17","","","","1"
"No worries","2017","Schleswig-Holstein","no migration background","161","0.219850087739585","0.190328511164601","0.249371664314568","3"
"No worries","2017","Schleswig-Holstein","direct migration background","24","","","","3"
"No worries","2017","Schleswig-Holstein","indirect migration background","8","","","","3"
"No worries","2017","Hamburg","no migration background","95","0.274377061042417","0.225791749977041","0.322962372107793","3"
"No worries","2017","Hamburg","direct migration background","14","","","","3"
"No worries","2017","Hamburg","indirect migration background","18","","","","3"
"No worries","2017","Lower Saxony","no migration background","425","0.207753238710298","0.190405646587056","0.22510083083354","3"
"No worries","2017","Lower Saxony","direct migration background","83","0.173052883465489","0.1384076381643","0.207698128766677","3"
"No worries","2017","Lower Saxony","indirect migration background","39","0.250961092712274","0.17809356688396","0.323828618540588","3"
"No worries","2017","Bremen","no migration background","30","0.130115066761524","0.0745843558357193","0.185645777687329","3"
"No worries","2017","Bremen","direct migration background","6","","","","3"
"No worries","2017","Bremen","indirect migration background","2","","","","3"
"No worries","2017","North Rhine-Westphalia","no migration background","792","0.193608265503324","0.181042018507526","0.206174512499122","3"
"No worries","2017","North Rhine-Westphalia","direct migration background","193","0.164662164783908","0.143808233476414","0.185516096091402","3"
"No worries","2017","North Rhine-Westphalia","indirect migration background","133","0.254798806880053","0.217128253734852","0.292469360025254","3"
"No worries","2017","Hesse","no migration background","276","0.195252379134036","0.173312848071159","0.217191910196913","3"
"No worries","2017","Hesse","direct migration background","70","0.265876444298616","0.221572650169233","0.310180238427998","3"
"No worries","2017","Hesse","indirect migration background","30","0.261725006615953","0.190665675921484","0.332784337310423","3"
"No worries","2017","Rhineland-Palatinate,Saarland","no migration background","198","0.191534718274377","0.167687556952432","0.215381879596322","3"
"No worries","2017","Rhineland-Palatinate,Saarland","direct migration background","61","0.202501133131199","0.161386745599895","0.243615520662504","3"
"No worries","2017","Rhineland-Palatinate,Saarland","indirect migration background","22","","","","3"
"No worries","2017","Baden-Württemberg","no migration background","515","0.207920753845815","0.190633703387357","0.225207804304273","3"
"No worries","2017","Baden-Württemberg","direct migration background","138","0.203742531524957","0.172190412408089","0.235294650641824","3"
"No worries","2017","Baden-Württemberg","indirect migration background","75","0.253405721771379","0.203344709272612","0.303466734270147","3"
"No worries","2017","Bavaria","no migration background","638","0.185346432567192","0.171729060107394","0.19896380502699","3"
"No worries","2017","Bavaria","direct migration background","202","0.227617811821945","0.198706908752789","0.2565287148911","3"
"No worries","2017","Bavaria","indirect migration background","82","0.300886848624437","0.244593985285974","0.3571797119629","3"
"No worries","2017","Berlin","no migration background","186","0.217807832814194","0.188804241911088","0.2468114237173","3"
"No worries","2017","Berlin","direct migration background","44","0.287304621705341","0.215368076881027","0.359241166529654","3"
"No worries","2017","Berlin","indirect migration background","25","","","","3"
"No worries","2017","Brandenburg","no migration background","102","0.104216105968188","0.0844940731931931","0.123938138743183","3"
"No worries","2017","Brandenburg","direct migration background","13","","","","3"
"No worries","2017","Brandenburg","indirect migration background","5","","","","3"
"No worries","2017","Mecklenburg-Western Pomerania","no migration background","78","0.132041933347986","0.103826232993415","0.160257633702557","3"
"No worries","2017","Mecklenburg-Western Pomerania","direct migration background","1","","","","3"
"No worries","2017","Mecklenburg-Western Pomerania","indirect migration background","1","","","","3"
"No worries","2017","Saxony","no migration background","261","0.151458018270397","0.133668319518951","0.169247717021844","3"
"No worries","2017","Saxony","direct migration background","15","","","","3"
"No worries","2017","Saxony","indirect migration background","5","","","","3"
"No worries","2017","Saxony-Anhalt","no migration background","113","0.132973564835759","0.110200683607827","0.155746446063691","3"
"No worries","2017","Saxony-Anhalt","direct migration background","4","","","","3"
"No worries","2017","Saxony-Anhalt","indirect migration background","4","","","","3"
"No worries","2017","Thuringia","no migration background","128","0.16175827870767","0.137660902139874","0.185855655275467","3"
"No worries","2017","Thuringia","direct migration background","14","","","","3"
"No worries","2017","Thuringia","indirect migration background","3","","","","3"
"Some worries","2017","Hamburg","direct migration background","44","0.339630570139378","0.245867478143767","0.433393662134988","2"
"Some worries","2017","Hamburg","indirect migration background","20","","","","2"
"Some worries","2017","Lower Saxony","no migration background","950","0.427691605955386","0.406536486301978","0.448846725608794","2"
"Some worries","2017","Lower Saxony","direct migration background","220","0.531191758926776","0.485489398074036","0.576894119779515","2"
"Some worries","2017","Hesse","direct migration background","184","0.414163714519338","0.364767852725507","0.463559576313169","2"
"Some worries","2017","Hesse","indirect migration background","60","0.432273434490608","0.352190808577466","0.512356060403749","2"
"Some worries","2017","Rhineland-Palatinate,Saarland","no migration background","502","0.452704427803792","0.422539618289295","0.48286923731829","2"
"Some worries","2017","Rhineland-Palatinate,Saarland","direct migration background","208","0.529103449156391","0.47803553614744","0.580171362165343","2"
"Some worries","2017","Schleswig-Holstein","indirect migration background","22","","","","2"
"Some worries","2017","Hamburg","no migration background","146","0.471566192718715","0.417210853015389","0.525921532422042","2"
"Some worries","2017","Brandenburg","no migration background","365","0.384545657002241","0.353143859674919","0.415947454329564","2"
"Some worries","2017","Brandenburg","direct migration background","29","","","","2"
"Some worries","2017","Schleswig-Holstein","direct migration background","45","0.283921683377932","0.210530543649634","0.35731282310623","2"
"Some worries","2017","Thuringia","no migration background","357","0.376708130799691","0.344997849305033","0.40841841229435","2"
"Some worries","2017","Thuringia","direct migration background","31","0.48343807640615","0.36957999717018","0.597296155642119","2"
"Some worries","2017","Berlin","indirect migration background","19","","","","2"
"Some worries","2017","Brandenburg","indirect migration background","6","","","","2"
"Some worries","2017","Mecklenburg-Western Pomerania","no migration background","223","0.388452919771374","0.347830137140491","0.429075702402256","2"
"Some worries","2017","Mecklenburg-Western Pomerania","direct migration background","10","","","","2"
"Some worries","2017","Schleswig-Holstein","no migration background","355","0.471298287579924","0.435715457830726","0.506881117329122","2"
"Some worries","2017","Saxony-Anhalt","indirect migration background","12","","","","2"
"Some worries","2017","Thuringia","indirect migration background","7","","","","2"
"Some worries","2017","Lower Saxony","indirect migration background","61","0.450769933592564","0.367145486538525","0.534394380646603","2"
"Some worries","2017","Bremen","no migration background","58","0.417733925176078","0.336329286750487","0.49913856360167","2"
"Some worries","2017","Bremen","direct migration background","40","0.61673971115099","0.500324814355953","0.733154607946027","2"
"Some worries","2017","Bremen","indirect migration background","9","","","","2"
"Some worries","2017","North Rhine-Westphalia","no migration background","1632","0.418012148561476","0.402325794178828","0.433698502944123","2"
"Some worries","2017","North Rhine-Westphalia","direct migration background","532","0.469328783183628","0.441267255334825","0.497390311032431","2"
"Some worries","2017","North Rhine-Westphalia","indirect migration background","220","0.460206344302135","0.417118306190526","0.503294382413745","2"
"Some worries","2017","Hesse","no migration background","551","0.445283198485401","0.417775570825888","0.472790826144913","2"
"Some worries","2017","Rhineland-Palatinate,Saarland","indirect migration background","48","0.405465789498599","0.312436064824812","0.498495514172386","2"
"Some worries","2017","Baden-Württemberg","no migration background","930","0.450291020500623","0.429097616308538","0.471484424692708","2"
"Some worries","2017","Baden-Württemberg","direct migration background","262","0.402447915948903","0.364032667306598","0.440863164591208","2"
