"plj0046","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Big worries","2001","Couple + C. LE 16 ","East Germany","287","0.325227596607534","0.29479074365889","0.355664449556179"
"Big worries","2001","Couple + C. LE and GT 16","West Germany","263","0.215707186958725","0.192702287852986","0.238712086064464"
"Big worries","2001","Couple + C. LE and GT 16","East Germany","158","0.296055798709409","0.256239736546863","0.335871860871954"
"Big worries","2001","Single parent ","West Germany","187","0.222093286156706","0.193344349014919","0.250842223298492"
"Big worries","2001","Single parent ","East Germany","61","0.174338519170856","0.132440788316167","0.216236250025544"
"No worries","2001","(Married) couple without C. ","West Germany","1352","0.259923083819399","0.247861069512741","0.271985098126057"
"No worries","2001","(Married) couple without C. ","East Germany","360","0.200639057815604","0.182096984653532","0.219181130977675"
"No worries","2001","1-pers.-HH","West Germany","728","0.315624228423853","0.29652194252215","0.334726514325557"
"No worries","2001","1-pers.-HH","East Germany","219","0.305420708383381","0.271636858342731","0.339204558424031"
"No worries","2001","Couple + C. GT 16 ","West Germany","727","0.26786219217103","0.250764282892226","0.284960101449833"
"No worries","2001","Couple + C. GT 16 ","East Germany","280","0.260918455477026","0.234216756496289","0.287620154457762"
"No worries","2001","Couple + C. LE 16 ","West Germany","1153","0.307739706812928","0.293062617970818","0.322416795655038"
"No worries","2001","Couple + C. LE 16 ","East Germany","198","0.233966937406687","0.206460876694186","0.261472998119188"
"No worries","2001","Couple + C. LE and GT 16","West Germany","434","0.356846190175146","0.330051615778509","0.383640764571782"
"No worries","2001","Couple + C. LE and GT 16","East Germany","106","0.220824268254503","0.184646355198587","0.257002181310419"
"No worries","2001","Single parent ","West Germany","234","0.298332521794568","0.266687434949921","0.329977608639215"
"No worries","2001","Single parent ","East Germany","94","0.328086889891402","0.276237480958892","0.379936298823912"
"Some worries","2001","(Married) couple without C. ","West Germany","2461","0.485130401318803","0.471385651013038","0.498875151624569"
"Some worries","2001","(Married) couple without C. ","East Germany","900","0.507482397781994","0.484335091501205","0.530629704062784"
"Some worries","2001","1-pers.-HH","West Germany","1067","0.468201737769199","0.447692816003485","0.488710659534914"
"Some worries","2001","1-pers.-HH","East Germany","305","0.428031235267455","0.391738234936962","0.464324235597948"
"Some worries","2001","Couple + C. GT 16 ","West Germany","1217","0.47643922352205","0.45715606429387","0.49572238275023"
"Some worries","2001","Couple + C. GT 16 ","East Germany","473","0.432878213861707","0.402750835110754","0.463005592612661"
"Some worries","2001","Couple + C. LE 16 ","West Germany","1820","0.474911889467571","0.459032417469444","0.490791361465699"
"Some worries","2001","Couple + C. LE 16 ","East Germany","425","0.440805465985779","0.408547844671392","0.473063087300165"
"Some worries","2001","Couple + C. LE and GT 16","West Germany","531","0.427446622866129","0.399777343834387","0.455115901897872"
"Some worries","2001","Couple + C. LE and GT 16","East Germany","241","0.483119933036088","0.439536165217357","0.52670370085482"
"Some worries","2001","Single parent ","West Germany","382","0.479574192048726","0.445020247430805","0.514128136666648"
"Some worries","2001","Single parent ","East Germany","160","0.497574590937742","0.442359510545055","0.55278967133043"
"Big worries","2002","(Married) couple without C. ","West Germany","1662","0.329816080249201","0.317538546687129","0.342093613811272"
"Big worries","2002","(Married) couple without C. ","East Germany","620","0.353391533706259","0.331320663263251","0.375462404149268"
"Big worries","2002","1-pers.-HH","West Germany","569","0.261274668138547","0.243197891517672","0.279351444759422"
"Big worries","2002","1-pers.-HH","East Germany","218","0.30362772153707","0.27008711286535","0.33716833020879"
"Big worries","2002","Couple + C. GT 16 ","West Germany","704","0.278774325693337","0.262358150653","0.295190500733675"
"Big worries","2002","Couple + C. GT 16 ","East Germany","339","0.332641162056339","0.305010632585167","0.360271691527511"
"Big worries","2002","Couple + C. LE 16 ","West Germany","881","0.261160273914812","0.247310004888342","0.275010542941283"
"Big worries","2002","Couple + C. LE 16 ","East Germany","276","0.354745578887392","0.322899018524478","0.386592139250305"
"Big worries","2002","Couple + C. LE and GT 16","West Germany","309","0.197560087477175","0.177240824706081","0.21787935024827"
"Big worries","2002","Couple + C. LE and GT 16","East Germany","139","0.329786081402473","0.286916426667923","0.372655736137023"
"Big worries","2002","Single parent ","West Germany","217","0.289000514516465","0.258106148502794","0.319894880530136"
"Big worries","2002","Single parent ","East Germany","75","0.245674967635728","0.196467146025073","0.294882789246383"
"No worries","2002","(Married) couple without C. ","West Germany","1268","0.196130707269521","0.185761543535725","0.206499871003317"
"No worries","2002","(Married) couple without C. ","East Germany","305","0.163275954520485","0.146210300440499","0.180341608600471"
"No worries","2002","1-pers.-HH","West Germany","655","0.273042549235813","0.254710943669068","0.291374154802558"
"No worries","2002","1-pers.-HH","East Germany","181","0.240626944102325","0.20944672147146","0.271807166733189"
"No worries","2002","Couple + C. GT 16 ","West Germany","764","0.240948634988381","0.225291661509201","0.256605608467561"
"No worries","2002","Couple + C. GT 16 ","East Germany","258","0.210030222836756","0.18614289119428","0.233917554479232"
"No worries","2002","Couple + C. LE 16 ","West Germany","1137","0.261911319144749","0.248048200544245","0.275774437745253"
"No worries","2002","Couple + C. LE 16 ","East Germany","195","0.233518156170382","0.205357043857382","0.261679268483382"
"No worries","2002","Couple + C. LE and GT 16","West Germany","500","0.333214668853969","0.309159569484365","0.357269768223573"
"No worries","2002","Couple + C. LE and GT 16","East Germany","102","0.214074875131933","0.176672383081572","0.251477367182295"
"No worries","2002","Single parent ","West Germany","260","0.304526434081494","0.273161227766437","0.335891640396552"
"No worries","2002","Single parent ","East Germany","65","0.195597638128477","0.150256449869731","0.240938826387223"
"Some worries","2002","(Married) couple without C. ","West Germany","2703","0.474053212481278","0.461013660625737","0.487092764336819"
"Some worries","2002","(Married) couple without C. ","East Germany","877","0.483332511773256","0.460259766609103","0.506405256937408"
"Some worries","2002","1-pers.-HH","West Germany","1045","0.46568278262564","0.445158144055549","0.486207421195731"
"Some worries","2002","1-pers.-HH","East Germany","323","0.455745334360605","0.419417317684169","0.492073351037042"
"Some worries","2002","Couple + C. GT 16 ","West Germany","1398","0.480277039318282","0.461985853476761","0.498568225159802"
"Some worries","2002","Couple + C. GT 16 ","East Germany","520","0.457328615106905","0.428113731970823","0.486543498242987"
"Some worries","2002","Couple + C. LE 16 ","West Germany","1846","0.476928406940439","0.461179997585967","0.49267681629491"
"Some worries","2002","Couple + C. LE 16 ","East Germany","396","0.411736264942227","0.37897700059223","0.444495529292223"
"Some worries","2002","Couple + C. LE and GT 16","West Germany","666","0.469225243668856","0.443757064590165","0.494693422747547"
"Some worries","2002","Couple + C. LE and GT 16","East Germany","221","0.456139043465594","0.410721915423602","0.501556171507585"
"Some worries","2002","Single parent ","West Germany","350","0.406473051402041","0.372997215030003","0.439948887774079"
"Some worries","2002","Single parent ","East Germany","154","0.558727394235795","0.501969288590462","0.615485499881128"
"Big worries","2003","(Married) couple without C. ","West Germany","1528","0.310561786437392","0.298255419125855","0.322868153748928"
"Big worries","2003","(Married) couple without C. ","East Germany","536","0.295728136147202","0.27493780657586","0.316518465718544"
"Big worries","2003","1-pers.-HH","West Germany","560","0.26443313600045","0.246213933636433","0.282652338364467"
"Big worries","2003","1-pers.-HH","East Germany","164","0.233843927765356","0.202926488572156","0.264761366958556"
"Big worries","2003","Couple + C. GT 16 ","West Germany","660","0.274773746676905","0.258256843075364","0.291290650278446"
"Big worries","2003","Couple + C. GT 16 ","East Germany","296","0.330243042058228","0.302675208098467","0.35781087601799"
"Big worries","2003","Couple + C. LE 16 ","West Germany","727","0.22298656257272","0.209282326051722","0.236690799093719"
"Big worries","2003","Couple + C. LE 16 ","East Germany","242","0.323538614882886","0.291321240208636","0.355755989557137"
"Big worries","2003","Couple + C. LE and GT 16","West Germany","294","0.205296718084681","0.184288102934112","0.226305333235251"
"Big worries","2003","Couple + C. LE and GT 16","East Germany","119","0.29636691137025","0.252537256825396","0.340196565915105"
"Big worries","2003","Single parent ","West Germany","199","0.255211351719763","0.225443259433328","0.284979444006197"
"Big worries","2003","Single parent ","East Germany","72","0.264363425457629","0.212984239954516","0.315742610960742"
"No worries","2003","(Married) couple without C. ","West Germany","1411","0.229369344682185","0.218187871743922","0.240550817620448"
"No worries","2003","(Married) couple without C. ","East Germany","382","0.201157168504404","0.182895379959005","0.219418957049802"
"No worries","2003","1-pers.-HH","West Germany","677","0.288325018630437","0.269612064319504","0.307037972941371"
"No worries","2003","1-pers.-HH","East Germany","208","0.268979440977965","0.236589796452012","0.301369085503919"
"No worries","2003","Couple + C. GT 16 ","West Germany","849","0.271037549440386","0.254591122212545","0.287483976668228"
"No worries","2003","Couple + C. GT 16 ","East Germany","296","0.22500563654289","0.20052779269241","0.24948348039337"
"No worries","2003","Couple + C. LE 16 ","West Germany","1120","0.292563302867432","0.27758526405106","0.307541341683803"
"No worries","2003","Couple + C. LE 16 ","East Germany","166","0.204621521869146","0.176839224565278","0.232403819173014"
"No worries","2003","Couple + C. LE and GT 16","West Germany","479","0.302219625891703","0.278334659981652","0.326104591801755"
"No worries","2003","Couple + C. LE and GT 16","East Germany","106","0.24071790619397","0.199684663288571","0.28175114909937"
"No worries","2003","Single parent ","West Germany","256","0.309142406966386","0.277588143692932","0.34069667023984"
"No worries","2003","Single parent ","East Germany","73","0.23146192892183","0.182322811685373","0.280601046158288"
"Some worries","2003","(Married) couple without C. ","West Germany","2492","0.460068868880423","0.446813592193615","0.473324145567232"
"Some worries","2003","(Married) couple without C. ","East Germany","933","0.503114695348394","0.480337174157615","0.525892216539173"
"Some worries","2003","1-pers.-HH","West Germany","1014","0.447241845369112","0.426701906910616","0.467781783827609"
"Some worries","2003","1-pers.-HH","East Germany","348","0.497176631256679","0.460655440997419","0.533697821515938"
"Some worries","2003","Couple + C. GT 16 ","West Germany","1297","0.454188703882709","0.435766411031496","0.472610996733922"
"Some worries","2003","Couple + C. GT 16 ","East Germany","526","0.444751321398882","0.415622052835095","0.473880589962669"
"Some worries","2003","Couple + C. LE 16 ","West Germany","1697","0.484450134559848","0.467996527789214","0.500903741330481"
"Some worries","2003","Couple + C. LE 16 ","East Germany","402","0.471839863247968","0.437461459639874","0.506218266856062"
"Some worries","2003","Couple + C. LE and GT 16","West Germany","647","0.492483656023615","0.466480572778505","0.518486739268725"
"Some worries","2003","Couple + C. LE and GT 16","East Germany","192","0.462915182435779","0.415057439363884","0.510772925507675"
"Some worries","2003","Single parent ","West Germany","369","0.435646241313851","0.401790901148088","0.469501581479614"
"Some worries","2003","Single parent ","East Germany","138","0.504174645620541","0.445922793331575","0.562426497909507"
"Big worries","2004","(Married) couple without C. ","West Germany","1840","0.367148956106979","0.35432328509983","0.379974627114129"
"Big worries","2004","(Married) couple without C. ","East Germany","666","0.3835180005111","0.36112347102625","0.40591252999595"
"Big worries","2004","1-pers.-HH","West Germany","652","0.316355361141316","0.296878057302872","0.33583266497976"
"Big worries","2004","1-pers.-HH","East Germany","234","0.326645247232585","0.292293271796715","0.360997222668454"
"Big worries","2004","Couple + C. GT 16 ","West Germany","848","0.333646428030249","0.316087264988841","0.351205591071658"
"Big worries","2004","Couple + C. GT 16 ","East Germany","362","0.371013024961334","0.34277200747341","0.399254042449258"
"Big worries","2004","Couple + C. LE 16 ","West Germany","869","0.280480434945433","0.2651485569268","0.295812312964066"
"Big worries","2004","Couple + C. LE 16 ","East Germany","271","0.380156720657262","0.345369512430774","0.414943928883749"
"Big worries","2004","Couple + C. LE and GT 16","West Germany","370","0.296648703625629","0.272644245895076","0.320653161356183"
"Big worries","2004","Couple + C. LE and GT 16","East Germany","121","0.362466971564675","0.314635053952428","0.410298889176921"
"Big worries","2004","Single parent ","West Germany","214","0.294523748612244","0.263015705891597","0.32603179133289"
"Big worries","2004","Single parent ","East Germany","89","0.370225245373254","0.314554785593297","0.42589570515321"
"No worries","2004","(Married) couple without C. ","West Germany","1173","0.195230625395379","0.18468389390205","0.205777356888708"
"No worries","2004","(Married) couple without C. ","East Germany","299","0.161488716045206","0.144540873819492","0.178436558270921"
"No worries","2004","1-pers.-HH","West Germany","576","0.256700375011411","0.238405845626821","0.274994904396002"
"No worries","2004","1-pers.-HH","East Germany","165","0.231029891092297","0.200156779993126","0.261903002191469"
"No worries","2004","Couple + C. GT 16 ","West Germany","624","0.210984734514246","0.1957905839298","0.226178885098691"
"No worries","2004","Couple + C. GT 16 ","East Germany","270","0.215283687303015","0.191255177509606","0.239312197096425"
"No worries","2004","Couple + C. LE 16 ","West Germany","883","0.241848644236876","0.227234528181021","0.256462760292731"
"No worries","2004","Couple + C. LE 16 ","East Germany","157","0.212268270971236","0.182964129475804","0.241572412466668"
"No worries","2004","Couple + C. LE and GT 16","West Germany","385","0.235414196782276","0.21311886365587","0.257709529908682"
"No worries","2004","Couple + C. LE and GT 16","East Germany","96","0.240473451920247","0.197949141839766","0.282997762000727"
"No worries","2004","Single parent ","West Germany","229","0.292470327367103","0.261026652181659","0.323914002552547"
"No worries","2004","Single parent ","East Germany","62","0.192188560618023","0.146761154850073","0.237615966385972"
"Some worries","2004","(Married) couple without C. ","West Germany","2413","0.437620418497642","0.424420484581219","0.450820352414065"
"Some worries","2004","(Married) couple without C. ","East Germany","846","0.454993283443694","0.432058624514196","0.477927942373191"
"Some worries","2004","1-pers.-HH","West Germany","962","0.426944263847273","0.406228065660722","0.447660462033823"
"Some worries","2004","1-pers.-HH","East Germany","317","0.442324861675118","0.405945682411841","0.478704040938394"
"Some worries","2004","Couple + C. GT 16 ","West Germany","1298","0.455368837455505","0.43682322827442","0.47391444663659"
"Some worries","2004","Couple + C. GT 16 ","East Germany","492","0.413703287735651","0.384911531881985","0.442495043589317"
"Some worries","2004","Couple + C. LE 16 ","West Germany","1546","0.477670920817691","0.460623476937094","0.494718364698288"
"Some worries","2004","Couple + C. LE 16 ","East Germany","320","0.407575008371502","0.372360814517052","0.442789202225952"
"Some worries","2004","Couple + C. LE and GT 16","West Germany","636","0.467937099592094","0.441715465411277","0.494158733772912"
"Some worries","2004","Couple + C. LE and GT 16","East Germany","171","0.397059576515079","0.348374341972936","0.445744811057222"
"Some worries","2004","Single parent ","West Germany","361","0.413005924020653","0.378971761659656","0.447040086381651"
"Some worries","2004","Single parent ","East Germany","138","0.437586194008724","0.380391075803014","0.494781312214434"
"Big worries","2005","(Married) couple without C. ","West Germany","2081","0.408188192580046","0.394901981914047","0.421474403246046"
"Big worries","2005","(Married) couple without C. ","East Germany","795","0.462339976216191","0.43899380658597","0.485686145846413"
"Big worries","2005","1-pers.-HH","West Germany","792","0.375412474630646","0.355287668634783","0.39553728062651"
"Big worries","2005","1-pers.-HH","East Germany","283","0.394824799554914","0.359389820885009","0.430259778224818"
"Big worries","2005","Couple + C. GT 16 ","West Germany","913","0.378630628262951","0.359954055818348","0.397307200707555"
"Big worries","2005","Couple + C. GT 16 ","East Germany","383","0.400618492008756","0.370865448489526","0.430371535527986"
"Big worries","2005","Couple + C. LE 16 ","West Germany","1005","0.349546253245473","0.332509080273828","0.366583426217119"
"Big worries","2005","Couple + C. LE 16 ","East Germany","279","0.443003252144735","0.406046130217697","0.479960374071773"
"Big worries","2005","Couple + C. LE and GT 16","West Germany","436","0.37208745385698","0.346061165002663","0.398113742711296"
"Big worries","2005","Couple + C. LE and GT 16","East Germany","133","0.464966982917905","0.414350143442114","0.515583822393696"
"Big worries","2005","Single parent ","West Germany","259","0.34776893701893","0.314599993908942","0.380937880128917"
"Big worries","2005","Single parent ","East Germany","121","0.470800290732851","0.414690395363313","0.526910186102389"
"No worries","2005","(Married) couple without C. ","West Germany","908","0.165457835013716","0.155412905045096","0.175502764982337"
"No worries","2005","(Married) couple without C. ","East Germany","213","0.100762605083988","0.08666751314416","0.114857697023815"
"No worries","2005","1-pers.-HH","West Germany","491","0.214612986039194","0.197550175982989","0.231675796095399"
"No worries","2005","1-pers.-HH","East Germany","149","0.204712340933516","0.175462498124997","0.233962183742036"
"No worries","2005","Couple + C. GT 16 ","West Germany","514","0.182131120883781","0.167270111573839","0.196992130193724"
"No worries","2005","Couple + C. GT 16 ","East Germany","202","0.174957432356543","0.151888972091563","0.198025892621523"
"No worries","2005","Couple + C. LE 16 ","West Germany","648","0.211232888888169","0.19664836811714","0.225817409659199"
"No worries","2005","Couple + C. LE 16 ","East Germany","117","0.160473360227315","0.133165537812319","0.187781182642311"
"No worries","2005","Couple + C. LE and GT 16","West Germany","321","0.20721717131051","0.185393383027177","0.229040959593843"
"No worries","2005","Couple + C. LE and GT 16","East Germany","77","0.174712137040162","0.136176908215027","0.213247365865298"
"No worries","2005","Single parent ","West Germany","183","0.22154536075924","0.192623016850276","0.250467704668203"
"No worries","2005","Single parent ","East Germany","53","0.152637993277632","0.112210471765139","0.193065514790124"
"Some worries","2005","(Married) couple without C. ","West Germany","2268","0.426353972406237","0.412985362383145","0.43972258242933"
"Some worries","2005","(Married) couple without C. ","East Germany","744","0.436897418699821","0.413671947240974","0.460122890158667"
"Some worries","2005","1-pers.-HH","West Germany","941","0.40997453933016","0.389533897934787","0.430415180725533"
"Some worries","2005","1-pers.-HH","East Germany","299","0.40046285951157","0.364942400384611","0.435983318638529"
"Some worries","2005","Couple + C. GT 16 ","West Germany","1164","0.439238250853267","0.420128560405436","0.458347941301098"
"Some worries","2005","Couple + C. GT 16 ","East Germany","457","0.424424075634701","0.394414106614825","0.454434044654577"
"Some worries","2005","Couple + C. LE 16 ","West Germany","1356","0.439220857866357","0.421488176883218","0.456953538849496"
"Some worries","2005","Couple + C. LE 16 ","East Germany","298","0.396523387627951","0.360129120233293","0.432917655022609"
"Some worries","2005","Couple + C. LE and GT 16","West Germany","568","0.420695374832511","0.394113995170092","0.447276754494929"
"Some worries","2005","Couple + C. LE and GT 16","East Germany","163","0.360320880041933","0.31159951165607","0.409042248427796"
"Some worries","2005","Single parent ","West Germany","350","0.430685702221831","0.396199785679293","0.465171618764368"
"Some worries","2005","Single parent ","East Germany","130","0.376561715989517","0.322095636526682","0.431027795452353"
"Big worries","2006","(Married) couple without C. ","West Germany","2062","0.36487698300613","0.352574642564575","0.377179323447686"
"Big worries","2006","(Married) couple without C. ","East Germany","743","0.399997182675707","0.378264502172628","0.421729863178786"
"Big worries","2006","1-pers.-HH","West Germany","768","0.314986747891235","0.296723394510631","0.33325010127184"
"Big worries","2006","1-pers.-HH","East Germany","262","0.342393052343888","0.309994160695907","0.374791943991869"
"Big worries","2006","Couple + C. GT 16 ","West Germany","872","0.373830953039103","0.355194404165951","0.392467501912254"
"Big worries","2006","Couple + C. GT 16 ","East Germany","368","0.366818169935728","0.337791998715576","0.39584434115588"
"Big worries","2006","Couple + C. LE 16 ","West Germany","928","0.307273549129968","0.291250806878263","0.323296291381674"
"Big worries","2006","Couple + C. LE 16 ","East Germany","253","0.375005944193862","0.33942067053737","0.410591217850353"
"Big worries","2006","Couple + C. LE and GT 16","West Germany","335","0.302310850915888","0.27612918933856","0.328492512493216"
"Big worries","2006","Couple + C. LE and GT 16","East Germany","96","0.363473721368563","0.309225026125966","0.41772241661116"
"Big worries","2006","Single parent ","West Germany","247","0.297653820916982","0.267148609716064","0.328159032117901"
"Big worries","2006","Single parent ","East Germany","93","0.348078811083464","0.293719564989933","0.402438057176995"
"No worries","2006","(Married) couple without C. ","West Germany","1188","0.2005399823014","0.190307418964448","0.210772545638352"
"No worries","2006","(Married) couple without C. ","East Germany","332","0.163233865689566","0.146838716810088","0.179629014569043"
"No worries","2006","1-pers.-HH","West Germany","622","0.253566885647181","0.236461746487197","0.270672024807164"
"No worries","2006","1-pers.-HH","East Germany","196","0.221653976355706","0.193293821097945","0.250014131613466"
