"plj0046","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","(Married) couple without C. ","West Germany","1106","0.404589411168076","0.386898998583066","0.422279823753086"
"Big worries","1999","(Married) couple without C. ","East Germany","499","0.429495507382229","0.401240200045495","0.457750814718962"
"Big worries","1999","1-pers.-HH","West Germany","411","0.354877887963407","0.328416433895208","0.381339342031606"
"Big worries","1999","1-pers.-HH","East Germany","139","0.342457403255144","0.297289452370564","0.387625354139724"
"Big worries","1999","Couple + C. GT 16 ","West Germany","549","0.344396623006821","0.322057133833121","0.366736112180521"
"Big worries","1999","Couple + C. GT 16 ","East Germany","293","0.40603164273668","0.371163228234318","0.440900057239042"
"Big worries","1999","Couple + C. LE 16 ","West Germany","709","0.305291577919391","0.28649914591579","0.324084009922991"
"Big worries","1999","Couple + C. LE 16 ","East Germany","267","0.386066421896898","0.350505455757674","0.421627388036122"
"Big worries","1999","Couple + C. LE and GT 16","West Germany","230","0.29423435745768","0.262457459934918","0.326011254980442"
"Big worries","1999","Couple + C. LE and GT 16","East Germany","138","0.365984873332969","0.316902155048793","0.415067591617145"
"Big worries","1999","Single parent ","West Germany","164","0.35145620875419","0.309650605850258","0.393261811658122"
"Big worries","1999","Single parent ","East Germany","81","0.379600912681347","0.314275921518742","0.444925903843953"
"No worries","1999","(Married) couple without C. ","West Germany","516","0.15284569502004","0.139875984126648","0.165815405913433"
"No worries","1999","(Married) couple without C. ","East Germany","136","0.120621982579453","0.102031433280325","0.139212531878582"
"No worries","1999","1-pers.-HH","West Germany","275","0.20780451415562","0.185365852928177","0.230243175383063"
"No worries","1999","1-pers.-HH","East Germany","75","0.179407738552536","0.14288616700769","0.215929310097383"
"No worries","1999","Couple + C. GT 16 ","West Germany","385","0.201034779484574","0.18219296422944","0.219876594739708"
"No worries","1999","Couple + C. GT 16 ","East Germany","143","0.174256778906854","0.147323578982879","0.201189978830829"
"No worries","1999","Couple + C. LE 16 ","West Germany","492","0.208287773281938","0.191717111303708","0.224858435260168"
"No worries","1999","Couple + C. LE 16 ","East Germany","118","0.153359690967772","0.127039627875927","0.179679754059616"
"No worries","1999","Couple + C. LE and GT 16","West Germany","194","0.250072145323367","0.219874231057853","0.28027005958888"
"No worries","1999","Couple + C. LE and GT 16","East Germany","46","0.152653251167527","0.116006891319867","0.189299611015187"
"No worries","1999","Single parent ","West Germany","102","0.195768657600344","0.161023738349471","0.230513576851217"
"No worries","1999","Single parent ","East Germany","34","0.139166068074018","0.0925745857572766","0.18575755039076"
"Some worries","1999","(Married) couple without C. ","West Germany","1335","0.442564893811883","0.424662625276213","0.460467162347554"
"Some worries","1999","(Married) couple without C. ","East Germany","544","0.449882510038318","0.421485771048603","0.478279249028033"
"Some worries","1999","1-pers.-HH","West Germany","570","0.437317597880974","0.409883959181372","0.464751236580576"
"Some worries","1999","1-pers.-HH","East Germany","210","0.47813485819232","0.430588253361018","0.525681463023622"
"Some worries","1999","Couple + C. GT 16 ","West Germany","804","0.454568597508605","0.431159051606306","0.477978143410903"
"Some worries","1999","Couple + C. GT 16 ","East Germany","326","0.419711578356466","0.384671260828354","0.454751895884578"
"Some worries","1999","Couple + C. LE 16 ","West Germany","1106","0.486420648798672","0.466025162152501","0.506816135444842"
"Some worries","1999","Couple + C. LE 16 ","East Germany","335","0.46057388713533","0.424165831879784","0.496981942390877"
"Some worries","1999","Couple + C. LE and GT 16","West Germany","366","0.455693497218953","0.420964461702427","0.490422532735479"
"Some worries","1999","Couple + C. LE and GT 16","East Germany","186","0.481361875499504","0.430450445772892","0.532273305226116"
"Some worries","1999","Single parent ","West Germany","235","0.452775133645466","0.40918849040853","0.496361776882403"
"Some worries","1999","Single parent ","East Germany","97","0.481233019244634","0.41397500628856","0.548491032200709"
"Big worries","2000","(Married) couple without C. ","West Germany","1783","0.326151729893988","0.313919026312933","0.338384433475043"
"Big worries","2000","(Married) couple without C. ","East Germany","640","0.343897665592383","0.322333853317215","0.365461477867551"
"Big worries","2000","1-pers.-HH","West Germany","689","0.272279994720316","0.255063663669102","0.28949632577153"
"Big worries","2000","1-pers.-HH","East Germany","225","0.311990938414318","0.27913835845058","0.344843518378056"
"Big worries","2000","Couple + C. GT 16 ","West Germany","782","0.299743159762186","0.282749234477476","0.316737085046896"
"Big worries","2000","Couple + C. GT 16 ","East Germany","360","0.327700675122933","0.300285002755914","0.355116347489953"
"Big worries","2000","Couple + C. LE 16 ","West Germany","1100","0.266027660363209","0.252624009855674","0.279431310870744"
"Big worries","2000","Couple + C. LE 16 ","East Germany","369","0.366054297216626","0.336762966441808","0.395345627991444"
"Big worries","2000","Couple + C. LE and GT 16","West Germany","355","0.252205674852315","0.229554055633987","0.274857294070643"
"Big worries","2000","Couple + C. LE and GT 16","East Germany","184","0.351644832154215","0.310326002043492","0.392963662264937"
"Big worries","2000","Single parent ","West Germany","244","0.264335920723296","0.235050134973724","0.293621706472867"
"Big worries","2000","Single parent ","East Germany","95","0.292746826425286","0.242497948942336","0.342995703908236"
"No worries","2000","(Married) couple without C. ","West Germany","1246","0.217072791739464","0.20631569835326","0.227829885125668"
"No worries","2000","(Married) couple without C. ","East Germany","343","0.181967390642206","0.164452508111325","0.199482273173087"
"No worries","2000","1-pers.-HH","West Germany","755","0.286337080581892","0.268853275996667","0.303820885167116"
"No worries","2000","1-pers.-HH","East Germany","204","0.267561696043614","0.236171147425979","0.29895224466125"
"No worries","2000","Couple + C. GT 16 ","West Germany","694","0.230067063607651","0.214455584290831","0.245678542924471"
"No worries","2000","Couple + C. GT 16 ","East Germany","240","0.225711406349439","0.201293575555851","0.250129237143026"
"No worries","2000","Couple + C. LE 16 ","West Germany","1153","0.281833410089235","0.268186677312574","0.295480142865895"
"No worries","2000","Couple + C. LE 16 ","East Germany","196","0.189796533536264","0.165952402281965","0.213640664790563"
"No worries","2000","Couple + C. LE and GT 16","West Germany","431","0.306498034169887","0.282450616995453","0.330545451344321"
"No worries","2000","Couple + C. LE and GT 16","East Germany","94","0.198536745814245","0.16401826564087","0.23305522598762"
"No worries","2000","Single parent ","West Germany","237","0.29684576237747","0.266504772925012","0.327186751829928"
"No worries","2000","Single parent ","East Germany","70","0.22498654949846","0.178873301637428","0.271099797359491"
"Some worries","2000","(Married) couple without C. ","West Germany","2613","0.456775478366548","0.443777595355283","0.469773361377813"
"Some worries","2000","(Married) couple without C. ","East Germany","881","0.474134943765411","0.451466940033971","0.496802947496851"
"Some worries","2000","1-pers.-HH","West Germany","1124","0.441382924697792","0.422177874409401","0.460587974986184"
"Some worries","2000","1-pers.-HH","East Germany","335","0.420447365542068","0.385444494199182","0.455450236884953"
"Some worries","2000","Couple + C. GT 16 ","West Germany","1316","0.470189776630163","0.45167633580851","0.488703217451816"
"Some worries","2000","Couple + C. GT 16 ","East Germany","526","0.446587918527628","0.417550587290392","0.475625249764864"
"Some worries","2000","Couple + C. LE 16 ","West Germany","1922","0.452138929547556","0.437041916761779","0.467235942333333"
"Some worries","2000","Couple + C. LE 16 ","East Germany","474","0.44414916924711","0.413936863308296","0.474361475185925"
"Some worries","2000","Couple + C. LE and GT 16","West Germany","626","0.441296290977797","0.415397072539966","0.467195509415629"
"Some worries","2000","Couple + C. LE and GT 16","East Germany","235","0.44981842203154","0.406769622055105","0.492867222007975"
"Some worries","2000","Single parent ","West Germany","390","0.438818316899234","0.40586242035624","0.471774213442228"
"Some worries","2000","Single parent ","East Germany","150","0.482266624076254","0.42708563265316","0.537447615499349"
"Big worries","2001","(Married) couple without C. ","West Germany","1266","0.254946514861798","0.242960432719914","0.266932597003683"
"Big worries","2001","(Married) couple without C. ","East Germany","532","0.291878544402402","0.270829419219762","0.312927669585042"
"Big worries","2001","1-pers.-HH","West Germany","479","0.216174033806947","0.199255432845588","0.233092634768307"
"Big worries","2001","1-pers.-HH","East Germany","190","0.266548056349164","0.234116142549706","0.298979970148622"
"Big worries","2001","Couple + C. GT 16 ","West Germany","633","0.25569858430692","0.238855195803941","0.272541972809899"
"Big worries","2001","Couple + C. GT 16 ","East Germany","286","0.306203330661267","0.278177313879735","0.334229347442799"
"Big worries","2001","Couple + C. LE 16 ","West Germany","826","0.2173484037195","0.204233173772905","0.230463633666096"
