"plj0046","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","college entrance qualification","West Germany","327","0.218421277978122","0.198587103617591","0.238255452338652"
"Big worries","1999","college entrance qualification","East Germany","137","0.248223546594658","0.212508947374919","0.283938145814397"
"Big worries","1999","lower secondary degree","West Germany","1767","0.434833997187421","0.419922959886976","0.449745034487866"
"Big worries","1999","lower secondary degree","East Germany","519","0.413504410443508","0.386258666144852","0.440750154742164"
"Big worries","1999","no degree/no degree yet","West Germany","162","0.293627160653985","0.258776478755216","0.328477842552753"
"Big worries","1999","no degree/no degree yet","East Germany","36","0.30565491497931","0.221820474318638","0.389489355639982"
"Big worries","1999","Other degree","West Germany","199","0.213675936154642","0.186776433227611","0.240575439081674"
"Big worries","1999","Other degree","East Germany","","","",""
"Big worries","1999","secondary school degree","West Germany","721","0.356312111189783","0.335829213073647","0.376795009305918"
"Big worries","1999","secondary school degree","East Germany","722","0.411966354778774","0.388906263138605","0.435026446418943"
"No worries","1999","college entrance qualification","West Germany","594","0.338783640172183","0.316063379941062","0.361503900403304"
"No worries","1999","college entrance qualification","East Germany","166","0.297858101872736","0.260048936849132","0.33566726689634"
"No worries","1999","lower secondary degree","West Germany","547","0.113436377055313","0.103897676318181","0.122975077792445"
"No worries","1999","lower secondary degree","East Germany","150","0.123693652367087","0.105478705297547","0.141908599436626"
"No worries","1999","no degree/no degree yet","West Germany","204","0.299294937223881","0.264250952343369","0.334338922104394"
"No worries","1999","no degree/no degree yet","East Germany","","","",""
"No worries","1999","Other degree","West Germany","279","0.335630594448773","0.304642045028628","0.366619143868918"
"No worries","1999","Other degree","East Germany","","","",""
"No worries","1999","secondary school degree","West Germany","361","0.176447723151376","0.160143802272079","0.192751644030674"
"No worries","1999","secondary school degree","East Germany","212","0.124023402604987","0.108580563751553","0.139466241458422"
"Some worries","1999","college entrance qualification","West Germany","746","0.442795081849695","0.418950530469164","0.466639633230227"
"Some worries","1999","college entrance qualification","East Germany","259","0.453918351532607","0.412756244762463","0.49508045830275"
"Some worries","1999","lower secondary degree","West Germany","1932","0.451729625757266","0.436760557362032","0.4666986941525"
"Some worries","1999","lower secondary degree","East Germany","586","0.462801937189406","0.435215791142181","0.49038808323663"
"Some worries","1999","no degree/no degree yet","West Germany","290","0.407077902122134","0.369482584917503","0.444673219326765"
"Some worries","1999","no degree/no degree yet","East Germany","51","0.423111455352155","0.333204674923263","0.513018235781047"
"Some worries","1999","Other degree","West Germany","414","0.450693469396585","0.418041176950367","0.483345761842802"
"Some worries","1999","Other degree","East Germany","","","",""
"Some worries","1999","secondary school degree","West Germany","1018","0.467240165658841","0.445901155711123","0.488579175606558"
"Some worries","1999","secondary school degree","East Germany","816","0.464010242616238","0.440644956923958","0.487375528308518"
"Big worries","2000","college entrance qualification","West Germany","601","0.164325097087699","0.152324571694359","0.176325622481038"
"Big worries","2000","college entrance qualification","East Germany","202","0.204930464416822","0.180386419564931","0.229474509268713"
"Big worries","2000","lower secondary degree","West Germany","2816","0.362719042343842","0.352183576427335","0.373254508260348"
"Big worries","2000","lower secondary degree","East Germany","663","0.352571389901192","0.330911167189896","0.374231612612488"
"Big worries","2000","no degree/no degree yet","West Germany","153","0.223750329987816","0.193763628600066","0.253737031375565"
"Big worries","2000","no degree/no degree yet","East Germany","","","",""
"Big worries","2000","Other degree","West Germany","213","0.145825316298647","0.127545728706307","0.164104903890986"
"Big worries","2000","Other degree","East Germany","","","",""
"Big worries","2000","secondary school degree","West Germany","1328","0.311116596688024","0.29723899296195","0.324994200414098"
"Big worries","2000","secondary school degree","East Germany","1029","0.384453537405432","0.365991104343273","0.402915970467591"
"No worries","2000","college entrance qualification","West Germany","1518","0.421997625793784","0.406003907339239","0.437991344248329"
"No worries","2000","college entrance qualification","East Germany","354","0.347541759501845","0.318586985782135","0.376496533221556"
"No worries","2000","lower secondary degree","West Germany","1409","0.169647399179844","0.161422928140689","0.177871870219"
"No worries","2000","lower secondary degree","East Germany","338","0.195119737754486","0.177153394993205","0.213086080515766"
"No worries","2000","no degree/no degree yet","West Germany","293","0.389477392981075","0.354391047080615","0.424563738881534"
"No worries","2000","no degree/no degree yet","East Germany","47","0.26352702014101","0.195687687295386","0.331366352986634"
"No worries","2000","Other degree","West Germany","570","0.411323526508945","0.385837232012928","0.436809821004962"
"No worries","2000","Other degree","East Germany","30","0.400560789924419","0.2931841304981","0.507937449350738"
"No worries","2000","secondary school degree","West Germany","924","0.219683383469233","0.207272175200532","0.232094591737934"
"No worries","2000","secondary school degree","East Germany","424","0.170137309339451","0.155876654015214","0.184397964663689"
"Some worries","2000","college entrance qualification","West Germany","1544","0.413677277118517","0.397728447167329","0.429626107069706"
"Some worries","2000","college entrance qualification","East Germany","483","0.447527776081333","0.41729308476323","0.477762467399435"
"Some worries","2000","lower secondary degree","West Germany","3775","0.467633558476314","0.456700006648163","0.478567110304465"
"Some worries","2000","lower secondary degree","East Germany","868","0.452308872344322","0.429744209616372","0.474873535072273"
"Some worries","2000","no degree/no degree yet","West Germany","296","0.386772277031109","0.351730614955791","0.421813939106427"
"Some worries","2000","no degree/no degree yet","East Germany","88","0.570550414341842","0.494326071239046","0.646774757444638"
"Some worries","2000","Other degree","West Germany","649","0.442851157192408","0.417124042040565","0.468578272344252"
"Some worries","2000","Other degree","East Germany","33","0.42697022691445","0.318579909693027","0.535360544135873"
"Some worries","2000","secondary school degree","West Germany","2023","0.469200019842743","0.454240264486413","0.484159775199073"
"Some worries","2000","secondary school degree","East Germany","1214","0.445409153255116","0.426546512187995","0.464271794322237"
"Big worries","2001","college entrance qualification","West Germany","477","0.13822760922488","0.126665466453562","0.149789751996197"
"Big worries","2001","college entrance qualification","East Germany","167","0.169939946746592","0.146626686716304","0.193253206776881"
"Big worries","2001","lower secondary degree","West Germany","2056","0.29851540559562","0.287785518239945","0.309245292951295"
"Big worries","2001","lower secondary degree","East Germany","531","0.303557718212964","0.281745766119079","0.325369670306849"
"Big worries","2001","no degree/no degree yet","West Germany","111","0.17900730071881","0.150340796070323","0.207673805367296"
"Big worries","2001","no degree/no degree yet","East Germany","","","",""
"Big worries","2001","Other degree","West Germany","182","0.132635797464018","0.114183864492296","0.15108773043574"
"Big worries","2001","Other degree","East Germany","","","",""
"Big worries","2001","secondary school degree","West Germany","958","0.242723638638789","0.229319619076203","0.256127658201375"
"Big worries","2001","secondary school degree","East Germany","805","0.3248742315745","0.306393741187387","0.343354721961613"
"No worries","2001","college entrance qualification","West Germany","1495","0.428634386762088","0.412055888211005","0.445212885313171"
"No worries","2001","college entrance qualification","East Germany","403","0.429536940684926","0.398810338689239","0.460263542680614"
"No worries","2001","lower secondary degree","West Germany","1461","0.205364414230249","0.195892247809809","0.214836580650689"
"No worries","2001","lower secondary degree","East Germany","322","0.19716331443892","0.178289573471652","0.216037055406187"
"No worries","2001","no degree/no degree yet","West Germany","276","0.402423383921989","0.365753619143605","0.439093148700372"
"No worries","2001","no degree/no degree yet","East Germany","62","0.328050551335213","0.258489241100873","0.397611861569553"
"No worries","2001","Other degree","West Germany","533","0.43135138324195","0.404408235295948","0.458294531187951"
"No worries","2001","Other degree","East Germany","","","",""
"No worries","2001","secondary school degree","West Germany","1035","0.26832079896769","0.254467942323702","0.282173655611677"
"No worries","2001","secondary school degree","East Germany","494","0.212886293021802","0.196733184760769","0.229039401282836"
"Some worries","2001","college entrance qualification","West Germany","1451","0.433138004013032","0.416538448551816","0.449737559474248"
"Some worries","2001","college entrance qualification","East Germany","427","0.400523112568482","0.370107222841473","0.430939002295491"
"Some worries","2001","lower secondary degree","West Germany","3470","0.496120180174132","0.484396616448576","0.507843743899688"
"Some worries","2001","lower secondary degree","East Germany","854","0.499278967348116","0.475559721135036","0.522998213561196"
"Some worries","2001","no degree/no degree yet","West Germany","300","0.418569315359202","0.381679847522322","0.455458783196082"
"Some worries","2001","no degree/no degree yet","East Germany","87","0.531829420053705","0.457899998992884","0.605758841114526"
