"plj0046","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Big worries","2004","Saxony","Not Employed","194","0.307412607591868","0.271551998533172","0.343273216650563"
"Big worries","2004","Schleswig-Holstein","Employed","78","0.189334232040805","0.151731833166292","0.226936630915318"
"Big worries","2004","Schleswig-Holstein","Not Employed","55","0.247397358308938","0.194227166305199","0.300567550312677"
"Big worries","2004","Thuringia","Employed","207","0.384156268225852","0.343690217265068","0.424622319186636"
"Big worries","2004","Thuringia","Not Employed","126","0.345898328691193","0.298385095163483","0.393411562218903"
"No worries","2004","Baden-Württemberg","Employed","425","0.234391569533042","0.214170987466777","0.254612151599307"
"No worries","2004","Baden-Württemberg","Not Employed","218","0.194423648096004","0.168822782550049","0.22002451364196"
"No worries","2004","Bavaria","Employed","479","0.222271964226112","0.204013693384258","0.240530235067967"
"No worries","2004","Bavaria","Not Employed","215","0.188453297938669","0.164674004461209","0.212232591416129"
"No worries","2004","Berlin","Employed","138","0.285013307829309","0.245680551545494","0.324346064113124"
"No worries","2004","Berlin","Not Employed","63","0.213848146471775","0.16737324653403","0.260323046409519"
"No worries","2004","Brandenburg","Employed","135","0.237336317440277","0.200733623966521","0.273939010914034"
"No worries","2004","Brandenburg","Not Employed","76","0.19072600582553","0.15193306272838","0.22951894892268"
"No worries","2004","Bremen","Employed","30","0.224472287806684","0.144283906207383","0.304660669405986"
"No worries","2004","Bremen","Not Employed","15","","",""
"No worries","2004","Hamburg","Employed","66","0.312736139142654","0.246465683695626","0.379006594589681"
"No worries","2004","Hamburg","Not Employed","34","0.209245952692015","0.13288275835542","0.28560914702861"
"No worries","2004","Hesse","Employed","257","0.260636263438075","0.232953718013533","0.288318808862616"
"No worries","2004","Hesse","Not Employed","110","0.223552770106744","0.185229181906326","0.261876358307161"
"No worries","2004","Lower Saxony","Employed","296","0.224152975061396","0.200399205276706","0.247906744846087"
"No worries","2004","Lower Saxony","Not Employed","147","0.194953151108579","0.165668089948796","0.224238212268362"
"No worries","2004","Mecklenburg-Western Pomerania","Employed","55","0.120199194327218","0.0842875103898059","0.15611087826463"
"No worries","2004","Mecklenburg-Western Pomerania","Not Employed","36","0.188160591329214","0.13372099514064","0.242600187517788"
"No worries","2004","North Rhine-Westphalia","Employed","663","0.229979858768876","0.21433680143482","0.245622916102931"
"No worries","2004","North Rhine-Westphalia","Not Employed","320","0.176185151014252","0.158315114878905","0.194055187149599"
"No worries","2004","Rhineland-Palatinate,Saarland","Employed","192","0.247378789126883","0.216782351203801","0.277975227049966"
"No worries","2004","Rhineland-Palatinate,Saarland","Not Employed","138","0.249616948112337","0.21248981780331","0.286744078421365"
"No worries","2004","Saxony-Anhalt","Employed","102","0.197139907061313","0.162813333910602","0.231466480212025"
"No worries","2004","Saxony-Anhalt","Not Employed","74","0.168710296301325","0.132192513329758","0.205228079272893"
"No worries","2004","Saxony","Employed","221","0.229058786572427","0.202123202640373","0.25599437050448"
"No worries","2004","Saxony","Not Employed","137","0.215843839890142","0.183870305838567","0.247817373941717"
"No worries","2004","Schleswig-Holstein","Employed","187","0.408065135970167","0.360893409757424","0.455236862182909"
"No worries","2004","Schleswig-Holstein","Not Employed","106","0.355176536103407","0.296206637604186","0.414146434602629"
"No worries","2004","Thuringia","Employed","94","0.177914794717435","0.146097295095523","0.209732294339346"
"No worries","2004","Thuringia","Not Employed","64","0.147797375465604","0.112346862726729","0.18324788820448"
"Some worries","2004","Baden-Württemberg","Employed","789","0.459364814498539","0.435577231161085","0.483152397835994"
"Some worries","2004","Baden-Württemberg","Not Employed","441","0.489255467245977","0.456918710671902","0.521592223820052"
"Some worries","2004","Bavaria","Employed","885","0.419764078569244","0.398091610821175","0.441436546317313"
"Some worries","2004","Bavaria","Not Employed","500","0.458003157673512","0.427708019924627","0.488298295422396"
"Some worries","2004","Berlin","Employed","195","0.375043053988695","0.332859958553025","0.417226149424365"
"Some worries","2004","Berlin","Not Employed","125","0.391094953862705","0.335781804106056","0.446408103619353"
"Some worries","2004","Brandenburg","Employed","216","0.395806673358678","0.353734598526466","0.43787874819089"
"Some worries","2004","Brandenburg","Not Employed","191","0.509385722824231","0.460023642385652","0.55874780326281"
"Some worries","2004","Bremen","Employed","44","0.427257456314998","0.33218472546993","0.522330187160067"
"Some worries","2004","Bremen","Not Employed","31","0.416365307435697","0.295593401053445","0.537137213817948"
"Some worries","2004","Hamburg","Employed","79","0.414731706027589","0.344306150046072","0.485157262009106"
"Some worries","2004","Hamburg","Not Employed","45","0.449301076944522","0.35591961142499","0.542682542464053"
"Some worries","2004","Hesse","Employed","427","0.43452849109848","0.403269567387811","0.46578741480915"
"Some worries","2004","Hesse","Not Employed","200","0.442838672952844","0.397147383233369","0.488529962672318"
"Some worries","2004","Lower Saxony","Employed","560","0.456552998925793","0.428180575144995","0.484925422706591"
"Some worries","2004","Lower Saxony","Not Employed","322","0.459219916549202","0.422382333292813","0.496057499805592"
"Some worries","2004","Mecklenburg-Western Pomerania","Employed","165","0.476703447197988","0.421547684136888","0.531859210259089"
"Some worries","2004","Mecklenburg-Western Pomerania","Not Employed","93","0.423504133443499","0.354679735420184","0.492328531466815"
"Some worries","2004","North Rhine-Westphalia","Employed","1244","0.434207516876559","0.415782709826432","0.452632323926685"
"Some worries","2004","North Rhine-Westphalia","Not Employed","796","0.454890182888186","0.431532957301097","0.478247408475274"
"Some worries","2004","Rhineland-Palatinate,Saarland","Employed","371","0.471538708971017","0.436141690906427","0.506935727035606"
"Some worries","2004","Rhineland-Palatinate,Saarland","Not Employed","256","0.47454365497752","0.431706635549087","0.517380674405952"
"Some worries","2004","Saxony-Anhalt","Employed","246","0.422070807450392","0.379456717924969","0.464684896975815"
"Some worries","2004","Saxony-Anhalt","Not Employed","179","0.438811894813467","0.390422428445268","0.487201361181666"
"Some worries","2004","Saxony","Employed","374","0.391428712323003","0.360144562693183","0.422712861952822"
"Some worries","2004","Saxony","Not Employed","305","0.47674355251799","0.437926796168762","0.515560308867219"
"Some worries","2004","Schleswig-Holstein","Employed","152","0.402600631989028","0.355530039046653","0.449671224931403"
"Some worries","2004","Schleswig-Holstein","Not Employed","92","0.397426105587655","0.337125568234579","0.457726642940731"
"Some worries","2004","Thuringia","Employed","254","0.437928937056713","0.396652801074906","0.479205073038521"
"Some worries","2004","Thuringia","Not Employed","195","0.506304295843202","0.456363759002577","0.556244832683828"
"Big worries","2005","Baden-Württemberg","Employed","542","0.353195505896556","0.329884773082703","0.376506238710409"
"Big worries","2005","Baden-Württemberg","Not Employed","327","0.369251271716167","0.337861051794725","0.40064149163761"
"Big worries","2005","Bavaria","Employed","713","0.428491456320851","0.406425285439025","0.450557627202676"
"Big worries","2005","Bavaria","Not Employed","401","0.474964414338016","0.443375305034873","0.506553523641158"
"Big worries","2005","Berlin","Employed","160","0.315683399637702","0.27366363918949","0.357703160085915"
"Big worries","2005","Berlin","Not Employed","109","0.405951944278567","0.348838674669126","0.463065213888007"
"Big worries","2005","Brandenburg","Employed","184","0.424796303817332","0.381555134340393","0.468037473294271"
"Big worries","2005","Brandenburg","Not Employed","153","0.41153048963071","0.362374016253803","0.460686963007618"
"Big worries","2005","Bremen","Employed","28","","",""
"Big worries","2005","Bremen","Not Employed","23","","",""
"Big worries","2005","Hamburg","Employed","51","0.317805465033582","0.249594157572789","0.386016772494375"
"Big worries","2005","Hamburg","Not Employed","38","0.406488880813102","0.315114306519996","0.497863455106207"
"Big worries","2005","Hesse","Employed","313","0.363338401480611","0.332020405038719","0.394656397922503"
"Big worries","2005","Hesse","Not Employed","165","0.390188460536684","0.345119570331413","0.435257350741954"
"Big worries","2005","Lower Saxony","Employed","366","0.367799817914353","0.339329628470232","0.396270007358473"
"Big worries","2005","Lower Saxony","Not Employed","265","0.407177943416684","0.370358744160055","0.443997142673313"
"Big worries","2005","Mecklenburg-Western Pomerania","Employed","100","0.437793775270272","0.380987423752385","0.494600126788158"
"Big worries","2005","Mecklenburg-Western Pomerania","Not Employed","76","0.375802936655377","0.309983013814134","0.44162285949662"
"Big worries","2005","North Rhine-Westphalia","Employed","999","0.381851896532428","0.363343667422806","0.400360125642049"
"Big worries","2005","North Rhine-Westphalia","Not Employed","688","0.401826572175101","0.378445406947578","0.425207737402624"
"Big worries","2005","Rhineland-Palatinate,Saarland","Employed","262","0.356767014011718","0.322275243523299","0.391258784500136"
"Big worries","2005","Rhineland-Palatinate,Saarland","Not Employed","175","0.366225342137198","0.323348888893833","0.409101795380564"
"Big worries","2005","Saxony-Anhalt","Employed","195","0.463672078163049","0.420135579536359","0.507208576789738"
"Big worries","2005","Saxony-Anhalt","Not Employed","162","0.453898853911738","0.404167095720006","0.50363061210347"
"Big worries","2005","Saxony","Employed","391","0.459988789496853","0.427624661196193","0.492352917797514"
"Big worries","2005","Saxony","Not Employed","236","0.374084335267005","0.335778889081727","0.412389781452282"
"Big worries","2005","Schleswig-Holstein","Employed","88","0.268520487290843","0.225304224747476","0.311736749834211"
"Big worries","2005","Schleswig-Holstein","Not Employed","53","0.259722704971213","0.204591545335559","0.314853864606868"
"Big worries","2005","Thuringia","Employed","235","0.471501825486837","0.428346940196613","0.514656710777061"
"Big worries","2005","Thuringia","Not Employed","180","0.505112863134031","0.454441850099192","0.555783876168871"
"No worries","2005","Baden-Württemberg","Employed","343","0.205488759960503","0.185782423834425","0.22519509608658"
"No worries","2005","Baden-Württemberg","Not Employed","186","0.196736118183573","0.170879225341015","0.222593011026132"
"No worries","2005","Bavaria","Employed","389","0.194649501007519","0.176994666806661","0.212304335208378"
"No worries","2005","Bavaria","Not Employed","149","0.136808436581395","0.115070290246966","0.158546582915824"
"No worries","2005","Berlin","Employed","113","0.262157298899768","0.222395865561209","0.301918732238327"
"No worries","2005","Berlin","Not Employed","47","0.147577910846163","0.106327626398223","0.188828195294103"
"No worries","2005","Brandenburg","Employed","101","0.15115370346931","0.119819391878742","0.182488015059878"
"No worries","2005","Brandenburg","Not Employed","62","0.170826902419491","0.133232909027125","0.208420895811858"
"No worries","2005","Bremen","Employed","20","","",""
"No worries","2005","Bremen","Not Employed","9","","",""
"No worries","2005","Hamburg","Employed","52","0.263722222460036","0.199169318307306","0.328275126612766"
"No worries","2005","Hamburg","Not Employed","23","","",""
"No worries","2005","Hesse","Employed","193","0.198933458074337","0.172939512534703","0.22492740361397"
"No worries","2005","Hesse","Not Employed","84","0.174817077704413","0.139725016519343","0.209909138889482"
"No worries","2005","Lower Saxony","Employed","228","0.191334971363064","0.168110876185032","0.214559066541095"
"No worries","2005","Lower Saxony","Not Employed","112","0.161238103133535","0.133678483018915","0.188797723248154"
"No worries","2005","Mecklenburg-Western Pomerania","Employed","47","0.106952316015136","0.0715650751715431","0.142339556858728"
"No worries","2005","Mecklenburg-Western Pomerania","Not Employed","29","","",""
"No worries","2005","North Rhine-Westphalia","Employed","516","0.176828503406308","0.162294260370915","0.191362746441701"
"No worries","2005","North Rhine-Westphalia","Not Employed","261","0.150796872535352","0.133730735601457","0.167863009469246"
"No worries","2005","Rhineland-Palatinate,Saarland","Employed","148","0.225818779804794","0.195713661978215","0.255923897631372"
"No worries","2005","Rhineland-Palatinate,Saarland","Not Employed","84","0.176452494330454","0.142526276147014","0.210378712513895"
"No worries","2005","Saxony-Anhalt","Employed","83","0.137210743464473","0.107172174029035","0.167249312899911"
"No worries","2005","Saxony-Anhalt","Not Employed","61","0.141464227511204","0.106652927649834","0.176275527372573"
"No worries","2005","Saxony","Employed","155","0.156677029876029","0.133072870824558","0.1802811889275"
"No worries","2005","Saxony","Not Employed","119","0.20846721218384","0.176310533374078","0.240623890993602"
"No worries","2005","Schleswig-Holstein","Employed","171","0.383828693520495","0.336407021493214","0.431250365547776"
"No worries","2005","Schleswig-Holstein","Not Employed","93","0.330426267509459","0.271286251131511","0.389566283887407"
"No worries","2005","Thuringia","Employed","69","0.112547707524123","0.0852260296912982","0.139869385356947"
"No worries","2005","Thuringia","Not Employed","47","0.111737858294274","0.0798090258597655","0.143666690728783"
"Some worries","2005","Baden-Württemberg","Employed","730","0.441315734142942","0.417098766932895","0.465532701352988"
"Some worries","2005","Baden-Württemberg","Not Employed","395","0.434012610100259","0.401775231595166","0.466249988605352"
"Some worries","2005","Bavaria","Employed","830","0.37685904267163","0.355250416870263","0.398467668472997"
"Some worries","2005","Bavaria","Not Employed","410","0.388227149080589","0.35739878169389","0.419055516467288"
"Some worries","2005","Berlin","Employed","197","0.42215930146253","0.377507251012239","0.466811351912821"
"Some worries","2005","Berlin","Not Employed","128","0.44647014487527","0.388653130994962","0.504287158755579"
"Some worries","2005","Brandenburg","Employed","217","0.424049992713358","0.38081880607085","0.467281179355865"
"Some worries","2005","Brandenburg","Not Employed","170","0.417642607949799","0.3683802810285","0.466904934871097"
"Some worries","2005","Bremen","Employed","36","0.421925900297506","0.316312677197119","0.527539123397893"
"Some worries","2005","Bremen","Not Employed","31","0.5459624816285","0.423019119237566","0.668905844019434"
"Some worries","2005","Hamburg","Employed","76","0.418472312506383","0.346205293840882","0.490739331171884"
"Some worries","2005","Hamburg","Not Employed","50","0.41246618537886","0.320886908462057","0.504045462295662"
"Some worries","2005","Hesse","Employed","400","0.437728140445053","0.405423909970615","0.470032370919491"
"Some worries","2005","Hesse","Not Employed","201","0.434994461758903","0.389189760986117","0.480799162531689"
"Some worries","2005","Lower Saxony","Employed","508","0.440865210722584","0.411551657396068","0.470178764049099"
"Some worries","2005","Lower Saxony","Not Employed","307","0.431583953449781","0.394465843874859","0.468702063024703"
"Some worries","2005","Mecklenburg-Western Pomerania","Employed","146","0.455253908714592","0.398232468294769","0.512275349134416"
"Some worries","2005","Mecklenburg-Western Pomerania","Not Employed","103","0.486342736965858","0.41841856427363","0.554266909658086"
"Some worries","2005","North Rhine-Westphalia","Employed","1132","0.441319600061264","0.422403593933924","0.460235606188605"
"Some worries","2005","North Rhine-Westphalia","Not Employed","740","0.447376555289548","0.423663662943048","0.471089447636047"
"Some worries","2005","Rhineland-Palatinate,Saarland","Employed","331","0.417414206183489","0.381908141084391","0.452920271282586"
"Some worries","2005","Rhineland-Palatinate,Saarland","Not Employed","226","0.457322163532348","0.412985869474861","0.501658457589834"
"Some worries","2005","Saxony-Anhalt","Employed","226","0.399117178372479","0.35636306276144","0.441871293983517"
"Some worries","2005","Saxony-Anhalt","Not Employed","162","0.404636918577058","0.355609228864003","0.453664608290114"
"Some worries","2005","Saxony","Employed","365","0.383334180627118","0.351762142848713","0.414906218405522"
"Some worries","2005","Saxony","Not Employed","258","0.417448452549155","0.378410551256315","0.456486353841996"
"Some worries","2005","Schleswig-Holstein","Employed","145","0.347650819188662","0.301213290684757","0.394088347692566"
"Some worries","2005","Schleswig-Holstein","Not Employed","97","0.409851027519328","0.348015396648692","0.471686658389964"
"Some worries","2005","Thuringia","Employed","210","0.41595046698904","0.373340403613774","0.458560530364307"
"Some worries","2005","Thuringia","Not Employed","147","0.383149278571694","0.333878850617226","0.432419706526162"
"Big worries","2006","Baden-Württemberg","Employed","512","0.321309829159346","0.299124488665211","0.343495169653481"
"Big worries","2006","Baden-Württemberg","Not Employed","309","0.312547079422346","0.283988471247113","0.341105687597579"
"Big worries","2006","Bavaria","Employed","659","0.340992005069544","0.32033498889217","0.361649021246917"
"Big worries","2006","Bavaria","Not Employed","344","0.344853554338907","0.316596956742808","0.373110151935005"
"Big worries","2006","Berlin","Employed","160","0.307592609494859","0.266520593795657","0.34866462519406"
"Big worries","2006","Berlin","Not Employed","126","0.461891619634523","0.405287912124051","0.518495327144996"
"Big worries","2006","Brandenburg","Employed","174","0.347273955289201","0.306930529136523","0.387617381441879"
"Big worries","2006","Brandenburg","Not Employed","135","0.297827841611219","0.25318004637899","0.342475636843447"
"Big worries","2006","Bremen","Employed","27","","",""
"Big worries","2006","Bremen","Not Employed","25","","",""
"Big worries","2006","Hamburg","Employed","42","0.264290776704318","0.198771729852003","0.329809823556633"
"Big worries","2006","Hamburg","Not Employed","32","0.242815772326105","0.169668126814522","0.315963417837689"
"Big worries","2006","Hesse","Employed","271","0.289693185576519","0.261013226487341","0.318373144665698"
"Big worries","2006","Hesse","Not Employed","163","0.31475162952187","0.27432643571487","0.355176823328869"
"Big worries","2006","Lower Saxony","Employed","387","0.365152517509641","0.337865607937899","0.392439427081382"
"Big worries","2006","Lower Saxony","Not Employed","272","0.381387954322152","0.347035311544281","0.415740597100023"
"Big worries","2006","Mecklenburg-Western Pomerania","Employed","99","0.381378685994274","0.328407770552641","0.434349601435907"
"Big worries","2006","Mecklenburg-Western Pomerania","Not Employed","71","0.35209036052455","0.28968223761291","0.41449848343619"
"Big worries","2006","North Rhine-Westphalia","Employed","894","0.343058805137228","0.325201714317702","0.360915895956754"
"Big worries","2006","North Rhine-Westphalia","Not Employed","695","0.376066299954849","0.353688712206039","0.398443887703658"
"Big worries","2006","Rhineland-Palatinate,Saarland","Employed","249","0.325061744916584","0.292502113491473","0.357621376341694"
"Big worries","2006","Rhineland-Palatinate,Saarland","Not Employed","132","0.289842022324569","0.249547893451938","0.3301361511972"
"Big worries","2006","Saxony-Anhalt","Employed","194","0.422314944681802","0.379983700038413","0.464646189325191"
"Big worries","2006","Saxony-Anhalt","Not Employed","138","0.415149524572231","0.366120085539825","0.464178963604638"
"Big worries","2006","Saxony","Employed","351","0.395004707375841","0.363467417214755","0.426541997536926"
"Big worries","2006","Saxony","Not Employed","220","0.349473823580728","0.312847164091814","0.386100483069642"
"Big worries","2006","Schleswig-Holstein","Employed","104","0.297662978290386","0.252742771465906","0.342583185114867"
"Big worries","2006","Schleswig-Holstein","Not Employed","82","0.34380726209099","0.287360781144697","0.400253743037283"
"Big worries","2006","Thuringia","Employed","212","0.366931078162762","0.326392741815846","0.407469414509678"
"Big worries","2006","Thuringia","Not Employed","137","0.358332868690789","0.311632662355505","0.405033075026072"
"No worries","2006","Baden-Württemberg","Employed","433","0.252022258916833","0.231395447401591","0.272649070432075"
"No worries","2006","Baden-Württemberg","Not Employed","203","0.204956388471681","0.180085915713836","0.229826861229527"
"No worries","2006","Bavaria","Employed","489","0.235599171288897","0.217106587144406","0.254091755433389"
"No worries","2006","Bavaria","Not Employed","219","0.199679217404151","0.17591454678607","0.223443888022233"
"No worries","2006","Berlin","Employed","129","0.289034590798843","0.248690831143591","0.329378350454096"
"No worries","2006","Berlin","Not Employed","66","0.21106371590291","0.16473313835804","0.25739429344778"
"No worries","2006","Brandenburg","Employed","131","0.225595809781288","0.19017809293881","0.261013526623766"
"No worries","2006","Brandenburg","Not Employed","79","0.183135075006114","0.145372947222287","0.220897202789941"
"No worries","2006","Bremen","Employed","29","","",""
"No worries","2006","Bremen","Not Employed","16","","",""
"No worries","2006","Hamburg","Employed","64","0.373958795220293","0.302065762840643","0.445851827599942"
"No worries","2006","Hamburg","Not Employed","36","0.254152391279013","0.179878996171625","0.3284257863864"
"No worries","2006","Hesse","Employed","236","0.248480113863567","0.221158745019268","0.275801482707866"
"No worries","2006","Hesse","Not Employed","122","0.220061266553375","0.183999569562515","0.256122963544234"
"No worries","2006","Lower Saxony","Employed","262","0.205571938155745","0.182668973405098","0.228474902906392"
"No worries","2006","Lower Saxony","Not Employed","141","0.17071218262728","0.144101722675535","0.197322642579024"
"No worries","2006","Mecklenburg-Western Pomerania","Employed","65","0.167213430478556","0.126517661001558","0.207909199955555"
"No worries","2006","Mecklenburg-Western Pomerania","Not Employed","39","0.156855546937965","0.109337589274058","0.204373504601871"
"No worries","2006","North Rhine-Westphalia","Employed","621","0.21627169207293","0.200785459404842","0.231757924741018"
"No worries","2006","North Rhine-Westphalia","Not Employed","326","0.187233177821662","0.169211873265674","0.20525448237765"
"No worries","2006","Rhineland-Palatinate,Saarland","Employed","178","0.218891445989373","0.190148278953903","0.247634613024844"
"No worries","2006","Rhineland-Palatinate,Saarland","Not Employed","115","0.247358358711887","0.209036988688337","0.285679728735437"
"No worries","2006","Saxony-Anhalt","Employed","113","0.199262164046706","0.165028385033349","0.233495943060063"
"No worries","2006","Saxony-Anhalt","Not Employed","59","0.147243662036098","0.111985228688173","0.182502095384023"
"No worries","2006","Saxony","Employed","193","0.216099168292005","0.189546733508627","0.242651603075383"
"No worries","2006","Saxony","Not Employed","150","0.241264264196252","0.208398073848618","0.274130454543885"
"No worries","2006","Schleswig-Holstein","Employed","122","0.258841375663463","0.21581061850286","0.301872132824066"
"No worries","2006","Schleswig-Holstein","Not Employed","79","0.255798352801996","0.203947270705893","0.3076494348981"
"No worries","2006","Thuringia","Employed","90","0.16740257504092","0.13600133671982","0.19880381336202"
"No worries","2006","Thuringia","Not Employed","68","0.149944764302616","0.115174354789998","0.184715173815233"
"Some worries","2006","Baden-Württemberg","Employed","757","0.426667911923821","0.403170694861278","0.450165128986365"
"Some worries","2006","Baden-Württemberg","Not Employed","500","0.482496532105973","0.451709943730258","0.513283120481687"
"Some worries","2006","Bavaria","Employed","875","0.423408823641559","0.401877828755891","0.444939818527227"
"Some worries","2006","Bavaria","Not Employed","524","0.455467228256942","0.425861626212834","0.485072830301049"
"Some worries","2006","Berlin","Employed","196","0.403372799706298","0.3597129686404","0.447032630772196"
"Some worries","2006","Berlin","Not Employed","106","0.327044664462567","0.273780316677469","0.380309012247665"
"Some worries","2006","Brandenburg","Employed","230","0.427130234929511","0.385214285461137","0.469046184397885"
"Some worries","2006","Brandenburg","Not Employed","189","0.519037083382668","0.470256099209963","0.567818067555373"
"Some worries","2006","Bremen","Employed","30","0.347843763933","0.247181474870018","0.448506052995983"
"Some worries","2006","Bremen","Not Employed","18","","",""
"Some worries","2006","Hamburg","Employed","68","0.361750428075389","0.290354530171409","0.43314632597937"
"Some worries","2006","Hamburg","Not Employed","64","0.503031836394882","0.417736920458725","0.588326752331039"
"Some worries","2006","Hesse","Employed","454","0.461826700559914","0.43030664387685","0.493346757242978"
"Some worries","2006","Hesse","Not Employed","222","0.465187103924756","0.421770197041487","0.508604010808025"
"Some worries","2006","Lower Saxony","Employed","547","0.429275544334614","0.401223545236139","0.45732754343309"
"Some worries","2006","Lower Saxony","Not Employed","355","0.447899863050568","0.412730308047529","0.483069418053607"
"Some worries","2006","Mecklenburg-Western Pomerania","Employed","159","0.45140788352717","0.397138338490046","0.505677428564294"
"Some worries","2006","Mecklenburg-Western Pomerania","Not Employed","115","0.491054092537485","0.425732417521011","0.55637576755396"
"Some worries","2006","North Rhine-Westphalia","Employed","1200","0.440669502789843","0.421994790412676","0.45934421516701"
"Some worries","2006","North Rhine-Westphalia","Not Employed","779","0.436700522223489","0.413787975245775","0.459613069201203"
"Some worries","2006","Rhineland-Palatinate,Saarland","Employed","368","0.456046809094043","0.421424980515665","0.490668637672421"
"Some worries","2006","Rhineland-Palatinate,Saarland","Not Employed","240","0.462799618963544","0.41851547409836","0.507083763828729"
"Some worries","2006","Saxony-Anhalt","Employed","216","0.378422891271492","0.336857348846702","0.419988433696283"
"Some worries","2006","Saxony-Anhalt","Not Employed","191","0.437606813391671","0.388244637966405","0.486968988816936"
"Some worries","2006","Saxony","Employed","379","0.388896124332154","0.357446057905378","0.420346190758931"
"Some worries","2006","Saxony","Not Employed","281","0.40926191222302","0.37149115011901","0.447032674327031"
"Some worries","2006","Schleswig-Holstein","Employed","172","0.443495646046151","0.394688263423439","0.492303028668862"
"Some worries","2006","Schleswig-Holstein","Not Employed","111","0.400394385107014","0.342165231986335","0.458623538227692"
"Some worries","2006","Thuringia","Employed","241","0.465666346796318","0.42371056031403","0.507622133278605"
"Some worries","2006","Thuringia","Not Employed","200","0.491722367006595","0.443033343946339","0.540411390066852"
"Big worries","2007","Baden-Württemberg","Employed","422","0.282473267603257","0.260068011525901","0.304878523680613"
"Big worries","2007","Baden-Württemberg","Not Employed","274","0.291663457470045","0.262482403866523","0.320844511073566"
"Big worries","2007","Bavaria","Employed","531","0.284501961784569","0.264166727376068","0.304837196193069"
"Big worries","2007","Bavaria","Not Employed","279","0.28424650781074","0.256727197268036","0.311765818353444"
"Big worries","2007","Berlin","Employed","158","0.314626483977876","0.27312755861237","0.356125409343381"
"Big worries","2007","Berlin","Not Employed","105","0.348231020656021","0.291718153882717","0.404743887429326"
"Big worries","2007","Brandenburg","Employed","136","0.322411159941288","0.280597746022316","0.36422457386026"
"Big worries","2007","Brandenburg","Not Employed","125","0.328331718028016","0.281423215837578","0.375240220218454"
"Big worries","2007","Bremen","Employed","16","","",""
"Big worries","2007","Bremen","Not Employed","17","","",""
"Big worries","2007","Hamburg","Employed","38","0.270501122682623","0.203725110422792","0.337277134942453"
"Big worries","2007","Hamburg","Not Employed","32","0.279604381865412","0.201239706946374","0.357969056784449"
"Big worries","2007","Hesse","Employed","253","0.26989255986085","0.241145780378136","0.298639339343564"
"Big worries","2007","Hesse","Not Employed","121","0.288819854695581","0.247933308495815","0.329706400895347"
"Big worries","2007","Lower Saxony","Employed","320","0.30159156061025","0.274749086401697","0.328434034818803"
"Big worries","2007","Lower Saxony","Not Employed","202","0.308820523044914","0.2747650530466","0.342875993043228"
"Big worries","2007","Mecklenburg-Western Pomerania","Employed","87","0.395701145394722","0.340731765412265","0.45067052537718"
"Big worries","2007","Mecklenburg-Western Pomerania","Not Employed","80","0.452254327669903","0.383618124764775","0.520890530575031"
"Big worries","2007","North Rhine-Westphalia","Employed","766","0.3066694861568","0.288775862391604","0.324563109921996"
"Big worries","2007","North Rhine-Westphalia","Not Employed","537","0.347971260303321","0.324875773412099","0.371066747194544"
"Big worries","2007","Rhineland-Palatinate,Saarland","Employed","206","0.344653185302952","0.309744391823156","0.379561978782748"
"Big worries","2007","Rhineland-Palatinate,Saarland","Not Employed","98","0.224699357525453","0.186474019084218","0.262924695966687"
"Big worries","2007","Saxony-Anhalt","Employed","167","0.340041864326493","0.298351888761396","0.381731839891591"
"Big worries","2007","Saxony-Anhalt","Not Employed","127","0.383687410100349","0.33433788595252","0.433036934248179"
"Big worries","2007","Saxony","Employed","292","0.338043828257996","0.30717316604334","0.368914490472651"
"Big worries","2007","Saxony","Not Employed","148","0.237607133539251","0.203607910309752","0.271606356768751"
"Big worries","2007","Schleswig-Holstein","Employed","74","0.251224603276319","0.206234100090655","0.296215106461983"
"Big worries","2007","Schleswig-Holstein","Not Employed","65","0.270814946698147","0.216379310571068","0.325250582825226"
"Big worries","2007","Thuringia","Employed","178","0.354534773245159","0.313017497636871","0.396052048853447"
"Big worries","2007","Thuringia","Not Employed","138","0.381083352890206","0.333310749553499","0.428855956226913"
"No worries","2007","Baden-Württemberg","Employed","463","0.287220742011953","0.264702855883101","0.309738628140804"
"No worries","2007","Baden-Württemberg","Not Employed","217","0.240137977954476","0.212713527795298","0.267562428113654"
"No worries","2007","Bavaria","Employed","485","0.269591350375301","0.249590969903883","0.289591730846719"
"No worries","2007","Bavaria","Not Employed","248","0.223106690473022","0.19770601709215","0.248507363853895"
"No worries","2007","Berlin","Employed","134","0.295024388650259","0.254268388160269","0.335780389140248"
"No worries","2007","Berlin","Not Employed","64","0.248960856735733","0.197667208556974","0.300254504914491"
"No worries","2007","Brandenburg","Employed","127","0.24834898711608","0.209697447995652","0.287000526236508"
"No worries","2007","Brandenburg","Not Employed","92","0.261860283323248","0.217944379036287","0.305776187610209"
"No worries","2007","Bremen","Employed","29","","",""
"No worries","2007","Bremen","Not Employed","17","","",""
"No worries","2007","Hamburg","Employed","69","0.323912986737119","0.253567035355229","0.394258938119008"
"No worries","2007","Hamburg","Not Employed","40","0.317296338339685","0.236029855402876","0.398562821276494"
"No worries","2007","Hesse","Employed","263","0.286476597274977","0.257198082655535","0.315755111894419"
"No worries","2007","Hesse","Not Employed","117","0.253174238099786","0.213946208633237","0.292402267566335"
"No worries","2007","Lower Saxony","Employed","284","0.240177212944082","0.215192160217596","0.265162265670567"
