"plj0046","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","2000","(2c_voc) vocational maturity certificate","337","0.205060261089754","0.18499932697393","0.225121195205577"
"Big worries","2000","(3a) lower tertiary education","399","0.22901814402182","0.208972551678616","0.249063736365024"
"Big worries","2000","(3b) higher tertiary education","296","0.146450693034116","0.1313613676476","0.161540018420633"
"No worries","2000","(0) in school","182","0.365853376799959","0.323205400610158","0.40850135298976"
"No worries","2000","(1a) inadequately completed","158","0.378238107742276","0.331468066098631","0.425008149385922"
"No worries","2000","(1b) general elementary school","735","0.235591767460896","0.220008999655226","0.251174535266565"
"No worries","2000","(1c) basic vocational qualification","1353","0.17417769414972","0.165733916027657","0.182621472271782"
"No worries","2000","(2a) intermediate vocational","995","0.191786903172384","0.181409296380915","0.202164509963852"
"No worries","2000","(2b) intermediate general qualification","195","0.260701721481777","0.22874509808064","0.292658344882915"
"No worries","2000","(2c_gen) general maturity certificate","351","0.460748932843309","0.426673619520435","0.494824246166183"
"No worries","2000","(2c_voc) vocational maturity certificate","495","0.334631860652632","0.311186444846233","0.35807727645903"
"No worries","2000","(3a) lower tertiary education","503","0.327030135490995","0.304650471304119","0.349409799677871"
"No worries","2000","(3b) higher tertiary education","940","0.448435777226256","0.427210275138073","0.469661279314439"
"Some worries","2000","(0) in school","225","0.465433303410263","0.421268151548843","0.509598455271682"
"Some worries","2000","(1a) inadequately completed","158","0.358140548727979","0.311900340323204","0.404380757132753"
"Some worries","2000","(1b) general elementary school","1260","0.446072272108216","0.427819407470457","0.464325136745974"
"Some worries","2000","(1c) basic vocational qualification","3698","0.467253652077736","0.45614570421485","0.478361599940621"
"Some worries","2000","(2a) intermediate vocational","2587","0.465093478288457","0.451946260192846","0.478240696384067"
"Some worries","2000","(2b) intermediate general qualification","310","0.436385492569029","0.400285648873197","0.47248533626486"
"Some worries","2000","(2c_gen) general maturity certificate","353","0.405691739313579","0.372124459561494","0.439259019065665"
"Some worries","2000","(2c_voc) vocational maturity certificate","724","0.460307878257615","0.435542752487463","0.485073004027766"
"Some worries","2000","(3a) lower tertiary education","786","0.443951720487185","0.420249665996168","0.467653774978202"
"Some worries","2000","(3b) higher tertiary education","873","0.405113529739628","0.384162024934171","0.426065034545084"
"Big worries","2001","(0) in school","79","0.144452474695413","0.114883740100485","0.174021209290342"
"Big worries","2001","(1a) inadequately completed","58","0.21399919233744","0.168922494429406","0.259075890245475"
"Big worries","2001","(1b) general elementary school","640","0.273166529296584","0.255547713528801","0.290785345064368"
"Big worries","2001","(1c) basic vocational qualification","2021","0.295641833688466","0.284863681723843","0.306419985653089"
"Big worries","2001","(2a) intermediate vocational","1467","0.276007239131127","0.263731547535553","0.288282930726701"
"Big worries","2001","(2b) intermediate general qualification","153","0.246843928148395","0.213848794894669","0.27983906140212"
"Big worries","2001","(2c_gen) general maturity certificate","104","0.103391974694726","0.0821739683375084","0.124609981051944"
"Big worries","2001","(2c_voc) vocational maturity certificate","277","0.18733843150734","0.167255255665586","0.207421607349094"
"Big worries","2001","(3a) lower tertiary education","306","0.183091047080956","0.164087556355158","0.202094537806755"
"Big worries","2001","(3b) higher tertiary education","216","0.11099441152145","0.097023450524041","0.124965372518859"
"No worries","2001","(0) in school","231","0.425629438249628","0.384042198929745","0.467216677569511"
"No worries","2001","(1a) inadequately completed","107","0.342774696250722","0.290607674141416","0.394941718360028"
"No worries","2001","(1b) general elementary school","664","0.25904037380506","0.241717237838239","0.276363509771881"
"No worries","2001","(1c) basic vocational qualification","1404","0.203920716806409","0.194404300829256","0.213437132783563"
"No worries","2001","(2a) intermediate vocational","1134","0.237379140400548","0.225695068059847","0.249063212741249"
"No worries","2001","(2b) intermediate general qualification","209","0.314428181308914","0.278899148773054","0.349957213844773"
"No worries","2001","(2c_gen) general maturity certificate","361","0.492026884034467","0.457187166130402","0.526866601938533"
"No worries","2001","(2c_voc) vocational maturity certificate","507","0.35154790150541","0.326972801441859","0.37612300156896"
"No worries","2001","(3a) lower tertiary education","566","0.374168873846176","0.350390869108431","0.397946878583921"
"No worries","2001","(3b) higher tertiary education","922","0.467935295787418","0.445743185320003","0.490127406254833"
"Some worries","2001","(0) in school","233","0.429918087054959","0.388278188219313","0.471557985890604"
"Some worries","2001","(1a) inadequately completed","153","0.443226111411838","0.388626867366558","0.497825355457117"
"Some worries","2001","(1b) general elementary school","1153","0.467793096898356","0.448063751825392","0.48752244197132"
"Some worries","2001","(1c) basic vocational qualification","3461","0.500437449505125","0.488627870389747","0.512247028620503"
"Some worries","2001","(2a) intermediate vocational","2493","0.486613620468325","0.472887970405681","0.500339270530969"
"Some worries","2001","(2b) intermediate general qualification","294","0.438727890542692","0.400754399584563","0.476701381500821"
"Some worries","2001","(2c_gen) general maturity certificate","326","0.404581141270806","0.370377372654934","0.438784909886678"
"Some worries","2001","(2c_voc) vocational maturity certificate","666","0.461113666987251","0.435456029082359","0.486771304892142"
"Some worries","2001","(3a) lower tertiary education","719","0.442740079072868","0.418332970962913","0.467147187182823"
"Some worries","2001","(3b) higher tertiary education","804","0.421070292691132","0.399111235129408","0.443029350252856"
"Big worries","2002","(0) in school","101","0.165979615529738","0.13638113236312","0.195578098696355"
"Big worries","2002","(1a) inadequately completed","64","0.274665771386225","0.223026691001482","0.326304851770969"
"Big worries","2002","(1b) general elementary school","663","0.311200531769176","0.292142023814473","0.330259039723879"
"Big worries","2002","(1c) basic vocational qualification","2241","0.356326313453001","0.344777546133636","0.367875080772366"
"Big worries","2002","(2a) intermediate vocational","1741","0.337350167829759","0.324646358320392","0.350053977339127"
"Big worries","2002","(2b) intermediate general qualification","173","0.27924050221916","0.244936104530824","0.313544899907497"
"Big worries","2002","(2c_gen) general maturity certificate","111","0.125471341315726","0.103684167331978","0.147258515299475"
"Big worries","2002","(2c_voc) vocational maturity certificate","310","0.203382868792822","0.183554378963327","0.223211358622317"
"Big worries","2002","(3a) lower tertiary education","357","0.203482984426914","0.184858792314842","0.222107176538986"
"Big worries","2002","(3b) higher tertiary education","386","0.141997251677383","0.128963435299369","0.155031068055397"
"No worries","2002","(0) in school","248","0.387054005192412","0.348305885357925","0.425802125026898"
"No worries","2002","(1a) inadequately completed","90","0.306997934872247","0.253634701781673","0.360361167962822"
"No worries","2002","(1b) general elementary school","503","0.200061812044999","0.183594123484825","0.216529500605172"
"No worries","2002","(1c) basic vocational qualification","1055","0.155697897054618","0.14695472318035","0.164441070928886"
"No worries","2002","(2a) intermediate vocational","1031","0.192355847520533","0.181765403116808","0.202946291924258"
"No worries","2002","(2b) intermediate general qualification","192","0.276970526065267","0.242752087758843","0.311188964371691"
"No worries","2002","(2c_gen) general maturity certificate","391","0.480801729415294","0.447939937804804","0.513663521025784"
"No worries","2002","(2c_voc) vocational maturity certificate","533","0.35009662938257","0.326598894848719","0.37359436391642"
"No worries","2002","(3a) lower tertiary education","581","0.315915322983254","0.29440949629917","0.337421149667337"
"No worries","2002","(3b) higher tertiary education","1192","0.4227511156723","0.404304732666482","0.441197498678117"
"Some worries","2002","(0) in school","258","0.446966379277851","0.407414516617395","0.486518241938306"
"Some worries","2002","(1a) inadequately completed","133","0.418336293741527","0.361266553215536","0.475406034267518"
"Some worries","2002","(1b) general elementary school","1101","0.488737656185826","0.468160652509333","0.509314659862318"
"Some worries","2002","(1c) basic vocational qualification","3310","0.487975789492381","0.475922011388802","0.500029567595961"
"Some worries","2002","(2a) intermediate vocational","2549","0.470293984649707","0.456883217377682","0.483704751921733"
"Some worries","2002","(2b) intermediate general qualification","292","0.443788971715573","0.405798607525982","0.481779335905164"
"Some worries","2002","(2c_gen) general maturity certificate","386","0.39372692926898","0.361592299020656","0.425861559517303"
"Some worries","2002","(2c_voc) vocational maturity certificate","740","0.446520501824608","0.422031047688371","0.471009955960846"
"Some worries","2002","(3a) lower tertiary education","857","0.480601692589832","0.457488561760961","0.503714823418703"
"Some worries","2002","(3b) higher tertiary education","1177","0.435251632650317","0.416738283749184","0.45376498155145"
"Big worries","2003","(0) in school","89","0.182211908467396","0.151703517542867","0.212720299391925"
"Big worries","2003","(1a) inadequately completed","70","0.262253085372755","0.209883703280016","0.314622467465494"
"Big worries","2003","(1b) general elementary school","593","0.303827663048509","0.284282631141012","0.323372694956005"
"Big worries","2003","(1c) basic vocational qualification","1983","0.330939631065988","0.319325729258712","0.342553532873265"
"Big worries","2003","(2a) intermediate vocational","1531","0.304440688996579","0.291853214859685","0.317028163133473"
"Big worries","2003","(2b) intermediate general qualification","157","0.262811115154068","0.228413049425531","0.297209180882604"
"Big worries","2003","(2c_gen) general maturity certificate","113","0.125728753277529","0.103557414838999","0.14790009171606"
"Big worries","2003","(2c_voc) vocational maturity certificate","303","0.206918879387659","0.186835931253487","0.227001827521831"
"Big worries","2003","(3a) lower tertiary education","309","0.17836648166973","0.160237846612551","0.196495116726908"
"Big worries","2003","(3b) higher tertiary education","325","0.138476542795016","0.125273487031618","0.151679598558414"
"No worries","2003","(0) in school","278","0.410837957823672","0.371954650898137","0.449721264749207"
"No worries","2003","(1a) inadequately completed","90","0.343111915938048","0.286588677285252","0.399635154590844"
"No worries","2003","(1b) general elementary school","509","0.21709641542027","0.199575983305929","0.23461684753461"
"No worries","2003","(1c) basic vocational qualification","1216","0.187306522584572","0.177676862763291","0.196936182405852"
"No worries","2003","(2a) intermediate vocational","1118","0.21713075688133","0.205852929381948","0.228408584380713"
"No worries","2003","(2b) intermediate general qualification","186","0.269872174136944","0.235182415968371","0.304561932305517"
"No worries","2003","(2c_gen) general maturity certificate","415","0.508644709830676","0.475213153611991","0.542076266049361"
"No worries","2003","(2c_voc) vocational maturity certificate","526","0.335592621330251","0.312183127290465","0.359002115370036"
"No worries","2003","(3a) lower tertiary education","599","0.337090188482422","0.314704539530021","0.359475837434823"
"No worries","2003","(3b) higher tertiary education","1183","0.43036692016771","0.411440440611968","0.449293399723452"
"Some worries","2003","(0) in school","248","0.406950133708932","0.368123768342576","0.445776499075289"
"Some worries","2003","(1a) inadequately completed","111","0.394634998689197","0.336442112240128","0.452827885138266"
"Some worries","2003","(1b) general elementary school","1025","0.479075921531222","0.457845738714768","0.500306104347675"
"Some worries","2003","(1c) basic vocational qualification","3107","0.48175384634944","0.469421328663461","0.49408636403542"
"Some worries","2003","(2a) intermediate vocational","2485","0.478428554122091","0.464764310125271","0.492092798118911"
"Some worries","2003","(2b) intermediate general qualification","286","0.467316710708988","0.428325837600318","0.506307583817658"
"Some worries","2003","(2c_gen) general maturity certificate","331","0.365626536891795","0.333420086109556","0.397832987674033"
"Some worries","2003","(2c_voc) vocational maturity certificate","734","0.45748849928209","0.432790420757719","0.482186577806461"
"Some worries","2003","(3a) lower tertiary education","805","0.484543329847848","0.460876951605883","0.508209708089814"
"Some worries","2003","(3b) higher tertiary education","1121","0.431156537037274","0.412225837116923","0.450087236957624"
"Big worries","2004","(0) in school","120","0.210763009713924","0.179065842937089","0.24246017649076"
"Big worries","2004","(1a) inadequately completed","75","0.361420353381693","0.302912785094501","0.419927921668885"
"Big worries","2004","(1b) general elementary school","631","0.334262506911628","0.313478918413548","0.355046095409709"
"Big worries","2004","(1c) basic vocational qualification","2332","0.390571508505607","0.378287971584276","0.402855045426938"
"Big worries","2004","(2a) intermediate vocational","1830","0.371804267531441","0.3584084949838","0.385200040079081"
"Big worries","2004","(2b) intermediate general qualification","213","0.383190818899304","0.344610471339675","0.421771166458933"
"Big worries","2004","(2c_gen) general maturity certificate","144","0.180480329627538","0.154549622186395","0.206411037068681"
"Big worries","2004","(2c_voc) vocational maturity certificate","376","0.257321481114925","0.235614330634907","0.279028631594942"
"Big worries","2004","(3a) lower tertiary education","440","0.296266852615753","0.274599586697589","0.317934118533917"
"Big worries","2004","(3b) higher tertiary education","437","0.190669680613076","0.175538047923538","0.205801313302614"
"No worries","2004","(0) in school","242","0.358886651999329","0.321607536829868","0.39616576716879"
"No worries","2004","(1a) inadequately completed","84","0.297082513049471","0.241429468559735","0.352735557539206"
"No worries","2004","(1b) general elementary school","431","0.212010022155511","0.194002094529112","0.23001794978191"
"No worries","2004","(1c) basic vocational qualification","935","0.156894335601195","0.147737268118774","0.166051403083615"
"No worries","2004","(2a) intermediate vocational","900","0.173835153813868","0.163330899016276","0.184339408611461"
"No worries","2004","(2b) intermediate general qualification","157","0.211464191869342","0.179059171265132","0.243869212473552"
"No worries","2004","(2c_gen) general maturity certificate","341","0.415180874160332","0.38195708288749","0.448404665433175"
"No worries","2004","(2c_voc) vocational maturity certificate","443","0.284428180720479","0.262026670873936","0.306829690567022"
"No worries","2004","(3a) lower tertiary education","467","0.274776289537004","0.253593448741006","0.295959130333001"
"No worries","2004","(3b) higher tertiary education","1001","0.387539280834922","0.368772963741922","0.406305597927923"
"Some worries","2004","(0) in school","274","0.430350338286747","0.391870385593929","0.468830290979564"
"Some worries","2004","(1a) inadequately completed","100","0.341497133568836","0.283744661970558","0.399249605167115"
"Some worries","2004","(1b) general elementary school","917","0.45372747093286","0.431792987462561","0.47566195440316"
"Some worries","2004","(1c) basic vocational qualification","2793","0.452534155893198","0.44000228316808","0.465066028618316"
"Some worries","2004","(2a) intermediate vocational","2270","0.454360578654691","0.440559396730848","0.468161760578534"
"Some worries","2004","(2b) intermediate general qualification","240","0.405344989231354","0.366384166498734","0.444305811963973"
"Some worries","2004","(2c_gen) general maturity certificate","360","0.404338796212129","0.371249151747643","0.437428440676616"
"Some worries","2004","(2c_voc) vocational maturity certificate","739","0.458250338164596","0.433509461410538","0.482991214918655"
"Some worries","2004","(3a) lower tertiary education","799","0.428956857847243","0.405471355963714","0.452442359730772"
"Some worries","2004","(3b) higher tertiary education","1151","0.421791038552002","0.402768295174536","0.440813781929468"
"Big worries","2005","(0) in school","125","0.229214086596025","0.196876077473254","0.261552095718795"
"Big worries","2005","(1a) inadequately completed","83","0.363256829340098","0.302911700392554","0.423601958287642"
"Big worries","2005","(1b) general elementary school","744","0.428589264571423","0.406008182575327","0.45117034656752"
"Big worries","2005","(1c) basic vocational qualification","2699","0.479887100114759","0.466924248255182","0.492849951974337"
"Big worries","2005","(2a) intermediate vocational","2093","0.449698593363","0.43561526022497","0.463781926501029"
"Big worries","2005","(2b) intermediate general qualification","224","0.406681562764134","0.36656645037724","0.446796675151028"
"Big worries","2005","(2c_gen) general maturity certificate","158","0.214702526849","0.186141519717092","0.243263533980908"
"Big worries","2005","(2c_voc) vocational maturity certificate","435","0.281173921168354","0.258520799468821","0.303827042867887"
"Big worries","2005","(3a) lower tertiary education","503","0.293109339370281","0.271099328373601","0.315119350366962"
"Big worries","2005","(3b) higher tertiary education","501","0.1943827118531","0.178904601392127","0.209860822314072"
"No worries","2005","(0) in school","226","0.324230401837673","0.288218012669031","0.360242791006314"
"No worries","2005","(1a) inadequately completed","63","0.244744398522056","0.19079873542719","0.298690061616923"
"No worries","2005","(1b) general elementary school","316","0.161266000932201","0.144484398118556","0.178047603745847"
"No worries","2005","(1c) basic vocational qualification","671","0.122279307456032","0.113778956417821","0.130779658494242"
"No worries","2005","(2a) intermediate vocational","632","0.127345797557946","0.117908279891494","0.136783315224398"
"No worries","2005","(2b) intermediate general qualification","129","0.226447862693258","0.192268358583453","0.260627366803063"
"No worries","2005","(2c_gen) general maturity certificate","292","0.379631473784425","0.345876029897449","0.413386917671402"
"No worries","2005","(2c_voc) vocational maturity certificate","359","0.252881835363415","0.230979920210277","0.274783750516553"
"No worries","2005","(3a) lower tertiary education","381","0.224885794043779","0.204697799968767","0.24507378811879"
"No worries","2005","(3b) higher tertiary education","827","0.342028077720383","0.323473148796169","0.360583006644596"
"Some worries","2005","(0) in school","298","0.446555511566302","0.408308236164911","0.484802786967694"
"Some worries","2005","(1a) inadequately completed","98","0.391998772137846","0.330742895515838","0.453254648759853"
"Some worries","2005","(1b) general elementary school","785","0.410144734496375","0.38770120238272","0.43258826661003"
"Some worries","2005","(1c) basic vocational qualification","2336","0.397833592429209","0.385133958710977","0.410533226147442"
"Some worries","2005","(2a) intermediate vocational","2068","0.422955609079055","0.408969517009105","0.436941701149005"
"Some worries","2005","(2b) intermediate general qualification","223","0.366870574542608","0.327511983932257","0.406229165152959"
"Some worries","2005","(2c_gen) general maturity certificate","344","0.405665999366575","0.371512325077425","0.439819673655724"
"Some worries","2005","(2c_voc) vocational maturity certificate","719","0.465944243468231","0.440808663950899","0.491079822985563"
"Some worries","2005","(3a) lower tertiary education","759","0.48200486658594","0.457843702173686","0.506166030998194"
"Some worries","2005","(3b) higher tertiary education","1183","0.463589210426518","0.444084471261834","0.483093949591201"
"Big worries","2006","(0) in school","77","0.196168397988862","0.157542184634733","0.234794611342992"
"Big worries","2006","(1a) inadequately completed","66","0.303763893925366","0.245214788414524","0.362312999436209"
"Big worries","2006","(1b) general elementary school","676","0.356916658100033","0.335520441359615","0.378312874840452"
"Big worries","2006","(1c) basic vocational qualification","2520","0.417512203284683","0.405169081317799","0.429855325251568"
"Big worries","2006","(2a) intermediate vocational","2037","0.404543151057324","0.391136003295751","0.417950298818896"
"Big worries","2006","(2b) intermediate general qualification","183","0.359087734046517","0.319910260485854","0.39826520760718"
"Big worries","2006","(2c_gen) general maturity certificate","144","0.197552457133211","0.170400095388661","0.22470481887776"
"Big worries","2006","(2c_voc) vocational maturity certificate","411","0.242624986491216","0.221782733794122","0.263467239188311"
"Big worries","2006","(3a) lower tertiary education","470","0.265554902306052","0.245175724703231","0.285934079908873"
"Big worries","2006","(3b) higher tertiary education","498","0.186124425005107","0.17162254846196","0.200626301548253"
"No worries","2006","(0) in school","151","0.340932346745096","0.294823508833672","0.38704118465652"
"No worries","2006","(1a) inadequately completed","75","0.276150744270937","0.219229931447533","0.333071557094341"
"No worries","2006","(1b) general elementary school","407","0.212374542917331","0.19410906455835","0.230640021276311"
"No worries","2006","(1c) basic vocational qualification","871","0.141240503591298","0.132523596382982","0.149957410799615"
"No worries","2006","(2a) intermediate vocational","849","0.170026774768819","0.159765069865196","0.180288479672441"
"No worries","2006","(2b) intermediate general qualification","145","0.223884147900792","0.189842404127429","0.257925891674155"
"No worries","2006","(2c_gen) general maturity certificate","305","0.365517627359641","0.332676201015919","0.398359053703363"
"No worries","2006","(2c_voc) vocational maturity certificate","426","0.268385274769992","0.246840499449613","0.289930050090371"
"No worries","2006","(3a) lower tertiary education","494","0.282172609861331","0.261404486022986","0.302940733699677"
"No worries","2006","(3b) higher tertiary education","1020","0.385629402845915","0.36749330739592","0.403765498295911"
"Some worries","2006","(0) in school","178","0.462899255266041","0.414397641089464","0.511400869442619"
"Some worries","2006","(1a) inadequately completed","96","0.420085361803697","0.357247018308058","0.482923705299335"
"Some worries","2006","(1b) general elementary school","843","0.430708798982636","0.408594200564515","0.452823397400758"
"Some worries","2006","(1c) basic vocational qualification","2741","0.441247293124018","0.428819389833821","0.453675196414216"
"Some worries","2006","(2a) intermediate vocational","2262","0.425430074173857","0.411924459312197","0.438935689035518"
"Some worries","2006","(2b) intermediate general qualification","248","0.417028118052691","0.376761669923168","0.457294566182214"
"Some worries","2006","(2c_gen) general maturity certificate","377","0.436929915507148","0.403104340743519","0.470755490270778"
"Some worries","2006","(2c_voc) vocational maturity certificate","788","0.488989738738791","0.464685272279361","0.513294205198222"
"Some worries","2006","(3a) lower tertiary education","840","0.452272487832616","0.429305069150977","0.475239906514255"
"Some worries","2006","(3b) higher tertiary education","1249","0.428246172148978","0.409808979367228","0.446683364930728"
"Big worries","2007","(0) in school","63","0.145006747009006","0.10746926045348","0.182544233564532"
"Big worries","2007","(1a) inadequately completed","52","0.232161457901736","0.175725113350554","0.288597802452918"
"Big worries","2007","(1b) general elementary school","548","0.325153472542249","0.302957724141092","0.347349220943406"
"Big worries","2007","(1c) basic vocational qualification","2038","0.376252601591458","0.363551974474004","0.388953228708912"
"Big worries","2007","(2a) intermediate vocational","1682","0.355867131663445","0.342413537029795","0.369320726297095"
"Big worries","2007","(2b) intermediate general qualification","193","0.410924519217673","0.368636930664269","0.453212107771078"
"Big worries","2007","(2c_gen) general maturity certificate","127","0.161416779147834","0.136079906738228","0.186753651557441"
"Big worries","2007","(2c_voc) vocational maturity certificate","316","0.195873043137","0.176153677458957","0.215592408815043"
"Big worries","2007","(3a) lower tertiary education","417","0.242250379313312","0.221943409065951","0.262557349560673"
"Big worries","2007","(3b) higher tertiary education","437","0.159571490798664","0.145678305008519","0.17346467658881"
"No worries","2007","(0) in school","137","0.40710647860671","0.354730506077515","0.459482451135905"
"No worries","2007","(1a) inadequately completed","68","0.264720349733315","0.205747950322416","0.323692749144213"
"No worries","2007","(1b) general elementary school","371","0.223710836097909","0.203964871288118","0.2434568009077"
"No worries","2007","(1c) basic vocational qualification","988","0.182631562364159","0.17250229848388","0.192760826244439"
"No worries","2007","(2a) intermediate vocational","942","0.18825729571515","0.177272505339481","0.199242086090819"
"No worries","2007","(2b) intermediate general qualification","134","0.263547655764806","0.225681752380734","0.301413559148879"
"No worries","2007","(2c_gen) general maturity certificate","343","0.39774629353935","0.364040978331444","0.431451608747256"
"No worries","2007","(2c_voc) vocational maturity certificate","467","0.314622825877126","0.291549870470664","0.337695781283588"
"No worries","2007","(3a) lower tertiary education","579","0.331608760211391","0.309294709902706","0.353922810520075"
"No worries","2007","(3b) higher tertiary education","1111","0.429391197429215","0.410612320911204","0.448170073947226"
"Some worries","2007","(0) in school","138","0.447886774384284","0.394873096448605","0.500900452319962"
"Some worries","2007","(1a) inadequately completed","95","0.50311819236495","0.436285274901183","0.569951109828717"
"Some worries","2007","(1b) general elementary school","792","0.451135691359842","0.427557571275953","0.474713811443731"
"Some worries","2007","(1c) basic vocational qualification","2563","0.441115836044383","0.428098615503752","0.454133056585014"
"Some worries","2007","(2a) intermediate vocational","2241","0.455875572621405","0.441880378034658","0.469870767208152"
"Some worries","2007","(2b) intermediate general qualification","193","0.325527825017521","0.285254035466726","0.365801614568316"
"Some worries","2007","(2c_gen) general maturity certificate","340","0.440836927312816","0.406645769599189","0.475028085026442"
"Some worries","2007","(2c_voc) vocational maturity certificate","773","0.489504130985874","0.464666075590233","0.514342186381515"
"Some worries","2007","(3a) lower tertiary education","714","0.426140860475297","0.402702389516842","0.449579331433753"
"Some worries","2007","(3b) higher tertiary education","1121","0.41103731177212","0.392371008454185","0.429703615090056"
"Big worries","2008","(0) in school","75","0.209526983916366","0.167192192936289","0.251861774896443"
"Big worries","2008","(1a) inadequately completed","40","0.244559048119183","0.182953557956555","0.30616453828181"
"Big worries","2008","(1b) general elementary school","457","0.307296492255323","0.284503663801834","0.330089320708811"
"Big worries","2008","(1c) basic vocational qualification","1735","0.341179722554597","0.328335544526622","0.354023900582572"
"Big worries","2008","(2a) intermediate vocational","1374","0.301815654790162","0.28860028998018","0.315031019600144"
"Big worries","2008","(2b) intermediate general qualification","130","0.293957241802839","0.253328618274739","0.33458586533094"
"Big worries","2008","(2c_gen) general maturity certificate","99","0.121599980108866","0.0979885602303302","0.145211399987402"
"Big worries","2008","(2c_voc) vocational maturity certificate","262","0.166810671604651","0.147615249654517","0.186006093554785"
"Big worries","2008","(3a) lower tertiary education","322","0.200859248236676","0.181498475136047","0.220220021337304"
"Big worries","2008","(3b) higher tertiary education","324","0.116335731462678","0.103886326654587","0.12878513627077"
"No worries","2008","(0) in school","149","0.436941802127882","0.385345051139785","0.488538553115979"
"No worries","2008","(1a) inadequately completed","74","0.359236804264795","0.290471957546439","0.428001650983152"
"No worries","2008","(1b) general elementary school","401","0.24210286011183","0.220941147061828","0.263264573161831"
"No worries","2008","(1c) basic vocational qualification","1049","0.195828829148351","0.185077954567914","0.206579703728789"
"No worries","2008","(2a) intermediate vocational","1053","0.21664401470126","0.204784247823773","0.228503781578747"
"No worries","2008","(2b) intermediate general qualification","150","0.303360281781207","0.262362722641288","0.344357840921126"
"No worries","2008","(2c_gen) general maturity certificate","348","0.481769389641275","0.44567079321744","0.51786798606511"
"No worries","2008","(2c_voc) vocational maturity certificate","536","0.398581399836474","0.373372096730838","0.42379070294211"
"No worries","2008","(3a) lower tertiary education","625","0.368889127439132","0.345572491139694","0.39220576373857"
"No worries","2008","(3b) higher tertiary education","1172","0.48810077634364","0.468692124758725","0.507509427928556"
