"plj0046","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Some worries","2010","16-34 y.","indirect migration background","302","0.421698604563986","0.386473457310998","0.456923751816974"
"Some worries","2010","35-65 y.","no migration background","4608","0.421262247207973","0.412160793231122","0.430363701184825"
"Some worries","2010","35-65 y.","direct migration background","679","0.435917969552639","0.411852483976872","0.459983455128406"
"Some worries","2010","35-65 y.","indirect migration background","148","0.337393097077622","0.290040393653652","0.384745800501593"
"Some worries","2010","66 and older","no migration background","1789","0.477405910091983","0.461333267820864","0.493478552363103"
"Some worries","2010","66 and older","direct migration background","120","0.357973374124237","0.305032062543546","0.410914685704927"
"Some worries","2010","66 and older","indirect migration background","","","",""
"No worries","2010","16-34 y.","no migration background","1952","0.413392257938135","0.399563152402709","0.427221363473561"
"No worries","2010","16-34 y.","direct migration background","404","0.466875702624269","0.434584940328639","0.499166464919899"
"No worries","2010","16-34 y.","indirect migration background","307","0.385636993691703","0.350917251800781","0.420356735582624"
"No worries","2010","35-65 y.","no migration background","4209","0.341285092937845","0.332545302768776","0.350024883106913"
"No worries","2010","35-65 y.","direct migration background","690","0.396548119862656","0.372807591491244","0.420288648234067"
"No worries","2010","35-65 y.","indirect migration background","169","0.466651856828697","0.416688616451223","0.51661509720617"
"No worries","2010","66 and older","no migration background","1044","0.281505593178213","0.267033999970032","0.295977186386395"
"No worries","2010","66 and older","direct migration background","135","0.423867074500396","0.369295183494154","0.478438965506639"
"No worries","2010","66 and older","indirect migration background","","","",""
"Big worries","2011","16-34 y.","no migration background","788","0.23576318803325","0.221461579438955","0.250064796627544"
"Big worries","2011","16-34 y.","direct migration background","56","0.154810011434259","0.117444276037123","0.192175746831395"
"Big worries","2011","16-34 y.","indirect migration background","86","0.17473562497926","0.141874934384613","0.207596315573907"
"Big worries","2011","35-65 y.","no migration background","2371","0.256146113109927","0.247489356633462","0.264802869586392"
"Big worries","2011","35-65 y.","direct migration background","189","0.161881616320563","0.141127375332288","0.182635857308838"
"Big worries","2011","35-65 y.","indirect migration background","47","0.146097372914018","0.104045162989393","0.188149582838644"
"Big worries","2011","66 and older","no migration background","1197","0.263935590367004","0.251266993910405","0.276604186823603"
"Big worries","2011","66 and older","direct migration background","78","0.180905995443992","0.143369755890703","0.218442234997281"
"Big worries","2011","66 and older","indirect migration background","","","",""
"Some worries","2011","16-34 y.","no migration background","1263","0.356432936467979","0.340296087548876","0.372569785387082"
"Some worries","2011","16-34 y.","direct migration background","152","0.418477752108722","0.367519303819673","0.469436200397772"
"Some worries","2011","16-34 y.","indirect migration background","223","0.449235884710095","0.406192199492032","0.492279569928159"
"Some worries","2011","35-65 y.","no migration background","4164","0.424168363355651","0.414367047278431","0.433969679432872"
"Some worries","2011","35-65 y.","direct migration background","581","0.475179204088055","0.447041436605059","0.50331697157105"
"Some worries","2011","35-65 y.","indirect migration background","110","0.41471084836606","0.356053641231921","0.4733680555002"
"Some worries","2011","66 and older","no migration background","2167","0.469058981061657","0.454715370611793","0.483402591511521"
"Some worries","2011","66 and older","direct migration background","155","0.401674423130165","0.353870528341953","0.449478317918377"
"Some worries","2011","66 and older","indirect migration background","","","",""
"No worries","2011","16-34 y.","no migration background","1333","0.407803875498771","0.391246504935451","0.424361246062092"
"No worries","2011","16-34 y.","direct migration background","152","0.426712236457019","0.375620492723803","0.477803980190235"
"No worries","2011","16-34 y.","indirect migration background","204","0.376028490310645","0.334112265185873","0.417944715435417"
"No worries","2011","35-65 y.","no migration background","3232","0.319685523534422","0.310436756535176","0.328934290533667"
"No worries","2011","35-65 y.","direct migration background","440","0.362939179591383","0.335845825015276","0.390032534167489"
"No worries","2011","35-65 y.","indirect migration background","114","0.439191778719921","0.380103990686994","0.498279566752849"
"No worries","2011","66 and older","no migration background","1286","0.267005428571339","0.254289969645868","0.279720887496809"
"No worries","2011","66 and older","direct migration background","171","0.417419581425843","0.369333237399219","0.465505925452467"
"No worries","2011","66 and older","indirect migration background","","","",""
"Big worries","2012","16-34 y.","no migration background","582","0.176435029720238","0.163397723773531","0.189472335666944"
"Big worries","2012","16-34 y.","direct migration background","36","0.103185442661802","0.0714965545981341","0.13487433072547"
"Big worries","2012","16-34 y.","indirect migration background","63","0.116165578368229","0.0877656106280284","0.14456554610843"
"Big worries","2012","35-65 y.","no migration background","1859","0.205465571279606","0.197409181592851","0.213521960966361"
"Big worries","2012","35-65 y.","direct migration background","167","0.141874835340527","0.12189866239126","0.161851008289795"
"Big worries","2012","35-65 y.","indirect migration background","45","0.145615493045016","0.105635476307057","0.185595509782975"
"Big worries","2012","66 and older","no migration background","964","0.211431240697682","0.19986665615255","0.222995825242815"
"Big worries","2012","66 and older","direct migration background","58","0.150176695286339","0.115297925549763","0.185055465022915"
"Big worries","2012","66 and older","indirect migration background","","","",""
"Some worries","2012","16-34 y.","no migration background","1116","0.331824052252993","0.315719603368199","0.347928501137787"
"Some worries","2012","16-34 y.","direct migration background","140","0.429711525078644","0.378143291134765","0.481279759022523"
"Some worries","2012","16-34 y.","indirect migration background","179","0.374978978138301","0.332070369291273","0.417887586985328"
"Some worries","2012","35-65 y.","no migration background","3871","0.398467323037347","0.388705283938875","0.40822936213582"
"Some worries","2012","35-65 y.","direct migration background","509","0.443334995206755","0.414893838697161","0.471776151716349"
"Some worries","2012","35-65 y.","indirect migration background","105","0.413071988129975","0.357261247224824","0.468882729035125"
"Some worries","2012","66 and older","no migration background","2246","0.472852325569427","0.458712157072871","0.486992494065983"
"Some worries","2012","66 and older","direct migration background","160","0.373853536417036","0.326616321864013","0.421090750970059"
"Some worries","2012","66 and older","indirect migration background","","","",""
"No worries","2012","16-34 y.","no migration background","1586","0.491740918026769","0.474642447485289","0.50883938856825"
"No worries","2012","16-34 y.","direct migration background","178","0.467103032259554","0.415130434140564","0.519075630378544"
"No worries","2012","16-34 y.","indirect migration background","247","0.50885544349347","0.464546076946912","0.553164810040029"
"No worries","2012","35-65 y.","no migration background","3932","0.396067105683047","0.386315114403587","0.405819096962507"
"No worries","2012","35-65 y.","direct migration background","496","0.414790169452718","0.386583336979772","0.442997001925664"
"No worries","2012","35-65 y.","indirect migration background","149","0.441312518825009","0.385030445125408","0.497594592524611"
"No worries","2012","66 and older","no migration background","1579","0.31571643373289","0.302552298902805","0.328880568562975"
"No worries","2012","66 and older","direct migration background","185","0.475969768296625","0.427209798979215","0.524729737614034"
"No worries","2012","66 and older","indirect migration background","","","",""
"Big worries","2013","16-34 y.","no migration background","545","0.178249976221399","0.164517992352793","0.191981960090004"
"Big worries","2013","16-34 y.","direct migration background","36","0.110551907340285","0.0741462325705154","0.146957582110055"
"Big worries","2013","16-34 y.","indirect migration background","70","0.159121997000935","0.12422215412749","0.194021839874381"
"Big worries","2013","35-65 y.","no migration background","1954","0.229268641031363","0.220539782504196","0.237997499558529"
"Big worries","2013","35-65 y.","direct migration background","185","0.184517684584061","0.1607240114168","0.208311357751322"
"Big worries","2013","35-65 y.","indirect migration background","61","0.203674637494724","0.15691841560221","0.250430859387239"
"Big worries","2013","66 and older","no migration background","1116","0.256609203360975","0.243954563577749","0.269263843144202"
"Big worries","2013","66 and older","direct migration background","73","0.201401357286647","0.1604818506963","0.242320863876993"
"Big worries","2013","66 and older","indirect migration background","","","",""
"Some worries","2013","16-34 y.","no migration background","1006","0.345922441970005","0.328855619346911","0.362989264593098"
"Some worries","2013","16-34 y.","direct migration background","97","0.339066075941554","0.284106059632115","0.394026092250993"
"Some worries","2013","16-34 y.","indirect migration background","152","0.343642489203018","0.298330250105849","0.388954728300187"
"Some worries","2013","35-65 y.","no migration background","3646","0.412314165396651","0.402092530823444","0.422535799969858"
"Some worries","2013","35-65 y.","direct migration background","442","0.420193633281274","0.389917427818687","0.45046983874386"
"Some worries","2013","35-65 y.","indirect migration background","112","0.401604752521699","0.344690747139311","0.458518757904088"
"Some worries","2013","66 and older","no migration background","2173","0.471564280747236","0.457100840133097","0.486027721361375"
"Some worries","2013","66 and older","direct migration background","137","0.366664484556142","0.317496064618589","0.415832904493695"
"Some worries","2013","66 and older","indirect migration background","","","",""
"No worries","2013","16-34 y.","no migration background","1433","0.475827581808597","0.457908713803158","0.493746449814035"
"No worries","2013","16-34 y.","direct migration background","152","0.550382016718161","0.492628342957516","0.608135690478805"
"No worries","2013","16-34 y.","indirect migration background","200","0.497235513796047","0.449531465976544","0.54493956161555"
"No worries","2013","35-65 y.","no migration background","3309","0.358417193571986","0.348459600199433","0.368374786944539"
"No worries","2013","35-65 y.","direct migration background","394","0.395288682134665","0.365299373180186","0.425277991089145"
"No worries","2013","35-65 y.","indirect migration background","112","0.394720609983576","0.337972878407775","0.451468341559377"
"No worries","2013","66 and older","no migration background","1287","0.271826515891789","0.258936055681845","0.284716976101732"
"No worries","2013","66 and older","direct migration background","159","0.431934158157211","0.381393252386054","0.482475063928369"
"No worries","2013","66 and older","indirect migration background","","","",""
"Big worries","2014","16-34 y.","no migration background","1038","0.247715352652658","0.234402267014104","0.261028438291213"
"Big worries","2014","16-34 y.","direct migration background","294","0.169197895054517","0.149579407311178","0.188816382797855"
"Big worries","2014","16-34 y.","indirect migration background","253","0.24497617538136","0.21956094788933","0.270391402873391"
"Big worries","2014","35-65 y.","no migration background","3006","0.267167177642275","0.259117779691749","0.275216575592801"
"Big worries","2014","35-65 y.","direct migration background","692","0.218070565319365","0.203823319619289","0.232317811019441"
"Big worries","2014","35-65 y.","indirect migration background","181","0.258844711901048","0.225826846153834","0.291862577648261"
"Big worries","2014","66 and older","no migration background","1243","0.289338415001529","0.276145209889886","0.302531620113172"
"Big worries","2014","66 and older","direct migration background","99","0.202988138174072","0.165189932387754","0.24078634396039"
"Big worries","2014","66 and older","indirect migration background","","","",""
"Some worries","2014","16-34 y.","no migration background","1496","0.362093886655484","0.34727211416102","0.376915659149948"
"Some worries","2014","16-34 y.","direct migration background","612","0.405122567666406","0.379434808518748","0.430810326814063"
"Some worries","2014","16-34 y.","indirect migration background","442","0.40452786877463","0.375523949208478","0.433531788340783"
"Some worries","2014","35-65 y.","no migration background","4722","0.4084234861777","0.399481577973407","0.417365394381992"
"Some worries","2014","35-65 y.","direct migration background","1510","0.445657355503509","0.428508375560435","0.462806335446583"
"Some worries","2014","35-65 y.","indirect migration background","245","0.349554912625881","0.313609972292233","0.385499852959528"
"Some worries","2014","66 and older","no migration background","2126","0.459885420743963","0.445384899420006","0.47438594206792"
"Some worries","2014","66 and older","direct migration background","189","0.439256561717067","0.392618049099645","0.485895074334488"
"Some worries","2014","66 and older","indirect migration background","","","",""
"No worries","2014","16-34 y.","no migration background","1505","0.390190760691857","0.375147338112899","0.405234183270816"
"No worries","2014","16-34 y.","direct migration background","497","0.425679537279078","0.3998070735047","0.451552001053456"
"No worries","2014","16-34 y.","indirect migration background","405","0.350495955844009","0.322300171262214","0.378691740425805"
"No worries","2014","35-65 y.","no migration background","3880","0.324409336180025","0.315892900258408","0.332925772101642"
"No worries","2014","35-65 y.","direct migration background","1025","0.336272079177125","0.319972024674341","0.352572133679909"
"No worries","2014","35-65 y.","indirect migration background","250","0.391600375473072","0.354805209902777","0.428395541043366"
"No worries","2014","66 and older","no migration background","1169","0.250776164254508","0.238164721709293","0.263387606799723"
"No worries","2014","66 and older","direct migration background","147","0.357755300108861","0.312710282059855","0.402800318157867"
"No worries","2014","66 and older","indirect migration background","","","",""
"Big worries","2015","16-34 y.","no migration background","1210","0.3156313034622","0.300641582796629","0.330621024127772"
"Big worries","2015","16-34 y.","direct migration background","293","0.23531123142814","0.209858783046708","0.260763679809571"
"Big worries","2015","16-34 y.","indirect migration background","238","0.26538615810357","0.237294092619075","0.293478223588065"
"Big worries","2015","35-65 y.","no migration background","3565","0.337470978845108","0.328593790512929","0.346348167177286"
"Big worries","2015","35-65 y.","direct migration background","825","0.296506048979882","0.279537744424898","0.313474353534865"
"Big worries","2015","35-65 y.","indirect migration background","202","0.287422091924111","0.253128633734646","0.321715550113575"
"Big worries","2015","66 and older","no migration background","1432","0.33639933110835","0.322560894911312","0.350237767305389"
"Big worries","2015","66 and older","direct migration background","138","0.343775503799807","0.29840530045187","0.389145707147744"
"Big worries","2015","66 and older","indirect migration background","","","",""
"Some worries","2015","16-34 y.","no migration background","1287","0.347705887321608","0.332346065114698","0.363065709528518"
"Some worries","2015","16-34 y.","direct migration background","461","0.432806752341759","0.403077881023501","0.462535623660017"
"Some worries","2015","16-34 y.","indirect migration background","409","0.428316188228099","0.396833255851257","0.459799120604942"
"Some worries","2015","35-65 y.","no migration background","4581","0.413663876495064","0.404417919073115","0.422909833917012"
"Some worries","2015","35-65 y.","direct migration background","1256","0.434519187222112","0.416102780237279","0.452935594206944"
"Some worries","2015","35-65 y.","indirect migration background","275","0.374669472051028","0.337990766375947","0.411348177726108"
"Some worries","2015","66 and older","no migration background","2125","0.467270418482844","0.452657276737138","0.481883560228549"
"Some worries","2015","66 and older","direct migration background","170","0.377626669313117","0.331317833901019","0.423935504725216"
"Some worries","2015","66 and older","indirect migration background","","","",""
"No worries","2015","16-34 y.","no migration background","1196","0.336662809216191","0.321421468129225","0.351904150303157"
"No worries","2015","16-34 y.","direct migration background","313","0.331882016230101","0.303627731192371","0.360136301267831"
"No worries","2015","16-34 y.","indirect migration background","302","0.306297653668331","0.276970264547035","0.335625042789626"
"No worries","2015","35-65 y.","no migration background","2753","0.248865144659829","0.240748140663778","0.256982148655879"
"No worries","2015","35-65 y.","direct migration background","702","0.268974763798007","0.252500218372402","0.285449309223611"
"No worries","2015","35-65 y.","indirect migration background","192","0.337908436024861","0.302066325357318","0.373750546692405"
"No worries","2015","66 and older","no migration background","921","0.196330250408806","0.184695998381761","0.207964502435852"
"No worries","2015","66 and older","direct migration background","113","0.278597826887076","0.235774083448523","0.321421570325628"
"No worries","2015","66 and older","indirect migration background","","","",""
"Big worries","2016","16-34 y.","no migration background","1285","0.383500201648805","0.367024861473688","0.399975541823922"
"Big worries","2016","16-34 y.","direct migration background","468","0.33045637428672","0.305176856978525","0.355735891594916"
"Big worries","2016","16-34 y.","indirect migration background","287","0.285753584352654","0.256056275977871","0.315450892727437"
"Big worries","2016","35-65 y.","no migration background","4680","0.482191731209124","0.472476028097701","0.491907434320547"
"Big worries","2016","35-65 y.","direct migration background","1346","0.449304902281895","0.431616834654532","0.466992969909257"
"Big worries","2016","35-65 y.","indirect migration background","281","0.40277013794681","0.364949293507475","0.440590982386146"
"Big worries","2016","66 and older","no migration background","2245","0.521390349368692","0.50656083680084","0.536219861936544"
"Big worries","2016","66 and older","direct migration background","178","0.434444557332853","0.385807597929402","0.483081516736304"
"Big worries","2016","66 and older","indirect migration background","","","",""
"Some worries","2016","16-34 y.","no migration background","1336","0.403941845392026","0.387315803813553","0.420567886970499"
"Some worries","2016","16-34 y.","direct migration background","574","0.411588599825562","0.385140499824487","0.438036699826636"
"Some worries","2016","16-34 y.","indirect migration background","384","0.461440665638391","0.428671006658205","0.494210324618576"
"Some worries","2016","35-65 y.","no migration background","3888","0.37852640114588","0.369095801785684","0.387957000506077"
"Some worries","2016","35-65 y.","direct migration background","1222","0.398780507792934","0.38136894740202","0.416192068183849"
"Some worries","2016","35-65 y.","indirect migration background","245","0.41444987883286","0.376461577164552","0.452438180501168"
"Some worries","2016","66 and older","no migration background","1640","0.370526013068793","0.356189190780946","0.384862835356639"
"Some worries","2016","66 and older","direct migration background","166","0.426208409792478","0.377685175601901","0.474731643983054"
"Some worries","2016","66 and older","indirect migration background","","","",""
"No worries","2016","16-34 y.","no migration background","725","0.212557952959168","0.198695722882277","0.22642018303606"
"No worries","2016","16-34 y.","direct migration background","288","0.257955025887718","0.234441953468806","0.28146809830663"
"No worries","2016","16-34 y.","indirect migration background","218","0.252805750008955","0.224235933906909","0.281375566111001"
"No worries","2016","35-65 y.","no migration background","1593","0.139281867644996","0.13254965799174","0.146014077298251"
"No worries","2016","35-65 y.","direct migration background","470","0.151914589925171","0.139150973475262","0.16467820637508"
"No worries","2016","35-65 y.","indirect migration background","120","0.18277998322033","0.152976594560512","0.212583371880148"
"No worries","2016","66 and older","no migration background","474","0.108083637562515","0.0988664866476232","0.117300788477407"
"No worries","2016","66 and older","direct migration background","55","0.139347032874669","0.105366941593352","0.173327124155986"
"No worries","2016","66 and older","indirect migration background","","","",""
"Big worries","2017","16-34 y.","no migration background","1194","0.288442296012224","0.274500020762917","0.302384571261532"
"Big worries","2017","16-34 y.","direct migration background","335","0.256998136463611","0.23191633334955","0.282079939577673"
"Big worries","2017","16-34 y.","indirect migration background","255","0.247216133652916","0.220054257864747","0.274378009441085"
"Big worries","2017","35-65 y.","no migration background","4461","0.401385053630979","0.392471405775296","0.410298701486663"
"Big worries","2017","35-65 y.","direct migration background","1164","0.376409977414538","0.35915926961173","0.393660685217347"
"Big worries","2017","35-65 y.","indirect migration background","264","0.362694215993139","0.32757651411295","0.397811917873328"
"Big worries","2017","66 and older","no migration background","1974","0.434665229122902","0.420271062280897","0.449059395964907"
"Big worries","2017","66 and older","direct migration background","185","0.393185799234968","0.346637406792021","0.439734191677916"
"Big worries","2017","66 and older","indirect migration background","","","",""
"Some worries","2017","16-34 y.","no migration background","1703","0.432090121877305","0.41684517209177","0.447335071662839"
"Some worries","2017","16-34 y.","direct migration background","565","0.486997180910295","0.458307751209916","0.515686610610674"
"Some worries","2017","16-34 y.","indirect migration background","420","0.448494948343734","0.4171808632244","0.479809033463067"
"Some worries","2017","35-65 y.","no migration background","4928","0.417803637051927","0.408835092941641","0.426772181162213"
"Some worries","2017","35-65 y.","direct migration background","1323","0.438445351081431","0.420777630384685","0.456113071778178"
"Some worries","2017","35-65 y.","indirect migration background","301","0.415700766015612","0.379701809383318","0.451699722647906"
"Some worries","2017","66 and older","no migration background","1971","0.430075674851471","0.415699701141586","0.444451648561356"
"Some worries","2017","66 and older","direct migration background","165","0.403530933107922","0.35677784670144","0.450284019514405"
"Some worries","2017","66 and older","indirect migration background","","","",""
"No worries","2017","16-34 y.","no migration background","1159","0.279467582110471","0.265657648231435","0.293277515989507"
"No worries","2017","16-34 y.","direct migration background","266","0.256004682626093","0.230954674478741","0.281054690773446"
"No worries","2017","16-34 y.","indirect migration background","294","0.30428891800335","0.275319235794619","0.333258600212082"
"No worries","2017","35-65 y.","no migration background","2228","0.180811309317094","0.173812794830839","0.187809823803349"
"No worries","2017","35-65 y.","direct migration background","543","0.185144671504031","0.171314656845216","0.198974686162845"
"No worries","2017","35-65 y.","indirect migration background","155","0.221605017991249","0.191268086437118","0.25194194954538"
"No worries","2017","66 and older","no migration background","611","0.135259096025627","0.125328336287162","0.145189855764092"
"No worries","2017","66 and older","direct migration background","73","0.203283267657109","0.164931914400239","0.241634620913979"
"No worries","2017","66 and older","indirect migration background","","","",""
"Big worries","2018","16-34 y.","no migration background","884","0.228973005684337","0.215902879759145","0.242043131609529"
"Big worries","2018","16-34 y.","direct migration background","233","0.190392565842125","0.166846155849809","0.21393897583444"
"Big worries","2018","16-34 y.","indirect migration background","195","0.18795479192924","0.16344497951321","0.212464604345269"
"Big worries","2018","35-65 y.","no migration background","3559","0.342650292261281","0.333785705396005","0.351514879126558"
"Big worries","2018","35-65 y.","direct migration background","918","0.301582855958581","0.284859068298406","0.318306643618756"
"Big worries","2018","35-65 y.","indirect migration background","206","0.28640729814365","0.253177283651332","0.319637312635968"
"Big worries","2018","66 and older","no migration background","1619","0.355843261139852","0.341979116031651","0.369707406248052"
"Big worries","2018","66 and older","direct migration background","150","0.299257076353683","0.256614071219891","0.341900081487475"
"Big worries","2018","66 and older","indirect migration background","","","",""
"Some worries","2018","16-34 y.","no migration background","1626","0.412581149290311","0.397267402286066","0.427894896294556"
"Some worries","2018","16-34 y.","direct migration background","501","0.455698141007915","0.425829119064769","0.48556716295106"
"Some worries","2018","16-34 y.","indirect migration background","432","0.467342635300492","0.436041156782821","0.498644113818163"
"Some worries","2018","35-65 y.","no migration background","4671","0.413914702229621","0.404715068230037","0.423114336229205"
"Some worries","2018","35-65 y.","direct migration background","1305","0.471255064087291","0.453065386563442","0.489444741611141"
"Some worries","2018","35-65 y.","indirect migration background","312","0.441262364128417","0.404764647301197","0.477760080955637"
"Some worries","2018","66 and older","no migration background","2131","0.459236103141686","0.444805323296784","0.473666882986589"
"Some worries","2018","66 and older","direct migration background","195","0.44144924928369","0.395209237174768","0.487689261392613"
"Some worries","2018","66 and older","indirect migration background","","","",""
"No worries","2018","16-34 y.","no migration background","1460","0.358445845025351","0.34352885243788","0.373362837612823"
"No worries","2018","16-34 y.","direct migration background","334","0.353909293149961","0.325230874837575","0.382587711462347"
"No worries","2018","16-34 y.","indirect migration background","349","0.344702572770269","0.314885522600297","0.37451962294024"
"No worries","2018","35-65 y.","no migration background","2781","0.243435005509098","0.235419159862863","0.251450851155332"
"No worries","2018","35-65 y.","direct migration background","670","0.227162079954128","0.211893944508659","0.242430215399596"
"No worries","2018","35-65 y.","indirect migration background","193","0.272330337727933","0.239609196870229","0.305051478585637"
"No worries","2018","66 and older","no migration background","831","0.184920635718462","0.173678195599406","0.196163075837518"
"No worries","2018","66 and older","direct migration background","98","0.259293674362627","0.218483803953478","0.300103544771775"
"No worries","2018","66 and older","indirect migration background","","","",""
"Big worries","2019","16-34 y.","no migration background","809","0.220066544491294","0.206767638187867","0.233365450794721"
"Big worries","2019","16-34 y.","direct migration background","150","0.148962176213131","0.124227627410736","0.173696725015526"
"Big worries","2019","16-34 y.","indirect migration background","174","0.178673698772696","0.153305816291825","0.204041581253566"
"Big worries","2019","35-65 y.","no migration background","3400","0.318060345255853","0.309631582147874","0.326489108363831"
"Big worries","2019","35-65 y.","direct migration background","754","0.282857579131452","0.265515506489985","0.300199651772919"
"Big worries","2019","35-65 y.","indirect migration background","233","0.311027455239622","0.278582660128356","0.343472250350889"
"Big worries","2019","66 and older","no migration background","1531","0.322894779007999","0.309614353560609","0.336175204455389"
"Big worries","2019","66 and older","direct migration background","138","0.272129097458049","0.229816635477663","0.314441559438434"
"Big worries","2019","66 and older","indirect migration background","","","",""
"Some worries","2019","16-34 y.","no migration background","1505","0.410939785292947","0.395146260020222","0.426733310565672"
"Some worries","2019","16-34 y.","direct migration background","383","0.527798317220414","0.493117499974353","0.562479134466475"
"Some worries","2019","16-34 y.","indirect migration background","377","0.420445417500156","0.387756689480045","0.453134145520266"
"Some worries","2019","35-65 y.","no migration background","4898","0.418950820591945","0.410021383517249","0.42788025766664"
"Some worries","2019","35-65 y.","direct migration background","1205","0.466378298545095","0.447169495968215","0.485587101121975"
"Some worries","2019","35-65 y.","indirect migration background","320","0.385973335346831","0.351852710048938","0.420093960644723"
"Some worries","2019","66 and older","no migration background","2199","0.466030690090966","0.451862355556312","0.480199024625619"
"Some worries","2019","66 and older","direct migration background","186","0.449561850445736","0.402268224278725","0.496855476612747"
"Some worries","2019","66 and older","indirect migration background","","","",""
"No worries","2019","16-34 y.","no migration background","1414","0.368993670215759","0.353504203876828","0.38448313655469"
"No worries","2019","16-34 y.","direct migration background","263","0.323239506566455","0.290747893409058","0.355731119723851"
"No worries","2019","16-34 y.","indirect migration background","325","0.400880883727149","0.368427476453123","0.433334291001175"
"No worries","2019","35-65 y.","no migration background","3430","0.262988834152203","0.255020972200404","0.270956696104001"
"No worries","2019","35-65 y.","direct migration background","632","0.250764122323453","0.234074121132095","0.267454123514811"
"No worries","2019","35-65 y.","indirect migration background","229","0.302999209413547","0.270789849262283","0.335208569564812"
"No worries","2019","66 and older","no migration background","1032","0.211074530901036","0.19948437440049","0.222664687401581"
"No worries","2019","66 and older","direct migration background","101","0.278309052096215","0.235700878249502","0.320917225942929"
"No worries","2019","66 and older","indirect migration background","","","",""
