"plj0046","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Some worries","2010","1-pers.-HH","(2a) intermediate vocational","277","0.451550714905536","0.41146323621141","0.491638193599662"
"Some worries","2010","1-pers.-HH","(2c_gen) general maturity certificate","31","0.259116303357591","0.184086323151976","0.334146283563206"
"Some worries","2010","1-pers.-HH","(2c_voc) vocational maturity certificate","72","0.419216931576718","0.34611052329255","0.492323339860886"
"Some worries","2010","1-pers.-HH","(3a) lower tertiary education","97","0.354461494045585","0.294685591015311","0.414237397075859"
"Some worries","2010","1-pers.-HH","(3b) higher tertiary education","111","0.287375516582086","0.239692327488571","0.3350587056756"
"Some worries","2010","(Married) couple without C. ","(0) in school","","","",""
"Some worries","2010","(Married) couple without C. ","(1a) inadequately completed","30","0.554211123431462","0.428441807509142","0.679980439353781"
"Some worries","2010","(Married) couple without C. ","(1b) general elementary school","180","0.44127216352547","0.392793684197432","0.489750642853508"
"Some worries","2010","(Married) couple without C. ","(1c) basic vocational qualification","975","0.470228739056176","0.448506084424833","0.491951393687518"
"Some worries","2010","(Married) couple without C. ","(2b) intermediate general qualification","25","","",""
"Some worries","2010","(Married) couple without C. ","(2a) intermediate vocational","669","0.479627204462512","0.453796936999599","0.505457471925425"
"Some worries","2010","(Married) couple without C. ","(2c_gen) general maturity certificate","39","0.312046253945425","0.231464755850951","0.392627752039899"
"Some worries","2010","(Married) couple without C. ","(2c_voc) vocational maturity certificate","176","0.366198586762515","0.320069377177322","0.412327796347707"
"Some worries","2010","(Married) couple without C. ","(3a) lower tertiary education","281","0.386805167900264","0.350173340789025","0.423436995011503"
"Some worries","2010","(Married) couple without C. ","(3b) higher tertiary education","366","0.360077094516015","0.330560733562347","0.389593455469683"
"Some worries","2010","Single parent ","(0) in school","33","0.462080996406245","0.35791541251093","0.566246580301561"
"Some worries","2010","Single parent ","(1a) inadequately completed","16","","",""
"Some worries","2010","Single parent ","(1b) general elementary school","103","0.512208457634206","0.446455981935933","0.577960933332478"
"Some worries","2010","Single parent ","(1c) basic vocational qualification","167","0.42921728528446","0.379053962289879","0.47938060827904"
"Some worries","2010","Single parent ","(2b) intermediate general qualification","52","0.403559347901739","0.325046670905527","0.48207202489795"
"Some worries","2010","Single parent ","(2a) intermediate vocational","299","0.469672006289461","0.432487274112165","0.506856738466757"
"Some worries","2010","Single parent ","(2c_gen) general maturity certificate","31","0.351295351086817","0.249811173974766","0.452779528198869"
"Some worries","2010","Single parent ","(2c_voc) vocational maturity certificate","91","0.477482848129142","0.410716438229309","0.544249258028976"
"Some worries","2010","Single parent ","(3a) lower tertiary education","47","0.393096540676382","0.310703482233707","0.475489599119057"
"Some worries","2010","Single parent ","(3b) higher tertiary education","60","0.316282762808011","0.252469781701286","0.380095743914736"
"Some worries","2010","Couple + C. LE 16 ","(0) in school","1","","",""
"Some worries","2010","Couple + C. LE 16 ","(1a) inadequately completed","68","0.519357015565826","0.442656445127626","0.596057586004027"
"Some worries","2010","Couple + C. LE 16 ","(1b) general elementary school","214","0.431600497484122","0.388656204824133","0.47454479014411"
"Some worries","2010","Couple + C. LE 16 ","(1c) basic vocational qualification","613","0.415744945397086","0.389685242941598","0.441804647852573"
"Some worries","2010","Couple + C. LE 16 ","(2b) intermediate general qualification","53","0.378227231355709","0.296724740356667","0.459729722354751"
"Some worries","2010","Couple + C. LE 16 ","(2a) intermediate vocational","1010","0.433621449202098","0.413546421122686","0.453696477281509"
"Some worries","2010","Couple + C. LE 16 ","(2c_gen) general maturity certificate","86","0.389094268315595","0.326891945027679","0.451296591603512"
"Some worries","2010","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","395","0.381619879380975","0.351359543203518","0.411880215558432"
"Some worries","2010","Couple + C. LE 16 ","(3a) lower tertiary education","188","0.328802543538463","0.290603476138392","0.367001610938534"
"Some worries","2010","Couple + C. LE 16 ","(3b) higher tertiary education","367","0.279550783988638","0.255540136211701","0.303561431765574"
"Some worries","2010","Couple + C. GT 16 ","(0) in school","52","0.511187889897293","0.425587902646366","0.59678787714822"
"Some worries","2010","Couple + C. GT 16 ","(1a) inadequately completed","8","","",""
"Some worries","2010","Couple + C. GT 16 ","(1b) general elementary school","76","0.38972745836892","0.320744805149975","0.458710111587865"
"Some worries","2010","Couple + C. GT 16 ","(1c) basic vocational qualification","277","0.467044645295102","0.428147819172931","0.505941471417272"
"Some worries","2010","Couple + C. GT 16 ","(2b) intermediate general qualification","45","0.392597141095757","0.307667710427851","0.477526571763664"
"Some worries","2010","Couple + C. GT 16 ","(2a) intermediate vocational","301","0.470303931779958","0.432510757598277","0.508097105961638"
"Some worries","2010","Couple + C. GT 16 ","(2c_gen) general maturity certificate","83","0.3648490900434","0.300799947483457","0.428898232603342"
"Some worries","2010","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","68","0.397171074189186","0.328493233398473","0.465848914979898"
"Some worries","2010","Couple + C. GT 16 ","(3a) lower tertiary education","92","0.373116315503131","0.306911929218887","0.439320701787376"
"Some worries","2010","Couple + C. GT 16 ","(3b) higher tertiary education","145","0.407886761891102","0.354863882079998","0.460909641702206"
"Some worries","2010","Couple + C. LE and GT 16","(0) in school","64","0.330153487460207","0.26183189319904","0.398475081721373"
"Some worries","2010","Couple + C. LE and GT 16","(1a) inadequately completed","11","","",""
"Some worries","2010","Couple + C. LE and GT 16","(1b) general elementary school","62","0.376496144505177","0.295659479853838","0.457332809156516"
"Some worries","2010","Couple + C. LE and GT 16","(1c) basic vocational qualification","138","0.524752730270794","0.467375607647344","0.582129852894244"
"Some worries","2010","Couple + C. LE and GT 16","(2b) intermediate general qualification","35","0.375568549256965","0.280175334116172","0.470961764397758"
"Some worries","2010","Couple + C. LE and GT 16","(2a) intermediate vocational","157","0.511104678784925","0.457655465018948","0.564553892550901"
"Some worries","2010","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","36","0.238917337113765","0.15773998041233","0.320094693815201"
"Some worries","2010","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","60","0.535563334291675","0.447781244429787","0.623345424153563"
"Some worries","2010","Couple + C. LE and GT 16","(3a) lower tertiary education","19","","",""
"Some worries","2010","Couple + C. LE and GT 16","(3b) higher tertiary education","52","0.389158041635369","0.312402511263582","0.465913572007157"
"No worries","2010","1-pers.-HH","(0) in school","","","",""
"No worries","2010","1-pers.-HH","(1a) inadequately completed","10","","",""
"No worries","2010","1-pers.-HH","(1b) general elementary school","96","0.284990406207262","0.236360307749971","0.333620504664553"
"No worries","2010","1-pers.-HH","(1c) basic vocational qualification","220","0.274448605689671","0.243232561450311","0.305664649929031"
"No worries","2010","1-pers.-HH","(2b) intermediate general qualification","20","","",""
"No worries","2010","1-pers.-HH","(2a) intermediate vocational","175","0.293241714460587","0.256569632471029","0.329913796450145"
"No worries","2010","1-pers.-HH","(2c_gen) general maturity certificate","85","0.617185180050238","0.533948536574212","0.700421823526265"
"No worries","2010","1-pers.-HH","(2c_voc) vocational maturity certificate","78","0.455882027441104","0.382091292172814","0.529672762709394"
"No worries","2010","1-pers.-HH","(3a) lower tertiary education","113","0.519142072136233","0.456706507889867","0.581577636382598"
"No worries","2010","1-pers.-HH","(3b) higher tertiary education","194","0.600693471516737","0.549088718600594","0.65229822443288"
"No worries","2010","(Married) couple without C. ","(0) in school","3","","",""
"No worries","2010","(Married) couple without C. ","(1a) inadequately completed","22","","",""
"No worries","2010","(Married) couple without C. ","(1b) general elementary school","104","0.24779188059152","0.20564085827909","0.28994290290395"
"No worries","2010","(Married) couple without C. ","(1c) basic vocational qualification","490","0.251050740808721","0.232178604396144","0.269922877221297"
"No worries","2010","(Married) couple without C. ","(2b) intermediate general qualification","22","","",""
"No worries","2010","(Married) couple without C. ","(2a) intermediate vocational","392","0.234421927783655","0.212518425296457","0.256325430270852"
"No worries","2010","(Married) couple without C. ","(2c_gen) general maturity certificate","76","0.558982980373698","0.472630821850335","0.645335138897061"
"No worries","2010","(Married) couple without C. ","(2c_voc) vocational maturity certificate","171","0.437299465267301","0.3898021331243","0.484796797410301"
"No worries","2010","(Married) couple without C. ","(3a) lower tertiary education","281","0.450879246498708","0.413452915378304","0.488305577619113"
"No worries","2010","(Married) couple without C. ","(3b) higher tertiary education","555","0.540189199522894","0.509543907123638","0.570834491922151"
"No worries","2010","Single parent ","(0) in school","44","0.420916094084531","0.317764660453497","0.524067527715565"
"No worries","2010","Single parent ","(1a) inadequately completed","12","","",""
"No worries","2010","Single parent ","(1b) general elementary school","53","0.221908502502913","0.167247963494348","0.276569041511478"
"No worries","2010","Single parent ","(1c) basic vocational qualification","82","0.257540960162993","0.213223823289082","0.301858097036903"
"No worries","2010","Single parent ","(2b) intermediate general qualification","58","0.383256043346529","0.305452492388517","0.461059594304541"
"No worries","2010","Single parent ","(2a) intermediate vocational","206","0.29096491542453","0.257123445470396","0.324806385378664"
"No worries","2010","Single parent ","(2c_gen) general maturity certificate","44","0.540355321591843","0.434408126653432","0.646302516530254"
"No worries","2010","Single parent ","(2c_voc) vocational maturity certificate","85","0.37283507184195","0.308198528577211","0.437471615106689"
"No worries","2010","Single parent ","(3a) lower tertiary education","70","0.403960529231764","0.321187626945795","0.486733431517732"
"No worries","2010","Single parent ","(3b) higher tertiary education","133","0.656987817787863","0.59184501535726","0.722130620218466"
"No worries","2010","Couple + C. LE 16 ","(0) in school","2","","",""
"No worries","2010","Couple + C. LE 16 ","(1a) inadequately completed","49","0.246872373436004","0.180677428620406","0.313067318251601"
"No worries","2010","Couple + C. LE 16 ","(1b) general elementary school","168","0.318221568921951","0.277836197996137","0.358606939847765"
"No worries","2010","Couple + C. LE 16 ","(1c) basic vocational qualification","360","0.307796453604585","0.28339006957781","0.33220283763136"
"No worries","2010","Couple + C. LE 16 ","(2b) intermediate general qualification","35","0.189726898082546","0.123830936302448","0.255622859862645"
"No worries","2010","Couple + C. LE 16 ","(2a) intermediate vocational","751","0.296852495359385","0.27834528522336","0.31535970549541"
"No worries","2010","Couple + C. LE 16 ","(2c_gen) general maturity certificate","117","0.409224728161917","0.346493443953219","0.471956012370614"
"No worries","2010","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","449","0.489377659131564","0.458238816300538","0.520516501962589"
"No worries","2010","Couple + C. LE 16 ","(3a) lower tertiary education","336","0.593507442422979","0.553568238080055","0.633446646765904"
"No worries","2010","Couple + C. LE 16 ","(3b) higher tertiary education","904","0.654044570356855","0.628594699612229","0.67949444110148"
"No worries","2010","Couple + C. GT 16 ","(0) in school","54","0.330977117672967","0.250396254722583","0.411557980623351"
"No worries","2010","Couple + C. GT 16 ","(1a) inadequately completed","8","","",""
"No worries","2010","Couple + C. GT 16 ","(1b) general elementary school","53","0.29869900020481","0.233959910252204","0.363438090157417"
"No worries","2010","Couple + C. GT 16 ","(1c) basic vocational qualification","146","0.229823131161849","0.197022541131153","0.262623721192544"
"No worries","2010","Couple + C. GT 16 ","(2b) intermediate general qualification","54","0.400720049713899","0.315492178521971","0.485947920905826"
"No worries","2010","Couple + C. GT 16 ","(2a) intermediate vocational","209","0.294461058040218","0.259947866751197","0.328974249329238"
"No worries","2010","Couple + C. GT 16 ","(2c_gen) general maturity certificate","104","0.409393528464255","0.343969420271188","0.474817636657321"
"No worries","2010","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","85","0.427395130424878","0.357960985959562","0.496829274890195"
"No worries","2010","Couple + C. GT 16 ","(3a) lower tertiary education","75","0.384774606415252","0.318171959654875","0.451377253175629"
"No worries","2010","Couple + C. GT 16 ","(3b) higher tertiary education","142","0.443046519314867","0.389451399422154","0.49664163920758"
"No worries","2010","Couple + C. LE and GT 16","(0) in school","93","0.546780412970579","0.474457950177338","0.619102875763819"
"No worries","2010","Couple + C. LE and GT 16","(1a) inadequately completed","11","","",""
"No worries","2010","Couple + C. LE and GT 16","(1b) general elementary school","37","0.307472588875744","0.230483313137459","0.384461864614029"
"No worries","2010","Couple + C. LE and GT 16","(1c) basic vocational qualification","71","0.188879947538255","0.143908476651425","0.233851418425085"
"No worries","2010","Couple + C. LE and GT 16","(2b) intermediate general qualification","35","0.306449806420839","0.21563657739996","0.397263035441717"
"No worries","2010","Couple + C. LE and GT 16","(2a) intermediate vocational","100","0.274533431259387","0.226815152121294","0.322251710397481"
"No worries","2010","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","49","0.608301923862895","0.515377372582891","0.701226475142898"
"No worries","2010","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","50","0.373633627673665","0.288485629219993","0.458781626127338"
"No worries","2010","Couple + C. LE and GT 16","(3a) lower tertiary education","48","0.729126261632254","0.63112777554871","0.827124747715799"
"No worries","2010","Couple + C. LE and GT 16","(3b) higher tertiary education","94","0.508395489244626","0.429692538409699","0.587098440079554"
"Big worries","2011","1-pers.-HH","(0) in school","","","",""
"Big worries","2011","1-pers.-HH","(1a) inadequately completed","12","","",""
"Big worries","2011","1-pers.-HH","(1b) general elementary school","115","0.304872498282039","0.260474394142117","0.349270602421961"
"Big worries","2011","1-pers.-HH","(1c) basic vocational qualification","290","0.28537804187412","0.257060909936459","0.313695173811781"
"Big worries","2011","1-pers.-HH","(2b) intermediate general qualification","16","","",""
"Big worries","2011","1-pers.-HH","(2a) intermediate vocational","212","0.298340883930851","0.265375988440533","0.33130577942117"
"Big worries","2011","1-pers.-HH","(2c_gen) general maturity certificate","19","","",""
"Big worries","2011","1-pers.-HH","(2c_voc) vocational maturity certificate","43","0.156831279753012","0.112198741347419","0.201463818158606"
"Big worries","2011","1-pers.-HH","(3a) lower tertiary education","48","0.147623574672842","0.107348761679559","0.187898387666125"
"Big worries","2011","1-pers.-HH","(3b) higher tertiary education","57","0.112616272228496","0.0832118324168435","0.142020712040149"
"Big worries","2011","(Married) couple without C. ","(0) in school","","","",""
"Big worries","2011","(Married) couple without C. ","(1a) inadequately completed","18","","",""
"Big worries","2011","(Married) couple without C. ","(1b) general elementary school","167","0.2846515056618","0.24814715591307","0.321155855410529"
"Big worries","2011","(Married) couple without C. ","(1c) basic vocational qualification","817","0.309512614198867","0.291904771414361","0.327120456983373"
"Big worries","2011","(Married) couple without C. ","(2b) intermediate general qualification","28","","",""
"Big worries","2011","(Married) couple without C. ","(2a) intermediate vocational","549","0.309493759863677","0.28837682165486","0.330610698072493"
"Big worries","2011","(Married) couple without C. ","(2c_gen) general maturity certificate","21","","",""
"Big worries","2011","(Married) couple without C. ","(2c_voc) vocational maturity certificate","91","0.167324048635442","0.135364573329391","0.199283523941494"
"Big worries","2011","(Married) couple without C. ","(3a) lower tertiary education","158","0.186036575764771","0.158675120314957","0.213398031214585"
"Big worries","2011","(Married) couple without C. ","(3b) higher tertiary education","149","0.110083695853578","0.0926767180410899","0.127490673666065"
"Big worries","2011","Single parent ","(0) in school","6","","",""
"Big worries","2011","Single parent ","(1a) inadequately completed","3","","",""
"Big worries","2011","Single parent ","(1b) general elementary school","39","0.28857169015192","0.214047656733605","0.363095723570235"
"Big worries","2011","Single parent ","(1c) basic vocational qualification","56","0.300828482558133","0.240499924625896","0.36115704049037"
"Big worries","2011","Single parent ","(2b) intermediate general qualification","20","","",""
"Big worries","2011","Single parent ","(2a) intermediate vocational","77","0.293263287967482","0.237925844336958","0.348600731598006"
"Big worries","2011","Single parent ","(2c_gen) general maturity certificate","12","","",""
"Big worries","2011","Single parent ","(2c_voc) vocational maturity certificate","11","","",""
"Big worries","2011","Single parent ","(3a) lower tertiary education","8","","",""
"Big worries","2011","Single parent ","(3b) higher tertiary education","14","","",""
"Big worries","2011","Couple + C. LE 16 ","(0) in school","","","",""
"Big worries","2011","Couple + C. LE 16 ","(1a) inadequately completed","6","","",""
"Big worries","2011","Couple + C. LE 16 ","(1b) general elementary school","31","0.262318818709242","0.183938958954053","0.340698678464431"
"Big worries","2011","Couple + C. LE 16 ","(1c) basic vocational qualification","159","0.23751986700717","0.202460496642795","0.272579237371545"
"Big worries","2011","Couple + C. LE 16 ","(2b) intermediate general qualification","17","","",""
"Big worries","2011","Couple + C. LE 16 ","(2a) intermediate vocational","280","0.306862365469639","0.278587262360119","0.335137468579159"
"Big worries","2011","Couple + C. LE 16 ","(2c_gen) general maturity certificate","17","","",""
"Big worries","2011","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","51","0.12333727793512","0.0901447090387323","0.156529846831507"
"Big worries","2011","Couple + C. LE 16 ","(3a) lower tertiary education","31","0.10581311400768","0.0703494939419932","0.141276734073368"
"Big worries","2011","Couple + C. LE 16 ","(3b) higher tertiary education","39","0.073965700566866","0.0515999260148769","0.0963314751188551"
"Big worries","2011","Couple + C. GT 16 ","(0) in school","21","","",""
"Big worries","2011","Couple + C. GT 16 ","(1a) inadequately completed","5","","",""
"Big worries","2011","Couple + C. GT 16 ","(1b) general elementary school","69","0.351864417057602","0.286008771103792","0.417720063011411"
"Big worries","2011","Couple + C. GT 16 ","(1c) basic vocational qualification","211","0.312199536853077","0.2774725262741","0.346926547432054"
"Big worries","2011","Couple + C. GT 16 ","(2b) intermediate general qualification","36","0.194266326129376","0.127279374846494","0.261253277412259"
"Big worries","2011","Couple + C. GT 16 ","(2a) intermediate vocational","207","0.297492137674265","0.264397361786753","0.330586913561778"
"Big worries","2011","Couple + C. GT 16 ","(2c_gen) general maturity certificate","44","0.192305265031549","0.146142874724851","0.238467655338246"
"Big worries","2011","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","51","0.222361990272484","0.168267357267586","0.276456623277383"
"Big worries","2011","Couple + C. GT 16 ","(3a) lower tertiary education","37","0.199732241569852","0.145530068812448","0.253934414327257"
"Big worries","2011","Couple + C. GT 16 ","(3b) higher tertiary education","45","0.092836178728063","0.0632263158096186","0.122446041646507"
"Big worries","2011","Couple + C. LE and GT 16","(0) in school","15","","",""
"Big worries","2011","Couple + C. LE and GT 16","(1a) inadequately completed","4","","",""
"Big worries","2011","Couple + C. LE and GT 16","(1b) general elementary school","19","","",""
"Big worries","2011","Couple + C. LE and GT 16","(1c) basic vocational qualification","57","0.23892197392965","0.181922414390459","0.29592153346884"
"Big worries","2011","Couple + C. LE and GT 16","(2b) intermediate general qualification","17","","",""
"Big worries","2011","Couple + C. LE and GT 16","(2a) intermediate vocational","56","0.173698622603764","0.128592980333207","0.21880426487432"
"Big worries","2011","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","12","","",""
"Big worries","2011","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","15","","",""
"Big worries","2011","Couple + C. LE and GT 16","(3a) lower tertiary education","10","","",""
"Big worries","2011","Couple + C. LE and GT 16","(3b) higher tertiary education","9","","",""
"Some worries","2011","1-pers.-HH","(0) in school","3","","",""
"Some worries","2011","1-pers.-HH","(1a) inadequately completed","15","","",""
"Some worries","2011","1-pers.-HH","(1b) general elementary school","174","0.407166271217465","0.35978295910153","0.4545495833334"
"Some worries","2011","1-pers.-HH","(1c) basic vocational qualification","435","0.465542703379376","0.43426484012798","0.496820566630773"
"Some worries","2011","1-pers.-HH","(2b) intermediate general qualification","31","0.51784333940065","0.397292731190758","0.638393947610541"
"Some worries","2011","1-pers.-HH","(2a) intermediate vocational","320","0.425319535884061","0.389698781425364","0.460940290342758"
"Some worries","2011","1-pers.-HH","(2c_gen) general maturity certificate","57","0.355739298876875","0.282469852533449","0.4290087452203"
"Some worries","2011","1-pers.-HH","(2c_voc) vocational maturity certificate","112","0.424542397576613","0.363876419910544","0.485208375242681"
"Some worries","2011","1-pers.-HH","(3a) lower tertiary education","115","0.354915176239329","0.300588810070718","0.40924154240794"
"Some worries","2011","1-pers.-HH","(3b) higher tertiary education","150","0.331590063467848","0.287799673915277","0.375380453020419"
"Some worries","2011","(Married) couple without C. ","(0) in school","","","",""
"Some worries","2011","(Married) couple without C. ","(1a) inadequately completed","33","0.359620794133208","0.256380305038004","0.462861283228413"
"Some worries","2011","(Married) couple without C. ","(1b) general elementary school","286","0.495799996525345","0.455353237996189","0.536246755054502"
"Some worries","2011","(Married) couple without C. ","(1c) basic vocational qualification","1286","0.48591831700077","0.466881830253227","0.504954803748312"
"Some worries","2011","(Married) couple without C. ","(2b) intermediate general qualification","43","0.414036474541631","0.319372221150909","0.508700727932353"
"Some worries","2011","(Married) couple without C. ","(2a) intermediate vocational","838","0.453392068138544","0.430651771763909","0.47613236451318"
"Some worries","2011","(Married) couple without C. ","(2c_gen) general maturity certificate","51","0.353087025682112","0.276857463085565","0.429316588278658"
"Some worries","2011","(Married) couple without C. ","(2c_voc) vocational maturity certificate","214","0.417679058843624","0.375452566948887","0.459905550738361"
"Some worries","2011","(Married) couple without C. ","(3a) lower tertiary education","310","0.362552597723799","0.328750374140208","0.39635482130739"
"Some worries","2011","(Married) couple without C. ","(3b) higher tertiary education","444","0.334891158929063","0.308643806981187","0.361138510876939"
"Some worries","2011","Single parent ","(0) in school","25","","",""
"Some worries","2011","Single parent ","(1a) inadequately completed","6","","",""
"Some worries","2011","Single parent ","(1b) general elementary school","60","0.345820975887479","0.26759015414427","0.424051797630687"
"Some worries","2011","Single parent ","(1c) basic vocational qualification","105","0.436004083553538","0.370772959547071","0.501235207560006"
"Some worries","2011","Single parent ","(2b) intermediate general qualification","39","0.472477801091607","0.362388371974865","0.582567230208349"
"Some worries","2011","Single parent ","(2a) intermediate vocational","95","0.36778670363646","0.309174069187077","0.426399338085844"
"Some worries","2011","Single parent ","(2c_gen) general maturity certificate","22","","",""
"Some worries","2011","Single parent ","(2c_voc) vocational maturity certificate","40","0.57058595901264","0.457036434077025","0.684135483948256"
"Some worries","2011","Single parent ","(3a) lower tertiary education","20","","",""
"Some worries","2011","Single parent ","(3b) higher tertiary education","37","0.287029745429814","0.20398831454285","0.370071176316778"
"Some worries","2011","Couple + C. LE 16 ","(0) in school","","","",""
"Some worries","2011","Couple + C. LE 16 ","(1a) inadequately completed","8","","",""
"Some worries","2011","Couple + C. LE 16 ","(1b) general elementary school","54","0.4042760676935","0.316834699170729","0.491717436216271"
"Some worries","2011","Couple + C. LE 16 ","(1c) basic vocational qualification","278","0.530289635235917","0.489173572830124","0.571405697641711"
"Some worries","2011","Couple + C. LE 16 ","(2b) intermediate general qualification","20","","",""
"Some worries","2011","Couple + C. LE 16 ","(2a) intermediate vocational","450","0.41041313679685","0.380254815131805","0.440571458461894"
"Some worries","2011","Couple + C. LE 16 ","(2c_gen) general maturity certificate","20","","",""
"Some worries","2011","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","163","0.408131792687096","0.358519404244025","0.457744181130167"
"Some worries","2011","Couple + C. LE 16 ","(3a) lower tertiary education","103","0.36509605178413","0.309587901971078","0.420604201597181"
"Some worries","2011","Couple + C. LE 16 ","(3b) higher tertiary education","185","0.335888868113232","0.295526800612594","0.37625093561387"
"Some worries","2011","Couple + C. GT 16 ","(0) in school","55","0.381607722558669","0.302810253331611","0.460405191785727"
"Some worries","2011","Couple + C. GT 16 ","(1a) inadequately completed","14","","",""
"Some worries","2011","Couple + C. GT 16 ","(1b) general elementary school","86","0.401394995440665","0.333797819151119","0.468992171730211"
"Some worries","2011","Couple + C. GT 16 ","(1c) basic vocational qualification","320","0.498109599646943","0.460639319468985","0.535579879824902"
"Some worries","2011","Couple + C. GT 16 ","(2b) intermediate general qualification","46","0.429868905526307","0.346048246415258","0.513689564637355"
"Some worries","2011","Couple + C. GT 16 ","(2a) intermediate vocational","335","0.442916292884361","0.406956501768711","0.478876084000012"
"Some worries","2011","Couple + C. GT 16 ","(2c_gen) general maturity certificate","108","0.382951507905318","0.326013716766534","0.439889299044102"
"Some worries","2011","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","89","0.414878701495542","0.350784508182719","0.478972894808365"
"Some worries","2011","Couple + C. GT 16 ","(3a) lower tertiary education","96","0.382057708654615","0.316183806440463","0.447931610868767"
"Some worries","2011","Couple + C. GT 16 ","(3b) higher tertiary education","146","0.412499516237229","0.362270954337376","0.462728078137083"
"Some worries","2011","Couple + C. LE and GT 16","(0) in school","38","0.261411115592888","0.176962053557563","0.345860177628213"
"Some worries","2011","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"Some worries","2011","Couple + C. LE and GT 16","(1b) general elementary school","48","0.48512954235037","0.388611761835277","0.581647322865462"
"Some worries","2011","Couple + C. LE and GT 16","(1c) basic vocational qualification","101","0.508779881690502","0.441955969341842","0.575603794039162"
"Some worries","2011","Couple + C. LE and GT 16","(2b) intermediate general qualification","40","0.624700667925054","0.515841207896455","0.733560127953652"
"Some worries","2011","Couple + C. LE and GT 16","(2a) intermediate vocational","135","0.50187045661829","0.442341206608753","0.561399706627826"
"Some worries","2011","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","37","0.271374445066918","0.187119989639107","0.355628900494729"
"Some worries","2011","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","36","0.610661394906778","0.505124300842057","0.716198488971499"
"Some worries","2011","Couple + C. LE and GT 16","(3a) lower tertiary education","33","0.383751701153671","0.284381263881586","0.483122138425755"
"Some worries","2011","Couple + C. LE and GT 16","(3b) higher tertiary education","34","0.436586624760382","0.341267463758323","0.531905785762441"
"No worries","2011","1-pers.-HH","(0) in school","3","","",""
"No worries","2011","1-pers.-HH","(1a) inadequately completed","25","","",""
"No worries","2011","1-pers.-HH","(1b) general elementary school","124","0.287961230500496","0.244290355258626","0.331632105742365"
"No worries","2011","1-pers.-HH","(1c) basic vocational qualification","252","0.249079254746504","0.22196069383959","0.276197815653418"
"No worries","2011","1-pers.-HH","(2b) intermediate general qualification","19","","",""
"No worries","2011","1-pers.-HH","(2a) intermediate vocational","208","0.276339580185088","0.244119902780381","0.308559257589795"
"No worries","2011","1-pers.-HH","(2c_gen) general maturity certificate","88","0.555228435612083","0.479172953460008","0.631283917764158"
"No worries","2011","1-pers.-HH","(2c_voc) vocational maturity certificate","100","0.418626322670375","0.35807565317566","0.47917699216509"
"No worries","2011","1-pers.-HH","(3a) lower tertiary education","135","0.497461249087829","0.440693148288052","0.554229349887606"
"No worries","2011","1-pers.-HH","(3b) higher tertiary education","237","0.555793664303656","0.509576236003523","0.602011092603788"
"No worries","2011","(Married) couple without C. ","(0) in school","","","",""
"No worries","2011","(Married) couple without C. ","(1a) inadequately completed","32","0.393205923622809","0.288121163552308","0.49829068369331"
"No worries","2011","(Married) couple without C. ","(1b) general elementary school","134","0.219548497812855","0.186062192254727","0.253034803370982"
"No worries","2011","(Married) couple without C. ","(1c) basic vocational qualification","545","0.204569068800363","0.189204855696522","0.219933281904204"
"No worries","2011","(Married) couple without C. ","(2b) intermediate general qualification","33","0.282040113979945","0.19555587820313","0.368524349756759"
"No worries","2011","(Married) couple without C. ","(2a) intermediate vocational","454","0.237114171997779","0.217686099012051","0.256542244983507"
"No worries","2011","(Married) couple without C. ","(2c_gen) general maturity certificate","79","0.493815851918704","0.414072148493837","0.573559555343571"
"No worries","2011","(Married) couple without C. ","(2c_voc) vocational maturity certificate","219","0.414996892520933","0.372809376372812","0.457184408669054"
"No worries","2011","(Married) couple without C. ","(3a) lower tertiary education","309","0.45141082651143","0.416420565407171","0.486401087615689"
"No worries","2011","(Married) couple without C. ","(3b) higher tertiary education","649","0.555025145217359","0.527386843238732","0.582663447195987"
"No worries","2011","Single parent ","(0) in school","19","","",""
"No worries","2011","Single parent ","(1a) inadequately completed","14","","",""
"No worries","2011","Single parent ","(1b) general elementary school","43","0.365607333960601","0.286395431299427","0.444819236621775"
"No worries","2011","Single parent ","(1c) basic vocational qualification","61","0.263167433888329","0.205241628235961","0.321093239540696"
"No worries","2011","Single parent ","(2b) intermediate general qualification","20","","",""
"No worries","2011","Single parent ","(2a) intermediate vocational","88","0.338950008396057","0.281413117074041","0.396486899718073"
