"plj0046","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1999","Employed","(Married) couple without C. ","836","0.378763883674263","0.358742806190101","0.398784961158425","1"
"Big worries","1999","Employed","1-pers.-HH","233","0.295187484110832","0.26450574170222","0.325869226519443","1"
"Big worries","1999","Employed","Couple + C. GT 16 ","624","0.378412587333148","0.355585135390423","0.401240039275874","1"
"Big worries","1999","Employed","Couple + C. LE 16 ","800","0.330559938435035","0.311672762380934","0.349447114489135","1"
"Big worries","1999","Employed","Couple + C. LE and GT 16","292","0.340176878634125","0.308099989537759","0.37225376773049","1"
"Big worries","1999","Employed","Single parent ","158","0.345242575109706","0.301794397530573","0.388690752688838","1"
"Big worries","1999","Not Employed","(Married) couple without C. ","769","0.439147491353443","0.416719869254055","0.461575113452831","1"
"Big worries","1999","Not Employed","1-pers.-HH","317","0.398383034001161","0.365097307982802","0.431668760019521","1"
"Big worries","1999","Not Employed","Couple + C. GT 16 ","218","0.305793391922638","0.273165266279491","0.338421517565785","1"
"Big worries","1999","Not Employed","Couple + C. LE 16 ","176","0.276493383996844","0.24194968961495","0.311037078378739","1"
"Big worries","1999","Not Employed","Couple + C. LE and GT 16","76","0.22947340363324","0.18354512688485","0.275401680381631","1"
"Big worries","1999","Not Employed","Single parent ","87","0.380003024904219","0.320192702618664","0.439813347189773","1"
"No worries","1999","Not Employed","1-pers.-HH","140","0.152919227768528","0.12844882942234","0.177389626114717","3"
"No worries","1999","Not Employed","Couple + C. LE and GT 16","91","0.300844388520926","0.250751273767692","0.35093750327416","3"
"No worries","1999","Not Employed","Couple + C. GT 16 ","203","0.245053313553774","0.214593857914887","0.275512769192662","3"
"No worries","1999","Employed","Couple + C. LE 16 ","451","0.188093236923372","0.172403135912125","0.203783337934618","3"
"No worries","1999","Employed","(Married) couple without C. ","417","0.18643199386171","0.170357697513","0.202506290210419","3"
"No worries","1999","Employed","1-pers.-HH","210","0.264469261764783","0.234801672292599","0.294136851236967","3"
"No worries","1999","Employed","Couple + C. LE and GT 16","149","0.203868988100564","0.176592155647035","0.231145820554093","3"
"No worries","1999","Employed","Single parent ","84","0.181646078552935","0.146412823118298","0.216879333987572","3"
"No worries","1999","Not Employed","Couple + C. LE 16 ","159","0.239732470269337","0.206759975435099","0.272704965103574","3"
"No worries","1999","Not Employed","Single parent ","52","0.18794403860789","0.139805257749096","0.236082819466685","3"
"No worries","1999","Employed","Couple + C. GT 16 ","325","0.174005111382566","0.15616106977265","0.191849152992481","3"
"No worries","1999","Not Employed","(Married) couple without C. ","235","0.107967231824568","0.0939426448327047","0.121991818816432","3"
"Some worries","1999","Not Employed","Couple + C. LE and GT 16","155","0.469682207845834","0.415170434738555","0.524193980953113","2"
"Some worries","1999","Employed","(Married) couple without C. ","1002","0.434804122464027","0.414343391863734","0.455264853064321","2"
"Some worries","1999","Not Employed","1-pers.-HH","374","0.44869773823031","0.414881958460615","0.482513518000006","2"
"Some worries","1999","Employed","Couple + C. LE and GT 16","397","0.455954133265311","0.422232824809651","0.489675441720972","2"
"Some worries","1999","Employed","Couple + C. LE 16 ","1132","0.481346824641594","0.461285775304141","0.501407873979046","2"
"Some worries","1999","Not Employed","Single parent ","114","0.432052936487891","0.371013538698322","0.49309233427746","2"
"Some worries","1999","Not Employed","Couple + C. GT 16 ","345","0.449153294523588","0.413928669456439","0.484377919590736","2"
