"plj0046","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Some worries","2008","secondary school degree","Male","1049","0.427951902444219","0.408347894951359","0.44755590993708"
"Big worries","2009","college entrance qualification","Female","248","0.0952626759092894","0.0834382549155289","0.10708709690305"
"Big worries","2009","college entrance qualification","Male","268","0.116451810536662","0.103930496398509","0.128973124674815"
"Big worries","2009","lower secondary degree","Female","859","0.301244822473216","0.284857234791638","0.317632410154795"
"Big worries","2009","lower secondary degree","Male","865","0.306083084354654","0.289344227037557","0.322821941671751"
"Big worries","2009","no degree/no degree yet","Female","31","0.105608907689533","0.0665631710681822","0.144654644310884"
"Big worries","2009","no degree/no degree yet","Male","41","0.164488535579649","0.118162561349466","0.210814509809832"
"Big worries","2009","Other degree","Female","62","0.1316392710098","0.0998671444287288","0.163411397590871"
"Big worries","2009","Other degree","Male","56","0.156059419941966","0.119081016347883","0.193037823536048"
"Big worries","2009","secondary school degree","Female","696","0.23181847849609","0.216994509969223","0.246642447022958"
"Big worries","2009","secondary school degree","Male","618","0.273290596540075","0.255050010057573","0.291531183022576"
"No worries","2009","college entrance qualification","Female","1236","0.523798734709798","0.503683053841242","0.543914415578354"
"No worries","2009","college entrance qualification","Male","1357","0.538741496109854","0.519282336728789","0.558200655490919"
"No worries","2009","lower secondary degree","Female","679","0.221170968622677","0.206346544241006","0.235995393004349"
"No worries","2009","lower secondary degree","Male","717","0.244539455014082","0.228928381477149","0.260150528551016"
"No worries","2009","no degree/no degree yet","Female","118","0.49122400993922","0.427710997850446","0.554737022027995"
"No worries","2009","no degree/no degree yet","Male","111","0.465834782329909","0.403499447510642","0.528170117149175"
"No worries","2009","Other degree","Female","182","0.45425143579994","0.407461988211809","0.50104088338807"
"No worries","2009","Other degree","Male","165","0.434657363029389","0.384147450132559","0.485167275926219"
"No worries","2009","secondary school degree","Female","864","0.252405924560903","0.237146392062191","0.267665457059616"
"No worries","2009","secondary school degree","Male","707","0.304907348454972","0.28606429162727","0.323750405282674"
"Some worries","2009","college entrance qualification","Female","884","0.380938589380913","0.361379366611086","0.40049781215074"
"Some worries","2009","college entrance qualification","Male","896","0.344806693353485","0.32625283494174","0.363360551765229"
"Some worries","2009","lower secondary degree","Female","1473","0.477584208904106","0.459742935827734","0.495425481980479"
"Some worries","2009","lower secondary degree","Male","1330","0.449377460631264","0.43131050237686","0.467444418885668"
"Some worries","2009","no degree/no degree yet","Female","89","0.403167082371247","0.340846926707703","0.46548723803479"
"Some worries","2009","no degree/no degree yet","Male","94","0.369676682090442","0.309355026447928","0.429998337732956"
"Some worries","2009","Other degree","Female","191","0.41410929319026","0.367821203730471","0.46039738265005"
"Some worries","2009","Other degree","Male","149","0.409283217028646","0.359181933491618","0.459384500565674"
"Some worries","2009","secondary school degree","Female","1553","0.515775596943006","0.498220134984239","0.533331058901774"
"Some worries","2009","secondary school degree","Male","968","0.421802055004953","0.40158868707704","0.442015422932866"
"Big worries","2010","college entrance qualification","Female","381","0.100960776661365","0.091006628084389","0.110914925238342"
"Big worries","2010","college entrance qualification","Male","365","0.132903693919602","0.121259519767419","0.144547868071785"
"Big worries","2010","lower secondary degree","Female","1008","0.288834752110884","0.273791833590307","0.303877670631462"
"Big worries","2010","lower secondary degree","Male","1032","0.300425189082555","0.28488700686646","0.31596337129865"
"Big worries","2010","no degree/no degree yet","Female","83","0.171065183571633","0.133740106195452","0.208390260947813"
"Big worries","2010","no degree/no degree yet","Male","69","0.162933924455283","0.125505812521173","0.200362036389392"
"Big worries","2010","Other degree","Female","127","0.193835623428086","0.167338810900047","0.220332435956125"
"Big worries","2010","Other degree","Male","118","0.163423075000495","0.136282880493835","0.190563269507154"
"Big worries","2010","secondary school degree","Female","1062","0.246362400546065","0.233757431582177","0.258967369509953"
"Big worries","2010","secondary school degree","Male","766","0.258712253385834","0.242890490559915","0.274534016211754"
"No worries","2010","college entrance qualification","Female","1837","0.537199953044783","0.520725798424543","0.553674107665023"
"No worries","2010","college entrance qualification","Male","1839","0.5374602529035","0.520357965377053","0.554562540429947"
"No worries","2010","lower secondary degree","Female","810","0.236862938398886","0.222751478485813","0.250974398311959"
"No worries","2010","lower secondary degree","Male","864","0.264253853464323","0.249309070262935","0.279198636665712"
"No worries","2010","no degree/no degree yet","Female","159","0.388063345116385","0.339761440287529","0.43636524994524"
"No worries","2010","no degree/no degree yet","Male","160","0.389616149299829","0.340192787594259","0.4390395110054"
"No worries","2010","Other degree","Female","378","0.443274411655362","0.409976119753207","0.476572703557516"
"No worries","2010","Other degree","Male","298","0.371614842191973","0.336144709671717","0.40708497471223"
"No worries","2010","secondary school degree","Female","1391","0.279097034999733","0.265975359132619","0.292218710866847"
"No worries","2010","secondary school degree","Male","963","0.315538310336013","0.298748198832757","0.33232842183927"
"Some worries","2010","college entrance qualification","Female","1301","0.361839270293852","0.345962529851034","0.377716010736669"
"Some worries","2010","college entrance qualification","Male","1061","0.329636053176898","0.313511816077653","0.345760290276144"
"Some worries","2010","lower secondary degree","Female","1669","0.47430230949023","0.457728674438027","0.490875944542433"
"Some worries","2010","lower secondary degree","Male","1448","0.435320957453122","0.418516651528853","0.45212526337739"
"Some worries","2010","no degree/no degree yet","Female","149","0.440871471311983","0.391659412237498","0.490083530386468"
"Some worries","2010","no degree/no degree yet","Male","145","0.447449926244888","0.397056912626454","0.497842939863322"
"Some worries","2010","Other degree","Female","350","0.362889964916552","0.330660007192032","0.395119922641073"
"Some worries","2010","Other degree","Male","297","0.464962082807532","0.428351691104904","0.501572474510159"
"Some worries","2010","secondary school degree","Female","2036","0.474540564454202","0.459932941279847","0.489148187628558"
"Some worries","2010","secondary school degree","Male","1214","0.425749436278152","0.407885353772383","0.443613518783922"
"Big worries","2011","college entrance qualification","Female","353","0.117083924179897","0.105091051177253","0.12907679718254"
"Big worries","2011","college entrance qualification","Male","381","0.128787642768248","0.116515726402825","0.141059559133672"
"Big worries","2011","lower secondary degree","Female","999","0.303130081201226","0.287630903935288","0.318629258467165"
"Big worries","2011","lower secondary degree","Male","1010","0.315460091651203","0.299431857905865","0.331488325396541"
"Big worries","2011","no degree/no degree yet","Female","47","0.148996490880393","0.107655645189254","0.190337336571532"
"Big worries","2011","no degree/no degree yet","Male","47","0.227727611536982","0.177331112001898","0.278124111072066"
"Big worries","2011","Other degree","Female","89","0.13278082093592","0.106198491489208","0.159363150382631"
"Big worries","2011","Other degree","Male","93","0.211783440143539","0.175346382275716","0.248220498011363"
"Big worries","2011","secondary school degree","Female","897","0.266334503665566","0.251762604881917","0.280906402449216"
"Big worries","2011","secondary school degree","Male","776","0.305415882385967","0.287705140622346","0.323126624149589"
"No worries","2011","college entrance qualification","Female","1336","0.507021245227131","0.488372824093265","0.525669666360996"
"No worries","2011","college entrance qualification","Male","1490","0.522693547502944","0.504394204464596","0.540992890541293"
"No worries","2011","lower secondary degree","Female","749","0.213825842009862","0.199999485657368","0.227652198362356"
"No worries","2011","lower secondary degree","Male","740","0.224754871515575","0.210357336337658","0.239152406693493"
"No worries","2011","no degree/no degree yet","Female","133","0.488258928561139","0.430225811897044","0.546292045225234"
"No worries","2011","no degree/no degree yet","Male","115","0.463510308364125","0.403583981038576","0.523436635689674"
"No worries","2011","Other degree","Female","251","0.416314988990099","0.377699528465661","0.454930449514536"
"No worries","2011","Other degree","Male","186","0.344698316726786","0.302313066763378","0.387083566690193"
"No worries","2011","secondary school degree","Female","977","0.272852234697511","0.258168772266904","0.287535697128117"
"No worries","2011","secondary school degree","Male","763","0.283836684204643","0.266499889133594","0.301173479275691"
"Some worries","2011","college entrance qualification","Female","1072","0.375894830592973","0.357828208754417","0.393961452431528"
"Some worries","2011","college entrance qualification","Male","991","0.348518809728807","0.331061499569739","0.365976119887876"
"Some worries","2011","lower secondary degree","Female","1630","0.483044076788912","0.466192582915792","0.499895570662032"
"Some worries","2011","lower secondary degree","Male","1479","0.459785036833222","0.442595079847351","0.476974993819092"
"Some worries","2011","no degree/no degree yet","Female","105","0.362744580558468","0.306925472035676","0.41856368908126"
"Some worries","2011","no degree/no degree yet","Male","104","0.308762080098893","0.253244180257091","0.364279979940695"
"Some worries","2011","Other degree","Female","286","0.450904190073982","0.411925510344263","0.4898828698037"
"Some worries","2011","Other degree","Male","204","0.443518243129675","0.399212937631094","0.487823548628257"
"Some worries","2011","secondary school degree","Female","1661","0.460813261636923","0.444381449258005","0.477245074015841"
"Some worries","2011","secondary school degree","Male","1059","0.41074743340939","0.391829805099853","0.429665061718928"
"Big worries","2012","college entrance qualification","Female","251","0.0886465356849353","0.0781541351362345","0.0991389362336361"
"Big worries","2012","college entrance qualification","Male","277","0.0992250069195907","0.0882547718271979","0.110195242011984"
"Big worries","2012","lower secondary degree","Female","818","0.252965068063191","0.238137829046826","0.267792307079557"
"Big worries","2012","lower secondary degree","Male","819","0.259957721738192","0.244727548893159","0.275187894583226"
"Big worries","2012","no degree/no degree yet","Female","42","0.135842064544751","0.0963406300303805","0.175343499059121"
"Big worries","2012","no degree/no degree yet","Male","52","0.227216871077795","0.175785618148133","0.278648124007457"
"Big worries","2012","Other degree","Female","87","0.129062914498837","0.103406834728191","0.154718994269482"
"Big worries","2012","Other degree","Male","77","0.138417184726808","0.10829781206527","0.168536557388346"
"Big worries","2012","secondary school degree","Female","680","0.215433674817745","0.201788040020432","0.229079309615058"
"Big worries","2012","secondary school degree","Male","569","0.221629690181077","0.205568669568096","0.237690710794058"
"No worries","2012","college entrance qualification","Female","1676","0.603679727026477","0.585623500566","0.621735953486953"
"No worries","2012","college entrance qualification","Male","1735","0.605464626443927","0.587530320815835","0.623398932072018"
"No worries","2012","lower secondary degree","Female","852","0.248674018145915","0.233930912884523","0.263417123407306"
"No worries","2012","lower secondary degree","Male","921","0.291525768922602","0.275745089068204","0.307306448777"
"No worries","2012","no degree/no degree yet","Female","143","0.501815051557408","0.444169431832727","0.559460671282089"
"No worries","2012","no degree/no degree yet","Male","118","0.444734253212562","0.383741430527625","0.505727075897499"
"No worries","2012","Other degree","Female","283","0.405709819859973","0.368134454837025","0.443285184882921"
"No worries","2012","Other degree","Male","233","0.450109595198401","0.406718600272667","0.493500590124136"
"No worries","2012","secondary school degree","Female","1200","0.345114326579746","0.329335076603483","0.360893576556008"
"No worries","2012","secondary school degree","Male","956","0.372402349670156","0.353707890755634","0.391096808584677"
"Some worries","2012","college entrance qualification","Female","892","0.307673737288588","0.29063642163386","0.324711052943316"
"Some worries","2012","college entrance qualification","Male","841","0.295310366636483","0.2785711360107","0.312049597262265"
"Some worries","2012","lower secondary degree","Female","1632","0.498360913790894","0.481306875752499","0.515414951829289"
"Some worries","2012","lower secondary degree","Male","1446","0.448516509339206","0.431246972905205","0.465786045773206"
"Some worries","2012","no degree/no degree yet","Female","104","0.362342883897842","0.306924654854352","0.417761112941331"
"Some worries","2012","no degree/no degree yet","Male","85","0.328048875709643","0.270423188163052","0.385674563256234"
"Some worries","2012","Other degree","Female","286","0.46522726564119","0.427058037358668","0.503396493923712"
"Some worries","2012","Other degree","Male","195","0.411473220074791","0.36855355697101","0.454392883178572"
"Some worries","2012","secondary school degree","Female","1607","0.439451998602509","0.42297856068506","0.455925436519957"
"Some worries","2012","secondary school degree","Male","1044","0.405967960148767","0.386978314816282","0.424957605481252"
"Big worries","2013","college entrance qualification","Female","280","0.108964806176124","0.0971368808823344","0.120792731469913"
"Big worries","2013","college entrance qualification","Male","310","0.104878956711651","0.093366476865891","0.116391436557412"
"Big worries","2013","lower secondary degree","Female","845","0.28735578475733","0.27113277281958","0.303578796695079"
"Big worries","2013","lower secondary degree","Male","849","0.298551906133364","0.281721421763461","0.315382390503266"
"Big worries","2013","no degree/no degree yet","Female","41","0.130236837110174","0.0888465291253241","0.171627145095023"
"Big worries","2013","no degree/no degree yet","Male","56","0.254048264541369","0.198031556977297","0.310064972105441"
"Big worries","2013","Other degree","Female","104","0.192784939991077","0.160597134766341","0.224972745215813"
"Big worries","2013","Other degree","Male","71","0.172799713757193","0.137188974436791","0.208410453077595"
"Big worries","2013","secondary school degree","Female","775","0.2459590316236","0.231193947503445","0.260724115743756"
"Big worries","2013","secondary school degree","Male","599","0.270456477898096","0.252535306794515","0.288377649001677"
"No worries","2013","college entrance qualification","Female","1484","0.548049001060989","0.529157198893719","0.56694080322826"
"No worries","2013","college entrance qualification","Male","1504","0.559310495452605","0.54065629418023","0.57796469672498"
"No worries","2013","lower secondary degree","Female","664","0.216402561319207","0.201639961888279","0.231165160750135"
"No worries","2013","lower secondary degree","Male","730","0.254296297370097","0.238280738833378","0.270311855906816"
"No worries","2013","no degree/no degree yet","Female","127","0.52400473160069","0.462586097365739","0.585423365835642"
"No worries","2013","no degree/no degree yet","Male","101","0.410978045330498","0.34766704857888","0.474289042082115"
"No worries","2013","Other degree","Female","228","0.395945926391977","0.356041963056578","0.435849889727376"
"No worries","2013","Other degree","Male","189","0.454114571251109","0.40721837565227","0.501010766849949"
"No worries","2013","secondary school degree","Female","985","0.297127308679494","0.281459195980839","0.312795421378148"
"No worries","2013","secondary school degree","Male","797","0.322033591492406","0.303182054465613","0.340885128519199"
"Some worries","2013","college entrance qualification","Female","902","0.342986192762887","0.32496665752473","0.361005728001044"
"Some worries","2013","college entrance qualification","Male","907","0.335810547835744","0.318065508191433","0.353555587480054"
"Some worries","2013","lower secondary degree","Female","1480","0.496241653923463","0.478317326501569","0.514165981345357"
"Some worries","2013","lower secondary degree","Male","1261","0.447151796496539","0.428865769260014","0.465437823733064"
"Some worries","2013","no degree/no degree yet","Female","86","0.345758431289136","0.287267748710413","0.404249113867859"
"Some worries","2013","no degree/no degree yet","Male","75","0.334973690128134","0.274240113038153","0.395707267218114"
"Some worries","2013","Other degree","Female","245","0.411269133616947","0.371119494544071","0.451418772689822"
"Some worries","2013","Other degree","Male","173","0.373085714991698","0.327533181494588","0.418638248488808"
"Some worries","2013","secondary school degree","Female","1508","0.456913659696906","0.439834811525189","0.473992507868623"
"Some worries","2013","secondary school degree","Male","964","0.407509930609498","0.387685454211159","0.427334407007837"
"Big worries","2014","college entrance qualification","Female","528","0.138254472256451","0.127357110975186","0.149151833537716"
"Big worries","2014","college entrance qualification","Male","453","0.127033788238537","0.116125291160516","0.137942285316559"
"Big worries","2014","lower secondary degree","Female","1267","0.35929335852914","0.343402614655042","0.375184102403238"
"Big worries","2014","lower secondary degree","Male","1204","0.351794240205501","0.335714567842488","0.367873912568515"
"Big worries","2014","no degree/no degree yet","Female","137","0.241229823854652","0.20517859402909","0.277281053680213"
"Big worries","2014","no degree/no degree yet","Male","106","0.264876910574375","0.224464250764083","0.305289570384667"
"Big worries","2014","Other degree","Female","381","0.222174095339601","0.202872991253336","0.241475199425867"
"Big worries","2014","Other degree","Male","278","0.181137181695711","0.161509302197173","0.200765061194249"
"Big worries","2014","secondary school degree","Female","1314","0.304632745472962","0.291134288029528","0.318131202916396"
"Big worries","2014","secondary school degree","Male","914","0.297145833209098","0.280961603762913","0.313330062655283"
"No worries","2014","college entrance qualification","Female","1869","0.495089438123458","0.479304557770114","0.510874318476802"
"No worries","2014","college entrance qualification","Male","1879","0.521918430324477","0.505555582359726","0.538281278289229"
"No worries","2014","lower secondary degree","Female","639","0.177052261361967","0.164409938207647","0.189694584516286"
"No worries","2014","lower secondary degree","Male","697","0.208807165451095","0.195120732888702","0.222493598013489"
"No worries","2014","no degree/no degree yet","Female","201","0.388231717933804","0.347165146721497","0.429298289146111"
"No worries","2014","no degree/no degree yet","Male","188","0.416555863411393","0.371406501400375","0.461705225422411"
"No worries","2014","Other degree","Female","556","0.340216435682358","0.318218970816991","0.362213900547725"
"No worries","2014","Other degree","Male","529","0.38003710669285","0.355299376200146","0.404774837185555"
"No worries","2014","secondary school degree","Female","1097","0.240686651935877","0.228148738942182","0.253224564929571"
"No worries","2014","secondary school degree","Male","884","0.291046486795098","0.274959872359234","0.307133101230961"
"Some worries","2014","college entrance qualification","Female","1457","0.366656089620091","0.351442157065796","0.381870022174386"
"Some worries","2014","college entrance qualification","Male","1248","0.351047781436986","0.335412847346666","0.366682715527305"
"Some worries","2014","lower secondary degree","Female","1596","0.463654380108893","0.447138201425455","0.480170558792331"
"Some worries","2014","lower secondary degree","Male","1487","0.439398594343403","0.422686425564316","0.456110763122491"
"Some worries","2014","no degree/no degree yet","Female","203","0.370538458211544","0.329842553840282","0.411234362582807"
"Some worries","2014","no degree/no degree yet","Male","164","0.318567226014232","0.275896757864695","0.361237694163769"
"Some worries","2014","Other degree","Female","845","0.437609468978041","0.414576146051569","0.460642791904513"
"Some worries","2014","Other degree","Male","672","0.438825711611438","0.413535124050434","0.464116299172443"
"Some worries","2014","secondary school degree","Female","2055","0.454680602591162","0.44007675075448","0.469284454427843"
"Some worries","2014","secondary school degree","Male","1265","0.411807679995805","0.394378318067847","0.429237041923762"
"Big worries","2015","college entrance qualification","Female","697","0.191699035126807","0.178994781747886","0.204403288505729"
"Big worries","2015","college entrance qualification","Male","574","0.165462762334417","0.152964856577941","0.177960668090892"
"Big worries","2015","lower secondary degree","Female","1326","0.40235338070982","0.385325865916792","0.419380895502848"
"Big worries","2015","lower secondary degree","Male","1302","0.433104255386359","0.415675550642412","0.450532960130307"
"Big worries","2015","no degree/no degree yet","Female","140","0.303737625537765","0.261621238099769","0.345854012975762"
"Big worries","2015","no degree/no degree yet","Male","98","0.294691277893316","0.247132136379205","0.342250419407427"
"Big worries","2015","Other degree","Female","453","0.294931537878516","0.271908230215108","0.317954845541925"
"Big worries","2015","Other degree","Male","347","0.307848488659446","0.282197329255478","0.333499648063414"
"Big worries","2015","secondary school degree","Female","1623","0.392646640522254","0.377898897149552","0.407394383894955"
"Big worries","2015","secondary school degree","Male","1047","0.364900099962088","0.347345847764846","0.38245435215933"
"No worries","2015","college entrance qualification","Female","1390","0.392194745962773","0.376437302939113","0.407952188986433"
"No worries","2015","college entrance qualification","Male","1466","0.446388202416171","0.429668702920934","0.463107701911407"
"No worries","2015","lower secondary degree","Female","436","0.129390713265058","0.117736353875142","0.141045072654974"
"No worries","2015","lower secondary degree","Male","522","0.161512201115936","0.148568206298533","0.17445619593334"
"No worries","2015","no degree/no degree yet","Female","137","0.310809791765456","0.268422833965716","0.353196749565197"
"No worries","2015","no degree/no degree yet","Male","134","0.353477335955422","0.303608021070915","0.403346650839928"
"No worries","2015","Other degree","Female","363","0.266644246593947","0.244318040712714","0.28897045247518"
"No worries","2015","Other degree","Male","356","0.271448054744154","0.246735847992819","0.296160261495489"
"No worries","2015","secondary school degree","Female","730","0.17139898308968","0.160017974235767","0.182779991943593"
"No worries","2015","secondary school degree","Male","657","0.229751384417434","0.214411614282383","0.245091154552486"
"Some worries","2015","college entrance qualification","Female","1601","0.416106218910419","0.400197996177065","0.432014441643774"
"Some worries","2015","college entrance qualification","Male","1356","0.388149035249413","0.371758756852402","0.404539313646423"
"Some worries","2015","lower secondary degree","Female","1424","0.468255906025122","0.450929113518018","0.485582698532226"
"Some worries","2015","lower secondary degree","Male","1281","0.405383543497704","0.388114479128885","0.422652607866523"
"Some worries","2015","no degree/no degree yet","Female","181","0.385452582696779","0.3408788985873","0.430026266806257"
"Some worries","2015","no degree/no degree yet","Male","121","0.351831386151262","0.302015022072619","0.401647750229905"
"Some worries","2015","Other degree","Female","691","0.438424215527536","0.413372185829036","0.463476245226037"
"Some worries","2015","Other degree","Male","541","0.4207034565964","0.393270260395872","0.448136652796929"
"Some worries","2015","secondary school degree","Female","1859","0.435954376388066","0.420978868935583","0.45092988384055"
"Some worries","2015","secondary school degree","Male","1185","0.405348515620478","0.38744576066679","0.423251270574166"
"Big worries","2016","college entrance qualification","Female","1022","0.294870698884897","0.279866718907487","0.309874678862307"
"Big worries","2016","college entrance qualification","Male","927","0.283819788582621","0.268276428449026","0.299363148716217"
"Big worries","2016","lower secondary degree","Female","1768","0.592979110581426","0.575244878072682","0.61071334309017"
"Big worries","2016","lower secondary degree","Male","1683","0.58785127649656","0.569908702022608","0.605793850970511"
"Big worries","2016","no degree/no degree yet","Female","191","0.399193495879249","0.354244011859509","0.444142979898989"
"Big worries","2016","no degree/no degree yet","Male","129","0.357638785881103","0.307709147451493","0.407568424310713"
"Big worries","2016","Other degree","Female","752","0.426693735997616","0.403619506209968","0.449767965785264"
"Big worries","2016","Other degree","Male","587","0.409058053157633","0.38387302530451","0.434243081010756"
"Big worries","2016","secondary school degree","Female","2089","0.554517298272913","0.538964379326595","0.570070217219231"
"Big worries","2016","secondary school degree","Male","1310","0.490772229342849","0.471856034246868","0.50968842443883"
"No worries","2016","college entrance qualification","Female","817","0.210558529192109","0.197143158639015","0.223973899745203"
"No worries","2016","college entrance qualification","Male","879","0.269034400815351","0.253745903822204","0.284322897808499"
"No worries","2016","lower secondary degree","Female","211","0.0644978908760027","0.0556308340139809","0.0733649477380246"
"No worries","2016","lower secondary degree","Male","333","0.10521676436345","0.0940320361412559","0.116401492585644"
"No worries","2016","no degree/no degree yet","Female","84","0.210648358205489","0.173221793397793","0.248074923013185"
"No worries","2016","no degree/no degree yet","Male","92","0.23439719277771","0.190268158679376","0.278526226876044"
"No worries","2016","Other degree","Female","260","0.154575354881714","0.137710472596404","0.171440237167023"
"No worries","2016","Other degree","Male","267","0.185884291619532","0.165957289577883","0.205811293661181"
"No worries","2016","secondary school degree","Female","400","0.0987092020420618","0.0893755796660558","0.108042824418068"
"No worries","2016","secondary school degree","Male","383","0.134454540292007","0.121546199220444","0.14736288136357"
"Some worries","2016","college entrance qualification","Female","1709","0.494570771922994","0.478119454376174","0.511022089469814"
"Some worries","2016","college entrance qualification","Male","1426","0.447145810602027","0.430004568043125","0.46428705316093"
"Some worries","2016","lower secondary degree","Female","969","0.342522998542571","0.325392519693776","0.359653477391366"
"Some worries","2016","lower secondary degree","Male","875","0.306931959139991","0.290119430492102","0.323744487787879"
"Some worries","2016","no degree/no degree yet","Female","181","0.390158145915262","0.345387369845424","0.4349289219851"
"Some worries","2016","no degree/no degree yet","Male","133","0.407964021341187","0.356768562227031","0.459159480455343"
"Some worries","2016","Other degree","Female","753","0.418730909120671","0.395714802479952","0.44174701576139"
"Some worries","2016","Other degree","Male","610","0.405057655222835","0.379911394436335","0.430203916009335"
"Some worries","2016","secondary school degree","Female","1434","0.346773499685025","0.331880102036015","0.361666897334035"
"Some worries","2016","secondary school degree","Male","990","0.374773230365144","0.356456800895377","0.393089659834911"
"Big worries","2017","college entrance qualification","Female","907","0.228181248385402","0.215362214477721","0.241000282293082"
"Big worries","2017","college entrance qualification","Male","824","0.209409362663733","0.19647586718212","0.222342858145346"
"Big worries","2017","lower secondary degree","Female","1548","0.513457398896421","0.495586825096153","0.531327972696688"
"Big worries","2017","lower secondary degree","Male","1544","0.507520881258457","0.489757813066429","0.525283949450485"
"Big worries","2017","no degree/no degree yet","Female","165","0.304562410288945","0.264659472410694","0.344465348167195"
"Big worries","2017","no degree/no degree yet","Male","125","0.302035995888201","0.25822957915131","0.345842412625092"
"Big worries","2017","Other degree","Female","636","0.362447805390098","0.339643757719188","0.385251853061007"
"Big worries","2017","Other degree","Male","512","0.333540541277391","0.308843481335187","0.358237601219596"
"Big worries","2017","secondary school degree","Female","1993","0.456082811949772","0.441468729529899","0.470696894369646"
"Big worries","2017","secondary school degree","Male","1312","0.418131514650686","0.40082657554143","0.435436453759942"
"No worries","2017","college entrance qualification","Female","1164","0.280787497806763","0.26706051293715","0.294514482676376"
"No worries","2017","college entrance qualification","Male","1249","0.336971352434779","0.321946691776854","0.351996013092703"
"No worries","2017","lower secondary degree","Female","281","0.0875163785590243","0.0774126176462353","0.0976201394718134"
"No worries","2017","lower secondary degree","Male","363","0.108495442432608","0.0974453821753662","0.119545502689851"
"No worries","2017","no degree/no degree yet","Female","131","0.291929439922321","0.252509599950531","0.331349279894112"
"No worries","2017","no degree/no degree yet","Male","140","0.276405167771428","0.233736147305128","0.319074188237727"
"No worries","2017","Other degree","Female","300","0.199119477052808","0.180175460350622","0.218063493754994"
"No worries","2017","Other degree","Male","281","0.20986813682215","0.188537338258353","0.231198935385947"
"No worries","2017","secondary school degree","Female","596","0.130733491937614","0.120842195621979","0.14062478825325"
"No worries","2017","secondary school degree","Male","548","0.17760545615034","0.164197287357066","0.191013624943614"
"Some worries","2017","college entrance qualification","Female","2046","0.491031253807835","0.475760594687848","0.506301912927822"
"Some worries","2017","college entrance qualification","Male","1729","0.453619284901489","0.43779458544346","0.469443984359517"
"Some worries","2017","lower secondary degree","Female","1176","0.399026222544555","0.381517505161388","0.416534939927721"
"Some worries","2017","lower secondary degree","Male","1136","0.383983676308934","0.36670344282188","0.401263909795988"
"Some worries","2017","no degree/no degree yet","Female","215","0.403508149788734","0.360971228511054","0.446045071066414"
"Some worries","2017","no degree/no degree yet","Male","157","0.421558836340372","0.374444773201381","0.468672899479362"
"Some worries","2017","Other degree","Female","771","0.438432717557095","0.41489395072903","0.461971484385159"
"Some worries","2017","Other degree","Male","607","0.456591321900459","0.430499092719363","0.482683551081554"
"Some worries","2017","secondary school degree","Female","1873","0.413183696112614","0.398735754363427","0.4276316378618"
"Some worries","2017","secondary school degree","Male","1261","0.404263029198974","0.387045909611016","0.421480148786932"
"Big worries","2018","college entrance qualification","Female","596","0.152502074163009","0.141355470777471","0.163648677548546"
"Big worries","2018","college entrance qualification","Male","576","0.165878092402692","0.153835489067861","0.177920695737522"
"Big worries","2018","lower secondary degree","Female","1275","0.436921919088907","0.418695842840261","0.455147995337554"
"Big worries","2018","lower secondary degree","Male","1231","0.439469692066837","0.421298893557094","0.45764049057658"
"Big worries","2018","no degree/no degree yet","Female","133","0.280447927950164","0.240344471644692","0.320551384255636"
"Big worries","2018","no degree/no degree yet","Male","112","0.317293413656731","0.271739732299555","0.362847095013908"
"Big worries","2018","Other degree","Female","496","0.282276259623089","0.260432019422606","0.304120499823572"
"Big worries","2018","Other degree","Male","382","0.2711427404642","0.24701428469327","0.29527119623513"
"Big worries","2018","secondary school degree","Female","1566","0.366745643621447","0.35229782080106","0.381193466441833"
"Big worries","2018","secondary school degree","Male","1114","0.389278793583032","0.371719483951709","0.406838103214354"
"No worries","2018","college entrance qualification","Female","1532","0.385625914220577","0.370534327585076","0.400717500856079"
"No worries","2018","college entrance qualification","Male","1528","0.411960136549514","0.396025502931399","0.42789477016763"
"No worries","2018","lower secondary degree","Female","382","0.132244609872019","0.119796752442016","0.144692467302022"
"No worries","2018","lower secondary degree","Male","462","0.156094333623066","0.142806612079995","0.169382055166136"
"No worries","2018","no degree/no degree yet","Female","151","0.324821122669007","0.283013437015691","0.366628808322324"
"No worries","2018","no degree/no degree yet","Male","141","0.359904878430158","0.312927148152352","0.406882608707965"
"No worries","2018","Other degree","Female","375","0.242402214710547","0.221604828805357","0.263199600615737"
"No worries","2018","Other degree","Male","359","0.305863583001849","0.280854625068689","0.330872540935008"
"No worries","2018","secondary school degree","Female","747","0.165632656105564","0.154487594735297","0.176777717475831"
"No worries","2018","secondary school degree","Male","626","0.202623057406936","0.188147615437894","0.217098499375978"
"Some worries","2018","college entrance qualification","Female","1868","0.461872011616414","0.446414521964673","0.477329501268155"
"Some worries","2018","college entrance qualification","Male","1561","0.422161771047794","0.406171578680924","0.438151963414664"
"Some worries","2018","lower secondary degree","Female","1188","0.430833471039074","0.412637243879912","0.449029698198236"
"Some worries","2018","lower secondary degree","Male","1173","0.404435974310097","0.386468000088759","0.422403948531435"
"Some worries","2018","no degree/no degree yet","Female","198","0.394730949380829","0.35109450103803","0.438367397723628"
"Some worries","2018","no degree/no degree yet","Male","148","0.32280170791311","0.277040050689807","0.368563365136414"
"Some worries","2018","Other degree","Female","760","0.475321525666364","0.451085496011007","0.499557555321722"
"Some worries","2018","Other degree","Male","563","0.422993676533951","0.396179373127319","0.449807979940583"
