"plj0046","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","(0) in school","West Germany","47","0.249880119023202","0.191874188986561","0.307886049059842"
"Big worries","1999","(0) in school","East Germany","32","0.307772915404238","0.218197774855462","0.397348055953014"
"Big worries","1999","(1a) inadequately completed","West Germany","115","0.324512019737007","0.281109140951943","0.367914898522071"
"Big worries","1999","(1a) inadequately completed","East Germany","","","",""
"Big worries","1999","(1b) general elementary school","West Germany","611","0.400175322854788","0.377021581156155","0.423329064553421"
"Big worries","1999","(1b) general elementary school","East Germany","77","0.378456230531331","0.314512842650752","0.44239961841191"
"Big worries","1999","(1c) basic vocational qualification","West Germany","1293","0.427252155520692","0.41000456580607","0.444499745235314"
"Big worries","1999","(1c) basic vocational qualification","East Germany","405","0.427664773541675","0.396071136995949","0.459258410087402"
"Big worries","1999","(2a) intermediate vocational","West Germany","577","0.368438933333383","0.344832175658844","0.392045691007922"
"Big worries","1999","(2a) intermediate vocational","East Germany","541","0.426876923837085","0.399357617226315","0.454396230447855"
"Big worries","1999","(2b) intermediate general qualification","West Germany","117","0.337770019914473","0.290155056523393","0.385384983305553"
"Big worries","1999","(2b) intermediate general qualification","East Germany","68","0.428348231866656","0.350446608700122","0.50624985503319"
"Big worries","1999","(2c_gen) general maturity certificate","West Germany","71","0.169790141736554","0.132189186121883","0.207391097351224"
"Big worries","1999","(2c_gen) general maturity certificate","East Germany","","","",""
"Big worries","1999","(2c_voc) vocational maturity certificate","West Germany","142","0.275242759231192","0.238768113516041","0.311717404946342"
"Big worries","1999","(2c_voc) vocational maturity certificate","East Germany","34","0.371182202319375","0.275039082978521","0.467325321660229"
"Big worries","1999","(3a) lower tertiary education","West Germany","93","0.226922775956884","0.186131145694295","0.267714406219474"
"Big worries","1999","(3a) lower tertiary education","East Germany","179","0.339356676518579","0.29971340053323","0.378999952503927"
"Big worries","1999","(3b) higher tertiary education","West Germany","116","0.190471995533825","0.16140363175843","0.219540359309219"
"Big worries","1999","(3b) higher tertiary education","East Germany","70","0.245708430740392","0.197938957759014","0.293477903721769"
"No worries","1999","(0) in school","West Germany","71","0.307985777123667","0.24613231047589","0.369839243771443"
"No worries","1999","(0) in school","East Germany","","","",""
"No worries","1999","(1a) inadequately completed","West Germany","133","0.291984572225856","0.249834760166052","0.334134384285659"
"No worries","1999","(1a) inadequately completed","East Germany","","","",""
"No worries","1999","(1b) general elementary school","West Germany","331","0.158377647035997","0.141123661024685","0.17563163304731"
"No worries","1999","(1b) general elementary school","East Germany","37","0.166069107083888","0.117005281170351","0.215132932997425"
"No worries","1999","(1c) basic vocational qualification","West Germany","417","0.116211936602252","0.105038057071831","0.127385816132672"
"No worries","1999","(1c) basic vocational qualification","East Germany","100","0.109618121094923","0.0896677043165722","0.129568537873273"
"No worries","1999","(2a) intermediate vocational","West Germany","260","0.167599020447828","0.149320209615037","0.185877831280618"
"No worries","1999","(2a) intermediate vocational","East Germany","131","0.106110313645402","0.0889753588665492","0.123245268424254"
"No worries","1999","(2b) intermediate general qualification","West Germany","72","0.181197819449283","0.142419010608181","0.219976628290385"
"No worries","1999","(2b) intermediate general qualification","East Germany","","","",""
"No worries","1999","(2c_gen) general maturity certificate","West Germany","148","0.400436194972232","0.351364272718126","0.449508117226339"
"No worries","1999","(2c_gen) general maturity certificate","East Germany","31","0.393906539163692","0.295130738504724","0.492682339822659"
