"plj0046","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Some worries","2002","Baden-Württemberg","1-pers.-HH","172","0.548112466045545","0.494005095291347","0.602219836799743","2"
"Some worries","2002","Bavaria","(Married) couple without C. ","490","0.445918877068965","0.415324351738988","0.476513402398942","2"
"Some worries","2002","Bavaria","Single parent ","81","0.431445621671558","0.358686553722703","0.504204689620414","2"
"Some worries","2002","Bavaria","Couple + C. LE 16 ","324","0.476428799793602","0.439561578099809","0.513296021487394","2"
"Some worries","2002","Bavaria","Couple + C. GT 16 ","295","0.527512192026782","0.487228094448623","0.56779628960494","2"
"Some worries","2002","Bavaria","Couple + C. LE and GT 16","116","0.454024558815478","0.393153934533383","0.514895183097572","2"
"Some worries","2002","Berlin","1-pers.-HH","66","0.350362402378106","0.282879803412256","0.417845001343956","2"
"Some worries","2002","Brandenburg","Couple + C. LE 16 ","76","0.444023633823037","0.365036290713763","0.523010976932311","2"
"Some worries","2002","Brandenburg","Couple + C. GT 16 ","99","0.500281083606016","0.429922488058928","0.570639679153103","2"
"Some worries","2002","Brandenburg","Couple + C. LE and GT 16","33","0.505342921116334","0.381883844689044","0.628801997543624","2"
"Some worries","2002","Mecklenburg-Western Pomerania","1-pers.-HH","40","0.490422069396467","0.379481319316479","0.601362819476455","2"
"Big worries","2003","Hamburg","Single parent ","1","","","","1"
"Big worries","2003","Hamburg","Couple + C. LE 16 ","5","","","","1"
"Big worries","2003","Hamburg","Couple + C. GT 16 ","7","","","","1"
"Big worries","2003","Hamburg","Couple + C. LE and GT 16","1","","","","1"
"Big worries","2003","Lower Saxony","1-pers.-HH","48","0.251027048673862","0.192796401587852","0.309257695759872","1"
"Big worries","2003","Lower Saxony","(Married) couple without C. ","163","0.279114960440354","0.24334205738154","0.314887863499169","1"
"Big worries","2003","Lower Saxony","Single parent ","27","","","","1"
"Big worries","2003","Lower Saxony","Couple + C. LE 16 ","92","0.28109731346359","0.237370435043161","0.32482419188402","1"
"Big worries","2003","Lower Saxony","Couple + C. GT 16 ","74","0.240804799706731","0.196264231157219","0.285345368256243","1"
"Big worries","2003","Lower Saxony","Couple + C. LE and GT 16","33","0.253860499092936","0.182277234661559","0.325443763524312","1"
"Big worries","2003","Bremen","1-pers.-HH","7","","","","1"
"Big worries","2003","Bremen","(Married) couple without C. ","24","","","","1"
"Big worries","2003","Bremen","Single parent ","3","","","","1"
"Big worries","2003","Bremen","Couple + C. LE 16 ","5","","","","1"
"Big worries","2003","Bremen","Couple + C. GT 16 ","1","","","","1"
"Big worries","2003","Bremen","Couple + C. LE and GT 16","1","","","","1"
"Big worries","2003","North Rhine-Westphalia","1-pers.-HH","168","0.278832752525568","0.243954789042403","0.313710716008732","1"
"Big worries","2003","North Rhine-Westphalia","(Married) couple without C. ","483","0.342257751579831","0.318705656321478","0.365809846838185","1"
"Big worries","2003","North Rhine-Westphalia","Single parent ","52","0.249243171746077","0.189883117744889","0.308603225747264","1"
"Big worries","2003","North Rhine-Westphalia","Couple + C. LE 16 ","217","0.213478871801604","0.187705506916461","0.239252236686747","1"
"Big worries","2003","North Rhine-Westphalia","Couple + C. GT 16 ","211","0.319157061211899","0.286422610355236","0.351891512068561","1"
"Big worries","2003","North Rhine-Westphalia","Couple + C. LE and GT 16","89","0.266934155660941","0.221799672441734","0.312068638880149","1"
"Big worries","2003","Hesse","1-pers.-HH","41","0.223576464702802","0.163211502341533","0.283941427064072","1"
"Big worries","2003","Hesse","(Married) couple without C. ","142","0.260207966337582","0.223168149719563","0.2972477829556","1"
"Big worries","2003","Hesse","Single parent ","11","","","","1"
"Big worries","2003","Hesse","Couple + C. LE 16 ","56","0.172603751615015","0.131706600296981","0.213500902933048","1"
"Big worries","2003","Hesse","Couple + C. GT 16 ","60","0.331448463264341","0.270211927649116","0.392684998879566","1"
"Big worries","2003","Hesse","Couple + C. LE and GT 16","33","0.327003779810544","0.242361025658644","0.411646533962444","1"
"Big worries","2003","Rhineland-Palatinate,Saarland","1-pers.-HH","39","0.210346020884327","0.149789762776825","0.270902278991829","1"
"Big worries","2003","Rhineland-Palatinate,Saarland","(Married) couple without C. ","106","0.295530035411303","0.251683682068769","0.339376388753837","1"
"Big worries","2003","Rhineland-Palatinate,Saarland","Single parent ","18","","","","1"
"Big worries","2003","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","67","0.21965440476946","0.171588279830003","0.267720529708917","1"
"Big worries","2003","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","42","0.256904702289452","0.193427075685841","0.320382328893063","1"
"Big worries","2003","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","27","","","","1"
"Big worries","2003","Schleswig-Holstein","1-pers.-HH","13","","","","1"
"Big worries","2003","Schleswig-Holstein","(Married) couple without C. ","40","0.178856316595574","0.131633754110717","0.226078879080431","1"
"Big worries","2003","Schleswig-Holstein","Single parent ","10","","","","1"
"Big worries","2003","Schleswig-Holstein","Couple + C. LE 16 ","17","","","","1"
"Big worries","2003","Schleswig-Holstein","Couple + C. GT 16 ","12","","","","1"
"Big worries","2003","Schleswig-Holstein","Couple + C. LE and GT 16","7","","","","1"
"Big worries","2003","Hamburg","1-pers.-HH","18","","","","1"
"Big worries","2003","Hamburg","(Married) couple without C. ","23","","","","1"
"Big worries","2003","Baden-Württemberg","1-pers.-HH","74","0.288273228839702","0.238875652959212","0.337670804720191","1"
"Big worries","2003","Baden-Württemberg","(Married) couple without C. ","199","0.278902081387029","0.247903411064906","0.309900751709151","1"
"Big worries","2003","Baden-Württemberg","Single parent ","24","","","","1"
"Big worries","2003","Baden-Württemberg","Couple + C. LE 16 ","128","0.253669357807692","0.218940613870972","0.288398101744412","1"
"Big worries","2003","Baden-Württemberg","Couple + C. GT 16 ","103","0.228333281910378","0.189974158905098","0.266692404915658","1"
"Big worries","2003","Baden-Württemberg","Couple + C. LE and GT 16","39","0.150552543822947","0.109605119409622","0.191499968236272","1"
"Big worries","2003","Bavaria","1-pers.-HH","117","0.305334726886896","0.259916995432395","0.350752458341398","1"
"Big worries","2003","Bavaria","(Married) couple without C. ","307","0.360934498906824","0.330803740282231","0.391065257531417","1"
"Big worries","2003","Bavaria","Single parent ","40","0.276556330152726","0.209119227836828","0.343993432468624","1"
"Big worries","2003","Bavaria","Couple + C. LE 16 ","127","0.220512871746602","0.188786703872002","0.252239039621202","1"
"Big worries","2003","Bavaria","Couple + C. GT 16 ","127","0.281934952577554","0.245474125839542","0.318395779315566","1"
"Big worries","2003","Bavaria","Couple + C. LE and GT 16","54","0.157594828756001","0.112519103441681","0.20267055407032","1"
"Big worries","2003","Berlin","1-pers.-HH","54","0.242090587900107","0.182725557310198","0.301455618490016","1"
"Big worries","2003","Berlin","(Married) couple without C. ","67","0.334391737544356","0.273288042857755","0.395495432230957","1"
"Big worries","2003","Berlin","Single parent ","21","","","","1"
"Big worries","2003","Berlin","Couple + C. LE 16 ","38","0.266660912997123","0.191787472555157","0.34153435343909","1"
"Big worries","2003","Berlin","Couple + C. GT 16 ","46","0.316272929387133","0.23896694956851","0.393578909205756","1"
"Big worries","2003","Berlin","Couple + C. LE and GT 16","19","","","","1"
"Big worries","2003","Brandenburg","1-pers.-HH","24","","","","1"
"Big worries","2003","Brandenburg","(Married) couple without C. ","104","0.286868851799717","0.239279503861898","0.334458199737537","1"
"Big worries","2003","Brandenburg","Single parent ","16","","","","1"
"Big worries","2003","Brandenburg","Couple + C. LE 16 ","42","0.329045628142781","0.254102093323525","0.403989162962037","1"
"Big worries","2003","Brandenburg","Couple + C. GT 16 ","48","0.3689816832194","0.300006549174075","0.437956817264725","1"
"Big worries","2003","Brandenburg","Couple + C. LE and GT 16","27","","","","1"
"Big worries","2003","Mecklenburg-Western Pomerania","1-pers.-HH","18","","","","1"
"Big worries","2003","Mecklenburg-Western Pomerania","(Married) couple without C. ","49","0.291448610694227","0.224877125325912","0.358020096062542","1"
"Big worries","2003","Mecklenburg-Western Pomerania","Single parent ","3","","","","1"
"Big worries","2003","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","22","","","","1"
"Big worries","2003","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","25","","","","1"
"Big worries","2003","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","10","","","","1"
"Big worries","2003","Saxony","1-pers.-HH","39","0.193554695136691","0.14024623010591","0.246863160167471","1"
"Big worries","2003","Saxony","(Married) couple without C. ","169","0.30384283482485","0.266413488493042","0.341272181156657","1"
"Big worries","2003","Saxony","Single parent ","23","","","","1"
"Big worries","2003","Saxony","Couple + C. LE 16 ","61","0.292570792811044","0.235487350404785","0.349654235217303","1"
"Big worries","2003","Saxony","Couple + C. GT 16 ","96","0.357528105354665","0.304432560360453","0.410623650348877","1"
"Big worries","2003","Saxony","Couple + C. LE and GT 16","40","0.277220843833729","0.204362408504731","0.350079279162727","1"
"Big worries","2003","Saxony-Anhalt","1-pers.-HH","35","0.35555698044418","0.269552420725258","0.441561540163103","1"
"Big worries","2003","Saxony-Anhalt","(Married) couple without C. ","87","0.27207189195075","0.224201704046071","0.31994207985543","1"
"Big worries","2003","Saxony-Anhalt","Single parent ","9","","","","1"
"Big worries","2003","Saxony-Anhalt","Couple + C. LE 16 ","37","0.296068111344078","0.215715797959512","0.376420424728644","1"
"Big worries","2003","Saxony-Anhalt","Couple + C. GT 16 ","58","0.281213121900289","0.222726973295194","0.339699270505383","1"
"Big worries","2003","Saxony-Anhalt","Couple + C. LE and GT 16","14","","","","1"
"Big worries","2003","Thuringia","1-pers.-HH","29","","","","1"
"Big worries","2003","Thuringia","(Married) couple without C. ","101","0.347152176646141","0.293191371216619","0.401112982075664","1"
"Big worries","2003","Thuringia","Single parent ","13","","","","1"
"Big worries","2003","Thuringia","Couple + C. LE 16 ","55","0.320476662802058","0.247247143237417","0.393706182366699","1"
"Big worries","2003","Thuringia","Couple + C. GT 16 ","46","0.261989935968704","0.203349841413584","0.320630030523825","1"
"Big worries","2003","Thuringia","Couple + C. LE and GT 16","19","","","","1"
"No worries","2003","Schleswig-Holstein","Couple + C. LE and GT 16","16","","","","3"
"No worries","2003","Schleswig-Holstein","Couple + C. GT 16 ","57","0.485350018309401","0.386900408384683","0.58379962823412","3"
"No worries","2003","Hamburg","Couple + C. LE 16 ","30","0.489214532278694","0.362728838593027","0.615700225964361","3"
"No worries","2003","Hamburg","1-pers.-HH","28","","","","3"
"No worries","2003","Hamburg","(Married) couple without C. ","46","0.283771292954747","0.195849305716985","0.371693280192509","3"
"No worries","2003","Hamburg","Single parent ","7","","","","3"
"No worries","2003","Hamburg","Couple + C. GT 16 ","4","","","","3"
"No worries","2003","Baden-Württemberg","Couple + C. LE and GT 16","107","0.304988666573395","0.252271498195727","0.357705834951062","3"
"No worries","2003","Baden-Württemberg","Couple + C. GT 16 ","126","0.308583358774119","0.266372388011964","0.350794329536275","3"
"No worries","2003","Bavaria","1-pers.-HH","102","0.248102243621084","0.205508649954835","0.290695837287332","3"
"No worries","2003","Bavaria","(Married) couple without C. ","255","0.241049247359338","0.214215404630381","0.267883090088296","3"
"No worries","2003","Bavaria","Single parent ","55","0.306864107165939","0.237331745609733","0.376396468722146","3"
"No worries","2003","Berlin","Couple + C. GT 16 ","24","","","","3"
"No worries","2003","Berlin","Couple + C. LE and GT 16","12","","","","3"
"No worries","2003","Brandenburg","1-pers.-HH","33","0.287606447404384","0.206279605269977","0.368933289538791","3"
"No worries","2003","Berlin","Couple + C. LE 16 ","37","0.34809457987949","0.267438591356945","0.428750568402035","3"
"No worries","2003","Brandenburg","Single parent ","9","","","","3"
"No worries","2003","Brandenburg","Couple + C. LE 16 ","39","0.237738426179323","0.169839747539405","0.30563710481924","3"
"No worries","2003","Brandenburg","(Married) couple without C. ","74","0.184197565141666","0.143410937809979","0.224984192473354","3"
"No worries","2003","Schleswig-Holstein","1-pers.-HH","40","0.3560460488042","0.260757060649591","0.451335036958809","3"
"No worries","2003","Schleswig-Holstein","(Married) couple without C. ","103","0.341696205346056","0.283254741236108","0.400137669456004","3"
"No worries","2003","Schleswig-Holstein","Single parent ","12","","","","3"
"No worries","2003","Schleswig-Holstein","Couple + C. LE 16 ","69","0.519453330582193","0.43289992519545","0.606006735968936","3"
"No worries","2003","Hamburg","Couple + C. LE and GT 16","12","","","","3"
"No worries","2003","Lower Saxony","1-pers.-HH","69","0.288176905827095","0.227353054866467","0.349000756787724","3"
"No worries","2003","Lower Saxony","(Married) couple without C. ","140","0.19130379957022","0.15993599518711","0.222671603953329","3"
"No worries","2003","Lower Saxony","Single parent ","28","","","","3"
"No worries","2003","Lower Saxony","Couple + C. LE 16 ","116","0.297193582750568","0.252738374691194","0.341648790809942","3"
"No worries","2003","Lower Saxony","Couple + C. GT 16 ","114","0.301815726965515","0.253996513994538","0.349634939936492","3"
"No worries","2003","Lower Saxony","Couple + C. LE and GT 16","42","0.250512158855706","0.179243166338035","0.321781151373378","3"
"No worries","2003","Bremen","1-pers.-HH","11","","","","3"
"No worries","2003","Bremen","(Married) couple without C. ","13","","","","3"
"No worries","2003","Bremen","Single parent ","3","","","","3"
"No worries","2003","Bremen","Couple + C. LE 16 ","10","","","","3"
"No worries","2003","Bremen","Couple + C. GT 16 ","9","","","","3"
"No worries","2003","Bremen","Couple + C. LE and GT 16","5","","","","3"
"No worries","2003","North Rhine-Westphalia","1-pers.-HH","193","0.313291963944651","0.277215669670132","0.34936825821917","3"
"No worries","2003","North Rhine-Westphalia","(Married) couple without C. ","374","0.209128006675917","0.188940428075532","0.229315585276303","3"
"No worries","2003","North Rhine-Westphalia","Single parent ","57","0.275503757947269","0.214196083941982","0.336811431952555","3"
"No worries","2003","North Rhine-Westphalia","Couple + C. LE 16 ","308","0.292447847442031","0.263836262327486","0.321059432556575","3"
"No worries","2003","North Rhine-Westphalia","Couple + C. GT 16 ","231","0.269731228714684","0.238564850107989","0.300897607321379","3"
"No worries","2003","North Rhine-Westphalia","Couple + C. LE and GT 16","118","0.305481400155058","0.258484497701818","0.352478302608297","3"
"No worries","2003","Hesse","1-pers.-HH","55","0.252889800029254","0.189913007835054","0.315866592223453","3"
"No worries","2003","Hesse","(Married) couple without C. ","143","0.238465593401007","0.202489720805054","0.27444146599696","3"
"No worries","2003","Hesse","Single parent ","22","","","","3"
"No worries","2003","Hesse","Couple + C. LE 16 ","96","0.281646975729281","0.232968981203719","0.330324970254844","3"
"No worries","2003","Hesse","Couple + C. GT 16 ","62","0.246060526862913","0.190030042332974","0.302091011392853","3"
"No worries","2003","Hesse","Couple + C. LE and GT 16","27","","","","3"
"No worries","2003","Rhineland-Palatinate,Saarland","1-pers.-HH","50","0.298444431894633","0.230455808924547","0.366433054864719","3"
"No worries","2003","Rhineland-Palatinate,Saarland","(Married) couple without C. ","111","0.242940364114098","0.201729064487951","0.284151663740245","3"
"No worries","2003","Rhineland-Palatinate,Saarland","Single parent ","29","","","","3"
"No worries","2003","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","72","0.259404197622786","0.208517439502566","0.310290955743007","3"
"No worries","2003","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","58","0.255492420680774","0.192129385961082","0.318855455400466","3"
"No worries","2003","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","63","0.396356689293871","0.316465269883621","0.476248108704121","3"
"No worries","2003","Baden-Württemberg","1-pers.-HH","87","0.226762032424364","0.181096493686769","0.272427571161959","3"
"No worries","2003","Baden-Württemberg","(Married) couple without C. ","200","0.227477356256146","0.198500933995294","0.256453778516997","3"
"No worries","2003","Baden-Württemberg","Single parent ","35","0.216376674472632","0.146130929328465","0.2866224196168","3"
"No worries","2003","Baden-Württemberg","Couple + C. LE 16 ","172","0.261596671934213","0.226517255102958","0.296676088765468","3"
"No worries","2003","Bavaria","Couple + C. LE 16 ","222","0.265951744894574","0.232140598301076","0.299762891488073","3"
"No worries","2003","Bavaria","Couple + C. GT 16 ","184","0.227244522674681","0.193286850132375","0.261202195216988","3"
"No worries","2003","Bavaria","Couple + C. LE and GT 16","86","0.357890757229869","0.298585808845739","0.417195705613998","3"
"No worries","2003","Berlin","1-pers.-HH","68","0.339334753357183","0.273714486149277","0.404955020565089","3"
"No worries","2003","Berlin","(Married) couple without C. ","53","0.22695034098169","0.172700375509117","0.281200306454263","3"
"No worries","2003","Berlin","Single parent ","13","","","","3"
"No worries","2003","Brandenburg","Couple + C. GT 16 ","50","0.175310762201274","0.12095837556645","0.229663148836097","3"
"No worries","2003","Brandenburg","Couple + C. LE and GT 16","12","","","","3"
"No worries","2003","Mecklenburg-Western Pomerania","1-pers.-HH","19","","","","3"
"No worries","2003","Mecklenburg-Western Pomerania","(Married) couple without C. ","43","0.240302762491897","0.177710416297371","0.302895108686423","3"
"No worries","2003","Mecklenburg-Western Pomerania","Single parent ","9","","","","3"
"No worries","2003","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","16","","","","3"
"No worries","2003","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","31","0.239819800835061","0.158151365143832","0.32148823652629","3"
"No worries","2003","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","2","","","","3"
"No worries","2003","Saxony","1-pers.-HH","73","0.313063626906491","0.250491426741959","0.375635827071023","3"
"No worries","2003","Saxony","(Married) couple without C. ","114","0.202843137127259","0.170117647861139","0.23556862639338","3"
"No worries","2003","Saxony","Single parent ","21","","","","3"
"No worries","2003","Saxony","Couple + C. LE 16 ","48","0.194358957282601","0.144708157391693","0.244009757173509","3"
"No worries","2003","Saxony","Couple + C. GT 16 ","82","0.25239897682682","0.204275758838631","0.300522194815009","3"
"No worries","2003","Saxony","Couple + C. LE and GT 16","46","0.299740150750748","0.225169803825133","0.374310497676363","3"
"No worries","2003","Saxony-Anhalt","1-pers.-HH","25","","","","3"
"No worries","2003","Saxony-Anhalt","(Married) couple without C. ","77","0.209341251336668","0.165578864830133","0.253103637843202","3"
"No worries","2003","Saxony-Anhalt","Single parent ","15","","","","3"
"No worries","2003","Saxony-Anhalt","Couple + C. LE 16 ","23","","","","3"
"No worries","2003","Saxony-Anhalt","Couple + C. GT 16 ","52","0.218289097995907","0.164551992479999","0.272026203511816","3"
"No worries","2003","Saxony-Anhalt","Couple + C. LE and GT 16","17","","","","3"
"No worries","2003","Thuringia","1-pers.-HH","32","0.248792385178471","0.171118837262984","0.326465933093959","3"
"No worries","2003","Thuringia","(Married) couple without C. ","47","0.160424542410202","0.118826033005714","0.202023051814689","3"
"No worries","2003","Thuringia","Single parent ","14","","","","3"
"No worries","2003","Thuringia","Couple + C. LE 16 ","28","","","","3"
"No worries","2003","Thuringia","Couple + C. GT 16 ","61","0.211006810049686","0.156593383073812","0.265420237025559","3"
"No worries","2003","Thuringia","Couple + C. LE and GT 16","20","","","","3"
"Some worries","2003","Berlin","Couple + C. GT 16 ","69","0.552604693455149","0.46994501960085","0.635264367309449","2"
"Some worries","2003","Berlin","Couple + C. LE and GT 16","16","","","","2"
"Some worries","2003","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","49","0.433232096759246","0.3384521680687","0.528012025449792","2"
"Some worries","2003","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","21","","","","2"
"Some worries","2003","Saxony","(Married) couple without C. ","297","0.493314028047891","0.452626128816679","0.534001927279103","2"
"Some worries","2003","Saxony","1-pers.-HH","99","0.493381677956818","0.425922845824967","0.56084051008867","2"
"Some worries","2003","Saxony-Anhalt","Couple + C. GT 16 ","117","0.500497780103804","0.435454123015737","0.565541437191871","2"
"Some worries","2003","Saxony-Anhalt","Couple + C. LE and GT 16","32","0.591905926142493","0.470543484723318","0.713268367561669","2"
"Some worries","2003","Thuringia","1-pers.-HH","58","0.531738510671409","0.442084878542902","0.621392142799915","2"
"Some worries","2003","Thuringia","(Married) couple without C. ","151","0.492423280943657","0.435755966309435","0.549090595577879","2"
"Some worries","2003","Thuringia","Single parent ","20","","","","2"
"Some worries","2003","Thuringia","Couple + C. LE 16 ","73","0.484140807865575","0.40571893245905","0.5625626832721","2"
"Some worries","2003","Schleswig-Holstein","1-pers.-HH","44","0.458455053805425","0.359297030685088","0.557613076925761","2"
"Some worries","2003","Schleswig-Holstein","(Married) couple without C. ","110","0.47944747805837","0.417888609761001","0.541006346355738","2"
"Some worries","2003","Schleswig-Holstein","Single parent ","8","","","","2"
"Some worries","2003","Schleswig-Holstein","Couple + C. LE 16 ","42","0.352766416327093","0.269987974976277","0.435544857677908","2"
"Some worries","2003","Schleswig-Holstein","Couple + C. GT 16 ","30","0.300284785393613","0.209991009120182","0.390578561667044","2"
"Some worries","2003","Schleswig-Holstein","Couple + C. LE and GT 16","27","","","","2"
"Some worries","2003","Hamburg","1-pers.-HH","27","","","","2"
"Some worries","2003","Hamburg","(Married) couple without C. ","32","0.367184396985074","0.27317568496584","0.461193109004308","2"
"Some worries","2003","Hamburg","Single parent ","3","","","","2"
"Some worries","2003","Hamburg","Couple + C. LE 16 ","25","","","","2"
"Some worries","2003","Hamburg","Couple + C. GT 16 ","11","","","","2"
"Some worries","2003","Hamburg","Couple + C. LE and GT 16","7","","","","2"
"Some worries","2003","Lower Saxony","1-pers.-HH","96","0.460796045499043","0.393855507984852","0.527736583013233","2"
"Some worries","2003","Lower Saxony","(Married) couple without C. ","301","0.529581239989426","0.489776184452641","0.569386295526211","2"
"Some worries","2003","Lower Saxony","Single parent ","49","0.454272986325815","0.358580551868581","0.54996542078305","2"
"Some worries","2003","Lower Saxony","Couple + C. LE 16 ","198","0.421709103785842","0.373673335606668","0.469744871965015","2"
"Some worries","2003","Lower Saxony","Couple + C. GT 16 ","166","0.457379473327754","0.405483590504332","0.509275356151176","2"
"Some worries","2003","Lower Saxony","Couple + C. LE and GT 16","67","0.495627342051358","0.413392224987302","0.577862459115414","2"
"Some worries","2003","Bremen","1-pers.-HH","17","","","","2"
"Some worries","2003","Bremen","(Married) couple without C. ","27","","","","2"
"Some worries","2003","Bremen","Single parent ","1","","","","2"
"Some worries","2003","Bremen","Couple + C. LE 16 ","14","","","","2"
"Some worries","2003","Bremen","Couple + C. GT 16 ","18","","","","2"
"Some worries","2003","Bremen","Couple + C. LE and GT 16","4","","","","2"
"Some worries","2003","North Rhine-Westphalia","1-pers.-HH","274","0.407875283529781","0.369651689694321","0.446098877365242","2"
"Some worries","2003","North Rhine-Westphalia","(Married) couple without C. ","702","0.448614241744251","0.423926047029592","0.473302436458911","2"
"Some worries","2003","North Rhine-Westphalia","Single parent ","95","0.475253070306654","0.406724696501401","0.543781444111907","2"
"Some worries","2003","North Rhine-Westphalia","Couple + C. LE 16 ","446","0.494073280756366","0.462626371446608","0.525520190066123","2"
"Some worries","2003","North Rhine-Westphalia","Couple + C. GT 16 ","337","0.411111710073417","0.376559506875646","0.445663913271189","2"
"Some worries","2003","North Rhine-Westphalia","Couple + C. LE and GT 16","162","0.427584444184001","0.377106510336383","0.478062378031619","2"
"Some worries","2003","Hesse","1-pers.-HH","87","0.523533735267944","0.451171668841866","0.595895801694023","2"
"Some worries","2003","Hesse","(Married) couple without C. ","254","0.501326440261412","0.459115776203728","0.543537104319095","2"
"Some worries","2003","Hesse","Single parent ","22","","","","2"
"Some worries","2003","Hesse","Couple + C. LE 16 ","176","0.545749272655704","0.491865801180231","0.599632744131177","2"
"Some worries","2003","Hesse","Couple + C. GT 16 ","105","0.422491009872745","0.358233591512046","0.486748428233444","2"
"Some worries","2003","Hesse","Couple + C. LE and GT 16","58","0.501814748265678","0.411600687669391","0.592028808861964","2"
"Some worries","2003","Rhineland-Palatinate,Saarland","1-pers.-HH","85","0.49120954722104","0.416928786429468","0.565490308012613","2"
"Some worries","2003","Rhineland-Palatinate,Saarland","(Married) couple without C. ","199","0.461529600474599","0.413624459453914","0.509434741495283","2"
"Some worries","2003","Rhineland-Palatinate,Saarland","Single parent ","27","","","","2"
"Some worries","2003","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","146","0.520941397607754","0.462943210593575","0.578939584621933","2"
"Some worries","2003","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","82","0.487602877029774","0.41498411047718","0.560221643582367","2"
"Some worries","2003","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","54","0.447171804501206","0.365963743024414","0.528379865977997","2"
"Some worries","2003","Baden-Württemberg","1-pers.-HH","162","0.484964738735934","0.430461740592998","0.53946773687887","2"
"Some worries","2003","Baden-Württemberg","(Married) couple without C. ","405","0.493620562356826","0.459062075475906","0.528179049237745","2"
"Some worries","2003","Baden-Württemberg","Single parent ","73","0.55477988167906","0.469996864537819","0.6395628988203","2"
"Some worries","2003","Baden-Württemberg","Couple + C. LE 16 ","303","0.484733970258095","0.444844623999392","0.524623316516798","2"
"Some worries","2003","Baden-Württemberg","Couple + C. GT 16 ","231","0.463083359315502","0.417516174857526","0.508650543773479","2"
"Some worries","2003","Baden-Württemberg","Couple + C. LE and GT 16","147","0.544458789603659","0.487434402890738","0.601483176316579","2"
"Some worries","2003","Bavaria","1-pers.-HH","176","0.44656302949202","0.397537193322202","0.495588865661837","2"
"Some worries","2003","Bavaria","(Married) couple without C. ","414","0.398016253733837","0.367307232926176","0.428725274541499","2"
"Some worries","2003","Bavaria","Single parent ","74","0.416579562681335","0.342252916311733","0.490906209050936","2"
"Some worries","2003","Bavaria","Couple + C. LE 16 ","307","0.513535383358824","0.475287537003192","0.551783229714456","2"
"Some worries","2003","Bavaria","Couple + C. GT 16 ","274","0.490820524747765","0.450310084746353","0.531330964749177","2"
"Some worries","2003","Bavaria","Couple + C. LE and GT 16","111","0.484514414014131","0.422688172780017","0.546340655248244","2"
"Some worries","2003","Berlin","1-pers.-HH","78","0.41857465874271","0.350204508016573","0.486944809468847","2"
"Some worries","2003","Berlin","(Married) couple without C. ","109","0.438657921473954","0.374388093528988","0.50292774941892","2"
"Some worries","2003","Berlin","Single parent ","30","0.440773916576132","0.319138581145011","0.562409252007254","2"
"Some worries","2003","Berlin","Couple + C. LE 16 ","59","0.385244507123387","0.302846799696956","0.467642214549818","2"
"Some worries","2003","Brandenburg","1-pers.-HH","62","0.526755115152751","0.437049019412626","0.616461210892876","2"
"Some worries","2003","Brandenburg","(Married) couple without C. ","169","0.528933583058616","0.476413549297352","0.581453616819881","2"
"Some worries","2003","Brandenburg","Single parent ","23","","","","2"
"Some worries","2003","Brandenburg","Couple + C. LE 16 ","70","0.433215945677896","0.354180729425733","0.51225116193006","2"
"Some worries","2003","Brandenburg","Couple + C. GT 16 ","90","0.455707554579327","0.384516007012258","0.526899102146395","2"
"Some worries","2003","Brandenburg","Couple + C. LE and GT 16","25","","","","2"
"Some worries","2003","Mecklenburg-Western Pomerania","1-pers.-HH","38","0.545406481424503","0.432715483085416","0.65809747976359","2"
"Some worries","2003","Mecklenburg-Western Pomerania","(Married) couple without C. ","87","0.468248626813876","0.395149171351249","0.541348082276504","2"
"Some worries","2003","Mecklenburg-Western Pomerania","Single parent ","23","","","","2"
"Some worries","2003","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","41","0.463910404314765","0.353941400460958","0.573879408168573","2"
"Some worries","2003","Saxony","Single parent ","36","0.474746268230012","0.365320790672744","0.584171745787281","2"
"Some worries","2003","Saxony","Couple + C. LE 16 ","135","0.513070249906356","0.450354770104295","0.575785729708416","2"
"Some worries","2003","Saxony","Couple + C. GT 16 ","135","0.390072917818515","0.336036347034576","0.444109488602454","2"
"Some worries","2003","Saxony","Couple + C. LE and GT 16","59","0.423039005415523","0.342625772459808","0.503452238371239","2"
"Some worries","2003","Saxony-Anhalt","1-pers.-HH","59","0.459307844462637","0.369771042971163","0.548844645954112","2"
"Some worries","2003","Saxony-Anhalt","(Married) couple without C. ","168","0.518586856712582","0.464840531771761","0.572333181653403","2"
