"plj0046","year","education","n","percent","lower_confidence","upper_confidence"
"Big worries","2001","lower secondary degree","2587","0.299311989871739","0.289685617145377","0.308938362598101"
"Big worries","2001","no degree/no degree yet","137","0.173061413288633","0.147807353177299","0.198315473399968"
"Big worries","2001","Other degree","189","0.133714130429499","0.11556567438505","0.151862586473947"
"Big worries","2001","secondary school degree","1763","0.267090049072327","0.25624793234215","0.277932165802503"
"No worries","2001","college entrance qualification","1898","0.428777906902738","0.414187894723339","0.443367919082137"
"No worries","2001","lower secondary degree","1783","0.204068804926259","0.19559722628206","0.212540383570458"
"No worries","2001","no degree/no degree yet","338","0.391051732827531","0.358475432144073","0.423628033510989"
"No worries","2001","Other degree","556","0.43343804855524","0.407013496415056","0.459862600695424"
"No worries","2001","secondary school degree","1529","0.251878557033843","0.241241008234459","0.262516105833228"
"Some worries","2001","college entrance qualification","1878","0.427951727948026","0.413365241678757","0.442538214217294"
"Some worries","2001","lower secondary degree","4324","0.496619205202002","0.486109310873968","0.507129099530037"
"Some worries","2001","no degree/no degree yet","387","0.435886853883836","0.402784074930549","0.468989632837122"
"Some worries","2001","Other degree","606","0.432847821015261","0.406427515411702","0.459268126618821"
"Some worries","2001","secondary school degree","3105","0.48103139389383","0.468787567315724","0.493275220471936"
"Big worries","2002","college entrance qualification","851","0.157654294712336","0.148097008582815","0.167211580841858"
"Big worries","2002","lower secondary degree","2839","0.355553984731816","0.345256552783922","0.36585141667971"
"Big worries","2002","no degree/no degree yet","165","0.209932611024561","0.183266105499407","0.236599116549714"
"Big worries","2002","Other degree","213","0.172976515612084","0.152392476600401","0.193560554623768"
"Big worries","2002","secondary school degree","2078","0.326258483869925","0.315014507327748","0.337502460412102"
"No worries","2002","college entrance qualification","2281","0.403687221173231","0.390819665339258","0.416554777007203"
"No worries","2002","lower secondary degree","1352","0.15463865529374","0.146860741793488","0.162416568793992"
"No worries","2002","no degree/no degree yet","338","0.354167780847845","0.322852344686808","0.385483217008883"
"No worries","2002","Other degree","439","0.362507922008606","0.336345722692947","0.388670121324266"
"No worries","2002","secondary school degree","1403","0.206704333990171","0.196992870061388","0.216415797918955"
"Some worries","2002","college entrance qualification","2453","0.438658484114433","0.425644407755483","0.451672560473384"
"Some worries","2002","lower secondary degree","4110","0.489807359974444","0.479053543214157","0.500561176734731"
"Some worries","2002","no degree/no degree yet","393","0.435899608127594","0.403430861345514","0.468368354909673"
"Some worries","2002","Other degree","645","0.464515562379309","0.437372948782549","0.49165817597607"
"Some worries","2002","secondary school degree","3198","0.467037182139904","0.455072076048803","0.479002288231004"
"Big worries","2003","college entrance qualification","784","0.154208539145203","0.144587656059637","0.163829422230769"
"Big worries","2003","lower secondary degree","2508","0.335288805554944","0.324866689642049","0.345710921467839"
"Big worries","2003","no degree/no degree yet","159","0.214991873118046","0.187956374775847","0.242027371460244"
"Big worries","2003","Other degree","194","0.16811157750969","0.147186977662428","0.189036177356952"
"Big worries","2003","secondary school degree","1827","0.294459044967499","0.283317383923614","0.305600706011385"
"No worries","2003","college entrance qualification","2299","0.410140511904956","0.397037543408786","0.423243480401126"
"No worries","2003","lower secondary degree","1502","0.180603453868997","0.172110867622911","0.189096040115082"
"No worries","2003","no degree/no degree yet","369","0.383250595699195","0.351255598997675","0.415245592400715"
"No worries","2003","Other degree","454","0.378563121927484","0.351424144927289","0.405702098927679"
"No worries","2003","secondary school degree","1493","0.227959343848156","0.217704591825756","0.238214095870556"
"Some worries","2003","college entrance qualification","2330","0.435650948949841","0.422441876895739","0.448860021003943"
"Some worries","2003","lower secondary degree","3872","0.484107740576059","0.473075076498652","0.495140404653467"
"Some worries","2003","no degree/no degree yet","359","0.401757531182759","0.369494370251494","0.434020692114024"
"Some worries","2003","Other degree","579","0.453325300562826","0.425470806395085","0.481179794730567"
"Some worries","2003","secondary school degree","3109","0.477581611184345","0.465371787177601","0.489791435191088"
"Big worries","2004","college entrance qualification","1033","0.222168221768438","0.211042504913364","0.233293938623512"
"Big worries","2004","lower secondary degree","2889","0.391736328682433","0.380708754273581","0.402763903091285"
"Big worries","2004","no degree/no degree yet","195","0.271131296230855","0.242023551151169","0.300239041310542"
"Big worries","2004","Other degree","238","0.207123220576474","0.183892746104583","0.230353695048365"
"Big worries","2004","secondary school degree","2242","0.368256350921017","0.356323280911209","0.380189420930826"
"No worries","2004","college entrance qualification","1923","0.355858681328896","0.343045010768084","0.368672351889708"
"No worries","2004","lower secondary degree","1192","0.158094800877979","0.149852897427294","0.166336704328665"
"No worries","2004","no degree/no degree yet","326","0.333983239940425","0.303101696214242","0.364864783666608"
"No worries","2004","Other degree","353","0.308603686632352","0.282124482958898","0.335082890305806"
"No worries","2004","secondary school degree","1204","0.182757711693247","0.173196346748572","0.192319076637922"
"Some worries","2004","college entrance qualification","2407","0.421973096902666","0.408755253561956","0.435190940243376"
"Some worries","2004","lower secondary degree","3446","0.450168870439588","0.438929563669696","0.461408177209479"
"Some worries","2004","no degree/no degree yet","375","0.394885463828719","0.362878207149009","0.42689272050843"
"Some worries","2004","Other degree","578","0.484273092791174","0.45562498774601","0.512921197836338"
"Some worries","2004","secondary school degree","2830","0.448985937385736","0.436680293741417","0.461291581030054"
"Big worries","2005","college entrance qualification","1179","0.225525732362563","0.214140221960479","0.236911242764647"
"Big worries","2005","lower secondary degree","3341","0.483482622267967","0.471832439896888","0.495132804639045"
"Big worries","2005","no degree/no degree yet","208","0.280798047218141","0.251356607481187","0.310239486955094"
"Big worries","2005","Other degree","292","0.273135197781804","0.246958421394283","0.299311974169326"
"Big worries","2005","secondary school degree","2543","0.437100748491743","0.424558100335624","0.449643396647862"
"No worries","2005","college entrance qualification","1583","0.308339720182037","0.295758808541558","0.320920631822517"
"No worries","2005","lower secondary degree","844","0.119813371364644","0.112242604924526","0.127384137804762"
"No worries","2005","no degree/no degree yet","290","0.293763012868394","0.263922219899754","0.323603805837035"
"No worries","2005","Other degree","290","0.277808394966721","0.251493635211902","0.304123154721541"
"No worries","2005","secondary school degree","883","0.142745734980187","0.133900293231642","0.151591176728732"
"Some worries","2005","college entrance qualification","2414","0.4661345474554","0.45254445185109","0.479724643059709"
"Some worries","2005","lower secondary degree","2883","0.396704006367389","0.385298926405845","0.408109086328934"
"Some worries","2005","no degree/no degree yet","397","0.425438939913465","0.393048019663191","0.457829860163739"
"Some worries","2005","Other degree","531","0.449056407251474","0.419834771300069","0.478278043202879"
"Some worries","2005","secondary school degree","2582","0.420153516528069","0.407672681455696","0.432634351600443"
"Big worries","2006","college entrance qualification","1121","0.203293405128169","0.192753755933986","0.213833054322352"
"Big worries","2006","lower secondary degree","3078","0.414779433446959","0.403670547357264","0.425888319536655"
"Big worries","2006","no degree/no degree yet","144","0.249896234240546","0.216561183785423","0.283231284695668"
"Big worries","2006","Other degree","295","0.25299389696484","0.228189756348448","0.277798037581232"
"Big worries","2006","secondary school degree","2438","0.393106202063004","0.381176861013156","0.405035543112852"
"No worries","2006","college entrance qualification","1900","0.345806069210613","0.333349889491185","0.358262248930042"
"No worries","2006","lower secondary degree","1088","0.145497522524622","0.137547166472928","0.153447878576315"
"No worries","2006","no degree/no degree yet","228","0.308534759587469","0.272971806725534","0.344097712449404"
"No worries","2006","Other degree","370","0.30879592403914","0.282435887239704","0.335155960838576"
"No worries","2006","secondary school degree","1149","0.178984176322045","0.169621753734054","0.188346598910037"
"Some worries","2006","college entrance qualification","2580","0.450900525661218","0.437869422303193","0.463931629019242"
"Some worries","2006","lower secondary degree","3390","0.439723044028419","0.428531420065601","0.450914667991237"
"Some worries","2006","no degree/no degree yet","276","0.441569006171985","0.403335455095257","0.479802557248713"
"Some worries","2006","Other degree","515","0.438210178996021","0.409900480043842","0.4665198779482"
"Some worries","2006","secondary school degree","2853","0.427909621614951","0.415825544026775","0.439993699203127"
"Big worries","2007","college entrance qualification","972","0.178381051732533","0.168195659370809","0.188566444094257"
"Big worries","2007","lower secondary degree","2530","0.380741073931593","0.369269004684617","0.392213143178568"
"Big worries","2007","no degree/no degree yet","115","0.18979363640715","0.157198759624371","0.22238851318993"
"Big worries","2007","Other degree","206","0.184522132627189","0.161136941740243","0.207907323514136"
"Big worries","2007","secondary school degree","2046","0.352802176969331","0.340748441530713","0.364855912407948"
"No worries","2007","college entrance qualification","2099","0.38386791048522","0.370929050931969","0.39680677003847"
"No worries","2007","lower secondary degree","1203","0.178300752112998","0.169257517685866","0.18734398654013"
"No worries","2007","no degree/no degree yet","207","0.334162485795785","0.294954577671378","0.373370393920192"
"No worries","2007","Other degree","366","0.357317688406891","0.328428454265102","0.38620692254868"
"No worries","2007","secondary school degree","1254","0.203191757812196","0.193041724778116","0.213341790846276"
"Some worries","2007","college entrance qualification","2356","0.437751037782247","0.424551883549222","0.450950192015273"
"Some worries","2007","lower secondary degree","3149","0.440958173955409","0.429227806773485","0.452688541137333"
"Some worries","2007","no degree/no degree yet","234","0.476043877797065","0.434531114133494","0.517556641460635"
"Some worries","2007","Other degree","485","0.45816017896592","0.428123305376425","0.488197052555415"
"Some worries","2007","secondary school degree","2737","0.444006065218473","0.431472720594534","0.456539409842413"
"Big worries","2008","college entrance qualification","740","0.139260192819031","0.129792530743065","0.148727854894997"
"Big worries","2008","lower secondary degree","2138","0.34509795681502","0.333500591584733","0.356695322045307"
"Big worries","2008","no degree/no degree yet","115","0.225176568464322","0.190140550462272","0.260212586466371"
"Big worries","2008","Other degree","172","0.167622061614128","0.143705201413356","0.191538921814899"
"Big worries","2008","secondary school degree","1648","0.294770290463428","0.282980387543147","0.30656019338371"
"No worries","2008","college entrance qualification","2253","0.447407121042085","0.433809986456494","0.461004255627676"
"No worries","2008","lower secondary degree","1292","0.192481500253282","0.182863811785101","0.202099188721463"
"No worries","2008","no degree/no degree yet","225","0.399450024851702","0.358367457814289","0.440532591889114"
"No worries","2008","Other degree","380","0.413837878114119","0.382302191567575","0.445373564660664"
"No worries","2008","secondary school degree","1396","0.235560720833536","0.224587704921588","0.246533736745484"
"Some worries","2008","college entrance qualification","2144","0.413332686138884","0.399866670035983","0.426798702241786"
"Some worries","2008","lower secondary degree","3025","0.462420542931697","0.450257566659063","0.474583519204332"
"Some worries","2008","no degree/no degree yet","206","0.375373406683977","0.334757724161023","0.415989089206931"
"Some worries","2008","Other degree","385","0.418540060271753","0.386953181668417","0.450126938875088"
"Some worries","2008","secondary school degree","2701","0.469668988703036","0.456763557233314","0.482574420172758"
"Big worries","2009","college entrance qualification","516","0.106589453514274","0.0979393614922915","0.115239545536257"
"Big worries","2009","lower secondary degree","1724","0.303620060263233","0.291909826037555","0.31533029448891"
"Big worries","2009","no degree/no degree yet","72","0.135219020027131","0.104754287684196","0.165683752370066"
"Big worries","2009","Other degree","118","0.1430454010753","0.118859291973403","0.167231510177197"
"Big worries","2009","secondary school degree","1314","0.250149416404548","0.2386043300881","0.261694502720995"
"No worries","2009","college entrance qualification","2593","0.531786476453821","0.517799343807526","0.545773609100116"
"No worries","2009","lower secondary degree","1396","0.232643210789911","0.221882992392461","0.24340342918736"
"No worries","2009","no degree/no degree yet","229","0.47845596250727","0.433952696094728","0.522959228919813"
"No worries","2009","Other degree","347","0.445099462847006","0.410768478284946","0.479430447409067"
"No worries","2009","secondary school degree","1571","0.275611885261706","0.263700981948094","0.287522788575319"
"Some worries","2009","college entrance qualification","1780","0.361624070031905","0.348156011689085","0.375092128374725"
"Some worries","2009","lower secondary degree","2803","0.463736728946857","0.451036779321444","0.47643667857227"
"Some worries","2009","no degree/no degree yet","183","0.386325017465599","0.342946866475233","0.429703168455964"
"Some worries","2009","Other degree","340","0.411855136077693","0.377856260951553","0.445854011203834"
"Some worries","2009","secondary school degree","2521","0.474238698333746","0.46092793769492","0.487549458972572"
"Big worries","2010","college entrance qualification","746","0.118087688807047","0.110408414423314","0.12576696319078"
"Big worries","2010","lower secondary degree","2040","0.294461731756211","0.283652852469519","0.305270611042902"
"Big worries","2010","no degree/no degree yet","152","0.166880852859184","0.140458335821653","0.193303369896715"
"Big worries","2010","Other degree","245","0.17998551405573","0.160970151929875","0.199000876181585"
"Big worries","2010","secondary school degree","1828","0.251944772732012","0.242074827389669","0.261814718074355"
"No worries","2010","college entrance qualification","3676","0.53733951865727","0.525474709282595","0.549204328031945"
"No worries","2010","lower secondary degree","1674","0.250160808178671","0.239890117449199","0.260431498908143"
"No worries","2010","no degree/no degree yet","319","0.388862415240978","0.354317442459663","0.423407388022294"
"No worries","2010","Other degree","676","0.410640090430789","0.386290254998283","0.434989925863296"
"No worries","2010","secondary school degree","2354","0.295569195801731","0.285195249514578","0.305943142088884"
"Some worries","2010","college entrance qualification","2362","0.344572792535683","0.33326421720433","0.355881367867036"
"Some worries","2010","lower secondary degree","3117","0.455377460065119","0.44356774228789","0.467187177842347"
"Some worries","2010","no degree/no degree yet","294","0.444256731899838","0.409046289035664","0.479467174764011"
"Some worries","2010","Other degree","647","0.409374395513481","0.38503602293923","0.433712768087732"
"Some worries","2010","secondary school degree","3250","0.452486031466257","0.441169966535146","0.463802096397369"
"Big worries","2011","college entrance qualification","734","0.123314163061818","0.11472021896376","0.131908107159876"
"Big worries","2011","lower secondary degree","2009","0.30913768395653","0.297994285391909","0.320281082521151"
"Big worries","2011","no degree/no degree yet","94","0.186895686104544","0.15434613055874","0.219445241650347"
"Big worries","2011","Other degree","182","0.168233757865083","0.146217701114996","0.19024981461517"
"Big worries","2011","secondary school degree","1673","0.28432295269405","0.27303341615514","0.29561248923296"
"No worries","2011","college entrance qualification","2826","0.515364079709257","0.502301500949051","0.528426658469462"
"No worries","2011","lower secondary degree","1489","0.219150838938103","0.209176110510556","0.22912556736565"
"No worries","2011","no degree/no degree yet","248","0.476345560879429","0.43464367000337","0.518047451755488"
"No worries","2011","Other degree","437","0.384176543577862","0.355549542532337","0.412803544623387"
"No worries","2011","secondary school degree","1740","0.27790817736214","0.266696812535935","0.289119542188344"
"Some worries","2011","college entrance qualification","2063","0.361321757228925","0.348765732366903","0.373877782090948"
"Some worries","2011","lower secondary degree","3109","0.471711477105367","0.459674435905361","0.483748518305374"
"Some worries","2011","no degree/no degree yet","209","0.336758753016027","0.297297806187939","0.376219699844115"
"Some worries","2011","Other degree","490","0.447589698557055","0.418324380824421","0.476855016289689"
"Some worries","2011","secondary school degree","2720","0.437768869943811","0.425352590153125","0.450185149734496"
"Big worries","2012","college entrance qualification","528","0.0942025042139494","0.0866005235304248","0.101804484897474"
"Big worries","2012","lower secondary degree","1637","0.256396158695417","0.245771395974709","0.267020921416124"
"Big worries","2012","no degree/no degree yet","94","0.179736773189865","0.147470876976518","0.212002669403211"
"Big worries","2012","Other degree","164","0.133358991582037","0.113803769596444","0.152914213567631"
"Big worries","2012","secondary school degree","1249","0.21829814738553","0.207894137566439","0.228702157204621"
"No worries","2012","college entrance qualification","3411","0.604617182427246","0.591893022516659","0.617341342337833"
"No worries","2012","lower secondary degree","1773","0.269700118893614","0.258901111106514","0.280499126680713"
"No worries","2012","no degree/no degree yet","261","0.474394528246407","0.432433278387544","0.51635577810527"
"No worries","2012","Other degree","516","0.42610102651555","0.39765602276622","0.45454603026488"
"No worries","2012","secondary school degree","2156","0.357729820407301","0.345657476210625","0.369802164603977"
"Some worries","2012","college entrance qualification","1733","0.301180313358805","0.28924109662957","0.31311953008804"
"Some worries","2012","lower secondary degree","3078","0.47390372241097","0.461753888395074","0.486053556426865"
"Some worries","2012","no degree/no degree yet","189","0.345868698563728","0.305898460331436","0.385838936796019"
"Some worries","2012","Other degree","481","0.440539981902413","0.411983205997999","0.469096757806827"
"Some worries","2012","secondary school degree","2651","0.423972032207169","0.411525580818281","0.436418483596057"
"Big worries","2013","college entrance qualification","590","0.106788655176651","0.0985413079935241","0.115036002359778"
"Big worries","2013","lower secondary degree","1694","0.292816009458214","0.281134077229047","0.304497941687382"
"Big worries","2013","no degree/no degree yet","97","0.188542545671981","0.153767515396677","0.223317575947286"
"Big worries","2013","Other degree","175","0.1834210723311","0.159553343093608","0.207288801568593"
"Big worries","2013","secondary school degree","1374","0.257086527440406","0.245668796021021","0.268504258859791"
"No worries","2013","college entrance qualification","2988","0.554046948975851","0.540773234948707","0.567320663002995"
"No worries","2013","lower secondary degree","1394","0.234882917743064","0.224000115710421","0.245765719775707"
"No worries","2013","no degree/no degree yet","228","0.470777810902768","0.426400909821258","0.515154711984279"
"No worries","2013","Other degree","417","0.423200233450938","0.392730202778907","0.453670264122968"
"No worries","2013","secondary school degree","1782","0.3084405106642","0.29637428270624","0.320506738622161"
"Some worries","2013","college entrance qualification","1809","0.339164395847498","0.326522085486604","0.351806706208392"
"Some worries","2013","lower secondary degree","2741","0.472301072798722","0.459485039267194","0.48511710633025"
"Some worries","2013","no degree/no degree yet","161","0.34067964342525","0.298543838878604","0.382815447971896"
"Some worries","2013","Other degree","418","0.393378694217962","0.363251988092023","0.4235054003439"
"Some worries","2013","secondary school degree","2472","0.434472961895394","0.421522683318561","0.447423240472226"
"Big worries","2014","college entrance qualification","981","0.132438019298801","0.124732650909529","0.140143387688073"
"Big worries","2014","lower secondary degree","2471","0.355587543236859","0.344284543621609","0.366890542852109"
"Big worries","2014","no degree/no degree yet","243","0.252238826754384","0.225307808684351","0.279169844824416"
"Big worries","2014","Other degree","659","0.201958212445559","0.18817925791467","0.215737166976448"
"Big worries","2014","secondary school degree","2228","0.301255205958749","0.290891716371482","0.311618695546017"
"No worries","2014","college entrance qualification","3748","0.508996751687342","0.49763261364178","0.520360889732904"
"No worries","2014","lower secondary degree","1336","0.192744480646928","0.183430507812793","0.202058453481062"
"No worries","2014","no degree/no degree yet","389","0.401418145648603","0.37102150279474","0.431814788502465"
"No worries","2014","Other degree","1085","0.359833164876371","0.343360272104083","0.376306057648659"
"No worries","2014","secondary school degree","1981","0.263405274269305","0.253455666092129","0.273354882446481"
"Some worries","2014","college entrance qualification","2705","0.358565229013857","0.34766345567649","0.369467002351225"
"Some worries","2014","lower secondary degree","3083","0.451667976116213","0.439917108459737","0.46341884377269"
"Some worries","2014","no degree/no degree yet","367","0.346343027597014","0.316838170164633","0.375847885029395"
"Some worries","2014","Other degree","1517","0.43820862267807","0.421179170173139","0.455238075183001"
"Some worries","2014","secondary school degree","3320","0.435339519771946","0.424140314990346","0.446538724553545"
"Big worries","2015","college entrance qualification","1271","0.178211294579156","0.16929967761957","0.187122911538743"
"Big worries","2015","lower secondary degree","2628","0.417601337522504","0.405414826844022","0.429787848200985"
"Big worries","2015","no degree/no degree yet","238","0.299586475510188","0.268059956022891","0.331112994997484"
"Big worries","2015","Other degree","800","0.301136061722256","0.283993311605897","0.318278811838615"
"Big worries","2015","secondary school degree","2670","0.380065244349549","0.368775336280869","0.391355152418228"
"No worries","2015","college entrance qualification","2856","0.420054925867437","0.408561346801672","0.431548504933203"
"No worries","2015","lower secondary degree","958","0.145318294664328","0.136609649435211","0.154026939893445"
"No worries","2015","no degree/no degree yet","271","0.330388895311132","0.298017478444638","0.362760312177625"
"No worries","2015","Other degree","719","0.268951706203743","0.252382069683652","0.285521342723833"
"No worries","2015","secondary school degree","1387","0.197858306086765","0.188592333235373","0.207124278938157"
"Some worries","2015","college entrance qualification","2957","0.401733779553406","0.390317483273943","0.41315007583287"
"Some worries","2015","lower secondary degree","2705","0.437080367813168","0.424823144572301","0.449337591054036"
"Some worries","2015","no degree/no degree yet","302","0.37002462917868","0.336795820946489","0.403253437410872"
"Some worries","2015","Other degree","1232","0.429912232074001","0.411412580104053","0.448411884043949"
"Some worries","2015","secondary school degree","3044","0.422076449563686","0.410589119726145","0.433563779401227"
"Big worries","2016","college entrance qualification","1949","0.289177930549383","0.278386071401425","0.299969789697341"
"Big worries","2016","lower secondary degree","3451","0.590426068586445","0.577812796361571","0.603039340811319"
"Big worries","2016","no degree/no degree yet","320","0.380871101624523","0.347429649277157","0.414312553971888"
"Big worries","2016","Other degree","1339","0.418220696048437","0.401207106055677","0.435234286041198"
"Big worries","2016","secondary school degree","3399","0.52543706122658","0.513395409373632","0.537478713079528"
"No worries","2016","college entrance qualification","1696","0.240681802412399","0.23050604427826","0.250857560546538"
"No worries","2016","lower secondary degree","544","0.0847709715336957","0.0776265457889404","0.0919153972784509"
"No worries","2016","no degree/no degree yet","176","0.221119746650792","0.192540242317079","0.249699250984505"
"No worries","2016","Other degree","527","0.169617691158277","0.15667308962961","0.182562292686944"
"No worries","2016","secondary school degree","783","0.115016077649181","0.107322545494359","0.122709609804003"
"Some worries","2016","college entrance qualification","3135","0.470140267038218","0.45825996650433","0.482020567572106"
"Some worries","2016","lower secondary degree","1844","0.324802959879859","0.312791270098411","0.336814649661308"
"Some worries","2016","no degree/no degree yet","314","0.398009151724685","0.364300059660709","0.431718243788662"
"Some worries","2016","Other degree","1363","0.412161612793286","0.395183992729389","0.429139232857183"
"Some worries","2016","secondary school degree","2424","0.35954686112424","0.347975079310447","0.371118642938032"
"Big worries","2017","college entrance qualification","1731","0.218429330141454","0.209329096909787","0.227529563373121"
"Big worries","2017","lower secondary degree","3092","0.510485045133546","0.497886607403004","0.523083482864087"
"Big worries","2017","no degree/no degree yet","290","0.303386433500554","0.273887839846966","0.332885027154142"
"Big worries","2017","Other degree","1148","0.348881576177967","0.332122638947644","0.365640513408289"
"Big worries","2017","secondary school degree","3305","0.438808029061369","0.427638867573008","0.44997719054973"
"No worries","2017","college entrance qualification","2413","0.309974781656984","0.299788666480858","0.320160896833109"
"No worries","2017","lower secondary degree","644","0.0980203816209339","0.0905266392841256","0.105514123957742"
"No worries","2017","no degree/no degree yet","271","0.284703315933821","0.255746777887548","0.313659853980093"
"No worries","2017","Other degree","581","0.204163841735179","0.189990289370689","0.218337394099668"
"No worries","2017","secondary school degree","1144","0.152068810173161","0.143986640897905","0.160150979448418"
"Some worries","2017","college entrance qualification","3775","0.471595888201562","0.460601248075916","0.482590528327209"
"Some worries","2017","lower secondary degree","2312","0.391494573245521","0.379193661550547","0.403795484940494"
"Some worries","2017","no degree/no degree yet","372","0.411910250565625","0.380328923613959","0.443491577517291"
"Some worries","2017","Other degree","1378","0.446954582086855","0.429472644693792","0.464436519479918"
"Some worries","2017","secondary school degree","3134","0.40912316076547","0.398056844455146","0.420189477075794"
"Big worries","2018","college entrance qualification","1172","0.159465423251312","0.151267262749669","0.167663583752954"
"Big worries","2018","lower secondary degree","2506","0.43820493899119","0.425336685619651","0.45107319236273"
"Big worries","2018","no degree/no degree yet","245","0.297268133177877","0.267121644063914","0.32741462229184"
"Big worries","2018","Other degree","878","0.277052034063472","0.260860864171496","0.293243203955448"
"Big worries","2018","secondary school degree","2680","0.376873534331253","0.365707865807495","0.388039202855011"
"No worries","2018","college entrance qualification","3060","0.399335104785326","0.388368044510647","0.410302165060005"
"No worries","2018","lower secondary degree","844","0.144254969704551","0.135142636420175","0.153367302988927"
"No worries","2018","no degree/no degree yet","292","0.340837086653337","0.309573590442896","0.372100582863778"
"No worries","2018","Other degree","734","0.272180445433847","0.256078277254031","0.288282613613664"
"No worries","2018","secondary school degree","1373","0.182258593550212","0.173363493984219","0.191153693116204"
"Some worries","2018","college entrance qualification","3429","0.441199471963362","0.430080842538957","0.452318101387767"
"Some worries","2018","lower secondary degree","2361","0.417540091304259","0.404749985982102","0.430330196626416"
"Some worries","2018","no degree/no degree yet","346","0.361894780168786","0.330198737167873","0.393590823169699"
"Some worries","2018","Other degree","1323","0.450767520502681","0.432766445056802","0.468768595948559"
"Some worries","2018","secondary school degree","3183","0.440867872118535","0.429428287336917","0.452307456900154"
"Big worries","2019","college entrance qualification","1264","0.154690664163372","0.147019508905465","0.162361819421279"
"Big worries","2019","lower secondary degree","2230","0.413494289370712","0.400236197113026","0.426752381628399"
"Big worries","2019","no degree/no degree yet","198","0.279455212140622","0.247677669968198","0.311232754313047"
"Big worries","2019","Other degree","690","0.245261781791321","0.228552925292907","0.261970638289735"
"Big worries","2019","secondary school degree","2540","0.347688584585049","0.33684527911953","0.358531890050568"
"No worries","2019","college entrance qualification","3626","0.417555826961301","0.407094053429797","0.428017600492804"
"No worries","2019","lower secondary degree","867","0.157045301876421","0.14724984384303","0.166840759909813"
"No worries","2019","no degree/no degree yet","260","0.30043509104066","0.267969520225731","0.332900661855589"
"No worries","2019","Other degree","672","0.287968141696651","0.270382607992824","0.305553675400478"
"No worries","2019","secondary school degree","1604","0.204149660231496","0.194972062440733","0.213327258022259"
"Some worries","2019","college entrance qualification","3646","0.427753508875327","0.417257861108742","0.438249156641913"
"Some worries","2019","lower secondary degree","2203","0.429460408752867","0.416133954398307","0.442786863107427"
"Some worries","2019","no degree/no degree yet","308","0.420109696818718","0.385156413079444","0.455062980557993"
"Some worries","2019","Other degree","1185","0.466770076512027","0.447395046747814","0.486145106276241"
"Some worries","2019","secondary school degree","3266","0.448161755183455","0.436838735010205","0.459484775356705"
