"plj0046","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"No worries","2000","1-pers.-HH","Female","513","0.252530143975053","0.23319209564889","0.271868192301216","3"
"No worries","2000","1-pers.-HH","Male","446","0.324975538512465","0.300379927021","0.349571150003929","3"
"No worries","2000","Couple + C. GT 16 ","Female","402","0.213754045568566","0.195002022179306","0.232506068957825","3"
"No worries","2000","Couple + C. LE 16 ","Female","663","0.257282591452636","0.240579199603986","0.273985983301287","3"
"No worries","2000","Couple + C. LE and GT 16","Female","255","0.273591114630278","0.24524276002412","0.301939469236436","3"
"No worries","2000","Single parent ","Male","102","0.301328548665498","0.25463920434225","0.348017892988747","3"
"No worries","2000","Couple + C. GT 16 ","Male","532","0.242039943828094","0.223641783047445","0.260438104608742","3"
"No worries","2000","Couple + C. LE and GT 16","Male","270","0.298304092401586","0.269586378753665","0.327021806049508","3"
"Some worries","2000","Single parent ","Female","378","0.457250530785974","0.42304895629812","0.491452105273828","2"
"Some worries","2000","Couple + C. LE 16 ","Male","1116","0.421910677749063","0.402865123305331","0.440956232192796","2"
"Some worries","2000","Couple + C. LE and GT 16","Female","462","0.485914260166694","0.454132065072489","0.517696455260898","2"
"Some worries","2000","Single parent ","Male","162","0.4282686519129","0.377916819273835","0.478620484551964","2"
"Some worries","2000","(Married) couple without C. ","Female","1806","0.474410021572954","0.458459824037011","0.490360219108896","2"
"Some worries","2000","(Married) couple without C. ","Male","1688","0.446632795019725","0.430702044002319","0.462563546037131","2"
"Some worries","2000","1-pers.-HH","Female","898","0.470972600319184","0.448755054197458","0.493190146440911","2"
"Some worries","2000","1-pers.-HH","Male","561","0.39053196409059","0.364912131214845","0.416151796966334","2"
"Some worries","2000","Couple + C. GT 16 ","Female","909","0.47933998004826","0.456488691480001","0.502191268616519","2"
"Some worries","2000","Couple + C. GT 16 ","Male","933","0.453314318610953","0.431930941428574","0.474697695793333","2"
"Some worries","2000","Couple + C. LE 16 ","Female","1280","0.48146522454977","0.462372888369352","0.500557560730189","2"
"Some worries","2000","Couple + C. LE and GT 16","Male","399","0.402714549547484","0.371929815132681","0.433499283962288","2"
"Big worries","2001","(Married) couple without C. ","Female","892","0.261339874988688","0.246657576909679","0.276022173067696","1"
"Big worries","2001","(Married) couple without C. ","Male","906","0.262858217754056","0.248129191861545","0.277587243646567","1"
"Big worries","2001","1-pers.-HH","Female","380","0.221376505010437","0.201880145200345","0.24087286482053","1"
"Big worries","2001","1-pers.-HH","Male","289","0.232435822192863","0.208982846724996","0.25588879766073","1"
"Big worries","2001","Couple + C. GT 16 ","Female","412","0.24834347219067","0.227889447615996","0.268797496765344","1"
"Big worries","2001","Couple + C. GT 16 ","Male","507","0.281113136302799","0.260910237946368","0.301316034659231","1"
"Big worries","2001","Couple + C. LE 16 ","Female","502","0.205843186433268","0.189592805457162","0.222093567409373","1"
"Big worries","2001","Couple + C. LE 16 ","Male","611","0.26047427576644","0.242657216831034","0.278291334701845","1"
"Big worries","2001","Couple + C. LE and GT 16","Female","191","0.222001536027582","0.193880295822957","0.250122776232206","1"
"Big worries","2001","Couple + C. LE and GT 16","Male","230","0.240370635777313","0.212360132636392","0.268381138918235","1"
"Big worries","2001","Single parent ","Female","179","0.219911011092684","0.190541482666864","0.249280539518503","1"
"Big worries","2001","Single parent ","Male","69","0.193053378888113","0.151937690367415","0.234169067408812","1"
"No worries","2001","Single parent ","Female","207","0.296070085787505","0.263698543793399","0.328441627781611","3"
"No worries","2001","Couple + C. LE 16 ","Male","649","0.279133241771975","0.260923229708585","0.297343253835364","3"
"No worries","2001","(Married) couple without C. ","Female","826","0.240423948871619","0.226143450488844","0.254704447254394","3"
"No worries","2001","(Married) couple without C. ","Male","886","0.255997019076875","0.24139400432546","0.270600033828291","3"
"No worries","2001","1-pers.-HH","Female","522","0.29002739571315","0.268718334224105","0.311336457202194","3"
"No worries","2001","1-pers.-HH","Male","425","0.34629633887493","0.319878123372089","0.372714554377771","3"
"No worries","2001","Couple + C. GT 16 ","Female","464","0.258506016085962","0.237779236671332","0.279232795500591","3"
"No worries","2001","Couple + C. GT 16 ","Male","543","0.273115086834289","0.253091194208673","0.293138979459904","3"
"No worries","2001","Couple + C. LE 16 ","Female","702","0.314657652620649","0.295993206822562","0.333322098418735","3"
"No worries","2001","Couple + C. LE and GT 16","Female","252","0.312230977813893","0.280874562313172","0.343587393314613","3"
"No worries","2001","Couple + C. LE and GT 16","Male","288","0.345336810618079","0.314168753615814","0.376504867620344","3"
"No worries","2001","Single parent ","Male","121","0.32446455453055","0.275694396729867","0.373234712331234","3"
"Some worries","2001","Single parent ","Female","378","0.484018903119811","0.448582513423444","0.519455292816179","2"
"Some worries","2001","Couple + C. LE 16 ","Male","1071","0.460392482461586","0.440158560914352","0.48062640400882","2"
"Some worries","2001","Couple + C. LE and GT 16","Female","396","0.465767486158526","0.432014138485105","0.499520833831947","2"
"Some worries","2001","Single parent ","Male","164","0.482482066581336","0.430428588919","0.534535544243672","2"
"Some worries","2001","(Married) couple without C. ","Female","1722","0.498236176139693","0.481527725815356","0.514944626464031","2"
"Some worries","2001","(Married) couple without C. ","Male","1639","0.481144763169069","0.464426209031987","0.49786331730615","2"
"Some worries","2001","1-pers.-HH","Female","840","0.488596099276413","0.465122427292775","0.512069771260051","2"
"Some worries","2001","1-pers.-HH","Male","532","0.421267838932207","0.393851653362466","0.448684024501948","2"
"Some worries","2001","Couple + C. GT 16 ","Female","838","0.493150511723368","0.469481946475475","0.516819076971262","2"
"Some worries","2001","Couple + C. GT 16 ","Male","852","0.445771776862912","0.423433820518525","0.468109733207298","2"
"Some worries","2001","Couple + C. LE 16 ","Female","1174","0.479499160946084","0.459419942310756","0.499578379581411","2"
"Some worries","2001","Couple + C. LE and GT 16","Male","376","0.414292553604608","0.382002165264477","0.446582941944739","2"
"Big worries","2002","(Married) couple without C. ","Female","1109","0.328231160052053","0.313157803557785","0.343304516546322","1"
"Big worries","2002","(Married) couple without C. ","Male","1173","0.340216677815007","0.324965082809293","0.35546827282072","1"
"Big worries","2002","1-pers.-HH","Female","457","0.284265471898241","0.262911398929806","0.305619544866676","1"
"Big worries","2002","1-pers.-HH","Male","330","0.249965503766398","0.226217161428362","0.273713846104435","1"
"Big worries","2002","Couple + C. GT 16 ","Female","470","0.285966532878486","0.265463922426717","0.306469143330255","1"
"Big worries","2002","Couple + C. GT 16 ","Male","573","0.294763623602955","0.275341712674866","0.314185534531045","1"
"Big worries","2002","Couple + C. LE 16 ","Female","551","0.263253534277424","0.245615853911533","0.280891214643315","1"
"Big worries","2002","Couple + C. LE 16 ","Male","606","0.286320921100526","0.267989771741595","0.304652070459456","1"
"Big worries","2002","Couple + C. LE and GT 16","Female","195","0.201422276859017","0.175837923785971","0.227006629932063","1"
"Big worries","2002","Couple + C. LE and GT 16","Male","253","0.239062237160647","0.212534297254264","0.26559017706703","1"
"Big worries","2002","Single parent ","Female","195","0.270967703663965","0.239430878419903","0.302504528908028","1"
"Big worries","2002","Single parent ","Male","97","0.299898847852905","0.252433750875701","0.347363944830109","1"
"No worries","2002","Single parent ","Female","214","0.274369377533843","0.24270933878085","0.306029416286836","3"
"No worries","2002","Couple + C. LE 16 ","Male","682","0.264697562080853","0.246807178779043","0.282587945382663","3"
"No worries","2002","(Married) couple without C. ","Female","762","0.180434960394438","0.168090781822469","0.192779138966406","3"
"No worries","2002","(Married) couple without C. ","Male","811","0.198782072942707","0.185935102214306","0.211629043671108","3"
"No worries","2002","1-pers.-HH","Female","426","0.223778377347777","0.204047581154106","0.243509173541448","3"
"No worries","2002","1-pers.-HH","Male","410","0.324049619361331","0.298380213973686","0.349719024748975","3"
"No worries","2002","Couple + C. GT 16 ","Female","454","0.222805858835879","0.203925061365408","0.241686656306349","3"
"No worries","2002","Couple + C. GT 16 ","Male","568","0.24339675299261","0.225116628354471","0.261676877630748","3"
"No worries","2002","Couple + C. LE 16 ","Female","650","0.249936560926438","0.232596156371897","0.267276965480979","3"
"No worries","2002","Couple + C. LE and GT 16","Female","289","0.296213490924269","0.267087213630416","0.325339768218122","3"
"No worries","2002","Couple + C. LE and GT 16","Male","313","0.326499923853778","0.297333456297794","0.355666391409762","3"
"No worries","2002","Single parent ","Male","111","0.296822577956784","0.249497917910495","0.344147238003073","3"
"Some worries","2002","Single parent ","Female","354","0.454662918802192","0.419331335111248","0.489994502493136","2"
"Some worries","2002","Couple + C. LE 16 ","Male","1048","0.448981516818621","0.428811373380549","0.469151660256693","2"
"Some worries","2002","Single parent ","Male","150","0.403278574190311","0.352463218702861","0.454093929677761","2"
"Some worries","2002","Couple + C. LE and GT 16","Female","460","0.502364232216714","0.470468891698086","0.534259572735341","2"
"Some worries","2002","(Married) couple without C. ","Female","1857","0.491333879553509","0.475286101796131","0.507381657310887","2"
"Some worries","2002","(Married) couple without C. ","Male","1723","0.461001249242286","0.444954697218997","0.477047801265575","2"
"Some worries","2002","1-pers.-HH","Female","831","0.491956150753982","0.468288427712994","0.515623873794971","2"
"Some worries","2002","1-pers.-HH","Male","537","0.425984876872271","0.398863520814975","0.453106232929567","2"
"Some worries","2002","Couple + C. GT 16 ","Female","942","0.491227608285635","0.468544873064849","0.513910343506421","2"
"Some worries","2002","Couple + C. GT 16 ","Male","976","0.461839623404435","0.440602821476217","0.483076425332654","2"
"Some worries","2002","Couple + C. LE 16 ","Female","1194","0.486809904796138","0.466792205180221","0.506827604412055","2"
"Some worries","2002","Couple + C. LE and GT 16","Male","427","0.434437838985575","0.403607559499312","0.465268118471838","2"
"Big worries","2003","(Married) couple without C. ","Female","1010","0.30420470994902","0.289291583278231","0.319117836619809","1"
"Big worries","2003","(Married) couple without C. ","Male","1054","0.310906535434297","0.295840874733963","0.32597219613463","1"
"Big worries","2003","1-pers.-HH","Female","405","0.261697088989444","0.24080218564158","0.282591992337309","1"
"Big worries","2003","1-pers.-HH","Male","319","0.254219990977737","0.230282119325714","0.278157862629761","1"
"Big worries","2003","Couple + C. GT 16 ","Female","439","0.285490680912039","0.264948712544562","0.306032649279516","1"
"Big worries","2003","Couple + C. GT 16 ","Male","517","0.287043872353276","0.267541681787983","0.30654606291857","1"
"Big worries","2003","Couple + C. LE 16 ","Female","444","0.214428446010486","0.197278181436291","0.231578710584682","1"
"Big worries","2003","Couple + C. LE 16 ","Male","525","0.259808723727886","0.241289444178228","0.278328003277545","1"
"Big worries","2003","Couple + C. LE and GT 16","Female","171","0.189046107688904","0.163493997385558","0.21459821799225","1"
"Big worries","2003","Couple + C. LE and GT 16","Male","242","0.249833244930334","0.22208431074657","0.277582179114098","1"
"Big worries","2003","Single parent ","Female","191","0.268314729276414","0.236834334063775","0.299795124489054","1"
"Big worries","2003","Single parent ","Male","80","0.231599011802751","0.187148951961865","0.276049071643636","1"
"No worries","2003","(Married) couple without C. ","Female","875","0.212284950347929","0.199029662223837","0.225540238472022","3"
"No worries","2003","1-pers.-HH","Female","472","0.25579661327588","0.235056226719321","0.276536999832438","3"
"No worries","2003","Couple + C. LE 16 ","Female","647","0.287363172902438","0.268453394627126","0.30627295117775","3"
"No worries","2003","Single parent ","Female","216","0.267551924022","0.236099927200344","0.299003920843655","3"
"No worries","2003","(Married) couple without C. ","Male","918","0.234775286317257","0.220979232674777","0.248571339959736","3"
"No worries","2003","1-pers.-HH","Male","413","0.321868511935895","0.29618398819421","0.347553035677581","3"
"No worries","2003","Couple + C. GT 16 ","Male","614","0.269465605699402","0.250338473626428","0.288592737772377","3"
"No worries","2003","Couple + C. LE 16 ","Male","639","0.272017545276836","0.253225062697629","0.290810027856044","3"
"No worries","2003","Couple + C. GT 16 ","Female","531","0.25207630053127","0.232327678639043","0.271824922423498","3"
"No worries","2003","Couple + C. LE and GT 16","Female","289","0.28309440660013","0.253694804611719","0.312494008588541","3"
"No worries","2003","Couple + C. LE and GT 16","Male","296","0.298716880164711","0.269379666714483","0.328054093614939","3"
"No worries","2003","Single parent ","Male","113","0.354201747988247","0.303807168658927","0.404596327317567","3"
"Some worries","2003","(Married) couple without C. ","Female","1771","0.48351033970305","0.467311694387769","0.499708985018332","2"
"Some worries","2003","1-pers.-HH","Female","823","0.482506297734676","0.458752795144724","0.506259800324628","2"
"Some worries","2003","1-pers.-HH","Male","539","0.423911497086367","0.396743506538489","0.451079487634246","2"
"Some worries","2003","Couple + C. LE 16 ","Female","1109","0.498208381087076","0.477315228941399","0.519101533232753","2"
"Some worries","2003","Couple + C. LE 16 ","Male","990","0.468173730995277","0.447101347807429","0.489246114183125","2"
"Some worries","2003","Single parent ","Female","354","0.464133346701586","0.428700543278855","0.499566150124317","2"
"Some worries","2003","Single parent ","Male","153","0.414199240209003","0.362296575431483","0.466101904986522","2"
"Some worries","2003","(Married) couple without C. ","Male","1654","0.454318178248447","0.438111873865763","0.470524482631131","2"
"Some worries","2003","Couple + C. GT 16 ","Female","887","0.462433018556691","0.439756162158708","0.485109874954674","2"
"Some worries","2003","Couple + C. GT 16 ","Male","936","0.443490521947321","0.422073636846859","0.464907407047784","2"
"Some worries","2003","Couple + C. LE and GT 16","Female","442","0.527859485710966","0.495280345273156","0.560438626148775","2"
"Some worries","2003","Couple + C. LE and GT 16","Male","397","0.451449874904955","0.419552480138952","0.483347269670957","2"
"Big worries","2004","(Married) couple without C. ","Female","1223","0.355035357191069","0.339515544945982","0.370555169436155","1"
"Big worries","2004","(Married) couple without C. ","Male","1283","0.384931392387381","0.369003549718488","0.400859235056275","1"
"Big worries","2004","1-pers.-HH","Female","510","0.316383165517765","0.294118091571191","0.338648239464339","1"
"Big worries","2004","1-pers.-HH","Male","376","0.320914396286365","0.294825698781818","0.347003093790913","1"
"Big worries","2004","Couple + C. GT 16 ","Female","526","0.304454683331811","0.283513550145423","0.325395816518199","1"
"Big worries","2004","Couple + C. GT 16 ","Male","684","0.373224796361258","0.352231500502367","0.39421809222015","1"
"Big worries","2004","Couple + C. LE 16 ","Female","544","0.284400590282785","0.264871977508118","0.303929203057453","1"
"Big worries","2004","Couple + C. LE 16 ","Male","596","0.304575722202862","0.284385533036513","0.324765911369212","1"
"Big worries","2004","Couple + C. LE and GT 16","Female","221","0.295411247315095","0.265233820915238","0.325588673714952","1"
"Big worries","2004","Couple + C. LE and GT 16","Male","270","0.317973992762424","0.287566405377009","0.348381580147838","1"
"Big worries","2004","Single parent ","Female","209","0.313795402496727","0.280429430264383","0.347161374729071","1"
"Big worries","2004","Single parent ","Male","94","0.304024378657213","0.255833450895683","0.352215306418743","1"
"No worries","2004","(Married) couple without C. ","Female","731","0.180641603605883","0.168164075671679","0.193119131540088","3"
"No worries","2004","(Married) couple without C. ","Male","741","0.196543582259228","0.18353547507545","0.209551689443006","3"
"No worries","2004","1-pers.-HH","Female","390","0.217341132418929","0.197595624861193","0.237086639976666","3"
"No worries","2004","1-pers.-HH","Male","351","0.297169695852079","0.271629569903946","0.322709821800211","3"
"No worries","2004","Couple + C. LE 16 ","Female","525","0.242265992384201","0.223718902459047","0.260813082309355","3"
"No worries","2004","Single parent ","Female","187","0.252091631296505","0.220869891869493","0.283313370723517","3"
"No worries","2004","Couple + C. GT 16 ","Female","420","0.208406053966702","0.189922625485354","0.22688948244805","3"
"No worries","2004","Couple + C. GT 16 ","Male","474","0.214872712998497","0.1970448147171","0.232700611279895","3"
"No worries","2004","Couple + C. LE 16 ","Male","515","0.233242658361948","0.214690229057345","0.251795087666551","3"
"No worries","2004","Couple + C. LE and GT 16","Male","244","0.249217783439141","0.220973393504185","0.277462173374098","3"
"No worries","2004","Couple + C. LE and GT 16","Female","237","0.221443225961317","0.193978379421965","0.248908072500668","3"
"No worries","2004","Single parent ","Male","104","0.3105456469694","0.262069337333669","0.359021956605131","3"
"Some worries","2004","(Married) couple without C. ","Female","1698","0.464323039203048","0.448148038534545","0.48049803987155","2"
"Some worries","2004","(Married) couple without C. ","Male","1561","0.418525025353391","0.402376616337829","0.434673434368952","2"
"Some worries","2004","1-pers.-HH","Female","776","0.466275702063306","0.442392587409954","0.490158816716657","2"
"Some worries","2004","1-pers.-HH","Male","503","0.381915907861556","0.354763822362016","0.409067993361096","2"
"Some worries","2004","Couple + C. GT 16 ","Female","909","0.487139262701487","0.464393399259523","0.509885126143451","2"
"Some worries","2004","Couple + C. LE 16 ","Female","981","0.473333417333014","0.451720040509311","0.494946794156716","2"
"Some worries","2004","Couple + C. LE 16 ","Male","885","0.46218161943519","0.440309444142322","0.484053794728058","2"
"Some worries","2004","Single parent ","Female","347","0.434112966206768","0.398474423708091","0.469751508705444","2"
"Some worries","2004","Single parent ","Male","152","0.385429974373387","0.334441443458397","0.436418505288377","2"
"Some worries","2004","Couple + C. GT 16 ","Male","881","0.411902490640245","0.390539534089376","0.433265447191113","2"
"Some worries","2004","Couple + C. LE and GT 16","Female","420","0.483145526723589","0.450091531941134","0.516199521506043","2"
"Some worries","2004","Couple + C. LE and GT 16","Male","387","0.432808223798435","0.400456426688494","0.465160020908376","2"
"Big worries","2005","(Married) couple without C. ","Female","1413","0.410002828857287","0.393784927163893","0.426220730550681","1"
"Big worries","2005","(Married) couple without C. ","Male","1463","0.426727709462687","0.410285351283167","0.443170067642208","1"
"Big worries","2005","1-pers.-HH","Female","617","0.38128460035396","0.358230085126017","0.404339115581902","1"
"Big worries","2005","1-pers.-HH","Male","458","0.376540297700492","0.349680483185558","0.403400112215426","1"
"Big worries","2005","Couple + C. GT 16 ","Female","567","0.359510293676803","0.336865660838093","0.382154926515513","1"
"Big worries","2005","Couple + C. GT 16 ","Male","729","0.403186679323257","0.381176111455501","0.425197247191013","1"
"Big worries","2005","Couple + C. LE 16 ","Female","616","0.344162057234099","0.322754491371244","0.365569623096954","1"
"Big worries","2005","Couple + C. LE 16 ","Male","668","0.381951284696616","0.359574163841279","0.404328405551954","1"
"Big worries","2005","Couple + C. LE and GT 16","Female","255","0.352659805172245","0.32038702988788","0.38493258045661","1"
"Big worries","2005","Couple + C. LE and GT 16","Male","314","0.418086137895268","0.385043596384402","0.451128679406134","1"
"Big worries","2005","Single parent ","Female","262","0.3775408178179","0.343053088749331","0.41202854688647","1"
"Big worries","2005","Single parent ","Male","118","0.365388368060233","0.313976366328485","0.416800369791981","1"
"No worries","2005","(Married) couple without C. ","Female","550","0.150162031547437","0.138382598038491","0.161941465056383","3"
"No worries","2005","(Married) couple without C. ","Male","571","0.155925612532042","0.143865335118716","0.167985889945368","3"
"No worries","2005","1-pers.-HH","Female","346","0.196885251597803","0.178010497925432","0.215760005270175","3"
"No worries","2005","1-pers.-HH","Male","294","0.232912229488188","0.209480099911269","0.256344359065108","3"
"No worries","2005","Couple + C. GT 16 ","Female","329","0.176366350452172","0.158380604857735","0.19435209604661","3"
"No worries","2005","Couple + C. GT 16 ","Male","387","0.18423781644457","0.166842590299584","0.201633042589556","3"
"No worries","2005","Couple + C. LE 16 ","Female","397","0.202491404796738","0.184383904213911","0.220598905379566","3"
"No worries","2005","Couple + C. LE 16 ","Male","368","0.204716151504448","0.186132716144968","0.223299586863927","3"
"No worries","2005","Single parent ","Female","153","0.197034646283863","0.168737222051333","0.225332070516392","3"
"No worries","2005","Couple + C. LE and GT 16","Female","197","0.211906678774057","0.184303875436555","0.239509482111559","3"
"No worries","2005","Couple + C. LE and GT 16","Male","201","0.193024722809549","0.166585554333442","0.219463891285656","3"
"No worries","2005","Single parent ","Male","83","0.22789199909093","0.183106573456905","0.272677424724955","3"
"Some worries","2005","(Married) couple without C. ","Female","1570","0.439835139595276","0.423467759620991","0.45620251956956","2"
"Some worries","2005","(Married) couple without C. ","Male","1442","0.417346678005271","0.400953551094553","0.433739804915988","2"
"Some worries","2005","1-pers.-HH","Female","742","0.421830148048237","0.398388808369516","0.445271487726959","2"
"Some worries","2005","1-pers.-HH","Male","498","0.39054747281132","0.363501665997051","0.417593279625589","2"
"Some worries","2005","Couple + C. GT 16 ","Female","829","0.464123355871025","0.440588980956985","0.487657730785064","2"
"Some worries","2005","Couple + C. GT 16 ","Male","792","0.412575504232173","0.390485965264323","0.434665043200023","2"
"Some worries","2005","Couple + C. LE 16 ","Female","879","0.453346537969163","0.430915016675168","0.475778059263159","2"
"Some worries","2005","Couple + C. LE 16 ","Male","775","0.413332563798936","0.390653001526679","0.436012126071193","2"
"Some worries","2005","Couple + C. LE and GT 16","Female","390","0.435433516053698","0.401943873007334","0.468923159100061","2"
"Some worries","2005","Single parent ","Female","344","0.425424535898237","0.390251325637145","0.460597746159328","2"
"Some worries","2005","Single parent ","Male","136","0.406719632848837","0.354273834903271","0.459165430794403","2"
"Some worries","2005","Couple + C. LE and GT 16","Male","341","0.388889139295183","0.356231550451142","0.421546728139223","2"
"Big worries","2006","1-pers.-HH","Female","600","0.322599953234813","0.301607878579347","0.34359202789028","1"
"Big worries","2006","1-pers.-HH","Male","430","0.317855660948049","0.293499005528561","0.342212316367536","1"
"Big worries","2006","Couple + C. GT 16 ","Female","532","0.333869437890725","0.311678974869654","0.356059900911797","1"
"Big worries","2006","Couple + C. GT 16 ","Male","708","0.402938336982885","0.38095875168934","0.424917922276429","1"
"Big worries","2006","Couple + C. LE 16 ","Female","577","0.304736645282033","0.284497779588395","0.324975510975671","1"
"Big worries","2006","Couple + C. LE 16 ","Male","604","0.328272724586927","0.307207843189113","0.349337605984742","1"
"Big worries","2006","Couple + C. LE and GT 16","Female","203","0.295031858417696","0.261926100890373","0.328137615945019","1"
"Big worries","2006","Couple + C. LE and GT 16","Male","228","0.32563476008621","0.292208515833729","0.359061004338692","1"
"Big worries","2006","Single parent ","Female","237","0.303821260211288","0.272400431727071","0.335242088695505","1"
"Big worries","2006","Single parent ","Male","103","0.315684367781045","0.265912899091641","0.36545583647045","1"
"Big worries","2006","(Married) couple without C. ","Female","1348","0.358367158461458","0.343409386323092","0.373324930599824","1"
"Big worries","2006","(Married) couple without C. ","Male","1457","0.38498038632447","0.369681476741281","0.40027929590766","1"
"No worries","2006","Single parent ","Female","207","0.25058466789413","0.220978192531251","0.280191143257008","3"
"No worries","2006","1-pers.-HH","Female","446","0.230168458366159","0.21126586656086","0.249071050171458","3"
"No worries","2006","Couple + C. LE 16 ","Female","476","0.22402209059738","0.205689693356267","0.242354487838493","3"
"No worries","2006","Single parent ","Male","76","0.234094223853493","0.188751384832772","0.279437062874214","3"
"No worries","2006","(Married) couple without C. ","Female","737","0.180261156669055","0.168270351317996","0.192251962020115","3"
